000004,0.779,Susah,Tunisia,36.17N,9.94E
1920-06-01,25.214,0.479,Suzhou,China,34.56N,116.76E
1920-07-01,28.285,0.529,Suzhou,China,34.56N,116.76E
1920-08-01,27.19,0.633,Suzhou,China,34.56N,116.76E
1920-09-01,21.728,0.41700000000000004,Suzhou,China,34.56N,116.76E
1920-10-01,16.882,0.532,Suzhou,China,34.56N,116.76E
1920-11-01,9.835,0.322,Suzhou,China,34.56N,116.76E
1920-12-01,2.525,0.703,Suzhou,China,34.56N,116.76E
1921-01-01,-0.816,0.653,Suzhou,China,34.56N,116.76E
1921-02-01,3.797,0.64,Suzhou,China,34.56N,116.76E
1921-03-01,6.9460000000000015,0.531,Suzhou,China,34.56N,116.76E
1921-04-01,13.649000000000001,0.555,Suzhou,China,34.56N,116.76E
1921-05-01,20.191000000000006,0.542,Suzhou,China,34.56N,116.76E
1921-06-01,23.412000000000006,0.5529999999999999,Suzhou,China,34.56N,116.76E
1921-07-01,27.398000000000003,0.809,Suzhou,China,34.56N,116.76E
1921-08-01,25.454,0.809,Suzhou,China,34.56N,116.76E
1921-09-01,20.652,0.39,Suzhou,China,34.56N,116.76E
1921-10-01,14.843,0.758,Suzhou,China,34.56N,116.76E
1921-11-01,7.915999999999999,0.659,Suzhou,China,34.56N,116.76E
1921-12-01,2.306,0.467,Suzhou,China,34.56N,116.76E
1922-01-01,-2.11,0.8190000000000001,Suzhou,China,34.56N,116.76E
1922-02-01,3.6910000000000003,0.545,Suzhou,China,34.56N,116.76E
1922-03-01,8.023,0.56,Suzhou,China,34.56N,116.76E
1922-04-01,15.502,0.655,Suzhou,China,34.56N,116.76E
1922-05-01,19.656,1.055,Suzhou,China,34.56N,116.76E
1922-06-01,26.261999999999997,0.457,Suzhou,China,34.56N,116.76E
1922-07-01,28.21,0.33899999999999997,Suzhou,China,34.56N,116.76E
1922-08-01,27.175,0.392,Suzhou,China,34.56N,116.76E
1922-09-01,21.604,0.56,Suzhou,China,34.56N,116.76E
1922-10-01,16.223,0.47700000000000004,Suzhou,China,34.56N,116.76E
1922-11-01,7.6099999999999985,0.693,Suzhou,China,34.56N,116.76E
1922-12-01,2.0,0.276,Suzhou,China,34.56N,116.76E
1923-01-01,-1.231,0.529,Suzhou,China,34.56N,116.76E
1923-02-01,0.6180000000000001,0.46799999999999997,Suzhou,China,34.56N,116.76E
1923-03-01,9.209,0.642,Suzhou,China,34.56N,116.76E
1923-04-01,13.261,0.44799999999999995,Suzhou,China,34.56N,116.76E
1923-05-01,20.871,0.446,Suzhou,China,34.56N,116.76E
1923-06-01,24.932,0.406,Suzhou,China,34.56N,116.76E
1923-07-01,27.063,0.452,Suzhou,China,34.56N,116.76E
1923-08-01,27.218000000000004,0.47,Suzhou,China,34.56N,116.76E
1923-09-01,21.374000000000002,0.27899999999999997,Suzhou,China,34.56N,116.76E
1923-10-01,15.194,0.43,Suzhou,China,34.56N,116.76E
1923-11-01,8.415,0.531,Suzhou,China,34.56N,116.76E
1923-12-01,2.207,0.498,Suzhou,China,34.56N,116.76E
1924-01-01,0.908,0.607,Suzhou,China,34.56N,116.76E
1924-02-01,1.598,0.401,Suzhou,China,34.56N,116.76E
1924-03-01,5.8839999999999995,0.672,Suzhou,China,34.56N,116.76E
1924-04-01,15.056,0.696,Suzhou,China,34.56N,116.76E
1924-05-01,20.380000000000006,0.57,Suzhou,China,34.56N,116.76E
1924-06-01,25.576,0.34,Suzhou,China,34.56N,116.76E
1924-07-01,27.186,0.35700000000000004,Suzhou,China,34.56N,116.76E
1924-08-01,27.467,0.557,Suzhou,China,34.56N,116.76E
1924-09-01,22.618000000000002,0.521,Suzhou,China,34.56N,116.76E
1924-10-01,15.36,0.501,Suzhou,China,34.56N,116.76E
1924-11-01,7.114999999999998,0.38799999999999996,Suzhou,China,34.56N,116.76E
1924-12-01,1.7790000000000001,0.547,Suzhou,China,34.56N,116.76E
1925-01-01,-0.745,0.514,Suzhou,China,34.56N,116.76E
1925-02-01,1.521,0.545,Suzhou,China,34.56N,116.76E
1925-03-01,7.779,0.513,Suzhou,China,34.56N,116.76E
1925-04-01,13.47,0.298,Suzhou,China,34.56N,116.76E
1925-05-01,20.761000000000006,0.486,Suzhou,China,34.56N,116.76E
1925-06-01,25.111,0.49700000000000005,Suzhou,China,34.56N,116.76E
1925-07-01,27.131,0.21899999999999997,Suzhou,China,34.56N,116.76E
1925-08-01,25.631999999999998,0.547,Suzhou,China,34.56N,116.76E
1925-09-01,22.237,0.268,Suzhou,China,34.56N,116.76E
1925-10-01,16.305999999999997,0.3,Suzhou,China,34.56N,116.76E
1925-11-01,9.843,0.39,Suzhou,China,34.56N,116.76E
1925-12-01,1.644,0.43799999999999994,Suzhou,China,34.56N,116.76E
1926-01-01,0.469,0.805,Suzhou,China,34.56N,116.76E
1926-02-01,2.09,0.341,Suzhou,China,34.56N,116.76E
1926-03-01,8.611,0.425,Suzhou,China,34.56N,116.76E
1926-04-01,14.8,0.46,Suzhou,China,34.56N,116.76E
1926-05-01,21.706999999999997,0.483,Suzhou,China,34.56N,116.76E
1926-06-01,24.807,0.309,Suzhou,China,34.56N,116.76E
1926-07-01,26.888,0.425,Suzhou,China,34.56N,116.76E
1926-08-01,27.594,0.7390000000000001,Suzhou,China,34.56N,116.76E
1926-09-01,22.062,0.507,Suzhou,China,34.56N,116.76E
1926-10-01,14.159,0.402,Suzhou,China,34.56N,116.76E
1926-11-01,9.305,0.515,Suzhou,China,34.56N,116.76E
1926-12-01,0.2430000000000001,0.489,Suzhou,China,34.56N,116.76E
1927-01-01,-0.18600000000000003,0.8270000000000001,Suzhou,China,34.56N,116.76E
1927-02-01,1.123,1.235,Suzhou,China,34.56N,116.76E
1927-03-01,6.774000000000001,0.496,Suzhou,China,34.56N,116.76E
1927-04-01,14.097000000000001,0.33399999999999996,Suzhou,China,34.56N,116.76E
1927-05-01,20.706999999999997,0.297,Suzhou,China,34.56N,116.76E
1927-06-01,25.901999999999997,0.562,Suzhou,China,34.56N,116.76E
1927-07-01,29.635,1.399,Suzhou,China,34.56N,116.76E
1927-08-01,27.276,0.551,Suzhou,China,34.56N,116.76E
1927-09-01,22.307,0.37200000000000005,Suzhou,China,34.56N,116.76E
1927-10-01,15.662,0.289,Suzhou,China,34.56N,116.76E
1927-11-01,10.671,0.284,Suzhou,China,34.56N,116.76E
1927-12-01,2.61,0.436,Suzhou,China,34.56N,116.76E
1928-01-01,-0.192,0.5589999999999999,Suzhou,China,34.56N,116.76E
1928-02-01,2.254,0.736,Suzhou,China,34.56N,116.76E
1928-03-01,8.541,0.45899999999999996,Suzhou,China,34.56N,116.76E
1928-04-01,16.014,0.491,Suzhou,China,34.56N,116.76E
1928-05-01,23.285999999999998,0.7909999999999999,Suzhou,China,34.56N,116.76E
1928-06-01,26.238000000000003,0.7340000000000001,Suzhou,China,34.56N,116.76E
1928-07-01,29.01,0.76,Suzhou,China,34.56N,116.76E
1928-08-01,26.55,0.7659999999999999,Suzhou,China,34.56N,116.76E
1928-09-01,21.821,0.573,Suzhou,China,34.56N,116.76E
1928-10-01,15.306,0.42700000000000005,Suzhou,China,34.56N,116.76E
1928-11-01,7.889999999999999,0.467,Suzhou,China,34.56N,116.76E
1928-12-01,1.144,0.662,Suzhou,China,34.56N,116.76E
1929-01-01,-0.5870000000000001,0.33,Suzhou,China,34.56N,116.76E
1929-02-01,1.88,0.542,Suzhou,China,34.56N,116.76E
1929-03-01,8.392000000000001,0.424,Suzhou,China,34.56N,116.76E
1929-04-01,14.562000000000001,0.8079999999999999,Suzhou,China,34.56N,116.76E
1929-05-01,21.785999999999998,0.8109999999999999,Suzhou,China,34.56N,116.76E
1929-06-01,26.445,0.595,Suzhou,China,34.56N,116.76E
1929-07-01,28.279000000000003,0.287,Suzhou,China,34.56N,116.76E
1929-08-01,26.607,0.672,Suzhou,China,34.56N,116.76E
1929-09-01,21.804000000000002,0.622,Suzhou,China,34.56N,116.76E
1929-10-01,14.795,0.88,Suzhou,China,34.56N,116.76E
1929-11-01,7.860999999999999,0.866,Suzhou,China,34.56N,116.76E
1929-12-01,-0.996,1.3459999999999999,Suzhou,China,34.56N,116.76E
1930-01-01,-3.583,0.496,Suzhou,China,34.56N,116.76E
1930-02-01,3.5439999999999996,0.298,Suzhou,China,34.56N,116.76E
1930-03-01,9.31,0.797,Suzhou,China,34.56N,116.76E
1930-04-01,13.83,0.617,Suzhou,China,34.56N,116.76E
1930-05-01,20.939,0.509,Suzhou,China,34.56N,116.76E
1930-06-01,24.252,0.55,Suzhou,China,34.56N,116.76E
1930-07-01,28.814,0.511,Suzhou,China,34.56N,116.76E
1930-08-01,26.182,0.377,Suzhou,China,34.56N,116.76E
1930-09-01,21.368000000000002,0.284,Suzhou,China,34.56N,116.76E
1930-10-01,15.831,0.943,Suzhou,China,34.56N,116.76E
1930-11-01,6.863999999999999,0.515,Suzhou,China,34.56N,116.76E
1930-12-01,2.949,0.271,Suzhou,China,34.56N,116.76E
1931-01-01,-0.7969999999999999,0.5660000000000001,Suzhou,China,34.56N,116.76E
1931-02-01,0.407,0.59,Suzhou,China,34.56N,116.76E
1931-03-01,9.677999999999999,0.639,Suzhou,China,34.56N,116.76E
1931-04-01,13.417,0.531,Suzhou,China,34.56N,116.76E
1931-05-01,19.699,0.316,Suzhou,China,34.56N,116.76E
1931-06-01,26.160999999999998,0.364,Suzhou,China,34.56N,116.76E
1931-07-01,25.272,0.514,Suzhou,China,34.56N,116.76E
1931-08-01,27.006,0.442,Suzhou,China,34.56N,116.76E
1931-09-01,22.117,0.474,Suzhou,China,34.56N,116.76E
1931-10-01,14.914000000000001,0.43700000000000006,Suzhou,China,34.56N,116.76E
1931-11-01,8.767999999999999,0.514,Suzhou,China,34.56N,116.76E
1931-12-01,1.3330000000000002,0.436,Suzhou,China,34.56N,116.76E
1932-01-01,1.867,0.5660000000000001,Suzhou,China,34.56N,116.76E
1932-02-01,0.40299999999999997,0.672,Suzhou,China,34.56N,116.76E
1932-03-01,7.643000000000002,0.627,Suzhou,China,34.56N,116.76E
1932-04-01,14.603,0.706,Suzhou,China,34.56N,116.76E
1932-05-01,20.163,1.392,Suzhou,China,34.56N,116.76E
1932-06-01,26.217,1.104,Suzhou,China,34.56N,116.76E
1932-07-01,29.342,0.8190000000000001,Suzhou,China,34.56N,116.76E
1932-08-01,27.258000000000003,0.604,Suzhou,China,34.56N,116.76E
1932-09-01,21.713,0.306,Suzhou,China,34.56N,116.76E
1932-10-01,15.365,0.534,Suzhou,China,34.56N,116.76E
1932-11-01,9.378,0.41200000000000003,Suzhou,China,34.56N,116.76E
1932-12-01,2.097,0.498,Suzhou,China,34.56N,116.76E
1933-01-01,-3.679,0.675,Suzhou,China,34.56N,116.76E
1933-02-01,2.293,0.5770000000000001,Suzhou,China,34.56N,116.76E
1933-03-01,6.0889999999999995,0.72,Suzhou,China,34.56N,116.76E
1933-04-01,13.901,0.5760000000000001,Suzhou,China,34.56N,116.76E
1933-05-01,20.982000000000006,0.6729999999999999,Suzhou,China,34.56N,116.76E
1933-06-01,25.163,0.7240000000000001,Suzhou,China,34.56N,116.76E
1933-07-01,29.628,0.9009999999999999,Suzhou,China,34.56N,116.76E
1933-08-01,26.879,0.395,Suzhou,China,34.56N,116.76E
1933-09-01,22.326,0.374,Suzhou,China,34.56N,116.76E
1933-10-01,14.739,0.51,Suzhou,China,34.56N,116.76E
1933-11-01,8.463999999999999,0.414,Suzhou,China,34.56N,116.76E
1933-12-01,3.1519999999999997,0.5529999999999999,Suzhou,China,34.56N,116.76E
1934-01-01,-2.392,0.7959999999999999,Suzhou,China,34.56N,116.76E
1934-02-01,1.6030000000000002,0.753,Suzhou,China,34.56N,116.76E
1934-03-01,6.5550000000000015,0.677,Suzhou,China,34.56N,116.76E
1934-04-01,12.581,0.623,Suzhou,China,34.56N,116.76E
1934-05-01,21.730999999999998,0.725,Suzhou,China,34.56N,116.76E
1934-06-01,25.699,0.41200000000000003,Suzhou,China,34.56N,116.76E
1934-07-01,29.165000000000006,0.312,Suzhou,China,34.56N,116.76E
1934-08-01,26.815,0.21,Suzhou,China,34.56N,116.76E
1934-09-01,21.873,0.442,Suzhou,China,34.56N,116.76E
1934-10-01,13.63,0.243,Suzhou,China,34.56N,116.76E
1934-11-01,7.873999999999999,0.275,Suzhou,China,34.56N,116.76E
1934-12-01,3.174,0.29,Suzhou,China,34.56N,116.76E
1935-01-01,-0.342,0.349,Suzhou,China,34.56N,116.76E
1935-02-01,3.786,0.371,Suzhou,China,34.56N,116.76E
1935-03-01,10.087,0.48,Suzhou,China,34.56N,116.76E
1935-04-01,14.428,0.466,Suzhou,China,34.56N,116.76E
1935-05-01,21.899,0.62,Suzhou,China,34.56N,116.76E
1935-06-01,26.522,0.735,Suzhou,China,34.56N,116.76E
1935-07-01,27.320999999999998,0.374,Suzhou,China,34.56N,116.76E
1935-08-01,27.514,0.738,Suzhou,China,34.56N,116.76E
1935-09-01,22.338,0.436,Suzhou,China,34.56N,116.76E
1935-10-01,17.404,0.225,Suzhou,China,34.56N,116.76E
1935-11-01,7.465999999999998,0.52,Suzhou,China,34.56N,116.76E
1935-12-01,-1.124,0.337,Suzhou,China,34.56N,116.76E
1936-01-01,-2.338,0.45799999999999996,Suzhou,China,34.56N,116.76E
1936-02-01,-0.2349999999999999,0.382,Suzhou,China,34.56N,116.76E
1936-03-01,4.516,0.5579999999999999,Suzhou,China,34.56N,116.76E
1936-04-01,13.436,0.693,Suzhou,China,34.56N,116.76E
1936-05-01,19.793000000000006,0.665,Suzhou,China,34.56N,116.76E
1936-06-01,25.753,0.24600000000000002,Suzhou,China,34.56N,116.76E
1936-07-01,26.44,0.5379999999999999,Suzhou,China,34.56N,116.76E
1936-08-01,25.513,0.621,Suzhou,China,34.56N,116.76E
1936-09-01,22.75,0.541,Suzhou,China,34.56N,116.76E
1936-10-01,17.182000000000002,0.506,Suzhou,China,34.56N,116.76E
1936-11-01,8.863,0.8240000000000001,Suzhou,China,34.56N,116.76E
1936-12-01,1.359,0.5710000000000001,Suzhou,China,34.56N,116.76E
1937-01-01,-0.183,0.72,Suzhou,China,34.56N,116.76E
1937-02-01,2.201,0.7020000000000001,Suzhou,China,34.56N,116.76E
1937-03-01,7.7970000000000015,0.633,Suzhou,China,34.56N,116.76E
1937-04-01,13.825999999999999,0.561,Suzhou,China,34.56N,116.76E
1937-05-01,21.037000000000006,0.474,Suzhou,China,34.56N,116.76E
1937-06-01,24.278,0.42700000000000005,Suzhou,China,34.56N,116.76E
1937-07-01,27.328000000000007,0.754,Suzhou,China,34.56N,116.76E
1937-08-01,26.855999999999998,0.204,Suzhou,China,34.56N,116.76E
1937-09-01,21.598000000000003,0.6459999999999999,Suzhou,China,34.56N,116.76E
1937-10-01,15.502,0.7390000000000001,Suzhou,China,34.56N,116.76E
1937-11-01,7.464999999999999,1.131,Suzhou,China,34.56N,116.76E
1937-12-01,1.4620000000000002,1.24,Suzhou,China,34.56N,116.76E
1938-01-01,-1.73,0.537,Suzhou,China,34.56N,116.76E
1938-02-01,2.75,0.40299999999999997,Suzhou,China,34.56N,116.76E
1938-03-01,7.922999999999999,0.373,Suzhou,China,34.56N,116.76E
1938-04-01,16.965999999999998,0.43,Suzhou,China,34.56N,116.76E
1938-05-01,22.14,0.635,Suzhou,China,34.56N,116.76E
1938-06-01,23.686999999999998,1.54,Suzhou,China,34.56N,116.76E
1938-07-01,27.639000000000006,0.5,Suzhou,China,34.56N,116.76E
1938-08-01,27.265,0.6409999999999999,Suzhou,China,34.56N,116.76E
1938-09-01,21.758000000000003,0.68,Suzhou,China,34.56N,116.76E
1938-10-01,17.179000000000002,0.505,Suzhou,China,34.56N,116.76E
1938-11-01,9.044,0.818,Suzhou,China,34.56N,116.76E
1938-12-01,2.6260000000000003,0.6920000000000001,Suzhou,China,34.56N,116.76E
1939-01-01,0.377,0.325,Suzhou,China,34.56N,116.76E
1939-02-01,2.6519999999999997,0.501,Suzhou,China,34.56N,116.76E
1939-03-01,8.523,0.35600000000000004,Suzhou,China,34.56N,116.76E
1939-04-01,14.279000000000002,0.287,Suzhou,China,34.56N,116.76E
1939-05-01,21.165000000000006,0.353,Suzhou,China,34.56N,116.76E
1939-06-01,26.441999999999997,0.4,Suzhou,China,34.56N,116.76E
1939-07-01,28.253,0.21100000000000002,Suzhou,China,34.56N,116.76E
1939-08-01,27.331,0.39899999999999997,Suzhou,China,34.56N,116.76E
1939-09-01,21.771,0.27899999999999997,Suzhou,China,34.56N,116.76E
1939-10-01,16.188,0.56,Suzhou,China,34.56N,116.76E
1939-11-01,7.869999999999999,0.441,Suzhou,China,34.56N,116.76E
1939-12-01,2.487,0.6859999999999999,Suzhou,China,34.56N,116.76E
1940-01-01,0.017999999999999988,0.36700000000000005,Suzhou,China,34.56N,116.76E
1940-02-01,2.28,0.264,Suzhou,China,34.56N,116.76E
1940-03-01,8.292,0.271,Suzhou,China,34.56N,116.76E
1940-04-01,15.549000000000001,0.698,Suzhou,China,34.56N,116.76E
1940-05-01,21.678,0.358,Suzhou,China,34.56N,116.76E
1940-06-01,26.087,0.927,Suzhou,China,34.56N,116.76E
1940-07-01,27.945,0.9179999999999999,Suzhou,China,34.56N,116.76E
1940-08-01,24.913,0.19399999999999998,Suzhou,China,34.56N,116.76E
1940-09-01,21.345,0.748,Suzhou,China,34.56N,116.76E
1940-10-01,16.930999999999997,0.547,Suzhou,China,34.56N,116.76E
1940-11-01,8.731,0.499,Suzhou,China,34.56N,116.76E
1940-12-01,3.815,0.271,Suzhou,China,34.56N,116.76E
1941-01-01,1.3019999999999998,0.41100000000000003,Suzhou,China,34.56N,116.76E
1941-02-01,2.155,0.521,Suzhou,China,34.56N,116.76E
1941-03-01,9.505,0.617,Suzhou,China,34.56N,116.76E
1941-04-01,15.624,0.687,Suzhou,China,34.56N,116.76E
1941-05-01,21.139000000000006,0.69,Suzhou,China,34.56N,116.76E
1941-06-01,26.250999999999998,0.696,Suzhou,China,34.56N,116.76E
1941-07-01,27.142000000000003,0.988,Suzhou,China,34.56N,116.76E
1941-08-01,26.289,0.48,Suzhou,China,34.56N,116.76E
1941-09-01,22.272,0.79,Suzhou,China,34.56N,116.76E
1941-10-01,16.621000000000002,0.287,Suzhou,China,34.56N,116.76E
1941-11-01,8.957999999999998,0.45799999999999996,Suzhou,China,34.56N,116.76E
1941-12-01,3.3200000000000003,0.389,Suzhou,China,34.56N,116.76E
1942-01-01,0.22899999999999998,0.275,Suzhou,China,34.56N,116.76E
1942-02-01,0.7570000000000001,0.35100000000000003,Suzhou,China,34.56N,116.76E
1942-03-01,9.527999999999999,0.35600000000000004,Suzhou,China,34.56N,116.76E
1942-04-01,15.308,0.48,Suzhou,China,34.56N,116.76E
1942-05-01,19.4,0.5710000000000001,Suzhou,China,34.56N,116.76E
1942-06-01,26.541,0.705,Suzhou,China,34.56N,116.76E
1942-07-01,29.471999999999998,0.633,Suzhou,China,34.56N,116.76E
1942-08-01,27.143,0.483,Suzhou,China,34.56N,116.76E
1942-09-01,22.427,0.376,Suzhou,China,34.56N,116.76E
1942-10-01,15.569,0.667,Suzhou,China,34.56N,116.76E
1942-11-01,9.541,0.266,Suzhou,China,34.56N,116.76E
1942-12-01,1.716,0.385,Suzhou,China,34.56N,116.76E
1943-01-01,-1.508,0.32799999999999996,Suzhou,China,34.56N,116.76E
1943-02-01,2.76,0.32799999999999996,Suzhou,China,34.56N,116.76E
1943-03-01,8.434000000000001,0.578,Suzhou,China,34.56N,116.76E
1943-04-01,14.146,0.34,Suzhou,China,34.56N,116.76E
1943-05-01,20.906,0.804,Suzhou,China,34.56N,116.76E
1943-06-01,25.421000000000006,0.588,Suzhou,China,34.56N,116.76E
1943-07-01,27.397,0.7440000000000001,Suzhou,China,34.56N,116.76E
1943-08-01,27.526999999999997,0.9490000000000001,Suzhou,China,34.56N,116.76E
1943-09-01,21.552,0.32799999999999996,Suzhou,China,34.56N,116.76E
1943-10-01,16.477,0.41700000000000004,Suzhou,China,34.56N,116.76E
1943-11-01,8.423,0.648,Suzhou,China,34.56N,116.76E
1943-12-01,3.28,0.377,Suzhou,China,34.56N,116.76E
1944-01-01,1.0859999999999999,0.257,Suzhou,China,34.56N,116.76E
1944-02-01,2.199,0.701,Suzhou,China,34.56N,116.76E
1944-03-01,8.423,0.335,Suzhou,China,34.56N,116.76E
1944-04-01,13.925999999999998,0.8690000000000001,Suzhou,China,34.56N,116.76E
1944-05-01,20.480999999999998,0.8109999999999999,Suzhou,China,34.56N,116.76E
1944-06-01,25.976000000000006,0.315,Suzhou,China,34.56N,116.76E
1944-07-01,29.055000000000003,0.368,Suzhou,China,34.56N,116.76E
1944-08-01,26.204,0.521,Suzhou,China,34.56N,116.76E
1944-09-01,22.804000000000002,0.354,Suzhou,China,34.56N,116.76E
1944-10-01,15.382,0.5820000000000001,Suzhou,China,34.56N,116.76E
1944-11-01,8.94,0.573,Suzhou,China,34.56N,116.76E
1944-12-01,-2.059,0.818,Suzhou,China,34.56N,116.76E
1945-01-01,-1.9280000000000002,0.364,Suzhou,China,34.56N,116.76E
1945-02-01,-0.226,0.606,Suzhou,China,34.56N,116.76E
1945-03-01,6.774000000000001,0.324,Suzhou,China,34.56N,116.76E
1945-04-01,16.051,0.914,Suzhou,China,34.56N,116.76E
1945-05-01,20.572000000000006,0.866,Suzhou,China,34.56N,116.76E
1945-06-01,26.078000000000007,0.631,Suzhou,China,34.56N,116.76E
1945-07-01,27.179,0.7929999999999999,Suzhou,China,34.56N,116.76E
1945-08-01,27.42,0.27699999999999997,Suzhou,China,34.56N,116.76E
1945-09-01,22.734,0.29600000000000004,Suzhou,China,34.56N,116.76E
1945-10-01,15.792,0.316,Suzhou,China,34.56N,116.76E
1945-11-01,11.315,0.841,Suzhou,China,34.56N,116.76E
1945-12-01,2.846,0.52,Suzhou,China,34.56N,116.76E
1946-01-01,1.726,0.32899999999999996,Suzhou,China,34.56N,116.76E
1946-02-01,5.0089999999999995,0.489,Suzhou,China,34.56N,116.76E
1946-03-01,6.822,0.214,Suzhou,China,34.56N,116.76E
1946-04-01,16.102,0.292,Suzhou,China,34.56N,116.76E
1946-05-01,20.099,1.179,Suzhou,China,34.56N,116.76E
1946-06-01,26.855999999999998,0.569,Suzhou,China,34.56N,116.76E
1946-07-01,27.816999999999997,0.27899999999999997,Suzhou,China,34.56N,116.76E
1946-08-01,27.268,0.695,Suzhou,China,34.56N,116.76E
1946-09-01,22.611,0.488,Suzhou,China,34.56N,116.76E
1946-10-01,16.461000000000002,0.501,Suzhou,China,34.56N,116.76E
1946-11-01,10.175999999999998,0.57,Suzhou,China,34.56N,116.76E
1946-12-01,0.6709999999999999,0.475,Suzhou,China,34.56N,116.76E
1947-01-01,0.5740000000000001,0.508,Suzhou,China,34.56N,116.76E
1947-02-01,0.8500000000000001,0.644,Suzhou,China,34.56N,116.76E
1947-03-01,7.598000000000001,0.519,Suzhou,China,34.56N,116.76E
1947-04-01,15.673,0.551,Suzhou,China,34.56N,116.76E
1947-05-01,20.362,0.355,Suzhou,China,34.56N,116.76E
1947-06-01,24.519,0.298,Suzhou,China,34.56N,116.76E
1947-07-01,27.97,0.653,Suzhou,China,34.56N,116.76E
1947-08-01,27.28,0.311,Suzhou,China,34.56N,116.76E
1947-09-01,21.823,0.59,Suzhou,China,34.56N,116.76E
1947-10-01,14.382,0.588,Suzhou,China,34.56N,116.76E
1947-11-01,8.293,0.8220000000000001,Suzhou,China,34.56N,116.76E
1947-12-01,0.6779999999999999,0.433,Suzhou,China,34.56N,116.76E
1948-01-01,-0.0050000000000000044,1.1059999999999999,Suzhou,China,34.56N,116.76E
1948-02-01,3.918,0.478,Suzhou,China,34.56N,116.76E
1948-03-01,7.431,0.375,Suzhou,China,34.56N,116.76E
1948-04-01,16.499000000000002,0.625,Suzhou,China,34.56N,116.76E
1948-05-01,20.384,0.7240000000000001,Suzhou,China,34.56N,116.76E
1948-06-01,26.500999999999998,0.935,Suzhou,China,34.56N,116.76E
1948-07-01,27.625,0.304,Suzhou,China,34.56N,116.76E
1948-08-01,27.458000000000002,0.26899999999999996,Suzhou,China,34.56N,116.76E
1948-09-01,22.728,0.22899999999999998,Suzhou,China,34.56N,116.76E
1948-10-01,15.374,0.436,Suzhou,China,34.56N,116.76E
1948-11-01,7.414999999999999,0.605,Suzhou,China,34.56N,116.76E
1948-12-01,3.617,0.48200000000000004,Suzhou,China,34.56N,116.76E
1949-01-01,0.409,0.757,Suzhou,China,34.56N,116.76E
1949-02-01,4.3870000000000005,0.584,Suzhou,China,34.56N,116.76E
1949-03-01,8.101,0.29600000000000004,Suzhou,China,34.56N,116.76E
1949-04-01,14.981,0.92,Suzhou,China,34.56N,116.76E
1949-05-01,22.090999999999998,0.611,Suzhou,China,34.56N,116.76E
1949-06-01,25.506,0.496,Suzhou,China,34.56N,116.76E
1949-07-01,27.634,0.46399999999999997,Suzhou,China,34.56N,116.76E
1949-08-01,26.605999999999998,0.831,Suzhou,China,34.56N,116.76E
1949-09-01,22.475,0.23399999999999999,Suzhou,China,34.56N,116.76E
1949-10-01,15.866,0.62,Suzhou,China,34.56N,116.76E
1949-11-01,8.822000000000001,0.649,Suzhou,China,34.56N,116.76E
1949-12-01,2.552,0.823,Suzhou,China,34.56N,116.76E
1950-01-01,1.893,0.397,Suzhou,China,34.56N,116.76E
1950-02-01,2.061,0.366,Suzhou,China,34.56N,116.76E
1950-03-01,9.015,0.46799999999999997,Suzhou,China,34.56N,116.76E
1950-04-01,14.845,0.319,Suzhou,China,34.56N,116.76E
1950-05-01,21.003,0.272,Suzhou,China,34.56N,116.76E
1950-06-01,25.239,0.455,Suzhou,China,34.56N,116.76E
1950-07-01,27.816000000000006,0.488,Suzhou,China,34.56N,116.76E
1950-08-01,27.066999999999997,0.342,Suzhou,China,34.56N,116.76E
1950-09-01,21.437,0.318,Suzhou,China,34.56N,116.76E
1950-10-01,15.558,0.308,Suzhou,China,34.56N,116.76E
1950-11-01,7.606999999999998,0.316,Suzhou,China,34.56N,116.76E
1950-12-01,1.5710000000000002,0.431,Suzhou,China,34.56N,116.76E
1951-01-01,-0.982,0.6779999999999999,Suzhou,China,34.56N,116.76E
1951-02-01,1.589,0.516,Suzhou,China,34.56N,116.76E
1951-03-01,7.439,0.423,Suzhou,China,34.56N,116.76E
1951-04-01,13.44,0.494,Suzhou,China,34.56N,116.76E
1951-05-01,21.159,0.485,Suzhou,China,34.56N,116.76E
1951-06-01,25.541999999999998,0.595,Suzhou,China,34.56N,116.76E
1951-07-01,26.840999999999998,0.418,Suzhou,China,34.56N,116.76E
1951-08-01,27.901,0.29100000000000004,Suzhou,China,34.56N,116.76E
1951-09-01,21.766,0.48,Suzhou,China,34.56N,116.76E
1951-10-01,17.812,0.409,Suzhou,China,34.56N,116.76E
1951-11-01,8.574,0.402,Suzhou,China,34.56N,116.76E
1951-12-01,4.602,0.526,Suzhou,China,34.56N,116.76E
1952-01-01,1.548,0.483,Suzhou,China,34.56N,116.76E
1952-02-01,0.2120000000000002,0.303,Suzhou,China,34.56N,116.76E
1952-03-01,6.226000000000001,0.28600000000000003,Suzhou,China,34.56N,116.76E
1952-04-01,15.561,0.179,Suzhou,China,34.56N,116.76E
1952-05-01,20.743,0.24600000000000002,Suzhou,China,34.56N,116.76E
1952-06-01,26.506999999999998,0.36200000000000004,Suzhou,China,34.56N,116.76E
1952-07-01,27.699,0.23399999999999999,Suzhou,China,34.56N,116.76E
1952-08-01,25.284000000000002,0.301,Suzhou,China,34.56N,116.76E
1952-09-01,22.343000000000004,0.295,Suzhou,China,34.56N,116.76E
1952-10-01,14.883,0.401,Suzhou,China,34.56N,116.76E
1952-11-01,9.126,0.254,Suzhou,China,34.56N,116.76E
