00000002,3.29,Nefteyugansk,Russia,61.88N,73.02E
1865-06-01,11.15,1.416,Nelspruit,South Africa,24.92S,30.15E
1865-07-01,10.988,1.4080000000000001,Nelspruit,South Africa,24.92S,30.15E
1865-08-01,13.566999999999998,1.6219999999999999,Nelspruit,South Africa,24.92S,30.15E
1865-09-01,16.288,1.63,Nelspruit,South Africa,24.92S,30.15E
1865-10-01,17.692,1.585,Nelspruit,South Africa,24.92S,30.15E
1865-11-01,18.689,1.6880000000000002,Nelspruit,South Africa,24.92S,30.15E
1865-12-01,19.511,1.845,Nelspruit,South Africa,24.92S,30.15E
1866-01-01,20.911,1.485,Nelspruit,South Africa,24.92S,30.15E
1866-02-01,19.168,1.5759999999999998,Nelspruit,South Africa,24.92S,30.15E
1866-03-01,18.505,1.673,Nelspruit,South Africa,24.92S,30.15E
1866-04-01,16.273,1.508,Nelspruit,South Africa,24.92S,30.15E
1866-05-01,13.526,1.567,Nelspruit,South Africa,24.92S,30.15E
1866-06-01,10.383,1.3880000000000001,Nelspruit,South Africa,24.92S,30.15E
1866-07-01,11.025,1.545,Nelspruit,South Africa,24.92S,30.15E
1866-08-01,13.207,1.56,Nelspruit,South Africa,24.92S,30.15E
1866-09-01,15.89,1.544,Nelspruit,South Africa,24.92S,30.15E
1866-10-01,17.135,1.564,Nelspruit,South Africa,24.92S,30.15E
1866-11-01,18.962,1.47,Nelspruit,South Africa,24.92S,30.15E
1866-12-01,20.111,1.788,Nelspruit,South Africa,24.92S,30.15E
1867-01-01,20.639,1.655,Nelspruit,South Africa,24.92S,30.15E
1867-02-01,19.555,1.5130000000000001,Nelspruit,South Africa,24.92S,30.15E
1867-03-01,18.255,1.53,Nelspruit,South Africa,24.92S,30.15E
1867-04-01,16.357000000000006,1.679,Nelspruit,South Africa,24.92S,30.15E
1867-05-01,12.960999999999999,1.39,Nelspruit,South Africa,24.92S,30.15E
1867-06-01,10.815,1.392,Nelspruit,South Africa,24.92S,30.15E
1867-07-01,11.07,1.4480000000000002,Nelspruit,South Africa,24.92S,30.15E
1867-08-01,13.359000000000002,1.6269999999999998,Nelspruit,South Africa,24.92S,30.15E
1867-09-01,16.033,1.505,Nelspruit,South Africa,24.92S,30.15E
1867-10-01,17.506,1.594,Nelspruit,South Africa,24.92S,30.15E
1867-11-01,19.623,2.013,Nelspruit,South Africa,24.92S,30.15E
1867-12-01,20.278,1.8430000000000002,Nelspruit,South Africa,24.92S,30.15E
1868-01-01,19.933,1.49,Nelspruit,South Africa,24.92S,30.15E
1868-02-01,18.812,1.65,Nelspruit,South Africa,24.92S,30.15E
1868-03-01,18.000999999999998,1.595,Nelspruit,South Africa,24.92S,30.15E
1868-04-01,16.115000000000002,1.909,Nelspruit,South Africa,24.92S,30.15E
1868-05-01,13.402999999999999,1.629,Nelspruit,South Africa,24.92S,30.15E
1868-06-01,10.553999999999998,1.472,Nelspruit,South Africa,24.92S,30.15E
1868-07-01,10.940999999999999,1.475,Nelspruit,South Africa,24.92S,30.15E
1868-08-01,13.717,1.639,Nelspruit,South Africa,24.92S,30.15E
1868-09-01,15.811,1.5230000000000001,Nelspruit,South Africa,24.92S,30.15E
1868-10-01,17.740000000000006,1.5730000000000002,Nelspruit,South Africa,24.92S,30.15E
1868-11-01,18.096,1.48,Nelspruit,South Africa,24.92S,30.15E
1868-12-01,19.511,1.575,Nelspruit,South Africa,24.92S,30.15E
1869-01-01,20.296,1.661,Nelspruit,South Africa,24.92S,30.15E
1869-02-01,21.013,1.749,Nelspruit,South Africa,24.92S,30.15E
1869-03-01,18.315,1.518,Nelspruit,South Africa,24.92S,30.15E
1869-04-01,16.337,1.535,Nelspruit,South Africa,24.92S,30.15E
1869-05-01,13.456,1.52,Nelspruit,South Africa,24.92S,30.15E
1869-06-01,11.073,1.4769999999999999,Nelspruit,South Africa,24.92S,30.15E
1869-07-01,10.729,1.483,Nelspruit,South Africa,24.92S,30.15E
1869-08-01,13.463,1.565,Nelspruit,South Africa,24.92S,30.15E
1869-09-01,16.564,1.518,Nelspruit,South Africa,24.92S,30.15E
1869-10-01,17.564,1.565,Nelspruit,South Africa,24.92S,30.15E
1869-11-01,18.727,1.4609999999999999,Nelspruit,South Africa,24.92S,30.15E
1869-12-01,18.889,1.598,Nelspruit,South Africa,24.92S,30.15E
1870-01-01,19.903,1.54,Nelspruit,South Africa,24.92S,30.15E
1870-02-01,19.265,1.715,Nelspruit,South Africa,24.92S,30.15E
1870-03-01,18.175,1.58,Nelspruit,South Africa,24.92S,30.15E
1870-04-01,16.118000000000002,1.5030000000000001,Nelspruit,South Africa,24.92S,30.15E
1870-05-01,12.959000000000001,1.959,Nelspruit,South Africa,24.92S,30.15E
1870-06-01,11.037999999999998,1.56,Nelspruit,South Africa,24.92S,30.15E
1870-07-01,10.913,1.633,Nelspruit,South Africa,24.92S,30.15E
1870-08-01,12.991,1.551,Nelspruit,South Africa,24.92S,30.15E
1870-09-01,16.301000000000002,1.531,Nelspruit,South Africa,24.92S,30.15E
1870-10-01,17.52,1.5230000000000001,Nelspruit,South Africa,24.92S,30.15E
1870-11-01,18.655,1.621,Nelspruit,South Africa,24.92S,30.15E
1870-12-01,18.926,1.778,Nelspruit,South Africa,24.92S,30.15E
1871-01-01,19.526,1.505,Nelspruit,South Africa,24.92S,30.15E
1871-02-01,18.999000000000002,1.6869999999999998,Nelspruit,South Africa,24.92S,30.15E
1871-03-01,18.297,1.68,Nelspruit,South Africa,24.92S,30.15E
1871-04-01,16.694000000000006,1.5130000000000001,Nelspruit,South Africa,24.92S,30.15E
1871-05-01,13.415999999999999,1.544,Nelspruit,South Africa,24.92S,30.15E
1871-06-01,10.569,1.375,Nelspruit,South Africa,24.92S,30.15E
1871-07-01,10.879000000000001,1.433,Nelspruit,South Africa,24.92S,30.15E
1871-08-01,13.428,1.5590000000000002,Nelspruit,South Africa,24.92S,30.15E
1871-09-01,16.427,1.771,Nelspruit,South Africa,24.92S,30.15E
1871-10-01,17.727,1.531,Nelspruit,South Africa,24.92S,30.15E
1871-11-01,18.077,1.489,Nelspruit,South Africa,24.92S,30.15E
1871-12-01,19.516,1.472,Nelspruit,South Africa,24.92S,30.15E
1872-01-01,19.587,1.6269999999999998,Nelspruit,South Africa,24.92S,30.15E
1872-02-01,19.467,1.66,Nelspruit,South Africa,24.92S,30.15E
1872-03-01,18.64,1.5030000000000001,Nelspruit,South Africa,24.92S,30.15E
1872-04-01,16.227,1.683,Nelspruit,South Africa,24.92S,30.15E
1872-05-01,13.635,1.5019999999999998,Nelspruit,South Africa,24.92S,30.15E
1872-06-01,10.502999999999998,1.41,Nelspruit,South Africa,24.92S,30.15E
1872-07-01,10.890999999999998,1.4880000000000002,Nelspruit,South Africa,24.92S,30.15E
1872-08-01,13.527000000000001,1.564,Nelspruit,South Africa,24.92S,30.15E
1872-09-01,15.945,1.5190000000000001,Nelspruit,South Africa,24.92S,30.15E
1872-10-01,17.828,1.521,Nelspruit,South Africa,24.92S,30.15E
1872-11-01,18.21,1.465,Nelspruit,South Africa,24.92S,30.15E
1872-12-01,19.18,2.124,Nelspruit,South Africa,24.92S,30.15E
1873-01-01,20.437,1.8,Nelspruit,South Africa,24.92S,30.15E
1873-02-01,20.104,1.645,Nelspruit,South Africa,24.92S,30.15E
1873-03-01,18.559,1.501,Nelspruit,South Africa,24.92S,30.15E
1873-04-01,16.084,1.696,Nelspruit,South Africa,24.92S,30.15E
1873-05-01,13.719,1.558,Nelspruit,South Africa,24.92S,30.15E
1873-06-01,11.058,1.4,Nelspruit,South Africa,24.92S,30.15E
1873-07-01,11.175999999999998,1.459,Nelspruit,South Africa,24.92S,30.15E
1873-08-01,13.425,1.528,Nelspruit,South Africa,24.92S,30.15E
1873-09-01,,,Nelspruit,South Africa,24.92S,30.15E
1873-10-01,,,Nelspruit,South Africa,24.92S,30.15E
1873-11-01,,,Nelspruit,South Africa,24.92S,30.15E
1873-12-01,,,Nelspruit,South Africa,24.92S,30.15E
1874-01-01,20.615,1.5859999999999999,Nelspruit,South Africa,24.92S,30.15E
1874-02-01,19.875,1.626,Nelspruit,South Africa,24.92S,30.15E
1874-03-01,18.139,1.4880000000000002,Nelspruit,South Africa,24.92S,30.15E
1874-04-01,16.137,1.766,Nelspruit,South Africa,24.92S,30.15E
1874-05-01,13.057,1.864,Nelspruit,South Africa,24.92S,30.15E
1874-06-01,10.529000000000002,1.746,Nelspruit,South Africa,24.92S,30.15E
1874-07-01,10.216,1.8090000000000002,Nelspruit,South Africa,24.92S,30.15E
1874-08-01,13.422999999999998,1.567,Nelspruit,South Africa,24.92S,30.15E
1874-09-01,16.448,1.504,Nelspruit,South Africa,24.92S,30.15E
1874-10-01,17.498,1.597,Nelspruit,South Africa,24.92S,30.15E
1874-11-01,18.653,1.443,Nelspruit,South Africa,24.92S,30.15E
1874-12-01,19.865,1.56,Nelspruit,South Africa,24.92S,30.15E
1875-01-01,19.938,1.6380000000000001,Nelspruit,South Africa,24.92S,30.15E
1875-02-01,19.512,1.537,Nelspruit,South Africa,24.92S,30.15E
1875-03-01,18.252,1.479,Nelspruit,South Africa,24.92S,30.15E
1875-04-01,16.07,1.442,Nelspruit,South Africa,24.92S,30.15E
1875-05-01,13.06,1.2819999999999998,Nelspruit,South Africa,24.92S,30.15E
1875-06-01,10.342,1.5930000000000002,Nelspruit,South Africa,24.92S,30.15E
1875-07-01,10.620999999999999,1.4,Nelspruit,South Africa,24.92S,30.15E
1875-08-01,12.918,1.442,Nelspruit,South Africa,24.92S,30.15E
1875-09-01,15.27,1.5830000000000002,Nelspruit,South Africa,24.92S,30.15E
1875-10-01,17.178,1.406,Nelspruit,South Africa,24.92S,30.15E
1875-11-01,18.123,1.785,Nelspruit,South Africa,24.92S,30.15E
1875-12-01,19.408,1.608,Nelspruit,South Africa,24.92S,30.15E
1876-01-01,20.115,1.4280000000000002,Nelspruit,South Africa,24.92S,30.15E
1876-02-01,19.342,1.431,Nelspruit,South Africa,24.92S,30.15E
1876-03-01,17.990000000000006,1.893,Nelspruit,South Africa,24.92S,30.15E
1876-04-01,16.484,1.443,Nelspruit,South Africa,24.92S,30.15E
1876-05-01,12.525,1.5019999999999998,Nelspruit,South Africa,24.92S,30.15E
1876-06-01,10.431,1.258,Nelspruit,South Africa,24.92S,30.15E
1876-07-01,10.783,1.329,Nelspruit,South Africa,24.92S,30.15E
1876-08-01,12.982000000000001,1.4280000000000002,Nelspruit,South Africa,24.92S,30.15E
1876-09-01,15.757,1.43,Nelspruit,South Africa,24.92S,30.15E
1876-10-01,17.547,1.391,Nelspruit,South Africa,24.92S,30.15E
1876-11-01,18.366,1.6230000000000002,Nelspruit,South Africa,24.92S,30.15E
1876-12-01,18.535,1.4869999999999999,Nelspruit,South Africa,24.92S,30.15E
1877-01-01,20.171,1.584,Nelspruit,South Africa,24.92S,30.15E
1877-02-01,19.683,1.516,Nelspruit,South Africa,24.92S,30.15E
1877-03-01,19.055,1.383,Nelspruit,South Africa,24.92S,30.15E
1877-04-01,16.406000000000002,1.43,Nelspruit,South Africa,24.92S,30.15E
1877-05-01,13.110999999999999,1.328,Nelspruit,South Africa,24.92S,30.15E
1877-06-01,10.831,1.4669999999999999,Nelspruit,South Africa,24.92S,30.15E
1877-07-01,11.363,1.345,Nelspruit,South Africa,24.92S,30.15E
1877-08-01,13.762,1.416,Nelspruit,South Africa,24.92S,30.15E
1877-09-01,16.352,1.38,Nelspruit,South Africa,24.92S,30.15E
1877-10-01,17.972,1.41,Nelspruit,South Africa,24.92S,30.15E
1877-11-01,18.959,1.5530000000000002,Nelspruit,South Africa,24.92S,30.15E
1877-12-01,19.042,1.5490000000000002,Nelspruit,South Africa,24.92S,30.15E
1878-01-01,19.729,1.419,Nelspruit,South Africa,24.92S,30.15E
1878-02-01,20.085,1.7309999999999999,Nelspruit,South Africa,24.92S,30.15E
1878-03-01,19.497,1.906,Nelspruit,South Africa,24.92S,30.15E
1878-04-01,17.040000000000006,1.355,Nelspruit,South Africa,24.92S,30.15E
1878-05-01,13.155,1.307,Nelspruit,South Africa,24.92S,30.15E
1878-06-01,11.076,1.296,Nelspruit,South Africa,24.92S,30.15E
1878-07-01,11.026,1.5319999999999998,Nelspruit,South Africa,24.92S,30.15E
1878-08-01,13.466,1.5930000000000002,Nelspruit,South Africa,24.92S,30.15E
1878-09-01,15.7,1.827,Nelspruit,South Africa,24.92S,30.15E
1878-10-01,17.241,1.805,Nelspruit,South Africa,24.92S,30.15E
1878-11-01,19.158,1.3659999999999999,Nelspruit,South Africa,24.92S,30.15E
1878-12-01,19.261,1.4040000000000001,Nelspruit,South Africa,24.92S,30.15E
1879-01-01,19.756,1.68,Nelspruit,South Africa,24.92S,30.15E
1879-02-01,19.311,1.766,Nelspruit,South Africa,24.92S,30.15E
1879-03-01,18.067999999999998,1.719,Nelspruit,South Africa,24.92S,30.15E
1879-04-01,15.802,1.439,Nelspruit,South Africa,24.92S,30.15E
1879-05-01,13.119000000000002,1.419,Nelspruit,South Africa,24.92S,30.15E
1879-06-01,10.553999999999998,1.369,Nelspruit,South Africa,24.92S,30.15E
1879-07-01,10.512,1.5830000000000002,Nelspruit,South Africa,24.92S,30.15E
1879-08-01,12.97,1.601,Nelspruit,South Africa,24.92S,30.15E
1879-09-01,15.857,1.5230000000000001,Nelspruit,South Africa,24.92S,30.15E
1879-10-01,17.533,1.639,Nelspruit,South Africa,24.92S,30.15E
1879-11-01,18.175,1.454,Nelspruit,South Africa,24.92S,30.15E
1879-12-01,18.797,1.55,Nelspruit,South Africa,24.92S,30.15E
1880-01-01,19.12,1.49,Nelspruit,South Africa,24.92S,30.15E
1880-02-01,18.584,1.6219999999999999,Nelspruit,South Africa,24.92S,30.15E
1880-03-01,18.033,1.4709999999999999,Nelspruit,South Africa,24.92S,30.15E
1880-04-01,15.392,1.364,Nelspruit,South Africa,24.92S,30.15E
1880-05-01,13.565999999999999,1.358,Nelspruit,South Africa,24.92S,30.15E
1880-06-01,,,Nelspruit,South Africa,24.92S,30.15E
1880-07-01,10.968,1.348,Nelspruit,South Africa,24.92S,30.15E
1880-08-01,13.056,1.604,Nelspruit,South Africa,24.92S,30.15E
1880-09-01,15.607,1.4069999999999998,Nelspruit,South Africa,24.92S,30.15E
1880-10-01,17.598,1.464,Nelspruit,South Africa,24.92S,30.15E
1880-11-01,18.745,1.585,Nelspruit,South Africa,24.92S,30.15E
1880-12-01,19.409000000000002,1.347,Nelspruit,South Africa,24.92S,30.15E
1881-01-01,20.217,1.033,Nelspruit,South Africa,24.92S,30.15E
1881-02-01,19.469,1.119,Nelspruit,South Africa,24.92S,30.15E
1881-03-01,18.35,1.0859999999999999,Nelspruit,South Africa,24.92S,30.15E
1881-04-01,14.933000000000002,2.418,Nelspruit,South Africa,24.92S,30.15E
1881-05-01,12.752,1.159,Nelspruit,South Africa,24.92S,30.15E
1881-06-01,9.364,2.363,Nelspruit,South Africa,24.92S,30.15E
1881-07-01,10.455,1.42,Nelspruit,South Africa,24.92S,30.15E
1881-08-01,12.318,2.168,Nelspruit,South Africa,24.92S,30.15E
1881-09-01,15.891000000000002,1.432,Nelspruit,South Africa,24.92S,30.15E
1881-10-01,18.903,2.349,Nelspruit,South Africa,24.92S,30.15E
1881-11-01,18.999000000000002,1.9809999999999999,Nelspruit,South Africa,24.92S,30.15E
1881-12-01,21.703000000000003,4.1819999999999995,Nelspruit,South Africa,24.92S,30.15E
1882-01-01,21.701,1.76,Nelspruit,South Africa,24.92S,30.15E
1882-02-01,21.187,2.224,Nelspruit,South Africa,24.92S,30.15E
1882-03-01,17.502,2.778,Nelspruit,South Africa,24.92S,30.15E
1882-04-01,15.509,1.517,Nelspruit,South Africa,24.92S,30.15E
1882-05-01,12.307,1.7830000000000001,Nelspruit,South Africa,24.92S,30.15E
1882-06-01,9.715,1.493,Nelspruit,South Africa,24.92S,30.15E
1882-07-01,10.163,1.274,Nelspruit,South Africa,24.92S,30.15E
1882-08-01,13.267000000000001,1.264,Nelspruit,South Africa,24.92S,30.15E
1882-09-01,15.966,1.1320000000000001,Nelspruit,South Africa,24.92S,30.15E
1882-10-01,16.402,1.455,Nelspruit,South Africa,24.92S,30.15E
1882-11-01,18.125,1.413,Nelspruit,South Africa,24.92S,30.15E
1882-12-01,19.097,1.1640000000000001,Nelspruit,South Africa,24.92S,30.15E
1883-01-01,19.069000000000003,1.7990000000000002,Nelspruit,South Africa,24.92S,30.15E
1883-02-01,20.08,1.775,Nelspruit,South Africa,24.92S,30.15E
1883-03-01,18.593,1.146,Nelspruit,South Africa,24.92S,30.15E
1883-04-01,16.730999999999998,1.569,Nelspruit,South Africa,24.92S,30.15E
1883-05-01,13.225,1.093,Nelspruit,South Africa,24.92S,30.15E
1883-06-01,10.608,1.047,Nelspruit,South Africa,24.92S,30.15E
1883-07-01,10.364,1.218,Nelspruit,South Africa,24.92S,30.15E
1883-08-01,11.806,1.919,Nelspruit,South Africa,24.92S,30.15E
1883-09-01,16.602999999999998,2.302,Nelspruit,South Africa,24.92S,30.15E
1883-10-01,17.669,1.189,Nelspruit,South Africa,24.92S,30.15E
1883-11-01,18.807000000000002,1.538,Nelspruit,South Africa,24.92S,30.15E
1883-12-01,19.719,1.3430000000000002,Nelspruit,South Africa,24.92S,30.15E
1884-01-01,19.632,1.685,Nelspruit,South Africa,24.92S,30.15E
1884-02-01,19.63,1.2229999999999999,Nelspruit,South Africa,24.92S,30.15E
1884-03-01,17.798000000000005,1.22,Nelspruit,South Africa,24.92S,30.15E
1884-04-01,15.429000000000002,1.149,Nelspruit,South Africa,24.92S,30.15E
1884-05-01,13.015,1.148,Nelspruit,South Africa,24.92S,30.15E
1884-06-01,11.078,2.7110000000000003,Nelspruit,South Africa,24.92S,30.15E
1884-07-01,8.852,2.407,Nelspruit,South Africa,24.92S,30.15E
1884-08-01,13.043,1.189,Nelspruit,South Africa,24.92S,30.15E
1884-09-01,14.862,1.486,Nelspruit,South Africa,24.92S,30.15E
1884-10-01,17.215999999999998,1.156,Nelspruit,South Africa,24.92S,30.15E
1884-11-01,18.529,1.655,Nelspruit,South Africa,24.92S,30.15E
1884-12-01,20.576,1.6340000000000001,Nelspruit,South Africa,24.92S,30.15E
1885-01-01,19.281,1.432,Nelspruit,South Africa,24.92S,30.15E
1885-02-01,20.079,1.065,Nelspruit,South Africa,24.92S,30.15E
1885-03-01,17.507,1.252,Nelspruit,South Africa,24.92S,30.15E
1885-04-01,14.961000000000002,1.777,Nelspruit,South Africa,24.92S,30.15E
1885-05-01,12.91,0.982,Nelspruit,South Africa,24.92S,30.15E
1885-06-01,11.232000000000001,1.0070000000000001,Nelspruit,South Africa,24.92S,30.15E
1885-07-01,11.255,1.02,Nelspruit,South Africa,24.92S,30.15E
1885-08-01,13.697000000000001,1.084,Nelspruit,South Africa,24.92S,30.15E
1885-09-01,15.845999999999998,0.997,Nelspruit,South Africa,24.92S,30.15E
1885-10-01,17.686,0.892,Nelspruit,South Africa,24.92S,30.15E
1885-11-01,18.905,0.97,Nelspruit,South Africa,24.92S,30.15E
1885-12-01,20.274,0.99,Nelspruit,South Africa,24.92S,30.15E
1886-01-01,20.174,0.91,Nelspruit,South Africa,24.92S,30.15E
1886-02-01,20.472,1.236,Nelspruit,South Africa,24.92S,30.15E
1886-03-01,18.572,0.9590000000000001,Nelspruit,South Africa,24.92S,30.15E
1886-04-01,16.762,1.0,Nelspruit,South Africa,24.92S,30.15E
1886-05-01,13.640999999999998,1.775,Nelspruit,South Africa,24.92S,30.15E
1886-06-01,11.382,0.925,Nelspruit,South Africa,24.92S,30.15E
1886-07-01,10.251,0.943,Nelspruit,South Africa,24.92S,30.15E
1886-08-01,12.864999999999998,0.92,Nelspruit,South Africa,24.92S,30.15E
1886-09-01,16.698,1.11,Nelspruit,South Africa,24.92S,30.15E
1886-10-01,17.679000000000006,1.161,Nelspruit,South Africa,24.92S,30.15E
1886-11-01,17.759,0.9740000000000001,Nelspruit,South Africa,24.92S,30.15E
1886-12-01,18.912,0.998,Nelspruit,South Africa,24.92S,30.15E
1887-01-01,19.435,1.021,Nelspruit,South Africa,24.92S,30.15E
1887-02-01,19.318,1.4240000000000002,Nelspruit,South Africa,24.92S,30.15E
1887-03-01,18.137,1.03,Nelspruit,South Africa,24.92S,30.15E
1887-04-01,15.845,0.929,Nelspruit,South Africa,24.92S,30.15E
1887-05-01,12.927,0.982,Nelspruit,South Africa,24.92S,30.15E
1887-06-01,10.363,0.903,Nelspruit,South Africa,24.92S,30.15E
1887-07-01,10.561,1.1520000000000001,Nelspruit,South Africa,24.92S,30.15E
1887-08-01,12.909,1.395,Nelspruit,South Africa,24.92S,30.15E
1887-09-01,16.016000000000002,1.3030000000000002,Nelspruit,South Africa,24.92S,30.15E
1887-10-01,17.552,0.932,Nelspruit,South Africa,24.92S,30.15E
1887-11-01,18.133,0.9109999999999999,Nelspruit,South Africa,24.92S,30.15E
1887-12-01,19.12,1.075,Nelspruit,South Africa,24.92S,30.15E
1888-01-01,19.117,1.11,Nelspruit,South Africa,24.92S,30.15E
1888-02-01,19.488,0.943,Nelspruit,South Africa,24.92S,30.15E
1888-03-01,18.143,1.157,Nelspruit,South Africa,24.92S,30.15E
1888-04-01,16.452,1.215,Nelspruit,South Africa,24.92S,30.15E
1888-05-01,13.091,1.203,Nelspruit,South Africa,24.92S,30.15E
1888-06-01,10.938,0.955,Nelspruit,South Africa,24.92S,30.15E
1888-07-01,10.787,1.125,Nelspruit,South Africa,24.92S,30.15E
1888-08-01,14.079,1.318,Nelspruit,South Africa,24.92S,30.15E
1888-09-01,15.488,1.157,Nelspruit,South Africa,24.92S,30.15E
1888-10-01,18.636,0.946,Nelspruit,South Africa,24.92S,30.15E
1888-11-01,18.786,1.43,Nelspruit,South Africa,24.92S,30.15E
1888-12-01,19.759,0.851,Nelspruit,South Africa,24.92S,30.15E
1889-01-01,20.628,0.815,Nelspruit,South Africa,24.92S,30.15E
1889-02-01,20.178,1.074,Nelspruit,South Africa,24.92S,30.15E
1889-03-01,19.003,0.8029999999999999,Nelspruit,South Africa,24.92S,30.15E
1889-04-01,17.457,0.7390000000000001,Nelspruit,South Africa,24.92S,30.15E
1889-05-01,14.431,1.274,Nelspruit,South Africa,24.92S,30.15E
1889-06-01,11.286,0.8240000000000001,Nelspruit,South Africa,24.92S,30.15E
1889-07-01,11.014,1.54,Nelspruit,South Africa,24.92S,30.15E
1889-08-01,13.432,0.865,Nelspruit,South Africa,24.92S,30.15E
1889-09-01,16.283,0.82,Nelspruit,South Africa,24.92S,30.15E
1889-10-01,17.232,0.6990000000000001,Nelspruit,South Africa,24.92S,30.15E
1889-11-01,18.955,1.4280000000000002,Nelspruit,South Africa,24.92S,30.15E
1889-12-01,20.379,1.595,Nelspruit,South Africa,24.92S,30.15E
1890-01-01,20.154,1.439,Nelspruit,South Africa,24.92S,30.15E
1890-02-01,19.814,1.786,Nelspruit,South Africa,24.92S,30.15E
1890-03-01,18.791,1.13,Nelspruit,South Africa,24.92S,30.15E
1890-04-01,15.62,0.782,Nelspruit,South Africa,24.92S,30.15E
1890-05-01,12.309,1.655,Nelspruit,South Africa,24.92S,30.15E
1890-06-01,11.197000000000001,0.948,Nelspruit,South Africa,24.92S,30.15E
1890-07-01,10.731,1.445,Nelspruit,South Africa,24.92S,30.15E
1890-08-01,13.672,1.5530000000000002,Nelspruit,South Africa,24.92S,30.15E
1890-09-01,17.082,0.9229999999999999,Nelspruit,South Africa,24.92S,30.15E
1890-10-01,16.351,1.2329999999999999,Nelspruit,South Africa,24.92S,30.15E
1890-11-01,18.549,1.5330000000000001,Nelspruit,South Africa,24.92S,30.15E
1890-12-01,19.204,1.2109999999999999,Nelspruit,South Africa,24.92S,30.15E
1891-01-01,19.597,1.0659999999999998,Nelspruit,South Africa,24.92S,30.15E
1891-02-01,19.387,0.9620000000000001,Nelspruit,South Africa,24.92S,30.15E
1891-03-01,18.178,0.8540000000000001,Nelspruit,South Africa,24.92S,30.15E
1891-04-01,17.277,0.76,Nelspruit,South Africa,24.92S,30.15E
1891-05-01,13.707,0.932,Nelspruit,South Africa,24.92S,30.15E
1891-06-01,11.009,0.812,Nelspruit,South Africa,24.92S,30.15E
1891-07-01,11.715,0.9259999999999999,Nelspruit,South Africa,24.92S,30.15E
1891-08-01,12.677,0.76,Nelspruit,South Africa,24.92S,30.15E
1891-09-01,15.783,0.7040000000000001,Nelspruit,South Africa,24.92S,30.15E
1891-10-01,17.11,0.7809999999999999,Nelspruit,South Africa,24.92S,30.15E
1891-11-01,18.912,0.8,Nelspruit,South Africa,24.92S,30.15E
1891-12-01,18.403,0.8290000000000001,Nelspruit,South Africa,24.92S,30.15E
1892-01-01,21.074,1.801,Nelspruit,South Africa,24.92S,30.15E
1892-02-01,19.58,0.614,Nelspruit,South Africa,24.92S,30.15E
1892-03-01,19.125999999999998,0.794,Nelspruit,South Africa,24.92S,30.15E
1892-04-01,16.274,0.452,Nelspruit,South Africa,24.92S,30.15E
1892-05-01,13.669,0.889,Nelspruit,South Africa,24.92S,30.15E
1892-06-01,10.866,0.966,Nelspruit,South Africa,24.92S,30.15E
1892-07-01,10.533,0.501,Nelspruit,South Africa,24.92S,30.15E
1892-08-01,12.251,1.033,Nelspruit,South Africa,24.92S,30.15E
1892-09-01,16.663,1.88,Nelspruit,South Africa,24.92S,30.15E
1892-10-01,17.587,1.6840000000000002,Nelspruit,South Africa,24.92S,30.15E
1892-11-01,18.98,1.8119999999999998,Nelspruit,South Africa,24.92S,30.15E
1892-12-01,19.422,1.3090000000000002,Nelspruit,South Africa,24.92S,30.15E
1893-01-01,19.997,1.3219999999999998,Nelspruit,South Africa,24.92S,30.15E
1893-02-01,19.351,0.51,Nelspruit,South Africa,24.92S,30.15E
