00000002,3.29,Nefteyugansk,Russia,61.88N,73.02E
1991-04-01,25.039,0.26,Neiva,Colombia,2.41N,74.73W
1991-05-01,25.239,0.155,Neiva,Colombia,2.41N,74.73W
1991-06-01,25.408,0.182,Neiva,Colombia,2.41N,74.73W
1991-07-01,25.136,0.18,Neiva,Colombia,2.41N,74.73W
1991-08-01,25.118,0.37799999999999995,Neiva,Colombia,2.41N,74.73W
1991-09-01,26.194000000000003,0.39399999999999996,Neiva,Colombia,2.41N,74.73W
1991-10-01,25.412,0.499,Neiva,Colombia,2.41N,74.73W
1991-11-01,24.785999999999998,0.213,Neiva,Colombia,2.41N,74.73W
1991-12-01,25.154,0.672,Neiva,Colombia,2.41N,74.73W
1992-01-01,25.818,0.278,Neiva,Colombia,2.41N,74.73W
1992-02-01,26.225,0.268,Neiva,Colombia,2.41N,74.73W
1992-03-01,26.562,0.6559999999999999,Neiva,Colombia,2.41N,74.73W
1992-04-01,25.741,0.32299999999999995,Neiva,Colombia,2.41N,74.73W
1992-05-01,25.749000000000002,0.507,Neiva,Colombia,2.41N,74.73W
1992-06-01,25.381,0.449,Neiva,Colombia,2.41N,74.73W
1992-07-01,24.959,0.579,Neiva,Colombia,2.41N,74.73W
1992-08-01,26.218000000000004,0.484,Neiva,Colombia,2.41N,74.73W
1992-09-01,26.071,0.33399999999999996,Neiva,Colombia,2.41N,74.73W
1992-10-01,25.691999999999997,0.486,Neiva,Colombia,2.41N,74.73W
1992-11-01,24.889000000000006,0.35100000000000003,Neiva,Colombia,2.41N,74.73W
1992-12-01,24.965999999999998,0.5720000000000001,Neiva,Colombia,2.41N,74.73W
1993-01-01,25.213,0.321,Neiva,Colombia,2.41N,74.73W
1993-02-01,25.569000000000003,0.385,Neiva,Colombia,2.41N,74.73W
1993-03-01,24.773000000000003,0.664,Neiva,Colombia,2.41N,74.73W
1993-04-01,24.889,0.337,Neiva,Colombia,2.41N,74.73W
1993-05-01,25.0,0.366,Neiva,Colombia,2.41N,74.73W
1993-06-01,25.419,0.159,Neiva,Colombia,2.41N,74.73W
1993-07-01,25.201,0.4,Neiva,Colombia,2.41N,74.73W
1993-08-01,26.014,0.33899999999999997,Neiva,Colombia,2.41N,74.73W
1993-09-01,25.959,0.177,Neiva,Colombia,2.41N,74.73W
1993-10-01,25.212,0.27399999999999997,Neiva,Colombia,2.41N,74.73W
1993-11-01,24.549000000000003,0.322,Neiva,Colombia,2.41N,74.73W
1993-12-01,25.046999999999997,0.424,Neiva,Colombia,2.41N,74.73W
1994-01-01,25.107,0.7120000000000001,Neiva,Colombia,2.41N,74.73W
1994-02-01,25.409000000000002,0.449,Neiva,Colombia,2.41N,74.73W
1994-03-01,25.046,0.514,Neiva,Colombia,2.41N,74.73W
1994-04-01,24.698,0.262,Neiva,Colombia,2.41N,74.73W
1994-05-01,24.885,0.21,Neiva,Colombia,2.41N,74.73W
1994-06-01,25.046999999999997,0.336,Neiva,Colombia,2.41N,74.73W
1994-07-01,25.341,0.21100000000000002,Neiva,Colombia,2.41N,74.73W
1994-08-01,25.759,0.295,Neiva,Colombia,2.41N,74.73W
1994-09-01,26.25,0.35700000000000004,Neiva,Colombia,2.41N,74.73W
1994-10-01,25.09,0.518,Neiva,Colombia,2.41N,74.73W
1994-11-01,24.612,0.371,Neiva,Colombia,2.41N,74.73W
1994-12-01,25.055,0.201,Neiva,Colombia,2.41N,74.73W
1995-01-01,26.029,0.7040000000000001,Neiva,Colombia,2.41N,74.73W
1995-02-01,26.608,0.36200000000000004,Neiva,Colombia,2.41N,74.73W
1995-03-01,25.444000000000003,0.192,Neiva,Colombia,2.41N,74.73W
1995-04-01,25.186999999999998,0.24100000000000002,Neiva,Colombia,2.41N,74.73W
1995-05-01,25.092,0.262,Neiva,Colombia,2.41N,74.73W
1995-06-01,25.104,0.28600000000000003,Neiva,Colombia,2.41N,74.73W
1995-07-01,25.229,0.267,Neiva,Colombia,2.41N,74.73W
1995-08-01,25.686,0.414,Neiva,Colombia,2.41N,74.73W
1995-09-01,26.502,0.386,Neiva,Colombia,2.41N,74.73W
1995-10-01,25.274,0.29100000000000004,Neiva,Colombia,2.41N,74.73W
1995-11-01,24.869,0.252,Neiva,Colombia,2.41N,74.73W
1995-12-01,24.535999999999998,0.258,Neiva,Colombia,2.41N,74.73W
1996-01-01,24.796999999999997,0.325,Neiva,Colombia,2.41N,74.73W
1996-02-01,24.871,0.518,Neiva,Colombia,2.41N,74.73W
1996-03-01,25.005,0.233,Neiva,Colombia,2.41N,74.73W
1996-04-01,25.03,0.28800000000000003,Neiva,Colombia,2.41N,74.73W
1996-05-01,24.872,0.242,Neiva,Colombia,2.41N,74.73W
1996-06-01,24.809,0.325,Neiva,Colombia,2.41N,74.73W
1996-07-01,24.869,0.309,Neiva,Colombia,2.41N,74.73W
1996-08-01,25.566999999999997,0.312,Neiva,Colombia,2.41N,74.73W
1996-09-01,26.074,0.19699999999999998,Neiva,Colombia,2.41N,74.73W
1996-10-01,24.885,0.368,Neiva,Colombia,2.41N,74.73W
1996-11-01,25.034,0.228,Neiva,Colombia,2.41N,74.73W
1996-12-01,24.636,0.13699999999999998,Neiva,Colombia,2.41N,74.73W
1997-01-01,24.908,0.626,Neiva,Colombia,2.41N,74.73W
1997-02-01,25.572,0.345,Neiva,Colombia,2.41N,74.73W
1997-03-01,25.856,0.608,Neiva,Colombia,2.41N,74.73W
1997-04-01,25.131,0.136,Neiva,Colombia,2.41N,74.73W
1997-05-01,25.328000000000003,0.298,Neiva,Colombia,2.41N,74.73W
1997-06-01,25.218000000000004,0.369,Neiva,Colombia,2.41N,74.73W
1997-07-01,25.459,0.305,Neiva,Colombia,2.41N,74.73W
1997-08-01,26.502,0.184,Neiva,Colombia,2.41N,74.73W
1997-09-01,26.603,0.434,Neiva,Colombia,2.41N,74.73W
1997-10-01,26.216,0.363,Neiva,Colombia,2.41N,74.73W
1997-11-01,25.572000000000006,0.574,Neiva,Colombia,2.41N,74.73W
1997-12-01,26.163,0.396,Neiva,Colombia,2.41N,74.73W
1998-01-01,27.415,0.54,Neiva,Colombia,2.41N,74.73W
1998-02-01,27.237,0.33,Neiva,Colombia,2.41N,74.73W
1998-03-01,26.781999999999996,0.37200000000000005,Neiva,Colombia,2.41N,74.73W
1998-04-01,26.178,0.261,Neiva,Colombia,2.41N,74.73W
1998-05-01,25.814,0.163,Neiva,Colombia,2.41N,74.73W
1998-06-01,25.43,0.353,Neiva,Colombia,2.41N,74.73W
1998-07-01,25.288,0.256,Neiva,Colombia,2.41N,74.73W
1998-08-01,26.111,0.273,Neiva,Colombia,2.41N,74.73W
1998-09-01,26.292,0.16399999999999998,Neiva,Colombia,2.41N,74.73W
1998-10-01,25.909000000000002,0.358,Neiva,Colombia,2.41N,74.73W
1998-11-01,24.997,0.44799999999999995,Neiva,Colombia,2.41N,74.73W
1998-12-01,24.81,0.335,Neiva,Colombia,2.41N,74.73W
1999-01-01,24.866999999999997,0.228,Neiva,Colombia,2.41N,74.73W
1999-02-01,24.578000000000003,0.47100000000000003,Neiva,Colombia,2.41N,74.73W
1999-03-01,25.281999999999996,0.266,Neiva,Colombia,2.41N,74.73W
1999-04-01,24.573,0.314,Neiva,Colombia,2.41N,74.73W
1999-05-01,24.611,0.23800000000000002,Neiva,Colombia,2.41N,74.73W
1999-06-01,24.559,0.32899999999999996,Neiva,Colombia,2.41N,74.73W
1999-07-01,25.019000000000002,0.29,Neiva,Colombia,2.41N,74.73W
1999-08-01,25.641,0.375,Neiva,Colombia,2.41N,74.73W
1999-09-01,25.116,0.485,Neiva,Colombia,2.41N,74.73W
1999-10-01,24.436,0.23199999999999998,Neiva,Colombia,2.41N,74.73W
1999-11-01,24.726999999999997,0.209,Neiva,Colombia,2.41N,74.73W
1999-12-01,24.599,0.157,Neiva,Colombia,2.41N,74.73W
2000-01-01,24.816000000000006,0.35200000000000004,Neiva,Colombia,2.41N,74.73W
2000-02-01,24.826,0.382,Neiva,Colombia,2.41N,74.73W
2000-03-01,24.821,0.42100000000000004,Neiva,Colombia,2.41N,74.73W
2000-04-01,24.45,0.267,Neiva,Colombia,2.41N,74.73W
2000-05-01,24.616,0.474,Neiva,Colombia,2.41N,74.73W
2000-06-01,24.95,0.239,Neiva,Colombia,2.41N,74.73W
2000-07-01,25.131,0.324,Neiva,Colombia,2.41N,74.73W
2000-08-01,25.834,0.359,Neiva,Colombia,2.41N,74.73W
2000-09-01,25.305,0.445,Neiva,Colombia,2.41N,74.73W
2000-10-01,25.472,0.203,Neiva,Colombia,2.41N,74.73W
2000-11-01,24.97,0.38299999999999995,Neiva,Colombia,2.41N,74.73W
2000-12-01,24.735,0.444,Neiva,Colombia,2.41N,74.73W
2001-01-01,24.995,0.345,Neiva,Colombia,2.41N,74.73W
2001-02-01,25.845,0.68,Neiva,Colombia,2.41N,74.73W
2001-03-01,25.285,0.545,Neiva,Colombia,2.41N,74.73W
2001-04-01,25.283,0.182,Neiva,Colombia,2.41N,74.73W
2001-05-01,25.243000000000002,0.244,Neiva,Colombia,2.41N,74.73W
2001-06-01,24.936,0.267,Neiva,Colombia,2.41N,74.73W
2001-07-01,25.652,0.38799999999999996,Neiva,Colombia,2.41N,74.73W
2001-08-01,26.508000000000006,0.614,Neiva,Colombia,2.41N,74.73W
2001-09-01,25.997,0.41700000000000004,Neiva,Colombia,2.41N,74.73W
2001-10-01,25.978,0.21899999999999997,Neiva,Colombia,2.41N,74.73W
2001-11-01,25.146,0.53,Neiva,Colombia,2.41N,74.73W
2001-12-01,24.949,0.6759999999999999,Neiva,Colombia,2.41N,74.73W
2002-01-01,25.811999999999998,0.299,Neiva,Colombia,2.41N,74.73W
2002-02-01,26.214000000000002,0.5870000000000001,Neiva,Colombia,2.41N,74.73W
2002-03-01,25.699,0.278,Neiva,Colombia,2.41N,74.73W
2002-04-01,24.752,0.365,Neiva,Colombia,2.41N,74.73W
2002-05-01,25.245,0.593,Neiva,Colombia,2.41N,74.73W
2002-06-01,24.802,0.502,Neiva,Colombia,2.41N,74.73W
2002-07-01,25.465,0.7709999999999999,Neiva,Colombia,2.41N,74.73W
2002-08-01,26.467,0.315,Neiva,Colombia,2.41N,74.73W
2002-09-01,26.618000000000002,0.473,Neiva,Colombia,2.41N,74.73W
2002-10-01,25.723000000000003,0.73,Neiva,Colombia,2.41N,74.73W
2002-11-01,25.07,0.337,Neiva,Colombia,2.41N,74.73W
2002-12-01,25.429000000000002,0.301,Neiva,Colombia,2.41N,74.73W
2003-01-01,26.410999999999998,0.423,Neiva,Colombia,2.41N,74.73W
2003-02-01,26.626,0.473,Neiva,Colombia,2.41N,74.73W
2003-03-01,25.779,0.408,Neiva,Colombia,2.41N,74.73W
2003-04-01,25.034000000000002,0.647,Neiva,Colombia,2.41N,74.73W
2003-05-01,25.504,0.218,Neiva,Colombia,2.41N,74.73W
2003-06-01,25.009,0.51,Neiva,Colombia,2.41N,74.73W
2003-07-01,25.56,0.34600000000000003,Neiva,Colombia,2.41N,74.73W
2003-08-01,26.258000000000006,0.596,Neiva,Colombia,2.41N,74.73W
2003-09-01,26.289,0.429,Neiva,Colombia,2.41N,74.73W
2003-10-01,25.473000000000003,0.251,Neiva,Colombia,2.41N,74.73W
2003-11-01,24.66,0.556,Neiva,Colombia,2.41N,74.73W
2003-12-01,24.976,0.419,Neiva,Colombia,2.41N,74.73W
2004-01-01,25.601999999999997,0.222,Neiva,Colombia,2.41N,74.73W
2004-02-01,26.176,0.16699999999999998,Neiva,Colombia,2.41N,74.73W
2004-03-01,26.257,0.303,Neiva,Colombia,2.41N,74.73W
2004-04-01,24.941,0.486,Neiva,Colombia,2.41N,74.73W
2004-05-01,25.178,0.395,Neiva,Colombia,2.41N,74.73W
2004-06-01,25.346,0.414,Neiva,Colombia,2.41N,74.73W
2004-07-01,25.316999999999997,0.423,Neiva,Colombia,2.41N,74.73W
2004-08-01,26.496,0.551,Neiva,Colombia,2.41N,74.73W
2004-09-01,26.111,0.652,Neiva,Colombia,2.41N,74.73W
2004-10-01,25.638,0.254,Neiva,Colombia,2.41N,74.73W
2004-11-01,25.197000000000006,0.209,Neiva,Colombia,2.41N,74.73W
2004-12-01,25.241,0.18100000000000002,Neiva,Colombia,2.41N,74.73W
2005-01-01,25.622,0.28300000000000003,Neiva,Colombia,2.41N,74.73W
2005-02-01,25.946,0.298,Neiva,Colombia,2.41N,74.73W
2005-03-01,25.929000000000002,0.185,Neiva,Colombia,2.41N,74.73W
2005-04-01,25.579,0.386,Neiva,Colombia,2.41N,74.73W
2005-05-01,25.469,0.281,Neiva,Colombia,2.41N,74.73W
2005-06-01,25.660999999999998,0.607,Neiva,Colombia,2.41N,74.73W
2005-07-01,25.889,0.332,Neiva,Colombia,2.41N,74.73W
2005-08-01,26.358,0.354,Neiva,Colombia,2.41N,74.73W
2005-09-01,26.644000000000002,0.32299999999999995,Neiva,Colombia,2.41N,74.73W
2005-10-01,25.253,0.258,Neiva,Colombia,2.41N,74.73W
2005-11-01,25.041999999999998,0.154,Neiva,Colombia,2.41N,74.73W
2005-12-01,24.932,0.381,Neiva,Colombia,2.41N,74.73W
2006-01-01,25.07,0.467,Neiva,Colombia,2.41N,74.73W
2006-02-01,25.844,0.298,Neiva,Colombia,2.41N,74.73W
2006-03-01,25.091,0.314,Neiva,Colombia,2.41N,74.73W
2006-04-01,24.953000000000003,0.413,Neiva,Colombia,2.41N,74.73W
2006-05-01,25.312,0.723,Neiva,Colombia,2.41N,74.73W
2006-06-01,25.05,0.44799999999999995,Neiva,Colombia,2.41N,74.73W
2006-07-01,25.704,0.27399999999999997,Neiva,Colombia,2.41N,74.73W
2006-08-01,26.58,0.309,Neiva,Colombia,2.41N,74.73W
2006-09-01,26.625,0.446,Neiva,Colombia,2.41N,74.73W
2006-10-01,25.861,0.271,Neiva,Colombia,2.41N,74.73W
2006-11-01,24.904,0.222,Neiva,Colombia,2.41N,74.73W
2006-12-01,25.087,0.242,Neiva,Colombia,2.41N,74.73W
2007-01-01,26.247,0.273,Neiva,Colombia,2.41N,74.73W
2007-02-01,26.716,0.431,Neiva,Colombia,2.41N,74.73W
2007-03-01,25.731,0.415,Neiva,Colombia,2.41N,74.73W
2007-04-01,25.008000000000003,0.303,Neiva,Colombia,2.41N,74.73W
2007-05-01,25.144000000000002,0.175,Neiva,Colombia,2.41N,74.73W
2007-06-01,24.873,0.418,Neiva,Colombia,2.41N,74.73W
2007-07-01,25.766,0.201,Neiva,Colombia,2.41N,74.73W
2007-08-01,25.826999999999998,0.17,Neiva,Colombia,2.41N,74.73W
2007-09-01,26.478,0.523,Neiva,Colombia,2.41N,74.73W
2007-10-01,24.941,0.22,Neiva,Colombia,2.41N,74.73W
2007-11-01,24.916,0.16,Neiva,Colombia,2.41N,74.73W
2007-12-01,24.462,0.215,Neiva,Colombia,2.41N,74.73W
2008-01-01,25.05,0.418,Neiva,Colombia,2.41N,74.73W
2008-02-01,25.197,0.375,Neiva,Colombia,2.41N,74.73W
2008-03-01,25.133000000000003,0.696,Neiva,Colombia,2.41N,74.73W
2008-04-01,24.781999999999996,0.45799999999999996,Neiva,Colombia,2.41N,74.73W
2008-05-01,24.74,0.3,Neiva,Colombia,2.41N,74.73W
2008-06-01,24.811999999999998,0.272,Neiva,Colombia,2.41N,74.73W
2008-07-01,25.069000000000003,0.255,Neiva,Colombia,2.41N,74.73W
2008-08-01,25.636999999999997,0.166,Neiva,Colombia,2.41N,74.73W
2008-09-01,25.791,0.34600000000000003,Neiva,Colombia,2.41N,74.73W
2008-10-01,25.013,0.43700000000000006,Neiva,Colombia,2.41N,74.73W
2008-11-01,24.719,0.225,Neiva,Colombia,2.41N,74.73W
2008-12-01,24.763,0.16699999999999998,Neiva,Colombia,2.41N,74.73W
2009-01-01,24.833,0.392,Neiva,Colombia,2.41N,74.73W
2009-02-01,25.184,0.341,Neiva,Colombia,2.41N,74.73W
2009-03-01,24.707,0.608,Neiva,Colombia,2.41N,74.73W
2009-04-01,25.006,0.318,Neiva,Colombia,2.41N,74.73W
2009-05-01,25.471,0.259,Neiva,Colombia,2.41N,74.73W
2009-06-01,25.587,0.366,Neiva,Colombia,2.41N,74.73W
2009-07-01,25.886,0.325,Neiva,Colombia,2.41N,74.73W
2009-08-01,26.81,0.316,Neiva,Colombia,2.41N,74.73W
2009-09-01,27.267,0.272,Neiva,Colombia,2.41N,74.73W
2009-10-01,26.162,0.27399999999999997,Neiva,Colombia,2.41N,74.73W
2009-11-01,25.680999999999997,0.32,Neiva,Colombia,2.41N,74.73W
2009-12-01,25.918000000000003,0.336,Neiva,Colombia,2.41N,74.73W
2010-01-01,26.803,0.5539999999999999,Neiva,Colombia,2.41N,74.73W
2010-02-01,27.227,0.39,Neiva,Colombia,2.41N,74.73W
2010-03-01,26.729,0.48100000000000004,Neiva,Colombia,2.41N,74.73W
2010-04-01,25.788,0.47200000000000003,Neiva,Colombia,2.41N,74.73W
2010-05-01,25.893,0.34299999999999997,Neiva,Colombia,2.41N,74.73W
2010-06-01,25.034000000000002,0.45799999999999996,Neiva,Colombia,2.41N,74.73W
2010-07-01,25.026,0.223,Neiva,Colombia,2.41N,74.73W
2010-08-01,26.089,0.342,Neiva,Colombia,2.41N,74.73W
2010-09-01,26.215999999999998,0.34299999999999997,Neiva,Colombia,2.41N,74.73W
2010-10-01,25.315,0.45899999999999996,Neiva,Colombia,2.41N,74.73W
2010-11-01,24.372,0.344,Neiva,Colombia,2.41N,74.73W
2010-12-01,24.334,0.43700000000000006,Neiva,Colombia,2.41N,74.73W
2011-01-01,25.340999999999998,0.547,Neiva,Colombia,2.41N,74.73W
2011-02-01,24.881,0.41,Neiva,Colombia,2.41N,74.73W
2011-03-01,24.539,0.301,Neiva,Colombia,2.41N,74.73W
2011-04-01,24.706999999999997,0.467,Neiva,Colombia,2.41N,74.73W
2011-05-01,25.062,0.508,Neiva,Colombia,2.41N,74.73W
2011-06-01,25.226,0.83,Neiva,Colombia,2.41N,74.73W
2011-07-01,25.465,0.392,Neiva,Colombia,2.41N,74.73W
2011-08-01,26.55,0.124,Neiva,Colombia,2.41N,74.73W
2011-09-01,26.39,0.23800000000000002,Neiva,Colombia,2.41N,74.73W
2011-10-01,25.271,0.26,Neiva,Colombia,2.41N,74.73W
2011-11-01,24.857000000000006,0.248,Neiva,Colombia,2.41N,74.73W
2011-12-01,24.636999999999997,0.32799999999999996,Neiva,Colombia,2.41N,74.73W
2012-01-01,24.985,0.301,Neiva,Colombia,2.41N,74.73W
2012-02-01,25.164,0.544,Neiva,Colombia,2.41N,74.73W
2012-03-01,25.087,0.604,Neiva,Colombia,2.41N,74.73W
2012-04-01,24.625999999999998,0.461,Neiva,Colombia,2.41N,74.73W
2012-05-01,25.509,0.49,Neiva,Colombia,2.41N,74.73W
2012-06-01,26.095,0.847,Neiva,Colombia,2.41N,74.73W
2012-07-01,25.728,0.377,Neiva,Colombia,2.41N,74.73W
2012-08-01,26.245,0.34600000000000003,Neiva,Colombia,2.41N,74.73W
2012-09-01,26.202,0.34600000000000003,Neiva,Colombia,2.41N,74.73W
2012-10-01,25.586,0.284,Neiva,Colombia,2.41N,74.73W
2012-11-01,25.304,0.435,Neiva,Colombia,2.41N,74.73W
2012-12-01,24.822,0.5820000000000001,Neiva,Colombia,2.41N,74.73W
2013-01-01,25.829,0.838,Neiva,Colombia,2.41N,74.73W
2013-02-01,25.275,0.515,Neiva,Colombia,2.41N,74.73W
2013-03-01,25.593000000000004,0.685,Neiva,Colombia,2.41N,74.73W
2013-04-01,25.88,0.8540000000000001,Neiva,Colombia,2.41N,74.73W
2013-05-01,25.186,0.292,Neiva,Colombia,2.41N,74.73W
2013-06-01,25.796999999999997,0.384,Neiva,Colombia,2.41N,74.73W
2013-07-01,25.593000000000004,0.16899999999999998,Neiva,Colombia,2.41N,74.73W
2013-08-01,26.136999999999997,0.314,Neiva,Colombia,2.41N,74.73W
2013-09-01,,,Neiva,Colombia,2.41N,74.73W
1857-01-01,19.48,1.755,Nelspruit,South Africa,24.92S,30.15E
1857-02-01,19.601,1.666,Nelspruit,South Africa,24.92S,30.15E
1857-03-01,18.05,1.574,Nelspruit,South Africa,24.92S,30.15E
1857-04-01,15.047,1.54,Nelspruit,South Africa,24.92S,30.15E
1857-05-01,12.482,1.483,Nelspruit,South Africa,24.92S,30.15E
1857-06-01,9.797999999999998,1.469,Nelspruit,South Africa,24.92S,30.15E
1857-07-01,10.392999999999999,1.4980000000000002,Nelspruit,South Africa,24.92S,30.15E
1857-08-01,13.108,1.699,Nelspruit,South Africa,24.92S,30.15E
1857-09-01,15.584,1.5619999999999998,Nelspruit,South Africa,24.92S,30.15E
1857-10-01,16.826,1.5930000000000002,Nelspruit,South Africa,24.92S,30.15E
1857-11-01,18.473,1.4680000000000002,Nelspruit,South Africa,24.92S,30.15E
1857-12-01,19.516,1.7590000000000001,Nelspruit,South Africa,24.92S,30.15E
1858-01-01,20.198,2.275,Nelspruit,South Africa,24.92S,30.15E
1858-02-01,19.246,1.5730000000000002,Nelspruit,South Africa,24.92S,30.15E
1858-03-01,18.334,1.663,Nelspruit,South Africa,24.92S,30.15E
1858-04-01,16.953,1.577,Nelspruit,South Africa,24.92S,30.15E
1858-05-01,13.118,1.64,Nelspruit,South Africa,24.92S,30.15E
1858-06-01,10.575,1.452,Nelspruit,South Africa,24.92S,30.15E
1858-07-01,9.842,1.8659999999999999,Nelspruit,South Africa,24.92S,30.15E
1858-08-01,12.977,1.589,Nelspruit,South Africa,24.92S,30.15E
1858-09-01,15.583,1.49,Nelspruit,South Africa,24.92S,30.15E
1858-10-01,17.351,1.6019999999999999,Nelspruit,South Africa,24.92S,30.15E
1858-11-01,19.052,1.597,Nelspruit,South Africa,24.92S,30.15E
1858-12-01,18.938,1.631,Nelspruit,South Africa,24.92S,30.15E
1859-01-01,20.154,1.5630000000000002,Nelspruit,South Africa,24.92S,30.15E
1859-02-01,19.361,1.827,Nelspruit,South Africa,24.92S,30.15E
1859-03-01,18.963,1.5190000000000001,Nelspruit,South Africa,24.92S,30.15E
1859-04-01,16.488,1.6740000000000002,Nelspruit,South Africa,24.92S,30.15E
1859-05-01,13.651,1.4369999999999998,Nelspruit,South Africa,24.92S,30.15E
1859-06-01,10.715,1.4769999999999999,Nelspruit,South Africa,24.92S,30.15E
1859-07-01,10.299000000000001,1.4609999999999999,Nelspruit,South Africa,24.92S,30.15E
1859-08-01,12.816999999999998,1.426,Nelspruit,South Africa,24.92S,30.15E
1859-09-01,15.632,1.459,Nelspruit,South Africa,24.92S,30.15E
1859-10-01,17.320999999999998,1.515,Nelspruit,South Africa,24.92S,30.15E
1859-11-01,18.395,1.787,Nelspruit,South Africa,24.92S,30.15E
1859-12-01,19.343,1.825,Nelspruit,South Africa,24.92S,30.15E
1860-01-01,20.01,1.54,Nelspruit,South Africa,24.92S,30.15E
1860-02-01,19.489,1.565,Nelspruit,South Africa,24.92S,30.15E
1860-03-01,17.43,1.881,Nelspruit,South Africa,24.92S,30.15E
1860-04-01,16.219,1.494,Nelspruit,South Africa,24.92S,30.15E
1860-05-01,13.02,1.455,Nelspruit,South Africa,24.92S,30.15E
1860-06-01,10.532,1.6,Nelspruit,South Africa,24.92S,30.15E
1860-07-01,10.579,1.5630000000000002,Nelspruit,South Africa,24.92S,30.15E
1860-08-01,,,Nelspruit,South Africa,24.92S,30.15E
1860-09-01,,,Nelspruit,South Africa,24.92S,30.15E
1860-10-01,17.578,1.517,Nelspruit,South Africa,24.92S,30.15E
1860-11-01,18.176,1.41,Nelspruit,South Africa,24.92S,30.15E
1860-12-01,18.53,1.935,Nelspruit,South Africa,24.92S,30.15E
1861-01-01,18.954,1.879,Nelspruit,South Africa,24.92S,30.15E
1861-02-01,19.182000000000002,1.535,Nelspruit,South Africa,24.92S,30.15E
1861-03-01,18.574,1.4609999999999999,Nelspruit,South Africa,24.92S,30.15E
1861-04-01,16.174,1.504,Nelspruit,South Africa,24.92S,30.15E
1861-05-01,12.863,1.436,Nelspruit,South Africa,24.92S,30.15E
1861-06-01,10.659999999999998,1.625,Nelspruit,South Africa,24.92S,30.15E
1861-07-01,10.963,1.41,Nelspruit,South Africa,24.92S,30.15E
1861-08-01,13.368,1.511,Nelspruit,South Africa,24.92S,30.15E
1861-09-01,15.703,1.465,Nelspruit,South Africa,24.92S,30.15E
1861-10-01,17.498,1.6569999999999998,Nelspruit,South Africa,24.92S,30.15E
1861-11-01,18.555,1.7719999999999998,Nelspruit,South Africa,24.92S,30.15E
1861-12-01,19.478,1.703,Nelspruit,South Africa,24.92S,30.15E
1862-01-01,19.12,1.7819999999999998,Nelspruit,South Africa,24.92S,30.15E
1862-02-01,18.571,1.6480000000000001,Nelspruit,South Africa,24.92S,30.15E
1862-03-01,18.109,1.4780000000000002,Nelspruit,South Africa,24.92S,30.15E
1862-04-01,15.958000000000002,1.535,Nelspruit,South Africa,24.92S,30.15E
1862-05-01,13.504,1.58,Nelspruit,South Africa,24.92S,30.15E
1862-06-01,10.715,1.4340000000000002,Nelspruit,South Africa,24.92S,30.15E
1862-07-01,10.502,1.5330000000000001,Nelspruit,South Africa,24.92S,30.15E
1862-08-01,12.828,1.665,Nelspruit,South Africa,24.92S,30.15E
1862-09-01,15.144,1.7380000000000002,Nelspruit,South Africa,24.92S,30.15E
1862-10-01,16.479,1.982,Nelspruit,South Africa,24.92S,30.15E
1862-11-01,17.523,1.474,Nelspruit,South Africa,24.92S,30.15E
1862-12-01,18.797,2.158,Nelspruit,South Africa,24.92S,30.15E
1863-01-01,21.086,2.01,Nelspruit,South Africa,24.92S,30.15E
1863-02-01,20.099,2.275,Nelspruit,South Africa,24.92S,30.15E
1863-03-01,18.186,1.7,Nelspruit,South Africa,24.92S,30.15E
1863-04-01,16.317999999999998,1.869,Nelspruit,South Africa,24.92S,30.15E
1863-05-01,13.17,1.7169999999999999,Nelspruit,South Africa,24.92S,30.15E
1863-06-01,10.341,1.77,Nelspruit,South Africa,24.92S,30.15E
1863-07-01,10.616,1.489,Nelspruit,South Africa,24.92S,30.15E
1863-08-01,12.813,1.608,Nelspruit,South Africa,24.92S,30.15E
1863-09-01,15.322,1.53,Nelspruit,South Africa,24.92S,30.15E
1863-10-01,17.016000000000002,1.516,Nelspruit,South Africa,24.92S,30.15E
1863-11-01,18.059,1.62,Nelspruit,South Africa,24.92S,30.15E
1863-12-01,19.549,1.86,Nelspruit,South Africa,24.92S,30.15E
1864-01-01,19.836,1.4680000000000002,Nelspruit,South Africa,24.92S,30.15E
1864-02-01,19.643,1.7080000000000002,Nelspruit,South Africa,24.92S,30.15E
1864-03-01,18.192,1.421,Nelspruit,South Africa,24.92S,30.15E
1864-04-01,15.915999999999999,1.494,Nelspruit,South Africa,24.92S,30.15E
1864-05-01,13.253,1.334,Nelspruit,South Africa,24.92S,30.15E
1864-06-01,10.675999999999998,1.5859999999999999,Nelspruit,South Africa,24.92S,30.15E
1864-07-01,10.727,1.446,Nelspruit,South Africa,24.92S,30.15E
1864-08-01,13.204999999999998,1.55,Nelspruit,South Africa,24.92S,30.15E
1864-09-01,15.81,1.507,Nelspruit,South Africa,24.92S,30.15E
1864-10-01,17.399,1.433,Nelspruit,South Africa,24.92S,30.15E
1864-11-01,18.367,1.55,Nelspruit,South Africa,24.92S,30.15E
1864-12-01,19.131,1.661,Nelspruit,South Africa,24.92S,30.15E
1865-01-01,20.891,1.495,Nelspruit,South Africa,24.92S,30.15E
1865-02-01,19.48,1.766,Nelspruit,South Africa,24.92S,30.15E
1865-03-01,18.275,1.902,Nelspruit,South Africa,24.92S,30.15E
1865-04-01,15.757,1.579,Nelspruit,South Africa,24.92S,30.15E
1865-05-01,13.411,1.494,Nelspruit,South Africa,24.92S,30.15E
