000000000002,0.405,Chimalhuacán,Mexico,20.09N,98.96W
1962-06-01,18.762999999999998,0.606,Chimalhuacán,Mexico,20.09N,98.96W
1962-07-01,17.687,0.418,Chimalhuacán,Mexico,20.09N,98.96W
1962-08-01,18.257,0.39899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1962-09-01,17.442999999999998,0.304,Chimalhuacán,Mexico,20.09N,98.96W
1962-10-01,16.323999999999998,0.307,Chimalhuacán,Mexico,20.09N,98.96W
1962-11-01,13.681,0.193,Chimalhuacán,Mexico,20.09N,98.96W
1962-12-01,13.163,0.24600000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1963-01-01,12.988,0.36700000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1963-02-01,12.445,0.325,Chimalhuacán,Mexico,20.09N,98.96W
1963-03-01,16.915,0.28800000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1963-04-01,19.205,0.255,Chimalhuacán,Mexico,20.09N,98.96W
1963-05-01,18.359,0.32899999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1963-06-01,18.805999999999997,0.23199999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1963-07-01,17.189,0.40299999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1963-08-01,17.483999999999998,0.204,Chimalhuacán,Mexico,20.09N,98.96W
1963-09-01,16.935,0.251,Chimalhuacán,Mexico,20.09N,98.96W
1963-10-01,14.888,0.42200000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1963-11-01,13.94,0.36700000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1963-12-01,11.893,0.515,Chimalhuacán,Mexico,20.09N,98.96W
1964-01-01,12.461,0.359,Chimalhuacán,Mexico,20.09N,98.96W
1964-02-01,14.585999999999999,0.597,Chimalhuacán,Mexico,20.09N,98.96W
1964-03-01,16.828,0.33,Chimalhuacán,Mexico,20.09N,98.96W
1964-04-01,19.111,0.251,Chimalhuacán,Mexico,20.09N,98.96W
1964-05-01,18.906,0.267,Chimalhuacán,Mexico,20.09N,98.96W
1964-06-01,17.674,0.552,Chimalhuacán,Mexico,20.09N,98.96W
1964-07-01,17.458000000000002,0.23199999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1964-08-01,18.022000000000002,0.222,Chimalhuacán,Mexico,20.09N,98.96W
1964-09-01,17.551,0.22699999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1964-10-01,14.317,0.41600000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1964-11-01,14.459000000000001,0.188,Chimalhuacán,Mexico,20.09N,98.96W
1964-12-01,12.443,0.387,Chimalhuacán,Mexico,20.09N,98.96W
1965-01-01,11.592,0.40700000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1965-02-01,13.035,0.331,Chimalhuacán,Mexico,20.09N,98.96W
1965-03-01,16.232,0.588,Chimalhuacán,Mexico,20.09N,98.96W
1965-04-01,17.914,0.27399999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1965-05-01,19.134,0.429,Chimalhuacán,Mexico,20.09N,98.96W
1965-06-01,18.667,0.536,Chimalhuacán,Mexico,20.09N,98.96W
1965-07-01,17.358,0.326,Chimalhuacán,Mexico,20.09N,98.96W
1965-08-01,17.033,0.253,Chimalhuacán,Mexico,20.09N,98.96W
1965-09-01,17.399,0.184,Chimalhuacán,Mexico,20.09N,98.96W
1965-10-01,14.59,0.366,Chimalhuacán,Mexico,20.09N,98.96W
1965-11-01,14.662,0.441,Chimalhuacán,Mexico,20.09N,98.96W
1965-12-01,13.177,0.255,Chimalhuacán,Mexico,20.09N,98.96W
1966-01-01,11.439,0.172,Chimalhuacán,Mexico,20.09N,98.96W
1966-02-01,13.235999999999999,0.26899999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1966-03-01,14.488,0.308,Chimalhuacán,Mexico,20.09N,98.96W
1966-04-01,17.573,0.41200000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1966-05-01,18.627,0.316,Chimalhuacán,Mexico,20.09N,98.96W
1966-06-01,18.316,0.28,Chimalhuacán,Mexico,20.09N,98.96W
1966-07-01,18.06,0.273,Chimalhuacán,Mexico,20.09N,98.96W
1966-08-01,17.901,0.275,Chimalhuacán,Mexico,20.09N,98.96W
1966-09-01,17.048,0.337,Chimalhuacán,Mexico,20.09N,98.96W
1966-10-01,15.355,0.18100000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1966-11-01,12.803,0.396,Chimalhuacán,Mexico,20.09N,98.96W
1966-12-01,11.743,0.45799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1967-01-01,11.368,0.32299999999999995,Chimalhuacán,Mexico,20.09N,98.96W
1967-02-01,13.370999999999999,0.282,Chimalhuacán,Mexico,20.09N,98.96W
1967-03-01,15.663,0.33399999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1967-04-01,17.875999999999998,0.24100000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1967-05-01,18.776,0.33799999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1967-06-01,18.617,0.348,Chimalhuacán,Mexico,20.09N,98.96W
1967-07-01,17.722,0.28800000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1967-08-01,17.54,0.311,Chimalhuacán,Mexico,20.09N,98.96W
1967-09-01,16.433,0.34600000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1967-10-01,15.042,0.36200000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1967-11-01,14.114,0.23399999999999999,Chimalhuacán,Mexico,20.09N,98.96W
1967-12-01,13.273,0.129,Chimalhuacán,Mexico,20.09N,98.96W
1968-01-01,11.912,0.375,Chimalhuacán,Mexico,20.09N,98.96W
1968-02-01,12.104000000000001,0.408,Chimalhuacán,Mexico,20.09N,98.96W
1968-03-01,14.364,0.353,Chimalhuacán,Mexico,20.09N,98.96W
1968-04-01,17.586,0.45399999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1968-05-01,18.471,0.243,Chimalhuacán,Mexico,20.09N,98.96W
1968-06-01,18.35,0.21899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1968-07-01,17.118000000000002,0.273,Chimalhuacán,Mexico,20.09N,98.96W
1968-08-01,17.406,0.215,Chimalhuacán,Mexico,20.09N,98.96W
1968-09-01,17.245,0.268,Chimalhuacán,Mexico,20.09N,98.96W
1968-10-01,15.966,0.201,Chimalhuacán,Mexico,20.09N,98.96W
1968-11-01,14.318,0.272,Chimalhuacán,Mexico,20.09N,98.96W
1968-12-01,13.164000000000001,0.544,Chimalhuacán,Mexico,20.09N,98.96W
1969-01-01,12.839,0.386,Chimalhuacán,Mexico,20.09N,98.96W
1969-02-01,14.856,0.272,Chimalhuacán,Mexico,20.09N,98.96W
1969-03-01,16.097,0.728,Chimalhuacán,Mexico,20.09N,98.96W
1969-04-01,18.09,0.36200000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1969-05-01,18.761,0.368,Chimalhuacán,Mexico,20.09N,98.96W
1969-06-01,19.749,0.294,Chimalhuacán,Mexico,20.09N,98.96W
1969-07-01,18.137999999999998,0.33299999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1969-08-01,17.198,0.391,Chimalhuacán,Mexico,20.09N,98.96W
1969-09-01,16.842,0.23,Chimalhuacán,Mexico,20.09N,98.96W
1969-10-01,16.331,0.154,Chimalhuacán,Mexico,20.09N,98.96W
1969-11-01,14.161,0.741,Chimalhuacán,Mexico,20.09N,98.96W
1969-12-01,12.951,0.433,Chimalhuacán,Mexico,20.09N,98.96W
1970-01-01,11.848999999999998,0.37200000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1970-02-01,12.956,0.484,Chimalhuacán,Mexico,20.09N,98.96W
1970-03-01,16.178,0.645,Chimalhuacán,Mexico,20.09N,98.96W
1970-04-01,19.358,0.32899999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1970-05-01,18.165,0.3,Chimalhuacán,Mexico,20.09N,98.96W
1970-06-01,18.028,0.321,Chimalhuacán,Mexico,20.09N,98.96W
1970-07-01,17.305,0.231,Chimalhuacán,Mexico,20.09N,98.96W
1970-08-01,17.752,0.237,Chimalhuacán,Mexico,20.09N,98.96W
1970-09-01,17.058,0.33,Chimalhuacán,Mexico,20.09N,98.96W
1970-10-01,16.261,0.348,Chimalhuacán,Mexico,20.09N,98.96W
1970-11-01,12.473,0.545,Chimalhuacán,Mexico,20.09N,98.96W
1970-12-01,13.009,0.708,Chimalhuacán,Mexico,20.09N,98.96W
1971-01-01,13.319,0.19699999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1971-02-01,13.918,0.332,Chimalhuacán,Mexico,20.09N,98.96W
1971-03-01,16.287,0.23800000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1971-04-01,16.62,0.43200000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1971-05-01,19.1,0.298,Chimalhuacán,Mexico,20.09N,98.96W
1971-06-01,17.792,0.18,Chimalhuacán,Mexico,20.09N,98.96W
1971-07-01,17.214000000000002,0.31,Chimalhuacán,Mexico,20.09N,98.96W
1971-08-01,16.839000000000002,0.309,Chimalhuacán,Mexico,20.09N,98.96W
1971-09-01,17.201,0.287,Chimalhuacán,Mexico,20.09N,98.96W
1971-10-01,16.158,0.223,Chimalhuacán,Mexico,20.09N,98.96W
1971-11-01,14.303,0.36700000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1971-12-01,13.468,0.344,Chimalhuacán,Mexico,20.09N,98.96W
1972-01-01,12.863,0.276,Chimalhuacán,Mexico,20.09N,98.96W
1972-02-01,13.11,0.158,Chimalhuacán,Mexico,20.09N,98.96W
1972-03-01,15.739,0.456,Chimalhuacán,Mexico,20.09N,98.96W
1972-04-01,18.715,0.474,Chimalhuacán,Mexico,20.09N,98.96W
1972-05-01,18.957,0.253,Chimalhuacán,Mexico,20.09N,98.96W
1972-06-01,18.029,0.301,Chimalhuacán,Mexico,20.09N,98.96W
1972-07-01,16.898,0.33899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1972-08-01,16.861,0.252,Chimalhuacán,Mexico,20.09N,98.96W
1972-09-01,17.325,0.272,Chimalhuacán,Mexico,20.09N,98.96W
1972-10-01,16.451,0.287,Chimalhuacán,Mexico,20.09N,98.96W
1972-11-01,15.746,0.263,Chimalhuacán,Mexico,20.09N,98.96W
1972-12-01,13.156,0.59,Chimalhuacán,Mexico,20.09N,98.96W
1973-01-01,12.433,0.614,Chimalhuacán,Mexico,20.09N,98.96W
1973-02-01,14.21,0.6859999999999999,Chimalhuacán,Mexico,20.09N,98.96W
1973-03-01,17.968,0.42700000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1973-04-01,18.261,0.568,Chimalhuacán,Mexico,20.09N,98.96W
1973-05-01,18.934,0.5,Chimalhuacán,Mexico,20.09N,98.96W
1973-06-01,18.338,0.231,Chimalhuacán,Mexico,20.09N,98.96W
1973-07-01,17.288,0.337,Chimalhuacán,Mexico,20.09N,98.96W
1973-08-01,16.985,0.406,Chimalhuacán,Mexico,20.09N,98.96W
1973-09-01,17.5,0.196,Chimalhuacán,Mexico,20.09N,98.96W
1973-10-01,15.797,0.314,Chimalhuacán,Mexico,20.09N,98.96W
1973-11-01,14.684000000000001,0.373,Chimalhuacán,Mexico,20.09N,98.96W
1973-12-01,11.647,0.27,Chimalhuacán,Mexico,20.09N,98.96W
1974-01-01,13.359000000000002,0.41,Chimalhuacán,Mexico,20.09N,98.96W
1974-02-01,13.640999999999998,0.6920000000000001,Chimalhuacán,Mexico,20.09N,98.96W
1974-03-01,16.116,0.455,Chimalhuacán,Mexico,20.09N,98.96W
1974-04-01,17.41,0.39399999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1974-05-01,18.988,0.368,Chimalhuacán,Mexico,20.09N,98.96W
1974-06-01,17.503,0.36200000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1974-07-01,16.182000000000002,0.40399999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1974-08-01,17.269000000000002,0.23199999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1974-09-01,16.31,0.282,Chimalhuacán,Mexico,20.09N,98.96W
1974-10-01,14.542,0.14,Chimalhuacán,Mexico,20.09N,98.96W
1974-11-01,13.540999999999999,0.419,Chimalhuacán,Mexico,20.09N,98.96W
1974-12-01,13.135,0.509,Chimalhuacán,Mexico,20.09N,98.96W
1975-01-01,12.031,0.332,Chimalhuacán,Mexico,20.09N,98.96W
1975-02-01,14.356,0.32799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1975-03-01,17.352,0.28800000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1975-04-01,19.107,0.34,Chimalhuacán,Mexico,20.09N,98.96W
1975-05-01,18.825,0.23800000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1975-06-01,17.663,0.313,Chimalhuacán,Mexico,20.09N,98.96W
1975-07-01,16.535999999999998,0.35700000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1975-08-01,17.063,0.447,Chimalhuacán,Mexico,20.09N,98.96W
1975-09-01,15.738,0.39899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1975-10-01,15.290999999999999,0.444,Chimalhuacán,Mexico,20.09N,98.96W
1975-11-01,13.869000000000002,0.324,Chimalhuacán,Mexico,20.09N,98.96W
1975-12-01,11.952,0.387,Chimalhuacán,Mexico,20.09N,98.96W
1976-01-01,11.374,0.67,Chimalhuacán,Mexico,20.09N,98.96W
1976-02-01,12.552999999999999,0.264,Chimalhuacán,Mexico,20.09N,98.96W
1976-03-01,16.816,0.332,Chimalhuacán,Mexico,20.09N,98.96W
1976-04-01,17.247,0.41200000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1976-05-01,17.851,0.564,Chimalhuacán,Mexico,20.09N,98.96W
1976-06-01,17.778000000000006,0.318,Chimalhuacán,Mexico,20.09N,98.96W
1976-07-01,16.796,0.47,Chimalhuacán,Mexico,20.09N,98.96W
1976-08-01,16.544,0.265,Chimalhuacán,Mexico,20.09N,98.96W
1976-09-01,17.189,0.287,Chimalhuacán,Mexico,20.09N,98.96W
1976-10-01,15.305,0.603,Chimalhuacán,Mexico,20.09N,98.96W
1976-11-01,12.829,0.848,Chimalhuacán,Mexico,20.09N,98.96W
1976-12-01,12.71,0.951,Chimalhuacán,Mexico,20.09N,98.96W
1977-01-01,12.574000000000002,0.589,Chimalhuacán,Mexico,20.09N,98.96W
1977-02-01,13.149000000000001,0.49,Chimalhuacán,Mexico,20.09N,98.96W
1977-03-01,17.12,0.4,Chimalhuacán,Mexico,20.09N,98.96W
1977-04-01,16.038,0.41700000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1977-05-01,18.351,0.348,Chimalhuacán,Mexico,20.09N,98.96W
1977-06-01,17.625,0.21100000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1977-07-01,17.178,0.397,Chimalhuacán,Mexico,20.09N,98.96W
1977-08-01,17.91,0.32799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1977-09-01,17.575,0.163,Chimalhuacán,Mexico,20.09N,98.96W
1977-10-01,15.811,0.35100000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1977-11-01,14.117,0.261,Chimalhuacán,Mexico,20.09N,98.96W
1977-12-01,13.085999999999999,0.341,Chimalhuacán,Mexico,20.09N,98.96W
1978-01-01,12.248,0.248,Chimalhuacán,Mexico,20.09N,98.96W
1978-02-01,12.557,0.39799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1978-03-01,15.04,0.361,Chimalhuacán,Mexico,20.09N,98.96W
1978-04-01,18.345,0.316,Chimalhuacán,Mexico,20.09N,98.96W
1978-05-01,19.455,0.289,Chimalhuacán,Mexico,20.09N,98.96W
1978-06-01,17.783,0.355,Chimalhuacán,Mexico,20.09N,98.96W
1978-07-01,17.561,0.306,Chimalhuacán,Mexico,20.09N,98.96W
1978-08-01,17.347,0.284,Chimalhuacán,Mexico,20.09N,98.96W
1978-09-01,16.909000000000002,0.145,Chimalhuacán,Mexico,20.09N,98.96W
1978-10-01,14.935,0.213,Chimalhuacán,Mexico,20.09N,98.96W
1978-11-01,15.164000000000001,0.377,Chimalhuacán,Mexico,20.09N,98.96W
1978-12-01,13.624,0.392,Chimalhuacán,Mexico,20.09N,98.96W
1979-01-01,12.252,0.41,Chimalhuacán,Mexico,20.09N,98.96W
1979-02-01,13.68,0.217,Chimalhuacán,Mexico,20.09N,98.96W
1979-03-01,16.178,0.25,Chimalhuacán,Mexico,20.09N,98.96W
1979-04-01,18.269000000000002,0.243,Chimalhuacán,Mexico,20.09N,98.96W
1979-05-01,18.651,0.27699999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1979-06-01,17.88,0.22,Chimalhuacán,Mexico,20.09N,98.96W
1979-07-01,18.182,0.413,Chimalhuacán,Mexico,20.09N,98.96W
1979-08-01,16.791999999999998,0.436,Chimalhuacán,Mexico,20.09N,98.96W
1979-09-01,15.710999999999999,0.284,Chimalhuacán,Mexico,20.09N,98.96W
1979-10-01,15.553,0.28300000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1979-11-01,13.606,0.381,Chimalhuacán,Mexico,20.09N,98.96W
1979-12-01,12.545,0.431,Chimalhuacán,Mexico,20.09N,98.96W
1980-01-01,12.51,0.22,Chimalhuacán,Mexico,20.09N,98.96W
1980-02-01,13.308,0.28600000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1980-03-01,17.339000000000002,0.305,Chimalhuacán,Mexico,20.09N,98.96W
1980-04-01,17.134999999999998,0.317,Chimalhuacán,Mexico,20.09N,98.96W
1980-05-01,19.567,0.43799999999999994,Chimalhuacán,Mexico,20.09N,98.96W
1980-06-01,18.46,0.281,Chimalhuacán,Mexico,20.09N,98.96W
1980-07-01,18.252,0.542,Chimalhuacán,Mexico,20.09N,98.96W
1980-08-01,17.989,0.669,Chimalhuacán,Mexico,20.09N,98.96W
1980-09-01,17.095,0.395,Chimalhuacán,Mexico,20.09N,98.96W
1980-10-01,15.629000000000001,0.366,Chimalhuacán,Mexico,20.09N,98.96W
1980-11-01,13.533,0.511,Chimalhuacán,Mexico,20.09N,98.96W
1980-12-01,11.917,0.139,Chimalhuacán,Mexico,20.09N,98.96W
1981-01-01,10.763,0.182,Chimalhuacán,Mexico,20.09N,98.96W
1981-02-01,13.574000000000002,0.257,Chimalhuacán,Mexico,20.09N,98.96W
1981-03-01,16.072,0.342,Chimalhuacán,Mexico,20.09N,98.96W
1981-04-01,17.49,0.39299999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1981-05-01,18.969,0.363,Chimalhuacán,Mexico,20.09N,98.96W
1981-06-01,18.061,0.42,Chimalhuacán,Mexico,20.09N,98.96W
1981-07-01,17.288,0.48100000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1981-08-01,17.474999999999998,0.37200000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1981-09-01,16.883,0.384,Chimalhuacán,Mexico,20.09N,98.96W
1981-10-01,16.468,0.3,Chimalhuacán,Mexico,20.09N,98.96W
1981-11-01,13.4,0.42700000000000005,Chimalhuacán,Mexico,20.09N,98.96W
1981-12-01,13.287,0.18899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1982-01-01,13.48,0.402,Chimalhuacán,Mexico,20.09N,98.96W
1982-02-01,14.334000000000001,0.271,Chimalhuacán,Mexico,20.09N,98.96W
1982-03-01,17.069000000000003,0.264,Chimalhuacán,Mexico,20.09N,98.96W
1982-04-01,18.987000000000002,0.237,Chimalhuacán,Mexico,20.09N,98.96W
1982-05-01,18.767,0.45,Chimalhuacán,Mexico,20.09N,98.96W
1982-06-01,19.08,0.5489999999999999,Chimalhuacán,Mexico,20.09N,98.96W
1982-07-01,17.499000000000002,0.48700000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1982-08-01,17.671,0.435,Chimalhuacán,Mexico,20.09N,98.96W
1982-09-01,17.166,0.415,Chimalhuacán,Mexico,20.09N,98.96W
1982-10-01,15.513,0.18,Chimalhuacán,Mexico,20.09N,98.96W
1982-11-01,14.042,0.21,Chimalhuacán,Mexico,20.09N,98.96W
1982-12-01,12.57,0.264,Chimalhuacán,Mexico,20.09N,98.96W
1983-01-01,11.669,0.096,Chimalhuacán,Mexico,20.09N,98.96W
1983-02-01,12.456,0.535,Chimalhuacán,Mexico,20.09N,98.96W
1983-03-01,15.284,0.32799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1983-04-01,18.11,0.327,Chimalhuacán,Mexico,20.09N,98.96W
1983-05-01,20.612,0.536,Chimalhuacán,Mexico,20.09N,98.96W
1983-06-01,19.729,0.525,Chimalhuacán,Mexico,20.09N,98.96W
1983-07-01,17.655,0.252,Chimalhuacán,Mexico,20.09N,98.96W
1983-08-01,17.566,0.268,Chimalhuacán,Mexico,20.09N,98.96W
1983-09-01,17.072,0.267,Chimalhuacán,Mexico,20.09N,98.96W
1983-10-01,15.515999999999998,0.188,Chimalhuacán,Mexico,20.09N,98.96W
1983-11-01,15.067,0.35700000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1983-12-01,13.191,0.406,Chimalhuacán,Mexico,20.09N,98.96W
1984-01-01,12.081,0.212,Chimalhuacán,Mexico,20.09N,98.96W
1984-02-01,13.367,0.273,Chimalhuacán,Mexico,20.09N,98.96W
1984-03-01,16.393,0.295,Chimalhuacán,Mexico,20.09N,98.96W
1984-04-01,18.952,0.29100000000000004,Chimalhuacán,Mexico,20.09N,98.96W
1984-05-01,17.58,0.511,Chimalhuacán,Mexico,20.09N,98.96W
1984-06-01,17.773,0.182,Chimalhuacán,Mexico,20.09N,98.96W
1984-07-01,16.684,0.375,Chimalhuacán,Mexico,20.09N,98.96W
1984-08-01,16.665,0.253,Chimalhuacán,Mexico,20.09N,98.96W
1984-09-01,15.759,0.517,Chimalhuacán,Mexico,20.09N,98.96W
1984-10-01,16.416,0.361,Chimalhuacán,Mexico,20.09N,98.96W
1984-11-01,13.436,0.16699999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1984-12-01,12.71,0.478,Chimalhuacán,Mexico,20.09N,98.96W
1985-01-01,11.927,0.48,Chimalhuacán,Mexico,20.09N,98.96W
1985-02-01,13.364,0.375,Chimalhuacán,Mexico,20.09N,98.96W
1985-03-01,16.234,0.365,Chimalhuacán,Mexico,20.09N,98.96W
1985-04-01,16.455,0.364,Chimalhuacán,Mexico,20.09N,98.96W
1985-05-01,18.02,0.226,Chimalhuacán,Mexico,20.09N,98.96W
1985-06-01,17.643,0.5489999999999999,Chimalhuacán,Mexico,20.09N,98.96W
1985-07-01,16.657,0.28800000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1985-08-01,17.256,0.381,Chimalhuacán,Mexico,20.09N,98.96W
1985-09-01,16.963,0.24100000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1985-10-01,15.787,0.16,Chimalhuacán,Mexico,20.09N,98.96W
1985-11-01,14.409,0.515,Chimalhuacán,Mexico,20.09N,98.96W
1985-12-01,12.751,0.43,Chimalhuacán,Mexico,20.09N,98.96W
1986-01-01,10.902000000000001,0.58,Chimalhuacán,Mexico,20.09N,98.96W
1986-02-01,13.937000000000001,0.773,Chimalhuacán,Mexico,20.09N,98.96W
1986-03-01,14.421,0.743,Chimalhuacán,Mexico,20.09N,98.96W
1986-04-01,17.858,0.32,Chimalhuacán,Mexico,20.09N,98.96W
1986-05-01,18.524,0.233,Chimalhuacán,Mexico,20.09N,98.96W
1986-06-01,17.789,0.294,Chimalhuacán,Mexico,20.09N,98.96W
1986-07-01,16.793,0.33799999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1986-08-01,17.349999999999998,0.14400000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1986-09-01,17.339000000000002,0.18600000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1986-10-01,15.763,0.281,Chimalhuacán,Mexico,20.09N,98.96W
1986-11-01,14.794,0.201,Chimalhuacán,Mexico,20.09N,98.96W
1986-12-01,12.779000000000002,0.217,Chimalhuacán,Mexico,20.09N,98.96W
1987-01-01,12.291,0.317,Chimalhuacán,Mexico,20.09N,98.96W
1987-02-01,13.647,0.225,Chimalhuacán,Mexico,20.09N,98.96W
1987-03-01,15.375,0.33299999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1987-04-01,16.204,0.423,Chimalhuacán,Mexico,20.09N,98.96W
1987-05-01,18.182000000000002,0.337,Chimalhuacán,Mexico,20.09N,98.96W
1987-06-01,18.265,0.195,Chimalhuacán,Mexico,20.09N,98.96W
1987-07-01,17.474,0.258,Chimalhuacán,Mexico,20.09N,98.96W
1987-08-01,17.779,0.16899999999999998,Chimalhuacán,Mexico,20.09N,98.96W
1987-09-01,18.109,0.358,Chimalhuacán,Mexico,20.09N,98.96W
1987-10-01,14.364,0.40399999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1987-11-01,13.95,0.18,Chimalhuacán,Mexico,20.09N,98.96W
1987-12-01,13.752,0.409,Chimalhuacán,Mexico,20.09N,98.96W
1988-01-01,11.557,0.39799999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1988-02-01,14.109000000000002,0.248,Chimalhuacán,Mexico,20.09N,98.96W
1988-03-01,15.412,0.305,Chimalhuacán,Mexico,20.09N,98.96W
1988-04-01,18.116,0.34,Chimalhuacán,Mexico,20.09N,98.96W
1988-05-01,19.189,0.257,Chimalhuacán,Mexico,20.09N,98.96W
1988-06-01,18.328,0.37799999999999995,Chimalhuacán,Mexico,20.09N,98.96W
1988-07-01,17.740000000000006,0.385,Chimalhuacán,Mexico,20.09N,98.96W
1988-08-01,17.788999999999994,0.14800000000000002,Chimalhuacán,Mexico,20.09N,98.96W
1988-09-01,16.633,0.321,Chimalhuacán,Mexico,20.09N,98.96W
1988-10-01,15.269,0.307,Chimalhuacán,Mexico,20.09N,98.96W
1988-11-01,14.866,0.447,Chimalhuacán,Mexico,20.09N,98.96W
1988-12-01,12.765999999999998,0.336,Chimalhuacán,Mexico,20.09N,98.96W
1989-01-01,13.412,0.449,Chimalhuacán,Mexico,20.09N,98.96W
1989-02-01,13.275,0.271,Chimalhuacán,Mexico,20.09N,98.96W
1989-03-01,14.972999999999999,0.327,Chimalhuacán,Mexico,20.09N,98.96W
1989-04-01,16.4,0.27899999999999997,Chimalhuacán,Mexico,20.09N,98.96W
1989-05-01,18.987000000000002,0.18,Chimalhuacán,Mexico,20.09N,98.96W
1989-06-01,18.655,0.249,Chimalhuacán,Mexico,20.09N,98.96W
1989-07-01,17.682000000000006,0.34700000000000003,Chimalhuacán,Mexico,20.09N,98.96W
1989-08-01,17.511,0.517,Chimalhuacán,Mexico,20.09N,98.96W
1989-09-01,16.265,0.402,Chimalhuacán,Mexico,20.09N,98.96W
1989-10-01,14.708,0.691,Chimalhuacán,Mexico,20.09N,98.96W
1989-11-01,15.214,0.201,Chimalhuacán,Mexico,20.09N,98.96W
1989-12-01,11.869000000000002,0.249,Chimalhuacán,Mexico,20.09N,98.96W
1990-01-01,13.048,0.366,Chimalhuacán,Mexico,20.09N,98.96W
1990-02-01,14.072000000000001,0.134,Chimalhuacán,Mexico,20.09N,98.96W
1990-03-01,15.690999999999999,0.45399999999999996,Chimalhuacán,Mexico,20.09N,98.96W
1990-04-01,17.375999999999998,0.253,Chimalhuacán,Mexico,20.09N,98.96W
1990-05-01,18.979,0.198,Chimalhuacán,Mexico,20.09N,98.96W
1990-06-01,18.418,0.228,Chimalhuacán,Mexico,20.09N,98.96W
1990-07-01,17.410999999999998,0.308,Chimalhuacán,Mexico,20.09N,98.96W
1990-08-01,17.307000000000002,0.233,Chimalhuacán,Mexico,20.09N,98.96W
1990-09-01,16.910999999999998,0.24600000000000002,Chimalhuacán,Mexico,20.09N,98.96W
