,22.24,0.564,Chandpur,Bangladesh,23.31N,90.00E
1893-02-01,22.198,0.8690000000000001,Chandrapur,India,20.09N,78.48E
1893-03-01,25.21,0.875,Chandrapur,India,20.09N,78.48E
1893-04-01,31.680999999999997,0.382,Chandrapur,India,20.09N,78.48E
1893-05-01,33.689,0.51,Chandrapur,India,20.09N,78.48E
1893-06-01,29.599,0.684,Chandrapur,India,20.09N,78.48E
1893-07-01,27.871,0.695,Chandrapur,India,20.09N,78.48E
1893-08-01,26.533,0.303,Chandrapur,India,20.09N,78.48E
1893-09-01,26.581999999999997,0.364,Chandrapur,India,20.09N,78.48E
1893-10-01,25.531,0.49200000000000005,Chandrapur,India,20.09N,78.48E
1893-11-01,23.576,0.865,Chandrapur,India,20.09N,78.48E
1893-12-01,19.995,0.674,Chandrapur,India,20.09N,78.48E
1894-01-01,22.02,0.902,Chandrapur,India,20.09N,78.48E
1894-02-01,25.464000000000002,0.611,Chandrapur,India,20.09N,78.48E
1894-03-01,28.872,0.659,Chandrapur,India,20.09N,78.48E
1894-04-01,32.174,0.488,Chandrapur,India,20.09N,78.48E
1894-05-01,35.325,0.332,Chandrapur,India,20.09N,78.48E
1894-06-01,30.74,0.341,Chandrapur,India,20.09N,78.48E
1894-07-01,27.3,0.177,Chandrapur,India,20.09N,78.48E
1894-08-01,26.976,0.6859999999999999,Chandrapur,India,20.09N,78.48E
1894-09-01,27.026999999999997,0.655,Chandrapur,India,20.09N,78.48E
1894-10-01,26.319000000000003,0.245,Chandrapur,India,20.09N,78.48E
1894-11-01,21.796999999999997,0.732,Chandrapur,India,20.09N,78.48E
1894-12-01,21.396,0.6579999999999999,Chandrapur,India,20.09N,78.48E
1895-01-01,22.12,0.7020000000000001,Chandrapur,India,20.09N,78.48E
1895-02-01,24.195,0.466,Chandrapur,India,20.09N,78.48E
1895-03-01,28.257,0.502,Chandrapur,India,20.09N,78.48E
1895-04-01,31.465999999999998,0.616,Chandrapur,India,20.09N,78.48E
1895-05-01,35.47700000000001,0.36,Chandrapur,India,20.09N,78.48E
1895-06-01,31.27,0.34,Chandrapur,India,20.09N,78.48E
1895-07-01,28.073,0.282,Chandrapur,India,20.09N,78.48E
1895-08-01,26.952,0.491,Chandrapur,India,20.09N,78.48E
1895-09-01,27.846999999999998,0.355,Chandrapur,India,20.09N,78.48E
1895-10-01,26.206,0.284,Chandrapur,India,20.09N,78.48E
1895-11-01,24.084000000000003,0.516,Chandrapur,India,20.09N,78.48E
1895-12-01,19.977,0.376,Chandrapur,India,20.09N,78.48E
1896-01-01,21.094,0.255,Chandrapur,India,20.09N,78.48E
1896-02-01,25.178,0.6579999999999999,Chandrapur,India,20.09N,78.48E
1896-03-01,29.982,0.505,Chandrapur,India,20.09N,78.48E
1896-04-01,34.244,0.475,Chandrapur,India,20.09N,78.48E
1896-05-01,36.357,0.45799999999999996,Chandrapur,India,20.09N,78.48E
1896-06-01,31.103,0.35100000000000003,Chandrapur,India,20.09N,78.48E
1896-07-01,28.096,0.263,Chandrapur,India,20.09N,78.48E
1896-08-01,26.463,0.373,Chandrapur,India,20.09N,78.48E
1896-09-01,28.462000000000003,0.493,Chandrapur,India,20.09N,78.48E
1896-10-01,27.865,0.415,Chandrapur,India,20.09N,78.48E
1896-11-01,25.375999999999998,0.637,Chandrapur,India,20.09N,78.48E
1896-12-01,22.324,0.513,Chandrapur,India,20.09N,78.48E
1897-01-01,23.462,1.038,Chandrapur,India,20.09N,78.48E
1897-02-01,26.409000000000002,0.698,Chandrapur,India,20.09N,78.48E
1897-03-01,29.005,0.479,Chandrapur,India,20.09N,78.48E
1897-04-01,33.371,0.581,Chandrapur,India,20.09N,78.48E
1897-05-01,36.26600000000001,0.478,Chandrapur,India,20.09N,78.48E
1897-06-01,33.486,0.6990000000000001,Chandrapur,India,20.09N,78.48E
1897-07-01,29.476999999999997,0.273,Chandrapur,India,20.09N,78.48E
1897-08-01,27.475,0.19699999999999998,Chandrapur,India,20.09N,78.48E
1897-09-01,27.949,0.452,Chandrapur,India,20.09N,78.48E
1897-10-01,26.675,0.628,Chandrapur,India,20.09N,78.48E
1897-11-01,22.73,0.488,Chandrapur,India,20.09N,78.48E
1897-12-01,19.671,0.718,Chandrapur,India,20.09N,78.48E
1898-01-01,20.467,1.062,Chandrapur,India,20.09N,78.48E
1898-02-01,23.365,0.615,Chandrapur,India,20.09N,78.48E
1898-03-01,28.968000000000004,0.41700000000000004,Chandrapur,India,20.09N,78.48E
1898-04-01,33.813,0.7240000000000001,Chandrapur,India,20.09N,78.48E
1898-05-01,35.493,0.513,Chandrapur,India,20.09N,78.48E
1898-06-01,31.664,0.484,Chandrapur,India,20.09N,78.48E
1898-07-01,27.406,0.456,Chandrapur,India,20.09N,78.48E
1898-08-01,26.38,0.5,Chandrapur,India,20.09N,78.48E
1898-09-01,27.401000000000003,0.221,Chandrapur,India,20.09N,78.48E
1898-10-01,26.611,0.397,Chandrapur,India,20.09N,78.48E
1898-11-01,23.763,0.578,Chandrapur,India,20.09N,78.48E
1898-12-01,22.648000000000003,0.8270000000000001,Chandrapur,India,20.09N,78.48E
1899-01-01,20.296,0.512,Chandrapur,India,20.09N,78.48E
1899-02-01,24.646,0.428,Chandrapur,India,20.09N,78.48E
1899-03-01,29.647,0.5,Chandrapur,India,20.09N,78.48E
1899-04-01,31.678,0.7190000000000001,Chandrapur,India,20.09N,78.48E
1899-05-01,34.760999999999996,0.48200000000000004,Chandrapur,India,20.09N,78.48E
1899-06-01,31.599,0.7070000000000001,Chandrapur,India,20.09N,78.48E
1899-07-01,28.618,0.65,Chandrapur,India,20.09N,78.48E
1899-08-01,28.731,0.637,Chandrapur,India,20.09N,78.48E
1899-09-01,29.468000000000004,0.7979999999999999,Chandrapur,India,20.09N,78.48E
1899-10-01,28.204,0.489,Chandrapur,India,20.09N,78.48E
1899-11-01,24.655,0.345,Chandrapur,India,20.09N,78.48E
1899-12-01,22.226,0.461,Chandrapur,India,20.09N,78.48E
1900-01-01,23.96,0.991,Chandrapur,India,20.09N,78.48E
1900-02-01,26.115,0.784,Chandrapur,India,20.09N,78.48E
1900-03-01,29.989,0.485,Chandrapur,India,20.09N,78.48E
1900-04-01,33.493,0.6509999999999999,Chandrapur,India,20.09N,78.48E
1900-05-01,35.478,0.528,Chandrapur,India,20.09N,78.48E
1900-06-01,33.347,0.722,Chandrapur,India,20.09N,78.48E
1900-07-01,28.583,0.7240000000000001,Chandrapur,India,20.09N,78.48E
1900-08-01,27.123,0.48100000000000004,Chandrapur,India,20.09N,78.48E
1900-09-01,27.153,0.467,Chandrapur,India,20.09N,78.48E
1900-10-01,25.652,0.8190000000000001,Chandrapur,India,20.09N,78.48E
1900-11-01,23.488000000000003,0.35,Chandrapur,India,20.09N,78.48E
1900-12-01,23.16,0.675,Chandrapur,India,20.09N,78.48E
1901-01-01,21.663,0.366,Chandrapur,India,20.09N,78.48E
1901-02-01,23.419,0.645,Chandrapur,India,20.09N,78.48E
1901-03-01,28.226999999999997,0.39299999999999996,Chandrapur,India,20.09N,78.48E
1901-04-01,32.245000000000005,0.7490000000000001,Chandrapur,India,20.09N,78.48E
1901-05-01,34.736999999999995,0.728,Chandrapur,India,20.09N,78.48E
1901-06-01,32.86,0.496,Chandrapur,India,20.09N,78.48E
1901-07-01,28.029,0.56,Chandrapur,India,20.09N,78.48E
1901-08-01,26.39,0.389,Chandrapur,India,20.09N,78.48E
1901-09-01,28.116999999999997,0.48100000000000004,Chandrapur,India,20.09N,78.48E
1901-10-01,27.332,0.36700000000000005,Chandrapur,India,20.09N,78.48E
1901-11-01,23.299000000000003,0.498,Chandrapur,India,20.09N,78.48E
1901-12-01,20.863000000000003,0.9129999999999999,Chandrapur,India,20.09N,78.48E
1902-01-01,22.838,0.611,Chandrapur,India,20.09N,78.48E
1902-02-01,24.795,0.502,Chandrapur,India,20.09N,78.48E
1902-03-01,30.093000000000004,0.429,Chandrapur,India,20.09N,78.48E
1902-04-01,33.222,0.602,Chandrapur,India,20.09N,78.48E
1902-05-01,36.039,0.596,Chandrapur,India,20.09N,78.48E
1902-06-01,33.641,0.856,Chandrapur,India,20.09N,78.48E
1902-07-01,28.558000000000003,0.597,Chandrapur,India,20.09N,78.48E
1902-08-01,28.334,0.591,Chandrapur,India,20.09N,78.48E
1902-09-01,27.47,0.37,Chandrapur,India,20.09N,78.48E
1902-10-01,26.972,0.268,Chandrapur,India,20.09N,78.48E
1902-11-01,22.629,0.354,Chandrapur,India,20.09N,78.48E
1902-12-01,20.686,0.716,Chandrapur,India,20.09N,78.48E
1903-01-01,22.367,0.6579999999999999,Chandrapur,India,20.09N,78.48E
1903-02-01,23.499000000000002,0.6629999999999999,Chandrapur,India,20.09N,78.48E
1903-03-01,28.413,0.391,Chandrapur,India,20.09N,78.48E
1903-04-01,32.736000000000004,0.629,Chandrapur,India,20.09N,78.48E
1903-05-01,33.67100000000001,0.43700000000000006,Chandrapur,India,20.09N,78.48E
1903-06-01,33.4,0.385,Chandrapur,India,20.09N,78.48E
1903-07-01,28.044,0.674,Chandrapur,India,20.09N,78.48E
1903-08-01,27.13,0.342,Chandrapur,India,20.09N,78.48E
1903-09-01,27.455,0.41,Chandrapur,India,20.09N,78.48E
1903-10-01,25.898000000000003,0.235,Chandrapur,India,20.09N,78.48E
1903-11-01,22.028,0.484,Chandrapur,India,20.09N,78.48E
1903-12-01,20.180999999999997,0.45399999999999996,Chandrapur,India,20.09N,78.48E
1904-01-01,21.847,0.708,Chandrapur,India,20.09N,78.48E
1904-02-01,23.769000000000002,0.5670000000000001,Chandrapur,India,20.09N,78.48E
1904-03-01,28.225,0.447,Chandrapur,India,20.09N,78.48E
1904-04-01,33.416000000000004,0.401,Chandrapur,India,20.09N,78.48E
1904-05-01,34.96100000000001,0.586,Chandrapur,India,20.09N,78.48E
1904-06-01,30.97,0.47,Chandrapur,India,20.09N,78.48E
1904-07-01,27.709,0.598,Chandrapur,India,20.09N,78.48E
1904-08-01,27.158,0.402,Chandrapur,India,20.09N,78.48E
1904-09-01,27.195,0.43,Chandrapur,India,20.09N,78.48E
1904-10-01,26.568,0.268,Chandrapur,India,20.09N,78.48E
1904-11-01,22.294,0.618,Chandrapur,India,20.09N,78.48E
1904-12-01,20.768,0.26,Chandrapur,India,20.09N,78.48E
1905-01-01,21.121,0.47700000000000004,Chandrapur,India,20.09N,78.48E
1905-02-01,21.533,0.628,Chandrapur,India,20.09N,78.48E
1905-03-01,27.769000000000002,0.377,Chandrapur,India,20.09N,78.48E
1905-04-01,30.587000000000003,0.424,Chandrapur,India,20.09N,78.48E
1905-05-01,35.69900000000001,0.5710000000000001,Chandrapur,India,20.09N,78.48E
1905-06-01,33.779,0.583,Chandrapur,India,20.09N,78.48E
1905-07-01,28.072,0.363,Chandrapur,India,20.09N,78.48E
1905-08-01,27.427,0.276,Chandrapur,India,20.09N,78.48E
1905-09-01,27.209000000000003,0.355,Chandrapur,India,20.09N,78.48E
1905-10-01,26.491,0.451,Chandrapur,India,20.09N,78.48E
1905-11-01,23.739,0.434,Chandrapur,India,20.09N,78.48E
1905-12-01,20.224,0.7,Chandrapur,India,20.09N,78.48E
1906-01-01,21.511,0.387,Chandrapur,India,20.09N,78.48E
1906-02-01,24.079,0.295,Chandrapur,India,20.09N,78.48E
1906-03-01,27.748,0.5429999999999999,Chandrapur,India,20.09N,78.48E
1906-04-01,33.247,0.406,Chandrapur,India,20.09N,78.48E
1906-05-01,36.286,0.426,Chandrapur,India,20.09N,78.48E
1906-06-01,31.13,0.568,Chandrapur,India,20.09N,78.48E
1906-07-01,27.635,0.33899999999999997,Chandrapur,India,20.09N,78.48E
1906-08-01,27.254,0.34700000000000003,Chandrapur,India,20.09N,78.48E
1906-09-01,26.861,0.151,Chandrapur,India,20.09N,78.48E
1906-10-01,26.127,0.294,Chandrapur,India,20.09N,78.48E
1906-11-01,23.491000000000003,0.191,Chandrapur,India,20.09N,78.48E
1906-12-01,21.232,0.623,Chandrapur,India,20.09N,78.48E
1907-01-01,21.66,0.506,Chandrapur,India,20.09N,78.48E
1907-02-01,23.956,0.239,Chandrapur,India,20.09N,78.48E
1907-03-01,27.635,0.204,Chandrapur,India,20.09N,78.48E
1907-04-01,29.824,0.8859999999999999,Chandrapur,India,20.09N,78.48E
1907-05-01,33.939,0.405,Chandrapur,India,20.09N,78.48E
1907-06-01,31.901999999999997,0.503,Chandrapur,India,20.09N,78.48E
1907-07-01,28.399,0.34700000000000003,Chandrapur,India,20.09N,78.48E
1907-08-01,25.899,0.45,Chandrapur,India,20.09N,78.48E
1907-09-01,27.975,0.703,Chandrapur,India,20.09N,78.48E
1907-10-01,27.645,0.389,Chandrapur,India,20.09N,78.48E
1907-11-01,24.256,0.58,Chandrapur,India,20.09N,78.48E
1907-12-01,19.948,0.511,Chandrapur,India,20.09N,78.48E
1908-01-01,20.599,0.512,Chandrapur,India,20.09N,78.48E
1908-02-01,24.229,0.436,Chandrapur,India,20.09N,78.48E
1908-03-01,27.593000000000004,0.298,Chandrapur,India,20.09N,78.48E
1908-04-01,33.27,0.28,Chandrapur,India,20.09N,78.48E
1908-05-01,35.335,0.71,Chandrapur,India,20.09N,78.48E
1908-06-01,32.65,0.319,Chandrapur,India,20.09N,78.48E
1908-07-01,27.116999999999997,0.3,Chandrapur,India,20.09N,78.48E
1908-08-01,26.296999999999997,0.23800000000000002,Chandrapur,India,20.09N,78.48E
1908-09-01,27.46,0.46,Chandrapur,India,20.09N,78.48E
1908-10-01,26.548000000000002,0.469,Chandrapur,India,20.09N,78.48E
1908-11-01,22.566000000000006,0.42100000000000004,Chandrapur,India,20.09N,78.48E
1908-12-01,19.26,0.688,Chandrapur,India,20.09N,78.48E
1909-01-01,22.713,0.604,Chandrapur,India,20.09N,78.48E
1909-02-01,24.565,0.415,Chandrapur,India,20.09N,78.48E
1909-03-01,29.454,0.503,Chandrapur,India,20.09N,78.48E
1909-04-01,30.413000000000004,1.2890000000000001,Chandrapur,India,20.09N,78.48E
1909-05-01,34.805,0.38299999999999995,Chandrapur,India,20.09N,78.48E
1909-06-01,30.669,0.348,Chandrapur,India,20.09N,78.48E
1909-07-01,26.936,0.485,Chandrapur,India,20.09N,78.48E
1909-08-01,27.347,0.5329999999999999,Chandrapur,India,20.09N,78.48E
1909-09-01,26.925,0.256,Chandrapur,India,20.09N,78.48E
1909-10-01,26.325,0.561,Chandrapur,India,20.09N,78.48E
1909-11-01,23.249,0.47600000000000003,Chandrapur,India,20.09N,78.48E
1909-12-01,21.445999999999998,0.254,Chandrapur,India,20.09N,78.48E
1910-01-01,21.636,0.45,Chandrapur,India,20.09N,78.48E
1910-02-01,23.675,0.6629999999999999,Chandrapur,India,20.09N,78.48E
1910-03-01,28.574,0.324,Chandrapur,India,20.09N,78.48E
1910-04-01,32.874,0.384,Chandrapur,India,20.09N,78.48E
1910-05-01,35.135000000000005,0.262,Chandrapur,India,20.09N,78.48E
1910-06-01,30.696,0.569,Chandrapur,India,20.09N,78.48E
1910-07-01,27.930999999999997,0.40700000000000003,Chandrapur,India,20.09N,78.48E
1910-08-01,27.069000000000003,0.185,Chandrapur,India,20.09N,78.48E
1910-09-01,26.910999999999998,0.40700000000000003,Chandrapur,India,20.09N,78.48E
1910-10-01,25.742,0.439,Chandrapur,India,20.09N,78.48E
1910-11-01,21.473000000000006,0.3,Chandrapur,India,20.09N,78.48E
1910-12-01,20.265,0.48,Chandrapur,India,20.09N,78.48E
1911-01-01,22.495,0.679,Chandrapur,India,20.09N,78.48E
1911-02-01,23.005,0.925,Chandrapur,India,20.09N,78.48E
1911-03-01,27.447,0.665,Chandrapur,India,20.09N,78.48E
1911-04-01,32.476,0.262,Chandrapur,India,20.09N,78.48E
1911-05-01,36.149,0.522,Chandrapur,India,20.09N,78.48E
1911-06-01,30.724,0.27,Chandrapur,India,20.09N,78.48E
1911-07-01,28.541999999999998,0.263,Chandrapur,India,20.09N,78.48E
1911-08-01,26.539,0.358,Chandrapur,India,20.09N,78.48E
1911-09-01,27.459000000000003,0.33299999999999996,Chandrapur,India,20.09N,78.48E
1911-10-01,27.239,0.445,Chandrapur,India,20.09N,78.48E
1911-11-01,24.346999999999998,0.649,Chandrapur,India,20.09N,78.48E
1911-12-01,21.105999999999998,1.198,Chandrapur,India,20.09N,78.48E
1912-01-01,22.018,0.6859999999999999,Chandrapur,India,20.09N,78.48E
1912-02-01,24.982,0.736,Chandrapur,India,20.09N,78.48E
1912-03-01,28.91,0.48,Chandrapur,India,20.09N,78.48E
1912-04-01,32.398,0.578,Chandrapur,India,20.09N,78.48E
1912-05-01,35.46,0.402,Chandrapur,India,20.09N,78.48E
1912-06-01,34.426,0.7070000000000001,Chandrapur,India,20.09N,78.48E
1912-07-01,28.07,0.22399999999999998,Chandrapur,India,20.09N,78.48E
1912-08-01,26.824,0.23399999999999999,Chandrapur,India,20.09N,78.48E
1912-09-01,27.799000000000003,0.39799999999999996,Chandrapur,India,20.09N,78.48E
1912-10-01,26.862,0.249,Chandrapur,India,20.09N,78.48E
1912-11-01,22.853,0.369,Chandrapur,India,20.09N,78.48E
1912-12-01,20.065,0.155,Chandrapur,India,20.09N,78.48E
1913-01-01,20.781,0.408,Chandrapur,India,20.09N,78.48E
1913-02-01,25.016,0.462,Chandrapur,India,20.09N,78.48E
1913-03-01,27.861,0.171,Chandrapur,India,20.09N,78.48E
1913-04-01,33.754000000000005,0.45,Chandrapur,India,20.09N,78.48E
1913-05-01,34.365,0.243,Chandrapur,India,20.09N,78.48E
1913-06-01,30.641,0.222,Chandrapur,India,20.09N,78.48E
1913-07-01,27.64,0.322,Chandrapur,India,20.09N,78.48E
1913-08-01,27.03,0.473,Chandrapur,India,20.09N,78.48E
1913-09-01,28.023000000000003,0.6509999999999999,Chandrapur,India,20.09N,78.48E
1913-10-01,27.145,0.495,Chandrapur,India,20.09N,78.48E
1913-11-01,23.534,0.415,Chandrapur,India,20.09N,78.48E
1913-12-01,21.228,0.54,Chandrapur,India,20.09N,78.48E
1914-01-01,21.783,0.9179999999999999,Chandrapur,India,20.09N,78.48E
1914-02-01,25.017,0.221,Chandrapur,India,20.09N,78.48E
1914-03-01,28.06,0.354,Chandrapur,India,20.09N,78.48E
1914-04-01,31.171000000000006,1.207,Chandrapur,India,20.09N,78.48E
1914-05-01,34.763000000000005,0.43799999999999994,Chandrapur,India,20.09N,78.48E
1914-06-01,31.114,0.35200000000000004,Chandrapur,India,20.09N,78.48E
1914-07-01,27.441000000000006,0.31,Chandrapur,India,20.09N,78.48E
1914-08-01,26.956999999999997,0.386,Chandrapur,India,20.09N,78.48E
1914-09-01,27.384,0.47600000000000003,Chandrapur,India,20.09N,78.48E
1914-10-01,26.723000000000003,0.33299999999999996,Chandrapur,India,20.09N,78.48E
1914-11-01,24.115,0.365,Chandrapur,India,20.09N,78.48E
1914-12-01,21.160999999999998,0.606,Chandrapur,India,20.09N,78.48E
1915-01-01,21.495,0.688,Chandrapur,India,20.09N,78.48E
1915-02-01,23.801,0.588,Chandrapur,India,20.09N,78.48E
1915-03-01,27.451,0.516,Chandrapur,India,20.09N,78.48E
1915-04-01,31.823,0.708,Chandrapur,India,20.09N,78.48E
1915-05-01,35.46100000000001,0.369,Chandrapur,India,20.09N,78.48E
1915-06-01,33.915,0.6859999999999999,Chandrapur,India,20.09N,78.48E
1915-07-01,28.708,0.531,Chandrapur,India,20.09N,78.48E
1915-08-01,27.117,0.267,Chandrapur,India,20.09N,78.48E
1915-09-01,27.701999999999998,0.27,Chandrapur,India,20.09N,78.48E
1915-10-01,27.077,0.149,Chandrapur,India,20.09N,78.48E
1915-11-01,24.781999999999996,0.74,Chandrapur,India,20.09N,78.48E
1915-12-01,20.233,0.72,Chandrapur,India,20.09N,78.48E
1916-01-01,21.434,0.8240000000000001,Chandrapur,India,20.09N,78.48E
1916-02-01,24.119,0.495,Chandrapur,India,20.09N,78.48E
1916-03-01,29.117,0.664,Chandrapur,India,20.09N,78.48E
1916-04-01,33.221000000000004,0.457,Chandrapur,India,20.09N,78.48E
1916-05-01,35.157000000000004,0.418,Chandrapur,India,20.09N,78.48E
1916-06-01,29.427,0.638,Chandrapur,India,20.09N,78.48E
1916-07-01,28.116,0.198,Chandrapur,India,20.09N,78.48E
1916-08-01,27.11,0.204,Chandrapur,India,20.09N,78.48E
1916-09-01,27.482000000000006,0.389,Chandrapur,India,20.09N,78.48E
1916-10-01,26.732,0.568,Chandrapur,India,20.09N,78.48E
1916-11-01,23.42,0.711,Chandrapur,India,20.09N,78.48E
1916-12-01,19.711,0.68,Chandrapur,India,20.09N,78.48E
1917-01-01,21.315,0.647,Chandrapur,India,20.09N,78.48E
1917-02-01,23.061,0.742,Chandrapur,India,20.09N,78.48E
1917-03-01,27.019000000000002,0.93,Chandrapur,India,20.09N,78.48E
1917-04-01,30.581999999999997,0.8290000000000001,Chandrapur,India,20.09N,78.48E
1917-05-01,30.539,0.988,Chandrapur,India,20.09N,78.48E
1917-06-01,29.909000000000002,0.509,Chandrapur,India,20.09N,78.48E
1917-07-01,27.373,0.67,Chandrapur,India,20.09N,78.48E
1917-08-01,27.313000000000002,0.321,Chandrapur,India,20.09N,78.48E
1917-09-01,26.828000000000007,0.515,Chandrapur,India,20.09N,78.48E
1917-10-01,26.133000000000003,0.192,Chandrapur,India,20.09N,78.48E
1917-11-01,22.363000000000003,0.5670000000000001,Chandrapur,India,20.09N,78.48E
1917-12-01,20.783,0.36700000000000005,Chandrapur,India,20.09N,78.48E
1918-01-01,20.167,0.691,Chandrapur,India,20.09N,78.48E
1918-02-01,24.32,0.517,Chandrapur,India,20.09N,78.48E
1918-03-01,28.172,0.374,Chandrapur,India,20.09N,78.48E
1918-04-01,31.727000000000004,0.35700000000000004,Chandrapur,India,20.09N,78.48E
1918-05-01,33.853,0.763,Chandrapur,India,20.09N,78.48E
1918-06-01,29.873,1.318,Chandrapur,India,20.09N,78.48E
1918-07-01,28.971999999999998,0.349,Chandrapur,India,20.09N,78.48E
1918-08-01,27.086,0.3,Chandrapur,India,20.09N,78.48E
1918-09-01,28.369000000000003,0.701,Chandrapur,India,20.09N,78.48E
1918-10-01,27.051,0.631,Chandrapur,India,20.09N,78.48E
1918-11-01,24.450000000000006,0.7859999999999999,Chandrapur,India,20.09N,78.48E
1918-12-01,21.228,0.513,Chandrapur,India,20.09N,78.48E
1919-01-01,22.864,0.96,Chandrapur,India,20.09N,78.48E
1919-02-01,24.366,1.068,Chandrapur,India,20.09N,78.48E
1919-03-01,28.76,0.934,Chandrapur,India,20.09N,78.48E
1919-04-01,31.842,0.695,Chandrapur,India,20.09N,78.48E
1919-05-01,34.419000000000004,0.648,Chandrapur,India,20.09N,78.48E
1919-06-01,30.448,0.81,Chandrapur,India,20.09N,78.48E
1919-07-01,27.761999999999997,0.16399999999999998,Chandrapur,India,20.09N,78.48E
1919-08-01,26.88,0.25,Chandrapur,India,20.09N,78.48E
1919-09-01,27.82,0.38,Chandrapur,India,20.09N,78.48E
1919-10-01,26.1,0.26899999999999996,Chandrapur,India,20.09N,78.48E
1919-11-01,24.284,0.863,Chandrapur,India,20.09N,78.48E
1919-12-01,20.653000000000002,0.807,Chandrapur,India,20.09N,78.48E
1920-01-01,21.89,0.51,Chandrapur,India,20.09N,78.48E
1920-02-01,24.064,0.203,Chandrapur,India,20.09N,78.48E
1920-03-01,28.743000000000002,0.509,Chandrapur,India,20.09N,78.48E
1920-04-01,32.024,0.7120000000000001,Chandrapur,India,20.09N,78.48E
1920-05-01,33.501999999999995,0.222,Chandrapur,India,20.09N,78.48E
1920-06-01,32.561,0.489,Chandrapur,India,20.09N,78.48E
1920-07-01,27.724,0.25,Chandrapur,India,20.09N,78.48E
1920-08-01,27.667,0.413,Chandrapur,India,20.09N,78.48E
1920-09-01,28.559,0.344,Chandrapur,India,20.09N,78.48E
1920-10-01,28.025,0.659,Chandrapur,India,20.09N,78.48E
1920-11-01,24.125,0.643,Chandrapur,India,20.09N,78.48E
1920-12-01,21.343000000000004,0.633,Chandrapur,India,20.09N,78.48E
1921-01-01,22.55,0.7140000000000001,Chandrapur,India,20.09N,78.48E
1921-02-01,24.156999999999996,0.3,Chandrapur,India,20.09N,78.48E
1921-03-01,30.154,0.32899999999999996,Chandrapur,India,20.09N,78.48E
1921-04-01,33.541000000000004,0.40299999999999997,Chandrapur,India,20.09N,78.48E
1921-05-01,36.838,0.451,Chandrapur,India,20.09N,78.48E
1921-06-01,31.34,0.585,Chandrapur,India,20.09N,78.48E
1921-07-01,28.381999999999998,0.614,Chandrapur,India,20.09N,78.48E
1921-08-01,27.199,0.45,Chandrapur,India,20.09N,78.48E
