999997,0.253,Bettiah,India,26.52N,84.18E
1974-05-01,31.108,0.519,Bhagalpur,India,24.92N,86.90E
1974-06-01,31.148000000000003,0.48200000000000004,Bhagalpur,India,24.92N,86.90E
1974-07-01,28.18,0.36,Bhagalpur,India,24.92N,86.90E
1974-08-01,29.044,0.35700000000000004,Bhagalpur,India,24.92N,86.90E
1974-09-01,28.285,0.48100000000000004,Bhagalpur,India,24.92N,86.90E
1974-10-01,27.908,0.303,Bhagalpur,India,24.92N,86.90E
1974-11-01,23.119,0.302,Bhagalpur,India,24.92N,86.90E
1974-12-01,16.965999999999998,0.298,Bhagalpur,India,24.92N,86.90E
1975-01-01,16.554000000000002,0.23600000000000002,Bhagalpur,India,24.92N,86.90E
1975-02-01,20.410999999999998,0.344,Bhagalpur,India,24.92N,86.90E
1975-03-01,26.394,0.569,Bhagalpur,India,24.92N,86.90E
1975-04-01,31.07,0.632,Bhagalpur,India,24.92N,86.90E
1975-05-01,32.085,0.516,Bhagalpur,India,24.92N,86.90E
1975-06-01,31.291,0.688,Bhagalpur,India,24.92N,86.90E
1975-07-01,28.436,0.31,Bhagalpur,India,24.92N,86.90E
1975-08-01,28.880000000000006,0.632,Bhagalpur,India,24.92N,86.90E
1975-09-01,28.688,0.679,Bhagalpur,India,24.92N,86.90E
1975-10-01,28.156,0.3,Bhagalpur,India,24.92N,86.90E
1975-11-01,21.92,0.304,Bhagalpur,India,24.92N,86.90E
1975-12-01,17.423,0.231,Bhagalpur,India,24.92N,86.90E
1976-01-01,17.122,0.402,Bhagalpur,India,24.92N,86.90E
1976-02-01,21.019,0.32799999999999996,Bhagalpur,India,24.92N,86.90E
1976-03-01,26.554,0.299,Bhagalpur,India,24.92N,86.90E
1976-04-01,30.08,0.41100000000000003,Bhagalpur,India,24.92N,86.90E
1976-05-01,30.436,0.575,Bhagalpur,India,24.92N,86.90E
1976-06-01,30.647,0.507,Bhagalpur,India,24.92N,86.90E
1976-07-01,29.178,0.37,Bhagalpur,India,24.92N,86.90E
1976-08-01,28.430999999999997,0.18899999999999997,Bhagalpur,India,24.92N,86.90E
1976-09-01,28.353,0.423,Bhagalpur,India,24.92N,86.90E
1976-10-01,26.928,0.625,Bhagalpur,India,24.92N,86.90E
1976-11-01,24.085,0.547,Bhagalpur,India,24.92N,86.90E
1976-12-01,18.045,0.5,Bhagalpur,India,24.92N,86.90E
1977-01-01,16.811,0.5760000000000001,Bhagalpur,India,24.92N,86.90E
1977-02-01,20.472,0.405,Bhagalpur,India,24.92N,86.90E
1977-03-01,27.653,0.47600000000000003,Bhagalpur,India,24.92N,86.90E
1977-04-01,29.508000000000003,0.332,Bhagalpur,India,24.92N,86.90E
1977-05-01,29.078000000000003,0.433,Bhagalpur,India,24.92N,86.90E
1977-06-01,29.524,0.27699999999999997,Bhagalpur,India,24.92N,86.90E
1977-07-01,28.791,0.442,Bhagalpur,India,24.92N,86.90E
1977-08-01,29.174000000000003,0.23600000000000002,Bhagalpur,India,24.92N,86.90E
1977-09-01,28.915000000000006,0.135,Bhagalpur,India,24.92N,86.90E
1977-10-01,26.311,0.35,Bhagalpur,India,24.92N,86.90E
1977-11-01,23.599,0.187,Bhagalpur,India,24.92N,86.90E
1977-12-01,18.125,0.341,Bhagalpur,India,24.92N,86.90E
1978-01-01,15.896999999999998,0.312,Bhagalpur,India,24.92N,86.90E
1978-02-01,19.507,0.213,Bhagalpur,India,24.92N,86.90E
1978-03-01,24.433000000000003,0.5760000000000001,Bhagalpur,India,24.92N,86.90E
1978-04-01,29.516,0.703,Bhagalpur,India,24.92N,86.90E
1978-05-01,31.076999999999998,0.847,Bhagalpur,India,24.92N,86.90E
1978-06-01,29.865,0.519,Bhagalpur,India,24.92N,86.90E
1978-07-01,28.805,0.40299999999999997,Bhagalpur,India,24.92N,86.90E
1978-08-01,29.114,0.281,Bhagalpur,India,24.92N,86.90E
1978-09-01,28.122,0.172,Bhagalpur,India,24.92N,86.90E
1978-10-01,26.787,0.349,Bhagalpur,India,24.92N,86.90E
1978-11-01,23.386,0.23,Bhagalpur,India,24.92N,86.90E
1978-12-01,18.028,0.488,Bhagalpur,India,24.92N,86.90E
1979-01-01,17.928,0.297,Bhagalpur,India,24.92N,86.90E
1979-02-01,19.217,0.37,Bhagalpur,India,24.92N,86.90E
1979-03-01,25.545,0.6,Bhagalpur,India,24.92N,86.90E
1979-04-01,30.504,0.922,Bhagalpur,India,24.92N,86.90E
1979-05-01,32.624,0.49200000000000005,Bhagalpur,India,24.92N,86.90E
1979-06-01,31.570999999999998,0.35600000000000004,Bhagalpur,India,24.92N,86.90E
1979-07-01,29.4,0.22899999999999998,Bhagalpur,India,24.92N,86.90E
1979-08-01,29.401,0.366,Bhagalpur,India,24.92N,86.90E
1979-09-01,29.095,0.305,Bhagalpur,India,24.92N,86.90E
1979-10-01,27.268,0.161,Bhagalpur,India,24.92N,86.90E
1979-11-01,24.868000000000002,0.35,Bhagalpur,India,24.92N,86.90E
1979-12-01,18.414,0.26899999999999996,Bhagalpur,India,24.92N,86.90E
1980-01-01,17.214000000000002,0.384,Bhagalpur,India,24.92N,86.90E
1980-02-01,20.790000000000006,0.528,Bhagalpur,India,24.92N,86.90E
1980-03-01,26.1,0.52,Bhagalpur,India,24.92N,86.90E
1980-04-01,31.557,0.81,Bhagalpur,India,24.92N,86.90E
1980-05-01,30.815,1.071,Bhagalpur,India,24.92N,86.90E
1980-06-01,29.554000000000002,0.65,Bhagalpur,India,24.92N,86.90E
1980-07-01,28.987,0.336,Bhagalpur,India,24.92N,86.90E
1980-08-01,29.051,0.452,Bhagalpur,India,24.92N,86.90E
1980-09-01,29.08,0.17300000000000001,Bhagalpur,India,24.92N,86.90E
1980-10-01,26.802,0.344,Bhagalpur,India,24.92N,86.90E
1980-11-01,22.982,0.52,Bhagalpur,India,24.92N,86.90E
1980-12-01,18.671,0.306,Bhagalpur,India,24.92N,86.90E
1981-01-01,16.738,0.139,Bhagalpur,India,24.92N,86.90E
1981-02-01,20.548,0.384,Bhagalpur,India,24.92N,86.90E
1981-03-01,24.980999999999998,0.369,Bhagalpur,India,24.92N,86.90E
1981-04-01,28.29,1.035,Bhagalpur,India,24.92N,86.90E
1981-05-01,29.54,0.664,Bhagalpur,India,24.92N,86.90E
1981-06-01,30.593000000000004,0.27699999999999997,Bhagalpur,India,24.92N,86.90E
1981-07-01,28.656,0.265,Bhagalpur,India,24.92N,86.90E
1981-08-01,29.151,0.326,Bhagalpur,India,24.92N,86.90E
1981-09-01,28.771,0.405,Bhagalpur,India,24.92N,86.90E
1981-10-01,26.795,0.534,Bhagalpur,India,24.92N,86.90E
1981-11-01,22.1,0.293,Bhagalpur,India,24.92N,86.90E
1981-12-01,17.658,0.374,Bhagalpur,India,24.92N,86.90E
1982-01-01,18.269000000000002,0.276,Bhagalpur,India,24.92N,86.90E
1982-02-01,19.866,0.29,Bhagalpur,India,24.92N,86.90E
1982-03-01,24.368,0.5920000000000001,Bhagalpur,India,24.92N,86.90E
1982-04-01,29.2,1.045,Bhagalpur,India,24.92N,86.90E
1982-05-01,31.866999999999997,1.199,Bhagalpur,India,24.92N,86.90E
1982-06-01,30.101999999999997,0.414,Bhagalpur,India,24.92N,86.90E
1982-07-01,29.928,0.665,Bhagalpur,India,24.92N,86.90E
1982-08-01,28.77,0.36700000000000005,Bhagalpur,India,24.92N,86.90E
1982-09-01,29.281,0.433,Bhagalpur,India,24.92N,86.90E
1982-10-01,26.633000000000003,0.473,Bhagalpur,India,24.92N,86.90E
1982-11-01,22.343000000000004,0.516,Bhagalpur,India,24.92N,86.90E
1982-12-01,17.843,0.605,Bhagalpur,India,24.92N,86.90E
1983-01-01,15.937000000000001,0.306,Bhagalpur,India,24.92N,86.90E
1983-02-01,19.476000000000006,0.5489999999999999,Bhagalpur,India,24.92N,86.90E
1983-03-01,25.897,0.373,Bhagalpur,India,24.92N,86.90E
1983-04-01,28.649,0.42700000000000005,Bhagalpur,India,24.92N,86.90E
1983-05-01,30.229,0.546,Bhagalpur,India,24.92N,86.90E
1983-06-01,31.641,0.841,Bhagalpur,India,24.92N,86.90E
1983-07-01,29.671,0.42700000000000005,Bhagalpur,India,24.92N,86.90E
1983-08-01,29.259,0.313,Bhagalpur,India,24.92N,86.90E
1983-09-01,28.939,0.344,Bhagalpur,India,24.92N,86.90E
1983-10-01,26.586,0.402,Bhagalpur,India,24.92N,86.90E
1983-11-01,22.337,0.289,Bhagalpur,India,24.92N,86.90E
1983-12-01,17.674,0.389,Bhagalpur,India,24.92N,86.90E
1984-01-01,16.677,0.5820000000000001,Bhagalpur,India,24.92N,86.90E
1984-02-01,19.369,0.545,Bhagalpur,India,24.92N,86.90E
1984-03-01,26.572000000000006,0.45399999999999996,Bhagalpur,India,24.92N,86.90E
1984-04-01,30.929000000000002,0.165,Bhagalpur,India,24.92N,86.90E
1984-05-01,31.814,1.08,Bhagalpur,India,24.92N,86.90E
1984-06-01,29.363000000000003,0.685,Bhagalpur,India,24.92N,86.90E
1984-07-01,28.531999999999996,0.40700000000000003,Bhagalpur,India,24.92N,86.90E
1984-08-01,28.746,0.40299999999999997,Bhagalpur,India,24.92N,86.90E
1984-09-01,28.081,0.368,Bhagalpur,India,24.92N,86.90E
1984-10-01,27.366999999999997,0.141,Bhagalpur,India,24.92N,86.90E
1984-11-01,21.878,0.43799999999999994,Bhagalpur,India,24.92N,86.90E
1984-12-01,18.549,0.779,Bhagalpur,India,24.92N,86.90E
1985-01-01,17.784000000000002,0.316,Bhagalpur,India,24.92N,86.90E
1985-02-01,20.227,0.384,Bhagalpur,India,24.92N,86.90E
1985-03-01,27.67,0.721,Bhagalpur,India,24.92N,86.90E
1985-04-01,31.1,0.413,Bhagalpur,India,24.92N,86.90E
1985-05-01,30.726,0.62,Bhagalpur,India,24.92N,86.90E
1985-06-01,30.848000000000003,0.37799999999999995,Bhagalpur,India,24.92N,86.90E
1985-07-01,28.28,0.435,Bhagalpur,India,24.92N,86.90E
1985-08-01,29.261000000000006,0.493,Bhagalpur,India,24.92N,86.90E
1985-09-01,28.552,0.634,Bhagalpur,India,24.92N,86.90E
1985-10-01,26.522,0.34299999999999997,Bhagalpur,India,24.92N,86.90E
1985-11-01,22.517,0.569,Bhagalpur,India,24.92N,86.90E
1985-12-01,19.212,0.39399999999999996,Bhagalpur,India,24.92N,86.90E
1986-01-01,17.471,0.425,Bhagalpur,India,24.92N,86.90E
1986-02-01,20.56,0.373,Bhagalpur,India,24.92N,86.90E
1986-03-01,26.322000000000006,0.8009999999999999,Bhagalpur,India,24.92N,86.90E
1986-04-01,29.629,0.223,Bhagalpur,India,24.92N,86.90E
1986-05-01,29.711,0.6409999999999999,Bhagalpur,India,24.92N,86.90E
1986-06-01,31.083000000000002,0.599,Bhagalpur,India,24.92N,86.90E
1986-07-01,28.81,0.312,Bhagalpur,India,24.92N,86.90E
1986-08-01,29.101999999999997,0.79,Bhagalpur,India,24.92N,86.90E
1986-09-01,28.475,0.342,Bhagalpur,India,24.92N,86.90E
1986-10-01,25.848000000000003,0.249,Bhagalpur,India,24.92N,86.90E
1986-11-01,23.184,0.41200000000000003,Bhagalpur,India,24.92N,86.90E
1986-12-01,18.671,0.616,Bhagalpur,India,24.92N,86.90E
1987-01-01,17.172,0.41700000000000004,Bhagalpur,India,24.92N,86.90E
1987-02-01,21.714,0.61,Bhagalpur,India,24.92N,86.90E
1987-03-01,26.101000000000006,0.33399999999999996,Bhagalpur,India,24.92N,86.90E
1987-04-01,29.859,0.401,Bhagalpur,India,24.92N,86.90E
1987-05-01,31.283,0.498,Bhagalpur,India,24.92N,86.90E
1987-06-01,31.79,0.382,Bhagalpur,India,24.92N,86.90E
1987-07-01,28.867,0.387,Bhagalpur,India,24.92N,86.90E
1987-08-01,28.83,0.536,Bhagalpur,India,24.92N,86.90E
1987-09-01,29.061,0.41700000000000004,Bhagalpur,India,24.92N,86.90E
1987-10-01,27.365,0.451,Bhagalpur,India,24.92N,86.90E
1987-11-01,23.228,0.557,Bhagalpur,India,24.92N,86.90E
1987-12-01,19.046,0.551,Bhagalpur,India,24.92N,86.90E
1988-01-01,18.362000000000002,0.606,Bhagalpur,India,24.92N,86.90E
1988-02-01,21.359,0.6890000000000001,Bhagalpur,India,24.92N,86.90E
1988-03-01,26.004,0.39799999999999996,Bhagalpur,India,24.92N,86.90E
1988-04-01,30.574,0.45299999999999996,Bhagalpur,India,24.92N,86.90E
1988-05-01,31.630000000000006,0.43799999999999994,Bhagalpur,India,24.92N,86.90E
1988-06-01,29.901,0.43700000000000006,Bhagalpur,India,24.92N,86.90E
1988-07-01,29.275,0.268,Bhagalpur,India,24.92N,86.90E
1988-08-01,29.256999999999998,0.23,Bhagalpur,India,24.92N,86.90E
1988-09-01,29.839,0.28300000000000003,Bhagalpur,India,24.92N,86.90E
1988-10-01,27.46,0.757,Bhagalpur,India,24.92N,86.90E
1988-11-01,23.079,0.5539999999999999,Bhagalpur,India,24.92N,86.90E
1988-12-01,19.585,0.647,Bhagalpur,India,24.92N,86.90E
1989-01-01,16.512,0.588,Bhagalpur,India,24.92N,86.90E
1989-02-01,20.410999999999998,0.856,Bhagalpur,India,24.92N,86.90E
1989-03-01,25.921000000000006,0.595,Bhagalpur,India,24.92N,86.90E
1989-04-01,30.836,0.8740000000000001,Bhagalpur,India,24.92N,86.90E
1989-05-01,31.564,0.27399999999999997,Bhagalpur,India,24.92N,86.90E
1989-06-01,29.886,0.35700000000000004,Bhagalpur,India,24.92N,86.90E
1989-07-01,28.965,0.306,Bhagalpur,India,24.92N,86.90E
1989-08-01,29.244,0.33299999999999996,Bhagalpur,India,24.92N,86.90E
1989-09-01,28.958,0.321,Bhagalpur,India,24.92N,86.90E
1989-10-01,27.526,0.45299999999999996,Bhagalpur,India,24.92N,86.90E
1989-11-01,22.51,0.363,Bhagalpur,India,24.92N,86.90E
1989-12-01,17.634,0.42100000000000004,Bhagalpur,India,24.92N,86.90E
1990-01-01,17.921,0.802,Bhagalpur,India,24.92N,86.90E
1990-02-01,20.756,0.436,Bhagalpur,India,24.92N,86.90E
1990-03-01,24.406,0.43700000000000006,Bhagalpur,India,24.92N,86.90E
1990-04-01,29.403000000000002,0.19399999999999998,Bhagalpur,India,24.92N,86.90E
1990-05-01,30.548,0.375,Bhagalpur,India,24.92N,86.90E
1990-06-01,30.709,0.34299999999999997,Bhagalpur,India,24.92N,86.90E
1990-07-01,28.747,0.395,Bhagalpur,India,24.92N,86.90E
1990-08-01,29.515,0.251,Bhagalpur,India,24.92N,86.90E
1990-09-01,29.252,0.32799999999999996,Bhagalpur,India,24.92N,86.90E
1990-10-01,25.865,0.345,Bhagalpur,India,24.92N,86.90E
1990-11-01,23.669,0.424,Bhagalpur,India,24.92N,86.90E
1990-12-01,18.788,0.268,Bhagalpur,India,24.92N,86.90E
1991-01-01,16.582,0.28,Bhagalpur,India,24.92N,86.90E
1991-02-01,21.866,0.36200000000000004,Bhagalpur,India,24.92N,86.90E
1991-03-01,26.455,0.342,Bhagalpur,India,24.92N,86.90E
1991-04-01,29.99,0.289,Bhagalpur,India,24.92N,86.90E
1991-05-01,31.467,0.9309999999999999,Bhagalpur,India,24.92N,86.90E
1991-06-01,29.980999999999998,0.37,Bhagalpur,India,24.92N,86.90E
1991-07-01,29.524,0.24,Bhagalpur,India,24.92N,86.90E
1991-08-01,29.199,0.418,Bhagalpur,India,24.92N,86.90E
1991-09-01,28.680999999999997,0.33299999999999996,Bhagalpur,India,24.92N,86.90E
1991-10-01,26.93,0.46299999999999997,Bhagalpur,India,24.92N,86.90E
1991-11-01,22.144000000000002,0.675,Bhagalpur,India,24.92N,86.90E
1991-12-01,17.73,0.341,Bhagalpur,India,24.92N,86.90E
1992-01-01,16.576999999999998,0.375,Bhagalpur,India,24.92N,86.90E
1992-02-01,19.145,0.384,Bhagalpur,India,24.92N,86.90E
1992-03-01,26.747,0.261,Bhagalpur,India,24.92N,86.90E
1992-04-01,31.062,0.292,Bhagalpur,India,24.92N,86.90E
1992-05-01,30.41,0.218,Bhagalpur,India,24.92N,86.90E
1992-06-01,30.952,0.442,Bhagalpur,India,24.92N,86.90E
1992-07-01,28.776,0.23600000000000002,Bhagalpur,India,24.92N,86.90E
1992-08-01,29.103,0.263,Bhagalpur,India,24.92N,86.90E
1992-09-01,29.064,0.254,Bhagalpur,India,24.92N,86.90E
1992-10-01,27.039,0.311,Bhagalpur,India,24.92N,86.90E
1992-11-01,22.766,0.49200000000000005,Bhagalpur,India,24.92N,86.90E
1992-12-01,17.754,0.43700000000000006,Bhagalpur,India,24.92N,86.90E
1993-01-01,16.425,0.981,Bhagalpur,India,24.92N,86.90E
1993-02-01,21.587,0.433,Bhagalpur,India,24.92N,86.90E
1993-03-01,24.895000000000003,0.341,Bhagalpur,India,24.92N,86.90E
1993-04-01,29.028000000000002,0.247,Bhagalpur,India,24.92N,86.90E
1993-05-01,30.615,0.272,Bhagalpur,India,24.92N,86.90E
1993-06-01,30.139,0.336,Bhagalpur,India,24.92N,86.90E
1993-07-01,29.519000000000002,0.374,Bhagalpur,India,24.92N,86.90E
1993-08-01,28.913,0.36700000000000005,Bhagalpur,India,24.92N,86.90E
1993-09-01,28.414,0.22399999999999998,Bhagalpur,India,24.92N,86.90E
1993-10-01,27.557,0.27899999999999997,Bhagalpur,India,24.92N,86.90E
1993-11-01,23.215,0.252,Bhagalpur,India,24.92N,86.90E
1993-12-01,18.815,0.278,Bhagalpur,India,24.92N,86.90E
1994-01-01,18.044,0.314,Bhagalpur,India,24.92N,86.90E
1994-02-01,19.86,0.37,Bhagalpur,India,24.92N,86.90E
1994-03-01,26.508000000000006,0.33399999999999996,Bhagalpur,India,24.92N,86.90E
1994-04-01,29.648000000000003,0.31,Bhagalpur,India,24.92N,86.90E
1994-05-01,32.006,0.336,Bhagalpur,India,24.92N,86.90E
1994-06-01,30.372,0.317,Bhagalpur,India,24.92N,86.90E
1994-07-01,29.358,0.39799999999999996,Bhagalpur,India,24.92N,86.90E
1994-08-01,29.241999999999997,0.342,Bhagalpur,India,24.92N,86.90E
1994-09-01,29.0,0.284,Bhagalpur,India,24.92N,86.90E
1994-10-01,26.909000000000002,0.218,Bhagalpur,India,24.92N,86.90E
1994-11-01,22.578000000000003,0.48100000000000004,Bhagalpur,India,24.92N,86.90E
1994-12-01,18.022000000000002,0.45399999999999996,Bhagalpur,India,24.92N,86.90E
1995-01-01,16.108,0.153,Bhagalpur,India,24.92N,86.90E
1995-02-01,20.315,0.631,Bhagalpur,India,24.92N,86.90E
1995-03-01,25.775,0.622,Bhagalpur,India,24.92N,86.90E
1995-04-01,30.69,0.34299999999999997,Bhagalpur,India,24.92N,86.90E
1995-05-01,32.961999999999996,0.255,Bhagalpur,India,24.92N,86.90E
1995-06-01,31.204,0.191,Bhagalpur,India,24.92N,86.90E
1995-07-01,28.999000000000002,0.263,Bhagalpur,India,24.92N,86.90E
1995-08-01,29.130000000000006,0.311,Bhagalpur,India,24.92N,86.90E
1995-09-01,28.753,0.264,Bhagalpur,India,24.92N,86.90E
1995-10-01,27.44,0.22,Bhagalpur,India,24.92N,86.90E
1995-11-01,22.542,0.469,Bhagalpur,India,24.92N,86.90E
1995-12-01,18.408,0.314,Bhagalpur,India,24.92N,86.90E
1996-01-01,17.378,0.40700000000000003,Bhagalpur,India,24.92N,86.90E
1996-02-01,20.748,0.335,Bhagalpur,India,24.92N,86.90E
1996-03-01,27.123,0.384,Bhagalpur,India,24.92N,86.90E
1996-04-01,30.464000000000002,0.244,Bhagalpur,India,24.92N,86.90E
1996-05-01,32.446,0.368,Bhagalpur,India,24.92N,86.90E
1996-06-01,30.022,0.493,Bhagalpur,India,24.92N,86.90E
1996-07-01,29.406,0.442,Bhagalpur,India,24.92N,86.90E
1996-08-01,28.688,0.324,Bhagalpur,India,24.92N,86.90E
1996-09-01,29.3,0.20600000000000002,Bhagalpur,India,24.92N,86.90E
1996-10-01,26.694000000000003,0.142,Bhagalpur,India,24.92N,86.90E
1996-11-01,22.59,0.534,Bhagalpur,India,24.92N,86.90E
1996-12-01,17.988,0.34299999999999997,Bhagalpur,India,24.92N,86.90E
1997-01-01,16.616,0.371,Bhagalpur,India,24.92N,86.90E
1997-02-01,19.685,0.428,Bhagalpur,India,24.92N,86.90E
1997-03-01,26.353,0.245,Bhagalpur,India,24.92N,86.90E
1997-04-01,27.763,1.038,Bhagalpur,India,24.92N,86.90E
1997-05-01,31.348000000000006,0.539,Bhagalpur,India,24.92N,86.90E
1997-06-01,31.018,0.293,Bhagalpur,India,24.92N,86.90E
1997-07-01,29.028000000000002,0.308,Bhagalpur,India,24.92N,86.90E
1997-08-01,29.160999999999998,0.187,Bhagalpur,India,24.92N,86.90E
1997-09-01,28.643,0.24600000000000002,Bhagalpur,India,24.92N,86.90E
1997-10-01,26.055,0.253,Bhagalpur,India,24.92N,86.90E
1997-11-01,23.555,0.375,Bhagalpur,India,24.92N,86.90E
1997-12-01,17.843,0.261,Bhagalpur,India,24.92N,86.90E
1998-01-01,16.093999999999998,0.282,Bhagalpur,India,24.92N,86.90E
1998-02-01,21.0,0.159,Bhagalpur,India,24.92N,86.90E
1998-03-01,24.162000000000006,0.41,Bhagalpur,India,24.92N,86.90E
1998-04-01,29.387,0.473,Bhagalpur,India,24.92N,86.90E
1998-05-01,31.729,0.489,Bhagalpur,India,24.92N,86.90E
1998-06-01,32.108000000000004,0.48100000000000004,Bhagalpur,India,24.92N,86.90E
1998-07-01,29.358,0.114,Bhagalpur,India,24.92N,86.90E
1998-08-01,29.27,0.203,Bhagalpur,India,24.92N,86.90E
1998-09-01,29.163,0.335,Bhagalpur,India,24.92N,86.90E
1998-10-01,28.281,0.285,Bhagalpur,India,24.92N,86.90E
1998-11-01,24.326,0.188,Bhagalpur,India,24.92N,86.90E
1998-12-01,18.778,0.35700000000000004,Bhagalpur,India,24.92N,86.90E
1999-01-01,16.915,0.375,Bhagalpur,India,24.92N,86.90E
1999-02-01,22.311999999999998,0.33799999999999997,Bhagalpur,India,24.92N,86.90E
1999-03-01,27.51,0.44299999999999995,Bhagalpur,India,24.92N,86.90E
1999-04-01,31.93,0.363,Bhagalpur,India,24.92N,86.90E
1999-05-01,30.999,0.307,Bhagalpur,India,24.92N,86.90E
1999-06-01,30.307,0.268,Bhagalpur,India,24.92N,86.90E
1999-07-01,28.909000000000002,0.24600000000000002,Bhagalpur,India,24.92N,86.90E
1999-08-01,28.717,0.244,Bhagalpur,India,24.92N,86.90E
1999-09-01,28.526999999999997,0.358,Bhagalpur,India,24.92N,86.90E
1999-10-01,27.16,0.21600000000000003,Bhagalpur,India,24.92N,86.90E
1999-11-01,23.218000000000004,0.358,Bhagalpur,India,24.92N,86.90E
1999-12-01,19.297,0.262,Bhagalpur,India,24.92N,86.90E
2000-01-01,17.192,0.23600000000000002,Bhagalpur,India,24.92N,86.90E
2000-02-01,19.213,0.366,Bhagalpur,India,24.92N,86.90E
2000-03-01,25.449,0.478,Bhagalpur,India,24.92N,86.90E
2000-04-01,30.053,0.201,Bhagalpur,India,24.92N,86.90E
2000-05-01,30.746,0.155,Bhagalpur,India,24.92N,86.90E
2000-06-01,30.057,0.369,Bhagalpur,India,24.92N,86.90E
2000-07-01,29.343000000000004,0.27399999999999997,Bhagalpur,India,24.92N,86.90E
2000-08-01,29.475,0.324,Bhagalpur,India,24.92N,86.90E
2000-09-01,28.42,0.237,Bhagalpur,India,24.92N,86.90E
2000-10-01,27.824,0.19899999999999998,Bhagalpur,India,24.92N,86.90E
2000-11-01,23.851,0.303,Bhagalpur,India,24.92N,86.90E
2000-12-01,18.392,0.239,Bhagalpur,India,24.92N,86.90E
2001-01-01,16.843,0.284,Bhagalpur,India,24.92N,86.90E
2001-02-01,21.331,0.293,Bhagalpur,India,24.92N,86.90E
2001-03-01,25.76,0.602,Bhagalpur,India,24.92N,86.90E
2001-04-01,30.125,0.57,Bhagalpur,India,24.92N,86.90E
2001-05-01,30.726999999999997,0.318,Bhagalpur,India,24.92N,86.90E
2001-06-01,29.336,0.41600000000000004,Bhagalpur,India,24.92N,86.90E
2001-07-01,29.154,0.33,Bhagalpur,India,24.92N,86.90E
2001-08-01,29.725,0.244,Bhagalpur,India,24.92N,86.90E
2001-09-01,29.469,0.24,Bhagalpur,India,24.92N,86.90E
2001-10-01,27.489,0.295,Bhagalpur,India,24.92N,86.90E
2001-11-01,24.191999999999997,0.728,Bhagalpur,India,24.92N,86.90E
2001-12-01,18.415,0.431,Bhagalpur,India,24.92N,86.90E
2002-01-01,17.465,0.809,Bhagalpur,India,24.92N,86.90E
2002-02-01,21.002,1.4380000000000002,Bhagalpur,India,24.92N,86.90E
2002-03-01,26.296999999999997,0.773,Bhagalpur,India,24.92N,86.90E
2002-04-01,29.914,0.434,Bhagalpur,India,24.92N,86.90E
2002-05-01,30.949,0.467,Bhagalpur,India,24.92N,86.90E
2002-06-01,30.6,0.273,Bhagalpur,India,24.92N,86.90E
2002-07-01,29.918000000000003,0.43700000000000006,Bhagalpur,India,24.92N,86.90E
2002-08-01,29.068,0.446,Bhagalpur,India,24.92N,86.90E
2002-09-01,28.741,0.419,Bhagalpur,India,24.92N,86.90E
2002-10-01,26.974,0.48,Bhagalpur,India,24.92N,86.90E
2002-11-01,23.178,0.507,Bhagalpur,India,24.92N,86.90E
2002-12-01,19.057000000000002,0.409,Bhagalpur,India,24.92N,86.90E
2003-01-01,16.099999999999998,0.904,Bhagalpur,India,24.92N,86.90E
2003-02-01,20.924,0.429,Bhagalpur,India,24.92N,86.90E
2003-03-01,25.362,0.263,Bhagalpur,India,24.92N,86.90E
2003-04-01,30.729,0.486,Bhagalpur,India,24.92N,86.90E
2003-05-01,31.752,0.355,Bhagalpur,India,24.92N,86.90E
2003-06-01,30.62,0.37,Bhagalpur,India,24.92N,86.90E
2003-07-01,29.549,0.273,Bhagalpur,India,24.92N,86.90E
2003-08-01,29.595,0.19399999999999998,Bhagalpur,India,24.92N,86.90E
2003-09-01,29.073,0.212,Bhagalpur,India,24.92N,86.90E
2003-10-01,27.005,0.441,Bhagalpur,India,24.92N,86.90E
2003-11-01,22.99,0.45,Bhagalpur,India,24.92N,86.90E
2003-12-01,18.408,0.253,Bhagalpur,India,24.92N,86.90E
2004-01-01,16.253999999999998,0.509,Bhagalpur,India,24.92N,86.90E
2004-02-01,20.67,0.469,Bhagalpur,India,24.92N,86.90E
2004-03-01,27.831000000000003,0.447,Bhagalpur,India,24.92N,86.90E
2004-04-01,29.447,0.924,Bhagalpur,India,24.92N,86.90E
2004-05-01,32.111000000000004,0.188,Bhagalpur,India,24.92N,86.90E
2004-06-01,30.081999999999997,0.294,Bhagalpur,India,24.92N,86.90E
2004-07-01,28.929000000000002,0.355,Bhagalpur,India,24.92N,86.90E
2004-08-01,29.408,0.35100000000000003,Bhagalpur,India,24.92N,86.90E
2004-09-01,29.154,0.139,Bhagalpur,India,24.92N,86.90E
2004-10-01,26.148000000000003,0.33399999999999996,Bhagalpur,India,24.92N,86.90E
2004-11-01,22.211,0.7,Bhagalpur,India,24.92N,86.90E
2004-12-01,19.047,0.205,Bhagalpur,India,24.92N,86.90E
2005-01-01,17.644000000000002,0.273,Bhagalpur,India,24.92N,86.90E
2005-02-01,21.836,0.341,Bhagalpur,India,24.92N,86.90E
2005-03-01,26.963,0.34700000000000003,Bhagalpur,India,24.92N,86.90E
2005-04-01,30.34,0.652,Bhagalpur,India,24.92N,86.90E
2005-05-01,31.511,0.244,Bhagalpur,India,24.92N,86.90E
2005-06-01,32.226,0.508,Bhagalpur,India,24.92N,86.90E
2005-07-01,29.01,0.32299999999999995,Bhagalpur,India,24.92N,86.90E
2005-08-01,29.529,0.237,Bhagalpur,India,24.92N,86.90E
