999997,0.253,Bettiah,India,26.52N,84.18E
1936-03-01,23.549,0.38,Bharatpur,India,26.52N,77.01E
1936-04-01,29.169,0.098,Bharatpur,India,26.52N,77.01E
1936-05-01,35.672,0.342,Bharatpur,India,26.52N,77.01E
1936-06-01,32.271,0.62,Bharatpur,India,26.52N,77.01E
1936-07-01,29.715999999999998,0.371,Bharatpur,India,26.52N,77.01E
1936-08-01,28.593000000000004,0.27399999999999997,Bharatpur,India,26.52N,77.01E
1936-09-01,28.454,0.32299999999999995,Bharatpur,India,26.52N,77.01E
1936-10-01,26.183000000000003,0.159,Bharatpur,India,26.52N,77.01E
1936-11-01,21.041,0.237,Bharatpur,India,26.52N,77.01E
1936-12-01,16.032,0.442,Bharatpur,India,26.52N,77.01E
1937-01-01,14.456,0.24600000000000002,Bharatpur,India,26.52N,77.01E
1937-02-01,18.852999999999998,0.332,Bharatpur,India,26.52N,77.01E
1937-03-01,22.37,0.27,Bharatpur,India,26.52N,77.01E
1937-04-01,28.554,0.326,Bharatpur,India,26.52N,77.01E
1937-05-01,34.142,0.245,Bharatpur,India,26.52N,77.01E
1937-06-01,34.975,0.37200000000000005,Bharatpur,India,26.52N,77.01E
1937-07-01,29.837,0.3,Bharatpur,India,26.52N,77.01E
1937-08-01,29.529,0.387,Bharatpur,India,26.52N,77.01E
1937-09-01,28.954,0.271,Bharatpur,India,26.52N,77.01E
1937-10-01,25.773000000000003,0.324,Bharatpur,India,26.52N,77.01E
1937-11-01,21.278000000000002,0.285,Bharatpur,India,26.52N,77.01E
1937-12-01,15.029000000000002,0.361,Bharatpur,India,26.52N,77.01E
1938-01-01,14.929,0.217,Bharatpur,India,26.52N,77.01E
1938-02-01,16.805,0.264,Bharatpur,India,26.52N,77.01E
1938-03-01,25.606,0.336,Bharatpur,India,26.52N,77.01E
1938-04-01,30.623,0.444,Bharatpur,India,26.52N,77.01E
1938-05-01,35.719,0.255,Bharatpur,India,26.52N,77.01E
1938-06-01,31.984,0.414,Bharatpur,India,26.52N,77.01E
1938-07-01,30.621,0.36200000000000004,Bharatpur,India,26.52N,77.01E
1938-08-01,29.5,0.273,Bharatpur,India,26.52N,77.01E
1938-09-01,30.206,0.32899999999999996,Bharatpur,India,26.52N,77.01E
1938-10-01,27.319000000000003,0.408,Bharatpur,India,26.52N,77.01E
1938-11-01,19.849,0.21,Bharatpur,India,26.52N,77.01E
1938-12-01,16.141000000000002,0.401,Bharatpur,India,26.52N,77.01E
1939-01-01,16.521,0.303,Bharatpur,India,26.52N,77.01E
1939-02-01,18.607,0.5770000000000001,Bharatpur,India,26.52N,77.01E
1939-03-01,21.656999999999996,0.335,Bharatpur,India,26.52N,77.01E
1939-04-01,28.316999999999997,0.19899999999999998,Bharatpur,India,26.52N,77.01E
1939-05-01,34.949,0.212,Bharatpur,India,26.52N,77.01E
1939-06-01,33.145,0.365,Bharatpur,India,26.52N,77.01E
1939-07-01,30.463,0.384,Bharatpur,India,26.52N,77.01E
1939-08-01,30.63,0.4,Bharatpur,India,26.52N,77.01E
1939-09-01,29.149,0.556,Bharatpur,India,26.52N,77.01E
1939-10-01,27.628,0.34700000000000003,Bharatpur,India,26.52N,77.01E
1939-11-01,20.753,0.633,Bharatpur,India,26.52N,77.01E
1939-12-01,16.535999999999998,0.474,Bharatpur,India,26.52N,77.01E
1940-01-01,15.644,0.42100000000000004,Bharatpur,India,26.52N,77.01E
1940-02-01,17.885,0.384,Bharatpur,India,26.52N,77.01E
1940-03-01,22.384,0.44,Bharatpur,India,26.52N,77.01E
1940-04-01,28.62,0.40399999999999997,Bharatpur,India,26.52N,77.01E
1940-05-01,34.864000000000004,0.387,Bharatpur,India,26.52N,77.01E
1940-06-01,34.523,0.402,Bharatpur,India,26.52N,77.01E
1940-07-01,31.017,0.34700000000000003,Bharatpur,India,26.52N,77.01E
1940-08-01,28.304000000000002,0.20800000000000002,Bharatpur,India,26.52N,77.01E
1940-09-01,28.497,0.46,Bharatpur,India,26.52N,77.01E
1940-10-01,26.605,0.516,Bharatpur,India,26.52N,77.01E
1940-11-01,21.858,0.28,Bharatpur,India,26.52N,77.01E
1940-12-01,16.062,0.43799999999999994,Bharatpur,India,26.52N,77.01E
1941-01-01,14.715,0.335,Bharatpur,India,26.52N,77.01E
1941-02-01,19.185,0.446,Bharatpur,India,26.52N,77.01E
1941-03-01,26.116,0.389,Bharatpur,India,26.52N,77.01E
1941-04-01,31.866999999999997,0.366,Bharatpur,India,26.52N,77.01E
1941-05-01,35.167,0.375,Bharatpur,India,26.52N,77.01E
1941-06-01,33.82,0.433,Bharatpur,India,26.52N,77.01E
1941-07-01,31.879,0.684,Bharatpur,India,26.52N,77.01E
1941-08-01,29.801,0.354,Bharatpur,India,26.52N,77.01E
1941-09-01,29.691999999999997,0.34299999999999997,Bharatpur,India,26.52N,77.01E
1941-10-01,29.065,0.42100000000000004,Bharatpur,India,26.52N,77.01E
1941-11-01,21.758000000000003,0.303,Bharatpur,India,26.52N,77.01E
1941-12-01,17.698,0.355,Bharatpur,India,26.52N,77.01E
1942-01-01,14.248,0.355,Bharatpur,India,26.52N,77.01E
1942-02-01,19.234,0.319,Bharatpur,India,26.52N,77.01E
1942-03-01,25.564,0.446,Bharatpur,India,26.52N,77.01E
1942-04-01,31.607000000000006,0.17600000000000002,Bharatpur,India,26.52N,77.01E
1942-05-01,35.069,0.264,Bharatpur,India,26.52N,77.01E
1942-06-01,35.633,0.19699999999999998,Bharatpur,India,26.52N,77.01E
1942-07-01,29.305,0.258,Bharatpur,India,26.52N,77.01E
1942-08-01,27.929000000000002,0.18100000000000002,Bharatpur,India,26.52N,77.01E
1942-09-01,27.795,0.23800000000000002,Bharatpur,India,26.52N,77.01E
1942-10-01,26.231,0.272,Bharatpur,India,26.52N,77.01E
1942-11-01,21.616,0.429,Bharatpur,India,26.52N,77.01E
1942-12-01,15.345999999999998,0.424,Bharatpur,India,26.52N,77.01E
1943-01-01,15.975999999999999,0.42700000000000005,Bharatpur,India,26.52N,77.01E
1943-02-01,18.32,0.27699999999999997,Bharatpur,India,26.52N,77.01E
1943-03-01,25.066999999999997,0.23399999999999999,Bharatpur,India,26.52N,77.01E
1943-04-01,28.819000000000006,0.39899999999999997,Bharatpur,India,26.52N,77.01E
1943-05-01,34.749,0.397,Bharatpur,India,26.52N,77.01E
1943-06-01,33.855000000000004,0.349,Bharatpur,India,26.52N,77.01E
1943-07-01,29.881,0.258,Bharatpur,India,26.52N,77.01E
1943-08-01,27.712,0.231,Bharatpur,India,26.52N,77.01E
1943-09-01,28.685,0.157,Bharatpur,India,26.52N,77.01E
1943-10-01,26.048000000000002,0.156,Bharatpur,India,26.52N,77.01E
1943-11-01,21.526,0.37799999999999995,Bharatpur,India,26.52N,77.01E
1943-12-01,17.098,0.48200000000000004,Bharatpur,India,26.52N,77.01E
1944-01-01,14.776,0.478,Bharatpur,India,26.52N,77.01E
1944-02-01,17.955,0.38799999999999996,Bharatpur,India,26.52N,77.01E
1944-03-01,22.976999999999997,0.395,Bharatpur,India,26.52N,77.01E
1944-04-01,28.866999999999997,0.355,Bharatpur,India,26.52N,77.01E
1944-05-01,35.083,0.26899999999999996,Bharatpur,India,26.52N,77.01E
1944-06-01,33.529,0.382,Bharatpur,India,26.52N,77.01E
1944-07-01,29.746,0.312,Bharatpur,India,26.52N,77.01E
1944-08-01,28.801,0.305,Bharatpur,India,26.52N,77.01E
1944-09-01,28.741,0.214,Bharatpur,India,26.52N,77.01E
1944-10-01,25.388,0.20600000000000002,Bharatpur,India,26.52N,77.01E
1944-11-01,21.369,0.21,Bharatpur,India,26.52N,77.01E
1944-12-01,17.355,0.48200000000000004,Bharatpur,India,26.52N,77.01E
1945-01-01,13.267999999999999,0.473,Bharatpur,India,26.52N,77.01E
1945-02-01,17.45,0.325,Bharatpur,India,26.52N,77.01E
1945-03-01,24.88,0.304,Bharatpur,India,26.52N,77.01E
1945-04-01,28.785999999999998,0.54,Bharatpur,India,26.52N,77.01E
1945-05-01,33.907,0.375,Bharatpur,India,26.52N,77.01E
1945-06-01,34.864000000000004,0.568,Bharatpur,India,26.52N,77.01E
1945-07-01,29.93,0.254,Bharatpur,India,26.52N,77.01E
1945-08-01,29.116,0.193,Bharatpur,India,26.52N,77.01E
1945-09-01,28.145,0.282,Bharatpur,India,26.52N,77.01E
1945-10-01,25.565,0.21100000000000002,Bharatpur,India,26.52N,77.01E
1945-11-01,20.581,0.19899999999999998,Bharatpur,India,26.52N,77.01E
1945-12-01,14.673,0.32299999999999995,Bharatpur,India,26.52N,77.01E
1946-01-01,15.838,0.28600000000000003,Bharatpur,India,26.52N,77.01E
1946-02-01,20.133,0.431,Bharatpur,India,26.52N,77.01E
1946-03-01,23.764,0.21,Bharatpur,India,26.52N,77.01E
1946-04-01,31.796000000000006,0.47100000000000003,Bharatpur,India,26.52N,77.01E
1946-05-01,34.37,0.384,Bharatpur,India,26.52N,77.01E
1946-06-01,33.916000000000004,0.29100000000000004,Bharatpur,India,26.52N,77.01E
1946-07-01,30.128,0.32,Bharatpur,India,26.52N,77.01E
1946-08-01,28.485,0.281,Bharatpur,India,26.52N,77.01E
1946-09-01,28.529,0.616,Bharatpur,India,26.52N,77.01E
1946-10-01,26.831,0.292,Bharatpur,India,26.52N,77.01E
1946-11-01,20.442,0.353,Bharatpur,India,26.52N,77.01E
1946-12-01,16.46,0.335,Bharatpur,India,26.52N,77.01E
1947-01-01,14.18,0.324,Bharatpur,India,26.52N,77.01E
1947-02-01,18.684,0.5870000000000001,Bharatpur,India,26.52N,77.01E
1947-03-01,25.161,0.596,Bharatpur,India,26.52N,77.01E
1947-04-01,30.833,0.433,Bharatpur,India,26.52N,77.01E
1947-05-01,35.095,0.375,Bharatpur,India,26.52N,77.01E
1947-06-01,35.703,0.355,Bharatpur,India,26.52N,77.01E
1947-07-01,31.305999999999997,0.556,Bharatpur,India,26.52N,77.01E
1947-08-01,29.384,0.314,Bharatpur,India,26.52N,77.01E
1947-09-01,28.063000000000002,0.13,Bharatpur,India,26.52N,77.01E
1947-10-01,25.177,0.37799999999999995,Bharatpur,India,26.52N,77.01E
1947-11-01,21.807,0.32899999999999996,Bharatpur,India,26.52N,77.01E
1947-12-01,16.688000000000002,0.27699999999999997,Bharatpur,India,26.52N,77.01E
1948-01-01,15.295,0.639,Bharatpur,India,26.52N,77.01E
1948-02-01,17.628,0.33299999999999996,Bharatpur,India,26.52N,77.01E
1948-03-01,23.401,0.276,Bharatpur,India,26.52N,77.01E
1948-04-01,31.273000000000003,0.327,Bharatpur,India,26.52N,77.01E
