999997,0.956,Majalaya,Indonesia,7.23S,107.84E
1920-05-01,14.329,0.40299999999999997,Makhachkala,Russia,42.59N,48.00E
1920-06-01,19.347,0.586,Makhachkala,Russia,42.59N,48.00E
1920-07-01,21.136000000000006,0.483,Makhachkala,Russia,42.59N,48.00E
1920-08-01,22.16,0.451,Makhachkala,Russia,42.59N,48.00E
1920-09-01,17.332,0.667,Makhachkala,Russia,42.59N,48.00E
1920-10-01,8.863,0.75,Makhachkala,Russia,42.59N,48.00E
1920-11-01,0.3220000000000001,2.093,Makhachkala,Russia,42.59N,48.00E
1920-12-01,-5.258000000000001,1.535,Makhachkala,Russia,42.59N,48.00E
1921-01-01,0.8340000000000001,1.27,Makhachkala,Russia,42.59N,48.00E
1921-02-01,-3.26,0.485,Makhachkala,Russia,42.59N,48.00E
1921-03-01,1.2380000000000002,0.601,Makhachkala,Russia,42.59N,48.00E
1921-04-01,7.685,0.685,Makhachkala,Russia,42.59N,48.00E
1921-05-01,16.098,1.3619999999999999,Makhachkala,Russia,42.59N,48.00E
1921-06-01,20.398,0.447,Makhachkala,Russia,42.59N,48.00E
1921-07-01,22.34,0.376,Makhachkala,Russia,42.59N,48.00E
1921-08-01,20.892,0.595,Makhachkala,Russia,42.59N,48.00E
1921-09-01,15.606000000000002,0.955,Makhachkala,Russia,42.59N,48.00E
1921-10-01,10.457,0.373,Makhachkala,Russia,42.59N,48.00E
1921-11-01,5.174,0.353,Makhachkala,Russia,42.59N,48.00E
1921-12-01,0.9939999999999998,1.311,Makhachkala,Russia,42.59N,48.00E
1922-01-01,0.013,1.2770000000000001,Makhachkala,Russia,42.59N,48.00E
1922-02-01,-0.715,0.677,Makhachkala,Russia,42.59N,48.00E
1922-03-01,4.069,0.449,Makhachkala,Russia,42.59N,48.00E
1922-04-01,8.479000000000001,0.741,Makhachkala,Russia,42.59N,48.00E
1922-05-01,15.487,0.389,Makhachkala,Russia,42.59N,48.00E
1922-06-01,18.995,0.364,Makhachkala,Russia,42.59N,48.00E
1922-07-01,22.521,0.6559999999999999,Makhachkala,Russia,42.59N,48.00E
1922-08-01,21.917,0.456,Makhachkala,Russia,42.59N,48.00E
1922-09-01,16.032,0.527,Makhachkala,Russia,42.59N,48.00E
1922-10-01,11.812000000000001,1.1059999999999999,Makhachkala,Russia,42.59N,48.00E
1922-11-01,7.819,0.461,Makhachkala,Russia,42.59N,48.00E
1922-12-01,3.8930000000000002,0.605,Makhachkala,Russia,42.59N,48.00E
1923-01-01,1.515,1.569,Makhachkala,Russia,42.59N,48.00E
1923-02-01,0.048000000000000015,0.598,Makhachkala,Russia,42.59N,48.00E
1923-03-01,2.31,0.575,Makhachkala,Russia,42.59N,48.00E
1923-04-01,5.549000000000001,0.59,Makhachkala,Russia,42.59N,48.00E
1923-05-01,15.602,0.17300000000000001,Makhachkala,Russia,42.59N,48.00E
1923-06-01,20.391,0.895,Makhachkala,Russia,42.59N,48.00E
1923-07-01,22.529,0.387,Makhachkala,Russia,42.59N,48.00E
1923-08-01,19.627,0.617,Makhachkala,Russia,42.59N,48.00E
1923-09-01,17.535,0.499,Makhachkala,Russia,42.59N,48.00E
1923-10-01,12.919,0.485,Makhachkala,Russia,42.59N,48.00E
1923-11-01,8.689,0.609,Makhachkala,Russia,42.59N,48.00E
1923-12-01,3.985,1.129,Makhachkala,Russia,42.59N,48.00E
1924-01-01,1.8259999999999998,1.115,Makhachkala,Russia,42.59N,48.00E
1924-02-01,-1.217,1.3559999999999999,Makhachkala,Russia,42.59N,48.00E
1924-03-01,1.774,0.526,Makhachkala,Russia,42.59N,48.00E
1924-04-01,6.9,0.341,Makhachkala,Russia,42.59N,48.00E
1924-05-01,14.397,1.651,Makhachkala,Russia,42.59N,48.00E
1924-06-01,20.952,1.084,Makhachkala,Russia,42.59N,48.00E
1924-07-01,21.425,0.5710000000000001,Makhachkala,Russia,42.59N,48.00E
1924-08-01,21.773000000000003,0.605,Makhachkala,Russia,42.59N,48.00E
1924-09-01,19.852999999999998,0.7809999999999999,Makhachkala,Russia,42.59N,48.00E
1924-10-01,11.476,0.34600000000000003,Makhachkala,Russia,42.59N,48.00E
1924-11-01,6.0760000000000005,0.9940000000000001,Makhachkala,Russia,42.59N,48.00E
1924-12-01,-1.2060000000000004,1.324,Makhachkala,Russia,42.59N,48.00E
1925-01-01,-2.5860000000000003,0.925,Makhachkala,Russia,42.59N,48.00E
1925-02-01,0.29100000000000004,0.441,Makhachkala,Russia,42.59N,48.00E
1925-03-01,5.52,0.995,Makhachkala,Russia,42.59N,48.00E
1925-04-01,6.9,0.506,Makhachkala,Russia,42.59N,48.00E
1925-05-01,15.4,0.366,Makhachkala,Russia,42.59N,48.00E
1925-06-01,18.336,0.895,Makhachkala,Russia,42.59N,48.00E
1925-07-01,21.337000000000003,0.73,Makhachkala,Russia,42.59N,48.00E
1925-08-01,22.708000000000002,0.395,Makhachkala,Russia,42.59N,48.00E
1925-09-01,18.499,0.37799999999999995,Makhachkala,Russia,42.59N,48.00E
1925-10-01,11.545,0.371,Makhachkala,Russia,42.59N,48.00E
1925-11-01,7.316,0.8340000000000001,Makhachkala,Russia,42.59N,48.00E
1925-12-01,4.952,0.413,Makhachkala,Russia,42.59N,48.00E
1926-01-01,0.858,0.8859999999999999,Makhachkala,Russia,42.59N,48.00E
1926-02-01,-0.621,0.716,Makhachkala,Russia,42.59N,48.00E
1926-03-01,2.202,0.7020000000000001,Makhachkala,Russia,42.59N,48.00E
1926-04-01,7.247000000000001,0.5329999999999999,Makhachkala,Russia,42.59N,48.00E
1926-05-01,14.806,0.872,Makhachkala,Russia,42.59N,48.00E
1926-06-01,18.037,0.935,Makhachkala,Russia,42.59N,48.00E
1926-07-01,20.456000000000003,0.615,Makhachkala,Russia,42.59N,48.00E
1926-08-01,21.455,0.693,Makhachkala,Russia,42.59N,48.00E
1926-09-01,15.577000000000002,0.825,Makhachkala,Russia,42.59N,48.00E
1926-10-01,11.345999999999998,1.021,Makhachkala,Russia,42.59N,48.00E
1926-11-01,7.782,0.752,Makhachkala,Russia,42.59N,48.00E
1926-12-01,4.767,0.397,Makhachkala,Russia,42.59N,48.00E
1927-01-01,-2.91,0.469,Makhachkala,Russia,42.59N,48.00E
1927-02-01,-3.789,0.799,Makhachkala,Russia,42.59N,48.00E
1927-03-01,2.1719999999999997,1.04,Makhachkala,Russia,42.59N,48.00E
1927-04-01,8.488999999999999,0.428,Makhachkala,Russia,42.59N,48.00E
1927-05-01,14.073,0.505,Makhachkala,Russia,42.59N,48.00E
1927-06-01,20.538,0.23800000000000002,Makhachkala,Russia,42.59N,48.00E
1927-07-01,22.693,0.32899999999999996,Makhachkala,Russia,42.59N,48.00E
1927-08-01,22.558000000000003,0.364,Makhachkala,Russia,42.59N,48.00E
1927-09-01,18.718,0.35200000000000004,Makhachkala,Russia,42.59N,48.00E
1927-10-01,15.672,0.358,Makhachkala,Russia,42.59N,48.00E
1927-11-01,6.9529999999999985,0.51,Makhachkala,Russia,42.59N,48.00E
1927-12-01,-1.1070000000000002,0.5329999999999999,Makhachkala,Russia,42.59N,48.00E
1928-01-01,-2.468,0.478,Makhachkala,Russia,42.59N,48.00E
1928-02-01,-3.667,0.69,Makhachkala,Russia,42.59N,48.00E
1928-03-01,-3.3479999999999994,0.893,Makhachkala,Russia,42.59N,48.00E
1928-04-01,8.126000000000001,0.34600000000000003,Makhachkala,Russia,42.59N,48.00E
1928-05-01,13.877,0.405,Makhachkala,Russia,42.59N,48.00E
1928-06-01,18.224,0.365,Makhachkala,Russia,42.59N,48.00E
1928-07-01,21.319000000000006,0.11900000000000001,Makhachkala,Russia,42.59N,48.00E
1928-08-01,18.999000000000002,0.405,Makhachkala,Russia,42.59N,48.00E
1928-09-01,17.287,0.337,Makhachkala,Russia,42.59N,48.00E
1928-10-01,10.29,0.26899999999999996,Makhachkala,Russia,42.59N,48.00E
1928-11-01,8.825,1.272,Makhachkala,Russia,42.59N,48.00E
1928-12-01,2.26,0.6679999999999999,Makhachkala,Russia,42.59N,48.00E
1929-01-01,-1.0859999999999999,0.7659999999999999,Makhachkala,Russia,42.59N,48.00E
1929-02-01,-8.251000000000001,1.536,Makhachkala,Russia,42.59N,48.00E
1929-03-01,-1.9880000000000002,0.313,Makhachkala,Russia,42.59N,48.00E
1929-04-01,6.058000000000002,0.778,Makhachkala,Russia,42.59N,48.00E
1929-05-01,16.0,0.35,Makhachkala,Russia,42.59N,48.00E
1929-06-01,17.948999999999995,0.691,Makhachkala,Russia,42.59N,48.00E
1929-07-01,21.886000000000006,0.258,Makhachkala,Russia,42.59N,48.00E
1929-08-01,23.572,0.873,Makhachkala,Russia,42.59N,48.00E
1929-09-01,17.102,0.243,Makhachkala,Russia,42.59N,48.00E
1929-10-01,13.407,0.297,Makhachkala,Russia,42.59N,48.00E
1929-11-01,7.407,0.627,Makhachkala,Russia,42.59N,48.00E
1929-12-01,-0.0940000000000003,1.357,Makhachkala,Russia,42.59N,48.00E
1930-01-01,-0.685,1.209,Makhachkala,Russia,42.59N,48.00E
1930-02-01,-2.494,0.586,Makhachkala,Russia,42.59N,48.00E
1930-03-01,3.7969999999999997,0.799,Makhachkala,Russia,42.59N,48.00E
1930-04-01,7.724000000000001,0.627,Makhachkala,Russia,42.59N,48.00E
1930-05-01,14.61,0.248,Makhachkala,Russia,42.59N,48.00E
1930-06-01,17.663999999999994,0.74,Makhachkala,Russia,42.59N,48.00E
1930-07-01,23.019,0.532,Makhachkala,Russia,42.59N,48.00E
1930-08-01,24.058000000000003,0.446,Makhachkala,Russia,42.59N,48.00E
1930-09-01,16.897000000000002,0.446,Makhachkala,Russia,42.59N,48.00E
1930-10-01,11.880999999999998,0.625,Makhachkala,Russia,42.59N,48.00E
1930-11-01,8.196,0.49200000000000005,Makhachkala,Russia,42.59N,48.00E
1930-12-01,0.7079999999999997,0.7070000000000001,Makhachkala,Russia,42.59N,48.00E
1931-01-01,-2.25,1.1340000000000001,Makhachkala,Russia,42.59N,48.00E
1931-02-01,-3.4560000000000004,1.743,Makhachkala,Russia,42.59N,48.00E
1931-03-01,3.0039999999999996,1.371,Makhachkala,Russia,42.59N,48.00E
1931-04-01,5.832000000000002,0.47100000000000003,Makhachkala,Russia,42.59N,48.00E
1931-05-01,13.285,0.594,Makhachkala,Russia,42.59N,48.00E
1931-06-01,19.076,0.331,Makhachkala,Russia,42.59N,48.00E
1931-07-01,23.93,0.428,Makhachkala,Russia,42.59N,48.00E
1931-08-01,21.482,0.39,Makhachkala,Russia,42.59N,48.00E
1931-09-01,19.427,0.639,Makhachkala,Russia,42.59N,48.00E
1931-10-01,12.656,0.48100000000000004,Makhachkala,Russia,42.59N,48.00E
1931-11-01,3.98,1.051,Makhachkala,Russia,42.59N,48.00E
1931-12-01,-1.4069999999999998,1.081,Makhachkala,Russia,42.59N,48.00E
1932-01-01,-1.341,0.578,Makhachkala,Russia,42.59N,48.00E
1932-02-01,-2.877,0.687,Makhachkala,Russia,42.59N,48.00E
1932-03-01,1.4400000000000002,0.762,Makhachkala,Russia,42.59N,48.00E
1932-04-01,8.835,0.552,Makhachkala,Russia,42.59N,48.00E
1932-05-01,14.628,0.309,Makhachkala,Russia,42.59N,48.00E
1932-06-01,19.619,0.447,Makhachkala,Russia,42.59N,48.00E
1932-07-01,20.281,0.317,Makhachkala,Russia,42.59N,48.00E
1932-08-01,21.625,0.679,Makhachkala,Russia,42.59N,48.00E
1932-09-01,18.023,1.013,Makhachkala,Russia,42.59N,48.00E
1932-10-01,13.497,0.47200000000000003,Makhachkala,Russia,42.59N,48.00E
1932-11-01,5.297000000000001,0.28,Makhachkala,Russia,42.59N,48.00E
1932-12-01,0.47600000000000003,0.6970000000000001,Makhachkala,Russia,42.59N,48.00E
1933-01-01,-2.804,0.402,Makhachkala,Russia,42.59N,48.00E
1933-02-01,-1.0479999999999998,0.792,Makhachkala,Russia,42.59N,48.00E
1933-03-01,0.7530000000000001,0.43799999999999994,Makhachkala,Russia,42.59N,48.00E
1933-04-01,7.005000000000001,0.371,Makhachkala,Russia,42.59N,48.00E
1933-05-01,13.884,0.327,Makhachkala,Russia,42.59N,48.00E
1933-06-01,17.14,0.317,Makhachkala,Russia,42.59N,48.00E
1933-07-01,21.741000000000003,0.365,Makhachkala,Russia,42.59N,48.00E
1933-08-01,22.105,0.342,Makhachkala,Russia,42.59N,48.00E
1933-09-01,18.855999999999998,0.45799999999999996,Makhachkala,Russia,42.59N,48.00E
1933-10-01,12.555,0.315,Makhachkala,Russia,42.59N,48.00E
1933-11-01,7.617000000000001,0.428,Makhachkala,Russia,42.59N,48.00E
1933-12-01,-0.6630000000000003,1.3430000000000002,Makhachkala,Russia,42.59N,48.00E
1934-01-01,-1.65,2.001,Makhachkala,Russia,42.59N,48.00E
1934-02-01,1.119,0.879,Makhachkala,Russia,42.59N,48.00E
1934-03-01,3.511,0.48,Makhachkala,Russia,42.59N,48.00E
1934-04-01,6.370000000000001,1.287,Makhachkala,Russia,42.59N,48.00E
1934-05-01,14.011,0.43799999999999994,Makhachkala,Russia,42.59N,48.00E
1934-06-01,17.851,0.317,Makhachkala,Russia,42.59N,48.00E
1934-07-01,22.093000000000004,0.747,Makhachkala,Russia,42.59N,48.00E
1934-08-01,21.191,0.46299999999999997,Makhachkala,Russia,42.59N,48.00E
1934-09-01,16.554000000000002,0.628,Makhachkala,Russia,42.59N,48.00E
1934-10-01,12.685,0.302,Makhachkala,Russia,42.59N,48.00E
1934-11-01,7.274999999999999,0.787,Makhachkala,Russia,42.59N,48.00E
1934-12-01,0.9249999999999998,0.977,Makhachkala,Russia,42.59N,48.00E
1935-01-01,-2.588,1.19,Makhachkala,Russia,42.59N,48.00E
1935-02-01,1.808,0.41600000000000004,Makhachkala,Russia,42.59N,48.00E
1935-03-01,1.291,0.652,Makhachkala,Russia,42.59N,48.00E
1935-04-01,10.106000000000002,0.532,Makhachkala,Russia,42.59N,48.00E
1935-05-01,14.417,0.337,Makhachkala,Russia,42.59N,48.00E
1935-06-01,18.062,0.627,Makhachkala,Russia,42.59N,48.00E
1935-07-01,21.963,0.6629999999999999,Makhachkala,Russia,42.59N,48.00E
1935-08-01,23.756,0.41700000000000004,Makhachkala,Russia,42.59N,48.00E
1935-09-01,19.646,0.331,Makhachkala,Russia,42.59N,48.00E
1935-10-01,15.161,0.21,Makhachkala,Russia,42.59N,48.00E
1935-11-01,4.574,1.037,Makhachkala,Russia,42.59N,48.00E
1935-12-01,4.208,0.624,Makhachkala,Russia,42.59N,48.00E
1936-01-01,2.516,0.45299999999999996,Makhachkala,Russia,42.59N,48.00E
1936-02-01,0.4360000000000001,0.541,Makhachkala,Russia,42.59N,48.00E
1936-03-01,2.1900000000000004,0.585,Makhachkala,Russia,42.59N,48.00E
1936-04-01,7.290000000000001,0.498,Makhachkala,Russia,42.59N,48.00E
1936-05-01,12.389000000000001,0.354,Makhachkala,Russia,42.59N,48.00E
1936-06-01,19.782,0.5529999999999999,Makhachkala,Russia,42.59N,48.00E
1936-07-01,23.145000000000003,0.235,Makhachkala,Russia,42.59N,48.00E
1936-08-01,23.002,0.24100000000000002,Makhachkala,Russia,42.59N,48.00E
1936-09-01,16.683,0.19,Makhachkala,Russia,42.59N,48.00E
1936-10-01,12.166,0.5489999999999999,Makhachkala,Russia,42.59N,48.00E
1936-11-01,8.485,0.23199999999999998,Makhachkala,Russia,42.59N,48.00E
1936-12-01,2.094,0.9059999999999999,Makhachkala,Russia,42.59N,48.00E
1937-01-01,-2.625,0.7559999999999999,Makhachkala,Russia,42.59N,48.00E
1937-02-01,-0.8759999999999999,0.589,Makhachkala,Russia,42.59N,48.00E
1937-03-01,3.0010000000000003,0.619,Makhachkala,Russia,42.59N,48.00E
1937-04-01,7.15,0.434,Makhachkala,Russia,42.59N,48.00E
1937-05-01,13.547,0.531,Makhachkala,Russia,42.59N,48.00E
1937-06-01,17.025,0.534,Makhachkala,Russia,42.59N,48.00E
1937-07-01,23.986,0.27,Makhachkala,Russia,42.59N,48.00E
1937-08-01,23.883000000000003,0.247,Makhachkala,Russia,42.59N,48.00E
1937-09-01,21.549,0.26,Makhachkala,Russia,42.59N,48.00E
1937-10-01,14.004000000000001,0.174,Makhachkala,Russia,42.59N,48.00E
1937-11-01,8.619,0.231,Makhachkala,Russia,42.59N,48.00E
1937-12-01,5.199,0.597,Makhachkala,Russia,42.59N,48.00E
1938-01-01,2.66,1.112,Makhachkala,Russia,42.59N,48.00E
1938-02-01,0.8270000000000001,0.7120000000000001,Makhachkala,Russia,42.59N,48.00E
1938-03-01,1.8600000000000003,0.611,Makhachkala,Russia,42.59N,48.00E
1938-04-01,8.834000000000003,0.423,Makhachkala,Russia,42.59N,48.00E
1938-05-01,14.305,0.37,Makhachkala,Russia,42.59N,48.00E
1938-06-01,18.713,0.374,Makhachkala,Russia,42.59N,48.00E
1938-07-01,23.066000000000006,0.261,Makhachkala,Russia,42.59N,48.00E
1938-08-01,22.804000000000002,0.35700000000000004,Makhachkala,Russia,42.59N,48.00E
1938-09-01,19.444000000000003,0.375,Makhachkala,Russia,42.59N,48.00E
1938-10-01,14.099,0.3,Makhachkala,Russia,42.59N,48.00E
1938-11-01,7.935,0.5429999999999999,Makhachkala,Russia,42.59N,48.00E
1938-12-01,1.4069999999999998,0.875,Makhachkala,Russia,42.59N,48.00E
1939-01-01,1.297,0.312,Makhachkala,Russia,42.59N,48.00E
1939-02-01,0.604,1.0,Makhachkala,Russia,42.59N,48.00E
1939-03-01,2.285,0.37200000000000005,Makhachkala,Russia,42.59N,48.00E
1939-04-01,8.042000000000002,0.185,Makhachkala,Russia,42.59N,48.00E
1939-05-01,15.737,0.324,Makhachkala,Russia,42.59N,48.00E
1939-06-01,20.905,0.605,Makhachkala,Russia,42.59N,48.00E
1939-07-01,22.766,0.395,Makhachkala,Russia,42.59N,48.00E
1939-08-01,21.272,0.313,Makhachkala,Russia,42.59N,48.00E
1939-09-01,16.783,0.141,Makhachkala,Russia,42.59N,48.00E
1939-10-01,11.078,0.7759999999999999,Makhachkala,Russia,42.59N,48.00E
1939-11-01,6.436,0.304,Makhachkala,Russia,42.59N,48.00E
1939-12-01,4.301,0.331,Makhachkala,Russia,42.59N,48.00E
1940-01-01,-2.134,0.324,Makhachkala,Russia,42.59N,48.00E
1940-02-01,-0.4400000000000001,0.34,Makhachkala,Russia,42.59N,48.00E
1940-03-01,1.6190000000000002,0.405,Makhachkala,Russia,42.59N,48.00E
1940-04-01,10.195,0.62,Makhachkala,Russia,42.59N,48.00E
1940-05-01,12.29,0.29,Makhachkala,Russia,42.59N,48.00E
1940-06-01,18.864,0.18600000000000003,Makhachkala,Russia,42.59N,48.00E
1940-07-01,23.194000000000006,0.222,Makhachkala,Russia,42.59N,48.00E
1940-08-01,24.685,0.636,Makhachkala,Russia,42.59N,48.00E
1940-09-01,19.317999999999998,0.244,Makhachkala,Russia,42.59N,48.00E
1940-10-01,11.417,0.249,Makhachkala,Russia,42.59N,48.00E
1940-11-01,8.74,0.27,Makhachkala,Russia,42.59N,48.00E
1940-12-01,3.682,0.5870000000000001,Makhachkala,Russia,42.59N,48.00E
1941-01-01,-0.486,0.28,Makhachkala,Russia,42.59N,48.00E
1941-02-01,2.5500000000000003,1.068,Makhachkala,Russia,42.59N,48.00E
1941-03-01,2.8789999999999996,0.607,Makhachkala,Russia,42.59N,48.00E
1941-04-01,9.499,0.37200000000000005,Makhachkala,Russia,42.59N,48.00E
1941-05-01,15.369000000000002,0.345,Makhachkala,Russia,42.59N,48.00E
1941-06-01,19.681,0.43200000000000005,Makhachkala,Russia,42.59N,48.00E
1941-07-01,22.732000000000006,0.247,Makhachkala,Russia,42.59N,48.00E
1941-08-01,21.118000000000002,0.278,Makhachkala,Russia,42.59N,48.00E
1941-09-01,17.85,0.462,Makhachkala,Russia,42.59N,48.00E
1941-10-01,10.544,0.581,Makhachkala,Russia,42.59N,48.00E
1941-11-01,3.337,0.265,Makhachkala,Russia,42.59N,48.00E
1941-12-01,0.4809999999999999,0.5579999999999999,Makhachkala,Russia,42.59N,48.00E
1942-01-01,-2.8710000000000004,0.784,Makhachkala,Russia,42.59N,48.00E
1942-02-01,-1.104,0.6679999999999999,Makhachkala,Russia,42.59N,48.00E
1942-03-01,-0.028999999999999918,0.495,Makhachkala,Russia,42.59N,48.00E
1942-04-01,6.07,0.268,Makhachkala,Russia,42.59N,48.00E
1942-05-01,14.428,0.29,Makhachkala,Russia,42.59N,48.00E
1942-06-01,20.059,0.121,Makhachkala,Russia,42.59N,48.00E
1942-07-01,22.037000000000006,0.49200000000000005,Makhachkala,Russia,42.59N,48.00E
1942-08-01,22.151,0.29600000000000004,Makhachkala,Russia,42.59N,48.00E
1942-09-01,17.426000000000002,0.154,Makhachkala,Russia,42.59N,48.00E
1942-10-01,12.932,0.159,Makhachkala,Russia,42.59N,48.00E
1942-11-01,6.479,0.285,Makhachkala,Russia,42.59N,48.00E
1942-12-01,2.898,0.7120000000000001,Makhachkala,Russia,42.59N,48.00E
1943-01-01,-0.94,0.42,Makhachkala,Russia,42.59N,48.00E
1943-02-01,-2.303,0.98,Makhachkala,Russia,42.59N,48.00E
1943-03-01,-0.3779999999999997,1.185,Makhachkala,Russia,42.59N,48.00E
1943-04-01,8.676,0.196,Makhachkala,Russia,42.59N,48.00E
1943-05-01,14.761,0.44799999999999995,Makhachkala,Russia,42.59N,48.00E
1943-06-01,18.752,0.312,Makhachkala,Russia,42.59N,48.00E
1943-07-01,21.713,0.221,Makhachkala,Russia,42.59N,48.00E
1943-08-01,22.275,0.316,Makhachkala,Russia,42.59N,48.00E
1943-09-01,17.14,0.369,Makhachkala,Russia,42.59N,48.00E
1943-10-01,13.29,0.449,Makhachkala,Russia,42.59N,48.00E
1943-11-01,7.781000000000001,0.371,Makhachkala,Russia,42.59N,48.00E
1943-12-01,3.0010000000000003,0.426,Makhachkala,Russia,42.59N,48.00E
1944-01-01,1.2590000000000001,0.456,Makhachkala,Russia,42.59N,48.00E
1944-02-01,2.7539999999999996,0.691,Makhachkala,Russia,42.59N,48.00E
1944-03-01,5.942,1.003,Makhachkala,Russia,42.59N,48.00E
1944-04-01,8.177999999999999,0.289,Makhachkala,Russia,42.59N,48.00E
1944-05-01,14.698,0.389,Makhachkala,Russia,42.59N,48.00E
1944-06-01,19.257,0.157,Makhachkala,Russia,42.59N,48.00E
1944-07-01,22.498,0.349,Makhachkala,Russia,42.59N,48.00E
1944-08-01,20.15,0.309,Makhachkala,Russia,42.59N,48.00E
1944-09-01,18.811,0.132,Makhachkala,Russia,42.59N,48.00E
1944-10-01,12.428,0.39399999999999996,Makhachkala,Russia,42.59N,48.00E
1944-11-01,8.062000000000001,0.244,Makhachkala,Russia,42.59N,48.00E
1944-12-01,0.3929999999999998,1.036,Makhachkala,Russia,42.59N,48.00E
1945-01-01,-0.11699999999999999,0.75,Makhachkala,Russia,42.59N,48.00E
1945-02-01,-2.88,1.205,Makhachkala,Russia,42.59N,48.00E
1945-03-01,1.3110000000000002,0.7909999999999999,Makhachkala,Russia,42.59N,48.00E
1945-04-01,6.8180000000000005,0.261,Makhachkala,Russia,42.59N,48.00E
1945-05-01,12.855,0.29600000000000004,Makhachkala,Russia,42.59N,48.00E
1945-06-01,17.776999999999994,0.223,Makhachkala,Russia,42.59N,48.00E
1945-07-01,22.276,0.22399999999999998,Makhachkala,Russia,42.59N,48.00E
1945-08-01,22.033,0.29,Makhachkala,Russia,42.59N,48.00E
1945-09-01,18.209,0.158,Makhachkala,Russia,42.59N,48.00E
1945-10-01,11.38,0.287,Makhachkala,Russia,42.59N,48.00E
1945-11-01,5.0619999999999985,0.205,Makhachkala,Russia,42.59N,48.00E
1945-12-01,-0.4770000000000003,1.1909999999999998,Makhachkala,Russia,42.59N,48.00E
1946-01-01,-1.21,0.5329999999999999,Makhachkala,Russia,42.59N,48.00E
1946-02-01,2.264,0.618,Makhachkala,Russia,42.59N,48.00E
1946-03-01,3.31,0.66,Makhachkala,Russia,42.59N,48.00E
1946-04-01,7.895,0.332,Makhachkala,Russia,42.59N,48.00E
1946-05-01,15.324000000000002,0.19399999999999998,Makhachkala,Russia,42.59N,48.00E
1946-06-01,19.743,0.6729999999999999,Makhachkala,Russia,42.59N,48.00E
1946-07-01,21.307,0.44299999999999995,Makhachkala,Russia,42.59N,48.00E
1946-08-01,22.925,0.32799999999999996,Makhachkala,Russia,42.59N,48.00E
1946-09-01,19.880000000000006,0.36700000000000005,Makhachkala,Russia,42.59N,48.00E
1946-10-01,10.123,0.166,Makhachkala,Russia,42.59N,48.00E
1946-11-01,6.66,0.546,Makhachkala,Russia,42.59N,48.00E
1946-12-01,-0.6430000000000002,0.649,Makhachkala,Russia,42.59N,48.00E
1947-01-01,-1.445,0.61,Makhachkala,Russia,42.59N,48.00E
1947-02-01,-0.391,0.62,Makhachkala,Russia,42.59N,48.00E
1947-03-01,6.0120000000000005,1.389,Makhachkala,Russia,42.59N,48.00E
1947-04-01,8.88,0.361,Makhachkala,Russia,42.59N,48.00E
1947-05-01,12.835,0.354,Makhachkala,Russia,42.59N,48.00E
1947-06-01,18.887,0.384,Makhachkala,Russia,42.59N,48.00E
1947-07-01,22.839,0.326,Makhachkala,Russia,42.59N,48.00E
1947-08-01,21.194000000000003,0.568,Makhachkala,Russia,42.59N,48.00E
1947-09-01,17.139,0.513,Makhachkala,Russia,42.59N,48.00E
1947-10-01,11.305,0.134,Makhachkala,Russia,42.59N,48.00E
1947-11-01,8.578,0.922,Makhachkala,Russia,42.59N,48.00E
1947-12-01,5.821999999999999,0.353,Makhachkala,Russia,42.59N,48.00E
1948-01-01,4.1960000000000015,0.718,Makhachkala,Russia,42.59N,48.00E
1948-02-01,2.6830000000000003,0.58,Makhachkala,Russia,42.59N,48.00E
1948-03-01,0.7910000000000001,0.9209999999999999,Makhachkala,Russia,42.59N,48.00E
1948-04-01,6.6560000000000015,0.586,Makhachkala,Russia,42.59N,48.00E
1948-05-01,16.279,0.254,Makhachkala,Russia,42.59N,48.00E
1948-06-01,21.803,0.337,Makhachkala,Russia,42.59N,48.00E
1948-07-01,23.034,0.418,Makhachkala,Russia,42.59N,48.00E
1948-08-01,23.241,0.28600000000000003,Makhachkala,Russia,42.59N,48.00E
1948-09-01,16.653000000000002,0.322,Makhachkala,Russia,42.59N,48.00E
1948-10-01,10.958,0.248,Makhachkala,Russia,42.59N,48.00E
1948-11-01,5.136,0.309,Makhachkala,Russia,42.59N,48.00E
1948-12-01,-1.731,0.41200000000000003,Makhachkala,Russia,42.59N,48.00E
1949-01-01,-1.4080000000000001,0.48200000000000004,Makhachkala,Russia,42.59N,48.00E
1949-02-01,-3.491,0.55,Makhachkala,Russia,42.59N,48.00E
1949-03-01,0.41300000000000026,0.728,Makhachkala,Russia,42.59N,48.00E
1949-04-01,6.5280000000000005,0.636,Makhachkala,Russia,42.59N,48.00E
1949-05-01,13.794,0.387,Makhachkala,Russia,42.59N,48.00E
1949-06-01,20.645,0.5760000000000001,Makhachkala,Russia,42.59N,48.00E
1949-07-01,23.988000000000003,0.6509999999999999,Makhachkala,Russia,42.59N,48.00E
1949-08-01,22.127,0.5579999999999999,Makhachkala,Russia,42.59N,48.00E
1949-09-01,16.791,0.322,Makhachkala,Russia,42.59N,48.00E
1949-10-01,10.132,0.207,Makhachkala,Russia,42.59N,48.00E
1949-11-01,7.742000000000001,0.365,Makhachkala,Russia,42.59N,48.00E
1949-12-01,3.352,0.569,Makhachkala,Russia,42.59N,48.00E
1950-01-01,-6.675,0.436,Makhachkala,Russia,42.59N,48.00E
1950-02-01,-2.568,0.511,Makhachkala,Russia,42.59N,48.00E
1950-03-01,2.698,0.34299999999999997,Makhachkala,Russia,42.59N,48.00E
