999997,0.956,Majalaya,Indonesia,7.23S,107.84E
1976-03-01,27.148000000000003,0.29100000000000004,Makati,Philippines,15.27N,120.83E
1976-04-01,28.609,0.42,Makati,Philippines,15.27N,120.83E
1976-05-01,27.736,0.546,Makati,Philippines,15.27N,120.83E
1976-06-01,27.215,0.578,Makati,Philippines,15.27N,120.83E
1976-07-01,27.075,0.391,Makati,Philippines,15.27N,120.83E
1976-08-01,26.303,0.20600000000000002,Makati,Philippines,15.27N,120.83E
1976-09-01,26.276,0.52,Makati,Philippines,15.27N,120.83E
1976-10-01,26.854000000000006,0.428,Makati,Philippines,15.27N,120.83E
1976-11-01,26.201,0.259,Makati,Philippines,15.27N,120.83E
1976-12-01,25.123,0.124,Makati,Philippines,15.27N,120.83E
1977-01-01,25.714000000000002,0.31,Makati,Philippines,15.27N,120.83E
1977-02-01,25.678,0.284,Makati,Philippines,15.27N,120.83E
1977-03-01,27.103,0.53,Makati,Philippines,15.27N,120.83E
1977-04-01,29.162,0.33399999999999996,Makati,Philippines,15.27N,120.83E
1977-05-01,28.99,0.28600000000000003,Makati,Philippines,15.27N,120.83E
1977-06-01,28.246,0.33799999999999997,Makati,Philippines,15.27N,120.83E
1977-07-01,26.783,0.36700000000000005,Makati,Philippines,15.27N,120.83E
1977-08-01,26.975,0.5479999999999999,Makati,Philippines,15.27N,120.83E
1977-09-01,26.329,0.425,Makati,Philippines,15.27N,120.83E
1977-10-01,26.986,0.214,Makati,Philippines,15.27N,120.83E
1977-11-01,25.755,0.19699999999999998,Makati,Philippines,15.27N,120.83E
1977-12-01,24.770000000000003,0.733,Makati,Philippines,15.27N,120.83E
1978-01-01,24.8,0.436,Makati,Philippines,15.27N,120.83E
1978-02-01,25.358,0.38,Makati,Philippines,15.27N,120.83E
1978-03-01,28.035,0.24100000000000002,Makati,Philippines,15.27N,120.83E
1978-04-01,28.996,0.479,Makati,Philippines,15.27N,120.83E
1978-05-01,28.910999999999998,0.292,Makati,Philippines,15.27N,120.83E
1978-06-01,27.425,0.35100000000000003,Makati,Philippines,15.27N,120.83E
1978-07-01,26.749,0.366,Makati,Philippines,15.27N,120.83E
1978-08-01,25.633000000000003,0.325,Makati,Philippines,15.27N,120.83E
1978-09-01,25.807,0.299,Makati,Philippines,15.27N,120.83E
1978-10-01,25.724,0.355,Makati,Philippines,15.27N,120.83E
1978-11-01,25.573,0.294,Makati,Philippines,15.27N,120.83E
1978-12-01,25.633000000000006,0.29,Makati,Philippines,15.27N,120.83E
1979-01-01,25.124000000000002,0.292,Makati,Philippines,15.27N,120.83E
1979-02-01,26.664,0.249,Makati,Philippines,15.27N,120.83E
1979-03-01,27.876,0.249,Makati,Philippines,15.27N,120.83E
1979-04-01,29.107,0.282,Makati,Philippines,15.27N,120.83E
1979-05-01,28.255,0.685,Makati,Philippines,15.27N,120.83E
1979-06-01,27.464,0.39399999999999996,Makati,Philippines,15.27N,120.83E
1979-07-01,27.145,0.325,Makati,Philippines,15.27N,120.83E
1979-08-01,26.625,0.26,Makati,Philippines,15.27N,120.83E
1979-09-01,27.115,0.271,Makati,Philippines,15.27N,120.83E
1979-10-01,25.936,0.261,Makati,Philippines,15.27N,120.83E
1979-11-01,26.207,0.319,Makati,Philippines,15.27N,120.83E
1979-12-01,24.605999999999998,0.308,Makati,Philippines,15.27N,120.83E
1980-01-01,25.151,0.261,Makati,Philippines,15.27N,120.83E
1980-02-01,25.866,0.19399999999999998,Makati,Philippines,15.27N,120.83E
1980-03-01,27.589000000000002,0.308,Makati,Philippines,15.27N,120.83E
1980-04-01,28.855,0.456,Makati,Philippines,15.27N,120.83E
1980-05-01,28.776999999999997,0.201,Makati,Philippines,15.27N,120.83E
1980-06-01,28.233,0.47600000000000003,Makati,Philippines,15.27N,120.83E
1980-07-01,27.034,0.381,Makati,Philippines,15.27N,120.83E
1980-08-01,27.092,0.272,Makati,Philippines,15.27N,120.83E
1980-09-01,26.713,0.23800000000000002,Makati,Philippines,15.27N,120.83E
1980-10-01,26.897,0.21600000000000003,Makati,Philippines,15.27N,120.83E
1980-11-01,26.504,0.271,Makati,Philippines,15.27N,120.83E
1980-12-01,25.566999999999997,0.151,Makati,Philippines,15.27N,120.83E
1981-01-01,23.947,0.48700000000000004,Makati,Philippines,15.27N,120.83E
1981-02-01,25.892,0.823,Makati,Philippines,15.27N,120.83E
1981-03-01,27.519000000000002,0.83,Makati,Philippines,15.27N,120.83E
1981-04-01,29.278000000000002,0.359,Makati,Philippines,15.27N,120.83E
1981-05-01,29.225,0.21,Makati,Philippines,15.27N,120.83E
1981-06-01,27.130000000000006,0.511,Makati,Philippines,15.27N,120.83E
1981-07-01,26.816999999999997,0.7020000000000001,Makati,Philippines,15.27N,120.83E
1981-08-01,26.838,0.38299999999999995,Makati,Philippines,15.27N,120.83E
1981-09-01,27.482,0.40700000000000003,Makati,Philippines,15.27N,120.83E
1981-10-01,26.398000000000003,0.503,Makati,Philippines,15.27N,120.83E
1981-11-01,26.193,0.081,Makati,Philippines,15.27N,120.83E
1981-12-01,24.736,0.192,Makati,Philippines,15.27N,120.83E
1982-01-01,24.355,0.287,Makati,Philippines,15.27N,120.83E
1982-02-01,25.649,0.17600000000000002,Makati,Philippines,15.27N,120.83E
1982-03-01,27.388,0.7040000000000001,Makati,Philippines,15.27N,120.83E
1982-04-01,28.398000000000003,0.261,Makati,Philippines,15.27N,120.83E
1982-05-01,28.999000000000002,0.309,Makati,Philippines,15.27N,120.83E
1982-06-01,28.198,0.325,Makati,Philippines,15.27N,120.83E
1982-07-01,26.331,0.336,Makati,Philippines,15.27N,120.83E
1982-08-01,26.302,0.318,Makati,Philippines,15.27N,120.83E
1982-09-01,26.624000000000002,0.20800000000000002,Makati,Philippines,15.27N,120.83E
1982-10-01,26.593000000000004,0.168,Makati,Philippines,15.27N,120.83E
1982-11-01,26.519000000000002,0.17,Makati,Philippines,15.27N,120.83E
1982-12-01,25.829,0.115,Makati,Philippines,15.27N,120.83E
1983-01-01,25.68,0.191,Makati,Philippines,15.27N,120.83E
1983-02-01,26.084,0.21,Makati,Philippines,15.27N,120.83E
1983-03-01,27.835,0.312,Makati,Philippines,15.27N,120.83E
1983-04-01,28.891,0.24100000000000002,Makati,Philippines,15.27N,120.83E
1983-05-01,29.575,0.191,Makati,Philippines,15.27N,120.83E
1983-06-01,29.131999999999998,0.304,Makati,Philippines,15.27N,120.83E
1983-07-01,27.930999999999997,0.294,Makati,Philippines,15.27N,120.83E
1983-08-01,26.956,0.359,Makati,Philippines,15.27N,120.83E
1983-09-01,27.372,0.307,Makati,Philippines,15.27N,120.83E
1983-10-01,26.615,0.287,Makati,Philippines,15.27N,120.83E
1983-11-01,25.83,0.268,Makati,Philippines,15.27N,120.83E
1983-12-01,24.653,0.335,Makati,Philippines,15.27N,120.83E
1984-01-01,25.193,0.264,Makati,Philippines,15.27N,120.83E
1984-02-01,26.183000000000003,0.245,Makati,Philippines,15.27N,120.83E
1984-03-01,28.267,0.24600000000000002,Makati,Philippines,15.27N,120.83E
1984-04-01,28.965,0.42200000000000004,Makati,Philippines,15.27N,120.83E
1984-05-01,28.088,0.298,Makati,Philippines,15.27N,120.83E
1984-06-01,27.185,0.284,Makati,Philippines,15.27N,120.83E
1984-07-01,27.016,0.429,Makati,Philippines,15.27N,120.83E
1984-08-01,25.805,0.27899999999999997,Makati,Philippines,15.27N,120.83E
1984-09-01,26.919,0.319,Makati,Philippines,15.27N,120.83E
1984-10-01,25.916,0.32299999999999995,Makati,Philippines,15.27N,120.83E
1984-11-01,26.458000000000002,0.257,Makati,Philippines,15.27N,120.83E
1984-12-01,25.3,0.27,Makati,Philippines,15.27N,120.83E
1985-01-01,24.771,0.27699999999999997,Makati,Philippines,15.27N,120.83E
1985-02-01,27.445,0.218,Makati,Philippines,15.27N,120.83E
1985-03-01,28.263,0.102,Makati,Philippines,15.27N,120.83E
1985-04-01,28.816999999999997,0.201,Makati,Philippines,15.27N,120.83E
1985-05-01,29.068,0.266,Makati,Philippines,15.27N,120.83E
1985-06-01,27.041999999999998,0.608,Makati,Philippines,15.27N,120.83E
1985-07-01,26.851999999999997,0.259,Makati,Philippines,15.27N,120.83E
1985-08-01,26.638,0.439,Makati,Philippines,15.27N,120.83E
1985-09-01,26.651,0.423,Makati,Philippines,15.27N,120.83E
1985-10-01,26.31,0.28800000000000003,Makati,Philippines,15.27N,120.83E
1985-11-01,26.415,0.215,Makati,Philippines,15.27N,120.83E
1985-12-01,25.149,0.45399999999999996,Makati,Philippines,15.27N,120.83E
1986-01-01,24.906999999999996,0.337,Makati,Philippines,15.27N,120.83E
1986-02-01,25.702,0.24600000000000002,Makati,Philippines,15.27N,120.83E
1986-03-01,27.655,0.33,Makati,Philippines,15.27N,120.83E
1986-04-01,29.226999999999997,0.271,Makati,Philippines,15.27N,120.83E
1986-05-01,28.628,0.22899999999999998,Makati,Philippines,15.27N,120.83E
1986-06-01,28.02,0.456,Makati,Philippines,15.27N,120.83E
1986-07-01,26.811,0.373,Makati,Philippines,15.27N,120.83E
1986-08-01,26.219,0.27,Makati,Philippines,15.27N,120.83E
1986-09-01,26.468000000000004,0.289,Makati,Philippines,15.27N,120.83E
1986-10-01,26.169,0.478,Makati,Philippines,15.27N,120.83E
1986-11-01,26.572,0.314,Makati,Philippines,15.27N,120.83E
1986-12-01,25.101999999999997,0.185,Makati,Philippines,15.27N,120.83E
1987-01-01,24.948,0.457,Makati,Philippines,15.27N,120.83E
1987-02-01,25.427,0.467,Makati,Philippines,15.27N,120.83E
1987-03-01,28.107,0.61,Makati,Philippines,15.27N,120.83E
1987-04-01,29.449,0.6859999999999999,Makati,Philippines,15.27N,120.83E
1987-05-01,30.147,0.249,Makati,Philippines,15.27N,120.83E
1987-06-01,28.32,0.282,Makati,Philippines,15.27N,120.83E
1987-07-01,27.288,0.276,Makati,Philippines,15.27N,120.83E
1987-08-01,27.453000000000003,0.368,Makati,Philippines,15.27N,120.83E
1987-09-01,27.206,0.425,Makati,Philippines,15.27N,120.83E
1987-10-01,27.355,0.632,Makati,Philippines,15.27N,120.83E
1987-11-01,27.013,0.276,Makati,Philippines,15.27N,120.83E
1987-12-01,25.961,0.248,Makati,Philippines,15.27N,120.83E
1988-01-01,26.555999999999997,0.325,Makati,Philippines,15.27N,120.83E
1988-02-01,27.468000000000004,0.301,Makati,Philippines,15.27N,120.83E
1988-03-01,28.75,0.45799999999999996,Makati,Philippines,15.27N,120.83E
1988-04-01,29.578000000000003,0.545,Makati,Philippines,15.27N,120.83E
1988-05-01,30.011,0.46,Makati,Philippines,15.27N,120.83E
1988-06-01,27.945999999999998,0.374,Makati,Philippines,15.27N,120.83E
1988-07-01,27.351000000000006,0.32,Makati,Philippines,15.27N,120.83E
1988-08-01,27.373,0.40700000000000003,Makati,Philippines,15.27N,120.83E
1988-09-01,27.454,0.20600000000000002,Makati,Philippines,15.27N,120.83E
1988-10-01,26.28,0.209,Makati,Philippines,15.27N,120.83E
1988-11-01,26.036,0.13,Makati,Philippines,15.27N,120.83E
1988-12-01,24.285,0.278,Makati,Philippines,15.27N,120.83E
1989-01-01,25.796,0.223,Makati,Philippines,15.27N,120.83E
1989-02-01,25.9,0.244,Makati,Philippines,15.27N,120.83E
1989-03-01,27.23,0.41600000000000004,Makati,Philippines,15.27N,120.83E
1989-04-01,28.971,0.389,Makati,Philippines,15.27N,120.83E
1989-05-01,28.653000000000002,0.19899999999999998,Makati,Philippines,15.27N,120.83E
1989-06-01,27.660999999999998,0.29,Makati,Philippines,15.27N,120.83E
1989-07-01,26.938,0.34299999999999997,Makati,Philippines,15.27N,120.83E
1989-08-01,26.55,0.314,Makati,Philippines,15.27N,120.83E
1989-09-01,26.647,0.223,Makati,Philippines,15.27N,120.83E
1989-10-01,26.596999999999998,0.22699999999999998,Makati,Philippines,15.27N,120.83E
1989-11-01,25.71,0.146,Makati,Philippines,15.27N,120.83E
1989-12-01,24.141,0.184,Makati,Philippines,15.27N,120.83E
1990-01-01,25.241999999999997,0.182,Makati,Philippines,15.27N,120.83E
1990-02-01,26.562,0.134,Makati,Philippines,15.27N,120.83E
1990-03-01,27.382,0.364,Makati,Philippines,15.27N,120.83E
1990-04-01,29.301,0.315,Makati,Philippines,15.27N,120.83E
1990-05-01,28.909000000000002,0.177,Makati,Philippines,15.27N,120.83E
1990-06-01,27.105,0.21,Makati,Philippines,15.27N,120.83E
1990-07-01,26.607,0.444,Makati,Philippines,15.27N,120.83E
1990-08-01,26.618000000000002,0.434,Makati,Philippines,15.27N,120.83E
1990-09-01,26.583000000000002,0.456,Makati,Philippines,15.27N,120.83E
1990-10-01,26.303,0.28,Makati,Philippines,15.27N,120.83E
1990-11-01,26.324,0.298,Makati,Philippines,15.27N,120.83E
1990-12-01,25.316999999999997,0.28,Makati,Philippines,15.27N,120.83E
1991-01-01,25.281,0.17300000000000001,Makati,Philippines,15.27N,120.83E
1991-02-01,26.232,0.252,Makati,Philippines,15.27N,120.83E
1991-03-01,27.334,0.26899999999999996,Makati,Philippines,15.27N,120.83E
1991-04-01,28.592,0.29600000000000004,Makati,Philippines,15.27N,120.83E
1991-05-01,29.125999999999998,0.22899999999999998,Makati,Philippines,15.27N,120.83E
1991-06-01,27.984,0.19699999999999998,Makati,Philippines,15.27N,120.83E
1991-07-01,26.718000000000004,0.248,Makati,Philippines,15.27N,120.83E
1991-08-01,26.086,0.423,Makati,Philippines,15.27N,120.83E
1991-09-01,26.691,0.455,Makati,Philippines,15.27N,120.83E
1991-10-01,26.108,0.48,Makati,Philippines,15.27N,120.83E
1991-11-01,25.306,0.275,Makati,Philippines,15.27N,120.83E
1991-12-01,24.838,0.379,Makati,Philippines,15.27N,120.83E
1992-01-01,24.518,0.32899999999999996,Makati,Philippines,15.27N,120.83E
1992-02-01,25.916,0.39299999999999996,Makati,Philippines,15.27N,120.83E
1992-03-01,27.647,0.301,Makati,Philippines,15.27N,120.83E
1992-04-01,28.910999999999998,0.25,Makati,Philippines,15.27N,120.83E
1992-05-01,28.843000000000004,0.174,Makati,Philippines,15.27N,120.83E
1992-06-01,28.111,0.231,Makati,Philippines,15.27N,120.83E
1992-07-01,26.523000000000003,0.32,Makati,Philippines,15.27N,120.83E
1992-08-01,26.259,0.315,Makati,Philippines,15.27N,120.83E
1992-09-01,26.74,0.293,Makati,Philippines,15.27N,120.83E
1992-10-01,26.570999999999998,0.203,Makati,Philippines,15.27N,120.83E
1992-11-01,25.334,0.18100000000000002,Makati,Philippines,15.27N,120.83E
1992-12-01,25.295,0.47,Makati,Philippines,15.27N,120.83E
1993-01-01,24.823,0.149,Makati,Philippines,15.27N,120.83E
1993-02-01,25.74,0.39299999999999996,Makati,Philippines,15.27N,120.83E
1993-03-01,27.103,0.413,Makati,Philippines,15.27N,120.83E
1993-04-01,28.588,0.353,Makati,Philippines,15.27N,120.83E
1993-05-01,29.33,0.294,Makati,Philippines,15.27N,120.83E
1993-06-01,28.381,0.317,Makati,Philippines,15.27N,120.83E
1993-07-01,27.28,0.243,Makati,Philippines,15.27N,120.83E
1993-08-01,26.616999999999997,0.303,Makati,Philippines,15.27N,120.83E
1993-09-01,26.526,0.251,Makati,Philippines,15.27N,120.83E
1993-10-01,26.073,0.19399999999999998,Makati,Philippines,15.27N,120.83E
1993-11-01,26.527,0.25,Makati,Philippines,15.27N,120.83E
1993-12-01,25.504,0.32899999999999996,Makati,Philippines,15.27N,120.83E
1994-01-01,25.531999999999996,0.305,Makati,Philippines,15.27N,120.83E
1994-02-01,26.455,0.147,Makati,Philippines,15.27N,120.83E
1994-03-01,27.835,0.145,Makati,Philippines,15.27N,120.83E
1994-04-01,28.874000000000002,0.29,Makati,Philippines,15.27N,120.83E
1994-05-01,28.964000000000002,0.23800000000000002,Makati,Philippines,15.27N,120.83E
1994-06-01,27.539,0.273,Makati,Philippines,15.27N,120.83E
1994-07-01,26.158,0.384,Makati,Philippines,15.27N,120.83E
1994-08-01,26.846,0.29,Makati,Philippines,15.27N,120.83E
1994-09-01,26.603,0.28800000000000003,Makati,Philippines,15.27N,120.83E
1994-10-01,26.366999999999997,0.13699999999999998,Makati,Philippines,15.27N,120.83E
1994-11-01,26.156999999999996,0.23800000000000002,Makati,Philippines,15.27N,120.83E
1994-12-01,25.383000000000006,0.27899999999999997,Makati,Philippines,15.27N,120.83E
1995-01-01,24.916,0.261,Makati,Philippines,15.27N,120.83E
1995-02-01,25.529,0.19699999999999998,Makati,Philippines,15.27N,120.83E
1995-03-01,27.139,0.6459999999999999,Makati,Philippines,15.27N,120.83E
1995-04-01,28.712,0.449,Makati,Philippines,15.27N,120.83E
1995-05-01,28.565,0.209,Makati,Philippines,15.27N,120.83E
1995-06-01,28.2,0.242,Makati,Philippines,15.27N,120.83E
1995-07-01,26.789,0.657,Makati,Philippines,15.27N,120.83E
1995-08-01,26.781999999999996,0.449,Makati,Philippines,15.27N,120.83E
1995-09-01,26.554000000000002,0.35,Makati,Philippines,15.27N,120.83E
1995-10-01,26.785,0.301,Makati,Philippines,15.27N,120.83E
1995-11-01,26.612,0.192,Makati,Philippines,15.27N,120.83E
1995-12-01,25.028,0.154,Makati,Philippines,15.27N,120.83E
1996-01-01,25.121,0.156,Makati,Philippines,15.27N,120.83E
1996-02-01,25.647,0.27399999999999997,Makati,Philippines,15.27N,120.83E
1996-03-01,28.499000000000002,0.605,Makati,Philippines,15.27N,120.83E
1996-04-01,28.538,0.314,Makati,Philippines,15.27N,120.83E
1996-05-01,28.68,0.49,Makati,Philippines,15.27N,120.83E
1996-06-01,27.975,0.21600000000000003,Makati,Philippines,15.27N,120.83E
1996-07-01,27.165000000000006,0.43799999999999994,Makati,Philippines,15.27N,120.83E
1996-08-01,27.04,0.18899999999999997,Makati,Philippines,15.27N,120.83E
1996-09-01,26.846999999999998,0.38799999999999996,Makati,Philippines,15.27N,120.83E
1996-10-01,27.096,0.424,Makati,Philippines,15.27N,120.83E
1996-11-01,25.982,0.25,Makati,Philippines,15.27N,120.83E
1996-12-01,24.848000000000006,0.16399999999999998,Makati,Philippines,15.27N,120.83E
1997-01-01,24.521,0.131,Makati,Philippines,15.27N,120.83E
1997-02-01,26.346,0.14,Makati,Philippines,15.27N,120.83E
1997-03-01,27.006,0.187,Makati,Philippines,15.27N,120.83E
1997-04-01,28.866,0.322,Makati,Philippines,15.27N,120.83E
1997-05-01,28.826,0.33899999999999997,Makati,Philippines,15.27N,120.83E
1997-06-01,27.97,0.237,Makati,Philippines,15.27N,120.83E
1997-07-01,26.840999999999998,0.324,Makati,Philippines,15.27N,120.83E
1997-08-01,26.618000000000002,0.392,Makati,Philippines,15.27N,120.83E
1997-09-01,26.845,0.262,Makati,Philippines,15.27N,120.83E
1997-10-01,27.212,0.665,Makati,Philippines,15.27N,120.83E
1997-11-01,27.023000000000003,0.614,Makati,Philippines,15.27N,120.83E
1997-12-01,25.764000000000006,0.24,Makati,Philippines,15.27N,120.83E
1998-01-01,26.199,0.18600000000000003,Makati,Philippines,15.27N,120.83E
1998-02-01,27.583000000000002,0.345,Makati,Philippines,15.27N,120.83E
1998-03-01,28.353,0.242,Makati,Philippines,15.27N,120.83E
1998-04-01,29.631,0.515,Makati,Philippines,15.27N,120.83E
1998-05-01,29.357,0.258,Makati,Philippines,15.27N,120.83E
1998-06-01,28.824,0.574,Makati,Philippines,15.27N,120.83E
1998-07-01,28.068,0.18100000000000002,Makati,Philippines,15.27N,120.83E
1998-08-01,27.897,0.24,Makati,Philippines,15.27N,120.83E
1998-09-01,27.16,0.433,Makati,Philippines,15.27N,120.83E
1998-10-01,26.98,0.183,Makati,Philippines,15.27N,120.83E
1998-11-01,27.306,0.209,Makati,Philippines,15.27N,120.83E
1998-12-01,26.254,0.304,Makati,Philippines,15.27N,120.83E
1999-01-01,26.226,0.49200000000000005,Makati,Philippines,15.27N,120.83E
1999-02-01,26.208000000000002,0.39899999999999997,Makati,Philippines,15.27N,120.83E
1999-03-01,28.244,0.326,Makati,Philippines,15.27N,120.83E
1999-04-01,28.783,0.191,Makati,Philippines,15.27N,120.83E
1999-05-01,29.096,0.524,Makati,Philippines,15.27N,120.83E
1999-06-01,27.468000000000004,0.222,Makati,Philippines,15.27N,120.83E
1999-07-01,26.886,0.292,Makati,Philippines,15.27N,120.83E
1999-08-01,26.774,0.264,Makati,Philippines,15.27N,120.83E
1999-09-01,26.55,0.19,Makati,Philippines,15.27N,120.83E
1999-10-01,26.671999999999997,0.21100000000000002,Makati,Philippines,15.27N,120.83E
1999-11-01,26.342,0.345,Makati,Philippines,15.27N,120.83E
1999-12-01,25.55,0.43200000000000005,Makati,Philippines,15.27N,120.83E
2000-01-01,25.7,0.237,Makati,Philippines,15.27N,120.83E
2000-02-01,26.418000000000003,0.217,Makati,Philippines,15.27N,120.83E
2000-03-01,27.85,0.34,Makati,Philippines,15.27N,120.83E
2000-04-01,29.201999999999998,0.21,Makati,Philippines,15.27N,120.83E
2000-05-01,28.201999999999998,0.20800000000000002,Makati,Philippines,15.27N,120.83E
2000-06-01,27.874,0.243,Makati,Philippines,15.27N,120.83E
2000-07-01,26.052,0.243,Makati,Philippines,15.27N,120.83E
2000-08-01,26.910999999999998,0.27,Makati,Philippines,15.27N,120.83E
2000-09-01,26.642,0.255,Makati,Philippines,15.27N,120.83E
2000-10-01,26.834,0.337,Makati,Philippines,15.27N,120.83E
2000-11-01,26.62,0.33399999999999996,Makati,Philippines,15.27N,120.83E
2000-12-01,25.943,0.396,Makati,Philippines,15.27N,120.83E
2001-01-01,26.018,0.293,Makati,Philippines,15.27N,120.83E
2001-02-01,26.757,0.193,Makati,Philippines,15.27N,120.83E
2001-03-01,27.96,0.19,Makati,Philippines,15.27N,120.83E
2001-04-01,29.359,0.131,Makati,Philippines,15.27N,120.83E
2001-05-01,28.673,0.305,Makati,Philippines,15.27N,120.83E
2001-06-01,27.665,0.243,Makati,Philippines,15.27N,120.83E
