371,0.41700000000000004,Niiza,Japan,36.17N,139.23E
1820-03-01,3.125,3.0660000000000003,Nijmegen,Netherlands,52.24N,5.26E
1820-04-01,9.621,1.462,Nijmegen,Netherlands,52.24N,5.26E
1820-05-01,13.005999999999998,2.2840000000000003,Nijmegen,Netherlands,52.24N,5.26E
1820-06-01,13.685,1.25,Nijmegen,Netherlands,52.24N,5.26E
1820-07-01,16.308,3.883,Nijmegen,Netherlands,52.24N,5.26E
1820-08-01,17.01,3.063,Nijmegen,Netherlands,52.24N,5.26E
1820-09-01,13.072000000000001,2.045,Nijmegen,Netherlands,52.24N,5.26E
1820-10-01,8.405999999999999,1.0090000000000001,Nijmegen,Netherlands,52.24N,5.26E
1820-11-01,2.935,1.11,Nijmegen,Netherlands,52.24N,5.26E
1820-12-01,1.081,1.685,Nijmegen,Netherlands,52.24N,5.26E
1821-01-01,1.4080000000000001,4.114,Nijmegen,Netherlands,52.24N,5.26E
1821-02-01,0.5919999999999999,5.416,Nijmegen,Netherlands,52.24N,5.26E
1821-03-01,4.779,2.005,Nijmegen,Netherlands,52.24N,5.26E
1821-04-01,10.515999999999998,2.495,Nijmegen,Netherlands,52.24N,5.26E
1821-05-01,10.823,1.7480000000000002,Nijmegen,Netherlands,52.24N,5.26E
1821-06-01,13.326,3.266,Nijmegen,Netherlands,52.24N,5.26E
1821-07-01,15.005999999999998,2.498,Nijmegen,Netherlands,52.24N,5.26E
1821-08-01,16.748,1.595,Nijmegen,Netherlands,52.24N,5.26E
1821-09-01,15.064,1.5,Nijmegen,Netherlands,52.24N,5.26E
1821-10-01,9.687000000000001,0.557,Nijmegen,Netherlands,52.24N,5.26E
1821-11-01,7.803,3.071,Nijmegen,Netherlands,52.24N,5.26E
1821-12-01,5.694,2.07,Nijmegen,Netherlands,52.24N,5.26E
1822-01-01,3.4360000000000004,3.0010000000000003,Nijmegen,Netherlands,52.24N,5.26E
1822-02-01,5.2349999999999985,2.2569999999999997,Nijmegen,Netherlands,52.24N,5.26E
1822-03-01,7.692,1.59,Nijmegen,Netherlands,52.24N,5.26E
1822-04-01,9.237,1.624,Nijmegen,Netherlands,52.24N,5.26E
1822-05-01,14.437999999999999,2.01,Nijmegen,Netherlands,52.24N,5.26E
1822-06-01,17.817,1.745,Nijmegen,Netherlands,52.24N,5.26E
1822-07-01,17.198999999999998,1.015,Nijmegen,Netherlands,52.24N,5.26E
1822-08-01,16.575000000000006,2.9760000000000004,Nijmegen,Netherlands,52.24N,5.26E
1822-09-01,12.960999999999999,2.36,Nijmegen,Netherlands,52.24N,5.26E
1822-10-01,10.857000000000001,0.9359999999999999,Nijmegen,Netherlands,52.24N,5.26E
1822-11-01,7.925,1.88,Nijmegen,Netherlands,52.24N,5.26E
1822-12-01,-1.1079999999999997,3.438,Nijmegen,Netherlands,52.24N,5.26E
1823-01-01,-4.371,2.358,Nijmegen,Netherlands,52.24N,5.26E
1823-02-01,2.086,2.6639999999999997,Nijmegen,Netherlands,52.24N,5.26E
1823-03-01,4.793,1.915,Nijmegen,Netherlands,52.24N,5.26E
1823-04-01,6.6640000000000015,3.389,Nijmegen,Netherlands,52.24N,5.26E
1823-05-01,13.186,1.9140000000000001,Nijmegen,Netherlands,52.24N,5.26E
1823-06-01,13.706,2.807,Nijmegen,Netherlands,52.24N,5.26E
1823-07-01,15.755,1.5319999999999998,Nijmegen,Netherlands,52.24N,5.26E
1823-08-01,17.047,1.9569999999999999,Nijmegen,Netherlands,52.24N,5.26E
1823-09-01,13.579,1.6840000000000002,Nijmegen,Netherlands,52.24N,5.26E
1823-10-01,8.824,1.966,Nijmegen,Netherlands,52.24N,5.26E
1823-11-01,5.683,4.305,Nijmegen,Netherlands,52.24N,5.26E
1823-12-01,4.348,1.065,Nijmegen,Netherlands,52.24N,5.26E
1824-01-01,2.7060000000000004,1.395,Nijmegen,Netherlands,52.24N,5.26E
1824-02-01,3.218,2.8939999999999997,Nijmegen,Netherlands,52.24N,5.26E
1824-03-01,3.867,1.705,Nijmegen,Netherlands,52.24N,5.26E
1824-04-01,7.125,2.434,Nijmegen,Netherlands,52.24N,5.26E
1824-05-01,11.325999999999999,1.358,Nijmegen,Netherlands,52.24N,5.26E
1824-06-01,15.127,3.46,Nijmegen,Netherlands,52.24N,5.26E
1824-07-01,16.778,4.2860000000000005,Nijmegen,Netherlands,52.24N,5.26E
1824-08-01,16.685000000000002,2.2680000000000002,Nijmegen,Netherlands,52.24N,5.26E
1824-09-01,15.238,2.201,Nijmegen,Netherlands,52.24N,5.26E
1824-10-01,9.811,1.517,Nijmegen,Netherlands,52.24N,5.26E
1824-11-01,6.92,2.102,Nijmegen,Netherlands,52.24N,5.26E
1824-12-01,5.3119999999999985,3.8489999999999998,Nijmegen,Netherlands,52.24N,5.26E
1825-01-01,3.384,3.205,Nijmegen,Netherlands,52.24N,5.26E
1825-02-01,2.852,2.101,Nijmegen,Netherlands,52.24N,5.26E
1825-03-01,2.887,2.943,Nijmegen,Netherlands,52.24N,5.26E
1825-04-01,9.03,3.025,Nijmegen,Netherlands,52.24N,5.26E
1825-05-01,12.644,0.929,Nijmegen,Netherlands,52.24N,5.26E
1825-06-01,15.299000000000001,0.643,Nijmegen,Netherlands,52.24N,5.26E
1825-07-01,17.43,3.264,Nijmegen,Netherlands,52.24N,5.26E
1825-08-01,16.719,3.18,Nijmegen,Netherlands,52.24N,5.26E
1825-09-01,15.521,2.398,Nijmegen,Netherlands,52.24N,5.26E
1825-10-01,10.382,2.383,Nijmegen,Netherlands,52.24N,5.26E
1825-11-01,5.933,2.819,Nijmegen,Netherlands,52.24N,5.26E
1825-12-01,4.9670000000000005,1.153,Nijmegen,Netherlands,52.24N,5.26E
1826-01-01,-2.5690000000000004,1.237,Nijmegen,Netherlands,52.24N,5.26E
1826-02-01,4.337999999999999,1.78,Nijmegen,Netherlands,52.24N,5.26E
1826-03-01,5.2890000000000015,2.033,Nijmegen,Netherlands,52.24N,5.26E
1826-04-01,8.025,3.4589999999999996,Nijmegen,Netherlands,52.24N,5.26E
1826-05-01,11.734000000000002,1.899,Nijmegen,Netherlands,52.24N,5.26E
1826-06-01,17.000999999999998,2.855,Nijmegen,Netherlands,52.24N,5.26E
1826-07-01,19.385,1.354,Nijmegen,Netherlands,52.24N,5.26E
1826-08-01,19.133000000000006,1.72,Nijmegen,Netherlands,52.24N,5.26E
1826-09-01,14.484000000000002,2.9960000000000004,Nijmegen,Netherlands,52.24N,5.26E
1826-10-01,11.206,3.4589999999999996,Nijmegen,Netherlands,52.24N,5.26E
1826-11-01,4.788,1.206,Nijmegen,Netherlands,52.24N,5.26E
1826-12-01,4.535,2.383,Nijmegen,Netherlands,52.24N,5.26E
1827-01-01,-0.8940000000000001,2.8510000000000004,Nijmegen,Netherlands,52.24N,5.26E
1827-02-01,-2.92,1.63,Nijmegen,Netherlands,52.24N,5.26E
1827-03-01,5.242000000000001,2.295,Nijmegen,Netherlands,52.24N,5.26E
1827-04-01,9.417,4.15,Nijmegen,Netherlands,52.24N,5.26E
1827-05-01,13.321000000000002,2.95,Nijmegen,Netherlands,52.24N,5.26E
1827-06-01,15.593,2.336,Nijmegen,Netherlands,52.24N,5.26E
1827-07-01,17.494999999999994,1.4980000000000002,Nijmegen,Netherlands,52.24N,5.26E
1827-08-01,16.061,1.889,Nijmegen,Netherlands,52.24N,5.26E
1827-09-01,14.362,0.937,Nijmegen,Netherlands,52.24N,5.26E
1827-10-01,10.454,0.8540000000000001,Nijmegen,Netherlands,52.24N,5.26E
1827-11-01,3.802,1.182,Nijmegen,Netherlands,52.24N,5.26E
1827-12-01,5.8660000000000005,4.137,Nijmegen,Netherlands,52.24N,5.26E
1828-01-01,2.237,2.5789999999999997,Nijmegen,Netherlands,52.24N,5.26E
1828-02-01,2.17,3.0639999999999996,Nijmegen,Netherlands,52.24N,5.26E
1828-03-01,5.5489999999999995,2.347,Nijmegen,Netherlands,52.24N,5.26E
1828-04-01,8.712,2.5380000000000003,Nijmegen,Netherlands,52.24N,5.26E
1828-05-01,13.045,3.2460000000000004,Nijmegen,Netherlands,52.24N,5.26E
1828-06-01,16.423,2.887,Nijmegen,Netherlands,52.24N,5.26E
1828-07-01,17.798,1.6230000000000002,Nijmegen,Netherlands,52.24N,5.26E
1828-08-01,15.627,2.6060000000000003,Nijmegen,Netherlands,52.24N,5.26E
1828-09-01,14.404000000000002,1.34,Nijmegen,Netherlands,52.24N,5.26E
1828-10-01,9.493,1.825,Nijmegen,Netherlands,52.24N,5.26E
1828-11-01,5.483,1.7209999999999999,Nijmegen,Netherlands,52.24N,5.26E
1828-12-01,4.652,3.096,Nijmegen,Netherlands,52.24N,5.26E
1829-01-01,-3.0740000000000003,1.633,Nijmegen,Netherlands,52.24N,5.26E
1829-02-01,-0.29400000000000004,3.783,Nijmegen,Netherlands,52.24N,5.26E
1829-03-01,3.0860000000000003,1.845,Nijmegen,Netherlands,52.24N,5.26E
1829-04-01,7.630000000000001,1.706,Nijmegen,Netherlands,52.24N,5.26E
1829-05-01,12.662,4.191,Nijmegen,Netherlands,52.24N,5.26E
1829-06-01,15.383,2.8310000000000004,Nijmegen,Netherlands,52.24N,5.26E
1829-07-01,16.549,1.722,Nijmegen,Netherlands,52.24N,5.26E
1829-08-01,15.065999999999999,1.983,Nijmegen,Netherlands,52.24N,5.26E
1829-09-01,12.409,2.3209999999999997,Nijmegen,Netherlands,52.24N,5.26E
1829-10-01,8.353,2.083,Nijmegen,Netherlands,52.24N,5.26E
1829-11-01,2.784,3.6,Nijmegen,Netherlands,52.24N,5.26E
1829-12-01,-4.16,5.321000000000001,Nijmegen,Netherlands,52.24N,5.26E
1830-01-01,-3.135,3.5189999999999997,Nijmegen,Netherlands,52.24N,5.26E
1830-02-01,-1.511,1.7309999999999999,Nijmegen,Netherlands,52.24N,5.26E
1830-03-01,6.005,1.3530000000000002,Nijmegen,Netherlands,52.24N,5.26E
1830-04-01,9.397,1.632,Nijmegen,Netherlands,52.24N,5.26E
1830-05-01,12.738,1.115,Nijmegen,Netherlands,52.24N,5.26E
1830-06-01,13.966,3.395,Nijmegen,Netherlands,52.24N,5.26E
1830-07-01,17.500999999999998,2.0,Nijmegen,Netherlands,52.24N,5.26E
1830-08-01,15.408,2.752,Nijmegen,Netherlands,52.24N,5.26E
1830-09-01,12.51,3.1489999999999996,Nijmegen,Netherlands,52.24N,5.26E
1830-10-01,9.379,4.045,Nijmegen,Netherlands,52.24N,5.26E
1830-11-01,6.5459999999999985,2.226,Nijmegen,Netherlands,52.24N,5.26E
1830-12-01,0.677,2.3369999999999997,Nijmegen,Netherlands,52.24N,5.26E
1831-01-01,-0.5750000000000002,3.1889999999999996,Nijmegen,Netherlands,52.24N,5.26E
1831-02-01,3.2310000000000003,5.907,Nijmegen,Netherlands,52.24N,5.26E
1831-03-01,5.8740000000000006,4.413,Nijmegen,Netherlands,52.24N,5.26E
1831-04-01,10.118,1.564,Nijmegen,Netherlands,52.24N,5.26E
1831-05-01,12.454,3.6069999999999998,Nijmegen,Netherlands,52.24N,5.26E
1831-06-01,15.254000000000001,2.6839999999999997,Nijmegen,Netherlands,52.24N,5.26E
1831-07-01,17.881,1.82,Nijmegen,Netherlands,52.24N,5.26E
1831-08-01,17.37,2.075,Nijmegen,Netherlands,52.24N,5.26E
1831-09-01,13.4,1.925,Nijmegen,Netherlands,52.24N,5.26E
1831-10-01,13.117,1.831,Nijmegen,Netherlands,52.24N,5.26E
1831-11-01,5.231,6.059,Nijmegen,Netherlands,52.24N,5.26E
1831-12-01,4.526,4.378,Nijmegen,Netherlands,52.24N,5.26E
1832-01-01,0.28200000000000003,2.418,Nijmegen,Netherlands,52.24N,5.26E
1832-02-01,1.6029999999999998,2.6639999999999997,Nijmegen,Netherlands,52.24N,5.26E
1832-03-01,4.208,2.146,Nijmegen,Netherlands,52.24N,5.26E
1832-04-01,8.914,3.741,Nijmegen,Netherlands,52.24N,5.26E
1832-05-01,11.020999999999999,2.4859999999999998,Nijmegen,Netherlands,52.24N,5.26E
1832-06-01,15.408,2.403,Nijmegen,Netherlands,52.24N,5.26E
1832-07-01,15.39,3.205,Nijmegen,Netherlands,52.24N,5.26E
1832-08-01,16.785999999999998,2.286,Nijmegen,Netherlands,52.24N,5.26E
1832-09-01,13.182,3.1180000000000003,Nijmegen,Netherlands,52.24N,5.26E
1832-10-01,9.818,2.252,Nijmegen,Netherlands,52.24N,5.26E
1832-11-01,3.966,0.93,Nijmegen,Netherlands,52.24N,5.26E
1832-12-01,3.25,5.281000000000001,Nijmegen,Netherlands,52.24N,5.26E
1833-01-01,-1.8840000000000001,3.463,Nijmegen,Netherlands,52.24N,5.26E
1833-02-01,4.757,2.161,Nijmegen,Netherlands,52.24N,5.26E
1833-03-01,2.6180000000000003,2.918,Nijmegen,Netherlands,52.24N,5.26E
1833-04-01,7.334,1.806,Nijmegen,Netherlands,52.24N,5.26E
1833-05-01,15.722999999999999,1.4869999999999999,Nijmegen,Netherlands,52.24N,5.26E
1833-06-01,16.527,2.0,Nijmegen,Netherlands,52.24N,5.26E
1833-07-01,16.448,1.594,Nijmegen,Netherlands,52.24N,5.26E
1833-08-01,14.04,1.824,Nijmegen,Netherlands,52.24N,5.26E
1833-09-01,12.974,1.161,Nijmegen,Netherlands,52.24N,5.26E
1833-10-01,9.562000000000001,1.429,Nijmegen,Netherlands,52.24N,5.26E
1833-11-01,5.393,1.8219999999999998,Nijmegen,Netherlands,52.24N,5.26E
1833-12-01,5.82,3.302,Nijmegen,Netherlands,52.24N,5.26E
1834-01-01,5.621,2.884,Nijmegen,Netherlands,52.24N,5.26E
1834-02-01,3.0380000000000003,3.082,Nijmegen,Netherlands,52.24N,5.26E
1834-03-01,5.71,2.449,Nijmegen,Netherlands,52.24N,5.26E
1834-04-01,7.247000000000001,3.0239999999999996,Nijmegen,Netherlands,52.24N,5.26E
1834-05-01,14.478000000000002,1.3530000000000002,Nijmegen,Netherlands,52.24N,5.26E
1834-06-01,16.604,3.028,Nijmegen,Netherlands,52.24N,5.26E
1834-07-01,19.906,1.956,Nijmegen,Netherlands,52.24N,5.26E
1834-08-01,18.642000000000003,1.7819999999999998,Nijmegen,Netherlands,52.24N,5.26E
1834-09-01,15.356,3.1519999999999997,Nijmegen,Netherlands,52.24N,5.26E
1834-10-01,10.121,1.4369999999999998,Nijmegen,Netherlands,52.24N,5.26E
1834-11-01,5.176,2.456,Nijmegen,Netherlands,52.24N,5.26E
1834-12-01,3.967,1.6019999999999999,Nijmegen,Netherlands,52.24N,5.26E
1835-01-01,2.318,2.205,Nijmegen,Netherlands,52.24N,5.26E
1835-02-01,4.43,2.094,Nijmegen,Netherlands,52.24N,5.26E
1835-03-01,4.9060000000000015,2.07,Nijmegen,Netherlands,52.24N,5.26E
1835-04-01,7.444,2.615,Nijmegen,Netherlands,52.24N,5.26E
1835-05-01,11.294,1.412,Nijmegen,Netherlands,52.24N,5.26E
1835-06-01,16.244,2.12,Nijmegen,Netherlands,52.24N,5.26E
1835-07-01,17.991,1.9809999999999999,Nijmegen,Netherlands,52.24N,5.26E
1835-08-01,16.993000000000002,0.9990000000000001,Nijmegen,Netherlands,52.24N,5.26E
1835-09-01,14.418,1.71,Nijmegen,Netherlands,52.24N,5.26E
1835-10-01,8.631,1.3459999999999999,Nijmegen,Netherlands,52.24N,5.26E
1835-11-01,3.641,1.49,Nijmegen,Netherlands,52.24N,5.26E
1835-12-01,1.2919999999999998,1.835,Nijmegen,Netherlands,52.24N,5.26E
1836-01-01,1.4269999999999998,0.741,Nijmegen,Netherlands,52.24N,5.26E
1836-02-01,2.384,2.109,Nijmegen,Netherlands,52.24N,5.26E
1836-03-01,7.002999999999999,0.917,Nijmegen,Netherlands,52.24N,5.26E
1836-04-01,7.427,0.9890000000000001,Nijmegen,Netherlands,52.24N,5.26E
1836-05-01,11.019,1.6,Nijmegen,Netherlands,52.24N,5.26E
1836-06-01,15.713,1.5519999999999998,Nijmegen,Netherlands,52.24N,5.26E
1836-07-01,16.785,1.847,Nijmegen,Netherlands,52.24N,5.26E
1836-08-01,15.700999999999999,1.8430000000000002,Nijmegen,Netherlands,52.24N,5.26E
1836-09-01,12.397,2.633,Nijmegen,Netherlands,52.24N,5.26E
1836-10-01,9.976,5.591,Nijmegen,Netherlands,52.24N,5.26E
1836-11-01,5.019,1.97,Nijmegen,Netherlands,52.24N,5.26E
1836-12-01,3.574,2.843,Nijmegen,Netherlands,52.24N,5.26E
1837-01-01,1.516,2.88,Nijmegen,Netherlands,52.24N,5.26E
1837-02-01,3.1630000000000003,1.8780000000000001,Nijmegen,Netherlands,52.24N,5.26E
1837-03-01,1.6110000000000002,2.049,Nijmegen,Netherlands,52.24N,5.26E
1837-04-01,5.035,1.486,Nijmegen,Netherlands,52.24N,5.26E
1837-05-01,10.062999999999999,1.4969999999999999,Nijmegen,Netherlands,52.24N,5.26E
1837-06-01,15.607000000000001,2.019,Nijmegen,Netherlands,52.24N,5.26E
1837-07-01,16.462999999999994,1.409,Nijmegen,Netherlands,52.24N,5.26E
1837-08-01,17.586000000000002,1.247,Nijmegen,Netherlands,52.24N,5.26E
1837-09-01,13.015,1.175,Nijmegen,Netherlands,52.24N,5.26E
1837-10-01,10.399000000000001,2.826,Nijmegen,Netherlands,52.24N,5.26E
1837-11-01,4.782,2.465,Nijmegen,Netherlands,52.24N,5.26E
1837-12-01,3.0039999999999996,4.63,Nijmegen,Netherlands,52.24N,5.26E
1838-01-01,-6.0939999999999985,3.259,Nijmegen,Netherlands,52.24N,5.26E
1838-02-01,-1.7490000000000006,1.584,Nijmegen,Netherlands,52.24N,5.26E
1838-03-01,4.215,1.4980000000000002,Nijmegen,Netherlands,52.24N,5.26E
1838-04-01,5.532,1.749,Nijmegen,Netherlands,52.24N,5.26E
1838-05-01,12.182,1.013,Nijmegen,Netherlands,52.24N,5.26E
1838-06-01,15.088,1.6440000000000001,Nijmegen,Netherlands,52.24N,5.26E
1838-07-01,16.907,4.16,Nijmegen,Netherlands,52.24N,5.26E
1838-08-01,15.398,3.8819999999999997,Nijmegen,Netherlands,52.24N,5.26E
1838-09-01,14.167,1.534,Nijmegen,Netherlands,52.24N,5.26E
1838-10-01,9.809,3.964,Nijmegen,Netherlands,52.24N,5.26E
1838-11-01,4.090999999999998,2.915,Nijmegen,Netherlands,52.24N,5.26E
1838-12-01,1.848,2.688,Nijmegen,Netherlands,52.24N,5.26E
1839-01-01,1.3430000000000002,1.405,Nijmegen,Netherlands,52.24N,5.26E
1839-02-01,2.717,1.64,Nijmegen,Netherlands,52.24N,5.26E
1839-03-01,2.78,0.88,Nijmegen,Netherlands,52.24N,5.26E
1839-04-01,5.246,2.061,Nijmegen,Netherlands,52.24N,5.26E
1839-05-01,11.753,0.607,Nijmegen,Netherlands,52.24N,5.26E
1839-06-01,16.415,1.109,Nijmegen,Netherlands,52.24N,5.26E
1839-07-01,17.273999999999994,3.5669999999999997,Nijmegen,Netherlands,52.24N,5.26E
1839-08-01,15.399,2.5980000000000003,Nijmegen,Netherlands,52.24N,5.26E
1839-09-01,14.274000000000001,1.4369999999999998,Nijmegen,Netherlands,52.24N,5.26E
1839-10-01,9.949,1.733,Nijmegen,Netherlands,52.24N,5.26E
1839-11-01,6.558,2.05,Nijmegen,Netherlands,52.24N,5.26E
1839-12-01,3.3160000000000003,1.662,Nijmegen,Netherlands,52.24N,5.26E
1840-01-01,1.671,2.233,Nijmegen,Netherlands,52.24N,5.26E
1840-02-01,2.436,2.2,Nijmegen,Netherlands,52.24N,5.26E
1840-03-01,2.2630000000000003,0.862,Nijmegen,Netherlands,52.24N,5.26E
1840-04-01,9.932,2.825,Nijmegen,Netherlands,52.24N,5.26E
1840-05-01,11.949000000000002,1.765,Nijmegen,Netherlands,52.24N,5.26E
1840-06-01,15.088,1.469,Nijmegen,Netherlands,52.24N,5.26E
1840-07-01,15.191999999999998,1.3319999999999999,Nijmegen,Netherlands,52.24N,5.26E
1840-08-01,16.762999999999998,1.335,Nijmegen,Netherlands,52.24N,5.26E
1840-09-01,13.259,1.3430000000000002,Nijmegen,Netherlands,52.24N,5.26E
1840-10-01,7.885,2.136,Nijmegen,Netherlands,52.24N,5.26E
1840-11-01,6.391,3.179,Nijmegen,Netherlands,52.24N,5.26E
1840-12-01,-2.6889999999999996,2.089,Nijmegen,Netherlands,52.24N,5.26E
1841-01-01,-0.09200000000000008,1.966,Nijmegen,Netherlands,52.24N,5.26E
1841-02-01,-0.4490000000000003,1.493,Nijmegen,Netherlands,52.24N,5.26E
1841-03-01,6.8610000000000015,4.041,Nijmegen,Netherlands,52.24N,5.26E
1841-04-01,8.924,2.083,Nijmegen,Netherlands,52.24N,5.26E
1841-05-01,15.533,0.868,Nijmegen,Netherlands,52.24N,5.26E
1841-06-01,14.088,1.193,Nijmegen,Netherlands,52.24N,5.26E
1841-07-01,14.694,1.32,Nijmegen,Netherlands,52.24N,5.26E
1841-08-01,16.53,1.504,Nijmegen,Netherlands,52.24N,5.26E
1841-09-01,15.665,0.8009999999999999,Nijmegen,Netherlands,52.24N,5.26E
1841-10-01,9.931000000000001,1.1340000000000001,Nijmegen,Netherlands,52.24N,5.26E
1841-11-01,5.907,0.713,Nijmegen,Netherlands,52.24N,5.26E
1841-12-01,4.48,2.195,Nijmegen,Netherlands,52.24N,5.26E
1842-01-01,-1.833,1.8159999999999998,Nijmegen,Netherlands,52.24N,5.26E
1842-02-01,2.845,1.935,Nijmegen,Netherlands,52.24N,5.26E
1842-03-01,5.773,2.375,Nijmegen,Netherlands,52.24N,5.26E
1842-04-01,7.278,2.112,Nijmegen,Netherlands,52.24N,5.26E
1842-05-01,13.49,1.4340000000000002,Nijmegen,Netherlands,52.24N,5.26E
1842-06-01,16.291,0.895,Nijmegen,Netherlands,52.24N,5.26E
1842-07-01,16.093,1.128,Nijmegen,Netherlands,52.24N,5.26E
1842-08-01,20.142000000000003,1.215,Nijmegen,Netherlands,52.24N,5.26E
1842-09-01,14.001,1.272,Nijmegen,Netherlands,52.24N,5.26E
1842-10-01,7.760999999999999,1.433,Nijmegen,Netherlands,52.24N,5.26E
1842-11-01,3.252,1.882,Nijmegen,Netherlands,52.24N,5.26E
1842-12-01,4.185,1.544,Nijmegen,Netherlands,52.24N,5.26E
1843-01-01,2.35,1.6380000000000001,Nijmegen,Netherlands,52.24N,5.26E
1843-02-01,1.5839999999999996,1.7480000000000002,Nijmegen,Netherlands,52.24N,5.26E
1843-03-01,4.702,1.619,Nijmegen,Netherlands,52.24N,5.26E
1843-04-01,8.407,1.023,Nijmegen,Netherlands,52.24N,5.26E
1843-05-01,11.537,1.472,Nijmegen,Netherlands,52.24N,5.26E
1843-06-01,13.719000000000001,1.431,Nijmegen,Netherlands,52.24N,5.26E
1843-07-01,16.113999999999994,1.125,Nijmegen,Netherlands,52.24N,5.26E
1843-08-01,17.592000000000002,1.8159999999999998,Nijmegen,Netherlands,52.24N,5.26E
1843-09-01,14.453,0.413,Nijmegen,Netherlands,52.24N,5.26E
1843-10-01,8.965,1.65,Nijmegen,Netherlands,52.24N,5.26E
1843-11-01,6.117000000000001,0.32299999999999995,Nijmegen,Netherlands,52.24N,5.26E
1843-12-01,4.829,3.0660000000000003,Nijmegen,Netherlands,52.24N,5.26E
1844-01-01,1.3840000000000001,0.955,Nijmegen,Netherlands,52.24N,5.26E
1844-02-01,0.3429999999999997,1.061,Nijmegen,Netherlands,52.24N,5.26E
1844-03-01,3.8819999999999997,2.237,Nijmegen,Netherlands,52.24N,5.26E
1844-04-01,10.187,1.037,Nijmegen,Netherlands,52.24N,5.26E
1844-05-01,11.915999999999999,1.4180000000000001,Nijmegen,Netherlands,52.24N,5.26E
1844-06-01,15.181,0.914,Nijmegen,Netherlands,52.24N,5.26E
1844-07-01,15.11,1.1440000000000001,Nijmegen,Netherlands,52.24N,5.26E
1844-08-01,14.525000000000002,3.073,Nijmegen,Netherlands,52.24N,5.26E
1844-09-01,14.182,0.802,Nijmegen,Netherlands,52.24N,5.26E
1844-10-01,9.292,0.7490000000000001,Nijmegen,Netherlands,52.24N,5.26E
1844-11-01,5.571000000000001,0.614,Nijmegen,Netherlands,52.24N,5.26E
1844-12-01,-2.648,1.412,Nijmegen,Netherlands,52.24N,5.26E
1845-01-01,1.273,1.864,Nijmegen,Netherlands,52.24N,5.26E
1845-02-01,-3.2380000000000004,3.135,Nijmegen,Netherlands,52.24N,5.26E
1845-03-01,-1.7589999999999997,0.635,Nijmegen,Netherlands,52.24N,5.26E
1845-04-01,8.512,1.2819999999999998,Nijmegen,Netherlands,52.24N,5.26E
1845-05-01,10.021,1.59,Nijmegen,Netherlands,52.24N,5.26E
1845-06-01,16.090999999999998,1.633,Nijmegen,Netherlands,52.24N,5.26E
1845-07-01,16.773,1.156,Nijmegen,Netherlands,52.24N,5.26E
1845-08-01,14.835,1.085,Nijmegen,Netherlands,52.24N,5.26E
1845-09-01,12.839,1.4769999999999999,Nijmegen,Netherlands,52.24N,5.26E
1845-10-01,9.692,0.972,Nijmegen,Netherlands,52.24N,5.26E
1845-11-01,6.75,1.0090000000000001,Nijmegen,Netherlands,52.24N,5.26E
1845-12-01,4.053999999999999,2.184,Nijmegen,Netherlands,52.24N,5.26E
1846-01-01,3.78,2.193,Nijmegen,Netherlands,52.24N,5.26E
1846-02-01,5.624,1.557,Nijmegen,Netherlands,52.24N,5.26E
1846-03-01,6.5729999999999995,1.62,Nijmegen,Netherlands,52.24N,5.26E
1846-04-01,8.596,1.2890000000000001,Nijmegen,Netherlands,52.24N,5.26E
1846-05-01,12.41,1.8219999999999998,Nijmegen,Netherlands,52.24N,5.26E
1846-06-01,18.372,1.875,Nijmegen,Netherlands,52.24N,5.26E
1846-07-01,18.652,2.338,Nijmegen,Netherlands,52.24N,5.26E
1846-08-01,19.451,1.631,Nijmegen,Netherlands,52.24N,5.26E
1846-09-01,15.952,1.819,Nijmegen,Netherlands,52.24N,5.26E
1846-10-01,10.775,0.9229999999999999,Nijmegen,Netherlands,52.24N,5.26E
1846-11-01,5.06,1.9269999999999998,Nijmegen,Netherlands,52.24N,5.26E
1846-12-01,-2.1610000000000005,0.993,Nijmegen,Netherlands,52.24N,5.26E
1847-01-01,-1.013,5.874,Nijmegen,Netherlands,52.24N,5.26E
1847-02-01,0.8259999999999998,0.833,Nijmegen,Netherlands,52.24N,5.26E
1847-03-01,3.909,2.636,Nijmegen,Netherlands,52.24N,5.26E
1847-04-01,5.7730000000000015,1.337,Nijmegen,Netherlands,52.24N,5.26E
1847-05-01,14.089,1.061,Nijmegen,Netherlands,52.24N,5.26E
1847-06-01,14.249,1.804,Nijmegen,Netherlands,52.24N,5.26E
1847-07-01,18.214000000000002,1.5490000000000002,Nijmegen,Netherlands,52.24N,5.26E
1847-08-01,17.78,1.28,Nijmegen,Netherlands,52.24N,5.26E
1847-09-01,11.841,0.8,Nijmegen,Netherlands,52.24N,5.26E
1847-10-01,9.25,0.897,Nijmegen,Netherlands,52.24N,5.26E
1847-11-01,7.077000000000001,0.8740000000000001,Nijmegen,Netherlands,52.24N,5.26E
1847-12-01,1.405,2.27,Nijmegen,Netherlands,52.24N,5.26E
1848-01-01,-4.013,1.7269999999999999,Nijmegen,Netherlands,52.24N,5.26E
1848-02-01,4.5280000000000005,1.2770000000000001,Nijmegen,Netherlands,52.24N,5.26E
1848-03-01,5.932,0.775,Nijmegen,Netherlands,52.24N,5.26E
1848-04-01,9.376,0.79,Nijmegen,Netherlands,52.24N,5.26E
1848-05-01,14.1,1.716,Nijmegen,Netherlands,52.24N,5.26E
1848-06-01,16.017,2.353,Nijmegen,Netherlands,52.24N,5.26E
1848-07-01,16.642999999999994,2.403,Nijmegen,Netherlands,52.24N,5.26E
