358,0.163,Leghorn,Italy,44.20N,11.18E
1784-04-01,4.1400000000000015,9.461,Leipzig,Germany,50.63N,11.41E
1784-05-01,14.235999999999999,2.47,Leipzig,Germany,50.63N,11.41E
1784-06-01,16.024,2.616,Leipzig,Germany,50.63N,11.41E
1784-07-01,17.143,5.662000000000001,Leipzig,Germany,50.63N,11.41E
1784-08-01,16.186999999999998,8.345,Leipzig,Germany,50.63N,11.41E
1784-09-01,14.639,6.206,Leipzig,Germany,50.63N,11.41E
1784-10-01,4.676,5.346,Leipzig,Germany,50.63N,11.41E
1784-11-01,3.7910000000000004,2.596,Leipzig,Germany,50.63N,11.41E
1784-12-01,-2.491,3.4810000000000003,Leipzig,Germany,50.63N,11.41E
1785-01-01,-2.984,4.776,Leipzig,Germany,50.63N,11.41E
1785-02-01,-4.124,6.945,Leipzig,Germany,50.63N,11.41E
1785-03-01,-4.846,5.01,Leipzig,Germany,50.63N,11.41E
1785-04-01,3.47,3.719,Leipzig,Germany,50.63N,11.41E
1785-05-01,11.190999999999999,5.531000000000001,Leipzig,Germany,50.63N,11.41E
1785-06-01,14.443,5.194,Leipzig,Germany,50.63N,11.41E
1785-07-01,15.915,4.928999999999999,Leipzig,Germany,50.63N,11.41E
1785-08-01,15.095999999999998,4.57,Leipzig,Germany,50.63N,11.41E
1785-09-01,14.847999999999999,2.597,Leipzig,Germany,50.63N,11.41E
1785-10-01,7.194000000000001,3.707,Leipzig,Germany,50.63N,11.41E
1785-11-01,3.178,5.1160000000000005,Leipzig,Germany,50.63N,11.41E
1785-12-01,-1.4329999999999998,2.44,Leipzig,Germany,50.63N,11.41E
1786-01-01,-1.493,3.4539999999999997,Leipzig,Germany,50.63N,11.41E
1786-02-01,-1.461,2.69,Leipzig,Germany,50.63N,11.41E
1786-03-01,-0.2190000000000003,7.667000000000001,Leipzig,Germany,50.63N,11.41E
1786-04-01,8.724,4.6080000000000005,Leipzig,Germany,50.63N,11.41E
1786-05-01,10.946000000000002,4.728,Leipzig,Germany,50.63N,11.41E
1786-06-01,16.239,1.66,Leipzig,Germany,50.63N,11.41E
1786-07-01,14.730000000000002,5.3020000000000005,Leipzig,Germany,50.63N,11.41E
1786-08-01,14.877,8.342,Leipzig,Germany,50.63N,11.41E
1786-09-01,11.232,9.321,Leipzig,Germany,50.63N,11.41E
1786-10-01,5.224,2.052,Leipzig,Germany,50.63N,11.41E
1786-11-01,-1.504,6.684,Leipzig,Germany,50.63N,11.41E
1786-12-01,-0.975,3.423,Leipzig,Germany,50.63N,11.41E
1787-01-01,-3.8089999999999997,4.973,Leipzig,Germany,50.63N,11.41E
1787-02-01,0.8590000000000001,4.602,Leipzig,Germany,50.63N,11.41E
1787-03-01,4.202,4.31,Leipzig,Germany,50.63N,11.41E
1787-04-01,5.684,3.3569999999999998,Leipzig,Germany,50.63N,11.41E
1787-05-01,10.415,5.925,Leipzig,Germany,50.63N,11.41E
1787-06-01,16.189,4.977,Leipzig,Germany,50.63N,11.41E
1787-07-01,15.985999999999999,7.709,Leipzig,Germany,50.63N,11.41E
1787-08-01,16.695,5.995,Leipzig,Germany,50.63N,11.41E
1787-09-01,12.987,3.528,Leipzig,Germany,50.63N,11.41E
1787-10-01,9.834,8.596,Leipzig,Germany,50.63N,11.41E
1787-11-01,3.482,1.349,Leipzig,Germany,50.63N,11.41E
1787-12-01,1.7819999999999998,4.699,Leipzig,Germany,50.63N,11.41E
1788-01-01,-0.23600000000000002,2.289,Leipzig,Germany,50.63N,11.41E
1788-02-01,-0.721,7.5089999999999995,Leipzig,Germany,50.63N,11.41E
1788-03-01,1.249,4.294,Leipzig,Germany,50.63N,11.41E
1788-04-01,7.191,4.506,Leipzig,Germany,50.63N,11.41E
1788-05-01,12.847999999999999,2.544,Leipzig,Germany,50.63N,11.41E
1788-06-01,16.453,2.884,Leipzig,Germany,50.63N,11.41E
1788-07-01,19.265,5.209,Leipzig,Germany,50.63N,11.41E
1788-08-01,15.502999999999998,2.512,Leipzig,Germany,50.63N,11.41E
1788-09-01,14.260000000000002,1.629,Leipzig,Germany,50.63N,11.41E
1788-10-01,7.0600000000000005,3.2089999999999996,Leipzig,Germany,50.63N,11.41E
1788-11-01,0.69,3.5269999999999997,Leipzig,Germany,50.63N,11.41E
1788-12-01,-8.271,6.667999999999999,Leipzig,Germany,50.63N,11.41E
1789-01-01,-5.337000000000001,7.162000000000001,Leipzig,Germany,50.63N,11.41E
1789-02-01,1.31,4.748,Leipzig,Germany,50.63N,11.41E
1789-03-01,-2.379,5.112,Leipzig,Germany,50.63N,11.41E
1789-04-01,7.552,3.2289999999999996,Leipzig,Germany,50.63N,11.41E
1789-05-01,14.699000000000002,4.645,Leipzig,Germany,50.63N,11.41E
1789-06-01,14.244000000000002,2.077,Leipzig,Germany,50.63N,11.41E
1789-07-01,17.025000000000002,3.492,Leipzig,Germany,50.63N,11.41E
1789-08-01,16.340999999999998,1.91,Leipzig,Germany,50.63N,11.41E
1789-09-01,12.752,1.681,Leipzig,Germany,50.63N,11.41E
1789-10-01,7.722,3.972,Leipzig,Germany,50.63N,11.41E
1789-11-01,2.872,1.2670000000000001,Leipzig,Germany,50.63N,11.41E
1789-12-01,1.508,2.73,Leipzig,Germany,50.63N,11.41E
1790-01-01,-0.40299999999999997,5.361000000000001,Leipzig,Germany,50.63N,11.41E
1790-02-01,2.086,5.731,Leipzig,Germany,50.63N,11.41E
1790-03-01,3.37,2.8089999999999997,Leipzig,Germany,50.63N,11.41E
1790-04-01,5.12,3.877,Leipzig,Germany,50.63N,11.41E
1790-05-01,13.742,2.043,Leipzig,Germany,50.63N,11.41E
1790-06-01,15.937000000000001,2.38,Leipzig,Germany,50.63N,11.41E
1790-07-01,15.167000000000002,2.213,Leipzig,Germany,50.63N,11.41E
1790-08-01,16.163999999999998,2.161,Leipzig,Germany,50.63N,11.41E
1790-09-01,11.557,3.0469999999999997,Leipzig,Germany,50.63N,11.41E
1790-10-01,7.042000000000002,3.323,Leipzig,Germany,50.63N,11.41E
1790-11-01,2.003,1.841,Leipzig,Germany,50.63N,11.41E
1790-12-01,0.185,10.297,Leipzig,Germany,50.63N,11.41E
1791-01-01,1.3030000000000002,8.39,Leipzig,Germany,50.63N,11.41E
1791-02-01,0.29500000000000004,2.91,Leipzig,Germany,50.63N,11.41E
1791-03-01,3.511,4.171,Leipzig,Germany,50.63N,11.41E
1791-04-01,9.176,3.036,Leipzig,Germany,50.63N,11.41E
1791-05-01,11.289,2.267,Leipzig,Germany,50.63N,11.41E
1791-06-01,15.241,3.2430000000000003,Leipzig,Germany,50.63N,11.41E
1791-07-01,17.182000000000002,2.333,Leipzig,Germany,50.63N,11.41E
1791-08-01,18.04,1.181,Leipzig,Germany,50.63N,11.41E
1791-09-01,12.379,2.81,Leipzig,Germany,50.63N,11.41E
1791-10-01,7.7120000000000015,1.5119999999999998,Leipzig,Germany,50.63N,11.41E
1791-11-01,0.7839999999999998,2.935,Leipzig,Germany,50.63N,11.41E
1791-12-01,0.10099999999999999,2.375,Leipzig,Germany,50.63N,11.41E
1792-01-01,-2.274,5.938,Leipzig,Germany,50.63N,11.41E
1792-02-01,-1.84,3.969,Leipzig,Germany,50.63N,11.41E
1792-03-01,3.3989999999999996,2.2680000000000002,Leipzig,Germany,50.63N,11.41E
1792-04-01,8.731,2.6839999999999997,Leipzig,Germany,50.63N,11.41E
1792-05-01,11.247,1.63,Leipzig,Germany,50.63N,11.41E
1792-06-01,15.614,1.0659999999999998,Leipzig,Germany,50.63N,11.41E
1792-07-01,17.916,2.673,Leipzig,Germany,50.63N,11.41E
1792-08-01,17.366999999999994,2.102,Leipzig,Germany,50.63N,11.41E
1792-09-01,11.832,3.717,Leipzig,Germany,50.63N,11.41E
1792-10-01,7.3389999999999995,2.0380000000000003,Leipzig,Germany,50.63N,11.41E
1792-11-01,2.392,3.511,Leipzig,Germany,50.63N,11.41E
1792-12-01,0.037000000000000005,3.75,Leipzig,Germany,50.63N,11.41E
1793-01-01,-3.833,5.126,Leipzig,Germany,50.63N,11.41E
1793-02-01,1.6759999999999995,5.854,Leipzig,Germany,50.63N,11.41E
1793-03-01,2.615,4.356,Leipzig,Germany,50.63N,11.41E
1793-04-01,5.291,2.7030000000000003,Leipzig,Germany,50.63N,11.41E
1793-05-01,11.097,1.776,Leipzig,Germany,50.63N,11.41E
1793-06-01,13.969000000000001,4.386,Leipzig,Germany,50.63N,11.41E
1793-07-01,18.901000000000003,6.961,Leipzig,Germany,50.63N,11.41E
1793-08-01,17.48,6.346,Leipzig,Germany,50.63N,11.41E
1793-09-01,11.884,2.739,Leipzig,Germany,50.63N,11.41E
1793-10-01,9.933,4.104,Leipzig,Germany,50.63N,11.41E
1793-11-01,3.72,6.197,Leipzig,Germany,50.63N,11.41E
1793-12-01,1.5570000000000002,3.738,Leipzig,Germany,50.63N,11.41E
1794-01-01,-1.161,6.721,Leipzig,Germany,50.63N,11.41E
1794-02-01,3.1210000000000004,8.937000000000001,Leipzig,Germany,50.63N,11.41E
1794-03-01,5.8580000000000005,1.9480000000000002,Leipzig,Germany,50.63N,11.41E
1794-04-01,10.696,2.225,Leipzig,Germany,50.63N,11.41E
1794-05-01,12.745,3.943,Leipzig,Germany,50.63N,11.41E
1794-06-01,16.709,5.862,Leipzig,Germany,50.63N,11.41E
1794-07-01,20.012,7.811,Leipzig,Germany,50.63N,11.41E
1794-08-01,15.874,3.06,Leipzig,Germany,50.63N,11.41E
1794-09-01,11.526,2.82,Leipzig,Germany,50.63N,11.41E
1794-10-01,7.8629999999999995,2.786,Leipzig,Germany,50.63N,11.41E
1794-11-01,3.562,2.908,Leipzig,Germany,50.63N,11.41E
1794-12-01,-2.875,3.0010000000000003,Leipzig,Germany,50.63N,11.41E
1795-01-01,-9.705,6.67,Leipzig,Germany,50.63N,11.41E
1795-02-01,-1.372,9.429,Leipzig,Germany,50.63N,11.41E
1795-03-01,1.8780000000000001,3.1519999999999997,Leipzig,Germany,50.63N,11.41E
1795-04-01,9.609,2.8689999999999998,Leipzig,Germany,50.63N,11.41E
1795-05-01,11.287,5.648,Leipzig,Germany,50.63N,11.41E
1795-06-01,16.502,2.88,Leipzig,Germany,50.63N,11.41E
1795-07-01,14.888000000000002,3.858,Leipzig,Germany,50.63N,11.41E
1795-08-01,16.703,2.983,Leipzig,Germany,50.63N,11.41E
1795-09-01,14.155999999999999,4.803999999999999,Leipzig,Germany,50.63N,11.41E
1795-10-01,11.411,4.04,Leipzig,Germany,50.63N,11.41E
1795-11-01,1.704,3.15,Leipzig,Germany,50.63N,11.41E
1795-12-01,2.789,3.5039999999999996,Leipzig,Germany,50.63N,11.41E
1796-01-01,3.987,3.699,Leipzig,Germany,50.63N,11.41E
1796-02-01,0.7560000000000001,1.4169999999999998,Leipzig,Germany,50.63N,11.41E
1796-03-01,-0.5580000000000003,3.635,Leipzig,Germany,50.63N,11.41E
1796-04-01,5.9670000000000005,1.5330000000000001,Leipzig,Germany,50.63N,11.41E
1796-05-01,11.802,1.218,Leipzig,Germany,50.63N,11.41E
1796-06-01,14.796,4.802,Leipzig,Germany,50.63N,11.41E
1796-07-01,16.733,3.324,Leipzig,Germany,50.63N,11.41E
1796-08-01,16.855,5.352,Leipzig,Germany,50.63N,11.41E
1796-09-01,14.696000000000002,5.38,Leipzig,Germany,50.63N,11.41E
1796-10-01,7.326,1.614,Leipzig,Germany,50.63N,11.41E
1796-11-01,1.6840000000000002,3.7960000000000003,Leipzig,Germany,50.63N,11.41E
1796-12-01,-3.386,6.185,Leipzig,Germany,50.63N,11.41E
1797-01-01,-1.008,9.27,Leipzig,Germany,50.63N,11.41E
1797-02-01,0.5790000000000001,3.199,Leipzig,Germany,50.63N,11.41E
1797-03-01,1.6440000000000001,2.384,Leipzig,Germany,50.63N,11.41E
1797-04-01,8.777000000000001,4.197,Leipzig,Germany,50.63N,11.41E
1797-05-01,14.294,3.153,Leipzig,Germany,50.63N,11.41E
1797-06-01,14.011,2.53,Leipzig,Germany,50.63N,11.41E
1797-07-01,18.812,2.947,Leipzig,Germany,50.63N,11.41E
1797-08-01,17.941,3.215,Leipzig,Germany,50.63N,11.41E
1797-09-01,14.173,4.879,Leipzig,Germany,50.63N,11.41E
1797-10-01,7.785000000000001,2.546,Leipzig,Germany,50.63N,11.41E
1797-11-01,3.7030000000000003,3.8280000000000003,Leipzig,Germany,50.63N,11.41E
1797-12-01,1.503,4.1530000000000005,Leipzig,Germany,50.63N,11.41E
1798-01-01,-0.7859999999999999,1.921,Leipzig,Germany,50.63N,11.41E
1798-02-01,1.6159999999999999,2.812,Leipzig,Germany,50.63N,11.41E
1798-03-01,2.232,2.213,Leipzig,Germany,50.63N,11.41E
1798-04-01,8.26,1.6969999999999998,Leipzig,Germany,50.63N,11.41E
1798-05-01,13.415999999999999,5.093999999999999,Leipzig,Germany,50.63N,11.41E
1798-06-01,16.804000000000002,2.376,Leipzig,Germany,50.63N,11.41E
1798-07-01,17.345000000000002,3.272,Leipzig,Germany,50.63N,11.41E
1798-08-01,17.624000000000002,6.546,Leipzig,Germany,50.63N,11.41E
1798-09-01,14.548,4.35,Leipzig,Germany,50.63N,11.41E
1798-10-01,7.679000000000001,3.417,Leipzig,Germany,50.63N,11.41E
1798-11-01,1.7499999999999998,3.659,Leipzig,Germany,50.63N,11.41E
1798-12-01,-5.4510000000000005,3.096,Leipzig,Germany,50.63N,11.41E
1799-01-01,-7.665999999999999,3.174,Leipzig,Germany,50.63N,11.41E
1799-02-01,-2.6860000000000004,3.8710000000000004,Leipzig,Germany,50.63N,11.41E
1799-03-01,1.0439999999999998,3.628,Leipzig,Germany,50.63N,11.41E
1799-04-01,4.918,5.117,Leipzig,Germany,50.63N,11.41E
1799-05-01,10.634,1.9240000000000002,Leipzig,Germany,50.63N,11.41E
1799-06-01,13.737,3.641,Leipzig,Germany,50.63N,11.41E
1799-07-01,15.908,3.262,Leipzig,Germany,50.63N,11.41E
1799-08-01,16.459999999999994,1.431,Leipzig,Germany,50.63N,11.41E
1799-09-01,12.353000000000002,3.417,Leipzig,Germany,50.63N,11.41E
1799-10-01,7.085000000000001,2.403,Leipzig,Germany,50.63N,11.41E
1799-11-01,2.87,2.574,Leipzig,Germany,50.63N,11.41E
1799-12-01,-5.66,2.09,Leipzig,Germany,50.63N,11.41E
1800-01-01,-2.05,2.205,Leipzig,Germany,50.63N,11.41E
1800-02-01,-3.0210000000000004,5.4879999999999995,Leipzig,Germany,50.63N,11.41E
1800-03-01,-2.16,4.7989999999999995,Leipzig,Germany,50.63N,11.41E
1800-04-01,12.482999999999999,2.256,Leipzig,Germany,50.63N,11.41E
1800-05-01,14.88,1.499,Leipzig,Germany,50.63N,11.41E
1800-06-01,12.742,1.462,Leipzig,Germany,50.63N,11.41E
1800-07-01,16.144000000000002,1.9269999999999998,Leipzig,Germany,50.63N,11.41E
1800-08-01,17.884,3.174,Leipzig,Germany,50.63N,11.41E
1800-09-01,13.534,3.458,Leipzig,Germany,50.63N,11.41E
1800-10-01,7.3389999999999995,2.71,Leipzig,Germany,50.63N,11.41E
1800-11-01,4.255,3.26,Leipzig,Germany,50.63N,11.41E
1800-12-01,-0.525,2.748,Leipzig,Germany,50.63N,11.41E
1801-01-01,0.040000000000000036,1.992,Leipzig,Germany,50.63N,11.41E
1801-02-01,-1.137,1.103,Leipzig,Germany,50.63N,11.41E
1801-03-01,4.445,1.7409999999999999,Leipzig,Germany,50.63N,11.41E
1801-04-01,7.348,2.289,Leipzig,Germany,50.63N,11.41E
1801-05-01,14.773,2.623,Leipzig,Germany,50.63N,11.41E
1801-06-01,13.761,2.194,Leipzig,Germany,50.63N,11.41E
1801-07-01,16.533,3.82,Leipzig,Germany,50.63N,11.41E
1801-08-01,16.195,2.22,Leipzig,Germany,50.63N,11.41E
1801-09-01,14.552999999999999,2.021,Leipzig,Germany,50.63N,11.41E
1801-10-01,9.586,1.5959999999999999,Leipzig,Germany,50.63N,11.41E
1801-11-01,4.067,1.696,Leipzig,Germany,50.63N,11.41E
1801-12-01,0.159,5.284,Leipzig,Germany,50.63N,11.41E
1802-01-01,-5.466,2.54,Leipzig,Germany,50.63N,11.41E
1802-02-01,-1.08,1.912,Leipzig,Germany,50.63N,11.41E
1802-03-01,2.807,2.966,Leipzig,Germany,50.63N,11.41E
1802-04-01,7.8389999999999995,2.9189999999999996,Leipzig,Germany,50.63N,11.41E
1802-05-01,10.925999999999998,2.964,Leipzig,Germany,50.63N,11.41E
1802-06-01,15.523,2.4459999999999997,Leipzig,Germany,50.63N,11.41E
1802-07-01,15.834,2.246,Leipzig,Germany,50.63N,11.41E
1802-08-01,18.907,2.2119999999999997,Leipzig,Germany,50.63N,11.41E
1802-09-01,13.127,3.784,Leipzig,Germany,50.63N,11.41E
1802-10-01,10.423000000000002,4.486000000000001,Leipzig,Germany,50.63N,11.41E
1802-11-01,3.451,2.792,Leipzig,Germany,50.63N,11.41E
1802-12-01,0.381,2.5669999999999997,Leipzig,Germany,50.63N,11.41E
1803-01-01,-6.402,5.16,Leipzig,Germany,50.63N,11.41E
1803-02-01,-3.393,3.9330000000000003,Leipzig,Germany,50.63N,11.41E
1803-03-01,1.457,3.398,Leipzig,Germany,50.63N,11.41E
1803-04-01,9.693999999999999,3.1210000000000004,Leipzig,Germany,50.63N,11.41E
1803-05-01,10.083,2.073,Leipzig,Germany,50.63N,11.41E
1803-06-01,14.225,1.837,Leipzig,Germany,50.63N,11.41E
1803-07-01,18.257,2.411,Leipzig,Germany,50.63N,11.41E
1803-08-01,17.474,3.3,Leipzig,Germany,50.63N,11.41E
1803-09-01,10.714,1.389,Leipzig,Germany,50.63N,11.41E
1803-10-01,6.864000000000001,3.3160000000000003,Leipzig,Germany,50.63N,11.41E
1803-11-01,3.048,2.892,Leipzig,Germany,50.63N,11.41E
1803-12-01,-0.23800000000000002,3.593,Leipzig,Germany,50.63N,11.41E
1804-01-01,1.463,5.754,Leipzig,Germany,50.63N,11.41E
1804-02-01,-2.0269999999999997,2.825,Leipzig,Germany,50.63N,11.41E
1804-03-01,-0.06499999999999995,4.9830000000000005,Leipzig,Germany,50.63N,11.41E
1804-04-01,6.101,2.421,Leipzig,Germany,50.63N,11.41E
1804-05-01,13.437,1.768,Leipzig,Germany,50.63N,11.41E
1804-06-01,15.48,1.6030000000000002,Leipzig,Germany,50.63N,11.41E
1804-07-01,17.108,3.324,Leipzig,Germany,50.63N,11.41E
1804-08-01,16.174,2.141,Leipzig,Germany,50.63N,11.41E
1804-09-01,14.42,5.012,Leipzig,Germany,50.63N,11.41E
1804-10-01,8.469000000000001,2.03,Leipzig,Germany,50.63N,11.41E
1804-11-01,0.8380000000000001,5.2139999999999995,Leipzig,Germany,50.63N,11.41E
1804-12-01,-4.151,5.008,Leipzig,Germany,50.63N,11.41E
1805-01-01,-5.824,2.439,Leipzig,Germany,50.63N,11.41E
1805-02-01,-2.083,3.175,Leipzig,Germany,50.63N,11.41E
1805-03-01,1.3039999999999998,2.0780000000000003,Leipzig,Germany,50.63N,11.41E
1805-04-01,5.122999999999999,4.04,Leipzig,Germany,50.63N,11.41E
1805-05-01,9.866,1.683,Leipzig,Germany,50.63N,11.41E
1805-06-01,13.550999999999998,3.135,Leipzig,Germany,50.63N,11.41E
1805-07-01,15.624000000000002,2.436,Leipzig,Germany,50.63N,11.41E
1805-08-01,14.826,2.4130000000000003,Leipzig,Germany,50.63N,11.41E
1805-09-01,13.777,3.387,Leipzig,Germany,50.63N,11.41E
1805-10-01,4.308000000000002,2.252,Leipzig,Germany,50.63N,11.41E
1805-11-01,-0.3740000000000001,3.095,Leipzig,Germany,50.63N,11.41E
1805-12-01,-0.28400000000000003,1.725,Leipzig,Germany,50.63N,11.41E
1806-01-01,1.487,1.709,Leipzig,Germany,50.63N,11.41E
1806-02-01,1.7409999999999999,4.085,Leipzig,Germany,50.63N,11.41E
1806-03-01,2.764,2.803,Leipzig,Germany,50.63N,11.41E
1806-04-01,4.2650000000000015,4.263999999999999,Leipzig,Germany,50.63N,11.41E
1806-05-01,14.478000000000002,2.396,Leipzig,Germany,50.63N,11.41E
1806-06-01,14.129000000000001,2.09,Leipzig,Germany,50.63N,11.41E
1806-07-01,16.077,1.825,Leipzig,Germany,50.63N,11.41E
1806-08-01,16.215999999999998,2.309,Leipzig,Germany,50.63N,11.41E
1806-09-01,13.952,3.053,Leipzig,Germany,50.63N,11.41E
1806-10-01,7.492999999999999,0.9179999999999999,Leipzig,Germany,50.63N,11.41E
1806-11-01,4.776,1.7890000000000001,Leipzig,Germany,50.63N,11.41E
1806-12-01,4.221,2.766,Leipzig,Germany,50.63N,11.41E
1807-01-01,-1.285,2.783,Leipzig,Germany,50.63N,11.41E
1807-02-01,0.961,5.568,Leipzig,Germany,50.63N,11.41E
1807-03-01,-0.2410000000000001,5.489,Leipzig,Germany,50.63N,11.41E
1807-04-01,5.4639999999999995,2.4930000000000003,Leipzig,Germany,50.63N,11.41E
1807-05-01,13.288,2.083,Leipzig,Germany,50.63N,11.41E
1807-06-01,14.748,1.55,Leipzig,Germany,50.63N,11.41E
1807-07-01,18.980999999999998,3.948,Leipzig,Germany,50.63N,11.41E
1807-08-01,20.879,2.7060000000000004,Leipzig,Germany,50.63N,11.41E
1807-09-01,11.604,1.203,Leipzig,Germany,50.63N,11.41E
1807-10-01,8.842,1.4569999999999999,Leipzig,Germany,50.63N,11.41E
1807-11-01,4.01,2.926,Leipzig,Germany,50.63N,11.41E
1807-12-01,-0.08,2.299,Leipzig,Germany,50.63N,11.41E
1808-01-01,-1.5490000000000002,3.008,Leipzig,Germany,50.63N,11.41E
1808-02-01,-1.825,2.53,Leipzig,Germany,50.63N,11.41E
1808-03-01,-2.209,6.1770000000000005,Leipzig,Germany,50.63N,11.41E
1808-04-01,4.501,1.585,Leipzig,Germany,50.63N,11.41E
1808-05-01,14.417000000000002,4.72,Leipzig,Germany,50.63N,11.41E
1808-06-01,14.841,1.4140000000000001,Leipzig,Germany,50.63N,11.41E
1808-07-01,18.748,1.704,Leipzig,Germany,50.63N,11.41E
1808-08-01,18.219,2.2119999999999997,Leipzig,Germany,50.63N,11.41E
1808-09-01,13.365,4.415,Leipzig,Germany,50.63N,11.41E
1808-10-01,6.027000000000001,1.6219999999999999,Leipzig,Germany,50.63N,11.41E
1808-11-01,1.984,2.451,Leipzig,Germany,50.63N,11.41E
1808-12-01,-6.191,2.171,Leipzig,Germany,50.63N,11.41E
1809-01-01,-3.8960000000000004,5.287000000000001,Leipzig,Germany,50.63N,11.41E
1809-02-01,2.296,3.85,Leipzig,Germany,50.63N,11.41E
1809-03-01,1.6389999999999998,3.886,Leipzig,Germany,50.63N,11.41E
1809-04-01,3.1950000000000003,5.874,Leipzig,Germany,50.63N,11.41E
1809-05-01,13.503,3.105,Leipzig,Germany,50.63N,11.41E
1809-06-01,14.593,1.8430000000000002,Leipzig,Germany,50.63N,11.41E
1809-07-01,16.757,1.6269999999999998,Leipzig,Germany,50.63N,11.41E
1809-08-01,16.983,1.23,Leipzig,Germany,50.63N,11.41E
1809-09-01,13.075,2.8560000000000003,Leipzig,Germany,50.63N,11.41E
1809-10-01,6.5760000000000005,6.431,Leipzig,Germany,50.63N,11.41E
1809-11-01,2.135,3.892,Leipzig,Germany,50.63N,11.41E
1809-12-01,1.2140000000000002,4.996,Leipzig,Germany,50.63N,11.41E
1810-01-01,-4.896,6.581,Leipzig,Germany,50.63N,11.41E
1810-02-01,-3.181,5.171,Leipzig,Germany,50.63N,11.41E
1810-03-01,3.109,2.767,Leipzig,Germany,50.63N,11.41E
1810-04-01,5.8340000000000005,4.5569999999999995,Leipzig,Germany,50.63N,11.41E
1810-05-01,11.293,3.236,Leipzig,Germany,50.63N,11.41E
1810-06-01,13.64,3.862,Leipzig,Germany,50.63N,11.41E
1810-07-01,16.868000000000002,3.924,Leipzig,Germany,50.63N,11.41E
1810-08-01,16.505,2.7960000000000003,Leipzig,Germany,50.63N,11.41E
1810-09-01,15.466,1.521,Leipzig,Germany,50.63N,11.41E
1810-10-01,7.482000000000001,5.841,Leipzig,Germany,50.63N,11.41E
1810-11-01,3.362,3.1689999999999996,Leipzig,Germany,50.63N,11.41E
1810-12-01,1.168,4.138999999999999,Leipzig,Germany,50.63N,11.41E
1811-01-01,-6.747999999999998,3.3169999999999997,Leipzig,Germany,50.63N,11.41E
1811-02-01,-0.614,5.487,Leipzig,Germany,50.63N,11.41E
1811-03-01,4.68,2.855,Leipzig,Germany,50.63N,11.41E
1811-04-01,7.905,1.6130000000000002,Leipzig,Germany,50.63N,11.41E
1811-05-01,15.48,3.616,Leipzig,Germany,50.63N,11.41E
1811-06-01,18.4,3.7910000000000004,Leipzig,Germany,50.63N,11.41E
1811-07-01,18.581000000000003,3.3480000000000003,Leipzig,Germany,50.63N,11.41E
1811-08-01,16.634,5.4910000000000005,Leipzig,Germany,50.63N,11.41E
1811-09-01,13.055,3.5669999999999997,Leipzig,Germany,50.63N,11.41E
1811-10-01,10.821000000000002,5.769,Leipzig,Germany,50.63N,11.41E
1811-11-01,4.299,6.431,Leipzig,Germany,50.63N,11.41E
1811-12-01,0.008000000000000007,3.1260000000000003,Leipzig,Germany,50.63N,11.41E
1812-01-01,-4.721,3.1430000000000002,Leipzig,Germany,50.63N,11.41E
1812-02-01,0.02100000000000002,1.3030000000000002,Leipzig,Germany,50.63N,11.41E
1812-03-01,1.614,3.503,Leipzig,Germany,50.63N,11.41E
1812-04-01,3.1500000000000004,3.2439999999999998,Leipzig,Germany,50.63N,11.41E
1812-05-01,12.71,3.137,Leipzig,Germany,50.63N,11.41E
1812-06-01,14.984000000000002,1.5219999999999998,Leipzig,Germany,50.63N,11.41E
1812-07-01,15.052,1.9680000000000002,Leipzig,Germany,50.63N,11.41E
1812-08-01,15.797999999999998,5.675,Leipzig,Germany,50.63N,11.41E
1812-09-01,11.966,1.073,Leipzig,Germany,50.63N,11.41E
1812-10-01,9.134,4.257,Leipzig,Germany,50.63N,11.41E
1812-11-01,0.6040000000000001,3.9160000000000004,Leipzig,Germany,50.63N,11.41E
1812-12-01,-6.691,4.425,Leipzig,Germany,50.63N,11.41E
1813-01-01,-4.71,5.127999999999999,Leipzig,Germany,50.63N,11.41E
1813-02-01,1.805,2.197,Leipzig,Germany,50.63N,11.41E
1813-03-01,1.946,9.207,Leipzig,Germany,50.63N,11.41E
1813-04-01,8.363999999999999,1.227,Leipzig,Germany,50.63N,11.41E
1813-05-01,12.52,7.195,Leipzig,Germany,50.63N,11.41E
1813-06-01,13.886,3.513,Leipzig,Germany,50.63N,11.41E
1813-07-01,15.807000000000002,2.156,Leipzig,Germany,50.63N,11.41E
1813-08-01,14.646,1.131,Leipzig,Germany,50.63N,11.41E
1813-09-01,11.798,2.122,Leipzig,Germany,50.63N,11.41E
1813-10-01,6.816000000000002,1.3219999999999998,Leipzig,Germany,50.63N,11.41E
