358,0.163,Leghorn,Italy,44.20N,11.18E
1781-02-01,5.122999999999999,11.630999999999998,Leicester,United Kingdom,52.24N,0.00W
1781-03-01,6.83,1.214,Leicester,United Kingdom,52.24N,0.00W
1781-04-01,9.398,2.4130000000000003,Leicester,United Kingdom,52.24N,0.00W
1781-05-01,12.679,3.84,Leicester,United Kingdom,52.24N,0.00W
1781-06-01,17.518,2.065,Leicester,United Kingdom,52.24N,0.00W
1781-07-01,18.346,2.611,Leicester,United Kingdom,52.24N,0.00W
1781-08-01,17.868000000000006,0.86,Leicester,United Kingdom,52.24N,0.00W
1781-09-01,14.444,6.527,Leicester,United Kingdom,52.24N,0.00W
1781-10-01,9.732000000000001,1.11,Leicester,United Kingdom,52.24N,0.00W
1781-11-01,6.18,2.838,Leicester,United Kingdom,52.24N,0.00W
1781-12-01,4.751,7.184,Leicester,United Kingdom,52.24N,0.00W
1782-01-01,4.591,4.498,Leicester,United Kingdom,52.24N,0.00W
1782-02-01,1.298,9.695,Leicester,United Kingdom,52.24N,0.00W
1782-03-01,4.197,2.225,Leicester,United Kingdom,52.24N,0.00W
1782-04-01,5.71,5.296,Leicester,United Kingdom,52.24N,0.00W
1782-05-01,9.581,4.638,Leicester,United Kingdom,52.24N,0.00W
1782-06-01,16.476,2.639,Leicester,United Kingdom,52.24N,0.00W
1782-07-01,17.325000000000006,5.24,Leicester,United Kingdom,52.24N,0.00W
1782-08-01,15.651000000000002,3.909,Leicester,United Kingdom,52.24N,0.00W
1782-09-01,13.959000000000001,3.364,Leicester,United Kingdom,52.24N,0.00W
1782-10-01,7.598000000000001,4.942,Leicester,United Kingdom,52.24N,0.00W
1782-11-01,2.46,9.793,Leicester,United Kingdom,52.24N,0.00W
1782-12-01,2.492,6.345,Leicester,United Kingdom,52.24N,0.00W
1783-01-01,3.8569999999999998,9.462,Leicester,United Kingdom,52.24N,0.00W
1783-02-01,5.178999999999999,4.961,Leicester,United Kingdom,52.24N,0.00W
1783-03-01,3.8450000000000006,3.077,Leicester,United Kingdom,52.24N,0.00W
1783-04-01,9.965,1.609,Leicester,United Kingdom,52.24N,0.00W
1783-05-01,11.370999999999999,5.795,Leicester,United Kingdom,52.24N,0.00W
1783-06-01,16.086,1.91,Leicester,United Kingdom,52.24N,0.00W
1783-07-01,20.081000000000003,2.322,Leicester,United Kingdom,52.24N,0.00W
1783-08-01,17.352,3.4410000000000003,Leicester,United Kingdom,52.24N,0.00W
1783-09-01,13.902000000000001,4.937,Leicester,United Kingdom,52.24N,0.00W
1783-10-01,9.82,4.603,Leicester,United Kingdom,52.24N,0.00W
1783-11-01,6.354,3.1289999999999996,Leicester,United Kingdom,52.24N,0.00W
1783-12-01,1.861,3.745,Leicester,United Kingdom,52.24N,0.00W
1784-01-01,-0.6000000000000001,11.507,Leicester,United Kingdom,52.24N,0.00W
1784-02-01,0.94,9.111,Leicester,United Kingdom,52.24N,0.00W
1784-03-01,2.9220000000000006,4.874,Leicester,United Kingdom,52.24N,0.00W
1784-04-01,6.11,9.033999999999999,Leicester,United Kingdom,52.24N,0.00W
1784-05-01,14.29,2.512,Leicester,United Kingdom,52.24N,0.00W
1784-06-01,15.343,2.9019999999999997,Leicester,United Kingdom,52.24N,0.00W
1784-07-01,16.914,5.691,Leicester,United Kingdom,52.24N,0.00W
1784-08-01,15.196000000000002,7.638,Leicester,United Kingdom,52.24N,0.00W
1784-09-01,14.943,5.896,Leicester,United Kingdom,52.24N,0.00W
1784-10-01,7.212999999999999,5.562,Leicester,United Kingdom,52.24N,0.00W
1784-11-01,5.739,3.113,Leicester,United Kingdom,52.24N,0.00W
1784-12-01,0.4939999999999998,3.5789999999999997,Leicester,United Kingdom,52.24N,0.00W
1785-01-01,2.571,5.153,Leicester,United Kingdom,52.24N,0.00W
1785-02-01,-0.014000000000000234,6.956,Leicester,United Kingdom,52.24N,0.00W
1785-03-01,1.1080000000000003,4.402,Leicester,United Kingdom,52.24N,0.00W
1785-04-01,7.847,4.478,Leicester,United Kingdom,52.24N,0.00W
1785-05-01,11.626,5.27,Leicester,United Kingdom,52.24N,0.00W
1785-06-01,16.192,5.194,Leicester,United Kingdom,52.24N,0.00W
1785-07-01,17.172,4.628,Leicester,United Kingdom,52.24N,0.00W
1785-08-01,15.032000000000002,4.228,Leicester,United Kingdom,52.24N,0.00W
1785-09-01,14.667,2.327,Leicester,United Kingdom,52.24N,0.00W
1785-10-01,8.787,3.049,Leicester,United Kingdom,52.24N,0.00W
1785-11-01,5.609,5.74,Leicester,United Kingdom,52.24N,0.00W
1785-12-01,1.903,2.313,Leicester,United Kingdom,52.24N,0.00W
1786-01-01,3.196,2.8960000000000004,Leicester,United Kingdom,52.24N,0.00W
1786-02-01,3.176,2.412,Leicester,United Kingdom,52.24N,0.00W
1786-03-01,1.7660000000000005,6.626,Leicester,United Kingdom,52.24N,0.00W
1786-04-01,8.198,4.745,Leicester,United Kingdom,52.24N,0.00W
1786-05-01,11.535,4.7410000000000005,Leicester,United Kingdom,52.24N,0.00W
1786-06-01,16.043,2.1590000000000003,Leicester,United Kingdom,52.24N,0.00W
1786-07-01,15.477000000000002,5.334,Leicester,United Kingdom,52.24N,0.00W
1786-08-01,15.895999999999999,8.568999999999999,Leicester,United Kingdom,52.24N,0.00W
1786-09-01,12.015999999999998,7.4,Leicester,United Kingdom,52.24N,0.00W
1786-10-01,7.341,2.307,Leicester,United Kingdom,52.24N,0.00W
1786-11-01,2.9250000000000003,7.257999999999999,Leicester,United Kingdom,52.24N,0.00W
1786-12-01,2.596,3.8510000000000004,Leicester,United Kingdom,52.24N,0.00W
1787-01-01,2.6430000000000002,5.033,Leicester,United Kingdom,52.24N,0.00W
1787-02-01,5.519,4.829,Leicester,United Kingdom,52.24N,0.00W
1787-03-01,7.1930000000000005,4.588,Leicester,United Kingdom,52.24N,0.00W
1787-04-01,7.334,3.295,Leicester,United Kingdom,52.24N,0.00W
1787-05-01,11.325,5.981,Leicester,United Kingdom,52.24N,0.00W
1787-06-01,14.979,5.103,Leicester,United Kingdom,52.24N,0.00W
1787-07-01,16.544,8.001,Leicester,United Kingdom,52.24N,0.00W
1787-08-01,16.592000000000002,6.325,Leicester,United Kingdom,52.24N,0.00W
1787-09-01,13.481,3.995,Leicester,United Kingdom,52.24N,0.00W
1787-10-01,10.184,9.019,Leicester,United Kingdom,52.24N,0.00W
1787-11-01,4.408,1.857,Leicester,United Kingdom,52.24N,0.00W
1787-12-01,4.119,4.356,Leicester,United Kingdom,52.24N,0.00W
1788-01-01,3.8339999999999996,2.169,Leicester,United Kingdom,52.24N,0.00W
1788-02-01,3.946,7.558,Leicester,United Kingdom,52.24N,0.00W
1788-03-01,3.968,4.275,Leicester,United Kingdom,52.24N,0.00W
1788-04-01,9.722999999999999,4.86,Leicester,United Kingdom,52.24N,0.00W
1788-05-01,13.662,3.1060000000000003,Leicester,United Kingdom,52.24N,0.00W
1788-06-01,15.998,2.971,Leicester,United Kingdom,52.24N,0.00W
1788-07-01,17.902,5.162999999999999,Leicester,United Kingdom,52.24N,0.00W
1788-08-01,16.43,2.274,Leicester,United Kingdom,52.24N,0.00W
1788-09-01,14.352,2.153,Leicester,United Kingdom,52.24N,0.00W
1788-10-01,9.406,3.282,Leicester,United Kingdom,52.24N,0.00W
1788-11-01,4.782,3.1889999999999996,Leicester,United Kingdom,52.24N,0.00W
1788-12-01,-1.3280000000000003,5.17,Leicester,United Kingdom,52.24N,0.00W
1789-01-01,1.013,7.207000000000001,Leicester,United Kingdom,52.24N,0.00W
1789-02-01,4.992,4.875,Leicester,United Kingdom,52.24N,0.00W
1789-03-01,1.5890000000000004,4.849,Leicester,United Kingdom,52.24N,0.00W
1789-04-01,7.49,3.332,Leicester,United Kingdom,52.24N,0.00W
1789-05-01,13.373,4.712,Leicester,United Kingdom,52.24N,0.00W
1789-06-01,14.520999999999999,2.215,Leicester,United Kingdom,52.24N,0.00W
1789-07-01,16.750999999999998,3.3310000000000004,Leicester,United Kingdom,52.24N,0.00W
1789-08-01,17.099,2.189,Leicester,United Kingdom,52.24N,0.00W
1789-09-01,13.611,1.649,Leicester,United Kingdom,52.24N,0.00W
1789-10-01,8.852,3.96,Leicester,United Kingdom,52.24N,0.00W
1789-11-01,4.489,1.6640000000000001,Leicester,United Kingdom,52.24N,0.00W
1789-12-01,5.711,2.2769999999999997,Leicester,United Kingdom,52.24N,0.00W
1790-01-01,4.053999999999999,5.272,Leicester,United Kingdom,52.24N,0.00W
1790-02-01,6.297000000000001,5.723,Leicester,United Kingdom,52.24N,0.00W
1790-03-01,6.997999999999999,2.6189999999999998,Leicester,United Kingdom,52.24N,0.00W
1790-04-01,6.206,3.464,Leicester,United Kingdom,52.24N,0.00W
1790-05-01,12.832,2.3569999999999998,Leicester,United Kingdom,52.24N,0.00W
1790-06-01,15.482000000000001,3.403,Leicester,United Kingdom,52.24N,0.00W
1790-07-01,16.006,2.9560000000000004,Leicester,United Kingdom,52.24N,0.00W
1790-08-01,16.394000000000002,2.613,Leicester,United Kingdom,52.24N,0.00W
1790-09-01,12.574000000000002,2.249,Leicester,United Kingdom,52.24N,0.00W
1790-10-01,9.849,3.722,Leicester,United Kingdom,52.24N,0.00W
1790-11-01,5.292999999999999,2.338,Leicester,United Kingdom,52.24N,0.00W
1790-12-01,4.089,10.167,Leicester,United Kingdom,52.24N,0.00W
1791-01-01,4.7860000000000005,8.336,Leicester,United Kingdom,52.24N,0.00W
1791-02-01,4.434,2.3680000000000003,Leicester,United Kingdom,52.24N,0.00W
1791-03-01,6.348000000000001,4.176,Leicester,United Kingdom,52.24N,0.00W
1791-04-01,10.064,2.812,Leicester,United Kingdom,52.24N,0.00W
1791-05-01,11.140999999999998,2.4290000000000003,Leicester,United Kingdom,52.24N,0.00W
1791-06-01,14.860999999999999,3.573,Leicester,United Kingdom,52.24N,0.00W
1791-07-01,16.477999999999998,2.568,Leicester,United Kingdom,52.24N,0.00W
1791-08-01,17.244,1.2009999999999998,Leicester,United Kingdom,52.24N,0.00W
1791-09-01,14.092,2.625,Leicester,United Kingdom,52.24N,0.00W
1791-10-01,8.796,1.8159999999999998,Leicester,United Kingdom,52.24N,0.00W
1791-11-01,5.16,3.0210000000000004,Leicester,United Kingdom,52.24N,0.00W
1791-12-01,1.6949999999999998,3.3789999999999996,Leicester,United Kingdom,52.24N,0.00W
1792-01-01,2.577,6.388,Leicester,United Kingdom,52.24N,0.00W
1792-02-01,3.773,4.155,Leicester,United Kingdom,52.24N,0.00W
1792-03-01,6.0840000000000005,2.503,Leicester,United Kingdom,52.24N,0.00W
1792-04-01,10.522,2.5839999999999996,Leicester,United Kingdom,52.24N,0.00W
1792-05-01,10.937000000000001,1.605,Leicester,United Kingdom,52.24N,0.00W
1792-06-01,14.075,1.244,Leicester,United Kingdom,52.24N,0.00W
1792-07-01,16.69,2.924,Leicester,United Kingdom,52.24N,0.00W
1792-08-01,17.587,2.322,Leicester,United Kingdom,52.24N,0.00W
1792-09-01,12.398,3.898,Leicester,United Kingdom,52.24N,0.00W
1792-10-01,9.351,2.4859999999999998,Leicester,United Kingdom,52.24N,0.00W
1792-11-01,6.433,3.465,Leicester,United Kingdom,52.24N,0.00W
1792-12-01,4.328,3.562,Leicester,United Kingdom,52.24N,0.00W
1793-01-01,2.363,5.193,Leicester,United Kingdom,52.24N,0.00W
1793-02-01,5.0569999999999995,5.968,Leicester,United Kingdom,52.24N,0.00W
1793-03-01,4.816000000000002,4.412,Leicester,United Kingdom,52.24N,0.00W
1793-04-01,6.517,2.8369999999999997,Leicester,United Kingdom,52.24N,0.00W
1793-05-01,11.079,2.055,Leicester,United Kingdom,52.24N,0.00W
1793-06-01,14.22,4.378,Leicester,United Kingdom,52.24N,0.00W
1793-07-01,18.99,7.535,Leicester,United Kingdom,52.24N,0.00W
1793-08-01,16.559,6.656000000000001,Leicester,United Kingdom,52.24N,0.00W
1793-09-01,12.656,2.818,Leicester,United Kingdom,52.24N,0.00W
1793-10-01,11.530999999999999,4.482,Leicester,United Kingdom,52.24N,0.00W
1793-11-01,6.142,6.502999999999999,Leicester,United Kingdom,52.24N,0.00W
1793-12-01,5.12,3.543,Leicester,United Kingdom,52.24N,0.00W
1794-01-01,1.679,5.635,Leicester,United Kingdom,52.24N,0.00W
1794-02-01,6.772,9.099,Leicester,United Kingdom,52.24N,0.00W
1794-03-01,7.552,2.049,Leicester,United Kingdom,52.24N,0.00W
1794-04-01,10.664000000000001,2.181,Leicester,United Kingdom,52.24N,0.00W
1794-05-01,11.272,3.812,Leicester,United Kingdom,52.24N,0.00W
1794-06-01,15.857000000000001,6.218,Leicester,United Kingdom,52.24N,0.00W
1794-07-01,19.237,7.772,Leicester,United Kingdom,52.24N,0.00W
1794-08-01,16.254,3.4530000000000003,Leicester,United Kingdom,52.24N,0.00W
1794-09-01,12.818,3.0580000000000003,Leicester,United Kingdom,52.24N,0.00W
1794-10-01,9.33,3.0860000000000003,Leicester,United Kingdom,52.24N,0.00W
1794-11-01,6.268,3.082,Leicester,United Kingdom,52.24N,0.00W
1794-12-01,2.296,2.885,Leicester,United Kingdom,52.24N,0.00W
1795-01-01,-2.011,6.723,Leicester,United Kingdom,52.24N,0.00W
1795-02-01,1.3840000000000001,9.583,Leicester,United Kingdom,52.24N,0.00W
1795-03-01,4.211,3.427,Leicester,United Kingdom,52.24N,0.00W
1795-04-01,8.628,2.765,Leicester,United Kingdom,52.24N,0.00W
1795-05-01,11.213,5.542999999999999,Leicester,United Kingdom,52.24N,0.00W
1795-06-01,14.220999999999998,2.9619999999999997,Leicester,United Kingdom,52.24N,0.00W
1795-07-01,15.685000000000002,4.3660000000000005,Leicester,United Kingdom,52.24N,0.00W
1795-08-01,17.250999999999998,2.9960000000000004,Leicester,United Kingdom,52.24N,0.00W
1795-09-01,16.127,5.106,Leicester,United Kingdom,52.24N,0.00W
1795-10-01,12.049000000000001,4.25,Leicester,United Kingdom,52.24N,0.00W
1795-11-01,4.782,3.195,Leicester,United Kingdom,52.24N,0.00W
1795-12-01,6.712999999999999,3.614,Leicester,United Kingdom,52.24N,0.00W
1796-01-01,7.32,3.9539999999999997,Leicester,United Kingdom,52.24N,0.00W
1796-02-01,4.736000000000001,1.925,Leicester,United Kingdom,52.24N,0.00W
1796-03-01,4.456,3.54,Leicester,United Kingdom,52.24N,0.00W
1796-04-01,9.916,1.7469999999999999,Leicester,United Kingdom,52.24N,0.00W
1796-05-01,11.137,1.3130000000000002,Leicester,United Kingdom,52.24N,0.00W
1796-06-01,14.761,4.743,Leicester,United Kingdom,52.24N,0.00W
1796-07-01,16.054000000000002,3.147,Leicester,United Kingdom,52.24N,0.00W
1796-08-01,16.923000000000002,5.202000000000001,Leicester,United Kingdom,52.24N,0.00W
1796-09-01,15.413,5.542999999999999,Leicester,United Kingdom,52.24N,0.00W
1796-10-01,8.452,1.484,Leicester,United Kingdom,52.24N,0.00W
1796-11-01,4.882,3.945,Leicester,United Kingdom,52.24N,0.00W
1796-12-01,-0.06700000000000017,6.251,Leicester,United Kingdom,52.24N,0.00W
1797-01-01,3.597,9.205,Leicester,United Kingdom,52.24N,0.00W
1797-02-01,4.1339999999999995,3.24,Leicester,United Kingdom,52.24N,0.00W
1797-03-01,4.7170000000000005,2.499,Leicester,United Kingdom,52.24N,0.00W
1797-04-01,8.277000000000001,4.283,Leicester,United Kingdom,52.24N,0.00W
1797-05-01,12.618,3.1719999999999997,Leicester,United Kingdom,52.24N,0.00W
1797-06-01,14.050999999999998,2.786,Leicester,United Kingdom,52.24N,0.00W
1797-07-01,18.357000000000006,2.628,Leicester,United Kingdom,52.24N,0.00W
1797-08-01,16.738,3.279,Leicester,United Kingdom,52.24N,0.00W
1797-09-01,13.329,5.184,Leicester,United Kingdom,52.24N,0.00W
1797-10-01,8.707,2.9419999999999997,Leicester,United Kingdom,52.24N,0.00W
1797-11-01,5.718,3.5380000000000003,Leicester,United Kingdom,52.24N,0.00W
1797-12-01,5.194,4.145,Leicester,United Kingdom,52.24N,0.00W
1798-01-01,3.908,2.052,Leicester,United Kingdom,52.24N,0.00W
1798-02-01,4.25,2.464,Leicester,United Kingdom,52.24N,0.00W
1798-03-01,5.340000000000002,2.171,Leicester,United Kingdom,52.24N,0.00W
1798-04-01,10.435,1.577,Leicester,United Kingdom,52.24N,0.00W
1798-05-01,12.899000000000001,5.66,Leicester,United Kingdom,52.24N,0.00W
1798-06-01,16.914,2.76,Leicester,United Kingdom,52.24N,0.00W
1798-07-01,17.081000000000003,3.342,Leicester,United Kingdom,52.24N,0.00W
1798-08-01,17.201,6.67,Leicester,United Kingdom,52.24N,0.00W
1798-09-01,14.005,3.785,Leicester,United Kingdom,52.24N,0.00W
1798-10-01,9.922,3.068,Leicester,United Kingdom,52.24N,0.00W
1798-11-01,4.727,3.827,Leicester,United Kingdom,52.24N,0.00W
1798-12-01,1.2449999999999997,2.84,Leicester,United Kingdom,52.24N,0.00W
1799-01-01,0.8639999999999999,3.002,Leicester,United Kingdom,52.24N,0.00W
1799-02-01,2.585,3.2239999999999998,Leicester,United Kingdom,52.24N,0.00W
1799-03-01,3.2620000000000005,3.363,Leicester,United Kingdom,52.24N,0.00W
1799-04-01,5.462000000000001,5.572,Leicester,United Kingdom,52.24N,0.00W
1799-05-01,10.138,2.7460000000000004,Leicester,United Kingdom,52.24N,0.00W
1799-06-01,13.899,4.226,Leicester,United Kingdom,52.24N,0.00W
1799-07-01,15.949000000000002,3.571,Leicester,United Kingdom,52.24N,0.00W
1799-08-01,15.225,1.801,Leicester,United Kingdom,52.24N,0.00W
1799-09-01,13.168,3.407,Leicester,United Kingdom,52.24N,0.00W
1799-10-01,8.601,2.457,Leicester,United Kingdom,52.24N,0.00W
1799-11-01,5.8,2.908,Leicester,United Kingdom,52.24N,0.00W
1799-12-01,0.30299999999999994,1.9340000000000002,Leicester,United Kingdom,52.24N,0.00W
1800-01-01,2.6239999999999997,2.45,Leicester,United Kingdom,52.24N,0.00W
1800-02-01,1.865,5.26,Leicester,United Kingdom,52.24N,0.00W
1800-03-01,3.617,4.727,Leicester,United Kingdom,52.24N,0.00W
1800-04-01,9.801,2.592,Leicester,United Kingdom,52.24N,0.00W
1800-05-01,13.087,1.508,Leicester,United Kingdom,52.24N,0.00W
1800-06-01,13.207,2.022,Leicester,United Kingdom,52.24N,0.00W
1800-07-01,17.236,1.341,Leicester,United Kingdom,52.24N,0.00W
1800-08-01,17.727999999999998,2.6910000000000003,Leicester,United Kingdom,52.24N,0.00W
1800-09-01,14.427,2.617,Leicester,United Kingdom,52.24N,0.00W
1800-10-01,9.107000000000001,2.498,Leicester,United Kingdom,52.24N,0.00W
1800-11-01,5.8420000000000005,2.659,Leicester,United Kingdom,52.24N,0.00W
1800-12-01,3.266,2.766,Leicester,United Kingdom,52.24N,0.00W
1801-01-01,4.3260000000000005,1.405,Leicester,United Kingdom,52.24N,0.00W
1801-02-01,3.735,1.158,Leicester,United Kingdom,52.24N,0.00W
1801-03-01,6.8980000000000015,1.176,Leicester,United Kingdom,52.24N,0.00W
1801-04-01,8.096,2.043,Leicester,United Kingdom,52.24N,0.00W
1801-05-01,12.267000000000001,2.2430000000000003,Leicester,United Kingdom,52.24N,0.00W
1801-06-01,14.632,2.477,Leicester,United Kingdom,52.24N,0.00W
1801-07-01,16.089000000000002,4.76,Leicester,United Kingdom,52.24N,0.00W
1801-08-01,17.456,2.4419999999999997,Leicester,United Kingdom,52.24N,0.00W
1801-09-01,14.89,1.9680000000000002,Leicester,United Kingdom,52.24N,0.00W
1801-10-01,10.417,1.9409999999999998,Leicester,United Kingdom,52.24N,0.00W
1801-11-01,4.981,1.695,Leicester,United Kingdom,52.24N,0.00W
1801-12-01,2.4019999999999997,5.476,Leicester,United Kingdom,52.24N,0.00W
1802-01-01,0.956,2.006,Leicester,United Kingdom,52.24N,0.00W
1802-02-01,3.852,2.004,Leicester,United Kingdom,52.24N,0.00W
1802-03-01,5.587999999999999,2.892,Leicester,United Kingdom,52.24N,0.00W
1802-04-01,8.953,2.1519999999999997,Leicester,United Kingdom,52.24N,0.00W
1802-05-01,11.122,2.4819999999999998,Leicester,United Kingdom,52.24N,0.00W
1802-06-01,14.607999999999999,2.6210000000000004,Leicester,United Kingdom,52.24N,0.00W
1802-07-01,14.8,2.215,Leicester,United Kingdom,52.24N,0.00W
1802-08-01,18.014000000000006,2.0669999999999997,Leicester,United Kingdom,52.24N,0.00W
1802-09-01,14.396,3.7489999999999997,Leicester,United Kingdom,52.24N,0.00W
1802-10-01,10.085,4.162,Leicester,United Kingdom,52.24N,0.00W
1802-11-01,5.596,2.716,Leicester,United Kingdom,52.24N,0.00W
1802-12-01,3.744,2.553,Leicester,United Kingdom,52.24N,0.00W
1803-01-01,0.4540000000000002,4.4639999999999995,Leicester,United Kingdom,52.24N,0.00W
1803-02-01,2.082,3.65,Leicester,United Kingdom,52.24N,0.00W
1803-03-01,5.585,3.318,Leicester,United Kingdom,52.24N,0.00W
1803-04-01,9.182,2.952,Leicester,United Kingdom,52.24N,0.00W
1803-05-01,10.265999999999998,1.994,Leicester,United Kingdom,52.24N,0.00W
1803-06-01,13.944,1.88,Leicester,United Kingdom,52.24N,0.00W
1803-07-01,17.900000000000006,2.0780000000000003,Leicester,United Kingdom,52.24N,0.00W
1803-08-01,16.590999999999998,2.6430000000000002,Leicester,United Kingdom,52.24N,0.00W
1803-09-01,11.473,1.3519999999999999,Leicester,United Kingdom,52.24N,0.00W
1803-10-01,8.933,3.323,Leicester,United Kingdom,52.24N,0.00W
1803-11-01,5.096,2.9960000000000004,Leicester,United Kingdom,52.24N,0.00W
1803-12-01,4.002,4.052,Leicester,United Kingdom,52.24N,0.00W
1804-01-01,5.737,6.065,Leicester,United Kingdom,52.24N,0.00W
1804-02-01,2.69,2.715,Leicester,United Kingdom,52.24N,0.00W
1804-03-01,4.5520000000000005,4.756,Leicester,United Kingdom,52.24N,0.00W
1804-04-01,6.462000000000001,2.642,Leicester,United Kingdom,52.24N,0.00W
1804-05-01,13.529000000000002,1.2329999999999999,Leicester,United Kingdom,52.24N,0.00W
1804-06-01,16.039,1.607,Leicester,United Kingdom,52.24N,0.00W
1804-07-01,15.959,3.793,Leicester,United Kingdom,52.24N,0.00W
1804-08-01,15.741,2.327,Leicester,United Kingdom,52.24N,0.00W
1804-09-01,14.842,5.083,Leicester,United Kingdom,52.24N,0.00W
1804-10-01,10.074,2.416,Leicester,United Kingdom,52.24N,0.00W
1804-11-01,5.707000000000001,4.936,Leicester,United Kingdom,52.24N,0.00W
1804-12-01,1.088,4.817,Leicester,United Kingdom,52.24N,0.00W
1805-01-01,1.0739999999999998,2.4459999999999997,Leicester,United Kingdom,52.24N,0.00W
1805-02-01,3.317,3.0,Leicester,United Kingdom,52.24N,0.00W
1805-03-01,5.626,1.84,Leicester,United Kingdom,52.24N,0.00W
1805-04-01,7.371,3.963,Leicester,United Kingdom,52.24N,0.00W
1805-05-01,10.194,1.4669999999999999,Leicester,United Kingdom,52.24N,0.00W
1805-06-01,13.118,2.747,Leicester,United Kingdom,52.24N,0.00W
1805-07-01,15.756000000000002,2.411,Leicester,United Kingdom,52.24N,0.00W
1805-08-01,16.547,2.687,Leicester,United Kingdom,52.24N,0.00W
1805-09-01,14.733,3.555,Leicester,United Kingdom,52.24N,0.00W
1805-10-01,7.6,2.6489999999999996,Leicester,United Kingdom,52.24N,0.00W
1805-11-01,4.037,3.262,Leicester,United Kingdom,52.24N,0.00W
1805-12-01,3.329,1.617,Leicester,United Kingdom,52.24N,0.00W
1806-01-01,4.065,2.29,Leicester,United Kingdom,52.24N,0.00W
1806-02-01,4.676,4.157,Leicester,United Kingdom,52.24N,0.00W
1806-03-01,4.827,2.909,Leicester,United Kingdom,52.24N,0.00W
1806-04-01,6.049,4.091,Leicester,United Kingdom,52.24N,0.00W
1806-05-01,12.863,2.569,Leicester,United Kingdom,52.24N,0.00W
1806-06-01,15.126,1.996,Leicester,United Kingdom,52.24N,0.00W
1806-07-01,16.315,1.788,Leicester,United Kingdom,52.24N,0.00W
1806-08-01,16.445999999999998,2.48,Leicester,United Kingdom,52.24N,0.00W
1806-09-01,13.885,2.76,Leicester,United Kingdom,52.24N,0.00W
1806-10-01,9.651,1.288,Leicester,United Kingdom,52.24N,0.00W
1806-11-01,7.5889999999999995,1.8019999999999998,Leicester,United Kingdom,52.24N,0.00W
1806-12-01,6.936,3.312,Leicester,United Kingdom,52.24N,0.00W
1807-01-01,2.573,2.594,Leicester,United Kingdom,52.24N,0.00W
1807-02-01,4.063,5.352,Leicester,United Kingdom,52.24N,0.00W
1807-03-01,2.7070000000000003,5.347,Leicester,United Kingdom,52.24N,0.00W
1807-04-01,7.377999999999999,2.4330000000000003,Leicester,United Kingdom,52.24N,0.00W
1807-05-01,12.553,1.805,Leicester,United Kingdom,52.24N,0.00W
1807-06-01,14.289000000000001,1.585,Leicester,United Kingdom,52.24N,0.00W
1807-07-01,17.964000000000006,3.728,Leicester,United Kingdom,52.24N,0.00W
1807-08-01,18.160999999999998,2.951,Leicester,United Kingdom,52.24N,0.00W
1807-09-01,11.714,1.3159999999999998,Leicester,United Kingdom,52.24N,0.00W
1807-10-01,10.937000000000001,1.589,Leicester,United Kingdom,52.24N,0.00W
1807-11-01,3.5940000000000003,3.092,Leicester,United Kingdom,52.24N,0.00W
1807-12-01,2.41,1.834,Leicester,United Kingdom,52.24N,0.00W
1808-01-01,2.404,3.108,Leicester,United Kingdom,52.24N,0.00W
1808-02-01,2.513,2.399,Leicester,United Kingdom,52.24N,0.00W
1808-03-01,2.897,6.097,Leicester,United Kingdom,52.24N,0.00W
1808-04-01,5.82,1.806,Leicester,United Kingdom,52.24N,0.00W
1808-05-01,14.355,4.488,Leicester,United Kingdom,52.24N,0.00W
1808-06-01,14.725999999999999,1.64,Leicester,United Kingdom,52.24N,0.00W
1808-07-01,18.984,1.6159999999999999,Leicester,United Kingdom,52.24N,0.00W
1808-08-01,17.351000000000006,2.185,Leicester,United Kingdom,52.24N,0.00W
1808-09-01,13.155,4.227,Leicester,United Kingdom,52.24N,0.00W
1808-10-01,7.364000000000001,1.916,Leicester,United Kingdom,52.24N,0.00W
1808-11-01,5.82,2.552,Leicester,United Kingdom,52.24N,0.00W
1808-12-01,1.5869999999999995,2.085,Leicester,United Kingdom,52.24N,0.00W
1809-01-01,1.3359999999999999,4.748,Leicester,United Kingdom,52.24N,0.00W
1809-02-01,6.229,3.55,Leicester,United Kingdom,52.24N,0.00W
1809-03-01,5.877000000000002,3.79,Leicester,United Kingdom,52.24N,0.00W
1809-04-01,5.132999999999999,5.586,Leicester,United Kingdom,52.24N,0.00W
1809-05-01,13.357999999999999,3.057,Leicester,United Kingdom,52.24N,0.00W
1809-06-01,13.988,2.149,Leicester,United Kingdom,52.24N,0.00W
1809-07-01,15.545000000000002,1.801,Leicester,United Kingdom,52.24N,0.00W
1809-08-01,15.72,1.3090000000000002,Leicester,United Kingdom,52.24N,0.00W
1809-09-01,12.956,3.1210000000000004,Leicester,United Kingdom,52.24N,0.00W
1809-10-01,9.302999999999999,5.977,Leicester,United Kingdom,52.24N,0.00W
1809-11-01,4.2860000000000005,3.613,Leicester,United Kingdom,52.24N,0.00W
1809-12-01,4.188,5.003,Leicester,United Kingdom,52.24N,0.00W
1810-01-01,1.012,6.789,Leicester,United Kingdom,52.24N,0.00W
1810-02-01,2.888,5.51,Leicester,United Kingdom,52.24N,0.00W
1810-03-01,5.284000000000002,2.657,Leicester,United Kingdom,52.24N,0.00W
1810-04-01,8.08,4.393,Leicester,United Kingdom,52.24N,0.00W
1810-05-01,9.839,3.16,Leicester,United Kingdom,52.24N,0.00W
