4,4.599,Baranagar,India,23.31N,88.25E
1853-02-01,23.594,1.446,Barcelona,Venezuela,10.45N,64.64W
1853-03-01,24.974,1.4409999999999998,Barcelona,Venezuela,10.45N,64.64W
1853-04-01,25.885,1.158,Barcelona,Venezuela,10.45N,64.64W
1853-05-01,26.612,0.8190000000000001,Barcelona,Venezuela,10.45N,64.64W
1853-06-01,26.815,0.909,Barcelona,Venezuela,10.45N,64.64W
1853-07-01,26.437,0.675,Barcelona,Venezuela,10.45N,64.64W
1853-08-01,26.057,0.716,Barcelona,Venezuela,10.45N,64.64W
1853-09-01,25.912,0.64,Barcelona,Venezuela,10.45N,64.64W
1853-10-01,25.916,0.802,Barcelona,Venezuela,10.45N,64.64W
1853-11-01,25.649,1.875,Barcelona,Venezuela,10.45N,64.64W
1853-12-01,25.251,1.212,Barcelona,Venezuela,10.45N,64.64W
1854-01-01,24.127,1.8459999999999999,Barcelona,Venezuela,10.45N,64.64W
1854-02-01,23.673,1.213,Barcelona,Venezuela,10.45N,64.64W
1854-03-01,24.75,1.036,Barcelona,Venezuela,10.45N,64.64W
1854-04-01,25.384,0.9229999999999999,Barcelona,Venezuela,10.45N,64.64W
1854-05-01,26.488000000000003,1.0270000000000001,Barcelona,Venezuela,10.45N,64.64W
1854-06-01,26.408,1.247,Barcelona,Venezuela,10.45N,64.64W
1854-07-01,26.447,1.0490000000000002,Barcelona,Venezuela,10.45N,64.64W
1854-08-01,26.105999999999998,1.084,Barcelona,Venezuela,10.45N,64.64W
1854-09-01,25.905,0.961,Barcelona,Venezuela,10.45N,64.64W
1854-10-01,26.264,1.847,Barcelona,Venezuela,10.45N,64.64W
1854-11-01,25.578000000000003,1.176,Barcelona,Venezuela,10.45N,64.64W
1854-12-01,25.232,2.642,Barcelona,Venezuela,10.45N,64.64W
1855-01-01,24.495,2.209,Barcelona,Venezuela,10.45N,64.64W
1855-02-01,24.555999999999997,1.369,Barcelona,Venezuela,10.45N,64.64W
1855-03-01,25.129,0.8270000000000001,Barcelona,Venezuela,10.45N,64.64W
1855-04-01,25.761999999999997,1.288,Barcelona,Venezuela,10.45N,64.64W
1855-05-01,26.708,0.6509999999999999,Barcelona,Venezuela,10.45N,64.64W
1855-06-01,26.71,0.76,Barcelona,Venezuela,10.45N,64.64W
1855-07-01,26.071,0.693,Barcelona,Venezuela,10.45N,64.64W
1855-08-01,26.385,0.753,Barcelona,Venezuela,10.45N,64.64W
1855-09-01,26.115,0.5489999999999999,Barcelona,Venezuela,10.45N,64.64W
1855-10-01,25.871,1.088,Barcelona,Venezuela,10.45N,64.64W
1855-11-01,25.63,0.8340000000000001,Barcelona,Venezuela,10.45N,64.64W
1855-12-01,24.903000000000002,2.105,Barcelona,Venezuela,10.45N,64.64W
1856-01-01,25.323,1.198,Barcelona,Venezuela,10.45N,64.64W
1856-02-01,24.679000000000002,1.4769999999999999,Barcelona,Venezuela,10.45N,64.64W
1856-03-01,25.507,1.4809999999999999,Barcelona,Venezuela,10.45N,64.64W
1856-04-01,25.866999999999997,0.76,Barcelona,Venezuela,10.45N,64.64W
1856-05-01,26.791999999999998,1.656,Barcelona,Venezuela,10.45N,64.64W
1856-06-01,26.576999999999998,1.7169999999999999,Barcelona,Venezuela,10.45N,64.64W
1856-07-01,26.423000000000002,0.841,Barcelona,Venezuela,10.45N,64.64W
1856-08-01,26.035999999999998,1.3130000000000002,Barcelona,Venezuela,10.45N,64.64W
1856-09-01,26.026,1.319,Barcelona,Venezuela,10.45N,64.64W
1856-10-01,25.951,1.0090000000000001,Barcelona,Venezuela,10.45N,64.64W
1856-11-01,25.542,0.985,Barcelona,Venezuela,10.45N,64.64W
1856-12-01,24.857,1.564,Barcelona,Venezuela,10.45N,64.64W
1857-01-01,24.033,1.237,Barcelona,Venezuela,10.45N,64.64W
1857-02-01,23.498,1.402,Barcelona,Venezuela,10.45N,64.64W
1857-03-01,24.714000000000002,1.119,Barcelona,Venezuela,10.45N,64.64W
1857-04-01,25.290000000000006,1.298,Barcelona,Venezuela,10.45N,64.64W
1857-05-01,25.853,1.2309999999999999,Barcelona,Venezuela,10.45N,64.64W
1857-06-01,26.022,0.852,Barcelona,Venezuela,10.45N,64.64W
1857-07-01,26.037,0.863,Barcelona,Venezuela,10.45N,64.64W
1857-08-01,25.765,0.885,Barcelona,Venezuela,10.45N,64.64W
1857-09-01,25.463,0.684,Barcelona,Venezuela,10.45N,64.64W
1857-10-01,25.686999999999998,1.381,Barcelona,Venezuela,10.45N,64.64W
1857-11-01,24.973000000000003,0.943,Barcelona,Venezuela,10.45N,64.64W
1857-12-01,24.063000000000002,1.272,Barcelona,Venezuela,10.45N,64.64W
1858-01-01,23.823,1.946,Barcelona,Venezuela,10.45N,64.64W
1858-02-01,23.598000000000003,1.045,Barcelona,Venezuela,10.45N,64.64W
1858-03-01,24.49,1.224,Barcelona,Venezuela,10.45N,64.64W
1858-04-01,25.649,1.121,Barcelona,Venezuela,10.45N,64.64W
1858-05-01,26.26,1.139,Barcelona,Venezuela,10.45N,64.64W
1858-06-01,25.909,1.113,Barcelona,Venezuela,10.45N,64.64W
1858-07-01,26.052,1.0070000000000001,Barcelona,Venezuela,10.45N,64.64W
1858-08-01,26.076,0.8009999999999999,Barcelona,Venezuela,10.45N,64.64W
1858-09-01,26.133000000000003,1.03,Barcelona,Venezuela,10.45N,64.64W
1858-10-01,25.750999999999998,0.977,Barcelona,Venezuela,10.45N,64.64W
1858-11-01,25.795,1.078,Barcelona,Venezuela,10.45N,64.64W
1858-12-01,23.863000000000003,1.207,Barcelona,Venezuela,10.45N,64.64W
1859-01-01,23.829,1.265,Barcelona,Venezuela,10.45N,64.64W
1859-02-01,23.468000000000004,1.22,Barcelona,Venezuela,10.45N,64.64W
1859-03-01,24.304000000000002,1.4580000000000002,Barcelona,Venezuela,10.45N,64.64W
1859-04-01,25.678,1.631,Barcelona,Venezuela,10.45N,64.64W
1859-05-01,26.699,1.19,Barcelona,Venezuela,10.45N,64.64W
1859-06-01,26.265,0.983,Barcelona,Venezuela,10.45N,64.64W
1859-07-01,25.938000000000002,0.7909999999999999,Barcelona,Venezuela,10.45N,64.64W
1859-08-01,26.099,0.792,Barcelona,Venezuela,10.45N,64.64W
1859-09-01,26.134,1.055,Barcelona,Venezuela,10.45N,64.64W
1859-10-01,25.953000000000003,1.062,Barcelona,Venezuela,10.45N,64.64W
1859-11-01,25.232,1.834,Barcelona,Venezuela,10.45N,64.64W
1859-12-01,24.186,1.2429999999999999,Barcelona,Venezuela,10.45N,64.64W
1860-01-01,24.059,1.1909999999999998,Barcelona,Venezuela,10.45N,64.64W
1860-02-01,23.525,1.021,Barcelona,Venezuela,10.45N,64.64W
1860-03-01,24.211,1.0979999999999999,Barcelona,Venezuela,10.45N,64.64W
1860-04-01,25.625,0.948,Barcelona,Venezuela,10.45N,64.64W
1860-05-01,26.656999999999996,1.124,Barcelona,Venezuela,10.45N,64.64W
1860-06-01,26.566999999999997,0.973,Barcelona,Venezuela,10.45N,64.64W
1860-07-01,26.562,0.8109999999999999,Barcelona,Venezuela,10.45N,64.64W
1860-08-01,26.36,0.847,Barcelona,Venezuela,10.45N,64.64W
1860-09-01,26.319000000000003,0.799,Barcelona,Venezuela,10.45N,64.64W
1860-10-01,25.814,1.038,Barcelona,Venezuela,10.45N,64.64W
1860-11-01,25.456,1.2819999999999998,Barcelona,Venezuela,10.45N,64.64W
1860-12-01,24.404,1.375,Barcelona,Venezuela,10.45N,64.64W
1861-01-01,22.941999999999997,1.531,Barcelona,Venezuela,10.45N,64.64W
1861-02-01,24.04,0.927,Barcelona,Venezuela,10.45N,64.64W
1861-03-01,25.023000000000003,1.037,Barcelona,Venezuela,10.45N,64.64W
1861-04-01,26.029,0.82,Barcelona,Venezuela,10.45N,64.64W
1861-05-01,26.48,1.1159999999999999,Barcelona,Venezuela,10.45N,64.64W
1861-06-01,25.956999999999997,0.993,Barcelona,Venezuela,10.45N,64.64W
1861-07-01,26.207,0.978,Barcelona,Venezuela,10.45N,64.64W
1861-08-01,26.403000000000002,0.8,Barcelona,Venezuela,10.45N,64.64W
1861-09-01,26.301,0.976,Barcelona,Venezuela,10.45N,64.64W
1861-10-01,26.045,0.8340000000000001,Barcelona,Venezuela,10.45N,64.64W
1861-11-01,25.995,1.635,Barcelona,Venezuela,10.45N,64.64W
1861-12-01,24.727,1.619,Barcelona,Venezuela,10.45N,64.64W
1862-01-01,23.250999999999998,1.248,Barcelona,Venezuela,10.45N,64.64W
1862-02-01,23.891,1.187,Barcelona,Venezuela,10.45N,64.64W
1862-03-01,24.635,0.721,Barcelona,Venezuela,10.45N,64.64W
1862-04-01,25.342,1.135,Barcelona,Venezuela,10.45N,64.64W
1862-05-01,26.929,1.79,Barcelona,Venezuela,10.45N,64.64W
1862-06-01,26.343000000000004,1.082,Barcelona,Venezuela,10.45N,64.64W
1862-07-01,26.24,0.987,Barcelona,Venezuela,10.45N,64.64W
1862-08-01,25.955,1.136,Barcelona,Venezuela,10.45N,64.64W
1862-09-01,26.155,1.433,Barcelona,Venezuela,10.45N,64.64W
1862-10-01,26.026,1.3230000000000002,Barcelona,Venezuela,10.45N,64.64W
1862-11-01,25.19,1.3769999999999998,Barcelona,Venezuela,10.45N,64.64W
1862-12-01,24.285,2.06,Barcelona,Venezuela,10.45N,64.64W
1863-01-01,23.715999999999998,3.91,Barcelona,Venezuela,10.45N,64.64W
1863-02-01,24.155,3.3539999999999996,Barcelona,Venezuela,10.45N,64.64W
1863-03-01,24.37,1.4980000000000002,Barcelona,Venezuela,10.45N,64.64W
1863-04-01,25.279,2.271,Barcelona,Venezuela,10.45N,64.64W
1863-05-01,26.683000000000003,1.216,Barcelona,Venezuela,10.45N,64.64W
1863-06-01,26.581000000000003,1.1840000000000002,Barcelona,Venezuela,10.45N,64.64W
1863-07-01,25.822,1.084,Barcelona,Venezuela,10.45N,64.64W
1863-08-01,26.021,1.0170000000000001,Barcelona,Venezuela,10.45N,64.64W
1863-09-01,26.016,0.802,Barcelona,Venezuela,10.45N,64.64W
1863-10-01,25.877,0.951,Barcelona,Venezuela,10.45N,64.64W
1863-11-01,25.47,0.953,Barcelona,Venezuela,10.45N,64.64W
1863-12-01,24.166,1.454,Barcelona,Venezuela,10.45N,64.64W
1864-01-01,23.695999999999998,1.531,Barcelona,Venezuela,10.45N,64.64W
1864-02-01,23.425,2.086,Barcelona,Venezuela,10.45N,64.64W
1864-03-01,24.239,0.892,Barcelona,Venezuela,10.45N,64.64W
1864-04-01,25.726000000000006,0.8059999999999999,Barcelona,Venezuela,10.45N,64.64W
1864-05-01,26.721,1.495,Barcelona,Venezuela,10.45N,64.64W
1864-06-01,26.493,0.614,Barcelona,Venezuela,10.45N,64.64W
1864-07-01,26.021,0.602,Barcelona,Venezuela,10.45N,64.64W
1864-08-01,25.86,0.818,Barcelona,Venezuela,10.45N,64.64W
1864-09-01,26.75,1.39,Barcelona,Venezuela,10.45N,64.64W
1864-10-01,26.526,1.063,Barcelona,Venezuela,10.45N,64.64W
1864-11-01,25.838,1.197,Barcelona,Venezuela,10.45N,64.64W
1864-12-01,24.681,2.158,Barcelona,Venezuela,10.45N,64.64W
1865-01-01,24.686,1.565,Barcelona,Venezuela,10.45N,64.64W
1865-02-01,24.051,1.089,Barcelona,Venezuela,10.45N,64.64W
1865-03-01,24.507,0.594,Barcelona,Venezuela,10.45N,64.64W
1865-04-01,25.380000000000006,1.391,Barcelona,Venezuela,10.45N,64.64W
1865-05-01,26.818,1.0759999999999998,Barcelona,Venezuela,10.45N,64.64W
1865-06-01,26.733,0.723,Barcelona,Venezuela,10.45N,64.64W
1865-07-01,26.143,0.986,Barcelona,Venezuela,10.45N,64.64W
1865-08-01,26.415,0.841,Barcelona,Venezuela,10.45N,64.64W
1865-09-01,26.149,0.71,Barcelona,Venezuela,10.45N,64.64W
1865-10-01,25.941000000000006,1.429,Barcelona,Venezuela,10.45N,64.64W
1865-11-01,25.609,0.818,Barcelona,Venezuela,10.45N,64.64W
1865-12-01,24.547,1.229,Barcelona,Venezuela,10.45N,64.64W
1866-01-01,23.89,0.9520000000000001,Barcelona,Venezuela,10.45N,64.64W
1866-02-01,23.709,1.156,Barcelona,Venezuela,10.45N,64.64W
1866-03-01,24.062,1.036,Barcelona,Venezuela,10.45N,64.64W
1866-04-01,25.769,0.774,Barcelona,Venezuela,10.45N,64.64W
1866-05-01,26.67,1.632,Barcelona,Venezuela,10.45N,64.64W
1866-06-01,26.456999999999997,0.721,Barcelona,Venezuela,10.45N,64.64W
1866-07-01,26.615,1.349,Barcelona,Venezuela,10.45N,64.64W
1866-08-01,26.197,0.8,Barcelona,Venezuela,10.45N,64.64W
1866-09-01,26.557,1.083,Barcelona,Venezuela,10.45N,64.64W
1866-10-01,26.019,0.7709999999999999,Barcelona,Venezuela,10.45N,64.64W
1866-11-01,25.674,0.888,Barcelona,Venezuela,10.45N,64.64W
1866-12-01,24.915,1.338,Barcelona,Venezuela,10.45N,64.64W
1867-01-01,24.128,1.501,Barcelona,Venezuela,10.45N,64.64W
1867-02-01,23.774,0.862,Barcelona,Venezuela,10.45N,64.64W
1867-03-01,24.577,0.9940000000000001,Barcelona,Venezuela,10.45N,64.64W
1867-04-01,25.838,1.097,Barcelona,Venezuela,10.45N,64.64W
1867-05-01,27.149,0.9620000000000001,Barcelona,Venezuela,10.45N,64.64W
1867-06-01,26.784,0.851,Barcelona,Venezuela,10.45N,64.64W
1867-07-01,26.621,0.985,Barcelona,Venezuela,10.45N,64.64W
1867-08-01,26.247,1.1059999999999999,Barcelona,Venezuela,10.45N,64.64W
1867-09-01,26.43,0.743,Barcelona,Venezuela,10.45N,64.64W
1867-10-01,26.241999999999997,1.041,Barcelona,Venezuela,10.45N,64.64W
1867-11-01,26.238000000000003,1.4240000000000002,Barcelona,Venezuela,10.45N,64.64W
1867-12-01,24.949,1.68,Barcelona,Venezuela,10.45N,64.64W
1868-01-01,24.348000000000003,0.821,Barcelona,Venezuela,10.45N,64.64W
1868-02-01,23.875,1.515,Barcelona,Venezuela,10.45N,64.64W
1868-03-01,24.484,0.872,Barcelona,Venezuela,10.45N,64.64W
1868-04-01,25.695999999999998,1.621,Barcelona,Venezuela,10.45N,64.64W
1868-05-01,26.384,1.2590000000000001,Barcelona,Venezuela,10.45N,64.64W
1868-06-01,26.574,0.865,Barcelona,Venezuela,10.45N,64.64W
1868-07-01,26.372,0.941,Barcelona,Venezuela,10.45N,64.64W
1868-08-01,26.69,0.672,Barcelona,Venezuela,10.45N,64.64W
1868-09-01,26.737,1.2,Barcelona,Venezuela,10.45N,64.64W
1868-10-01,26.505,0.8420000000000001,Barcelona,Venezuela,10.45N,64.64W
1868-11-01,26.292,1.23,Barcelona,Venezuela,10.45N,64.64W
1868-12-01,25.295,1.5419999999999998,Barcelona,Venezuela,10.45N,64.64W
1869-01-01,24.44,1.055,Barcelona,Venezuela,10.45N,64.64W
1869-02-01,24.677,1.119,Barcelona,Venezuela,10.45N,64.64W
1869-03-01,24.913,1.127,Barcelona,Venezuela,10.45N,64.64W
1869-04-01,26.748,1.849,Barcelona,Venezuela,10.45N,64.64W
1869-05-01,27.879,1.976,Barcelona,Venezuela,10.45N,64.64W
1869-06-01,27.235000000000007,0.83,Barcelona,Venezuela,10.45N,64.64W
1869-07-01,26.915,0.499,Barcelona,Venezuela,10.45N,64.64W
1869-08-01,26.496,0.6890000000000001,Barcelona,Venezuela,10.45N,64.64W
1869-09-01,26.758000000000003,0.483,Barcelona,Venezuela,10.45N,64.64W
1869-10-01,26.588,0.909,Barcelona,Venezuela,10.45N,64.64W
1869-11-01,25.906999999999996,0.622,Barcelona,Venezuela,10.45N,64.64W
1869-12-01,24.485,1.433,Barcelona,Venezuela,10.45N,64.64W
1870-01-01,23.75,0.871,Barcelona,Venezuela,10.45N,64.64W
1870-02-01,24.064,0.9840000000000001,Barcelona,Venezuela,10.45N,64.64W
1870-03-01,24.511,1.0659999999999998,Barcelona,Venezuela,10.45N,64.64W
1870-04-01,25.408,0.943,Barcelona,Venezuela,10.45N,64.64W
1870-05-01,26.495,0.851,Barcelona,Venezuela,10.45N,64.64W
1870-06-01,26.153,1.297,Barcelona,Venezuela,10.45N,64.64W
1870-07-01,26.131,0.774,Barcelona,Venezuela,10.45N,64.64W
1870-08-01,26.122,0.7759999999999999,Barcelona,Venezuela,10.45N,64.64W
1870-09-01,26.63,0.636,Barcelona,Venezuela,10.45N,64.64W
1870-10-01,25.985,1.069,Barcelona,Venezuela,10.45N,64.64W
1870-11-01,25.809,1.537,Barcelona,Venezuela,10.45N,64.64W
1870-12-01,24.602,1.081,Barcelona,Venezuela,10.45N,64.64W
1871-01-01,24.083000000000002,1.565,Barcelona,Venezuela,10.45N,64.64W
1871-02-01,23.726,1.8780000000000001,Barcelona,Venezuela,10.45N,64.64W
1871-03-01,24.577,1.319,Barcelona,Venezuela,10.45N,64.64W
1871-04-01,25.697000000000006,0.733,Barcelona,Venezuela,10.45N,64.64W
1871-05-01,26.945,0.772,Barcelona,Venezuela,10.45N,64.64W
1871-06-01,26.82,0.674,Barcelona,Venezuela,10.45N,64.64W
1871-07-01,26.292,0.758,Barcelona,Venezuela,10.45N,64.64W
1871-08-01,26.721999999999998,0.637,Barcelona,Venezuela,10.45N,64.64W
1871-09-01,26.546,0.62,Barcelona,Venezuela,10.45N,64.64W
1871-10-01,26.486,0.8540000000000001,Barcelona,Venezuela,10.45N,64.64W
1871-11-01,25.626,1.103,Barcelona,Venezuela,10.45N,64.64W
1871-12-01,24.711,0.963,Barcelona,Venezuela,10.45N,64.64W
1872-01-01,24.136999999999997,1.703,Barcelona,Venezuela,10.45N,64.64W
1872-02-01,24.869,1.619,Barcelona,Venezuela,10.45N,64.64W
1872-03-01,25.499000000000002,0.929,Barcelona,Venezuela,10.45N,64.64W
1872-04-01,25.644,1.618,Barcelona,Venezuela,10.45N,64.64W
1872-05-01,26.783,1.011,Barcelona,Venezuela,10.45N,64.64W
1872-06-01,26.394,1.614,Barcelona,Venezuela,10.45N,64.64W
1872-07-01,26.615,0.912,Barcelona,Venezuela,10.45N,64.64W
1872-08-01,26.349,1.348,Barcelona,Venezuela,10.45N,64.64W
1872-09-01,27.007,0.7559999999999999,Barcelona,Venezuela,10.45N,64.64W
1872-10-01,26.928,0.5479999999999999,Barcelona,Venezuela,10.45N,64.64W
1872-11-01,25.821,0.91,Barcelona,Venezuela,10.45N,64.64W
1872-12-01,24.612,1.672,Barcelona,Venezuela,10.45N,64.64W
1873-01-01,24.038,1.173,Barcelona,Venezuela,10.45N,64.64W
1873-02-01,23.631,1.061,Barcelona,Venezuela,10.45N,64.64W
1873-03-01,24.43,0.9620000000000001,Barcelona,Venezuela,10.45N,64.64W
1873-04-01,25.432,1.301,Barcelona,Venezuela,10.45N,64.64W
1873-05-01,27.1,2.124,Barcelona,Venezuela,10.45N,64.64W
1873-06-01,26.837000000000003,0.6,Barcelona,Venezuela,10.45N,64.64W
1873-07-01,26.767,0.782,Barcelona,Venezuela,10.45N,64.64W
1873-08-01,26.568,0.589,Barcelona,Venezuela,10.45N,64.64W
1873-09-01,26.595,0.96,Barcelona,Venezuela,10.45N,64.64W
1873-10-01,26.355999999999998,0.647,Barcelona,Venezuela,10.45N,64.64W
1873-11-01,25.668000000000003,0.608,Barcelona,Venezuela,10.45N,64.64W
1873-12-01,24.904,0.77,Barcelona,Venezuela,10.45N,64.64W
1874-01-01,24.255,1.375,Barcelona,Venezuela,10.45N,64.64W
1874-02-01,24.371,0.963,Barcelona,Venezuela,10.45N,64.64W
1874-03-01,24.572,1.281,Barcelona,Venezuela,10.45N,64.64W
1874-04-01,25.28,1.405,Barcelona,Venezuela,10.45N,64.64W
1874-05-01,26.534,0.575,Barcelona,Venezuela,10.45N,64.64W
1874-06-01,26.215999999999998,0.733,Barcelona,Venezuela,10.45N,64.64W
1874-07-01,26.16,0.653,Barcelona,Venezuela,10.45N,64.64W
1874-08-01,26.228,0.708,Barcelona,Venezuela,10.45N,64.64W
1874-09-01,26.355,0.598,Barcelona,Venezuela,10.45N,64.64W
1874-10-01,26.451,0.654,Barcelona,Venezuela,10.45N,64.64W
1874-11-01,25.751,0.643,Barcelona,Venezuela,10.45N,64.64W
1874-12-01,24.756,0.555,Barcelona,Venezuela,10.45N,64.64W
1875-01-01,23.909000000000002,1.179,Barcelona,Venezuela,10.45N,64.64W
1875-02-01,23.898000000000003,0.848,Barcelona,Venezuela,10.45N,64.64W
1875-03-01,24.254,0.9940000000000001,Barcelona,Venezuela,10.45N,64.64W
1875-04-01,25.51,0.672,Barcelona,Venezuela,10.45N,64.64W
1875-05-01,26.293000000000006,0.606,Barcelona,Venezuela,10.45N,64.64W
1875-06-01,26.605,0.833,Barcelona,Venezuela,10.45N,64.64W
1875-07-01,26.209,0.628,Barcelona,Venezuela,10.45N,64.64W
1875-08-01,26.521,0.519,Barcelona,Venezuela,10.45N,64.64W
1875-09-01,26.261,0.7020000000000001,Barcelona,Venezuela,10.45N,64.64W
1875-10-01,26.171999999999997,0.7829999999999999,Barcelona,Venezuela,10.45N,64.64W
1875-11-01,25.47,0.9840000000000001,Barcelona,Venezuela,10.45N,64.64W
1875-12-01,24.622,0.58,Barcelona,Venezuela,10.45N,64.64W
1876-01-01,24.293000000000003,1.245,Barcelona,Venezuela,10.45N,64.64W
1876-02-01,24.055,0.732,Barcelona,Venezuela,10.45N,64.64W
1876-03-01,24.64,1.4809999999999999,Barcelona,Venezuela,10.45N,64.64W
1876-04-01,25.641,0.887,Barcelona,Venezuela,10.45N,64.64W
1876-05-01,26.432,1.1179999999999999,Barcelona,Venezuela,10.45N,64.64W
1876-06-01,26.35,1.069,Barcelona,Venezuela,10.45N,64.64W
1876-07-01,26.281999999999996,0.639,Barcelona,Venezuela,10.45N,64.64W
1876-08-01,26.121,0.667,Barcelona,Venezuela,10.45N,64.64W
1876-09-01,26.566999999999997,0.742,Barcelona,Venezuela,10.45N,64.64W
1876-10-01,26.561,0.55,Barcelona,Venezuela,10.45N,64.64W
1876-11-01,26.862,1.093,Barcelona,Venezuela,10.45N,64.64W
1876-12-01,25.588,0.935,Barcelona,Venezuela,10.45N,64.64W
1877-01-01,24.668000000000003,1.4569999999999999,Barcelona,Venezuela,10.45N,64.64W
1877-02-01,24.968000000000004,1.45,Barcelona,Venezuela,10.45N,64.64W
1877-03-01,25.533,0.61,Barcelona,Venezuela,10.45N,64.64W
1877-04-01,26.279,1.1320000000000001,Barcelona,Venezuela,10.45N,64.64W
1877-05-01,27.342,1.261,Barcelona,Venezuela,10.45N,64.64W
1877-06-01,26.565,1.298,Barcelona,Venezuela,10.45N,64.64W
1877-07-01,26.678,1.193,Barcelona,Venezuela,10.45N,64.64W
1877-08-01,27.108,0.986,Barcelona,Venezuela,10.45N,64.64W
1877-09-01,27.283,0.552,Barcelona,Venezuela,10.45N,64.64W
1877-10-01,26.975,0.6829999999999999,Barcelona,Venezuela,10.45N,64.64W
1877-11-01,26.833000000000002,0.862,Barcelona,Venezuela,10.45N,64.64W
1877-12-01,25.695,1.976,Barcelona,Venezuela,10.45N,64.64W
1878-01-01,25.307,1.06,Barcelona,Venezuela,10.45N,64.64W
1878-02-01,26.029,1.1640000000000001,Barcelona,Venezuela,10.45N,64.64W
1878-03-01,26.891,0.835,Barcelona,Venezuela,10.45N,64.64W
1878-04-01,27.685,1.047,Barcelona,Venezuela,10.45N,64.64W
1878-05-01,27.283,0.5479999999999999,Barcelona,Venezuela,10.45N,64.64W
1878-06-01,26.840000000000003,0.932,Barcelona,Venezuela,10.45N,64.64W
1878-07-01,26.475,0.855,Barcelona,Venezuela,10.45N,64.64W
1878-08-01,26.19,0.74,Barcelona,Venezuela,10.45N,64.64W
1878-09-01,26.981,0.737,Barcelona,Venezuela,10.45N,64.64W
1878-10-01,26.873,0.6970000000000001,Barcelona,Venezuela,10.45N,64.64W
1878-11-01,26.433000000000003,1.073,Barcelona,Venezuela,10.45N,64.64W
1878-12-01,25.824,1.288,Barcelona,Venezuela,10.45N,64.64W
1879-01-01,24.859,0.6579999999999999,Barcelona,Venezuela,10.45N,64.64W
1879-02-01,24.879,0.8059999999999999,Barcelona,Venezuela,10.45N,64.64W
1879-03-01,24.95,0.586,Barcelona,Venezuela,10.45N,64.64W
1879-04-01,26.119,0.708,Barcelona,Venezuela,10.45N,64.64W
1879-05-01,26.954,1.051,Barcelona,Venezuela,10.45N,64.64W
1879-06-01,26.15,0.706,Barcelona,Venezuela,10.45N,64.64W
1879-07-01,25.681,1.3130000000000002,Barcelona,Venezuela,10.45N,64.64W
1879-08-01,25.854,0.655,Barcelona,Venezuela,10.45N,64.64W
1879-09-01,26.125,0.525,Barcelona,Venezuela,10.45N,64.64W
1879-10-01,26.135,0.772,Barcelona,Venezuela,10.45N,64.64W
1879-11-01,25.722,0.787,Barcelona,Venezuela,10.45N,64.64W
1879-12-01,24.441999999999997,0.927,Barcelona,Venezuela,10.45N,64.64W
1880-01-01,23.537,1.005,Barcelona,Venezuela,10.45N,64.64W
1880-02-01,23.463,0.759,Barcelona,Venezuela,10.45N,64.64W
1880-03-01,24.485,0.8370000000000001,Barcelona,Venezuela,10.45N,64.64W
1880-04-01,24.971999999999998,0.907,Barcelona,Venezuela,10.45N,64.64W
1880-05-01,26.034,1.136,Barcelona,Venezuela,10.45N,64.64W
1880-06-01,25.923,1.06,Barcelona,Venezuela,10.45N,64.64W
1880-07-01,25.863000000000003,0.932,Barcelona,Venezuela,10.45N,64.64W
1880-08-01,25.603,0.607,Barcelona,Venezuela,10.45N,64.64W
1880-09-01,25.781,0.892,Barcelona,Venezuela,10.45N,64.64W
1880-10-01,25.994,0.722,Barcelona,Venezuela,10.45N,64.64W
1880-11-01,25.319000000000003,1.6680000000000001,Barcelona,Venezuela,10.45N,64.64W
1880-12-01,24.65,0.657,Barcelona,Venezuela,10.45N,64.64W
1881-01-01,24.465,0.6940000000000001,Barcelona,Venezuela,10.45N,64.64W
1881-02-01,24.413,1.023,Barcelona,Venezuela,10.45N,64.64W
1881-03-01,25.788,0.779,Barcelona,Venezuela,10.45N,64.64W
1881-04-01,25.945999999999998,0.748,Barcelona,Venezuela,10.45N,64.64W
1881-05-01,26.682,0.878,Barcelona,Venezuela,10.45N,64.64W
1881-06-01,26.281999999999996,0.9890000000000001,Barcelona,Venezuela,10.45N,64.64W
1881-07-01,26.154,0.551,Barcelona,Venezuela,10.45N,64.64W
1881-08-01,26.026,0.725,Barcelona,Venezuela,10.45N,64.64W
1881-09-01,25.896,0.5489999999999999,Barcelona,Venezuela,10.45N,64.64W
1881-10-01,26.075,0.588,Barcelona,Venezuela,10.45N,64.64W
1881-11-01,25.251,1.1440000000000001,Barcelona,Venezuela,10.45N,64.64W
1881-12-01,24.503,0.9690000000000001,Barcelona,Venezuela,10.45N,64.64W
1882-01-01,23.753,0.943,Barcelona,Venezuela,10.45N,64.64W
1882-02-01,23.654,1.3359999999999999,Barcelona,Venezuela,10.45N,64.64W
1882-03-01,24.198,1.128,Barcelona,Venezuela,10.45N,64.64W
1882-04-01,25.408,0.643,Barcelona,Venezuela,10.45N,64.64W
1882-05-01,26.3,0.637,Barcelona,Venezuela,10.45N,64.64W
1882-06-01,25.936,0.96,Barcelona,Venezuela,10.45N,64.64W
1882-07-01,25.749000000000002,0.569,Barcelona,Venezuela,10.45N,64.64W
1882-08-01,25.761,0.9229999999999999,Barcelona,Venezuela,10.45N,64.64W
1882-09-01,26.259,0.687,Barcelona,Venezuela,10.45N,64.64W
1882-10-01,25.756,0.547,Barcelona,Venezuela,10.45N,64.64W
1882-11-01,25.363000000000003,0.695,Barcelona,Venezuela,10.45N,64.64W
