03,0.321,Brunswick,Germany,52.24N,10.51E
1912-08-01,25.320999999999998,1.224,Bucaramanga,Colombia,7.23N,73.78W
1912-09-01,24.791,0.89,Bucaramanga,Colombia,7.23N,73.78W
1912-10-01,24.241999999999997,0.6990000000000001,Bucaramanga,Colombia,7.23N,73.78W
1912-11-01,24.337,0.57,Bucaramanga,Colombia,7.23N,73.78W
1912-12-01,24.547,0.691,Bucaramanga,Colombia,7.23N,73.78W
1913-01-01,24.738000000000003,0.7709999999999999,Bucaramanga,Colombia,7.23N,73.78W
1913-02-01,25.016,0.64,Bucaramanga,Colombia,7.23N,73.78W
1913-03-01,25.075000000000006,1.014,Bucaramanga,Colombia,7.23N,73.78W
1913-04-01,24.86,0.5,Bucaramanga,Colombia,7.23N,73.78W
1913-05-01,24.748,0.408,Bucaramanga,Colombia,7.23N,73.78W
1913-06-01,25.202,0.413,Bucaramanga,Colombia,7.23N,73.78W
1913-07-01,25.589,0.688,Bucaramanga,Colombia,7.23N,73.78W
1913-08-01,25.322,0.555,Bucaramanga,Colombia,7.23N,73.78W
1913-09-01,24.758000000000003,0.506,Bucaramanga,Colombia,7.23N,73.78W
1913-10-01,24.059,0.445,Bucaramanga,Colombia,7.23N,73.78W
1913-11-01,24.098000000000003,0.539,Bucaramanga,Colombia,7.23N,73.78W
1913-12-01,24.104,0.46799999999999997,Bucaramanga,Colombia,7.23N,73.78W
1914-01-01,24.982,0.9670000000000001,Bucaramanga,Colombia,7.23N,73.78W
1914-02-01,25.544,0.81,Bucaramanga,Colombia,7.23N,73.78W
1914-03-01,25.691000000000006,0.644,Bucaramanga,Colombia,7.23N,73.78W
1914-04-01,25.224,0.49,Bucaramanga,Colombia,7.23N,73.78W
1914-05-01,25.643,0.701,Bucaramanga,Colombia,7.23N,73.78W
1914-06-01,25.275,0.61,Bucaramanga,Colombia,7.23N,73.78W
1914-07-01,26.05,0.852,Bucaramanga,Colombia,7.23N,73.78W
1914-08-01,25.625999999999998,0.496,Bucaramanga,Colombia,7.23N,73.78W
1914-09-01,25.176,0.612,Bucaramanga,Colombia,7.23N,73.78W
1914-10-01,24.406,0.43,Bucaramanga,Colombia,7.23N,73.78W
1914-11-01,24.482,0.655,Bucaramanga,Colombia,7.23N,73.78W
1914-12-01,25.242,1.2429999999999999,Bucaramanga,Colombia,7.23N,73.78W
1915-01-01,25.485,0.55,Bucaramanga,Colombia,7.23N,73.78W
1915-02-01,25.522,0.696,Bucaramanga,Colombia,7.23N,73.78W
1915-03-01,26.425,0.552,Bucaramanga,Colombia,7.23N,73.78W
1915-04-01,25.489,0.551,Bucaramanga,Colombia,7.23N,73.78W
1915-05-01,26.138,0.62,Bucaramanga,Colombia,7.23N,73.78W
1915-06-01,26.149,0.71,Bucaramanga,Colombia,7.23N,73.78W
1915-07-01,26.146,1.454,Bucaramanga,Colombia,7.23N,73.78W
1915-08-01,26.399,1.495,Bucaramanga,Colombia,7.23N,73.78W
1915-09-01,25.595,0.815,Bucaramanga,Colombia,7.23N,73.78W
1915-10-01,25.258000000000003,0.779,Bucaramanga,Colombia,7.23N,73.78W
1915-11-01,24.673000000000002,0.45799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1915-12-01,24.78,0.423,Bucaramanga,Colombia,7.23N,73.78W
1916-01-01,24.475,0.773,Bucaramanga,Colombia,7.23N,73.78W
1916-02-01,24.479000000000006,0.857,Bucaramanga,Colombia,7.23N,73.78W
1916-03-01,24.732000000000006,1.109,Bucaramanga,Colombia,7.23N,73.78W
1916-04-01,25.325,0.514,Bucaramanga,Colombia,7.23N,73.78W
1916-05-01,25.805,0.735,Bucaramanga,Colombia,7.23N,73.78W
1916-06-01,25.735,0.851,Bucaramanga,Colombia,7.23N,73.78W
1916-07-01,25.936999999999998,0.843,Bucaramanga,Colombia,7.23N,73.78W
1916-08-01,25.609,0.522,Bucaramanga,Colombia,7.23N,73.78W
1916-09-01,25.369,0.705,Bucaramanga,Colombia,7.23N,73.78W
1916-10-01,24.256999999999998,0.534,Bucaramanga,Colombia,7.23N,73.78W
1916-11-01,23.931,0.396,Bucaramanga,Colombia,7.23N,73.78W
1916-12-01,23.664,0.654,Bucaramanga,Colombia,7.23N,73.78W
1917-01-01,23.726999999999997,0.9390000000000001,Bucaramanga,Colombia,7.23N,73.78W
1917-02-01,23.836,1.5719999999999998,Bucaramanga,Colombia,7.23N,73.78W
1917-03-01,24.34,0.639,Bucaramanga,Colombia,7.23N,73.78W
1917-04-01,24.43,0.7020000000000001,Bucaramanga,Colombia,7.23N,73.78W
1917-05-01,24.758000000000006,0.682,Bucaramanga,Colombia,7.23N,73.78W
1917-06-01,24.873,0.517,Bucaramanga,Colombia,7.23N,73.78W
1917-07-01,25.439,0.848,Bucaramanga,Colombia,7.23N,73.78W
1917-08-01,25.093000000000004,0.722,Bucaramanga,Colombia,7.23N,73.78W
1917-09-01,24.779,0.755,Bucaramanga,Colombia,7.23N,73.78W
1917-10-01,24.041999999999998,0.39899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1917-11-01,23.843000000000004,0.518,Bucaramanga,Colombia,7.23N,73.78W
1917-12-01,23.667,0.49,Bucaramanga,Colombia,7.23N,73.78W
1918-01-01,23.89,0.6809999999999999,Bucaramanga,Colombia,7.23N,73.78W
1918-02-01,24.353,1.008,Bucaramanga,Colombia,7.23N,73.78W
1918-03-01,23.82,1.528,Bucaramanga,Colombia,7.23N,73.78W
1918-04-01,24.052,0.5329999999999999,Bucaramanga,Colombia,7.23N,73.78W
1918-05-01,24.256,0.6409999999999999,Bucaramanga,Colombia,7.23N,73.78W
1918-06-01,24.733,0.7859999999999999,Bucaramanga,Colombia,7.23N,73.78W
1918-07-01,26.139000000000006,1.564,Bucaramanga,Colombia,7.23N,73.78W
1918-08-01,25.768,0.638,Bucaramanga,Colombia,7.23N,73.78W
1918-09-01,25.209,0.536,Bucaramanga,Colombia,7.23N,73.78W
1918-10-01,24.391,0.502,Bucaramanga,Colombia,7.23N,73.78W
1918-11-01,24.196,0.6679999999999999,Bucaramanga,Colombia,7.23N,73.78W
1918-12-01,24.269000000000002,0.6729999999999999,Bucaramanga,Colombia,7.23N,73.78W
1919-01-01,24.899,0.541,Bucaramanga,Colombia,7.23N,73.78W
1919-02-01,25.715,0.878,Bucaramanga,Colombia,7.23N,73.78W
1919-03-01,25.369,1.232,Bucaramanga,Colombia,7.23N,73.78W
1919-04-01,25.033,0.7709999999999999,Bucaramanga,Colombia,7.23N,73.78W
1919-05-01,25.061999999999998,1.3659999999999999,Bucaramanga,Colombia,7.23N,73.78W
1919-06-01,25.503,0.8270000000000001,Bucaramanga,Colombia,7.23N,73.78W
1919-07-01,25.609,0.42700000000000005,Bucaramanga,Colombia,7.23N,73.78W
1919-08-01,25.791,0.40299999999999997,Bucaramanga,Colombia,7.23N,73.78W
1919-09-01,25.180999999999997,0.496,Bucaramanga,Colombia,7.23N,73.78W
1919-10-01,24.604,0.366,Bucaramanga,Colombia,7.23N,73.78W
1919-11-01,24.564,0.414,Bucaramanga,Colombia,7.23N,73.78W
1919-12-01,24.678,0.499,Bucaramanga,Colombia,7.23N,73.78W
1920-01-01,25.191,0.444,Bucaramanga,Colombia,7.23N,73.78W
1920-02-01,25.511999999999997,0.5820000000000001,Bucaramanga,Colombia,7.23N,73.78W
1920-03-01,25.215,0.5670000000000001,Bucaramanga,Colombia,7.23N,73.78W
1920-04-01,25.116999999999997,1.156,Bucaramanga,Colombia,7.23N,73.78W
1920-05-01,25.299,0.996,Bucaramanga,Colombia,7.23N,73.78W
1920-06-01,25.225,0.8190000000000001,Bucaramanga,Colombia,7.23N,73.78W
1920-07-01,25.511999999999997,0.557,Bucaramanga,Colombia,7.23N,73.78W
1920-08-01,25.443,0.37,Bucaramanga,Colombia,7.23N,73.78W
1920-09-01,24.835,0.7020000000000001,Bucaramanga,Colombia,7.23N,73.78W
1920-10-01,24.335,0.9440000000000001,Bucaramanga,Colombia,7.23N,73.78W
1920-11-01,24.376,1.093,Bucaramanga,Colombia,7.23N,73.78W
1920-12-01,24.198,1.405,Bucaramanga,Colombia,7.23N,73.78W
1921-01-01,24.92,0.96,Bucaramanga,Colombia,7.23N,73.78W
1921-02-01,24.994,0.565,Bucaramanga,Colombia,7.23N,73.78W
1921-03-01,24.613000000000003,0.6629999999999999,Bucaramanga,Colombia,7.23N,73.78W
1921-04-01,24.570999999999998,0.62,Bucaramanga,Colombia,7.23N,73.78W
1921-05-01,24.92,0.38,Bucaramanga,Colombia,7.23N,73.78W
1921-06-01,25.094,0.823,Bucaramanga,Colombia,7.23N,73.78W
1921-07-01,25.509,1.052,Bucaramanga,Colombia,7.23N,73.78W
1921-08-01,25.219,0.531,Bucaramanga,Colombia,7.23N,73.78W
1921-09-01,25.291999999999998,0.624,Bucaramanga,Colombia,7.23N,73.78W
1921-10-01,24.293000000000003,0.614,Bucaramanga,Colombia,7.23N,73.78W
1921-11-01,24.687,0.535,Bucaramanga,Colombia,7.23N,73.78W
1921-12-01,24.669,0.501,Bucaramanga,Colombia,7.23N,73.78W
1922-01-01,25.053,0.679,Bucaramanga,Colombia,7.23N,73.78W
1922-02-01,25.203000000000007,0.94,Bucaramanga,Colombia,7.23N,73.78W
1922-03-01,25.041999999999998,0.7909999999999999,Bucaramanga,Colombia,7.23N,73.78W
1922-04-01,25.339,0.5529999999999999,Bucaramanga,Colombia,7.23N,73.78W
1922-05-01,25.165000000000006,0.535,Bucaramanga,Colombia,7.23N,73.78W
1922-06-01,25.128,0.542,Bucaramanga,Colombia,7.23N,73.78W
1922-07-01,25.712,0.7879999999999999,Bucaramanga,Colombia,7.23N,73.78W
1922-08-01,25.662,0.41700000000000004,Bucaramanga,Colombia,7.23N,73.78W
1922-09-01,25.234,0.38799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1922-10-01,24.516,0.682,Bucaramanga,Colombia,7.23N,73.78W
1922-11-01,24.394000000000002,0.6859999999999999,Bucaramanga,Colombia,7.23N,73.78W
1922-12-01,24.279,0.525,Bucaramanga,Colombia,7.23N,73.78W
1923-01-01,24.323,0.486,Bucaramanga,Colombia,7.23N,73.78W
1923-02-01,24.915000000000006,0.35100000000000003,Bucaramanga,Colombia,7.23N,73.78W
1923-03-01,25.125999999999998,0.389,Bucaramanga,Colombia,7.23N,73.78W
1923-04-01,24.824,0.474,Bucaramanga,Colombia,7.23N,73.78W
1923-05-01,25.156999999999996,0.428,Bucaramanga,Colombia,7.23N,73.78W
1923-06-01,25.516,0.379,Bucaramanga,Colombia,7.23N,73.78W
1923-07-01,25.281,0.515,Bucaramanga,Colombia,7.23N,73.78W
1923-08-01,25.412,0.439,Bucaramanga,Colombia,7.23N,73.78W
1923-09-01,25.278000000000002,0.6890000000000001,Bucaramanga,Colombia,7.23N,73.78W
1923-10-01,24.324,0.35,Bucaramanga,Colombia,7.23N,73.78W
1923-11-01,24.787,0.55,Bucaramanga,Colombia,7.23N,73.78W
1923-12-01,24.533,0.579,Bucaramanga,Colombia,7.23N,73.78W
1924-01-01,25.433000000000003,0.349,Bucaramanga,Colombia,7.23N,73.78W
1924-02-01,25.345,0.669,Bucaramanga,Colombia,7.23N,73.78W
1924-03-01,26.15,0.7929999999999999,Bucaramanga,Colombia,7.23N,73.78W
1924-04-01,25.529,0.48100000000000004,Bucaramanga,Colombia,7.23N,73.78W
1924-05-01,25.765,0.424,Bucaramanga,Colombia,7.23N,73.78W
1924-06-01,25.079,0.342,Bucaramanga,Colombia,7.23N,73.78W
1924-07-01,25.351999999999997,0.293,Bucaramanga,Colombia,7.23N,73.78W
1924-08-01,25.625,0.8740000000000001,Bucaramanga,Colombia,7.23N,73.78W
1924-09-01,24.563000000000002,0.447,Bucaramanga,Colombia,7.23N,73.78W
1924-10-01,24.195999999999998,0.406,Bucaramanga,Colombia,7.23N,73.78W
1924-11-01,24.511999999999997,0.381,Bucaramanga,Colombia,7.23N,73.78W
1924-12-01,24.402,0.42100000000000004,Bucaramanga,Colombia,7.23N,73.78W
1925-01-01,24.106,0.565,Bucaramanga,Colombia,7.23N,73.78W
1925-02-01,24.344,0.51,Bucaramanga,Colombia,7.23N,73.78W
1925-03-01,24.607000000000006,0.698,Bucaramanga,Colombia,7.23N,73.78W
1925-04-01,24.983,0.287,Bucaramanga,Colombia,7.23N,73.78W
1925-05-01,25.589,0.451,Bucaramanga,Colombia,7.23N,73.78W
1925-06-01,25.403000000000002,0.23800000000000002,Bucaramanga,Colombia,7.23N,73.78W
1925-07-01,25.544,0.426,Bucaramanga,Colombia,7.23N,73.78W
1925-08-01,25.469,0.253,Bucaramanga,Colombia,7.23N,73.78W
1925-09-01,25.069000000000003,0.295,Bucaramanga,Colombia,7.23N,73.78W
1925-10-01,24.904,0.48,Bucaramanga,Colombia,7.23N,73.78W
1925-11-01,24.696,0.418,Bucaramanga,Colombia,7.23N,73.78W
1925-12-01,25.049,0.552,Bucaramanga,Colombia,7.23N,73.78W
1926-01-01,25.541,0.43,Bucaramanga,Colombia,7.23N,73.78W
1926-02-01,26.059,0.32299999999999995,Bucaramanga,Colombia,7.23N,73.78W
1926-03-01,26.193,0.623,Bucaramanga,Colombia,7.23N,73.78W
1926-04-01,26.264,0.515,Bucaramanga,Colombia,7.23N,73.78W
1926-05-01,26.319000000000006,0.375,Bucaramanga,Colombia,7.23N,73.78W
1926-06-01,26.156,0.45799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1926-07-01,25.891,0.32799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1926-08-01,25.75,0.376,Bucaramanga,Colombia,7.23N,73.78W
1926-09-01,25.070999999999998,0.384,Bucaramanga,Colombia,7.23N,73.78W
1926-10-01,24.881,0.35,Bucaramanga,Colombia,7.23N,73.78W
1926-11-01,24.923000000000002,0.256,Bucaramanga,Colombia,7.23N,73.78W
1926-12-01,24.54,0.514,Bucaramanga,Colombia,7.23N,73.78W
1927-01-01,24.522,0.315,Bucaramanga,Colombia,7.23N,73.78W
1927-02-01,24.686,0.268,Bucaramanga,Colombia,7.23N,73.78W
1927-03-01,25.294,0.369,Bucaramanga,Colombia,7.23N,73.78W
1927-04-01,24.697,0.598,Bucaramanga,Colombia,7.23N,73.78W
1927-05-01,25.205,0.414,Bucaramanga,Colombia,7.23N,73.78W
1927-06-01,25.412,0.39,Bucaramanga,Colombia,7.23N,73.78W
1927-07-01,25.209000000000003,0.6709999999999999,Bucaramanga,Colombia,7.23N,73.78W
1927-08-01,25.816999999999997,0.267,Bucaramanga,Colombia,7.23N,73.78W
1927-09-01,25.123,0.616,Bucaramanga,Colombia,7.23N,73.78W
1927-10-01,24.656999999999996,0.281,Bucaramanga,Colombia,7.23N,73.78W
1927-11-01,25.011,0.498,Bucaramanga,Colombia,7.23N,73.78W
1927-12-01,24.74,0.555,Bucaramanga,Colombia,7.23N,73.78W
1928-01-01,24.859,0.36,Bucaramanga,Colombia,7.23N,73.78W
1928-02-01,25.42,0.45,Bucaramanga,Colombia,7.23N,73.78W
1928-03-01,25.206000000000003,0.381,Bucaramanga,Colombia,7.23N,73.78W
1928-04-01,25.518,0.344,Bucaramanga,Colombia,7.23N,73.78W
1928-05-01,25.574,0.445,Bucaramanga,Colombia,7.23N,73.78W
1928-06-01,25.445,0.495,Bucaramanga,Colombia,7.23N,73.78W
1928-07-01,25.761000000000006,0.295,Bucaramanga,Colombia,7.23N,73.78W
1928-08-01,25.415,0.415,Bucaramanga,Colombia,7.23N,73.78W
1928-09-01,25.238000000000003,0.562,Bucaramanga,Colombia,7.23N,73.78W
1928-10-01,24.666999999999998,0.461,Bucaramanga,Colombia,7.23N,73.78W
1928-11-01,24.78,0.348,Bucaramanga,Colombia,7.23N,73.78W
1928-12-01,24.4,0.562,Bucaramanga,Colombia,7.23N,73.78W
1929-01-01,24.773000000000003,0.569,Bucaramanga,Colombia,7.23N,73.78W
1929-02-01,25.485,0.364,Bucaramanga,Colombia,7.23N,73.78W
1929-03-01,25.232000000000006,0.511,Bucaramanga,Colombia,7.23N,73.78W
1929-04-01,24.840999999999998,0.469,Bucaramanga,Colombia,7.23N,73.78W
1929-05-01,25.281999999999996,0.23,Bucaramanga,Colombia,7.23N,73.78W
1929-06-01,25.435,0.196,Bucaramanga,Colombia,7.23N,73.78W
1929-07-01,25.522,0.365,Bucaramanga,Colombia,7.23N,73.78W
1929-08-01,25.715999999999998,0.462,Bucaramanga,Colombia,7.23N,73.78W
1929-09-01,25.447,0.363,Bucaramanga,Colombia,7.23N,73.78W
1929-10-01,24.976999999999997,0.354,Bucaramanga,Colombia,7.23N,73.78W
1929-11-01,24.997,0.419,Bucaramanga,Colombia,7.23N,73.78W
1929-12-01,24.79,0.36200000000000004,Bucaramanga,Colombia,7.23N,73.78W
1930-01-01,24.878,0.326,Bucaramanga,Colombia,7.23N,73.78W
1930-02-01,25.269,0.248,Bucaramanga,Colombia,7.23N,73.78W
1930-03-01,25.776,0.532,Bucaramanga,Colombia,7.23N,73.78W
1930-04-01,24.954,0.615,Bucaramanga,Colombia,7.23N,73.78W
1930-05-01,25.133000000000006,0.315,Bucaramanga,Colombia,7.23N,73.78W
1930-06-01,25.345,0.319,Bucaramanga,Colombia,7.23N,73.78W
1930-07-01,25.784,0.43,Bucaramanga,Colombia,7.23N,73.78W
1930-08-01,25.638,0.264,Bucaramanga,Colombia,7.23N,73.78W
1930-09-01,25.206,0.259,Bucaramanga,Colombia,7.23N,73.78W
1930-10-01,24.596,0.34,Bucaramanga,Colombia,7.23N,73.78W
1930-11-01,25.293000000000003,0.5660000000000001,Bucaramanga,Colombia,7.23N,73.78W
1930-12-01,25.424,0.513,Bucaramanga,Colombia,7.23N,73.78W
1931-01-01,25.754,0.39299999999999996,Bucaramanga,Colombia,7.23N,73.78W
1931-02-01,26.075000000000006,0.396,Bucaramanga,Colombia,7.23N,73.78W
1931-03-01,26.43,0.436,Bucaramanga,Colombia,7.23N,73.78W
1931-04-01,25.956999999999997,0.502,Bucaramanga,Colombia,7.23N,73.78W
1931-05-01,25.834,0.47600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1931-06-01,25.971,0.332,Bucaramanga,Colombia,7.23N,73.78W
1931-07-01,25.706999999999997,0.414,Bucaramanga,Colombia,7.23N,73.78W
1931-08-01,25.737,0.384,Bucaramanga,Colombia,7.23N,73.78W
1931-09-01,25.375999999999998,0.43,Bucaramanga,Colombia,7.23N,73.78W
1931-10-01,24.994,0.336,Bucaramanga,Colombia,7.23N,73.78W
1931-11-01,24.546,0.526,Bucaramanga,Colombia,7.23N,73.78W
1931-12-01,24.795,0.297,Bucaramanga,Colombia,7.23N,73.78W
1932-01-01,24.889,0.462,Bucaramanga,Colombia,7.23N,73.78W
1932-02-01,25.285999999999998,0.353,Bucaramanga,Colombia,7.23N,73.78W
1932-03-01,25.316000000000006,0.496,Bucaramanga,Colombia,7.23N,73.78W
1932-04-01,25.985,0.45,Bucaramanga,Colombia,7.23N,73.78W
1932-05-01,25.366,0.379,Bucaramanga,Colombia,7.23N,73.78W
1932-06-01,25.381999999999998,0.305,Bucaramanga,Colombia,7.23N,73.78W
1932-07-01,25.4,0.18899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1932-08-01,25.576,0.255,Bucaramanga,Colombia,7.23N,73.78W
1932-09-01,25.281999999999996,0.324,Bucaramanga,Colombia,7.23N,73.78W
1932-10-01,24.63,0.28800000000000003,Bucaramanga,Colombia,7.23N,73.78W
1932-11-01,25.033,0.36,Bucaramanga,Colombia,7.23N,73.78W
1932-12-01,24.804000000000002,0.474,Bucaramanga,Colombia,7.23N,73.78W
1933-01-01,24.909000000000002,0.45799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1933-02-01,25.018,0.302,Bucaramanga,Colombia,7.23N,73.78W
1933-03-01,25.269,0.48700000000000004,Bucaramanga,Colombia,7.23N,73.78W
1933-04-01,25.178,0.33399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1933-05-01,25.631,0.392,Bucaramanga,Colombia,7.23N,73.78W
1933-06-01,25.36,0.457,Bucaramanga,Colombia,7.23N,73.78W
1933-07-01,25.814,0.601,Bucaramanga,Colombia,7.23N,73.78W
1933-08-01,25.36,0.33899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1933-09-01,25.256,0.28600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1933-10-01,24.245,0.54,Bucaramanga,Colombia,7.23N,73.78W
1933-11-01,24.26,0.317,Bucaramanga,Colombia,7.23N,73.78W
1933-12-01,24.164,0.38799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1934-01-01,24.32,0.478,Bucaramanga,Colombia,7.23N,73.78W
1934-02-01,24.489,0.502,Bucaramanga,Colombia,7.23N,73.78W
1934-03-01,24.462,0.516,Bucaramanga,Colombia,7.23N,73.78W
1934-04-01,25.287,0.301,Bucaramanga,Colombia,7.23N,73.78W
1934-05-01,25.391,0.35100000000000003,Bucaramanga,Colombia,7.23N,73.78W
1934-06-01,25.883000000000003,0.46,Bucaramanga,Colombia,7.23N,73.78W
1934-07-01,25.474,0.489,Bucaramanga,Colombia,7.23N,73.78W
1934-08-01,25.756999999999998,0.591,Bucaramanga,Colombia,7.23N,73.78W
1934-09-01,25.755,0.39399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1934-10-01,24.375999999999998,0.376,Bucaramanga,Colombia,7.23N,73.78W
1934-11-01,24.613000000000003,0.299,Bucaramanga,Colombia,7.23N,73.78W
1934-12-01,24.773000000000003,0.382,Bucaramanga,Colombia,7.23N,73.78W
1935-01-01,24.758000000000003,0.384,Bucaramanga,Colombia,7.23N,73.78W
1935-02-01,24.808000000000003,0.369,Bucaramanga,Colombia,7.23N,73.78W
1935-03-01,25.194000000000006,0.46,Bucaramanga,Colombia,7.23N,73.78W
1935-04-01,25.1,0.431,Bucaramanga,Colombia,7.23N,73.78W
1935-05-01,25.125999999999998,0.469,Bucaramanga,Colombia,7.23N,73.78W
1935-06-01,25.603,0.48200000000000004,Bucaramanga,Colombia,7.23N,73.78W
1935-07-01,25.715,0.409,Bucaramanga,Colombia,7.23N,73.78W
1935-08-01,25.253,0.324,Bucaramanga,Colombia,7.23N,73.78W
1935-09-01,25.151999999999997,0.376,Bucaramanga,Colombia,7.23N,73.78W
1935-10-01,24.686,0.255,Bucaramanga,Colombia,7.23N,73.78W
1935-11-01,24.488000000000003,0.26899999999999996,Bucaramanga,Colombia,7.23N,73.78W
1935-12-01,24.811,0.391,Bucaramanga,Colombia,7.23N,73.78W
1936-01-01,24.989,0.29100000000000004,Bucaramanga,Colombia,7.23N,73.78W
1936-02-01,25.500999999999998,0.632,Bucaramanga,Colombia,7.23N,73.78W
1936-03-01,25.755000000000006,0.504,Bucaramanga,Colombia,7.23N,73.78W
1936-04-01,25.474,0.305,Bucaramanga,Colombia,7.23N,73.78W
1936-05-01,25.756,0.363,Bucaramanga,Colombia,7.23N,73.78W
1936-06-01,25.484,0.408,Bucaramanga,Colombia,7.23N,73.78W
1936-07-01,25.784,0.565,Bucaramanga,Colombia,7.23N,73.78W
1936-08-01,25.881,0.39899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1936-09-01,25.384,0.34700000000000003,Bucaramanga,Colombia,7.23N,73.78W
1936-10-01,24.603,0.325,Bucaramanga,Colombia,7.23N,73.78W
1936-11-01,25.205,0.311,Bucaramanga,Colombia,7.23N,73.78W
1936-12-01,24.693,0.354,Bucaramanga,Colombia,7.23N,73.78W
1937-01-01,24.816,0.475,Bucaramanga,Colombia,7.23N,73.78W
1937-02-01,25.436,1.4069999999999998,Bucaramanga,Colombia,7.23N,73.78W
1937-03-01,25.869,0.721,Bucaramanga,Colombia,7.23N,73.78W
1937-04-01,25.703000000000003,0.221,Bucaramanga,Colombia,7.23N,73.78W
1937-05-01,25.691999999999997,0.401,Bucaramanga,Colombia,7.23N,73.78W
1937-06-01,25.721,0.43,Bucaramanga,Colombia,7.23N,73.78W
1937-07-01,25.749,0.513,Bucaramanga,Colombia,7.23N,73.78W
1937-08-01,25.772,0.484,Bucaramanga,Colombia,7.23N,73.78W
1937-09-01,25.404,0.669,Bucaramanga,Colombia,7.23N,73.78W
1937-10-01,24.976999999999997,0.7509999999999999,Bucaramanga,Colombia,7.23N,73.78W
1937-11-01,24.656,0.327,Bucaramanga,Colombia,7.23N,73.78W
1937-12-01,24.828000000000003,0.6409999999999999,Bucaramanga,Colombia,7.23N,73.78W
1938-01-01,24.918000000000003,0.223,Bucaramanga,Colombia,7.23N,73.78W
1938-02-01,25.406,0.545,Bucaramanga,Colombia,7.23N,73.78W
1938-03-01,24.94,0.9079999999999999,Bucaramanga,Colombia,7.23N,73.78W
1938-04-01,24.529,0.413,Bucaramanga,Colombia,7.23N,73.78W
1938-05-01,25.131999999999998,0.609,Bucaramanga,Colombia,7.23N,73.78W
1938-06-01,25.552,0.502,Bucaramanga,Colombia,7.23N,73.78W
1938-07-01,25.475,0.529,Bucaramanga,Colombia,7.23N,73.78W
1938-08-01,25.180999999999997,0.987,Bucaramanga,Colombia,7.23N,73.78W
1938-09-01,25.236,0.36700000000000005,Bucaramanga,Colombia,7.23N,73.78W
1938-10-01,24.648000000000003,0.289,Bucaramanga,Colombia,7.23N,73.78W
1938-11-01,24.711,0.9790000000000001,Bucaramanga,Colombia,7.23N,73.78W
1938-12-01,24.182,0.28300000000000003,Bucaramanga,Colombia,7.23N,73.78W
1939-01-01,24.826,0.449,Bucaramanga,Colombia,7.23N,73.78W
1939-02-01,24.715999999999998,0.231,Bucaramanga,Colombia,7.23N,73.78W
1939-03-01,24.904,0.359,Bucaramanga,Colombia,7.23N,73.78W
1939-04-01,25.104,0.693,Bucaramanga,Colombia,7.23N,73.78W
1939-05-01,25.816999999999997,0.37200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1939-06-01,25.456,0.741,Bucaramanga,Colombia,7.23N,73.78W
1939-07-01,25.784,0.34600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1939-08-01,25.969,0.353,Bucaramanga,Colombia,7.23N,73.78W
1939-09-01,25.438000000000002,0.595,Bucaramanga,Colombia,7.23N,73.78W
1939-10-01,24.729,0.32,Bucaramanga,Colombia,7.23N,73.78W
1939-11-01,25.066999999999997,0.451,Bucaramanga,Colombia,7.23N,73.78W
1939-12-01,25.302,0.527,Bucaramanga,Colombia,7.23N,73.78W
1940-01-01,25.276999999999997,0.43200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1940-02-01,26.414,0.387,Bucaramanga,Colombia,7.23N,73.78W
1940-03-01,26.416999999999998,0.397,Bucaramanga,Colombia,7.23N,73.78W
1940-04-01,26.061,0.516,Bucaramanga,Colombia,7.23N,73.78W
1940-05-01,26.369,0.324,Bucaramanga,Colombia,7.23N,73.78W
1940-06-01,26.154,0.301,Bucaramanga,Colombia,7.23N,73.78W
1940-07-01,26.12,0.496,Bucaramanga,Colombia,7.23N,73.78W
1940-08-01,26.226,0.256,Bucaramanga,Colombia,7.23N,73.78W
1940-09-01,25.978,0.428,Bucaramanga,Colombia,7.23N,73.78W
1940-10-01,25.115,0.4,Bucaramanga,Colombia,7.23N,73.78W
1940-11-01,25.139,0.491,Bucaramanga,Colombia,7.23N,73.78W
1940-12-01,25.451,0.735,Bucaramanga,Colombia,7.23N,73.78W
1941-01-01,25.676,0.6,Bucaramanga,Colombia,7.23N,73.78W
1941-02-01,26.616,0.33,Bucaramanga,Colombia,7.23N,73.78W
1941-03-01,26.514000000000006,0.774,Bucaramanga,Colombia,7.23N,73.78W
1941-04-01,26.29,0.49,Bucaramanga,Colombia,7.23N,73.78W
1941-05-01,26.604000000000006,0.205,Bucaramanga,Colombia,7.23N,73.78W
1941-06-01,26.142,0.337,Bucaramanga,Colombia,7.23N,73.78W
