03,0.321,Brunswick,Germany,52.24N,10.51E
1847-02-01,1.4909999999999999,0.892,Brussels,Belgium,50.63N,3.80E
1847-03-01,4.69,2.583,Brussels,Belgium,50.63N,3.80E
1847-04-01,6.649000000000001,1.3030000000000002,Brussels,Belgium,50.63N,3.80E
1847-05-01,15.177999999999999,0.986,Brussels,Belgium,50.63N,3.80E
1847-06-01,14.9,1.788,Brussels,Belgium,50.63N,3.80E
1847-07-01,19.37,1.4709999999999999,Brussels,Belgium,50.63N,3.80E
1847-08-01,18.257,1.254,Brussels,Belgium,50.63N,3.80E
1847-09-01,12.672,0.9179999999999999,Brussels,Belgium,50.63N,3.80E
1847-10-01,10.354000000000001,0.872,Brussels,Belgium,50.63N,3.80E
1847-11-01,7.119,0.885,Brussels,Belgium,50.63N,3.80E
1847-12-01,2.04,2.064,Brussels,Belgium,50.63N,3.80E
1848-01-01,-2.688,1.535,Brussels,Belgium,50.63N,3.80E
1848-02-01,5.513,1.117,Brussels,Belgium,50.63N,3.80E
1848-03-01,6.689,0.878,Brussels,Belgium,50.63N,3.80E
1848-04-01,10.35,0.66,Brussels,Belgium,50.63N,3.80E
1848-05-01,15.009,1.652,Brussels,Belgium,50.63N,3.80E
1848-06-01,16.744999999999994,2.41,Brussels,Belgium,50.63N,3.80E
1848-07-01,17.674,2.299,Brussels,Belgium,50.63N,3.80E
1848-08-01,16.256,1.855,Brussels,Belgium,50.63N,3.80E
1848-09-01,14.068,1.56,Brussels,Belgium,50.63N,3.80E
1848-10-01,10.823,1.248,Brussels,Belgium,50.63N,3.80E
1848-11-01,5.355,0.888,Brussels,Belgium,50.63N,3.80E
1848-12-01,3.748,1.849,Brussels,Belgium,50.63N,3.80E
1849-01-01,2.483,1.204,Brussels,Belgium,50.63N,3.80E
1849-02-01,5.211,1.263,Brussels,Belgium,50.63N,3.80E
1849-03-01,4.924,1.945,Brussels,Belgium,50.63N,3.80E
1849-04-01,7.926,1.504,Brussels,Belgium,50.63N,3.80E
1849-05-01,14.155,0.48700000000000004,Brussels,Belgium,50.63N,3.80E
1849-06-01,16.576,1.6130000000000002,Brussels,Belgium,50.63N,3.80E
1849-07-01,17.076,0.978,Brussels,Belgium,50.63N,3.80E
1849-08-01,16.599,1.187,Brussels,Belgium,50.63N,3.80E
1849-09-01,14.793,0.996,Brussels,Belgium,50.63N,3.80E
1849-10-01,10.109,1.37,Brussels,Belgium,50.63N,3.80E
1849-11-01,4.831,1.781,Brussels,Belgium,50.63N,3.80E
1849-12-01,1.7239999999999998,0.7,Brussels,Belgium,50.63N,3.80E
1850-01-01,-2.426,1.476,Brussels,Belgium,50.63N,3.80E
1850-02-01,5.6720000000000015,1.288,Brussels,Belgium,50.63N,3.80E
1850-03-01,3.553,2.949,Brussels,Belgium,50.63N,3.80E
1850-04-01,9.913,2.1069999999999998,Brussels,Belgium,50.63N,3.80E
1850-05-01,11.966,0.807,Brussels,Belgium,50.63N,3.80E
1850-06-01,17.075,0.8170000000000001,Brussels,Belgium,50.63N,3.80E
1850-07-01,17.413,0.888,Brussels,Belgium,50.63N,3.80E
1850-08-01,16.392999999999994,1.092,Brussels,Belgium,50.63N,3.80E
1850-09-01,13.02,0.9520000000000001,Brussels,Belgium,50.63N,3.80E
1850-10-01,7.754999999999999,0.992,Brussels,Belgium,50.63N,3.80E
1850-11-01,7.207999999999999,1.784,Brussels,Belgium,50.63N,3.80E
1850-12-01,2.869,1.054,Brussels,Belgium,50.63N,3.80E
1851-01-01,3.924,0.759,Brussels,Belgium,50.63N,3.80E
1851-02-01,3.022,0.8079999999999999,Brussels,Belgium,50.63N,3.80E
1851-03-01,5.7170000000000005,1.113,Brussels,Belgium,50.63N,3.80E
1851-04-01,8.814,1.744,Brussels,Belgium,50.63N,3.80E
1851-05-01,10.873,1.09,Brussels,Belgium,50.63N,3.80E
1851-06-01,16.436,1.137,Brussels,Belgium,50.63N,3.80E
1851-07-01,16.859,1.68,Brussels,Belgium,50.63N,3.80E
1851-08-01,17.793999999999997,1.561,Brussels,Belgium,50.63N,3.80E
1851-09-01,13.222999999999999,1.046,Brussels,Belgium,50.63N,3.80E
1851-10-01,10.941999999999998,2.318,Brussels,Belgium,50.63N,3.80E
1851-11-01,2.629,1.331,Brussels,Belgium,50.63N,3.80E
1851-12-01,2.378,3.5660000000000003,Brussels,Belgium,50.63N,3.80E
1852-01-01,4.126,2.781,Brussels,Belgium,50.63N,3.80E
1852-02-01,3.484,1.109,Brussels,Belgium,50.63N,3.80E
1852-03-01,4.18,1.162,Brussels,Belgium,50.63N,3.80E
1852-04-01,7.1850000000000005,1.591,Brussels,Belgium,50.63N,3.80E
1852-05-01,13.067,0.9440000000000001,Brussels,Belgium,50.63N,3.80E
1852-06-01,15.313,0.7759999999999999,Brussels,Belgium,50.63N,3.80E
1852-07-01,20.964,1.692,Brussels,Belgium,50.63N,3.80E
1852-08-01,18.055,1.3430000000000002,Brussels,Belgium,50.63N,3.80E
1852-09-01,14.457,1.435,Brussels,Belgium,50.63N,3.80E
1852-10-01,8.767000000000001,1.2329999999999999,Brussels,Belgium,50.63N,3.80E
1852-11-01,9.192,1.841,Brussels,Belgium,50.63N,3.80E
1852-12-01,7.031000000000001,1.608,Brussels,Belgium,50.63N,3.80E
1853-01-01,4.917,1.1440000000000001,Brussels,Belgium,50.63N,3.80E
1853-02-01,-0.18799999999999967,1.043,Brussels,Belgium,50.63N,3.80E
1853-03-01,1.813,1.6769999999999998,Brussels,Belgium,50.63N,3.80E
1853-04-01,7.857,1.159,Brussels,Belgium,50.63N,3.80E
1853-05-01,12.592,0.645,Brussels,Belgium,50.63N,3.80E
1853-06-01,16.317999999999998,0.94,Brussels,Belgium,50.63N,3.80E
1853-07-01,17.857,0.8440000000000001,Brussels,Belgium,50.63N,3.80E
1853-08-01,17.016,0.987,Brussels,Belgium,50.63N,3.80E
1853-09-01,14.282,0.9890000000000001,Brussels,Belgium,50.63N,3.80E
1853-10-01,10.925,1.218,Brussels,Belgium,50.63N,3.80E
1853-11-01,4.148999999999999,2.015,Brussels,Belgium,50.63N,3.80E
1853-12-01,-2.674,1.432,Brussels,Belgium,50.63N,3.80E
1854-01-01,2.411,2.011,Brussels,Belgium,50.63N,3.80E
1854-02-01,2.519,1.5190000000000001,Brussels,Belgium,50.63N,3.80E
1854-03-01,6.516,1.2590000000000001,Brussels,Belgium,50.63N,3.80E
1854-04-01,9.978,1.103,Brussels,Belgium,50.63N,3.80E
1854-05-01,12.234000000000002,0.812,Brussels,Belgium,50.63N,3.80E
1854-06-01,14.794999999999998,1.507,Brussels,Belgium,50.63N,3.80E
1854-07-01,17.689,1.2770000000000001,Brussels,Belgium,50.63N,3.80E
1854-08-01,17.038,1.392,Brussels,Belgium,50.63N,3.80E
1854-09-01,14.984000000000002,0.8290000000000001,Brussels,Belgium,50.63N,3.80E
1854-10-01,10.285,1.125,Brussels,Belgium,50.63N,3.80E
1854-11-01,4.044,0.9159999999999999,Brussels,Belgium,50.63N,3.80E
1854-12-01,4.0360000000000005,2.448,Brussels,Belgium,50.63N,3.80E
1855-01-01,-0.981,2.045,Brussels,Belgium,50.63N,3.80E
1855-02-01,-3.147,2.6519999999999997,Brussels,Belgium,50.63N,3.80E
1855-03-01,3.4589999999999996,1.022,Brussels,Belgium,50.63N,3.80E
1855-04-01,7.776000000000002,1.436,Brussels,Belgium,50.63N,3.80E
1855-05-01,11.02,1.128,Brussels,Belgium,50.63N,3.80E
1855-06-01,15.534999999999998,0.799,Brussels,Belgium,50.63N,3.80E
1855-07-01,17.567999999999998,0.631,Brussels,Belgium,50.63N,3.80E
1855-08-01,17.991,0.46399999999999997,Brussels,Belgium,50.63N,3.80E
1855-09-01,14.627,0.581,Brussels,Belgium,50.63N,3.80E
1855-10-01,11.447000000000001,1.218,Brussels,Belgium,50.63N,3.80E
1855-11-01,3.7110000000000003,0.642,Brussels,Belgium,50.63N,3.80E
1855-12-01,-0.3030000000000004,2.625,Brussels,Belgium,50.63N,3.80E
1856-01-01,3.3680000000000003,0.8420000000000001,Brussels,Belgium,50.63N,3.80E
1856-02-01,4.788,1.54,Brussels,Belgium,50.63N,3.80E
1856-03-01,4.303,1.4180000000000001,Brussels,Belgium,50.63N,3.80E
1856-04-01,9.472999999999999,0.634,Brussels,Belgium,50.63N,3.80E
1856-05-01,11.364,1.795,Brussels,Belgium,50.63N,3.80E
1856-06-01,16.323,1.484,Brussels,Belgium,50.63N,3.80E
1856-07-01,16.726,0.882,Brussels,Belgium,50.63N,3.80E
1856-08-01,19.058,1.4609999999999999,Brussels,Belgium,50.63N,3.80E
1856-09-01,13.6,1.138,Brussels,Belgium,50.63N,3.80E
1856-10-01,10.979000000000001,0.792,Brussels,Belgium,50.63N,3.80E
1856-11-01,3.25,1.176,Brussels,Belgium,50.63N,3.80E
1856-12-01,3.545,1.695,Brussels,Belgium,50.63N,3.80E
1857-01-01,0.963,1.222,Brussels,Belgium,50.63N,3.80E
1857-02-01,2.734,1.724,Brussels,Belgium,50.63N,3.80E
1857-03-01,5.2589999999999995,0.9359999999999999,Brussels,Belgium,50.63N,3.80E
1857-04-01,8.356,0.721,Brussels,Belgium,50.63N,3.80E
1857-05-01,13.583,1.073,Brussels,Belgium,50.63N,3.80E
1857-06-01,17.272000000000002,1.044,Brussels,Belgium,50.63N,3.80E
1857-07-01,18.933,1.2890000000000001,Brussels,Belgium,50.63N,3.80E
1857-08-01,19.842,1.3840000000000001,Brussels,Belgium,50.63N,3.80E
1857-09-01,16.214000000000002,1.055,Brussels,Belgium,50.63N,3.80E
1857-10-01,11.888,1.261,Brussels,Belgium,50.63N,3.80E
1857-11-01,6.3660000000000005,0.782,Brussels,Belgium,50.63N,3.80E
1857-12-01,4.493,0.9390000000000001,Brussels,Belgium,50.63N,3.80E
1858-01-01,0.377,2.28,Brussels,Belgium,50.63N,3.80E
1858-02-01,0.5290000000000004,0.826,Brussels,Belgium,50.63N,3.80E
1858-03-01,4.36,1.121,Brussels,Belgium,50.63N,3.80E
1858-04-01,9.177999999999999,1.508,Brussels,Belgium,50.63N,3.80E
1858-05-01,11.665,1.4040000000000001,Brussels,Belgium,50.63N,3.80E
1858-06-01,19.705,1.242,Brussels,Belgium,50.63N,3.80E
1858-07-01,16.596,1.6059999999999999,Brussels,Belgium,50.63N,3.80E
1858-08-01,17.424999999999994,1.112,Brussels,Belgium,50.63N,3.80E
1858-09-01,16.624000000000002,0.9390000000000001,Brussels,Belgium,50.63N,3.80E
1858-10-01,10.316,0.9440000000000001,Brussels,Belgium,50.63N,3.80E
1858-11-01,1.7679999999999998,1.2229999999999999,Brussels,Belgium,50.63N,3.80E
1858-12-01,3.282,1.175,Brussels,Belgium,50.63N,3.80E
1859-01-01,2.948,0.9009999999999999,Brussels,Belgium,50.63N,3.80E
1859-02-01,5.034000000000002,0.919,Brussels,Belgium,50.63N,3.80E
1859-03-01,7.797999999999999,0.8390000000000001,Brussels,Belgium,50.63N,3.80E
1859-04-01,8.958,0.932,Brussels,Belgium,50.63N,3.80E
1859-05-01,13.435,0.884,Brussels,Belgium,50.63N,3.80E
1859-06-01,17.387999999999998,1.2429999999999999,Brussels,Belgium,50.63N,3.80E
1859-07-01,20.913,1.0,Brussels,Belgium,50.63N,3.80E
1859-08-01,18.774,0.71,Brussels,Belgium,50.63N,3.80E
1859-09-01,14.607,0.516,Brussels,Belgium,50.63N,3.80E
1859-10-01,11.611999999999998,0.88,Brussels,Belgium,50.63N,3.80E
1859-11-01,4.549,1.5819999999999999,Brussels,Belgium,50.63N,3.80E
1859-12-01,0.35399999999999965,1.511,Brussels,Belgium,50.63N,3.80E
1860-01-01,3.812,1.054,Brussels,Belgium,50.63N,3.80E
1860-02-01,0.4270000000000001,1.031,Brussels,Belgium,50.63N,3.80E
1860-03-01,4.063,2.077,Brussels,Belgium,50.63N,3.80E
1860-04-01,7.074000000000002,0.953,Brussels,Belgium,50.63N,3.80E
1860-05-01,13.593,0.524,Brussels,Belgium,50.63N,3.80E
1860-06-01,14.803999999999998,0.675,Brussels,Belgium,50.63N,3.80E
1860-07-01,15.504,0.6920000000000001,Brussels,Belgium,50.63N,3.80E
1860-08-01,15.207999999999998,0.929,Brussels,Belgium,50.63N,3.80E
1860-09-01,13.186,0.6579999999999999,Brussels,Belgium,50.63N,3.80E
1860-10-01,10.11,0.5429999999999999,Brussels,Belgium,50.63N,3.80E
1860-11-01,3.547,0.7240000000000001,Brussels,Belgium,50.63N,3.80E
1860-12-01,1.126,0.84,Brussels,Belgium,50.63N,3.80E
1861-01-01,-2.394,0.852,Brussels,Belgium,50.63N,3.80E
1861-02-01,5.2040000000000015,0.831,Brussels,Belgium,50.63N,3.80E
1861-03-01,6.757000000000001,0.647,Brussels,Belgium,50.63N,3.80E
1861-04-01,7.5550000000000015,1.258,Brussels,Belgium,50.63N,3.80E
1861-05-01,11.718,0.9790000000000001,Brussels,Belgium,50.63N,3.80E
1861-06-01,17.227,1.712,Brussels,Belgium,50.63N,3.80E
1861-07-01,17.309,1.091,Brussels,Belgium,50.63N,3.80E
1861-08-01,18.378,0.5539999999999999,Brussels,Belgium,50.63N,3.80E
1861-09-01,14.527,0.7170000000000001,Brussels,Belgium,50.63N,3.80E
1861-10-01,11.893999999999998,0.607,Brussels,Belgium,50.63N,3.80E
1861-11-01,5.225,1.775,Brussels,Belgium,50.63N,3.80E
1861-12-01,2.801,2.135,Brussels,Belgium,50.63N,3.80E
1862-01-01,1.902,1.33,Brussels,Belgium,50.63N,3.80E
1862-02-01,4.0089999999999995,1.26,Brussels,Belgium,50.63N,3.80E
1862-03-01,8.19,0.7490000000000001,Brussels,Belgium,50.63N,3.80E
1862-04-01,10.788,0.86,Brussels,Belgium,50.63N,3.80E
1862-05-01,15.110999999999999,1.746,Brussels,Belgium,50.63N,3.80E
1862-06-01,14.741,1.145,Brussels,Belgium,50.63N,3.80E
1862-07-01,16.531000000000002,0.821,Brussels,Belgium,50.63N,3.80E
1862-08-01,16.651,0.9890000000000001,Brussels,Belgium,50.63N,3.80E
1862-09-01,15.205,1.204,Brussels,Belgium,50.63N,3.80E
1862-10-01,11.653,1.208,Brussels,Belgium,50.63N,3.80E
1862-11-01,4.6549999999999985,0.6759999999999999,Brussels,Belgium,50.63N,3.80E
1862-12-01,4.622999999999998,1.74,Brussels,Belgium,50.63N,3.80E
1863-01-01,4.309,2.338,Brussels,Belgium,50.63N,3.80E
1863-02-01,4.383,2.915,Brussels,Belgium,50.63N,3.80E
1863-03-01,6.412999999999999,0.43200000000000005,Brussels,Belgium,50.63N,3.80E
1863-04-01,9.96,1.564,Brussels,Belgium,50.63N,3.80E
1863-05-01,12.594,1.13,Brussels,Belgium,50.63N,3.80E
1863-06-01,15.87,1.2,Brussels,Belgium,50.63N,3.80E
1863-07-01,16.73,1.0190000000000001,Brussels,Belgium,50.63N,3.80E
1863-08-01,18.296,0.868,Brussels,Belgium,50.63N,3.80E
1863-09-01,12.998,0.757,Brussels,Belgium,50.63N,3.80E
1863-10-01,11.711,0.887,Brussels,Belgium,50.63N,3.80E
1863-11-01,6.175,0.9309999999999999,Brussels,Belgium,50.63N,3.80E
1863-12-01,4.887,1.453,Brussels,Belgium,50.63N,3.80E
1864-01-01,-0.6160000000000001,0.8340000000000001,Brussels,Belgium,50.63N,3.80E
1864-02-01,1.2380000000000002,1.795,Brussels,Belgium,50.63N,3.80E
1864-03-01,6.446000000000001,0.718,Brussels,Belgium,50.63N,3.80E
1864-04-01,8.726,0.6729999999999999,Brussels,Belgium,50.63N,3.80E
1864-05-01,12.616,0.498,Brussels,Belgium,50.63N,3.80E
1864-06-01,15.107000000000001,1.136,Brussels,Belgium,50.63N,3.80E
1864-07-01,17.028000000000002,0.5770000000000001,Brussels,Belgium,50.63N,3.80E
1864-08-01,15.553,1.113,Brussels,Belgium,50.63N,3.80E
1864-09-01,14.464,1.324,Brussels,Belgium,50.63N,3.80E
1864-10-01,9.364,0.615,Brussels,Belgium,50.63N,3.80E
1864-11-01,4.077,1.321,Brussels,Belgium,50.63N,3.80E
1864-12-01,-0.3370000000000002,1.18,Brussels,Belgium,50.63N,3.80E
1865-01-01,1.689,0.904,Brussels,Belgium,50.63N,3.80E
1865-02-01,0.718,0.596,Brussels,Belgium,50.63N,3.80E
1865-03-01,1.827,0.439,Brussels,Belgium,50.63N,3.80E
1865-04-01,12.630999999999998,1.494,Brussels,Belgium,50.63N,3.80E
1865-05-01,16.007,1.181,Brussels,Belgium,50.63N,3.80E
1865-06-01,15.887,0.8009999999999999,Brussels,Belgium,50.63N,3.80E
1865-07-01,18.92,0.711,Brussels,Belgium,50.63N,3.80E
1865-08-01,16.659000000000002,0.469,Brussels,Belgium,50.63N,3.80E
1865-09-01,17.544,0.41,Brussels,Belgium,50.63N,3.80E
1865-10-01,11.229000000000001,0.8270000000000001,Brussels,Belgium,50.63N,3.80E
1865-11-01,7.212999999999999,0.866,Brussels,Belgium,50.63N,3.80E
1865-12-01,2.531,1.52,Brussels,Belgium,50.63N,3.80E
1866-01-01,5.247000000000001,0.501,Brussels,Belgium,50.63N,3.80E
1866-02-01,5.27,1.058,Brussels,Belgium,50.63N,3.80E
1866-03-01,5.05,0.85,Brussels,Belgium,50.63N,3.80E
1866-04-01,10.283,0.684,Brussels,Belgium,50.63N,3.80E
1866-05-01,10.443,0.9309999999999999,Brussels,Belgium,50.63N,3.80E
1866-06-01,17.772000000000002,0.6970000000000001,Brussels,Belgium,50.63N,3.80E
1866-07-01,16.910999999999998,0.652,Brussels,Belgium,50.63N,3.80E
1866-08-01,15.738,0.742,Brussels,Belgium,50.63N,3.80E
1866-09-01,14.752,0.7929999999999999,Brussels,Belgium,50.63N,3.80E
1866-10-01,9.982000000000001,0.545,Brussels,Belgium,50.63N,3.80E
1866-11-01,6.651,0.7490000000000001,Brussels,Belgium,50.63N,3.80E
1866-12-01,4.442,1.3090000000000002,Brussels,Belgium,50.63N,3.80E
1867-01-01,0.813,1.541,Brussels,Belgium,50.63N,3.80E
1867-02-01,6.849,0.68,Brussels,Belgium,50.63N,3.80E
1867-03-01,3.862,1.155,Brussels,Belgium,50.63N,3.80E
1867-04-01,9.732,0.753,Brussels,Belgium,50.63N,3.80E
1867-05-01,13.255,0.335,Brussels,Belgium,50.63N,3.80E
1867-06-01,15.723999999999998,0.728,Brussels,Belgium,50.63N,3.80E
1867-07-01,15.914,0.67,Brussels,Belgium,50.63N,3.80E
1867-08-01,17.886,0.773,Brussels,Belgium,50.63N,3.80E
1867-09-01,15.228000000000002,0.735,Brussels,Belgium,50.63N,3.80E
1867-10-01,9.473,0.713,Brussels,Belgium,50.63N,3.80E
1867-11-01,5.185,1.9609999999999999,Brussels,Belgium,50.63N,3.80E
1867-12-01,0.6869999999999998,2.282,Brussels,Belgium,50.63N,3.80E
1868-01-01,0.6400000000000001,0.812,Brussels,Belgium,50.63N,3.80E
1868-02-01,5.337000000000001,1.432,Brussels,Belgium,50.63N,3.80E
1868-03-01,6.452000000000001,0.768,Brussels,Belgium,50.63N,3.80E
1868-04-01,9.207,1.143,Brussels,Belgium,50.63N,3.80E
1868-05-01,16.622,0.9520000000000001,Brussels,Belgium,50.63N,3.80E
1868-06-01,17.445999999999998,0.541,Brussels,Belgium,50.63N,3.80E
1868-07-01,19.969,0.43799999999999994,Brussels,Belgium,50.63N,3.80E
1868-08-01,18.483,0.7879999999999999,Brussels,Belgium,50.63N,3.80E
1868-09-01,16.094,0.524,Brussels,Belgium,50.63N,3.80E
1868-10-01,9.475,0.955,Brussels,Belgium,50.63N,3.80E
1868-11-01,4.542,1.058,Brussels,Belgium,50.63N,3.80E
1868-12-01,7.158,1.218,Brussels,Belgium,50.63N,3.80E
1869-01-01,2.4330000000000003,1.4140000000000001,Brussels,Belgium,50.63N,3.80E
1869-02-01,7.071000000000001,1.314,Brussels,Belgium,50.63N,3.80E
1869-03-01,3.141,1.0659999999999998,Brussels,Belgium,50.63N,3.80E
1869-04-01,11.446000000000002,1.524,Brussels,Belgium,50.63N,3.80E
1869-05-01,12.432,1.0,Brussels,Belgium,50.63N,3.80E
1869-06-01,13.582,0.955,Brussels,Belgium,50.63N,3.80E
1869-07-01,18.68,0.773,Brussels,Belgium,50.63N,3.80E
1869-08-01,15.98,0.932,Brussels,Belgium,50.63N,3.80E
1869-09-01,15.671,0.71,Brussels,Belgium,50.63N,3.80E
1869-10-01,9.042,0.836,Brussels,Belgium,50.63N,3.80E
1869-11-01,5.846,0.563,Brussels,Belgium,50.63N,3.80E
1869-12-01,1.5190000000000001,1.165,Brussels,Belgium,50.63N,3.80E
1870-01-01,2.137,1.001,Brussels,Belgium,50.63N,3.80E
1870-02-01,-0.040000000000000036,1.33,Brussels,Belgium,50.63N,3.80E
1870-03-01,4.08,0.718,Brussels,Belgium,50.63N,3.80E
1870-04-01,9.666,0.872,Brussels,Belgium,50.63N,3.80E
1870-05-01,13.1,0.972,Brussels,Belgium,50.63N,3.80E
1870-06-01,16.214000000000002,1.08,Brussels,Belgium,50.63N,3.80E
1870-07-01,19.279,0.759,Brussels,Belgium,50.63N,3.80E
1870-08-01,16.389,0.488,Brussels,Belgium,50.63N,3.80E
1870-09-01,13.619000000000002,0.711,Brussels,Belgium,50.63N,3.80E
1870-10-01,9.749,0.7709999999999999,Brussels,Belgium,50.63N,3.80E
1870-11-01,5.273,1.489,Brussels,Belgium,50.63N,3.80E
1870-12-01,-1.778,1.067,Brussels,Belgium,50.63N,3.80E
1871-01-01,-2.0650000000000004,1.178,Brussels,Belgium,50.63N,3.80E
1871-02-01,4.024,1.7180000000000002,Brussels,Belgium,50.63N,3.80E
1871-03-01,7.202000000000001,1.05,Brussels,Belgium,50.63N,3.80E
1871-04-01,9.04,0.83,Brussels,Belgium,50.63N,3.80E
1871-05-01,11.309,1.1179999999999999,Brussels,Belgium,50.63N,3.80E
1871-06-01,13.695,0.41200000000000003,Brussels,Belgium,50.63N,3.80E
1871-07-01,17.515,0.278,Brussels,Belgium,50.63N,3.80E
1871-08-01,18.523,0.534,Brussels,Belgium,50.63N,3.80E
1871-09-01,15.345999999999998,0.51,Brussels,Belgium,50.63N,3.80E
1871-10-01,8.633,0.679,Brussels,Belgium,50.63N,3.80E
1871-11-01,2.2640000000000002,0.723,Brussels,Belgium,50.63N,3.80E
1871-12-01,-0.448,1.023,Brussels,Belgium,50.63N,3.80E
1872-01-01,3.4960000000000004,2.165,Brussels,Belgium,50.63N,3.80E
1872-02-01,5.925000000000002,1.3619999999999999,Brussels,Belgium,50.63N,3.80E
1872-03-01,7.361000000000001,1.026,Brussels,Belgium,50.63N,3.80E
1872-04-01,9.834,1.54,Brussels,Belgium,50.63N,3.80E
1872-05-01,12.084000000000001,0.861,Brussels,Belgium,50.63N,3.80E
1872-06-01,16.172,0.833,Brussels,Belgium,50.63N,3.80E
1872-07-01,19.394,0.747,Brussels,Belgium,50.63N,3.80E
1872-08-01,16.798,0.956,Brussels,Belgium,50.63N,3.80E
1872-09-01,15.044,0.49700000000000005,Brussels,Belgium,50.63N,3.80E
1872-10-01,10.069,0.35700000000000004,Brussels,Belgium,50.63N,3.80E
1872-11-01,7.474,0.807,Brussels,Belgium,50.63N,3.80E
1872-12-01,5.3279999999999985,1.9240000000000002,Brussels,Belgium,50.63N,3.80E
1873-01-01,4.43,1.136,Brussels,Belgium,50.63N,3.80E
1873-02-01,1.2140000000000002,1.198,Brussels,Belgium,50.63N,3.80E
1873-03-01,6.8660000000000005,0.733,Brussels,Belgium,50.63N,3.80E
1873-04-01,8.345,1.2329999999999999,Brussels,Belgium,50.63N,3.80E
1873-05-01,11.052,0.8290000000000001,Brussels,Belgium,50.63N,3.80E
1873-06-01,16.519000000000002,0.5,Brussels,Belgium,50.63N,3.80E
1873-07-01,18.983,0.648,Brussels,Belgium,50.63N,3.80E
1873-08-01,18.112000000000002,0.47,Brussels,Belgium,50.63N,3.80E
1873-09-01,13.534,1.008,Brussels,Belgium,50.63N,3.80E
1873-10-01,10.345999999999998,0.621,Brussels,Belgium,50.63N,3.80E
1873-11-01,6.143,0.281,Brussels,Belgium,50.63N,3.80E
1873-12-01,3.048,0.6659999999999999,Brussels,Belgium,50.63N,3.80E
1874-01-01,3.876,1.235,Brussels,Belgium,50.63N,3.80E
1874-02-01,2.7769999999999997,0.7659999999999999,Brussels,Belgium,50.63N,3.80E
1874-03-01,6.085,1.107,Brussels,Belgium,50.63N,3.80E
1874-04-01,10.572,0.47200000000000003,Brussels,Belgium,50.63N,3.80E
1874-05-01,10.814,0.602,Brussels,Belgium,50.63N,3.80E
1874-06-01,16.054000000000002,0.847,Brussels,Belgium,50.63N,3.80E
1874-07-01,19.566000000000006,0.49700000000000005,Brussels,Belgium,50.63N,3.80E
1874-08-01,16.419999999999998,0.591,Brussels,Belgium,50.63N,3.80E
1874-09-01,15.665999999999999,0.304,Brussels,Belgium,50.63N,3.80E
1874-10-01,11.04,0.616,Brussels,Belgium,50.63N,3.80E
1874-11-01,4.384,0.6859999999999999,Brussels,Belgium,50.63N,3.80E
1874-12-01,-0.46,0.894,Brussels,Belgium,50.63N,3.80E
1875-01-01,4.343,0.794,Brussels,Belgium,50.63N,3.80E
1875-02-01,0.14500000000000002,0.7290000000000001,Brussels,Belgium,50.63N,3.80E
1875-03-01,4.149,0.7120000000000001,Brussels,Belgium,50.63N,3.80E
1875-04-01,8.797,0.615,Brussels,Belgium,50.63N,3.80E
1875-05-01,14.32,0.384,Brussels,Belgium,50.63N,3.80E
1875-06-01,16.528,0.795,Brussels,Belgium,50.63N,3.80E
1875-07-01,17.037,0.659,Brussels,Belgium,50.63N,3.80E
1875-08-01,18.632,0.401,Brussels,Belgium,50.63N,3.80E
1875-09-01,16.108,0.419,Brussels,Belgium,50.63N,3.80E
1875-10-01,9.013,0.47200000000000003,Brussels,Belgium,50.63N,3.80E
1875-11-01,4.877,0.6,Brussels,Belgium,50.63N,3.80E
1875-12-01,1.2559999999999998,0.446,Brussels,Belgium,50.63N,3.80E
1876-01-01,-0.22299999999999984,0.655,Brussels,Belgium,50.63N,3.80E
1876-02-01,3.895,0.597,Brussels,Belgium,50.63N,3.80E
1876-03-01,5.75,1.57,Brussels,Belgium,50.63N,3.80E
1876-04-01,9.466,0.809,Brussels,Belgium,50.63N,3.80E
1876-05-01,10.36,0.586,Brussels,Belgium,50.63N,3.80E
1876-06-01,16.143,0.7759999999999999,Brussels,Belgium,50.63N,3.80E
1876-07-01,19.088,0.638,Brussels,Belgium,50.63N,3.80E
1876-08-01,18.6,0.35200000000000004,Brussels,Belgium,50.63N,3.80E
1876-09-01,13.789,0.626,Brussels,Belgium,50.63N,3.80E
1876-10-01,11.954999999999998,0.647,Brussels,Belgium,50.63N,3.80E
1876-11-01,5.528,1.064,Brussels,Belgium,50.63N,3.80E
1876-12-01,5.4910000000000005,1.249,Brussels,Belgium,50.63N,3.80E
1877-01-01,5.107,1.56,Brussels,Belgium,50.63N,3.80E
1877-02-01,5.737,1.443,Brussels,Belgium,50.63N,3.80E
1877-03-01,4.644,0.311,Brussels,Belgium,50.63N,3.80E
