9999999999998,0.318,Ulyanovsk,Russia,53.84N,47.73E
1845-03-01,-7.090999999999998,1.376,Uppsala,Sweden,60.27N,16.22E
1845-04-01,2.447,1.381,Uppsala,Sweden,60.27N,16.22E
1845-05-01,7.672999999999999,1.3659999999999999,Uppsala,Sweden,60.27N,16.22E
1845-06-01,14.434,1.5,Uppsala,Sweden,60.27N,16.22E
1845-07-01,16.656,1.099,Uppsala,Sweden,60.27N,16.22E
1845-08-01,14.512,1.1640000000000001,Uppsala,Sweden,60.27N,16.22E
1845-09-01,9.076,1.095,Uppsala,Sweden,60.27N,16.22E
1845-10-01,2.9789999999999996,1.216,Uppsala,Sweden,60.27N,16.22E
1845-11-01,1.1740000000000002,1.615,Uppsala,Sweden,60.27N,16.22E
1845-12-01,-3.963,2.156,Uppsala,Sweden,60.27N,16.22E
1846-01-01,-5.9239999999999995,2.6310000000000002,Uppsala,Sweden,60.27N,16.22E
1846-02-01,-6.013,1.859,Uppsala,Sweden,60.27N,16.22E
1846-03-01,0.30299999999999994,1.85,Uppsala,Sweden,60.27N,16.22E
1846-04-01,2.8,2.005,Uppsala,Sweden,60.27N,16.22E
1846-05-01,7.639000000000001,2.273,Uppsala,Sweden,60.27N,16.22E
1846-06-01,14.38,1.51,Uppsala,Sweden,60.27N,16.22E
1846-07-01,17.03,2.323,Uppsala,Sweden,60.27N,16.22E
1846-08-01,18.817,1.764,Uppsala,Sweden,60.27N,16.22E
1846-09-01,10.847000000000001,1.911,Uppsala,Sweden,60.27N,16.22E
1846-10-01,7.9380000000000015,0.961,Uppsala,Sweden,60.27N,16.22E
1846-11-01,0.345,1.909,Uppsala,Sweden,60.27N,16.22E
1846-12-01,-8.196,1.0270000000000001,Uppsala,Sweden,60.27N,16.22E
1847-01-01,-6.636,6.242000000000001,Uppsala,Sweden,60.27N,16.22E
1847-02-01,-7.324,0.7909999999999999,Uppsala,Sweden,60.27N,16.22E
1847-03-01,-2.593,2.4530000000000003,Uppsala,Sweden,60.27N,16.22E
1847-04-01,-0.2730000000000001,1.3319999999999999,Uppsala,Sweden,60.27N,16.22E
1847-05-01,7.5950000000000015,1.153,Uppsala,Sweden,60.27N,16.22E
1847-06-01,14.12,1.5190000000000001,Uppsala,Sweden,60.27N,16.22E
1847-07-01,15.470999999999998,1.615,Uppsala,Sweden,60.27N,16.22E
1847-08-01,15.741,1.59,Uppsala,Sweden,60.27N,16.22E
1847-09-01,9.383,0.972,Uppsala,Sweden,60.27N,16.22E
1847-10-01,3.005,0.9159999999999999,Uppsala,Sweden,60.27N,16.22E
1847-11-01,2.79,1.383,Uppsala,Sweden,60.27N,16.22E
1847-12-01,-2.6889999999999996,2.0469999999999997,Uppsala,Sweden,60.27N,16.22E
1848-01-01,-9.154,1.9169999999999998,Uppsala,Sweden,60.27N,16.22E
1848-02-01,-4.455,1.569,Uppsala,Sweden,60.27N,16.22E
1848-03-01,-1.148,0.99,Uppsala,Sweden,60.27N,16.22E
1848-04-01,3.3339999999999996,0.9690000000000001,Uppsala,Sweden,60.27N,16.22E
1848-05-01,9.955,1.5759999999999998,Uppsala,Sweden,60.27N,16.22E
1848-06-01,14.315,2.157,Uppsala,Sweden,60.27N,16.22E
1848-07-01,14.712,2.431,Uppsala,Sweden,60.27N,16.22E
1848-08-01,12.821,1.9240000000000002,Uppsala,Sweden,60.27N,16.22E
1848-09-01,9.492,1.459,Uppsala,Sweden,60.27N,16.22E
1848-10-01,4.0089999999999995,0.8690000000000001,Uppsala,Sweden,60.27N,16.22E
1848-11-01,-2.316,1.337,Uppsala,Sweden,60.27N,16.22E
1848-12-01,-4.04,1.584,Uppsala,Sweden,60.27N,16.22E
1849-01-01,-8.367,1.103,Uppsala,Sweden,60.27N,16.22E
1849-02-01,-3.672,1.406,Uppsala,Sweden,60.27N,16.22E
1849-03-01,-2.484,2.146,Uppsala,Sweden,60.27N,16.22E
1849-04-01,1.3219999999999998,1.59,Uppsala,Sweden,60.27N,16.22E
1849-05-01,9.516,0.483,Uppsala,Sweden,60.27N,16.22E
1849-06-01,11.684,1.751,Uppsala,Sweden,60.27N,16.22E
1849-07-01,14.663,1.012,Uppsala,Sweden,60.27N,16.22E
1849-08-01,13.741,1.3880000000000001,Uppsala,Sweden,60.27N,16.22E
1849-09-01,9.113999999999999,0.9520000000000001,Uppsala,Sweden,60.27N,16.22E
1849-10-01,2.861,1.334,Uppsala,Sweden,60.27N,16.22E
1849-11-01,-1.1880000000000002,1.6469999999999998,Uppsala,Sweden,60.27N,16.22E
1849-12-01,-6.011,1.676,Uppsala,Sweden,60.27N,16.22E
1850-01-01,-11.437,1.8730000000000002,Uppsala,Sweden,60.27N,16.22E
1850-02-01,-3.698,1.5530000000000002,Uppsala,Sweden,60.27N,16.22E
1850-03-01,-4.811,3.056,Uppsala,Sweden,60.27N,16.22E
1850-04-01,2.439,1.962,Uppsala,Sweden,60.27N,16.22E
1850-05-01,9.615,0.8640000000000001,Uppsala,Sweden,60.27N,16.22E
1850-06-01,14.289,0.955,Uppsala,Sweden,60.27N,16.22E
1850-07-01,16.177,1.002,Uppsala,Sweden,60.27N,16.22E
1850-08-01,14.849,1.242,Uppsala,Sweden,60.27N,16.22E
1850-09-01,8.753,0.93,Uppsala,Sweden,60.27N,16.22E
1850-10-01,2.617,1.045,Uppsala,Sweden,60.27N,16.22E
1850-11-01,-2.386,1.768,Uppsala,Sweden,60.27N,16.22E
1850-12-01,-2.346,0.9209999999999999,Uppsala,Sweden,60.27N,16.22E
1851-01-01,-4.296,0.9109999999999999,Uppsala,Sweden,60.27N,16.22E
1851-02-01,-4.2719999999999985,0.853,Uppsala,Sweden,60.27N,16.22E
1851-03-01,-4.452,0.955,Uppsala,Sweden,60.27N,16.22E
1851-04-01,2.8989999999999996,1.579,Uppsala,Sweden,60.27N,16.22E
1851-05-01,6.9110000000000005,1.1420000000000001,Uppsala,Sweden,60.27N,16.22E
1851-06-01,12.567,1.2819999999999998,Uppsala,Sweden,60.27N,16.22E
1851-07-01,14.672,1.963,Uppsala,Sweden,60.27N,16.22E
1851-08-01,13.053,1.807,Uppsala,Sweden,60.27N,16.22E
1851-09-01,9.811,1.27,Uppsala,Sweden,60.27N,16.22E
1851-10-01,5.917000000000001,2.205,Uppsala,Sweden,60.27N,16.22E
1851-11-01,-0.469,1.2819999999999998,Uppsala,Sweden,60.27N,16.22E
1851-12-01,-1.56,2.9019999999999997,Uppsala,Sweden,60.27N,16.22E
1852-01-01,-4.071000000000001,2.8689999999999998,Uppsala,Sweden,60.27N,16.22E
1852-02-01,-6.0059999999999985,1.148,Uppsala,Sweden,60.27N,16.22E
1852-03-01,-2.3480000000000003,1.3330000000000002,Uppsala,Sweden,60.27N,16.22E
1852-04-01,-0.016000000000000014,1.666,Uppsala,Sweden,60.27N,16.22E
1852-05-01,9.982,1.0290000000000001,Uppsala,Sweden,60.27N,16.22E
1852-06-01,15.036,1.391,Uppsala,Sweden,60.27N,16.22E
1852-07-01,17.97,1.3840000000000001,Uppsala,Sweden,60.27N,16.22E
1852-08-01,16.025,1.1540000000000001,Uppsala,Sweden,60.27N,16.22E
1852-09-01,10.212,1.133,Uppsala,Sweden,60.27N,16.22E
1852-10-01,0.912,1.355,Uppsala,Sweden,60.27N,16.22E
1852-11-01,-2.978,1.291,Uppsala,Sweden,60.27N,16.22E
1852-12-01,-3.1639999999999997,1.8730000000000002,Uppsala,Sweden,60.27N,16.22E
1853-01-01,-3.17,1.047,Uppsala,Sweden,60.27N,16.22E
1853-02-01,-9.067,1.213,Uppsala,Sweden,60.27N,16.22E
1853-03-01,-7.984,1.649,Uppsala,Sweden,60.27N,16.22E
1853-04-01,-0.121,1.452,Uppsala,Sweden,60.27N,16.22E
1853-05-01,9.078,0.591,Uppsala,Sweden,60.27N,16.22E
1853-06-01,15.872,0.78,Uppsala,Sweden,60.27N,16.22E
1853-07-01,16.872,0.813,Uppsala,Sweden,60.27N,16.22E
1853-08-01,13.449000000000002,0.986,Uppsala,Sweden,60.27N,16.22E
1853-09-01,10.139,0.795,Uppsala,Sweden,60.27N,16.22E
1853-10-01,4.689,0.872,Uppsala,Sweden,60.27N,16.22E
1853-11-01,0.15499999999999994,1.7690000000000001,Uppsala,Sweden,60.27N,16.22E
1853-12-01,-4.5950000000000015,0.987,Uppsala,Sweden,60.27N,16.22E
1854-01-01,-7.584,2.673,Uppsala,Sweden,60.27N,16.22E
1854-02-01,-4.9769999999999985,1.49,Uppsala,Sweden,60.27N,16.22E
1854-03-01,-0.05300000000000038,1.399,Uppsala,Sweden,60.27N,16.22E
1854-04-01,3.48,1.5630000000000002,Uppsala,Sweden,60.27N,16.22E
1854-05-01,10.079,0.8,Uppsala,Sweden,60.27N,16.22E
1854-06-01,14.261,1.64,Uppsala,Sweden,60.27N,16.22E
1854-07-01,17.541999999999998,1.189,Uppsala,Sweden,60.27N,16.22E
1854-08-01,16.048,1.5830000000000002,Uppsala,Sweden,60.27N,16.22E
1854-09-01,9.366,0.6,Uppsala,Sweden,60.27N,16.22E
1854-10-01,4.413,0.971,Uppsala,Sweden,60.27N,16.22E
1854-11-01,-2.43,1.0959999999999999,Uppsala,Sweden,60.27N,16.22E
1854-12-01,-4.44,2.7439999999999998,Uppsala,Sweden,60.27N,16.22E
1855-01-01,-7.678999999999999,1.965,Uppsala,Sweden,60.27N,16.22E
1855-02-01,-12.387,1.571,Uppsala,Sweden,60.27N,16.22E
1855-03-01,-4.7139999999999995,0.9490000000000001,Uppsala,Sweden,60.27N,16.22E
1855-04-01,1.7990000000000002,1.649,Uppsala,Sweden,60.27N,16.22E
1855-05-01,7.263000000000001,1.3090000000000002,Uppsala,Sweden,60.27N,16.22E
1855-06-01,14.087000000000002,1.168,Uppsala,Sweden,60.27N,16.22E
1855-07-01,19.441,0.9570000000000001,Uppsala,Sweden,60.27N,16.22E
1855-08-01,13.83,0.703,Uppsala,Sweden,60.27N,16.22E
1855-09-01,8.9,0.544,Uppsala,Sweden,60.27N,16.22E
1855-10-01,4.5280000000000005,1.28,Uppsala,Sweden,60.27N,16.22E
1855-11-01,-0.797,0.6509999999999999,Uppsala,Sweden,60.27N,16.22E
1855-12-01,-8.056000000000001,2.245,Uppsala,Sweden,60.27N,16.22E
1856-01-01,-6.476,1.07,Uppsala,Sweden,60.27N,16.22E
1856-02-01,-7.435,1.854,Uppsala,Sweden,60.27N,16.22E
1856-03-01,-3.5120000000000005,1.347,Uppsala,Sweden,60.27N,16.22E
1856-04-01,2.653,0.5870000000000001,Uppsala,Sweden,60.27N,16.22E
1856-05-01,6.5920000000000005,2.11,Uppsala,Sweden,60.27N,16.22E
1856-06-01,12.745,1.5490000000000002,Uppsala,Sweden,60.27N,16.22E
1856-07-01,14.432,0.564,Uppsala,Sweden,60.27N,16.22E
1856-08-01,11.196,1.7530000000000001,Uppsala,Sweden,60.27N,16.22E
1856-09-01,8.627,1.564,Uppsala,Sweden,60.27N,16.22E
1856-10-01,5.143,0.8079999999999999,Uppsala,Sweden,60.27N,16.22E
1856-11-01,-5.215,1.03,Uppsala,Sweden,60.27N,16.22E
1856-12-01,-5.157,1.173,Uppsala,Sweden,60.27N,16.22E
1857-01-01,-8.845,1.4240000000000002,Uppsala,Sweden,60.27N,16.22E
1857-02-01,-3.144,2.0909999999999997,Uppsala,Sweden,60.27N,16.22E
1857-03-01,-2.24,1.091,Uppsala,Sweden,60.27N,16.22E
1857-04-01,1.113,0.905,Uppsala,Sweden,60.27N,16.22E
1857-05-01,7.916,1.075,Uppsala,Sweden,60.27N,16.22E
1857-06-01,12.675999999999998,0.8420000000000001,Uppsala,Sweden,60.27N,16.22E
1857-07-01,15.164000000000001,0.765,Uppsala,Sweden,60.27N,16.22E
1857-08-01,16.799,0.9690000000000001,Uppsala,Sweden,60.27N,16.22E
1857-09-01,10.550999999999998,0.799,Uppsala,Sweden,60.27N,16.22E
1857-10-01,6.244,1.112,Uppsala,Sweden,60.27N,16.22E
1857-11-01,0.317,1.3359999999999999,Uppsala,Sweden,60.27N,16.22E
1857-12-01,0.0040000000000000036,0.684,Uppsala,Sweden,60.27N,16.22E
1858-01-01,-3.764,2.142,Uppsala,Sweden,60.27N,16.22E
1858-02-01,-5.266,1.162,Uppsala,Sweden,60.27N,16.22E
1858-03-01,-2.003,1.5030000000000001,Uppsala,Sweden,60.27N,16.22E
1858-04-01,2.245,1.754,Uppsala,Sweden,60.27N,16.22E
1858-05-01,8.846,1.23,Uppsala,Sweden,60.27N,16.22E
1858-06-01,15.802999999999999,1.5390000000000001,Uppsala,Sweden,60.27N,16.22E
1858-07-01,17.858999999999995,1.238,Uppsala,Sweden,60.27N,16.22E
1858-08-01,16.861,1.162,Uppsala,Sweden,60.27N,16.22E
1858-09-01,12.11,1.0859999999999999,Uppsala,Sweden,60.27N,16.22E
1858-10-01,4.2810000000000015,1.249,Uppsala,Sweden,60.27N,16.22E
1858-11-01,-3.781,1.306,Uppsala,Sweden,60.27N,16.22E
1858-12-01,-3.927,1.204,Uppsala,Sweden,60.27N,16.22E
1859-01-01,-1.9509999999999998,0.9990000000000001,Uppsala,Sweden,60.27N,16.22E
1859-02-01,-2.0,1.376,Uppsala,Sweden,60.27N,16.22E
1859-03-01,-0.7100000000000002,1.5230000000000001,Uppsala,Sweden,60.27N,16.22E
1859-04-01,1.396,1.0190000000000001,Uppsala,Sweden,60.27N,16.22E
1859-05-01,9.807,0.95,Uppsala,Sweden,60.27N,16.22E
1859-06-01,15.489,1.17,Uppsala,Sweden,60.27N,16.22E
1859-07-01,16.252,1.474,Uppsala,Sweden,60.27N,16.22E
1859-08-01,15.165,0.818,Uppsala,Sweden,60.27N,16.22E
1859-09-01,10.093,0.589,Uppsala,Sweden,60.27N,16.22E
1859-10-01,3.5389999999999997,0.982,Uppsala,Sweden,60.27N,16.22E
1859-11-01,-0.26,1.454,Uppsala,Sweden,60.27N,16.22E
1859-12-01,-5.744,1.942,Uppsala,Sweden,60.27N,16.22E
1860-01-01,-5.1979999999999995,1.213,Uppsala,Sweden,60.27N,16.22E
1860-02-01,-8.947000000000001,0.9990000000000001,Uppsala,Sweden,60.27N,16.22E
1860-03-01,-3.872,2.0909999999999997,Uppsala,Sweden,60.27N,16.22E
1860-04-01,2.057,1.338,Uppsala,Sweden,60.27N,16.22E
1860-05-01,7.1030000000000015,0.37,Uppsala,Sweden,60.27N,16.22E
1860-06-01,14.173,0.93,Uppsala,Sweden,60.27N,16.22E
1860-07-01,15.844000000000001,0.9109999999999999,Uppsala,Sweden,60.27N,16.22E
1860-08-01,13.911,0.9890000000000001,Uppsala,Sweden,60.27N,16.22E
1860-09-01,9.412,0.784,Uppsala,Sweden,60.27N,16.22E
1860-10-01,3.425,0.434,Uppsala,Sweden,60.27N,16.22E
1860-11-01,-1.2830000000000001,1.0979999999999999,Uppsala,Sweden,60.27N,16.22E
1860-12-01,-9.275,1.1320000000000001,Uppsala,Sweden,60.27N,16.22E
1861-01-01,-10.33,0.956,Uppsala,Sweden,60.27N,16.22E
1861-02-01,-3.245,1.473,Uppsala,Sweden,60.27N,16.22E
1861-03-01,-0.8830000000000002,0.9329999999999999,Uppsala,Sweden,60.27N,16.22E
1861-04-01,2.044,1.024,Uppsala,Sweden,60.27N,16.22E
1861-05-01,6.027000000000001,0.738,Uppsala,Sweden,60.27N,16.22E
1861-06-01,16.096,1.8530000000000002,Uppsala,Sweden,60.27N,16.22E
1861-07-01,17.081,1.383,Uppsala,Sweden,60.27N,16.22E
1861-08-01,14.14,0.667,Uppsala,Sweden,60.27N,16.22E
1861-09-01,8.452,0.715,Uppsala,Sweden,60.27N,16.22E
1861-10-01,5.946000000000001,0.426,Uppsala,Sweden,60.27N,16.22E
1861-11-01,-1.9240000000000002,1.682,Uppsala,Sweden,60.27N,16.22E
1861-12-01,-1.819,1.93,Uppsala,Sweden,60.27N,16.22E
1862-01-01,-8.865,1.168,Uppsala,Sweden,60.27N,16.22E
1862-02-01,-8.225,1.151,Uppsala,Sweden,60.27N,16.22E
1862-03-01,-5.442,0.429,Uppsala,Sweden,60.27N,16.22E
1862-04-01,2.3280000000000003,1.263,Uppsala,Sweden,60.27N,16.22E
1862-05-01,10.253,2.019,Uppsala,Sweden,60.27N,16.22E
1862-06-01,12.507,1.5419999999999998,Uppsala,Sweden,60.27N,16.22E
1862-07-01,13.116,1.026,Uppsala,Sweden,60.27N,16.22E
1862-08-01,12.83,1.169,Uppsala,Sweden,60.27N,16.22E
1862-09-01,9.267999999999999,1.126,Uppsala,Sweden,60.27N,16.22E
1862-10-01,4.877,1.082,Uppsala,Sweden,60.27N,16.22E
1862-11-01,1.013,0.9570000000000001,Uppsala,Sweden,60.27N,16.22E
1862-12-01,-4.3500000000000005,1.575,Uppsala,Sweden,60.27N,16.22E
1863-01-01,-1.3769999999999998,2.58,Uppsala,Sweden,60.27N,16.22E
1863-02-01,-0.9479999999999996,2.9189999999999996,Uppsala,Sweden,60.27N,16.22E
1863-03-01,-1.1310000000000002,0.99,Uppsala,Sweden,60.27N,16.22E
1863-04-01,3.3369999999999997,1.589,Uppsala,Sweden,60.27N,16.22E
1863-05-01,7.717,1.2409999999999999,Uppsala,Sweden,60.27N,16.22E
1863-06-01,14.408,1.569,Uppsala,Sweden,60.27N,16.22E
1863-07-01,14.021999999999998,1.0090000000000001,Uppsala,Sweden,60.27N,16.22E
1863-08-01,13.817,1.09,Uppsala,Sweden,60.27N,16.22E
1863-09-01,10.317,0.851,Uppsala,Sweden,60.27N,16.22E
1863-10-01,6.1370000000000005,0.9790000000000001,Uppsala,Sweden,60.27N,16.22E
1863-11-01,1.6629999999999998,0.9740000000000001,Uppsala,Sweden,60.27N,16.22E
1863-12-01,-2.755,1.4480000000000002,Uppsala,Sweden,60.27N,16.22E
1864-01-01,-6.365,0.912,Uppsala,Sweden,60.27N,16.22E
1864-02-01,-4.552,1.63,Uppsala,Sweden,60.27N,16.22E
1864-03-01,-3.531,0.884,Uppsala,Sweden,60.27N,16.22E
1864-04-01,1.765,0.9790000000000001,Uppsala,Sweden,60.27N,16.22E
1864-05-01,5.3610000000000015,0.934,Uppsala,Sweden,60.27N,16.22E
1864-06-01,13.777,1.0390000000000001,Uppsala,Sweden,60.27N,16.22E
1864-07-01,15.969000000000001,0.875,Uppsala,Sweden,60.27N,16.22E
1864-08-01,11.104000000000001,1.2690000000000001,Uppsala,Sweden,60.27N,16.22E
1864-09-01,9.525,1.2690000000000001,Uppsala,Sweden,60.27N,16.22E
1864-10-01,1.3600000000000003,0.823,Uppsala,Sweden,60.27N,16.22E
1864-11-01,-3.32,1.0590000000000002,Uppsala,Sweden,60.27N,16.22E
1864-12-01,-3.1590000000000003,1.025,Uppsala,Sweden,60.27N,16.22E
1865-01-01,-4.952,1.386,Uppsala,Sweden,60.27N,16.22E
1865-02-01,-10.716,1.598,Uppsala,Sweden,60.27N,16.22E
1865-03-01,-5.359,0.37799999999999995,Uppsala,Sweden,60.27N,16.22E
1865-04-01,3.338,1.268,Uppsala,Sweden,60.27N,16.22E
1865-05-01,10.290999999999999,1.561,Uppsala,Sweden,60.27N,16.22E
1865-06-01,11.397,1.133,Uppsala,Sweden,60.27N,16.22E
1865-07-01,17.500999999999998,1.068,Uppsala,Sweden,60.27N,16.22E
1865-08-01,12.787,0.5920000000000001,Uppsala,Sweden,60.27N,16.22E
1865-09-01,10.716,0.36200000000000004,Uppsala,Sweden,60.27N,16.22E
1865-10-01,2.478,0.677,Uppsala,Sweden,60.27N,16.22E
1865-11-01,1.246,1.016,Uppsala,Sweden,60.27N,16.22E
1865-12-01,-1.4530000000000003,1.6440000000000001,Uppsala,Sweden,60.27N,16.22E
1866-01-01,-1.1070000000000002,0.514,Uppsala,Sweden,60.27N,16.22E
1866-02-01,-5.4510000000000005,0.9570000000000001,Uppsala,Sweden,60.27N,16.22E
1866-03-01,-7.371,1.4380000000000002,Uppsala,Sweden,60.27N,16.22E
1866-04-01,3.1289999999999996,0.882,Uppsala,Sweden,60.27N,16.22E
1866-05-01,6.9190000000000005,1.23,Uppsala,Sweden,60.27N,16.22E
1866-06-01,15.171,0.8109999999999999,Uppsala,Sweden,60.27N,16.22E
1866-07-01,14.342,0.76,Uppsala,Sweden,60.27N,16.22E
1866-08-01,13.991,0.884,Uppsala,Sweden,60.27N,16.22E
1866-09-01,11.818,0.513,Uppsala,Sweden,60.27N,16.22E
1866-10-01,4.21,0.373,Uppsala,Sweden,60.27N,16.22E
1866-11-01,-3.489,0.469,Uppsala,Sweden,60.27N,16.22E
1866-12-01,-5.659000000000002,0.958,Uppsala,Sweden,60.27N,16.22E
1867-01-01,-12.875,1.4709999999999999,Uppsala,Sweden,60.27N,16.22E
1867-02-01,-4.058,0.76,Uppsala,Sweden,60.27N,16.22E
1867-03-01,-5.687,1.018,Uppsala,Sweden,60.27N,16.22E
1867-04-01,-0.0219999999999998,1.013,Uppsala,Sweden,60.27N,16.22E
1867-05-01,3.725000000000001,0.889,Uppsala,Sweden,60.27N,16.22E
1867-06-01,11.339,1.028,Uppsala,Sweden,60.27N,16.22E
1867-07-01,14.018,1.194,Uppsala,Sweden,60.27N,16.22E
1867-08-01,14.2,0.735,Uppsala,Sweden,60.27N,16.22E
1867-09-01,9.054,0.82,Uppsala,Sweden,60.27N,16.22E
1867-10-01,5.056,0.823,Uppsala,Sweden,60.27N,16.22E
1867-11-01,-1.5550000000000002,1.742,Uppsala,Sweden,60.27N,16.22E
1867-12-01,-10.449000000000002,1.8419999999999999,Uppsala,Sweden,60.27N,16.22E
1868-01-01,-7.888,0.513,Uppsala,Sweden,60.27N,16.22E
1868-02-01,-3.409,1.659,Uppsala,Sweden,60.27N,16.22E
1868-03-01,-0.8180000000000001,0.75,Uppsala,Sweden,60.27N,16.22E
1868-04-01,2.75,1.2690000000000001,Uppsala,Sweden,60.27N,16.22E
1868-05-01,10.128,1.421,Uppsala,Sweden,60.27N,16.22E
1868-06-01,14.453,1.133,Uppsala,Sweden,60.27N,16.22E
1868-07-01,17.547,0.758,Uppsala,Sweden,60.27N,16.22E
1868-08-01,17.123,0.8059999999999999,Uppsala,Sweden,60.27N,16.22E
1868-09-01,8.996,0.843,Uppsala,Sweden,60.27N,16.22E
1868-10-01,4.332,0.894,Uppsala,Sweden,60.27N,16.22E
1868-11-01,-1.444,1.173,Uppsala,Sweden,60.27N,16.22E
1868-12-01,-3.475,1.321,Uppsala,Sweden,60.27N,16.22E
1869-01-01,-4.553,1.473,Uppsala,Sweden,60.27N,16.22E
1869-02-01,-2.395,1.3319999999999999,Uppsala,Sweden,60.27N,16.22E
1869-03-01,-3.5890000000000004,1.087,Uppsala,Sweden,60.27N,16.22E
1869-04-01,4.564,1.71,Uppsala,Sweden,60.27N,16.22E
1869-05-01,6.854000000000001,0.966,Uppsala,Sweden,60.27N,16.22E
1869-06-01,11.706,0.608,Uppsala,Sweden,60.27N,16.22E
1869-07-01,15.478,0.754,Uppsala,Sweden,60.27N,16.22E
1869-08-01,13.177,0.9670000000000001,Uppsala,Sweden,60.27N,16.22E
1869-09-01,9.562999999999999,0.535,Uppsala,Sweden,60.27N,16.22E
1869-10-01,3.43,1.031,Uppsala,Sweden,60.27N,16.22E
1869-11-01,-2.857,0.387,Uppsala,Sweden,60.27N,16.22E
1869-12-01,-4.243,1.1079999999999999,Uppsala,Sweden,60.27N,16.22E
1870-01-01,-3.888,1.499,Uppsala,Sweden,60.27N,16.22E
1870-02-01,-9.661,1.08,Uppsala,Sweden,60.27N,16.22E
1870-03-01,-3.08,0.631,Uppsala,Sweden,60.27N,16.22E
1870-04-01,4.353,1.17,Uppsala,Sweden,60.27N,16.22E
1870-05-01,8.453000000000001,0.85,Uppsala,Sweden,60.27N,16.22E
1870-06-01,13.478000000000002,1.046,Uppsala,Sweden,60.27N,16.22E
1870-07-01,16.104,0.7340000000000001,Uppsala,Sweden,60.27N,16.22E
1870-08-01,13.597000000000001,0.52,Uppsala,Sweden,60.27N,16.22E
1870-09-01,9.375,0.528,Uppsala,Sweden,60.27N,16.22E
1870-10-01,2.5639999999999996,0.825,Uppsala,Sweden,60.27N,16.22E
1870-11-01,-0.02500000000000001,1.652,Uppsala,Sweden,60.27N,16.22E
1870-12-01,-9.792,1.2109999999999999,Uppsala,Sweden,60.27N,16.22E
1871-01-01,-8.715,1.375,Uppsala,Sweden,60.27N,16.22E
1871-02-01,-13.531,1.974,Uppsala,Sweden,60.27N,16.22E
1871-03-01,0.9899999999999998,2.048,Uppsala,Sweden,60.27N,16.22E
1871-04-01,-0.04599999999999982,0.893,Uppsala,Sweden,60.27N,16.22E
1871-05-01,6.4,0.792,Uppsala,Sweden,60.27N,16.22E
1871-06-01,11.148,0.9,Uppsala,Sweden,60.27N,16.22E
1871-07-01,15.947000000000001,0.397,Uppsala,Sweden,60.27N,16.22E
1871-08-01,14.498,0.193,Uppsala,Sweden,60.27N,16.22E
1871-09-01,7.433,0.654,Uppsala,Sweden,60.27N,16.22E
1871-10-01,3.2750000000000004,0.503,Uppsala,Sweden,60.27N,16.22E
1871-11-01,-4.067,0.7959999999999999,Uppsala,Sweden,60.27N,16.22E
1871-12-01,-5.856,0.7290000000000001,Uppsala,Sweden,60.27N,16.22E
1872-01-01,-2.055,2.128,Uppsala,Sweden,60.27N,16.22E
1872-02-01,-3.205,1.476,Uppsala,Sweden,60.27N,16.22E
1872-03-01,-2.0900000000000003,0.826,Uppsala,Sweden,60.27N,16.22E
1872-04-01,3.217,1.449,Uppsala,Sweden,60.27N,16.22E
1872-05-01,9.371,0.706,Uppsala,Sweden,60.27N,16.22E
1872-06-01,14.437999999999999,0.828,Uppsala,Sweden,60.27N,16.22E
1872-07-01,17.584,0.6659999999999999,Uppsala,Sweden,60.27N,16.22E
1872-08-01,13.287,1.043,Uppsala,Sweden,60.27N,16.22E
1872-09-01,8.982000000000001,0.353,Uppsala,Sweden,60.27N,16.22E
1872-10-01,6.459,0.531,Uppsala,Sweden,60.27N,16.22E
1872-11-01,1.4040000000000001,0.909,Uppsala,Sweden,60.27N,16.22E
1872-12-01,-5.348,1.662,Uppsala,Sweden,60.27N,16.22E
1873-01-01,-0.8300000000000001,1.2409999999999999,Uppsala,Sweden,60.27N,16.22E
1873-02-01,-4.105,1.2009999999999998,Uppsala,Sweden,60.27N,16.22E
1873-03-01,-2.5580000000000003,1.22,Uppsala,Sweden,60.27N,16.22E
1873-04-01,1.7080000000000002,1.035,Uppsala,Sweden,60.27N,16.22E
1873-05-01,6.287999999999999,0.93,Uppsala,Sweden,60.27N,16.22E
1873-06-01,14.449000000000002,0.5589999999999999,Uppsala,Sweden,60.27N,16.22E
1873-07-01,16.964000000000002,0.8440000000000001,Uppsala,Sweden,60.27N,16.22E
1873-08-01,13.818,0.746,Uppsala,Sweden,60.27N,16.22E
1873-09-01,10.118,0.9420000000000001,Uppsala,Sweden,60.27N,16.22E
1873-10-01,3.877,0.631,Uppsala,Sweden,60.27N,16.22E
1873-11-01,0.402,0.753,Uppsala,Sweden,60.27N,16.22E
1873-12-01,-2.266,0.7390000000000001,Uppsala,Sweden,60.27N,16.22E
1874-01-01,-0.4480000000000004,1.189,Uppsala,Sweden,60.27N,16.22E
1874-02-01,-2.061,0.512,Uppsala,Sweden,60.27N,16.22E
1874-03-01,-1.5220000000000002,1.268,Uppsala,Sweden,60.27N,16.22E
1874-04-01,2.9619999999999997,0.9390000000000001,Uppsala,Sweden,60.27N,16.22E
1874-05-01,6.3870000000000005,0.7559999999999999,Uppsala,Sweden,60.27N,16.22E
1874-06-01,13.562999999999999,0.9179999999999999,Uppsala,Sweden,60.27N,16.22E
1874-07-01,15.911,0.633,Uppsala,Sweden,60.27N,16.22E
1874-08-01,12.425,0.841,Uppsala,Sweden,60.27N,16.22E
