1,0.515,Jind,India,29.74N,75.69E
1847-10-01,3.913,0.98,Jining,China,40.99N,112.90E
1847-11-01,-2.457,1.595,Jining,China,40.99N,112.90E
1847-12-01,-12.588,2.1109999999999998,Jining,China,40.99N,112.90E
1848-01-01,-16.567,1.337,Jining,China,40.99N,112.90E
1848-02-01,-9.47,1.7169999999999999,Jining,China,40.99N,112.90E
1848-03-01,-2.986,1.239,Jining,China,40.99N,112.90E
1848-04-01,4.397,1.3519999999999999,Jining,China,40.99N,112.90E
1848-05-01,11.633,1.515,Jining,China,40.99N,112.90E
1848-06-01,16.813000000000002,1.801,Jining,China,40.99N,112.90E
1848-07-01,19.484,1.08,Jining,China,40.99N,112.90E
1848-08-01,16.436,1.079,Jining,China,40.99N,112.90E
1848-09-01,11.3,1.138,Jining,China,40.99N,112.90E
1848-10-01,3.6839999999999997,1.058,Jining,China,40.99N,112.90E
1848-11-01,-4.718999999999999,1.275,Jining,China,40.99N,112.90E
1848-12-01,-10.133,1.569,Jining,China,40.99N,112.90E
1849-01-01,-12.040999999999999,1.8130000000000002,Jining,China,40.99N,112.90E
1849-02-01,-8.627,1.69,Jining,China,40.99N,112.90E
1849-03-01,-2.222,2.02,Jining,China,40.99N,112.90E
1849-04-01,3.295,2.725,Jining,China,40.99N,112.90E
1849-05-01,10.418,1.798,Jining,China,40.99N,112.90E
1849-06-01,16.84,1.308,Jining,China,40.99N,112.90E
1849-07-01,18.12,1.123,Jining,China,40.99N,112.90E
1849-08-01,17.669,0.9520000000000001,Jining,China,40.99N,112.90E
1849-09-01,11.529000000000002,1.551,Jining,China,40.99N,112.90E
1849-10-01,3.0250000000000004,2.352,Jining,China,40.99N,112.90E
1849-11-01,-5.019,1.6230000000000002,Jining,China,40.99N,112.90E
1849-12-01,-12.991,1.949,Jining,China,40.99N,112.90E
1850-01-01,-15.057,1.7309999999999999,Jining,China,40.99N,112.90E
1850-02-01,-10.595,1.48,Jining,China,40.99N,112.90E
1850-03-01,-2.6630000000000003,1.97,Jining,China,40.99N,112.90E
1850-04-01,1.6669999999999998,2.6439999999999997,Jining,China,40.99N,112.90E
1850-05-01,11.46,0.904,Jining,China,40.99N,112.90E
1850-06-01,15.999,1.959,Jining,China,40.99N,112.90E
1850-07-01,18.845,1.085,Jining,China,40.99N,112.90E
1850-08-01,16.338,2.526,Jining,China,40.99N,112.90E
1850-09-01,11.309000000000001,0.9209999999999999,Jining,China,40.99N,112.90E
1850-10-01,3.217,1.58,Jining,China,40.99N,112.90E
1850-11-01,-7.962999999999999,1.073,Jining,China,40.99N,112.90E
1850-12-01,-12.912,1.761,Jining,China,40.99N,112.90E
1851-01-01,-13.819,1.099,Jining,China,40.99N,112.90E
1851-02-01,-10.763,1.3519999999999999,Jining,China,40.99N,112.90E
1851-03-01,-6.395,1.571,Jining,China,40.99N,112.90E
1851-04-01,1.903,2.327,Jining,China,40.99N,112.90E
1851-05-01,10.312,1.7630000000000001,Jining,China,40.99N,112.90E
1851-06-01,18.198,2.044,Jining,China,40.99N,112.90E
1851-07-01,19.29,1.841,Jining,China,40.99N,112.90E
1851-08-01,16.383000000000006,1.511,Jining,China,40.99N,112.90E
1851-09-01,10.375,1.097,Jining,China,40.99N,112.90E
1851-10-01,2.335,1.475,Jining,China,40.99N,112.90E
1851-11-01,-7.621,1.615,Jining,China,40.99N,112.90E
1851-12-01,-14.204,2.665,Jining,China,40.99N,112.90E
1852-01-01,-15.533,2.15,Jining,China,40.99N,112.90E
1852-02-01,-14.127,2.658,Jining,China,40.99N,112.90E
1852-03-01,-6.396,1.781,Jining,China,40.99N,112.90E
1852-04-01,3.33,1.631,Jining,China,40.99N,112.90E
1852-05-01,11.012,1.178,Jining,China,40.99N,112.90E
1852-06-01,17.485,1.031,Jining,China,40.99N,112.90E
1852-07-01,19.83,1.135,Jining,China,40.99N,112.90E
1852-08-01,16.345000000000002,0.9109999999999999,Jining,China,40.99N,112.90E
1852-09-01,10.772,0.902,Jining,China,40.99N,112.90E
1852-10-01,4.675,1.5419999999999998,Jining,China,40.99N,112.90E
1852-11-01,-6.734,1.615,Jining,China,40.99N,112.90E
1852-12-01,-11.503,2.463,Jining,China,40.99N,112.90E
1853-01-01,-15.889000000000001,1.587,Jining,China,40.99N,112.90E
1853-02-01,-13.293,2.367,Jining,China,40.99N,112.90E
1853-03-01,-4.996,1.604,Jining,China,40.99N,112.90E
1853-04-01,2.388,1.256,Jining,China,40.99N,112.90E
1853-05-01,10.856000000000002,1.41,Jining,China,40.99N,112.90E
1853-06-01,17.320999999999998,1.105,Jining,China,40.99N,112.90E
1853-07-01,20.79,0.966,Jining,China,40.99N,112.90E
1853-08-01,17.498,1.604,Jining,China,40.99N,112.90E
1853-09-01,12.517000000000001,1.955,Jining,China,40.99N,112.90E
1853-10-01,2.3169999999999997,2.303,Jining,China,40.99N,112.90E
1853-11-01,-5.3229999999999995,1.3530000000000002,Jining,China,40.99N,112.90E
1853-12-01,-13.106,2.03,Jining,China,40.99N,112.90E
1854-01-01,-14.618,1.81,Jining,China,40.99N,112.90E
1854-02-01,-14.623,3.62,Jining,China,40.99N,112.90E
1854-03-01,-3.062,1.158,Jining,China,40.99N,112.90E
1854-04-01,5.1709999999999985,1.099,Jining,China,40.99N,112.90E
1854-05-01,12.699000000000002,1.065,Jining,China,40.99N,112.90E
1854-06-01,17.215999999999998,1.318,Jining,China,40.99N,112.90E
1854-07-01,20.38,1.784,Jining,China,40.99N,112.90E
1854-08-01,17.271,1.274,Jining,China,40.99N,112.90E
1854-09-01,11.859000000000002,1.251,Jining,China,40.99N,112.90E
1854-10-01,4.6450000000000005,2.838,Jining,China,40.99N,112.90E
1854-11-01,-4.148,1.146,Jining,China,40.99N,112.90E
1854-12-01,-11.442,2.263,Jining,China,40.99N,112.90E
1855-01-01,-14.315999999999999,2.037,Jining,China,40.99N,112.90E
1855-02-01,-9.726,2.787,Jining,China,40.99N,112.90E
1855-03-01,-3.0010000000000003,1.631,Jining,China,40.99N,112.90E
1855-04-01,6.916,1.36,Jining,China,40.99N,112.90E
1855-05-01,11.577,1.105,Jining,China,40.99N,112.90E
1855-06-01,17.385,1.3019999999999998,Jining,China,40.99N,112.90E
1855-07-01,19.519000000000002,0.685,Jining,China,40.99N,112.90E
1855-08-01,17.081,1.02,Jining,China,40.99N,112.90E
1855-09-01,11.566,0.9670000000000001,Jining,China,40.99N,112.90E
1855-10-01,3.713,1.0659999999999998,Jining,China,40.99N,112.90E
1855-11-01,-5.439,1.2830000000000001,Jining,China,40.99N,112.90E
1855-12-01,-11.222000000000001,2.383,Jining,China,40.99N,112.90E
1856-01-01,-14.767999999999999,1.6780000000000002,Jining,China,40.99N,112.90E
1856-02-01,-14.202,3.9760000000000004,Jining,China,40.99N,112.90E
1856-03-01,-2.5,2.252,Jining,China,40.99N,112.90E
1856-04-01,5.087,1.485,Jining,China,40.99N,112.90E
1856-05-01,11.138000000000002,1.49,Jining,China,40.99N,112.90E
1856-06-01,17.859,1.9809999999999999,Jining,China,40.99N,112.90E
1856-07-01,20.146,1.4,Jining,China,40.99N,112.90E
1856-08-01,16.934,1.493,Jining,China,40.99N,112.90E
1856-09-01,10.622,1.71,Jining,China,40.99N,112.90E
1856-10-01,3.536,1.173,Jining,China,40.99N,112.90E
1856-11-01,-4.227,1.661,Jining,China,40.99N,112.90E
1856-12-01,-10.786,2.34,Jining,China,40.99N,112.90E
1857-01-01,-15.728,2.528,Jining,China,40.99N,112.90E
1857-02-01,-10.552,2.2430000000000003,Jining,China,40.99N,112.90E
1857-03-01,-3.0780000000000003,2.009,Jining,China,40.99N,112.90E
1857-04-01,4.8199999999999985,1.935,Jining,China,40.99N,112.90E
1857-05-01,10.170000000000002,1.386,Jining,China,40.99N,112.90E
1857-06-01,16.182000000000002,1.335,Jining,China,40.99N,112.90E
1857-07-01,18.99,1.194,Jining,China,40.99N,112.90E
1857-08-01,16.772000000000002,1.048,Jining,China,40.99N,112.90E
1857-09-01,11.324000000000002,1.05,Jining,China,40.99N,112.90E
1857-10-01,4.227,1.2990000000000002,Jining,China,40.99N,112.90E
1857-11-01,-5.702000000000001,1.464,Jining,China,40.99N,112.90E
1857-12-01,-11.505999999999998,1.501,Jining,China,40.99N,112.90E
1858-01-01,-12.604,1.906,Jining,China,40.99N,112.90E
1858-02-01,-9.322,1.709,Jining,China,40.99N,112.90E
1858-03-01,-3.1069999999999998,1.683,Jining,China,40.99N,112.90E
1858-04-01,5.271,1.7990000000000002,Jining,China,40.99N,112.90E
1858-05-01,11.055,1.3869999999999998,Jining,China,40.99N,112.90E
1858-06-01,16.267,1.338,Jining,China,40.99N,112.90E
1858-07-01,19.234,1.595,Jining,China,40.99N,112.90E
1858-08-01,17.225,1.1320000000000001,Jining,China,40.99N,112.90E
1858-09-01,11.767000000000001,1.465,Jining,China,40.99N,112.90E
1858-10-01,4.208,1.4909999999999999,Jining,China,40.99N,112.90E
1858-11-01,-4.321000000000001,1.876,Jining,China,40.99N,112.90E
1858-12-01,-13.249,2.044,Jining,China,40.99N,112.90E
1859-01-01,-13.417,1.614,Jining,China,40.99N,112.90E
1859-02-01,-11.437,1.7080000000000002,Jining,China,40.99N,112.90E
1859-03-01,-2.642,1.15,Jining,China,40.99N,112.90E
1859-04-01,6.507999999999999,1.217,Jining,China,40.99N,112.90E
1859-05-01,12.786,0.675,Jining,China,40.99N,112.90E
1859-06-01,16.573,0.9590000000000001,Jining,China,40.99N,112.90E
1859-07-01,18.905,1.185,Jining,China,40.99N,112.90E
1859-08-01,17.250999999999998,0.903,Jining,China,40.99N,112.90E
1859-09-01,11.24,0.79,Jining,China,40.99N,112.90E
1859-10-01,3.863,1.1540000000000001,Jining,China,40.99N,112.90E
1859-11-01,-4.167,1.7069999999999999,Jining,China,40.99N,112.90E
1859-12-01,-11.805,3.613,Jining,China,40.99N,112.90E
1860-01-01,-15.776,2.471,Jining,China,40.99N,112.90E
1860-02-01,-11.439,2.102,Jining,China,40.99N,112.90E
1860-03-01,-7.814,2.971,Jining,China,40.99N,112.90E
1860-04-01,4.178,1.2009999999999998,Jining,China,40.99N,112.90E
1860-05-01,9.725,2.197,Jining,China,40.99N,112.90E
1860-06-01,16.554000000000002,1.193,Jining,China,40.99N,112.90E
1860-07-01,18.192,3.49,Jining,China,40.99N,112.90E
1860-08-01,17.160999999999998,1.452,Jining,China,40.99N,112.90E
1860-09-01,13.277999999999999,1.652,Jining,China,40.99N,112.90E
1860-10-01,2.737,1.805,Jining,China,40.99N,112.90E
1860-11-01,-7.273,1.376,Jining,China,40.99N,112.90E
1860-12-01,-13.726,2.329,Jining,China,40.99N,112.90E
1861-01-01,-18.379,2.813,Jining,China,40.99N,112.90E
1861-02-01,-13.285,1.8869999999999998,Jining,China,40.99N,112.90E
1861-03-01,-3.6439999999999997,1.101,Jining,China,40.99N,112.90E
1861-04-01,6.167000000000001,0.94,Jining,China,40.99N,112.90E
1861-05-01,10.395,2.734,Jining,China,40.99N,112.90E
1861-06-01,17.342000000000002,1.175,Jining,China,40.99N,112.90E
1861-07-01,19.661,1.3869999999999998,Jining,China,40.99N,112.90E
1861-08-01,17.023,1.699,Jining,China,40.99N,112.90E
1861-09-01,10.533,1.723,Jining,China,40.99N,112.90E
1861-10-01,4.109,0.8859999999999999,Jining,China,40.99N,112.90E
1861-11-01,-4.175,1.354,Jining,China,40.99N,112.90E
1861-12-01,-14.295,2.46,Jining,China,40.99N,112.90E
1862-01-01,-17.178,2.562,Jining,China,40.99N,112.90E
1862-02-01,-11.46,2.23,Jining,China,40.99N,112.90E
1862-03-01,-4.6690000000000005,1.7819999999999998,Jining,China,40.99N,112.90E
1862-04-01,3.125,2.7910000000000004,Jining,China,40.99N,112.90E
1862-05-01,11.954,2.094,Jining,China,40.99N,112.90E
1862-06-01,17.288,1.415,Jining,China,40.99N,112.90E
1862-07-01,18.7,1.345,Jining,China,40.99N,112.90E
1862-08-01,17.803,2.511,Jining,China,40.99N,112.90E
1862-09-01,10.671,1.859,Jining,China,40.99N,112.90E
1862-10-01,3.89,1.818,Jining,China,40.99N,112.90E
1862-11-01,-7.2349999999999985,2.336,Jining,China,40.99N,112.90E
1862-12-01,-14.745,3.1460000000000004,Jining,China,40.99N,112.90E
1863-01-01,-11.737,3.805,Jining,China,40.99N,112.90E
1863-02-01,-8.111,3.176,Jining,China,40.99N,112.90E
1863-03-01,-2.778,1.797,Jining,China,40.99N,112.90E
1863-04-01,4.37,1.9569999999999999,Jining,China,40.99N,112.90E
1863-05-01,11.056,2.075,Jining,China,40.99N,112.90E
1863-06-01,17.628,1.8459999999999999,Jining,China,40.99N,112.90E
1863-07-01,19.839000000000002,1.604,Jining,China,40.99N,112.90E
1863-08-01,17.296,1.643,Jining,China,40.99N,112.90E
1863-09-01,11.039000000000001,1.198,Jining,China,40.99N,112.90E
1863-10-01,3.1260000000000003,1.5290000000000001,Jining,China,40.99N,112.90E
1863-11-01,-5.482,2.096,Jining,China,40.99N,112.90E
1863-12-01,-11.245,2.83,Jining,China,40.99N,112.90E
1864-01-01,-14.12,2.313,Jining,China,40.99N,112.90E
1864-02-01,-10.117,3.3489999999999998,Jining,China,40.99N,112.90E
1864-03-01,-3.7430000000000003,2.559,Jining,China,40.99N,112.90E
1864-04-01,4.22,1.3030000000000002,Jining,China,40.99N,112.90E
1864-05-01,10.9,1.54,Jining,China,40.99N,112.90E
1864-06-01,15.780999999999999,2.195,Jining,China,40.99N,112.90E
1864-07-01,19.241,1.1059999999999999,Jining,China,40.99N,112.90E
1864-08-01,15.852,1.81,Jining,China,40.99N,112.90E
1864-09-01,10.351,2.05,Jining,China,40.99N,112.90E
1864-10-01,3.825,1.7990000000000002,Jining,China,40.99N,112.90E
1864-11-01,-4.305,2.436,Jining,China,40.99N,112.90E
1864-12-01,-15.178,3.003,Jining,China,40.99N,112.90E
1865-01-01,-13.288,1.706,Jining,China,40.99N,112.90E
1865-02-01,-12.842,3.698,Jining,China,40.99N,112.90E
1865-03-01,-4.801,1.829,Jining,China,40.99N,112.90E
1865-04-01,4.995,2.7060000000000004,Jining,China,40.99N,112.90E
1865-05-01,12.251,1.795,Jining,China,40.99N,112.90E
1865-06-01,17.065,1.673,Jining,China,40.99N,112.90E
1865-07-01,19.696,1.7269999999999999,Jining,China,40.99N,112.90E
1865-08-01,17.314,1.403,Jining,China,40.99N,112.90E
1865-09-01,12.5,1.619,Jining,China,40.99N,112.90E
1865-10-01,4.276,1.445,Jining,China,40.99N,112.90E
1865-11-01,-6.492999999999999,3.9389999999999996,Jining,China,40.99N,112.90E
1865-12-01,-13.601,3.363,Jining,China,40.99N,112.90E
1866-01-01,-13.732999999999999,1.676,Jining,China,40.99N,112.90E
1866-02-01,-10.877,1.9609999999999999,Jining,China,40.99N,112.90E
1866-03-01,-4.974,2.71,Jining,China,40.99N,112.90E
1866-04-01,4.923,1.98,Jining,China,40.99N,112.90E
1866-05-01,10.673,2.552,Jining,China,40.99N,112.90E
1866-06-01,16.783,1.085,Jining,China,40.99N,112.90E
1866-07-01,19.892,1.581,Jining,China,40.99N,112.90E
1866-08-01,17.282,1.653,Jining,China,40.99N,112.90E
1866-09-01,10.924000000000001,1.374,Jining,China,40.99N,112.90E
1866-10-01,4.593,2.048,Jining,China,40.99N,112.90E
1866-11-01,-3.852,2.151,Jining,China,40.99N,112.90E
1866-12-01,-9.594,2.64,Jining,China,40.99N,112.90E
1867-01-01,-13.652,1.94,Jining,China,40.99N,112.90E
1867-02-01,-11.591,2.395,Jining,China,40.99N,112.90E
1867-03-01,-3.2110000000000003,1.993,Jining,China,40.99N,112.90E
1867-04-01,5.877999999999999,2.49,Jining,China,40.99N,112.90E
1867-05-01,11.485,1.094,Jining,China,40.99N,112.90E
1867-06-01,16.535,1.597,Jining,China,40.99N,112.90E
1867-07-01,20.221,2.182,Jining,China,40.99N,112.90E
1867-08-01,16.742,1.9240000000000002,Jining,China,40.99N,112.90E
1867-09-01,11.173,1.4680000000000002,Jining,China,40.99N,112.90E
1867-10-01,4.698,1.371,Jining,China,40.99N,112.90E
1867-11-01,-1.852,3.915,Jining,China,40.99N,112.90E
1867-12-01,-8.698,4.231,Jining,China,40.99N,112.90E
1868-01-01,-13.312999999999999,2.576,Jining,China,40.99N,112.90E
1868-02-01,-10.463,2.248,Jining,China,40.99N,112.90E
1868-03-01,-4.3069999999999995,1.7380000000000002,Jining,China,40.99N,112.90E
1868-04-01,5.971,1.745,Jining,China,40.99N,112.90E
1868-05-01,10.806,1.7169999999999999,Jining,China,40.99N,112.90E
1868-06-01,16.634,1.158,Jining,China,40.99N,112.90E
1868-07-01,20.171,0.88,Jining,China,40.99N,112.90E
1868-08-01,16.862000000000002,1.153,Jining,China,40.99N,112.90E
1868-09-01,11.555,1.0979999999999999,Jining,China,40.99N,112.90E
1868-10-01,5.3389999999999995,1.015,Jining,China,40.99N,112.90E
1868-11-01,-5.646,1.524,Jining,China,40.99N,112.90E
1868-12-01,-11.352,2.316,Jining,China,40.99N,112.90E
1869-01-01,-12.99,1.5219999999999998,Jining,China,40.99N,112.90E
1869-02-01,-8.346,1.507,Jining,China,40.99N,112.90E
1869-03-01,-3.593,1.88,Jining,China,40.99N,112.90E
1869-04-01,4.098,1.386,Jining,China,40.99N,112.90E
1869-05-01,12.845999999999998,1.476,Jining,China,40.99N,112.90E
1869-06-01,16.96,1.014,Jining,China,40.99N,112.90E
1869-07-01,19.625,1.339,Jining,China,40.99N,112.90E
1869-08-01,17.765,1.119,Jining,China,40.99N,112.90E
1869-09-01,12.300999999999998,0.96,Jining,China,40.99N,112.90E
1869-10-01,5.797999999999999,1.739,Jining,China,40.99N,112.90E
1869-11-01,-4.571000000000001,1.0859999999999999,Jining,China,40.99N,112.90E
1869-12-01,-13.549000000000001,1.704,Jining,China,40.99N,112.90E
1870-01-01,-15.833,1.5659999999999998,Jining,China,40.99N,112.90E
1870-02-01,-12.286,2.6660000000000004,Jining,China,40.99N,112.90E
1870-03-01,-4.513999999999999,2.485,Jining,China,40.99N,112.90E
1870-04-01,4.345,1.197,Jining,China,40.99N,112.90E
1870-05-01,12.354,1.45,Jining,China,40.99N,112.90E
1870-06-01,16.399,1.3130000000000002,Jining,China,40.99N,112.90E
1870-07-01,19.338,0.8859999999999999,Jining,China,40.99N,112.90E
1870-08-01,17.343,0.8590000000000001,Jining,China,40.99N,112.90E
1870-09-01,12.786,1.858,Jining,China,40.99N,112.90E
1870-10-01,4.377,2.7969999999999997,Jining,China,40.99N,112.90E
1870-11-01,-6.087999999999999,1.9780000000000002,Jining,China,40.99N,112.90E
1870-12-01,-13.693,1.2229999999999999,Jining,China,40.99N,112.90E
1871-01-01,-15.43,1.7169999999999999,Jining,China,40.99N,112.90E
1871-02-01,-11.806,2.248,Jining,China,40.99N,112.90E
1871-03-01,-2.305,1.973,Jining,China,40.99N,112.90E
1871-04-01,4.6930000000000005,0.8029999999999999,Jining,China,40.99N,112.90E
1871-05-01,10.923,2.174,Jining,China,40.99N,112.90E
1871-06-01,17.27,0.688,Jining,China,40.99N,112.90E
1871-07-01,19.761,1.6469999999999998,Jining,China,40.99N,112.90E
1871-08-01,17.67,1.355,Jining,China,40.99N,112.90E
1871-09-01,11.934000000000001,1.219,Jining,China,40.99N,112.90E
1871-10-01,5.482,1.1340000000000001,Jining,China,40.99N,112.90E
1871-11-01,-5.551,1.1640000000000001,Jining,China,40.99N,112.90E
1871-12-01,-13.042,1.21,Jining,China,40.99N,112.90E
1872-01-01,-16.987000000000002,2.963,Jining,China,40.99N,112.90E
1872-02-01,-11.939,1.591,Jining,China,40.99N,112.90E
1872-03-01,-4.675,1.25,Jining,China,40.99N,112.90E
1872-04-01,4.185,2.013,Jining,China,40.99N,112.90E
1872-05-01,11.988,1.456,Jining,China,40.99N,112.90E
1872-06-01,16.893,1.301,Jining,China,40.99N,112.90E
1872-07-01,19.436,1.17,Jining,China,40.99N,112.90E
1872-08-01,16.77,1.561,Jining,China,40.99N,112.90E
1872-09-01,12.28,0.6809999999999999,Jining,China,40.99N,112.90E
1872-10-01,4.171,0.737,Jining,China,40.99N,112.90E
1872-11-01,-4.677,1.423,Jining,China,40.99N,112.90E
1872-12-01,-10.992,2.09,Jining,China,40.99N,112.90E
1873-01-01,-16.078,1.954,Jining,China,40.99N,112.90E
1873-02-01,-9.006,2.015,Jining,China,40.99N,112.90E
1873-03-01,-4.1,1.208,Jining,China,40.99N,112.90E
1873-04-01,6.718,1.7990000000000002,Jining,China,40.99N,112.90E
1873-05-01,11.604,1.739,Jining,China,40.99N,112.90E
1873-06-01,17.660999999999998,1.001,Jining,China,40.99N,112.90E
1873-07-01,19.329,1.113,Jining,China,40.99N,112.90E
1873-08-01,16.345000000000002,1.06,Jining,China,40.99N,112.90E
1873-09-01,12.215,1.452,Jining,China,40.99N,112.90E
1873-10-01,4.87,1.14,Jining,China,40.99N,112.90E
1873-11-01,-3.8510000000000004,2.048,Jining,China,40.99N,112.90E
1873-12-01,-10.34,1.6,Jining,China,40.99N,112.90E
1874-01-01,-14.573,1.354,Jining,China,40.99N,112.90E
1874-02-01,-9.225,1.255,Jining,China,40.99N,112.90E
1874-03-01,-3.763,1.4240000000000002,Jining,China,40.99N,112.90E
1874-04-01,7.025,1.527,Jining,China,40.99N,112.90E
1874-05-01,11.044,2.8160000000000003,Jining,China,40.99N,112.90E
1874-06-01,17.496000000000002,1.26,Jining,China,40.99N,112.90E
1874-07-01,18.734,2.565,Jining,China,40.99N,112.90E
1874-08-01,17.628,0.826,Jining,China,40.99N,112.90E
1874-09-01,13.037,0.9129999999999999,Jining,China,40.99N,112.90E
1874-10-01,4.606,1.005,Jining,China,40.99N,112.90E
1874-11-01,-4.34,1.062,Jining,China,40.99N,112.90E
1874-12-01,-11.219000000000001,1.7480000000000002,Jining,China,40.99N,112.90E
1875-01-01,-13.743,1.976,Jining,China,40.99N,112.90E
1875-02-01,-8.254000000000001,3.1039999999999996,Jining,China,40.99N,112.90E
1875-03-01,-1.7209999999999999,1.61,Jining,China,40.99N,112.90E
1875-04-01,3.3549999999999995,0.9520000000000001,Jining,China,40.99N,112.90E
1875-05-01,12.661,0.8859999999999999,Jining,China,40.99N,112.90E
1875-06-01,18.006,1.137,Jining,China,40.99N,112.90E
1875-07-01,18.777,1.942,Jining,China,40.99N,112.90E
1875-08-01,18.702,1.916,Jining,China,40.99N,112.90E
1875-09-01,11.067,0.625,Jining,China,40.99N,112.90E
1875-10-01,3.696,0.7809999999999999,Jining,China,40.99N,112.90E
1875-11-01,-5.877999999999999,1.4469999999999998,Jining,China,40.99N,112.90E
1875-12-01,-12.105,1.224,Jining,China,40.99N,112.90E
1876-01-01,-14.780999999999999,2.081,Jining,China,40.99N,112.90E
1876-02-01,-10.349,1.3030000000000002,Jining,China,40.99N,112.90E
1876-03-01,-3.6020000000000003,2.019,Jining,China,40.99N,112.90E
1876-04-01,7.303999999999999,3.338,Jining,China,40.99N,112.90E
1876-05-01,12.665,3.596,Jining,China,40.99N,112.90E
1876-06-01,18.211,1.719,Jining,China,40.99N,112.90E
1876-07-01,20.306,1.692,Jining,China,40.99N,112.90E
1876-08-01,18.297,1.535,Jining,China,40.99N,112.90E
1876-09-01,10.54,2.123,Jining,China,40.99N,112.90E
