1,0.515,Jind,India,29.74N,75.69E
2006-04-01,16.458,0.318,Jining,China,34.56N,116.76E
2006-05-01,21.429,0.213,Jining,China,34.56N,116.76E
2006-06-01,27.138,0.284,Jining,China,34.56N,116.76E
2006-07-01,27.877,0.245,Jining,China,34.56N,116.76E
2006-08-01,27.543000000000003,0.349,Jining,China,34.56N,116.76E
2006-09-01,21.795,0.122,Jining,China,34.56N,116.76E
2006-10-01,19.405,0.21,Jining,China,34.56N,116.76E
2006-11-01,10.999,0.289,Jining,China,34.56N,116.76E
2006-12-01,2.6210000000000004,0.16699999999999998,Jining,China,34.56N,116.76E
2007-01-01,1.35,0.18600000000000003,Jining,China,34.56N,116.76E
2007-02-01,7.233,0.157,Jining,China,34.56N,116.76E
2007-03-01,10.017999999999999,0.086,Jining,China,34.56N,116.76E
2007-04-01,16.084,0.22399999999999998,Jining,China,34.56N,116.76E
2007-05-01,23.421999999999997,0.29600000000000004,Jining,China,34.56N,116.76E
2007-06-01,25.638,0.354,Jining,China,34.56N,116.76E
2007-07-01,26.750999999999998,0.244,Jining,China,34.56N,116.76E
2007-08-01,27.155,0.18600000000000003,Jining,China,34.56N,116.76E
2007-09-01,22.919,0.226,Jining,China,34.56N,116.76E
2007-10-01,16.328,0.084,Jining,China,34.56N,116.76E
2007-11-01,9.114999999999998,0.35,Jining,China,34.56N,116.76E
2007-12-01,3.841,0.165,Jining,China,34.56N,116.76E
2008-01-01,-0.687,0.16899999999999998,Jining,China,34.56N,116.76E
2008-02-01,2.13,0.258,Jining,China,34.56N,116.76E
2008-03-01,11.011,0.196,Jining,China,34.56N,116.76E
2008-04-01,16.032,0.265,Jining,China,34.56N,116.76E
2008-05-01,22.392000000000003,0.228,Jining,China,34.56N,116.76E
2008-06-01,24.439,0.289,Jining,China,34.56N,116.76E
2008-07-01,27.081000000000003,0.295,Jining,China,34.56N,116.76E
2008-08-01,26.498,0.3,Jining,China,34.56N,116.76E
2008-09-01,22.416,0.23,Jining,China,34.56N,116.76E
2008-10-01,17.282,0.153,Jining,China,34.56N,116.76E
2008-11-01,9.525,0.282,Jining,China,34.56N,116.76E
2008-12-01,3.083,0.20199999999999999,Jining,China,34.56N,116.76E
2009-01-01,0.6890000000000001,0.228,Jining,China,34.56N,116.76E
2009-02-01,6.1560000000000015,0.156,Jining,China,34.56N,116.76E
2009-03-01,9.522,0.21899999999999997,Jining,China,34.56N,116.76E
2009-04-01,16.531,0.369,Jining,China,34.56N,116.76E
2009-05-01,21.76,0.304,Jining,China,34.56N,116.76E
2009-06-01,27.385,0.205,Jining,China,34.56N,116.76E
2009-07-01,27.443,0.424,Jining,China,34.56N,116.76E
2009-08-01,26.229,0.316,Jining,China,34.56N,116.76E
2009-09-01,21.883000000000003,0.182,Jining,China,34.56N,116.76E
2009-10-01,18.447,0.139,Jining,China,34.56N,116.76E
2009-11-01,5.526999999999999,0.386,Jining,China,34.56N,116.76E
2009-12-01,2.018,0.213,Jining,China,34.56N,116.76E
2010-01-01,0.8270000000000001,0.22,Jining,China,34.56N,116.76E
2010-02-01,4.194,0.215,Jining,China,34.56N,116.76E
2010-03-01,7.659000000000002,0.336,Jining,China,34.56N,116.76E
2010-04-01,12.897,0.235,Jining,China,34.56N,116.76E
2010-05-01,21.57,0.218,Jining,China,34.56N,116.76E
2010-06-01,26.011999999999997,0.24600000000000002,Jining,China,34.56N,116.76E
2010-07-01,28.574,0.225,Jining,China,34.56N,116.76E
2010-08-01,27.54,0.33299999999999996,Jining,China,34.56N,116.76E
2010-09-01,22.764,0.27,Jining,China,34.56N,116.76E
2010-10-01,16.014,0.195,Jining,China,34.56N,116.76E
2010-11-01,10.379000000000001,0.37,Jining,China,34.56N,116.76E
2010-12-01,3.781,0.266,Jining,China,34.56N,116.76E
2011-01-01,-1.869,0.27399999999999997,Jining,China,34.56N,116.76E
2011-02-01,3.3920000000000003,0.136,Jining,China,34.56N,116.76E
2011-03-01,9.18,0.214,Jining,China,34.56N,116.76E
2011-04-01,16.219,0.16399999999999998,Jining,China,34.56N,116.76E
2011-05-01,21.371,0.307,Jining,China,34.56N,116.76E
2011-06-01,26.570999999999998,0.242,Jining,China,34.56N,116.76E
2011-07-01,28.061,0.28600000000000003,Jining,China,34.56N,116.76E
2011-08-01,26.003,0.268,Jining,China,34.56N,116.76E
2011-09-01,20.715,0.244,Jining,China,34.56N,116.76E
2011-10-01,15.99,0.21100000000000002,Jining,China,34.56N,116.76E
2011-11-01,10.711,0.364,Jining,China,34.56N,116.76E
2011-12-01,1.6569999999999998,0.32,Jining,China,34.56N,116.76E
2012-01-01,0.371,0.35200000000000004,Jining,China,34.56N,116.76E
2012-02-01,2.139,0.242,Jining,China,34.56N,116.76E
2012-03-01,8.116,0.23600000000000002,Jining,China,34.56N,116.76E
2012-04-01,17.258,0.3,Jining,China,34.56N,116.76E
2012-05-01,23.188,0.252,Jining,China,34.56N,116.76E
2012-06-01,26.465,0.625,Jining,China,34.56N,116.76E
2012-07-01,29.053,0.513,Jining,China,34.56N,116.76E
2012-08-01,26.715,0.392,Jining,China,34.56N,116.76E
2012-09-01,21.755,0.405,Jining,China,34.56N,116.76E
2012-10-01,16.956,0.21,Jining,China,34.56N,116.76E
2012-11-01,7.916999999999999,0.428,Jining,China,34.56N,116.76E
2012-12-01,0.2550000000000001,0.385,Jining,China,34.56N,116.76E
2013-01-01,-0.04200000000000001,0.27899999999999997,Jining,China,34.56N,116.76E
2013-02-01,3.3989999999999996,0.41,Jining,China,34.56N,116.76E
2013-03-01,10.084,0.545,Jining,China,34.56N,116.76E
2013-04-01,14.78,0.342,Jining,China,34.56N,116.76E
2013-05-01,21.875,0.285,Jining,China,34.56N,116.76E
2013-06-01,25.781,0.5870000000000001,Jining,China,34.56N,116.76E
2013-07-01,29.445,0.83,Jining,China,34.56N,116.76E
2013-08-01,29.533,0.6990000000000001,Jining,China,34.56N,116.76E
2013-09-01,,,Jining,China,34.56N,116.76E
1820-08-01,15.228000000000002,2.346,Jining,China,40.99N,112.90E
1820-09-01,11.130999999999998,1.7009999999999998,Jining,China,40.99N,112.90E
1820-10-01,2.6719999999999997,1.7819999999999998,Jining,China,40.99N,112.90E
1820-11-01,-6.131,1.965,Jining,China,40.99N,112.90E
1820-12-01,-13.84,2.359,Jining,China,40.99N,112.90E
1821-01-01,-12.575,2.26,Jining,China,40.99N,112.90E
1821-02-01,-8.571000000000002,2.574,Jining,China,40.99N,112.90E
1821-03-01,-2.512,1.994,Jining,China,40.99N,112.90E
1821-04-01,4.496,2.2159999999999997,Jining,China,40.99N,112.90E
1821-05-01,11.927999999999999,1.608,Jining,China,40.99N,112.90E
1821-06-01,15.947,1.845,Jining,China,40.99N,112.90E
1821-07-01,18.131,1.9580000000000002,Jining,China,40.99N,112.90E
1821-08-01,16.862000000000002,1.565,Jining,China,40.99N,112.90E
1821-09-01,9.861,1.86,Jining,China,40.99N,112.90E
1821-10-01,3.455,1.7990000000000002,Jining,China,40.99N,112.90E
1821-11-01,-4.4030000000000005,2.627,Jining,China,40.99N,112.90E
1821-12-01,-12.33,2.408,Jining,China,40.99N,112.90E
1822-01-01,-14.437,2.391,Jining,China,40.99N,112.90E
1822-02-01,-9.193999999999999,2.55,Jining,China,40.99N,112.90E
1822-03-01,-0.05100000000000016,2.387,Jining,China,40.99N,112.90E
1822-04-01,5.249,2.164,Jining,China,40.99N,112.90E
1822-05-01,11.429,1.785,Jining,China,40.99N,112.90E
1822-06-01,16.895,1.536,Jining,China,40.99N,112.90E
1822-07-01,19.379,1.499,Jining,China,40.99N,112.90E
1822-08-01,16.667,1.805,Jining,China,40.99N,112.90E
1822-09-01,10.62,1.7,Jining,China,40.99N,112.90E
1822-10-01,3.1439999999999997,1.806,Jining,China,40.99N,112.90E
1822-11-01,-5.843,2.108,Jining,China,40.99N,112.90E
1822-12-01,-14.053999999999998,2.766,Jining,China,40.99N,112.90E
1823-01-01,-15.062999999999999,2.108,Jining,China,40.99N,112.90E
1823-02-01,-11.472,2.6260000000000003,Jining,China,40.99N,112.90E
1823-03-01,-3.565,2.2230000000000003,Jining,China,40.99N,112.90E
1823-04-01,4.119,2.469,Jining,China,40.99N,112.90E
1823-05-01,11.194,1.8330000000000002,Jining,China,40.99N,112.90E
1823-06-01,17.808,2.057,Jining,China,40.99N,112.90E
1823-07-01,19.417,1.516,Jining,China,40.99N,112.90E
1823-08-01,16.398,1.626,Jining,China,40.99N,112.90E
1823-09-01,9.961,1.558,Jining,China,40.99N,112.90E
1823-10-01,2.448,1.9380000000000002,Jining,China,40.99N,112.90E
1823-11-01,-5.2860000000000005,2.105,Jining,China,40.99N,112.90E
1823-12-01,-13.047,2.332,Jining,China,40.99N,112.90E
1824-01-01,-13.845999999999998,2.01,Jining,China,40.99N,112.90E
1824-02-01,-10.258,2.369,Jining,China,40.99N,112.90E
1824-03-01,-2.972,2.211,Jining,China,40.99N,112.90E
1824-04-01,5.26,2.421,Jining,China,40.99N,112.90E
1824-05-01,12.21,2.017,Jining,China,40.99N,112.90E
1824-06-01,17.322000000000006,2.6039999999999996,Jining,China,40.99N,112.90E
1824-07-01,19.743,2.946,Jining,China,40.99N,112.90E
1824-08-01,16.855,1.72,Jining,China,40.99N,112.90E
1824-09-01,11.208,1.694,Jining,China,40.99N,112.90E
1824-10-01,3.552,1.7730000000000001,Jining,China,40.99N,112.90E
1824-11-01,-4.044,1.9869999999999999,Jining,China,40.99N,112.90E
1824-12-01,-9.231,2.4330000000000003,Jining,China,40.99N,112.90E
1825-01-01,-12.613,2.137,Jining,China,40.99N,112.90E
1825-02-01,-10.674,2.447,Jining,China,40.99N,112.90E
1825-03-01,-3.407,2.225,Jining,China,40.99N,112.90E
1825-04-01,5.428999999999999,2.492,Jining,China,40.99N,112.90E
1825-05-01,12.124,1.6780000000000002,Jining,China,40.99N,112.90E
1825-06-01,18.12,1.534,Jining,China,40.99N,112.90E
1825-07-01,18.546,1.685,Jining,China,40.99N,112.90E
1825-08-01,16.32,1.6059999999999999,Jining,China,40.99N,112.90E
1825-09-01,10.855,1.7719999999999998,Jining,China,40.99N,112.90E
1825-10-01,3.325,2.019,Jining,China,40.99N,112.90E
1825-11-01,-3.361,2.238,Jining,China,40.99N,112.90E
1825-12-01,-12.293,2.262,Jining,China,40.99N,112.90E
1826-01-01,-14.658,2.105,Jining,China,40.99N,112.90E
1826-02-01,-12.355,2.6489999999999996,Jining,China,40.99N,112.90E
1826-03-01,-3.7089999999999996,2.136,Jining,China,40.99N,112.90E
1826-04-01,4.932,2.801,Jining,China,40.99N,112.90E
1826-05-01,12.694,1.6669999999999998,Jining,China,40.99N,112.90E
1826-06-01,17.624000000000006,1.5830000000000002,Jining,China,40.99N,112.90E
1826-07-01,19.61,1.591,Jining,China,40.99N,112.90E
1826-08-01,16.413,1.588,Jining,China,40.99N,112.90E
1826-09-01,10.904000000000002,2.022,Jining,China,40.99N,112.90E
1826-10-01,3.885,2.14,Jining,China,40.99N,112.90E
1826-11-01,-3.7230000000000003,1.939,Jining,China,40.99N,112.90E
1826-12-01,-10.252,2.839,Jining,China,40.99N,112.90E
1827-01-01,-12.659,2.82,Jining,China,40.99N,112.90E
1827-02-01,-9.31,2.326,Jining,China,40.99N,112.90E
1827-03-01,-1.6869999999999998,2.0380000000000003,Jining,China,40.99N,112.90E
1827-04-01,5.643,3.037,Jining,China,40.99N,112.90E
1827-05-01,12.702,2.404,Jining,China,40.99N,112.90E
1827-06-01,18.11,1.587,Jining,China,40.99N,112.90E
1827-07-01,20.059,1.57,Jining,China,40.99N,112.90E
1827-08-01,17.003,1.5230000000000001,Jining,China,40.99N,112.90E
1827-09-01,10.892999999999999,1.571,Jining,China,40.99N,112.90E
1827-10-01,3.885,1.689,Jining,China,40.99N,112.90E
1827-11-01,-3.738,1.952,Jining,China,40.99N,112.90E
1827-12-01,-12.38,3.4,Jining,China,40.99N,112.90E
1828-01-01,-16.444000000000003,2.878,Jining,China,40.99N,112.90E
1828-02-01,-11.933,2.72,Jining,China,40.99N,112.90E
1828-03-01,-2.705,2.546,Jining,China,40.99N,112.90E
1828-04-01,4.761,2.354,Jining,China,40.99N,112.90E
1828-05-01,11.479,1.811,Jining,China,40.99N,112.90E
1828-06-01,17.627000000000006,2.157,Jining,China,40.99N,112.90E
1828-07-01,19.945,1.777,Jining,China,40.99N,112.90E
1828-08-01,17.067,1.758,Jining,China,40.99N,112.90E
1828-09-01,10.168,1.569,Jining,China,40.99N,112.90E
1828-10-01,4.099,1.871,Jining,China,40.99N,112.90E
1828-11-01,-4.131,2.066,Jining,China,40.99N,112.90E
1828-12-01,-11.457,2.3169999999999997,Jining,China,40.99N,112.90E
1829-01-01,-14.277,2.1790000000000003,Jining,China,40.99N,112.90E
1829-02-01,-11.812,3.088,Jining,China,40.99N,112.90E
1829-03-01,-3.4219999999999997,2.177,Jining,China,40.99N,112.90E
1829-04-01,3.895,1.835,Jining,China,40.99N,112.90E
1829-05-01,11.668,2.055,Jining,China,40.99N,112.90E
1829-06-01,16.622,2.0780000000000003,Jining,China,40.99N,112.90E
1829-07-01,19.502,1.7209999999999999,Jining,China,40.99N,112.90E
1829-08-01,16.641000000000002,1.724,Jining,China,40.99N,112.90E
1829-09-01,10.318,1.5619999999999998,Jining,China,40.99N,112.90E
1829-10-01,4.0889999999999995,2.166,Jining,China,40.99N,112.90E
1829-11-01,-4.624,2.0180000000000002,Jining,China,40.99N,112.90E
1829-12-01,-11.932,2.861,Jining,China,40.99N,112.90E
1830-01-01,-12.612,2.505,Jining,China,40.99N,112.90E
1830-02-01,-8.796000000000001,2.763,Jining,China,40.99N,112.90E
1830-03-01,-4.1240000000000006,2.114,Jining,China,40.99N,112.90E
1830-04-01,4.898,1.944,Jining,China,40.99N,112.90E
1830-05-01,10.895,1.8419999999999999,Jining,China,40.99N,112.90E
1830-06-01,16.785,2.063,Jining,China,40.99N,112.90E
1830-07-01,20.474,2.06,Jining,China,40.99N,112.90E
1830-08-01,16.361,1.7169999999999999,Jining,China,40.99N,112.90E
1830-09-01,10.379000000000001,1.828,Jining,China,40.99N,112.90E
1830-10-01,2.6489999999999996,1.95,Jining,China,40.99N,112.90E
1830-11-01,-2.833,2.295,Jining,China,40.99N,112.90E
1830-12-01,-10.589,2.58,Jining,China,40.99N,112.90E
1831-01-01,-14.648,2.7769999999999997,Jining,China,40.99N,112.90E
1831-02-01,-13.455,3.195,Jining,China,40.99N,112.90E
1831-03-01,-4.882,2.093,Jining,China,40.99N,112.90E
1831-04-01,3.815,1.838,Jining,China,40.99N,112.90E
1831-05-01,11.437999999999999,2.035,Jining,China,40.99N,112.90E
1831-06-01,17.578,1.9380000000000002,Jining,China,40.99N,112.90E
1831-07-01,18.845,1.7169999999999999,Jining,China,40.99N,112.90E
1831-08-01,15.974,1.686,Jining,China,40.99N,112.90E
1831-09-01,9.757,1.679,Jining,China,40.99N,112.90E
1831-10-01,2.668,2.206,Jining,China,40.99N,112.90E
1831-11-01,-6.835,2.225,Jining,China,40.99N,112.90E
1831-12-01,-13.086,3.2060000000000004,Jining,China,40.99N,112.90E
1832-01-01,-15.493,2.313,Jining,China,40.99N,112.90E
1832-02-01,-11.677999999999999,2.78,Jining,China,40.99N,112.90E
1832-03-01,-3.812,2.375,Jining,China,40.99N,112.90E
1832-04-01,4.856,2.436,Jining,China,40.99N,112.90E
1832-05-01,11.265,2.122,Jining,China,40.99N,112.90E
1832-06-01,16.957,1.973,Jining,China,40.99N,112.90E
1832-07-01,18.839000000000002,1.825,Jining,China,40.99N,112.90E
1832-08-01,15.824000000000002,1.91,Jining,China,40.99N,112.90E
1832-09-01,9.971,1.764,Jining,China,40.99N,112.90E
1832-10-01,,,Jining,China,40.99N,112.90E
1832-11-01,-5.188,2.146,Jining,China,40.99N,112.90E
1832-12-01,-14.299000000000001,2.539,Jining,China,40.99N,112.90E
1833-01-01,-14.997,2.4330000000000003,Jining,China,40.99N,112.90E
1833-02-01,-11.245999999999999,2.509,Jining,China,40.99N,112.90E
1833-03-01,-5.162000000000001,2.377,Jining,China,40.99N,112.90E
1833-04-01,3.815,2.358,Jining,China,40.99N,112.90E
1833-05-01,11.895,1.62,Jining,China,40.99N,112.90E
1833-06-01,16.329,1.722,Jining,China,40.99N,112.90E
1833-07-01,19.345,1.944,Jining,China,40.99N,112.90E
1833-08-01,16.377000000000002,1.751,Jining,China,40.99N,112.90E
1833-09-01,11.415999999999999,1.652,Jining,China,40.99N,112.90E
1833-10-01,3.031,1.8530000000000002,Jining,China,40.99N,112.90E
1833-11-01,-4.038,2.701,Jining,China,40.99N,112.90E
1833-12-01,-12.632,2.762,Jining,China,40.99N,112.90E
1834-01-01,-17.274,2.521,Jining,China,40.99N,112.90E
1834-02-01,-11.245999999999999,2.588,Jining,China,40.99N,112.90E
1834-03-01,-1.905,2.1590000000000003,Jining,China,40.99N,112.90E
1834-04-01,4.254,2.681,Jining,China,40.99N,112.90E
1834-05-01,12.208,1.681,Jining,China,40.99N,112.90E
1834-06-01,16.873,1.903,Jining,China,40.99N,112.90E
1834-07-01,19.521,1.6340000000000001,Jining,China,40.99N,112.90E
1834-08-01,16.652,1.808,Jining,China,40.99N,112.90E
1834-09-01,12.094000000000001,1.9180000000000001,Jining,China,40.99N,112.90E
1834-10-01,3.54,1.8940000000000001,Jining,China,40.99N,112.90E
1834-11-01,-3.388,2.369,Jining,China,40.99N,112.90E
1834-12-01,-11.379000000000001,2.338,Jining,China,40.99N,112.90E
1835-01-01,-13.384,2.412,Jining,China,40.99N,112.90E
1835-02-01,-9.267999999999999,2.94,Jining,China,40.99N,112.90E
1835-03-01,-4.3100000000000005,2.479,Jining,China,40.99N,112.90E
1835-04-01,4.884,2.037,Jining,China,40.99N,112.90E
1835-05-01,10.972999999999999,1.643,Jining,China,40.99N,112.90E
1835-06-01,15.969,2.095,Jining,China,40.99N,112.90E
1835-07-01,18.06,1.8630000000000002,Jining,China,40.99N,112.90E
1835-08-01,15.582,1.5530000000000002,Jining,China,40.99N,112.90E
1835-09-01,9.873,1.8030000000000002,Jining,China,40.99N,112.90E
1835-10-01,2.4659999999999997,2.1959999999999997,Jining,China,40.99N,112.90E
1835-11-01,-5.895,2.191,Jining,China,40.99N,112.90E
1835-12-01,-12.879000000000001,2.787,Jining,China,40.99N,112.90E
1836-01-01,-13.940999999999999,2.367,Jining,China,40.99N,112.90E
1836-02-01,-11.202,2.465,Jining,China,40.99N,112.90E
1836-03-01,-2.8080000000000003,2.037,Jining,China,40.99N,112.90E
1836-04-01,4.0939999999999985,1.9569999999999999,Jining,China,40.99N,112.90E
1836-05-01,11.274,1.8659999999999999,Jining,China,40.99N,112.90E
1836-06-01,16.467000000000002,1.7590000000000001,Jining,China,40.99N,112.90E
1836-07-01,18.957,1.569,Jining,China,40.99N,112.90E
1836-08-01,16.927,1.8659999999999999,Jining,China,40.99N,112.90E
1836-09-01,10.603,2.37,Jining,China,40.99N,112.90E
1836-10-01,4.399,2.468,Jining,China,40.99N,112.90E
1836-11-01,-7.0779999999999985,2.719,Jining,China,40.99N,112.90E
1836-12-01,-11.462,2.477,Jining,China,40.99N,112.90E
1837-01-01,-14.600999999999999,2.329,Jining,China,40.99N,112.90E
1837-02-01,-10.572,2.436,Jining,China,40.99N,112.90E
1837-03-01,-5.1530000000000005,2.219,Jining,China,40.99N,112.90E
1837-04-01,2.777,2.095,Jining,China,40.99N,112.90E
1837-05-01,11.097,2.07,Jining,China,40.99N,112.90E
1837-06-01,15.998,1.729,Jining,China,40.99N,112.90E
1837-07-01,19.56,1.851,Jining,China,40.99N,112.90E
1837-08-01,17.344,1.5619999999999998,Jining,China,40.99N,112.90E
1837-09-01,10.839,1.5830000000000002,Jining,China,40.99N,112.90E
1837-10-01,3.62,1.7480000000000002,Jining,China,40.99N,112.90E
1837-11-01,-6.533,2.176,Jining,China,40.99N,112.90E
1837-12-01,-11.152000000000001,2.226,Jining,China,40.99N,112.90E
1838-01-01,-16.98,2.7539999999999996,Jining,China,40.99N,112.90E
1838-02-01,-11.902999999999999,2.497,Jining,China,40.99N,112.90E
1838-03-01,-4.025,2.702,Jining,China,40.99N,112.90E
1838-04-01,4.833,2.229,Jining,China,40.99N,112.90E
1838-05-01,10.839,1.6380000000000001,Jining,China,40.99N,112.90E
1838-06-01,16.977,1.6019999999999999,Jining,China,40.99N,112.90E
1838-07-01,20.167,1.683,Jining,China,40.99N,112.90E
1838-08-01,17.775000000000006,1.676,Jining,China,40.99N,112.90E
1838-09-01,11.351,1.604,Jining,China,40.99N,112.90E
1838-10-01,4.063,2.211,Jining,China,40.99N,112.90E
1838-11-01,-5.8599999999999985,3.233,Jining,China,40.99N,112.90E
1838-12-01,-11.715,2.3680000000000003,Jining,China,40.99N,112.90E
1839-01-01,-14.753,2.028,Jining,China,40.99N,112.90E
1839-02-01,-10.984000000000002,2.557,Jining,China,40.99N,112.90E
1839-03-01,-5.737,2.241,Jining,China,40.99N,112.90E
1839-04-01,3.7260000000000004,2.086,Jining,China,40.99N,112.90E
1839-05-01,10.63,1.6469999999999998,Jining,China,40.99N,112.90E
1839-06-01,16.766000000000002,1.492,Jining,China,40.99N,112.90E
1839-07-01,19.065,2.359,Jining,China,40.99N,112.90E
1839-08-01,17.34,1.735,Jining,China,40.99N,112.90E
1839-09-01,11.742,1.453,Jining,China,40.99N,112.90E
1839-10-01,2.262,2.6639999999999997,Jining,China,40.99N,112.90E
1839-11-01,-6.492000000000001,2.279,Jining,China,40.99N,112.90E
1839-12-01,-14.635,2.572,Jining,China,40.99N,112.90E
1840-01-01,-14.507,3.241,Jining,China,40.99N,112.90E
1840-02-01,-11.377,2.616,Jining,China,40.99N,112.90E
1840-03-01,-5.34,2.019,Jining,China,40.99N,112.90E
1840-04-01,5.223,2.023,Jining,China,40.99N,112.90E
1840-05-01,12.138000000000002,2.22,Jining,China,40.99N,112.90E
1840-06-01,17.279,2.055,Jining,China,40.99N,112.90E
1840-07-01,20.17,1.751,Jining,China,40.99N,112.90E
1840-08-01,17.585,2.074,Jining,China,40.99N,112.90E
1840-09-01,11.307,1.5490000000000002,Jining,China,40.99N,112.90E
1840-10-01,2.627,1.974,Jining,China,40.99N,112.90E
1840-11-01,-5.461,2.717,Jining,China,40.99N,112.90E
1840-12-01,-13.029000000000002,2.4330000000000003,Jining,China,40.99N,112.90E
1841-01-01,-17.139,1.742,Jining,China,40.99N,112.90E
1841-02-01,-11.497,1.324,Jining,China,40.99N,112.90E
1841-03-01,-6.783,2.26,Jining,China,40.99N,112.90E
1841-04-01,3.5639999999999996,1.95,Jining,China,40.99N,112.90E
1841-05-01,11.229,1.17,Jining,China,40.99N,112.90E
1841-06-01,15.453,3.987,Jining,China,40.99N,112.90E
1841-07-01,18.846,2.115,Jining,China,40.99N,112.90E
1841-08-01,16.192,2.6,Jining,China,40.99N,112.90E
1841-09-01,10.602,1.1079999999999999,Jining,China,40.99N,112.90E
1841-10-01,3.029,1.402,Jining,China,40.99N,112.90E
1841-11-01,-6.212000000000001,1.121,Jining,China,40.99N,112.90E
1841-12-01,-14.552,3.3139999999999996,Jining,China,40.99N,112.90E
1842-01-01,-14.229,1.9180000000000001,Jining,China,40.99N,112.90E
1842-02-01,-10.777,1.2690000000000001,Jining,China,40.99N,112.90E
1842-03-01,-1.9880000000000002,1.224,Jining,China,40.99N,112.90E
1842-04-01,6.176,1.119,Jining,China,40.99N,112.90E
1842-05-01,11.129,0.945,Jining,China,40.99N,112.90E
1842-06-01,16.623,1.087,Jining,China,40.99N,112.90E
1842-07-01,17.688,1.655,Jining,China,40.99N,112.90E
1842-08-01,16.262,1.702,Jining,China,40.99N,112.90E
1842-09-01,11.614,0.9440000000000001,Jining,China,40.99N,112.90E
1842-10-01,3.367,1.325,Jining,China,40.99N,112.90E
1842-11-01,-5.718,1.317,Jining,China,40.99N,112.90E
1842-12-01,-10.882,1.5390000000000001,Jining,China,40.99N,112.90E
1843-01-01,-13.894,1.38,Jining,China,40.99N,112.90E
1843-02-01,-8.578000000000001,1.652,Jining,China,40.99N,112.90E
1843-03-01,-3.0439999999999996,3.241,Jining,China,40.99N,112.90E
1843-04-01,5.9209999999999985,1.798,Jining,China,40.99N,112.90E
1843-05-01,10.655,0.905,Jining,China,40.99N,112.90E
1843-06-01,15.275,1.3869999999999998,Jining,China,40.99N,112.90E
1843-07-01,18.636,2.346,Jining,China,40.99N,112.90E
1843-08-01,17.218,0.97,Jining,China,40.99N,112.90E
1843-09-01,11.706,1.2309999999999999,Jining,China,40.99N,112.90E
1843-10-01,2.725,2.648,Jining,China,40.99N,112.90E
1843-11-01,-5.767,1.446,Jining,China,40.99N,112.90E
1843-12-01,-10.32,1.489,Jining,China,40.99N,112.90E
1844-01-01,-12.850999999999999,1.281,Jining,China,40.99N,112.90E
1844-02-01,-9.722999999999999,4.635,Jining,China,40.99N,112.90E
1844-03-01,-2.31,1.4409999999999998,Jining,China,40.99N,112.90E
1844-04-01,3.919,1.443,Jining,China,40.99N,112.90E
1844-05-01,10.421,1.54,Jining,China,40.99N,112.90E
1844-06-01,16.062,1.3330000000000002,Jining,China,40.99N,112.90E
1844-07-01,18.366,1.984,Jining,China,40.99N,112.90E
1844-08-01,17.547,0.759,Jining,China,40.99N,112.90E
1844-09-01,11.152000000000001,1.015,Jining,China,40.99N,112.90E
1844-10-01,4.729,1.05,Jining,China,40.99N,112.90E
1844-11-01,-3.047,2.923,Jining,China,40.99N,112.90E
1844-12-01,-12.917,1.505,Jining,China,40.99N,112.90E
1845-01-01,-12.62,1.847,Jining,China,40.99N,112.90E
1845-02-01,-10.859000000000002,3.48,Jining,China,40.99N,112.90E
1845-03-01,-2.9610000000000003,1.659,Jining,China,40.99N,112.90E
1845-04-01,4.824,1.165,Jining,China,40.99N,112.90E
1845-05-01,12.481000000000002,1.8090000000000002,Jining,China,40.99N,112.90E
1845-06-01,18.26,2.2159999999999997,Jining,China,40.99N,112.90E
1845-07-01,18.961,1.5959999999999999,Jining,China,40.99N,112.90E
1845-08-01,16.412000000000006,1.193,Jining,China,40.99N,112.90E
1845-09-01,11.334000000000001,1.031,Jining,China,40.99N,112.90E
1845-10-01,3.425,1.449,Jining,China,40.99N,112.90E
1845-11-01,-4.905,1.28,Jining,China,40.99N,112.90E
1845-12-01,-15.594000000000001,3.1060000000000003,Jining,China,40.99N,112.90E
1846-01-01,-14.012,2.66,Jining,China,40.99N,112.90E
1846-02-01,-8.606000000000002,3.9610000000000003,Jining,China,40.99N,112.90E
1846-03-01,-2.656,2.0380000000000003,Jining,China,40.99N,112.90E
1846-04-01,3.753,1.2690000000000001,Jining,China,40.99N,112.90E
1846-05-01,10.279000000000002,1.95,Jining,China,40.99N,112.90E
1846-06-01,17.794,1.5590000000000002,Jining,China,40.99N,112.90E
1846-07-01,20.191,1.035,Jining,China,40.99N,112.90E
1846-08-01,17.94,1.035,Jining,China,40.99N,112.90E
1846-09-01,12.473,1.225,Jining,China,40.99N,112.90E
1846-10-01,3.7760000000000002,1.35,Jining,China,40.99N,112.90E
1846-11-01,-5.513,1.278,Jining,China,40.99N,112.90E
1846-12-01,-10.114,2.807,Jining,China,40.99N,112.90E
1847-01-01,-12.634,1.571,Jining,China,40.99N,112.90E
1847-02-01,-10.07,1.636,Jining,China,40.99N,112.90E
1847-03-01,-4.001,2.157,Jining,China,40.99N,112.90E
1847-04-01,5.7959999999999985,2.106,Jining,China,40.99N,112.90E
1847-05-01,11.493,0.983,Jining,China,40.99N,112.90E
1847-06-01,16.262,1.35,Jining,China,40.99N,112.90E
1847-07-01,19.489,2.521,Jining,China,40.99N,112.90E
1847-08-01,16.659000000000002,1.0859999999999999,Jining,China,40.99N,112.90E
1847-09-01,11.23,1.115,Jining,China,40.99N,112.90E
