,23.428,1.442,Udupi,India,13.66N,75.14E
1862-03-01,-7.4769999999999985,0.8109999999999999,Ufa,Russia,55.45N,56.69E
1862-04-01,2.89,1.129,Ufa,Russia,55.45N,56.69E
1862-05-01,6.915,2.064,Ufa,Russia,55.45N,56.69E
1862-06-01,14.178999999999998,1.7369999999999999,Ufa,Russia,55.45N,56.69E
1862-07-01,18.75,0.883,Ufa,Russia,55.45N,56.69E
1862-08-01,13.552,0.9620000000000001,Ufa,Russia,55.45N,56.69E
1862-09-01,9.606,1.065,Ufa,Russia,55.45N,56.69E
1862-10-01,-1.0990000000000002,1.3259999999999998,Ufa,Russia,55.45N,56.69E
1862-11-01,-7.933999999999998,0.9059999999999999,Ufa,Russia,55.45N,56.69E
1862-12-01,-16.796,2.173,Ufa,Russia,55.45N,56.69E
1863-01-01,-8.464,2.218,Ufa,Russia,55.45N,56.69E
1863-02-01,-12.198,3.0869999999999997,Ufa,Russia,55.45N,56.69E
1863-03-01,-7.119,0.597,Ufa,Russia,55.45N,56.69E
1863-04-01,3.5439999999999996,1.3319999999999999,Ufa,Russia,55.45N,56.69E
1863-05-01,14.775,0.6509999999999999,Ufa,Russia,55.45N,56.69E
1863-06-01,14.426999999999998,1.439,Ufa,Russia,55.45N,56.69E
1863-07-01,18.982,1.544,Ufa,Russia,55.45N,56.69E
1863-08-01,17.003,1.062,Ufa,Russia,55.45N,56.69E
1863-09-01,10.675999999999998,1.69,Ufa,Russia,55.45N,56.69E
1863-10-01,1.101,1.446,Ufa,Russia,55.45N,56.69E
1863-11-01,-5.1770000000000005,1.3880000000000001,Ufa,Russia,55.45N,56.69E
1863-12-01,-12.625,1.4480000000000002,Ufa,Russia,55.45N,56.69E
1864-01-01,-19.340999999999998,0.861,Ufa,Russia,55.45N,56.69E
1864-02-01,-12.847000000000001,1.652,Ufa,Russia,55.45N,56.69E
1864-03-01,-5.475999999999999,0.816,Ufa,Russia,55.45N,56.69E
1864-04-01,4.727,1.268,Ufa,Russia,55.45N,56.69E
1864-05-01,13.43,0.706,Ufa,Russia,55.45N,56.69E
1864-06-01,19.663,1.006,Ufa,Russia,55.45N,56.69E
1864-07-01,19.427,0.795,Ufa,Russia,55.45N,56.69E
1864-08-01,19.084,1.148,Ufa,Russia,55.45N,56.69E
1864-09-01,9.33,1.276,Ufa,Russia,55.45N,56.69E
1864-10-01,-0.218,0.721,Ufa,Russia,55.45N,56.69E
1864-11-01,-10.297,0.9790000000000001,Ufa,Russia,55.45N,56.69E
1864-12-01,-15.174000000000001,1.368,Ufa,Russia,55.45N,56.69E
1865-01-01,-11.515,1.229,Ufa,Russia,55.45N,56.69E
1865-02-01,-16.009,1.324,Ufa,Russia,55.45N,56.69E
1865-03-01,-9.374,0.9440000000000001,Ufa,Russia,55.45N,56.69E
1865-04-01,1.2759999999999998,1.171,Ufa,Russia,55.45N,56.69E
1865-05-01,7.835,1.265,Ufa,Russia,55.45N,56.69E
1865-06-01,16.907999999999998,0.767,Ufa,Russia,55.45N,56.69E
1865-07-01,17.516000000000002,0.816,Ufa,Russia,55.45N,56.69E
1865-08-01,16.194000000000003,1.2830000000000001,Ufa,Russia,55.45N,56.69E
1865-09-01,9.359,0.585,Ufa,Russia,55.45N,56.69E
1865-10-01,-0.2269999999999999,0.9390000000000001,Ufa,Russia,55.45N,56.69E
1865-11-01,-4.961,1.0070000000000001,Ufa,Russia,55.45N,56.69E
1865-12-01,-13.347000000000001,1.334,Ufa,Russia,55.45N,56.69E
1866-01-01,-11.033,1.281,Ufa,Russia,55.45N,56.69E
1866-02-01,-16.929000000000002,0.883,Ufa,Russia,55.45N,56.69E
1866-03-01,-6.2639999999999985,1.328,Ufa,Russia,55.45N,56.69E
1866-04-01,0.359,0.9440000000000001,Ufa,Russia,55.45N,56.69E
1866-05-01,12.984000000000002,1.4780000000000002,Ufa,Russia,55.45N,56.69E
1866-06-01,14.416,1.2670000000000001,Ufa,Russia,55.45N,56.69E
1866-07-01,19.663,0.731,Ufa,Russia,55.45N,56.69E
1866-08-01,15.74,1.21,Ufa,Russia,55.45N,56.69E
1866-09-01,11.079,0.38299999999999995,Ufa,Russia,55.45N,56.69E
1866-10-01,-0.593,0.371,Ufa,Russia,55.45N,56.69E
1866-11-01,-4.184,0.622,Ufa,Russia,55.45N,56.69E
1866-12-01,-10.338,0.956,Ufa,Russia,55.45N,56.69E
1867-01-01,-12.931,1.8330000000000002,Ufa,Russia,55.45N,56.69E
1867-02-01,-14.085,0.852,Ufa,Russia,55.45N,56.69E
1867-03-01,-10.385,1.442,Ufa,Russia,55.45N,56.69E
1867-04-01,3.593,1.359,Ufa,Russia,55.45N,56.69E
1867-05-01,8.847999999999997,0.436,Ufa,Russia,55.45N,56.69E
1867-06-01,17.264999999999993,0.867,Ufa,Russia,55.45N,56.69E
1867-07-01,19.46,0.961,Ufa,Russia,55.45N,56.69E
1867-08-01,15.98,0.826,Ufa,Russia,55.45N,56.69E
1867-09-01,10.648,0.6990000000000001,Ufa,Russia,55.45N,56.69E
1867-10-01,3.283,0.852,Ufa,Russia,55.45N,56.69E
1867-11-01,-3.117,1.785,Ufa,Russia,55.45N,56.69E
1867-12-01,-11.759,2.0,Ufa,Russia,55.45N,56.69E
1868-01-01,-17.024,2.6919999999999997,Ufa,Russia,55.45N,56.69E
1868-02-01,-15.057,1.43,Ufa,Russia,55.45N,56.69E
1868-03-01,-8.520999999999999,1.131,Ufa,Russia,55.45N,56.69E
1868-04-01,2.84,1.133,Ufa,Russia,55.45N,56.69E
1868-05-01,10.645999999999999,0.716,Ufa,Russia,55.45N,56.69E
1868-06-01,15.742,1.1320000000000001,Ufa,Russia,55.45N,56.69E
1868-07-01,18.205,0.589,Ufa,Russia,55.45N,56.69E
1868-08-01,16.581,0.912,Ufa,Russia,55.45N,56.69E
1868-09-01,9.727,1.033,Ufa,Russia,55.45N,56.69E
1868-10-01,2.88,1.094,Ufa,Russia,55.45N,56.69E
1868-11-01,-6.192,1.369,Ufa,Russia,55.45N,56.69E
1868-12-01,-13.06,1.5659999999999998,Ufa,Russia,55.45N,56.69E
1869-01-01,-18.991,1.083,Ufa,Russia,55.45N,56.69E
1869-02-01,-9.463,1.656,Ufa,Russia,55.45N,56.69E
1869-03-01,-10.628,2.142,Ufa,Russia,55.45N,56.69E
1869-04-01,1.0699999999999998,1.595,Ufa,Russia,55.45N,56.69E
1869-05-01,9.841000000000001,0.684,Ufa,Russia,55.45N,56.69E
1869-06-01,19.369,1.291,Ufa,Russia,55.45N,56.69E
1869-07-01,19.727,0.865,Ufa,Russia,55.45N,56.69E
1869-08-01,20.464000000000002,1.4409999999999998,Ufa,Russia,55.45N,56.69E
1869-09-01,12.462,0.8009999999999999,Ufa,Russia,55.45N,56.69E
1869-10-01,3.1919999999999997,1.304,Ufa,Russia,55.45N,56.69E
1869-11-01,-1.7169999999999996,1.263,Ufa,Russia,55.45N,56.69E
1869-12-01,-11.613,1.839,Ufa,Russia,55.45N,56.69E
1870-01-01,-14.328,1.3030000000000002,Ufa,Russia,55.45N,56.69E
1870-02-01,-16.179000000000002,1.136,Ufa,Russia,55.45N,56.69E
1870-03-01,-4.712999999999999,0.6659999999999999,Ufa,Russia,55.45N,56.69E
1870-04-01,2.664,0.718,Ufa,Russia,55.45N,56.69E
1870-05-01,11.177999999999999,0.805,Ufa,Russia,55.45N,56.69E
1870-06-01,17.897000000000002,0.433,Ufa,Russia,55.45N,56.69E
1870-07-01,17.072000000000006,0.331,Ufa,Russia,55.45N,56.69E
1870-08-01,14.467,0.6509999999999999,Ufa,Russia,55.45N,56.69E
1870-09-01,10.06,0.5579999999999999,Ufa,Russia,55.45N,56.69E
1870-10-01,-0.3610000000000002,1.035,Ufa,Russia,55.45N,56.69E
1870-11-01,-6.941,2.121,Ufa,Russia,55.45N,56.69E
1870-12-01,-18.326,1.35,Ufa,Russia,55.45N,56.69E
1871-01-01,-19.533,1.4069999999999998,Ufa,Russia,55.45N,56.69E
1871-02-01,-20.87,1.357,Ufa,Russia,55.45N,56.69E
1871-03-01,-7.540999999999999,0.5479999999999999,Ufa,Russia,55.45N,56.69E
1871-04-01,6.1770000000000005,1.73,Ufa,Russia,55.45N,56.69E
1871-05-01,8.873999999999997,1.129,Ufa,Russia,55.45N,56.69E
1871-06-01,15.570999999999998,0.75,Ufa,Russia,55.45N,56.69E
1871-07-01,18.566000000000006,0.386,Ufa,Russia,55.45N,56.69E
1871-08-01,16.305,1.12,Ufa,Russia,55.45N,56.69E
1871-09-01,9.181000000000001,0.376,Ufa,Russia,55.45N,56.69E
1871-10-01,2.1719999999999997,0.9309999999999999,Ufa,Russia,55.45N,56.69E
1871-11-01,-4.915,1.041,Ufa,Russia,55.45N,56.69E
1871-12-01,-10.116,2.2030000000000003,Ufa,Russia,55.45N,56.69E
1872-01-01,-16.462,1.78,Ufa,Russia,55.45N,56.69E
1872-02-01,-19.319000000000003,2.066,Ufa,Russia,55.45N,56.69E
1872-03-01,-6.9,1.345,Ufa,Russia,55.45N,56.69E
1872-04-01,4.708,1.9969999999999999,Ufa,Russia,55.45N,56.69E
1872-05-01,12.741,0.9309999999999999,Ufa,Russia,55.45N,56.69E
1872-06-01,13.953,0.647,Ufa,Russia,55.45N,56.69E
1872-07-01,17.408,0.9490000000000001,Ufa,Russia,55.45N,56.69E
1872-08-01,16.798000000000002,1.112,Ufa,Russia,55.45N,56.69E
1872-09-01,7.962999999999999,0.6809999999999999,Ufa,Russia,55.45N,56.69E
1872-10-01,3.4210000000000003,0.7020000000000001,Ufa,Russia,55.45N,56.69E
1872-11-01,-4.794,1.6440000000000001,Ufa,Russia,55.45N,56.69E
1872-12-01,-11.043,2.403,Ufa,Russia,55.45N,56.69E
1873-01-01,-14.687999999999999,1.172,Ufa,Russia,55.45N,56.69E
1873-02-01,-12.902000000000001,1.435,Ufa,Russia,55.45N,56.69E
1873-03-01,-11.382,1.1840000000000002,Ufa,Russia,55.45N,56.69E
1873-04-01,-1.4539999999999995,0.8320000000000001,Ufa,Russia,55.45N,56.69E
1873-05-01,11.95,1.172,Ufa,Russia,55.45N,56.69E
1873-06-01,17.139,0.688,Ufa,Russia,55.45N,56.69E
1873-07-01,16.273,0.627,Ufa,Russia,55.45N,56.69E
1873-08-01,16.055999999999997,0.598,Ufa,Russia,55.45N,56.69E
1873-09-01,6.7170000000000005,0.9840000000000001,Ufa,Russia,55.45N,56.69E
1873-10-01,3.4530000000000003,0.727,Ufa,Russia,55.45N,56.69E
1873-11-01,-5.946000000000001,1.1320000000000001,Ufa,Russia,55.45N,56.69E
1873-12-01,-9.902,0.905,Ufa,Russia,55.45N,56.69E
1874-01-01,-13.182,1.8969999999999998,Ufa,Russia,55.45N,56.69E
1874-02-01,-13.343,0.442,Ufa,Russia,55.45N,56.69E
1874-03-01,-7.188,0.823,Ufa,Russia,55.45N,56.69E
1874-04-01,2.591,0.44299999999999995,Ufa,Russia,55.45N,56.69E
1874-05-01,13.615,1.051,Ufa,Russia,55.45N,56.69E
1874-06-01,15.214,0.72,Ufa,Russia,55.45N,56.69E
1874-07-01,15.754,0.682,Ufa,Russia,55.45N,56.69E
1874-08-01,16.664,0.659,Ufa,Russia,55.45N,56.69E
1874-09-01,10.4,0.21,Ufa,Russia,55.45N,56.69E
1874-10-01,1.8019999999999998,0.531,Ufa,Russia,55.45N,56.69E
1874-11-01,-4.052,1.2830000000000001,Ufa,Russia,55.45N,56.69E
1874-12-01,-9.592,2.114,Ufa,Russia,55.45N,56.69E
1875-01-01,-16.968,1.383,Ufa,Russia,55.45N,56.69E
1875-02-01,-14.656,1.8090000000000002,Ufa,Russia,55.45N,56.69E
1875-03-01,-11.172,1.065,Ufa,Russia,55.45N,56.69E
1875-04-01,1.614,0.597,Ufa,Russia,55.45N,56.69E
1875-05-01,9.974,0.48700000000000004,Ufa,Russia,55.45N,56.69E
1875-06-01,14.598999999999998,0.807,Ufa,Russia,55.45N,56.69E
1875-07-01,16.748,0.789,Ufa,Russia,55.45N,56.69E
1875-08-01,15.302,0.643,Ufa,Russia,55.45N,56.69E
1875-09-01,7.590999999999998,0.863,Ufa,Russia,55.45N,56.69E
1875-10-01,0.4609999999999999,0.405,Ufa,Russia,55.45N,56.69E
1875-11-01,-7.8279999999999985,0.617,Ufa,Russia,55.45N,56.69E
1875-12-01,-19.472,1.2819999999999998,Ufa,Russia,55.45N,56.69E
1876-01-01,-15.995999999999999,1.5030000000000001,Ufa,Russia,55.45N,56.69E
1876-02-01,-13.48,0.955,Ufa,Russia,55.45N,56.69E
1876-03-01,-4.0219999999999985,3.508,Ufa,Russia,55.45N,56.69E
1876-04-01,2.188,1.334,Ufa,Russia,55.45N,56.69E
1876-05-01,8.825,0.573,Ufa,Russia,55.45N,56.69E
1876-06-01,16.83,0.46299999999999997,Ufa,Russia,55.45N,56.69E
1876-07-01,18.923,0.855,Ufa,Russia,55.45N,56.69E
1876-08-01,16.171,0.545,Ufa,Russia,55.45N,56.69E
1876-09-01,13.067,1.4080000000000001,Ufa,Russia,55.45N,56.69E
1876-10-01,-0.05600000000000005,1.993,Ufa,Russia,55.45N,56.69E
1876-11-01,-7.502000000000001,1.47,Ufa,Russia,55.45N,56.69E
1876-12-01,-20.624,1.57,Ufa,Russia,55.45N,56.69E
1877-01-01,-14.799000000000001,2.496,Ufa,Russia,55.45N,56.69E
1877-02-01,-17.166999999999998,1.1909999999999998,Ufa,Russia,55.45N,56.69E
1877-03-01,-4.925,1.105,Ufa,Russia,55.45N,56.69E
1877-04-01,1.257,1.775,Ufa,Russia,55.45N,56.69E
1877-05-01,10.649000000000001,1.976,Ufa,Russia,55.45N,56.69E
1877-06-01,15.293,0.76,Ufa,Russia,55.45N,56.69E
1877-07-01,19.989,0.987,Ufa,Russia,55.45N,56.69E
1877-08-01,15.636,1.043,Ufa,Russia,55.45N,56.69E
1877-09-01,9.096,1.033,Ufa,Russia,55.45N,56.69E
1877-10-01,2.185,0.67,Ufa,Russia,55.45N,56.69E
1877-11-01,-2.747,2.6210000000000004,Ufa,Russia,55.45N,56.69E
1877-12-01,-14.838,2.1719999999999997,Ufa,Russia,55.45N,56.69E
1878-01-01,-15.845999999999998,1.932,Ufa,Russia,55.45N,56.69E
1878-02-01,-11.053,1.4140000000000001,Ufa,Russia,55.45N,56.69E
1878-03-01,-2.8669999999999995,1.5930000000000002,Ufa,Russia,55.45N,56.69E
1878-04-01,2.582,1.0270000000000001,Ufa,Russia,55.45N,56.69E
1878-05-01,10.81,0.9470000000000001,Ufa,Russia,55.45N,56.69E
1878-06-01,18.639,1.8630000000000002,Ufa,Russia,55.45N,56.69E
1878-07-01,18.074,1.273,Ufa,Russia,55.45N,56.69E
1878-08-01,14.652,0.862,Ufa,Russia,55.45N,56.69E
1878-09-01,10.87,0.909,Ufa,Russia,55.45N,56.69E
1878-10-01,4.468,2.293,Ufa,Russia,55.45N,56.69E
1878-11-01,-1.4859999999999998,2.302,Ufa,Russia,55.45N,56.69E
1878-12-01,-7.517,3.872,Ufa,Russia,55.45N,56.69E
1879-01-01,-14.690999999999999,2.8710000000000004,Ufa,Russia,55.45N,56.69E
1879-02-01,-11.797,1.06,Ufa,Russia,55.45N,56.69E
1879-03-01,-7.042000000000001,2.585,Ufa,Russia,55.45N,56.69E
1879-04-01,4.87,1.624,Ufa,Russia,55.45N,56.69E
1879-05-01,13.402000000000001,1.219,Ufa,Russia,55.45N,56.69E
1879-06-01,14.114999999999998,1.094,Ufa,Russia,55.45N,56.69E
1879-07-01,18.328,1.3030000000000002,Ufa,Russia,55.45N,56.69E
1879-08-01,14.227,1.178,Ufa,Russia,55.45N,56.69E
1879-09-01,9.021,0.805,Ufa,Russia,55.45N,56.69E
1879-10-01,4.6720000000000015,1.807,Ufa,Russia,55.45N,56.69E
1879-11-01,-7.4270000000000005,1.723,Ufa,Russia,55.45N,56.69E
1879-12-01,-15.667,2.271,Ufa,Russia,55.45N,56.69E
1880-01-01,-17.910999999999998,1.222,Ufa,Russia,55.45N,56.69E
1880-02-01,-14.645,2.016,Ufa,Russia,55.45N,56.69E
1880-03-01,-10.546,2.222,Ufa,Russia,55.45N,56.69E
1880-04-01,-2.5200000000000005,1.886,Ufa,Russia,55.45N,56.69E
1880-05-01,12.25,0.894,Ufa,Russia,55.45N,56.69E
1880-06-01,14.809000000000001,0.46399999999999997,Ufa,Russia,55.45N,56.69E
1880-07-01,18.465999999999998,0.679,Ufa,Russia,55.45N,56.69E
1880-08-01,16.703,0.6559999999999999,Ufa,Russia,55.45N,56.69E
1880-09-01,10.748,0.86,Ufa,Russia,55.45N,56.69E
1880-10-01,0.7649999999999999,1.11,Ufa,Russia,55.45N,56.69E
1880-11-01,-3.391,1.035,Ufa,Russia,55.45N,56.69E
1880-12-01,-9.432,0.97,Ufa,Russia,55.45N,56.69E
1881-01-01,-15.482999999999999,1.885,Ufa,Russia,55.45N,56.69E
1881-02-01,-13.798,1.308,Ufa,Russia,55.45N,56.69E
1881-03-01,-7.249,0.9940000000000001,Ufa,Russia,55.45N,56.69E
1881-04-01,4.5089999999999995,0.943,Ufa,Russia,55.45N,56.69E
1881-05-01,12.235999999999999,0.899,Ufa,Russia,55.45N,56.69E
1881-06-01,15.011,0.626,Ufa,Russia,55.45N,56.69E
1881-07-01,17.795,1.6880000000000002,Ufa,Russia,55.45N,56.69E
1881-08-01,16.849,0.84,Ufa,Russia,55.45N,56.69E
1881-09-01,6.518999999999999,0.685,Ufa,Russia,55.45N,56.69E
1881-10-01,0.726,0.674,Ufa,Russia,55.45N,56.69E
1881-11-01,-8.181000000000001,0.602,Ufa,Russia,55.45N,56.69E
1881-12-01,-14.689,0.998,Ufa,Russia,55.45N,56.69E
1882-01-01,-11.612,1.1159999999999999,Ufa,Russia,55.45N,56.69E
1882-02-01,-12.446,1.031,Ufa,Russia,55.45N,56.69E
1882-03-01,-5.6469999999999985,0.865,Ufa,Russia,55.45N,56.69E
1882-04-01,-0.6859999999999999,0.773,Ufa,Russia,55.45N,56.69E
1882-05-01,11.636,0.6759999999999999,Ufa,Russia,55.45N,56.69E
1882-06-01,15.812000000000001,0.7290000000000001,Ufa,Russia,55.45N,56.69E
1882-07-01,18.18,0.59,Ufa,Russia,55.45N,56.69E
1882-08-01,17.117,0.78,Ufa,Russia,55.45N,56.69E
1882-09-01,9.853,0.59,Ufa,Russia,55.45N,56.69E
1882-10-01,-2.7390000000000003,0.624,Ufa,Russia,55.45N,56.69E
1882-11-01,-3.819,1.075,Ufa,Russia,55.45N,56.69E
1882-12-01,-16.146,1.11,Ufa,Russia,55.45N,56.69E
1883-01-01,-19.721,1.1520000000000001,Ufa,Russia,55.45N,56.69E
1883-02-01,-13.385,1.456,Ufa,Russia,55.45N,56.69E
1883-03-01,-6.787000000000001,0.934,Ufa,Russia,55.45N,56.69E
1883-04-01,0.8559999999999999,1.5219999999999998,Ufa,Russia,55.45N,56.69E
1883-05-01,13.764000000000001,0.732,Ufa,Russia,55.45N,56.69E
1883-06-01,16.567,0.912,Ufa,Russia,55.45N,56.69E
1883-07-01,17.852,0.7240000000000001,Ufa,Russia,55.45N,56.69E
1883-08-01,14.492,0.473,Ufa,Russia,55.45N,56.69E
1883-09-01,10.075,0.5329999999999999,Ufa,Russia,55.45N,56.69E
1883-10-01,2.569,0.349,Ufa,Russia,55.45N,56.69E
1883-11-01,-5.132000000000001,0.511,Ufa,Russia,55.45N,56.69E
1883-12-01,-9.83,1.465,Ufa,Russia,55.45N,56.69E
1884-01-01,-14.023,0.6970000000000001,Ufa,Russia,55.45N,56.69E
1884-02-01,-15.115,1.3619999999999999,Ufa,Russia,55.45N,56.69E
1884-03-01,-10.893999999999998,1.379,Ufa,Russia,55.45N,56.69E
1884-04-01,-1.7480000000000002,0.948,Ufa,Russia,55.45N,56.69E
1884-05-01,8.847000000000001,0.638,Ufa,Russia,55.45N,56.69E
1884-06-01,14.877999999999998,0.7909999999999999,Ufa,Russia,55.45N,56.69E
1884-07-01,17.387,0.968,Ufa,Russia,55.45N,56.69E
1884-08-01,12.509,0.99,Ufa,Russia,55.45N,56.69E
1884-09-01,5.869999999999999,0.7190000000000001,Ufa,Russia,55.45N,56.69E
1884-10-01,3.826,0.782,Ufa,Russia,55.45N,56.69E
1884-11-01,-4.916,1.107,Ufa,Russia,55.45N,56.69E
1884-12-01,-8.024000000000001,1.105,Ufa,Russia,55.45N,56.69E
1885-01-01,-19.758,0.998,Ufa,Russia,55.45N,56.69E
1885-02-01,-11.813,0.8220000000000001,Ufa,Russia,55.45N,56.69E
1885-03-01,-6.3809999999999985,1.165,Ufa,Russia,55.45N,56.69E
1885-04-01,0.2879999999999998,1.4,Ufa,Russia,55.45N,56.69E
1885-05-01,11.412,0.5660000000000001,Ufa,Russia,55.45N,56.69E
1885-06-01,14.79,0.7709999999999999,Ufa,Russia,55.45N,56.69E
1885-07-01,18.342,1.476,Ufa,Russia,55.45N,56.69E
1885-08-01,13.745999999999999,1.113,Ufa,Russia,55.45N,56.69E
1885-09-01,8.780999999999999,0.69,Ufa,Russia,55.45N,56.69E
1885-10-01,1.452,0.564,Ufa,Russia,55.45N,56.69E
1885-11-01,-9.167,0.723,Ufa,Russia,55.45N,56.69E
1885-12-01,-10.864,1.15,Ufa,Russia,55.45N,56.69E
1886-01-01,-13.142000000000001,1.365,Ufa,Russia,55.45N,56.69E
1886-02-01,-16.829,1.449,Ufa,Russia,55.45N,56.69E
1886-03-01,-9.297,0.64,Ufa,Russia,55.45N,56.69E
1886-04-01,1.205,0.805,Ufa,Russia,55.45N,56.69E
1886-05-01,9.35,0.872,Ufa,Russia,55.45N,56.69E
1886-06-01,13.634,0.557,Ufa,Russia,55.45N,56.69E
1886-07-01,17.554000000000002,0.8690000000000001,Ufa,Russia,55.45N,56.69E
1886-08-01,15.200999999999999,0.473,Ufa,Russia,55.45N,56.69E
1886-09-01,8.770999999999999,0.5539999999999999,Ufa,Russia,55.45N,56.69E
1886-10-01,-1.5290000000000001,0.8029999999999999,Ufa,Russia,55.45N,56.69E
1886-11-01,-6.643,0.6990000000000001,Ufa,Russia,55.45N,56.69E
1886-12-01,-6.642,0.983,Ufa,Russia,55.45N,56.69E
1887-01-01,-16.949,0.8540000000000001,Ufa,Russia,55.45N,56.69E
1887-02-01,-11.511,1.133,Ufa,Russia,55.45N,56.69E
1887-03-01,-8.959,0.8690000000000001,Ufa,Russia,55.45N,56.69E
1887-04-01,2.115,0.557,Ufa,Russia,55.45N,56.69E
1887-05-01,13.280999999999999,0.8390000000000001,Ufa,Russia,55.45N,56.69E
1887-06-01,16.683999999999994,0.508,Ufa,Russia,55.45N,56.69E
1887-07-01,17.560000000000002,1.208,Ufa,Russia,55.45N,56.69E
1887-08-01,16.218,0.8740000000000001,Ufa,Russia,55.45N,56.69E
1887-09-01,13.609000000000002,0.753,Ufa,Russia,55.45N,56.69E
1887-10-01,1.643,0.9570000000000001,Ufa,Russia,55.45N,56.69E
1887-11-01,-4.752,1.197,Ufa,Russia,55.45N,56.69E
1887-12-01,-8.76,1.046,Ufa,Russia,55.45N,56.69E
1888-01-01,-16.406,1.4780000000000002,Ufa,Russia,55.45N,56.69E
1888-02-01,-15.682,1.618,Ufa,Russia,55.45N,56.69E
1888-03-01,-8.065,1.079,Ufa,Russia,55.45N,56.69E
1888-04-01,7.221999999999999,0.7020000000000001,Ufa,Russia,55.45N,56.69E
1888-05-01,13.174000000000001,0.581,Ufa,Russia,55.45N,56.69E
1888-06-01,15.858999999999998,1.0290000000000001,Ufa,Russia,55.45N,56.69E
1888-07-01,19.62,0.799,Ufa,Russia,55.45N,56.69E
1888-08-01,15.821000000000002,0.542,Ufa,Russia,55.45N,56.69E
1888-09-01,10.982000000000001,0.5920000000000001,Ufa,Russia,55.45N,56.69E
1888-10-01,3.3139999999999996,1.13,Ufa,Russia,55.45N,56.69E
1888-11-01,-8.363,0.927,Ufa,Russia,55.45N,56.69E
1888-12-01,-19.904,1.207,Ufa,Russia,55.45N,56.69E
1889-01-01,-17.833,0.7390000000000001,Ufa,Russia,55.45N,56.69E
1889-02-01,-11.907,1.245,Ufa,Russia,55.45N,56.69E
1889-03-01,-9.729,1.168,Ufa,Russia,55.45N,56.69E
1889-04-01,4.1610000000000005,0.828,Ufa,Russia,55.45N,56.69E
1889-05-01,12.158,0.67,Ufa,Russia,55.45N,56.69E
1889-06-01,14.653,0.597,Ufa,Russia,55.45N,56.69E
1889-07-01,17.292,0.792,Ufa,Russia,55.45N,56.69E
1889-08-01,16.497,0.615,Ufa,Russia,55.45N,56.69E
1889-09-01,10.139,0.779,Ufa,Russia,55.45N,56.69E
1889-10-01,2.681,0.647,Ufa,Russia,55.45N,56.69E
1889-11-01,-10.427,1.2670000000000001,Ufa,Russia,55.45N,56.69E
1889-12-01,-13.418,1.375,Ufa,Russia,55.45N,56.69E
1890-01-01,-14.386,1.093,Ufa,Russia,55.45N,56.69E
1890-02-01,-12.288,0.9590000000000001,Ufa,Russia,55.45N,56.69E
1890-03-01,-4.414,1.536,Ufa,Russia,55.45N,56.69E
1890-04-01,2.895,1.204,Ufa,Russia,55.45N,56.69E
1890-05-01,7.379,0.941,Ufa,Russia,55.45N,56.69E
1890-06-01,18.268,0.73,Ufa,Russia,55.45N,56.69E
1890-07-01,21.545,0.524,Ufa,Russia,55.45N,56.69E
1890-08-01,16.134,0.631,Ufa,Russia,55.45N,56.69E
1890-09-01,10.696,0.5479999999999999,Ufa,Russia,55.45N,56.69E
1890-10-01,2.672,0.473,Ufa,Russia,55.45N,56.69E
1890-11-01,-13.682,0.9540000000000001,Ufa,Russia,55.45N,56.69E
1890-12-01,-13.543,0.981,Ufa,Russia,55.45N,56.69E
1891-01-01,-21.327,0.8109999999999999,Ufa,Russia,55.45N,56.69E
1891-02-01,-13.011,0.622,Ufa,Russia,55.45N,56.69E
1891-03-01,-2.954,0.563,Ufa,Russia,55.45N,56.69E
1891-04-01,1.1149999999999998,0.6609999999999999,Ufa,Russia,55.45N,56.69E
1891-05-01,11.945,0.381,Ufa,Russia,55.45N,56.69E
1891-06-01,16.325999999999997,0.599,Ufa,Russia,55.45N,56.69E
1891-07-01,18.253,0.37200000000000005,Ufa,Russia,55.45N,56.69E
1891-08-01,15.093,0.265,Ufa,Russia,55.45N,56.69E
1891-09-01,7.699,0.247,Ufa,Russia,55.45N,56.69E
1891-10-01,-1.4280000000000002,0.757,Ufa,Russia,55.45N,56.69E
1891-11-01,-12.112,1.709,Ufa,Russia,55.45N,56.69E
1891-12-01,-10.24,1.247,Ufa,Russia,55.45N,56.69E
1892-01-01,-16.815,1.524,Ufa,Russia,55.45N,56.69E
1892-02-01,-11.787,1.4280000000000002,Ufa,Russia,55.45N,56.69E
1892-03-01,-8.965,1.7380000000000002,Ufa,Russia,55.45N,56.69E
1892-04-01,-0.6299999999999999,0.28600000000000003,Ufa,Russia,55.45N,56.69E
1892-05-01,12.712,0.486,Ufa,Russia,55.45N,56.69E
1892-06-01,16.921999999999993,0.47200000000000003,Ufa,Russia,55.45N,56.69E
1892-07-01,19.965,0.953,Ufa,Russia,55.45N,56.69E
1892-08-01,15.362,0.376,Ufa,Russia,55.45N,56.69E
1892-09-01,9.985,0.45,Ufa,Russia,55.45N,56.69E
1892-10-01,1.44,0.507,Ufa,Russia,55.45N,56.69E
1892-11-01,-6.638999999999999,1.045,Ufa,Russia,55.45N,56.69E
1892-12-01,-17.862000000000005,0.987,Ufa,Russia,55.45N,56.69E
1893-01-01,-22.936999999999998,0.877,Ufa,Russia,55.45N,56.69E
1893-02-01,-12.876,1.819,Ufa,Russia,55.45N,56.69E
1893-03-01,-3.333,0.7190000000000001,Ufa,Russia,55.45N,56.69E
1893-04-01,2.282,0.418,Ufa,Russia,55.45N,56.69E
