,23.428,1.442,Udupi,India,13.66N,75.14E
1952-01-01,17.887999999999995,0.552,Uitenhage,South Africa,34.56S,25.30E
1952-02-01,18.46,0.5329999999999999,Uitenhage,South Africa,34.56S,25.30E
1952-03-01,17.615,0.3,Uitenhage,South Africa,34.56S,25.30E
1952-04-01,17.913999999999994,0.486,Uitenhage,South Africa,34.56S,25.30E
1952-05-01,16.758,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1952-06-01,16.304000000000002,0.7959999999999999,Uitenhage,South Africa,34.56S,25.30E
1952-07-01,15.808,0.525,Uitenhage,South Africa,34.56S,25.30E
1952-08-01,15.399000000000001,0.32799999999999996,Uitenhage,South Africa,34.56S,25.30E
1952-09-01,15.32,0.675,Uitenhage,South Africa,34.56S,25.30E
1952-10-01,15.954,0.37,Uitenhage,South Africa,34.56S,25.30E
1952-11-01,16.590999999999998,0.405,Uitenhage,South Africa,34.56S,25.30E
1952-12-01,16.787000000000006,0.375,Uitenhage,South Africa,34.56S,25.30E
1953-01-01,18.654,0.635,Uitenhage,South Africa,34.56S,25.30E
1953-02-01,18.733,0.428,Uitenhage,South Africa,34.56S,25.30E
1953-03-01,18.128,0.638,Uitenhage,South Africa,34.56S,25.30E
1953-04-01,16.913,0.738,Uitenhage,South Africa,34.56S,25.30E
1953-05-01,17.782999999999994,0.45,Uitenhage,South Africa,34.56S,25.30E
1953-06-01,16.365000000000002,0.429,Uitenhage,South Africa,34.56S,25.30E
1953-07-01,15.565999999999999,0.42100000000000004,Uitenhage,South Africa,34.56S,25.30E
1953-08-01,15.027999999999999,0.446,Uitenhage,South Africa,34.56S,25.30E
1953-09-01,15.93,0.462,Uitenhage,South Africa,34.56S,25.30E
1953-10-01,15.655,0.512,Uitenhage,South Africa,34.56S,25.30E
1953-11-01,15.719000000000001,0.521,Uitenhage,South Africa,34.56S,25.30E
1953-12-01,17.320999999999998,0.623,Uitenhage,South Africa,34.56S,25.30E
1954-01-01,17.517,0.57,Uitenhage,South Africa,34.56S,25.30E
1954-02-01,18.316,0.473,Uitenhage,South Africa,34.56S,25.30E
1954-03-01,17.637999999999998,0.433,Uitenhage,South Africa,34.56S,25.30E
1954-04-01,17.049,0.389,Uitenhage,South Africa,34.56S,25.30E
1954-05-01,17.157999999999998,0.607,Uitenhage,South Africa,34.56S,25.30E
1954-06-01,15.879,0.7020000000000001,Uitenhage,South Africa,34.56S,25.30E
1954-07-01,14.238,0.449,Uitenhage,South Africa,34.56S,25.30E
1954-08-01,15.421,0.504,Uitenhage,South Africa,34.56S,25.30E
1954-09-01,15.276,0.556,Uitenhage,South Africa,34.56S,25.30E
1954-10-01,14.713,0.532,Uitenhage,South Africa,34.56S,25.30E
1954-11-01,15.739,0.479,Uitenhage,South Africa,34.56S,25.30E
1954-12-01,16.89,0.447,Uitenhage,South Africa,34.56S,25.30E
1955-01-01,17.758999999999997,0.502,Uitenhage,South Africa,34.56S,25.30E
1955-02-01,17.283,0.557,Uitenhage,South Africa,34.56S,25.30E
1955-03-01,17.772000000000002,0.424,Uitenhage,South Africa,34.56S,25.30E
1955-04-01,16.541999999999998,0.408,Uitenhage,South Africa,34.56S,25.30E
1955-05-01,17.761,0.5770000000000001,Uitenhage,South Africa,34.56S,25.30E
1955-06-01,15.847999999999999,0.452,Uitenhage,South Africa,34.56S,25.30E
1955-07-01,15.527999999999999,0.33799999999999997,Uitenhage,South Africa,34.56S,25.30E
1955-08-01,14.308,0.441,Uitenhage,South Africa,34.56S,25.30E
1955-09-01,14.575999999999999,0.578,Uitenhage,South Africa,34.56S,25.30E
1955-10-01,14.139000000000001,0.47700000000000004,Uitenhage,South Africa,34.56S,25.30E
1955-11-01,15.108,0.609,Uitenhage,South Africa,34.56S,25.30E
1955-12-01,15.981000000000002,0.574,Uitenhage,South Africa,34.56S,25.30E
1956-01-01,18.853,0.46399999999999997,Uitenhage,South Africa,34.56S,25.30E
1956-02-01,17.864,0.495,Uitenhage,South Africa,34.56S,25.30E
1956-03-01,18.394000000000002,0.732,Uitenhage,South Africa,34.56S,25.30E
1956-04-01,16.553,0.465,Uitenhage,South Africa,34.56S,25.30E
1956-05-01,15.528,0.475,Uitenhage,South Africa,34.56S,25.30E
1956-06-01,15.583000000000002,0.478,Uitenhage,South Africa,34.56S,25.30E
1956-07-01,16.048000000000002,0.655,Uitenhage,South Africa,34.56S,25.30E
1956-08-01,14.548,0.38799999999999996,Uitenhage,South Africa,34.56S,25.30E
1956-09-01,14.538,0.364,Uitenhage,South Africa,34.56S,25.30E
1956-10-01,14.896,0.41,Uitenhage,South Africa,34.56S,25.30E
1956-11-01,16.326999999999998,0.54,Uitenhage,South Africa,34.56S,25.30E
1956-12-01,15.990000000000002,0.595,Uitenhage,South Africa,34.56S,25.30E
1957-01-01,18.705,0.49700000000000005,Uitenhage,South Africa,34.56S,25.30E
1957-02-01,18.746,0.485,Uitenhage,South Africa,34.56S,25.30E
1957-03-01,17.980999999999998,0.4,Uitenhage,South Africa,34.56S,25.30E
1957-04-01,17.117,0.53,Uitenhage,South Africa,34.56S,25.30E
1957-05-01,16.816,0.752,Uitenhage,South Africa,34.56S,25.30E
1957-06-01,15.205000000000002,0.7859999999999999,Uitenhage,South Africa,34.56S,25.30E
1957-07-01,15.120999999999999,0.782,Uitenhage,South Africa,34.56S,25.30E
1957-08-01,15.710999999999999,0.665,Uitenhage,South Africa,34.56S,25.30E
1957-09-01,15.328,0.523,Uitenhage,South Africa,34.56S,25.30E
1957-10-01,14.443,0.513,Uitenhage,South Africa,34.56S,25.30E
1957-11-01,16.438,0.42,Uitenhage,South Africa,34.56S,25.30E
1957-12-01,18.256,0.516,Uitenhage,South Africa,34.56S,25.30E
1958-01-01,18.504,0.43700000000000006,Uitenhage,South Africa,34.56S,25.30E
1958-02-01,18.035,0.38799999999999996,Uitenhage,South Africa,34.56S,25.30E
1958-03-01,17.864,0.7040000000000001,Uitenhage,South Africa,34.56S,25.30E
1958-04-01,17.340999999999998,0.78,Uitenhage,South Africa,34.56S,25.30E
1958-05-01,16.107,0.6729999999999999,Uitenhage,South Africa,34.56S,25.30E
1958-06-01,15.248,0.54,Uitenhage,South Africa,34.56S,25.30E
1958-07-01,16.429000000000002,0.5479999999999999,Uitenhage,South Africa,34.56S,25.30E
1958-08-01,14.914000000000001,0.608,Uitenhage,South Africa,34.56S,25.30E
1958-09-01,14.55,0.413,Uitenhage,South Africa,34.56S,25.30E
1958-10-01,14.751,0.354,Uitenhage,South Africa,34.56S,25.30E
1958-11-01,16.404,0.6859999999999999,Uitenhage,South Africa,34.56S,25.30E
1958-12-01,17.897000000000006,0.583,Uitenhage,South Africa,34.56S,25.30E
1959-01-01,17.224999999999998,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1959-02-01,18.252,0.6459999999999999,Uitenhage,South Africa,34.56S,25.30E
1959-03-01,17.852,0.748,Uitenhage,South Africa,34.56S,25.30E
1959-04-01,17.243,0.7879999999999999,Uitenhage,South Africa,34.56S,25.30E
1959-05-01,16.349999999999998,0.34299999999999997,Uitenhage,South Africa,34.56S,25.30E
1959-06-01,16.826,0.609,Uitenhage,South Africa,34.56S,25.30E
1959-07-01,16.305999999999997,0.504,Uitenhage,South Africa,34.56S,25.30E
1959-08-01,15.792,0.591,Uitenhage,South Africa,34.56S,25.30E
1959-09-01,15.674000000000001,0.748,Uitenhage,South Africa,34.56S,25.30E
1959-10-01,14.944,0.37,Uitenhage,South Africa,34.56S,25.30E
1959-11-01,16.391,0.483,Uitenhage,South Africa,34.56S,25.30E
1959-12-01,17.121000000000002,0.598,Uitenhage,South Africa,34.56S,25.30E
1960-01-01,17.555999999999994,0.406,Uitenhage,South Africa,34.56S,25.30E
1960-02-01,18.395,0.34600000000000003,Uitenhage,South Africa,34.56S,25.30E
1960-03-01,18.066,0.38299999999999995,Uitenhage,South Africa,34.56S,25.30E
1960-04-01,16.474,0.456,Uitenhage,South Africa,34.56S,25.30E
1960-05-01,16.422,0.368,Uitenhage,South Africa,34.56S,25.30E
1960-06-01,16.955000000000002,0.526,Uitenhage,South Africa,34.56S,25.30E
1960-07-01,16.191,0.41600000000000004,Uitenhage,South Africa,34.56S,25.30E
1960-08-01,15.758,0.418,Uitenhage,South Africa,34.56S,25.30E
1960-09-01,16.314,0.26,Uitenhage,South Africa,34.56S,25.30E
1960-10-01,16.5,0.361,Uitenhage,South Africa,34.56S,25.30E
1960-11-01,16.935,0.349,Uitenhage,South Africa,34.56S,25.30E
1960-12-01,18.122,0.431,Uitenhage,South Africa,34.56S,25.30E
1961-01-01,18.562,0.428,Uitenhage,South Africa,34.56S,25.30E
1961-02-01,18.423,0.371,Uitenhage,South Africa,34.56S,25.30E
1961-03-01,18.882,0.305,Uitenhage,South Africa,34.56S,25.30E
1961-04-01,17.642,0.49200000000000005,Uitenhage,South Africa,34.56S,25.30E
1961-05-01,16.128999999999998,0.504,Uitenhage,South Africa,34.56S,25.30E
1961-06-01,17.325000000000006,0.452,Uitenhage,South Africa,34.56S,25.30E
1961-07-01,16.607,0.585,Uitenhage,South Africa,34.56S,25.30E
1961-08-01,16.127,0.318,Uitenhage,South Africa,34.56S,25.30E
1961-09-01,15.770999999999999,0.342,Uitenhage,South Africa,34.56S,25.30E
1961-10-01,13.970999999999998,0.34,Uitenhage,South Africa,34.56S,25.30E
1961-11-01,16.834999999999994,0.354,Uitenhage,South Africa,34.56S,25.30E
1961-12-01,16.671,0.289,Uitenhage,South Africa,34.56S,25.30E
1962-01-01,17.851999999999997,0.38299999999999995,Uitenhage,South Africa,34.56S,25.30E
1962-02-01,18.573,0.434,Uitenhage,South Africa,34.56S,25.30E
1962-03-01,17.923,0.38799999999999996,Uitenhage,South Africa,34.56S,25.30E
1962-04-01,17.954,0.32299999999999995,Uitenhage,South Africa,34.56S,25.30E
1962-05-01,17.119,0.215,Uitenhage,South Africa,34.56S,25.30E
1962-06-01,16.858,0.598,Uitenhage,South Africa,34.56S,25.30E
1962-07-01,16.68,0.406,Uitenhage,South Africa,34.56S,25.30E
1962-08-01,16.201,0.322,Uitenhage,South Africa,34.56S,25.30E
1962-09-01,14.907,0.513,Uitenhage,South Africa,34.56S,25.30E
1962-10-01,15.557,0.557,Uitenhage,South Africa,34.56S,25.30E
1962-11-01,16.320999999999998,0.324,Uitenhage,South Africa,34.56S,25.30E
1962-12-01,18.297,0.33399999999999996,Uitenhage,South Africa,34.56S,25.30E
1963-01-01,18.646,0.297,Uitenhage,South Africa,34.56S,25.30E
1963-02-01,18.715999999999998,0.428,Uitenhage,South Africa,34.56S,25.30E
1963-03-01,16.789,0.762,Uitenhage,South Africa,34.56S,25.30E
1963-04-01,16.153,0.804,Uitenhage,South Africa,34.56S,25.30E
1963-05-01,17.090999999999998,0.564,Uitenhage,South Africa,34.56S,25.30E
1963-06-01,16.774,0.413,Uitenhage,South Africa,34.56S,25.30E
1963-07-01,15.25,0.575,Uitenhage,South Africa,34.56S,25.30E
1963-08-01,16.301,0.7829999999999999,Uitenhage,South Africa,34.56S,25.30E
1963-09-01,17.243,0.775,Uitenhage,South Africa,34.56S,25.30E
1963-10-01,16.21,0.37,Uitenhage,South Africa,34.56S,25.30E
1963-11-01,17.055999999999994,0.43,Uitenhage,South Africa,34.56S,25.30E
1963-12-01,17.765,0.303,Uitenhage,South Africa,34.56S,25.30E
1964-01-01,18.157,0.457,Uitenhage,South Africa,34.56S,25.30E
1964-02-01,17.998,0.441,Uitenhage,South Africa,34.56S,25.30E
1964-03-01,18.882,0.40700000000000003,Uitenhage,South Africa,34.56S,25.30E
1964-04-01,17.198999999999998,0.47700000000000004,Uitenhage,South Africa,34.56S,25.30E
1964-05-01,17.871,0.298,Uitenhage,South Africa,34.56S,25.30E
1964-06-01,15.508,0.48100000000000004,Uitenhage,South Africa,34.56S,25.30E
1964-07-01,15.839,0.473,Uitenhage,South Africa,34.56S,25.30E
1964-08-01,14.68,0.371,Uitenhage,South Africa,34.56S,25.30E
1964-09-01,14.706,0.441,Uitenhage,South Africa,34.56S,25.30E
1964-10-01,15.248,0.478,Uitenhage,South Africa,34.56S,25.30E
1964-11-01,15.547,0.444,Uitenhage,South Africa,34.56S,25.30E
1964-12-01,17.836000000000006,0.451,Uitenhage,South Africa,34.56S,25.30E
1965-01-01,18.046,0.379,Uitenhage,South Africa,34.56S,25.30E
1965-02-01,18.742,0.445,Uitenhage,South Africa,34.56S,25.30E
1965-03-01,19.059,0.43700000000000006,Uitenhage,South Africa,34.56S,25.30E
1965-04-01,17.807000000000002,0.359,Uitenhage,South Africa,34.56S,25.30E
1965-05-01,16.682000000000002,0.433,Uitenhage,South Africa,34.56S,25.30E
1965-06-01,15.009000000000002,0.578,Uitenhage,South Africa,34.56S,25.30E
1965-07-01,16.438,0.5329999999999999,Uitenhage,South Africa,34.56S,25.30E
1965-08-01,16.016,0.294,Uitenhage,South Africa,34.56S,25.30E
1965-09-01,16.021,0.406,Uitenhage,South Africa,34.56S,25.30E
1965-10-01,14.892999999999999,0.45799999999999996,Uitenhage,South Africa,34.56S,25.30E
1965-11-01,15.441,0.552,Uitenhage,South Africa,34.56S,25.30E
1965-12-01,16.137999999999998,0.434,Uitenhage,South Africa,34.56S,25.30E
1966-01-01,18.459,0.44,Uitenhage,South Africa,34.56S,25.30E
1966-02-01,17.324,0.38299999999999995,Uitenhage,South Africa,34.56S,25.30E
1966-03-01,19.238,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1966-04-01,16.942,0.573,Uitenhage,South Africa,34.56S,25.30E
1966-05-01,16.742,0.455,Uitenhage,South Africa,34.56S,25.30E
1966-06-01,16.945999999999998,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1966-07-01,16.009,0.63,Uitenhage,South Africa,34.56S,25.30E
1966-08-01,15.613,0.344,Uitenhage,South Africa,34.56S,25.30E
1966-09-01,15.48,0.684,Uitenhage,South Africa,34.56S,25.30E
1966-10-01,15.571,0.319,Uitenhage,South Africa,34.56S,25.30E
1966-11-01,16.243,0.32799999999999996,Uitenhage,South Africa,34.56S,25.30E
1966-12-01,18.088,0.359,Uitenhage,South Africa,34.56S,25.30E
1967-01-01,18.26,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1967-02-01,18.785,0.391,Uitenhage,South Africa,34.56S,25.30E
1967-03-01,18.392,0.42100000000000004,Uitenhage,South Africa,34.56S,25.30E
1967-04-01,16.915,0.37200000000000005,Uitenhage,South Africa,34.56S,25.30E
1967-05-01,17.570999999999998,0.337,Uitenhage,South Africa,34.56S,25.30E
1967-06-01,16.154,0.478,Uitenhage,South Africa,34.56S,25.30E
1967-07-01,15.120999999999999,0.5329999999999999,Uitenhage,South Africa,34.56S,25.30E
1967-08-01,15.707,0.40299999999999997,Uitenhage,South Africa,34.56S,25.30E
1967-09-01,15.252,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1967-10-01,15.816,0.414,Uitenhage,South Africa,34.56S,25.30E
1967-11-01,17.073,0.289,Uitenhage,South Africa,34.56S,25.30E
1967-12-01,18.086,0.318,Uitenhage,South Africa,34.56S,25.30E
1968-01-01,18.747,0.37,Uitenhage,South Africa,34.56S,25.30E
1968-02-01,17.773,0.461,Uitenhage,South Africa,34.56S,25.30E
1968-03-01,18.408,0.55,Uitenhage,South Africa,34.56S,25.30E
1968-04-01,16.201999999999998,1.008,Uitenhage,South Africa,34.56S,25.30E
1968-05-01,17.291999999999998,0.252,Uitenhage,South Africa,34.56S,25.30E
1968-06-01,15.022000000000002,0.626,Uitenhage,South Africa,34.56S,25.30E
1968-07-01,15.334000000000001,0.366,Uitenhage,South Africa,34.56S,25.30E
1968-08-01,14.452,0.435,Uitenhage,South Africa,34.56S,25.30E
1968-09-01,14.925,0.616,Uitenhage,South Africa,34.56S,25.30E
1968-10-01,14.963,0.327,Uitenhage,South Africa,34.56S,25.30E
1968-11-01,15.854000000000001,0.465,Uitenhage,South Africa,34.56S,25.30E
1968-12-01,18.189,0.39799999999999996,Uitenhage,South Africa,34.56S,25.30E
1969-01-01,18.832,0.397,Uitenhage,South Africa,34.56S,25.30E
1969-02-01,19.217,0.387,Uitenhage,South Africa,34.56S,25.30E
1969-03-01,18.663,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1969-04-01,16.748,0.424,Uitenhage,South Africa,34.56S,25.30E
1969-05-01,17.067999999999998,0.35700000000000004,Uitenhage,South Africa,34.56S,25.30E
1969-06-01,16.131,0.585,Uitenhage,South Africa,34.56S,25.30E
1969-07-01,16.046,0.305,Uitenhage,South Africa,34.56S,25.30E
1969-08-01,16.086,0.467,Uitenhage,South Africa,34.56S,25.30E
1969-09-01,15.294,0.41,Uitenhage,South Africa,34.56S,25.30E
1969-10-01,16.221,0.42100000000000004,Uitenhage,South Africa,34.56S,25.30E
1969-11-01,16.537,0.298,Uitenhage,South Africa,34.56S,25.30E
1969-12-01,17.926000000000005,0.745,Uitenhage,South Africa,34.56S,25.30E
1970-01-01,19.367,0.401,Uitenhage,South Africa,34.56S,25.30E
1970-02-01,18.602999999999998,0.675,Uitenhage,South Africa,34.56S,25.30E
1970-03-01,18.781,0.485,Uitenhage,South Africa,34.56S,25.30E
1970-04-01,17.424,0.574,Uitenhage,South Africa,34.56S,25.30E
1970-05-01,17.505,0.461,Uitenhage,South Africa,34.56S,25.30E
1970-06-01,16.558,0.555,Uitenhage,South Africa,34.56S,25.30E
1970-07-01,15.132,0.391,Uitenhage,South Africa,34.56S,25.30E
1970-08-01,14.79,0.518,Uitenhage,South Africa,34.56S,25.30E
1970-09-01,15.309000000000001,0.312,Uitenhage,South Africa,34.56S,25.30E
1970-10-01,14.897,0.325,Uitenhage,South Africa,34.56S,25.30E
1970-11-01,15.277000000000001,0.41700000000000004,Uitenhage,South Africa,34.56S,25.30E
1970-12-01,16.560000000000002,0.436,Uitenhage,South Africa,34.56S,25.30E
1971-01-01,18.059,0.41100000000000003,Uitenhage,South Africa,34.56S,25.30E
1971-02-01,18.195,0.43700000000000006,Uitenhage,South Africa,34.56S,25.30E
1971-03-01,18.778,0.307,Uitenhage,South Africa,34.56S,25.30E
1971-04-01,16.753999999999998,0.474,Uitenhage,South Africa,34.56S,25.30E
1971-05-01,17.206,0.363,Uitenhage,South Africa,34.56S,25.30E
1971-06-01,16.343,0.322,Uitenhage,South Africa,34.56S,25.30E
1971-07-01,15.489,0.496,Uitenhage,South Africa,34.56S,25.30E
1971-08-01,14.342,0.564,Uitenhage,South Africa,34.56S,25.30E
1971-09-01,14.273,0.39399999999999996,Uitenhage,South Africa,34.56S,25.30E
1971-10-01,15.536,0.425,Uitenhage,South Africa,34.56S,25.30E
1971-11-01,15.568,0.316,Uitenhage,South Africa,34.56S,25.30E
1971-12-01,17.134,0.297,Uitenhage,South Africa,34.56S,25.30E
1972-01-01,19.328,0.434,Uitenhage,South Africa,34.56S,25.30E
1972-02-01,18.104,0.317,Uitenhage,South Africa,34.56S,25.30E
1972-03-01,17.675,0.7020000000000001,Uitenhage,South Africa,34.56S,25.30E
1972-04-01,17.79,0.505,Uitenhage,South Africa,34.56S,25.30E
1972-05-01,17.13,0.281,Uitenhage,South Africa,34.56S,25.30E
1972-06-01,16.230999999999998,0.456,Uitenhage,South Africa,34.56S,25.30E
1972-07-01,16.153000000000002,0.489,Uitenhage,South Africa,34.56S,25.30E
1972-08-01,14.811,0.439,Uitenhage,South Africa,34.56S,25.30E
1972-09-01,15.767000000000001,0.415,Uitenhage,South Africa,34.56S,25.30E
1972-10-01,16.009999999999998,0.342,Uitenhage,South Africa,34.56S,25.30E
1972-11-01,16.282,0.489,Uitenhage,South Africa,34.56S,25.30E
1972-12-01,17.525000000000002,0.6709999999999999,Uitenhage,South Africa,34.56S,25.30E
1973-01-01,18.204,0.502,Uitenhage,South Africa,34.56S,25.30E
1973-02-01,18.238,0.8059999999999999,Uitenhage,South Africa,34.56S,25.30E
1973-03-01,18.238,0.456,Uitenhage,South Africa,34.56S,25.30E
1973-04-01,18.025,0.5920000000000001,Uitenhage,South Africa,34.56S,25.30E
1973-05-01,16.354,0.763,Uitenhage,South Africa,34.56S,25.30E
1973-06-01,17.451,0.6940000000000001,Uitenhage,South Africa,34.56S,25.30E
1973-07-01,16.42,0.633,Uitenhage,South Africa,34.56S,25.30E
1973-08-01,15.101,0.39799999999999996,Uitenhage,South Africa,34.56S,25.30E
1973-09-01,14.16,0.39899999999999997,Uitenhage,South Africa,34.56S,25.30E
1973-10-01,15.905,0.33299999999999996,Uitenhage,South Africa,34.56S,25.30E
1973-11-01,16.253999999999998,0.35600000000000004,Uitenhage,South Africa,34.56S,25.30E
1973-12-01,17.038,0.604,Uitenhage,South Africa,34.56S,25.30E
1974-01-01,17.842,0.615,Uitenhage,South Africa,34.56S,25.30E
1974-02-01,18.675,0.77,Uitenhage,South Africa,34.56S,25.30E
1974-03-01,17.862000000000002,0.342,Uitenhage,South Africa,34.56S,25.30E
1974-04-01,17.928,0.607,Uitenhage,South Africa,34.56S,25.30E
1974-05-01,17.230999999999998,0.585,Uitenhage,South Africa,34.56S,25.30E
1974-06-01,17.133000000000006,0.401,Uitenhage,South Africa,34.56S,25.30E
1974-07-01,15.901,0.5589999999999999,Uitenhage,South Africa,34.56S,25.30E
1974-08-01,15.026,0.49200000000000005,Uitenhage,South Africa,34.56S,25.30E
1974-09-01,14.523,0.456,Uitenhage,South Africa,34.56S,25.30E
1974-10-01,15.155,0.327,Uitenhage,South Africa,34.56S,25.30E
1974-11-01,16.855,0.264,Uitenhage,South Africa,34.56S,25.30E
1974-12-01,17.59,0.386,Uitenhage,South Africa,34.56S,25.30E
1975-01-01,18.29,0.44299999999999995,Uitenhage,South Africa,34.56S,25.30E
1975-02-01,18.42,0.763,Uitenhage,South Africa,34.56S,25.30E
1975-03-01,17.851,0.484,Uitenhage,South Africa,34.56S,25.30E
1975-04-01,18.039,0.515,Uitenhage,South Africa,34.56S,25.30E
1975-05-01,17.476,0.502,Uitenhage,South Africa,34.56S,25.30E
1975-06-01,17.422,0.6970000000000001,Uitenhage,South Africa,34.56S,25.30E
1975-07-01,15.687999999999999,0.627,Uitenhage,South Africa,34.56S,25.30E
1975-08-01,15.074000000000002,0.525,Uitenhage,South Africa,34.56S,25.30E
1975-09-01,15.917,0.5,Uitenhage,South Africa,34.56S,25.30E
1975-10-01,15.014000000000001,0.318,Uitenhage,South Africa,34.56S,25.30E
1975-11-01,16.147000000000002,0.292,Uitenhage,South Africa,34.56S,25.30E
1975-12-01,16.565,0.469,Uitenhage,South Africa,34.56S,25.30E
1976-01-01,18.721,0.54,Uitenhage,South Africa,34.56S,25.30E
1976-02-01,18.494,1.15,Uitenhage,South Africa,34.56S,25.30E
1976-03-01,18.564,0.767,Uitenhage,South Africa,34.56S,25.30E
1976-04-01,18.217,0.8190000000000001,Uitenhage,South Africa,34.56S,25.30E
1976-05-01,17.974,0.54,Uitenhage,South Africa,34.56S,25.30E
1976-06-01,16.477,0.282,Uitenhage,South Africa,34.56S,25.30E
1976-07-01,15.434,0.415,Uitenhage,South Africa,34.56S,25.30E
1976-08-01,15.206,0.396,Uitenhage,South Africa,34.56S,25.30E
1976-09-01,15.687000000000001,0.7290000000000001,Uitenhage,South Africa,34.56S,25.30E
1976-10-01,15.482000000000001,0.655,Uitenhage,South Africa,34.56S,25.30E
1976-11-01,15.704,0.7340000000000001,Uitenhage,South Africa,34.56S,25.30E
1976-12-01,18.166,0.6859999999999999,Uitenhage,South Africa,34.56S,25.30E
1977-01-01,19.061,0.633,Uitenhage,South Africa,34.56S,25.30E
1977-02-01,19.409000000000002,0.584,Uitenhage,South Africa,34.56S,25.30E
1977-03-01,18.045,0.42,Uitenhage,South Africa,34.56S,25.30E
1977-04-01,18.588,0.273,Uitenhage,South Africa,34.56S,25.30E
1977-05-01,16.909000000000002,0.643,Uitenhage,South Africa,34.56S,25.30E
1977-06-01,16.963,0.42200000000000004,Uitenhage,South Africa,34.56S,25.30E
1977-07-01,16.164,0.306,Uitenhage,South Africa,34.56S,25.30E
1977-08-01,15.615,0.406,Uitenhage,South Africa,34.56S,25.30E
1977-09-01,15.614,0.379,Uitenhage,South Africa,34.56S,25.30E
1977-10-01,15.687999999999999,0.33399999999999996,Uitenhage,South Africa,34.56S,25.30E
1977-11-01,16.534000000000002,0.341,Uitenhage,South Africa,34.56S,25.30E
1977-12-01,18.023,0.40700000000000003,Uitenhage,South Africa,34.56S,25.30E
1978-01-01,18.456,0.396,Uitenhage,South Africa,34.56S,25.30E
1978-02-01,18.789,0.495,Uitenhage,South Africa,34.56S,25.30E
1978-03-01,19.425,0.691,Uitenhage,South Africa,34.56S,25.30E
1978-04-01,17.118,0.39,Uitenhage,South Africa,34.56S,25.30E
1978-05-01,16.612000000000002,0.402,Uitenhage,South Africa,34.56S,25.30E
1978-06-01,16.557000000000002,0.633,Uitenhage,South Africa,34.56S,25.30E
1978-07-01,16.261,0.527,Uitenhage,South Africa,34.56S,25.30E
1978-08-01,14.93,0.48700000000000004,Uitenhage,South Africa,34.56S,25.30E
1978-09-01,15.321,0.29100000000000004,Uitenhage,South Africa,34.56S,25.30E
1978-10-01,14.258,0.225,Uitenhage,South Africa,34.56S,25.30E
1978-11-01,16.535999999999998,0.293,Uitenhage,South Africa,34.56S,25.30E
1978-12-01,17.158,0.531,Uitenhage,South Africa,34.56S,25.30E
1979-01-01,17.413999999999998,0.265,Uitenhage,South Africa,34.56S,25.30E
1979-02-01,19.119,0.34,Uitenhage,South Africa,34.56S,25.30E
1979-03-01,18.121,0.354,Uitenhage,South Africa,34.56S,25.30E
1979-04-01,18.586,0.39399999999999996,Uitenhage,South Africa,34.56S,25.30E
1979-05-01,17.79,0.435,Uitenhage,South Africa,34.56S,25.30E
1979-06-01,16.34,0.36200000000000004,Uitenhage,South Africa,34.56S,25.30E
1979-07-01,15.663,0.595,Uitenhage,South Africa,34.56S,25.30E
1979-08-01,15.339,0.504,Uitenhage,South Africa,34.56S,25.30E
1979-09-01,14.511,0.391,Uitenhage,South Africa,34.56S,25.30E
1979-10-01,15.54,0.428,Uitenhage,South Africa,34.56S,25.30E
1979-11-01,16.909000000000002,0.301,Uitenhage,South Africa,34.56S,25.30E
1979-12-01,17.628,0.408,Uitenhage,South Africa,34.56S,25.30E
1980-01-01,18.039,0.431,Uitenhage,South Africa,34.56S,25.30E
1980-02-01,18.322,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1980-03-01,19.125999999999998,0.479,Uitenhage,South Africa,34.56S,25.30E
1980-04-01,18.1,0.547,Uitenhage,South Africa,34.56S,25.30E
1980-05-01,17.689999999999994,0.342,Uitenhage,South Africa,34.56S,25.30E
1980-06-01,16.756,0.33899999999999997,Uitenhage,South Africa,34.56S,25.30E
1980-07-01,16.852999999999998,0.8290000000000001,Uitenhage,South Africa,34.56S,25.30E
1980-08-01,16.346,0.368,Uitenhage,South Africa,34.56S,25.30E
1980-09-01,15.023,0.313,Uitenhage,South Africa,34.56S,25.30E
1980-10-01,15.265999999999998,0.426,Uitenhage,South Africa,34.56S,25.30E
1980-11-01,16.019000000000002,0.27399999999999997,Uitenhage,South Africa,34.56S,25.30E
1980-12-01,17.73,0.349,Uitenhage,South Africa,34.56S,25.30E
1981-01-01,18.048,0.396,Uitenhage,South Africa,34.56S,25.30E
1981-02-01,18.39,0.457,Uitenhage,South Africa,34.56S,25.30E
1981-03-01,17.910999999999998,0.289,Uitenhage,South Africa,34.56S,25.30E
1981-04-01,18.361,0.41100000000000003,Uitenhage,South Africa,34.56S,25.30E
1981-05-01,17.685,0.22899999999999998,Uitenhage,South Africa,34.56S,25.30E
1981-06-01,15.68,0.491,Uitenhage,South Africa,34.56S,25.30E
