113,0.8390000000000001,Kuytun,China,44.20N,84.97E
1886-04-01,17.422,0.478,López Mateos,Mexico,20.09N,98.96W
1886-05-01,18.59,1.24,López Mateos,Mexico,20.09N,98.96W
1886-06-01,18.076,0.7340000000000001,López Mateos,Mexico,20.09N,98.96W
1886-07-01,17.515,0.629,López Mateos,Mexico,20.09N,98.96W
1886-08-01,17.413,0.384,López Mateos,Mexico,20.09N,98.96W
1886-09-01,16.374000000000002,0.375,López Mateos,Mexico,20.09N,98.96W
1886-10-01,14.897,0.716,López Mateos,Mexico,20.09N,98.96W
1886-11-01,13.045,0.8370000000000001,López Mateos,Mexico,20.09N,98.96W
1886-12-01,11.233,1.069,López Mateos,Mexico,20.09N,98.96W
1887-01-01,11.107000000000001,2.0269999999999997,López Mateos,Mexico,20.09N,98.96W
1887-02-01,13.562999999999999,1.615,López Mateos,Mexico,20.09N,98.96W
1887-03-01,14.654000000000002,2.0780000000000003,López Mateos,Mexico,20.09N,98.96W
1887-04-01,16.384,1.401,López Mateos,Mexico,20.09N,98.96W
1887-05-01,17.782,0.6,López Mateos,Mexico,20.09N,98.96W
1887-06-01,17.217000000000002,0.579,López Mateos,Mexico,20.09N,98.96W
1887-07-01,16.631,0.948,López Mateos,Mexico,20.09N,98.96W
1887-08-01,17.088,0.623,López Mateos,Mexico,20.09N,98.96W
1887-09-01,16.250999999999998,0.736,López Mateos,Mexico,20.09N,98.96W
1887-10-01,13.964,0.628,López Mateos,Mexico,20.09N,98.96W
1887-11-01,13.140999999999998,1.045,López Mateos,Mexico,20.09N,98.96W
1887-12-01,11.632,3.28,López Mateos,Mexico,20.09N,98.96W
1888-01-01,11.716,1.3030000000000002,López Mateos,Mexico,20.09N,98.96W
1888-02-01,12.734000000000002,1.0170000000000001,López Mateos,Mexico,20.09N,98.96W
1888-03-01,15.085999999999999,1.016,López Mateos,Mexico,20.09N,98.96W
1888-04-01,16.41,1.035,López Mateos,Mexico,20.09N,98.96W
1888-05-01,17.759,0.446,López Mateos,Mexico,20.09N,98.96W
1888-06-01,17.258,0.845,López Mateos,Mexico,20.09N,98.96W
1888-07-01,17.149,0.485,López Mateos,Mexico,20.09N,98.96W
1888-08-01,17.3,0.561,López Mateos,Mexico,20.09N,98.96W
1888-09-01,15.694,0.511,López Mateos,Mexico,20.09N,98.96W
1888-10-01,15.386,0.799,López Mateos,Mexico,20.09N,98.96W
1888-11-01,13.702,1.204,López Mateos,Mexico,20.09N,98.96W
1888-12-01,11.428,1.1340000000000001,López Mateos,Mexico,20.09N,98.96W
1889-01-01,12.277000000000001,1.255,López Mateos,Mexico,20.09N,98.96W
1889-02-01,14.062000000000001,1.115,López Mateos,Mexico,20.09N,98.96W
1889-03-01,14.364,0.738,López Mateos,Mexico,20.09N,98.96W
1889-04-01,17.025,1.6269999999999998,López Mateos,Mexico,20.09N,98.96W
1889-05-01,18.074,1.3090000000000002,López Mateos,Mexico,20.09N,98.96W
1889-06-01,18.99,0.887,López Mateos,Mexico,20.09N,98.96W
1889-07-01,17.644000000000005,0.722,López Mateos,Mexico,20.09N,98.96W
1889-08-01,16.828,0.485,López Mateos,Mexico,20.09N,98.96W
1889-09-01,16.373,1.183,López Mateos,Mexico,20.09N,98.96W
1889-10-01,14.394,0.635,López Mateos,Mexico,20.09N,98.96W
1889-11-01,13.347000000000001,1.178,López Mateos,Mexico,20.09N,98.96W
1889-12-01,11.890999999999998,3.623,López Mateos,Mexico,20.09N,98.96W
1890-01-01,12.961,0.701,López Mateos,Mexico,20.09N,98.96W
1890-02-01,12.847999999999999,1.7919999999999998,López Mateos,Mexico,20.09N,98.96W
1890-03-01,14.217,1.4240000000000002,López Mateos,Mexico,20.09N,98.96W
1890-04-01,17.239,0.9740000000000001,López Mateos,Mexico,20.09N,98.96W
1890-05-01,18.056,1.7180000000000002,López Mateos,Mexico,20.09N,98.96W
1890-06-01,16.921,0.47700000000000004,López Mateos,Mexico,20.09N,98.96W
1890-07-01,17.065,0.446,López Mateos,Mexico,20.09N,98.96W
1890-08-01,16.685,0.445,López Mateos,Mexico,20.09N,98.96W
1890-09-01,15.964,0.6829999999999999,López Mateos,Mexico,20.09N,98.96W
1890-10-01,14.75,0.61,López Mateos,Mexico,20.09N,98.96W
1890-11-01,12.374,0.5589999999999999,López Mateos,Mexico,20.09N,98.96W
1890-12-01,10.843,1.3559999999999999,López Mateos,Mexico,20.09N,98.96W
1891-01-01,11.311,1.338,López Mateos,Mexico,20.09N,98.96W
1891-02-01,13.630999999999998,1.251,López Mateos,Mexico,20.09N,98.96W
1891-03-01,14.845999999999998,0.594,López Mateos,Mexico,20.09N,98.96W
1891-04-01,16.028,0.6829999999999999,López Mateos,Mexico,20.09N,98.96W
1891-05-01,17.404,0.9,López Mateos,Mexico,20.09N,98.96W
1891-06-01,17.596,0.6459999999999999,López Mateos,Mexico,20.09N,98.96W
1891-07-01,17.121000000000002,0.469,López Mateos,Mexico,20.09N,98.96W
1891-08-01,16.98,0.8590000000000001,López Mateos,Mexico,20.09N,98.96W
1891-09-01,16.402,1.063,López Mateos,Mexico,20.09N,98.96W
1891-10-01,13.445,3.1319999999999997,López Mateos,Mexico,20.09N,98.96W
1891-11-01,13.484000000000002,0.657,López Mateos,Mexico,20.09N,98.96W
1891-12-01,12.447000000000001,0.654,López Mateos,Mexico,20.09N,98.96W
1892-01-01,11.159,1.581,López Mateos,Mexico,20.09N,98.96W
1892-02-01,14.07,0.632,López Mateos,Mexico,20.09N,98.96W
1892-03-01,14.589,1.172,López Mateos,Mexico,20.09N,98.96W
1892-04-01,17.951999999999995,0.695,López Mateos,Mexico,20.09N,98.96W
1892-05-01,18.925,1.587,López Mateos,Mexico,20.09N,98.96W
1892-06-01,18.277,0.95,López Mateos,Mexico,20.09N,98.96W
1892-07-01,17.465999999999998,0.8290000000000001,López Mateos,Mexico,20.09N,98.96W
1892-08-01,17.02,1.817,López Mateos,Mexico,20.09N,98.96W
1892-09-01,16.159000000000002,0.22,López Mateos,Mexico,20.09N,98.96W
1892-10-01,14.754000000000001,0.8420000000000001,López Mateos,Mexico,20.09N,98.96W
1892-11-01,12.691,1.311,López Mateos,Mexico,20.09N,98.96W
1892-12-01,12.083,0.934,López Mateos,Mexico,20.09N,98.96W
1893-01-01,10.969000000000001,0.929,López Mateos,Mexico,20.09N,98.96W
1893-02-01,13.668,0.861,López Mateos,Mexico,20.09N,98.96W
1893-03-01,14.815999999999999,0.6859999999999999,López Mateos,Mexico,20.09N,98.96W
1893-04-01,18.11,0.451,López Mateos,Mexico,20.09N,98.96W
1893-05-01,17.945,0.723,López Mateos,Mexico,20.09N,98.96W
1893-06-01,17.392,0.738,López Mateos,Mexico,20.09N,98.96W
1893-07-01,16.212,0.87,López Mateos,Mexico,20.09N,98.96W
1893-08-01,17.08,0.9520000000000001,López Mateos,Mexico,20.09N,98.96W
1893-09-01,16.715,0.534,López Mateos,Mexico,20.09N,98.96W
1893-10-01,14.488,0.8340000000000001,López Mateos,Mexico,20.09N,98.96W
1893-11-01,13.647,1.7480000000000002,López Mateos,Mexico,20.09N,98.96W
1893-12-01,11.204,2.095,López Mateos,Mexico,20.09N,98.96W
1894-01-01,12.481,0.9109999999999999,López Mateos,Mexico,20.09N,98.96W
1894-02-01,13.512,2.295,López Mateos,Mexico,20.09N,98.96W
1894-03-01,14.77,1.891,López Mateos,Mexico,20.09N,98.96W
1894-04-01,17.422,1.0859999999999999,López Mateos,Mexico,20.09N,98.96W
1894-05-01,18.328,0.514,López Mateos,Mexico,20.09N,98.96W
1894-06-01,18.078,0.585,López Mateos,Mexico,20.09N,98.96W
1894-07-01,16.989,0.256,López Mateos,Mexico,20.09N,98.96W
1894-08-01,17.131,1.026,López Mateos,Mexico,20.09N,98.96W
1894-09-01,17.008,0.82,López Mateos,Mexico,20.09N,98.96W
1894-10-01,14.994000000000002,2.249,López Mateos,Mexico,20.09N,98.96W
1894-11-01,12.486,2.2319999999999998,López Mateos,Mexico,20.09N,98.96W
1894-12-01,11.724,3.235,López Mateos,Mexico,20.09N,98.96W
1895-01-01,11.482000000000001,1.369,López Mateos,Mexico,20.09N,98.96W
1895-02-01,12.448,3.873,López Mateos,Mexico,20.09N,98.96W
1895-03-01,15.252,0.7290000000000001,López Mateos,Mexico,20.09N,98.96W
1895-04-01,17.569000000000003,0.6779999999999999,López Mateos,Mexico,20.09N,98.96W
1895-05-01,18.358,0.377,López Mateos,Mexico,20.09N,98.96W
1895-06-01,17.973,0.84,López Mateos,Mexico,20.09N,98.96W
1895-07-01,17.273,0.389,López Mateos,Mexico,20.09N,98.96W
1895-08-01,17.474,0.46399999999999997,López Mateos,Mexico,20.09N,98.96W
1895-09-01,16.94,0.769,López Mateos,Mexico,20.09N,98.96W
1895-10-01,14.58,0.45899999999999996,López Mateos,Mexico,20.09N,98.96W
1895-11-01,14.635,3.628,López Mateos,Mexico,20.09N,98.96W
1895-12-01,12.065,1.023,López Mateos,Mexico,20.09N,98.96W
1896-01-01,12.236999999999998,0.504,López Mateos,Mexico,20.09N,98.96W
1896-02-01,12.640999999999998,0.8029999999999999,López Mateos,Mexico,20.09N,98.96W
1896-03-01,15.788,0.529,López Mateos,Mexico,20.09N,98.96W
1896-04-01,18.0,0.624,López Mateos,Mexico,20.09N,98.96W
1896-05-01,19.552,0.434,López Mateos,Mexico,20.09N,98.96W
1896-06-01,18.648,0.397,López Mateos,Mexico,20.09N,98.96W
1896-07-01,17.820999999999998,1.02,López Mateos,Mexico,20.09N,98.96W
1896-08-01,17.629,1.345,López Mateos,Mexico,20.09N,98.96W
1896-09-01,17.111,0.8079999999999999,López Mateos,Mexico,20.09N,98.96W
1896-10-01,16.108999999999998,1.758,López Mateos,Mexico,20.09N,98.96W
1896-11-01,14.816,1.444,López Mateos,Mexico,20.09N,98.96W
1896-12-01,11.24,0.948,López Mateos,Mexico,20.09N,98.96W
1897-01-01,12.401,2.229,López Mateos,Mexico,20.09N,98.96W
1897-02-01,14.665999999999999,1.3419999999999999,López Mateos,Mexico,20.09N,98.96W
1897-03-01,17.351,1.056,López Mateos,Mexico,20.09N,98.96W
1897-04-01,17.904,0.75,López Mateos,Mexico,20.09N,98.96W
1897-05-01,18.187,0.5539999999999999,López Mateos,Mexico,20.09N,98.96W
1897-06-01,18.117,0.895,López Mateos,Mexico,20.09N,98.96W
1897-07-01,17.36,0.42,López Mateos,Mexico,20.09N,98.96W
1897-08-01,17.705,1.705,López Mateos,Mexico,20.09N,98.96W
1897-09-01,15.908,1.022,López Mateos,Mexico,20.09N,98.96W
1897-10-01,15.912,0.642,López Mateos,Mexico,20.09N,98.96W
1897-11-01,14.465,0.8590000000000001,López Mateos,Mexico,20.09N,98.96W
1897-12-01,12.619000000000002,2.7239999999999998,López Mateos,Mexico,20.09N,98.96W
1898-01-01,12.396999999999998,1.123,López Mateos,Mexico,20.09N,98.96W
1898-02-01,12.679,1.984,López Mateos,Mexico,20.09N,98.96W
1898-03-01,16.015,0.968,López Mateos,Mexico,20.09N,98.96W
1898-04-01,16.554000000000002,0.823,López Mateos,Mexico,20.09N,98.96W
1898-05-01,18.574,0.94,López Mateos,Mexico,20.09N,98.96W
1898-06-01,17.354,0.767,López Mateos,Mexico,20.09N,98.96W
1898-07-01,16.605,0.618,López Mateos,Mexico,20.09N,98.96W
1898-08-01,16.793,0.51,López Mateos,Mexico,20.09N,98.96W
1898-09-01,16.458,0.746,López Mateos,Mexico,20.09N,98.96W
1898-10-01,14.355,1.247,López Mateos,Mexico,20.09N,98.96W
1898-11-01,13.893,1.121,López Mateos,Mexico,20.09N,98.96W
1898-12-01,11.768,2.082,López Mateos,Mexico,20.09N,98.96W
1899-01-01,11.456,1.56,López Mateos,Mexico,20.09N,98.96W
1899-02-01,12.300999999999998,2.103,López Mateos,Mexico,20.09N,98.96W
1899-03-01,15.802,0.527,López Mateos,Mexico,20.09N,98.96W
1899-04-01,16.750999999999998,0.54,López Mateos,Mexico,20.09N,98.96W
1899-05-01,18.913,0.435,López Mateos,Mexico,20.09N,98.96W
1899-06-01,16.741,0.633,López Mateos,Mexico,20.09N,98.96W
1899-07-01,17.104,0.6409999999999999,López Mateos,Mexico,20.09N,98.96W
1899-08-01,17.326,0.772,López Mateos,Mexico,20.09N,98.96W
1899-09-01,16.141,0.764,López Mateos,Mexico,20.09N,98.96W
1899-10-01,15.534,0.384,López Mateos,Mexico,20.09N,98.96W
1899-11-01,13.542,0.43200000000000005,López Mateos,Mexico,20.09N,98.96W
1899-12-01,12.0,0.731,López Mateos,Mexico,20.09N,98.96W
1900-01-01,12.312000000000001,0.579,López Mateos,Mexico,20.09N,98.96W
1900-02-01,13.868,0.9620000000000001,López Mateos,Mexico,20.09N,98.96W
1900-03-01,15.177999999999999,0.74,López Mateos,Mexico,20.09N,98.96W
1900-04-01,17.259999999999998,0.434,López Mateos,Mexico,20.09N,98.96W
1900-05-01,18.273,0.47200000000000003,López Mateos,Mexico,20.09N,98.96W
1900-06-01,19.095,0.98,López Mateos,Mexico,20.09N,98.96W
1900-07-01,16.959,0.636,López Mateos,Mexico,20.09N,98.96W
1900-08-01,17.332,0.40399999999999997,López Mateos,Mexico,20.09N,98.96W
1900-09-01,17.168,0.795,López Mateos,Mexico,20.09N,98.96W
1900-10-01,16.064,1.014,López Mateos,Mexico,20.09N,98.96W
1900-11-01,13.925,0.461,López Mateos,Mexico,20.09N,98.96W
1900-12-01,11.329,0.534,López Mateos,Mexico,20.09N,98.96W
1901-01-01,12.248,0.951,López Mateos,Mexico,20.09N,98.96W
1901-02-01,12.866,1.187,López Mateos,Mexico,20.09N,98.96W
1901-03-01,15.109000000000002,0.474,López Mateos,Mexico,20.09N,98.96W
1901-04-01,17.067,2.6189999999999998,López Mateos,Mexico,20.09N,98.96W
1901-05-01,18.816,2.35,López Mateos,Mexico,20.09N,98.96W
1901-06-01,18.88,3.197,López Mateos,Mexico,20.09N,98.96W
1901-07-01,17.129,0.8540000000000001,López Mateos,Mexico,20.09N,98.96W
1901-08-01,17.3,0.599,López Mateos,Mexico,20.09N,98.96W
1901-09-01,16.774,0.479,López Mateos,Mexico,20.09N,98.96W
1901-10-01,14.985,1.0979999999999999,López Mateos,Mexico,20.09N,98.96W
1901-11-01,13.272,1.0270000000000001,López Mateos,Mexico,20.09N,98.96W
1901-12-01,11.086,0.555,López Mateos,Mexico,20.09N,98.96W
1902-01-01,11.380999999999998,1.109,López Mateos,Mexico,20.09N,98.96W
1902-02-01,13.295,0.568,López Mateos,Mexico,20.09N,98.96W
1902-03-01,15.703,0.6559999999999999,López Mateos,Mexico,20.09N,98.96W
1902-04-01,18.093,0.762,López Mateos,Mexico,20.09N,98.96W
1902-05-01,18.584,0.441,López Mateos,Mexico,20.09N,98.96W
1902-06-01,18.538,0.725,López Mateos,Mexico,20.09N,98.96W
1902-07-01,16.846,0.431,López Mateos,Mexico,20.09N,98.96W
1902-08-01,17.590999999999998,0.6509999999999999,López Mateos,Mexico,20.09N,98.96W
1902-09-01,17.012,0.452,López Mateos,Mexico,20.09N,98.96W
1902-10-01,14.997,0.66,López Mateos,Mexico,20.09N,98.96W
1902-11-01,14.385,0.8009999999999999,López Mateos,Mexico,20.09N,98.96W
1902-12-01,11.977,1.0090000000000001,López Mateos,Mexico,20.09N,98.96W
1903-01-01,11.466,0.473,López Mateos,Mexico,20.09N,98.96W
1903-02-01,13.935,0.718,López Mateos,Mexico,20.09N,98.96W
1903-03-01,15.198,0.496,López Mateos,Mexico,20.09N,98.96W
1903-04-01,17.649,1.0090000000000001,López Mateos,Mexico,20.09N,98.96W
1903-05-01,18.572,0.851,López Mateos,Mexico,20.09N,98.96W
1903-06-01,17.239,0.5589999999999999,López Mateos,Mexico,20.09N,98.96W
1903-07-01,17.075,0.547,López Mateos,Mexico,20.09N,98.96W
1903-08-01,16.483,0.664,López Mateos,Mexico,20.09N,98.96W
1903-09-01,16.375999999999998,0.963,López Mateos,Mexico,20.09N,98.96W
1903-10-01,14.398,0.39399999999999996,López Mateos,Mexico,20.09N,98.96W
1903-11-01,13.01,0.327,López Mateos,Mexico,20.09N,98.96W
1903-12-01,11.482000000000001,0.765,López Mateos,Mexico,20.09N,98.96W
1904-01-01,12.092,1.156,López Mateos,Mexico,20.09N,98.96W
1904-02-01,13.165999999999999,0.7020000000000001,López Mateos,Mexico,20.09N,98.96W
1904-03-01,14.865,1.315,López Mateos,Mexico,20.09N,98.96W
1904-04-01,16.647000000000002,0.805,López Mateos,Mexico,20.09N,98.96W
1904-05-01,17.211,0.45,López Mateos,Mexico,20.09N,98.96W
1904-06-01,17.17,0.491,López Mateos,Mexico,20.09N,98.96W
1904-07-01,16.026,0.48200000000000004,López Mateos,Mexico,20.09N,98.96W
1904-08-01,16.086,0.627,López Mateos,Mexico,20.09N,98.96W
1904-09-01,16.392,0.39,López Mateos,Mexico,20.09N,98.96W
1904-10-01,14.869000000000002,0.56,López Mateos,Mexico,20.09N,98.96W
1904-11-01,13.015,0.361,López Mateos,Mexico,20.09N,98.96W
1904-12-01,11.540999999999999,0.609,López Mateos,Mexico,20.09N,98.96W
1905-01-01,10.834000000000001,0.6779999999999999,López Mateos,Mexico,20.09N,98.96W
1905-02-01,12.705,0.743,López Mateos,Mexico,20.09N,98.96W
1905-03-01,13.436,0.725,López Mateos,Mexico,20.09N,98.96W
1905-04-01,16.842,0.597,López Mateos,Mexico,20.09N,98.96W
1905-05-01,19.716,0.309,López Mateos,Mexico,20.09N,98.96W
1905-06-01,17.683,0.341,López Mateos,Mexico,20.09N,98.96W
1905-07-01,17.143,0.46,López Mateos,Mexico,20.09N,98.96W
1905-08-01,17.46,0.237,López Mateos,Mexico,20.09N,98.96W
1905-09-01,16.631,0.4,López Mateos,Mexico,20.09N,98.96W
1905-10-01,16.243,0.5,López Mateos,Mexico,20.09N,98.96W
1905-11-01,15.331,0.429,López Mateos,Mexico,20.09N,98.96W
1905-12-01,10.969000000000001,0.718,López Mateos,Mexico,20.09N,98.96W
1906-01-01,10.729000000000001,1.064,López Mateos,Mexico,20.09N,98.96W
1906-02-01,11.637,0.8340000000000001,López Mateos,Mexico,20.09N,98.96W
1906-03-01,15.155999999999999,0.35,López Mateos,Mexico,20.09N,98.96W
1906-04-01,16.874000000000002,0.51,López Mateos,Mexico,20.09N,98.96W
1906-05-01,18.609,0.608,López Mateos,Mexico,20.09N,98.96W
1906-06-01,18.201,0.581,López Mateos,Mexico,20.09N,98.96W
1906-07-01,17.551000000000002,0.429,López Mateos,Mexico,20.09N,98.96W
1906-08-01,16.935,0.366,López Mateos,Mexico,20.09N,98.96W
1906-09-01,16.867,0.436,López Mateos,Mexico,20.09N,98.96W
1906-10-01,15.298,0.49,López Mateos,Mexico,20.09N,98.96W
1906-11-01,13.342,0.6990000000000001,López Mateos,Mexico,20.09N,98.96W
1906-12-01,11.485,1.104,López Mateos,Mexico,20.09N,98.96W
1907-01-01,12.226,1.222,López Mateos,Mexico,20.09N,98.96W
1907-02-01,12.626,1.713,López Mateos,Mexico,20.09N,98.96W
1907-03-01,15.587,1.159,López Mateos,Mexico,20.09N,98.96W
1907-04-01,16.684,0.968,López Mateos,Mexico,20.09N,98.96W
1907-05-01,17.933,0.858,López Mateos,Mexico,20.09N,98.96W
1907-06-01,18.034000000000002,0.452,López Mateos,Mexico,20.09N,98.96W
1907-07-01,16.988,0.379,López Mateos,Mexico,20.09N,98.96W
1907-08-01,16.893,0.41600000000000004,López Mateos,Mexico,20.09N,98.96W
1907-09-01,16.527,0.723,López Mateos,Mexico,20.09N,98.96W
1907-10-01,15.636,0.6679999999999999,López Mateos,Mexico,20.09N,98.96W
1907-11-01,14.165999999999999,0.478,López Mateos,Mexico,20.09N,98.96W
1907-12-01,11.764000000000001,0.986,López Mateos,Mexico,20.09N,98.96W
1908-01-01,12.328,1.23,López Mateos,Mexico,20.09N,98.96W
1908-02-01,14.122,0.795,López Mateos,Mexico,20.09N,98.96W
1908-03-01,16.599,0.652,López Mateos,Mexico,20.09N,98.96W
1908-04-01,17.512999999999998,0.83,López Mateos,Mexico,20.09N,98.96W
1908-05-01,17.915,0.551,López Mateos,Mexico,20.09N,98.96W
1908-06-01,18.194000000000003,0.519,López Mateos,Mexico,20.09N,98.96W
1908-07-01,16.454,0.253,López Mateos,Mexico,20.09N,98.96W
1908-08-01,17.166999999999998,0.485,López Mateos,Mexico,20.09N,98.96W
1908-09-01,16.572,0.295,López Mateos,Mexico,20.09N,98.96W
1908-10-01,14.593,0.665,López Mateos,Mexico,20.09N,98.96W
1908-11-01,13.236,0.725,López Mateos,Mexico,20.09N,98.96W
1908-12-01,12.627,0.9329999999999999,López Mateos,Mexico,20.09N,98.96W
1909-01-01,11.537,1.389,López Mateos,Mexico,20.09N,98.96W
1909-02-01,13.474,0.44799999999999995,López Mateos,Mexico,20.09N,98.96W
1909-03-01,16.997,0.52,López Mateos,Mexico,20.09N,98.96W
1909-04-01,17.641,0.40700000000000003,López Mateos,Mexico,20.09N,98.96W
1909-05-01,19.509,0.39,López Mateos,Mexico,20.09N,98.96W
1909-06-01,18.334,0.636,López Mateos,Mexico,20.09N,98.96W
1909-07-01,17.84,0.562,López Mateos,Mexico,20.09N,98.96W
1909-08-01,17.222,0.377,López Mateos,Mexico,20.09N,98.96W
1909-09-01,15.51,0.499,López Mateos,Mexico,20.09N,98.96W
1909-10-01,15.185,0.7879999999999999,López Mateos,Mexico,20.09N,98.96W
1909-11-01,14.196,1.0659999999999998,López Mateos,Mexico,20.09N,98.96W
1909-12-01,12.152000000000001,1.069,López Mateos,Mexico,20.09N,98.96W
1910-01-01,11.114,1.7169999999999999,López Mateos,Mexico,20.09N,98.96W
1910-02-01,13.257,1.085,López Mateos,Mexico,20.09N,98.96W
1910-03-01,13.894,1.475,López Mateos,Mexico,20.09N,98.96W
1910-04-01,16.592,1.28,López Mateos,Mexico,20.09N,98.96W
1910-05-01,17.336,0.9740000000000001,López Mateos,Mexico,20.09N,98.96W
1910-06-01,17.229,0.591,López Mateos,Mexico,20.09N,98.96W
1910-07-01,16.773,0.637,López Mateos,Mexico,20.09N,98.96W
1910-08-01,17.265,0.62,López Mateos,Mexico,20.09N,98.96W
1910-09-01,15.984000000000002,0.391,López Mateos,Mexico,20.09N,98.96W
1910-10-01,14.899000000000001,0.47,López Mateos,Mexico,20.09N,98.96W
1910-11-01,13.965,0.365,López Mateos,Mexico,20.09N,98.96W
1910-12-01,11.493,0.682,López Mateos,Mexico,20.09N,98.96W
1911-01-01,12.139000000000001,1.794,López Mateos,Mexico,20.09N,98.96W
1911-02-01,14.11,0.805,López Mateos,Mexico,20.09N,98.96W
1911-03-01,15.472999999999999,1.27,López Mateos,Mexico,20.09N,98.96W
1911-04-01,17.421,0.708,López Mateos,Mexico,20.09N,98.96W
1911-05-01,16.753,0.586,López Mateos,Mexico,20.09N,98.96W
1911-06-01,18.238,0.473,López Mateos,Mexico,20.09N,98.96W
1911-07-01,16.544,0.392,López Mateos,Mexico,20.09N,98.96W
1911-08-01,17.402,0.753,López Mateos,Mexico,20.09N,98.96W
1911-09-01,17.192,0.8370000000000001,López Mateos,Mexico,20.09N,98.96W
1911-10-01,15.555,0.903,López Mateos,Mexico,20.09N,98.96W
1911-11-01,14.697000000000001,0.9079999999999999,López Mateos,Mexico,20.09N,98.96W
1911-12-01,12.499,0.6970000000000001,López Mateos,Mexico,20.09N,98.96W
1912-01-01,12.19,1.0390000000000001,López Mateos,Mexico,20.09N,98.96W
1912-02-01,12.226,0.785,López Mateos,Mexico,20.09N,98.96W
1912-03-01,16.52,0.809,López Mateos,Mexico,20.09N,98.96W
1912-04-01,18.543,0.865,López Mateos,Mexico,20.09N,98.96W
1912-05-01,18.513,0.594,López Mateos,Mexico,20.09N,98.96W
1912-06-01,16.881,0.863,López Mateos,Mexico,20.09N,98.96W
1912-07-01,16.605999999999998,0.46799999999999997,López Mateos,Mexico,20.09N,98.96W
1912-08-01,17.016,0.41700000000000004,López Mateos,Mexico,20.09N,98.96W
1912-09-01,16.438,0.818,López Mateos,Mexico,20.09N,98.96W
1912-10-01,15.472000000000001,0.515,López Mateos,Mexico,20.09N,98.96W
1912-11-01,12.063,0.5670000000000001,López Mateos,Mexico,20.09N,98.96W
1912-12-01,12.547,0.519,López Mateos,Mexico,20.09N,98.96W
1913-01-01,12.021,0.625,López Mateos,Mexico,20.09N,98.96W
1913-02-01,13.365,0.737,López Mateos,Mexico,20.09N,98.96W
1913-03-01,15.524,0.7,López Mateos,Mexico,20.09N,98.96W
1913-04-01,15.593,0.502,López Mateos,Mexico,20.09N,98.96W
1913-05-01,16.721999999999998,0.857,López Mateos,Mexico,20.09N,98.96W
1913-06-01,16.59,0.88,López Mateos,Mexico,20.09N,98.96W
1913-07-01,16.169,0.914,López Mateos,Mexico,20.09N,98.96W
1913-08-01,16.921,0.401,López Mateos,Mexico,20.09N,98.96W
1913-09-01,16.435,0.42700000000000005,López Mateos,Mexico,20.09N,98.96W
1913-10-01,15.129000000000001,0.451,López Mateos,Mexico,20.09N,98.96W
1913-11-01,13.802,0.807,López Mateos,Mexico,20.09N,98.96W
1913-12-01,12.672,0.46799999999999997,López Mateos,Mexico,20.09N,98.96W
1914-01-01,11.903,1.8769999999999998,López Mateos,Mexico,20.09N,98.96W
1914-02-01,13.789000000000001,0.943,López Mateos,Mexico,20.09N,98.96W
1914-03-01,14.706,0.7120000000000001,López Mateos,Mexico,20.09N,98.96W
1914-04-01,16.250999999999998,0.526,López Mateos,Mexico,20.09N,98.96W
1914-05-01,16.997,1.325,López Mateos,Mexico,20.09N,98.96W
1914-06-01,17.011,0.335,López Mateos,Mexico,20.09N,98.96W
1914-07-01,17.165000000000006,0.374,López Mateos,Mexico,20.09N,98.96W
1914-08-01,17.488,0.4,López Mateos,Mexico,20.09N,98.96W
1914-09-01,16.227,0.5489999999999999,López Mateos,Mexico,20.09N,98.96W
1914-10-01,15.687999999999999,0.395,López Mateos,Mexico,20.09N,98.96W
1914-11-01,14.071,0.67,López Mateos,Mexico,20.09N,98.96W
1914-12-01,12.895,1.787,López Mateos,Mexico,20.09N,98.96W
1915-01-01,11.880999999999998,0.84,López Mateos,Mexico,20.09N,98.96W
1915-02-01,13.543,0.792,López Mateos,Mexico,20.09N,98.96W
1915-03-01,13.904000000000002,2.215,López Mateos,Mexico,20.09N,98.96W
1915-04-01,16.636,0.515,López Mateos,Mexico,20.09N,98.96W
1915-05-01,19.422,1.676,López Mateos,Mexico,20.09N,98.96W
1915-06-01,18.967,0.457,López Mateos,Mexico,20.09N,98.96W
1915-07-01,17.279,0.975,López Mateos,Mexico,20.09N,98.96W
1915-08-01,17.229,0.738,López Mateos,Mexico,20.09N,98.96W
1915-09-01,16.259,0.833,López Mateos,Mexico,20.09N,98.96W
1915-10-01,14.714,1.564,López Mateos,Mexico,20.09N,98.96W
1915-11-01,14.284,0.562,López Mateos,Mexico,20.09N,98.96W
1915-12-01,12.460999999999999,1.469,López Mateos,Mexico,20.09N,98.96W
1916-01-01,13.464,2.148,López Mateos,Mexico,20.09N,98.96W
1916-02-01,13.384,1.9909999999999999,López Mateos,Mexico,20.09N,98.96W
1916-03-01,15.372,2.842,López Mateos,Mexico,20.09N,98.96W
1916-04-01,16.587,1.101,López Mateos,Mexico,20.09N,98.96W
1916-05-01,18.719,0.586,López Mateos,Mexico,20.09N,98.96W
1916-06-01,18.825,0.685,López Mateos,Mexico,20.09N,98.96W
1916-07-01,16.684,0.467,López Mateos,Mexico,20.09N,98.96W
1916-08-01,16.235,0.529,López Mateos,Mexico,20.09N,98.96W
1916-09-01,15.851,0.498,López Mateos,Mexico,20.09N,98.96W
1916-10-01,15.113,0.564,López Mateos,Mexico,20.09N,98.96W
