6,0.311,Athens,Greece,37.78N,24.41E
1820-12-01,-7.354,2.909,Atyrau,Kazakhstan,47.42N,50.92E
1821-01-01,-7.682,3.427,Atyrau,Kazakhstan,47.42N,50.92E
1821-02-01,-8.167,4.575,Atyrau,Kazakhstan,47.42N,50.92E
1821-03-01,-0.7749999999999999,2.521,Atyrau,Kazakhstan,47.42N,50.92E
1821-04-01,8.562999999999999,2.489,Atyrau,Kazakhstan,47.42N,50.92E
1821-05-01,18.412000000000006,2.041,Atyrau,Kazakhstan,47.42N,50.92E
1821-06-01,22.398000000000003,3.0610000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1821-07-01,23.947,1.78,Atyrau,Kazakhstan,47.42N,50.92E
1821-08-01,22.022,1.649,Atyrau,Kazakhstan,47.42N,50.92E
1821-09-01,14.05,2.0340000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1821-10-01,6.407,1.893,Atyrau,Kazakhstan,47.42N,50.92E
1821-11-01,0.06,2.568,Atyrau,Kazakhstan,47.42N,50.92E
1821-12-01,-6.053999999999999,2.647,Atyrau,Kazakhstan,47.42N,50.92E
1822-01-01,-7.207999999999999,3.301,Atyrau,Kazakhstan,47.42N,50.92E
1822-02-01,-7.461,2.588,Atyrau,Kazakhstan,47.42N,50.92E
1822-03-01,0.3980000000000001,3.0410000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1822-04-01,9.085,2.5860000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1822-05-01,15.895,1.902,Atyrau,Kazakhstan,47.42N,50.92E
1822-06-01,22.344,1.959,Atyrau,Kazakhstan,47.42N,50.92E
1822-07-01,24.984,1.7719999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1822-08-01,22.243,1.9980000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1822-09-01,15.115,1.885,Atyrau,Kazakhstan,47.42N,50.92E
1822-10-01,6.0200000000000005,2.074,Atyrau,Kazakhstan,47.42N,50.92E
1822-11-01,-1.145,2.54,Atyrau,Kazakhstan,47.42N,50.92E
1822-12-01,-8.963,3.022,Atyrau,Kazakhstan,47.42N,50.92E
1823-01-01,-11.248,2.793,Atyrau,Kazakhstan,47.42N,50.92E
1823-02-01,-8.881,2.738,Atyrau,Kazakhstan,47.42N,50.92E
1823-03-01,0.0040000000000000036,2.519,Atyrau,Kazakhstan,47.42N,50.92E
1823-04-01,8.262,2.59,Atyrau,Kazakhstan,47.42N,50.92E
1823-05-01,18.051,2.01,Atyrau,Kazakhstan,47.42N,50.92E
1823-06-01,24.75,2.3680000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1823-07-01,25.925,1.7380000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1823-08-01,23.076,1.963,Atyrau,Kazakhstan,47.42N,50.92E
1823-09-01,15.1,1.9,Atyrau,Kazakhstan,47.42N,50.92E
1823-10-01,5.050000000000002,1.8619999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1823-11-01,-1.964,3.208,Atyrau,Kazakhstan,47.42N,50.92E
1823-12-01,-5.928999999999999,2.49,Atyrau,Kazakhstan,47.42N,50.92E
1824-01-01,-9.139,2.392,Atyrau,Kazakhstan,47.42N,50.92E
1824-02-01,-8.896,3.444,Atyrau,Kazakhstan,47.42N,50.92E
1824-03-01,0.3610000000000002,2.3819999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1824-04-01,8.937000000000001,3.017,Atyrau,Kazakhstan,47.42N,50.92E
1824-05-01,17.485000000000007,2.318,Atyrau,Kazakhstan,47.42N,50.92E
1824-06-01,22.909000000000002,3.1839999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1824-07-01,26.07,2.641,Atyrau,Kazakhstan,47.42N,50.92E
1824-08-01,23.642,1.712,Atyrau,Kazakhstan,47.42N,50.92E
1824-09-01,16.358999999999998,2.1069999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1824-10-01,7.6,2.157,Atyrau,Kazakhstan,47.42N,50.92E
1824-11-01,1.4069999999999998,2.5469999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1824-12-01,-2.615,3.465,Atyrau,Kazakhstan,47.42N,50.92E
1825-01-01,-9.363,3.5010000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1825-02-01,-9.681000000000001,2.697,Atyrau,Kazakhstan,47.42N,50.92E
1825-03-01,-2.463,2.719,Atyrau,Kazakhstan,47.42N,50.92E
1825-04-01,8.889,2.296,Atyrau,Kazakhstan,47.42N,50.92E
1825-05-01,16.299,2.408,Atyrau,Kazakhstan,47.42N,50.92E
1825-06-01,23.873,1.8419999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1825-07-01,25.381,2.576,Atyrau,Kazakhstan,47.42N,50.92E
1825-08-01,23.235,2.291,Atyrau,Kazakhstan,47.42N,50.92E
1825-09-01,15.204,2.06,Atyrau,Kazakhstan,47.42N,50.92E
1825-10-01,6.517,2.354,Atyrau,Kazakhstan,47.42N,50.92E
1825-11-01,1.967,2.7260000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1825-12-01,-6.325,2.319,Atyrau,Kazakhstan,47.42N,50.92E
1826-01-01,-9.842,2.572,Atyrau,Kazakhstan,47.42N,50.92E
1826-02-01,-12.629000000000001,2.55,Atyrau,Kazakhstan,47.42N,50.92E
1826-03-01,-1.977,2.42,Atyrau,Kazakhstan,47.42N,50.92E
1826-04-01,8.882,2.833,Atyrau,Kazakhstan,47.42N,50.92E
1826-05-01,18.26,1.92,Atyrau,Kazakhstan,47.42N,50.92E
1826-06-01,22.572,2.417,Atyrau,Kazakhstan,47.42N,50.92E
1826-07-01,26.388,1.879,Atyrau,Kazakhstan,47.42N,50.92E
1826-08-01,23.333,1.67,Atyrau,Kazakhstan,47.42N,50.92E
1826-09-01,16.426,2.306,Atyrau,Kazakhstan,47.42N,50.92E
1826-10-01,5.379,2.359,Atyrau,Kazakhstan,47.42N,50.92E
1826-11-01,1.21,2.085,Atyrau,Kazakhstan,47.42N,50.92E
1826-12-01,-3.4410000000000003,2.504,Atyrau,Kazakhstan,47.42N,50.92E
1827-01-01,-7.24,3.181,Atyrau,Kazakhstan,47.42N,50.92E
1827-02-01,-7.657,2.458,Atyrau,Kazakhstan,47.42N,50.92E
1827-03-01,0.4390000000000001,2.388,Atyrau,Kazakhstan,47.42N,50.92E
1827-04-01,10.328,3.2539999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1827-05-01,18.234,2.391,Atyrau,Kazakhstan,47.42N,50.92E
1827-06-01,23.849,2.503,Atyrau,Kazakhstan,47.42N,50.92E
1827-07-01,27.047,1.672,Atyrau,Kazakhstan,47.42N,50.92E
1827-08-01,24.246,2.0340000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1827-09-01,15.384,1.659,Atyrau,Kazakhstan,47.42N,50.92E
1827-10-01,6.295,2.095,Atyrau,Kazakhstan,47.42N,50.92E
1827-11-01,1.501,1.9469999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1827-12-01,-6.885,3.373,Atyrau,Kazakhstan,47.42N,50.92E
1828-01-01,-13.098,2.978,Atyrau,Kazakhstan,47.42N,50.92E
1828-02-01,-12.632,3.605,Atyrau,Kazakhstan,47.42N,50.92E
1828-03-01,-0.6079999999999999,2.821,Atyrau,Kazakhstan,47.42N,50.92E
1828-04-01,9.903,2.7110000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1828-05-01,17.929000000000006,3.0789999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1828-06-01,24.331,2.625,Atyrau,Kazakhstan,47.42N,50.92E
1828-07-01,25.914,2.01,Atyrau,Kazakhstan,47.42N,50.92E
1828-08-01,23.987,2.62,Atyrau,Kazakhstan,47.42N,50.92E
1828-09-01,14.23,1.764,Atyrau,Kazakhstan,47.42N,50.92E
1828-10-01,6.48,1.71,Atyrau,Kazakhstan,47.42N,50.92E
1828-11-01,-0.5670000000000001,2.0540000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1828-12-01,-9.575,3.292,Atyrau,Kazakhstan,47.42N,50.92E
1829-01-01,-11.999,2.8930000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1829-02-01,-9.097999999999999,3.34,Atyrau,Kazakhstan,47.42N,50.92E
1829-03-01,-1.5430000000000001,2.1519999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1829-04-01,8.729,2.4419999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1829-05-01,18.105,3.988,Atyrau,Kazakhstan,47.42N,50.92E
1829-06-01,22.596999999999998,2.66,Atyrau,Kazakhstan,47.42N,50.92E
1829-07-01,25.912,1.8840000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1829-08-01,23.660999999999998,2.339,Atyrau,Kazakhstan,47.42N,50.92E
1829-09-01,15.717,2.3209999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1829-10-01,7.117999999999999,2.11,Atyrau,Kazakhstan,47.42N,50.92E
1829-11-01,-0.927,3.033,Atyrau,Kazakhstan,47.42N,50.92E
1829-12-01,-9.566,4.019,Atyrau,Kazakhstan,47.42N,50.92E
1830-01-01,-10.484000000000002,2.929,Atyrau,Kazakhstan,47.42N,50.92E
1830-02-01,-8.238999999999999,2.484,Atyrau,Kazakhstan,47.42N,50.92E
1830-03-01,-3.278,2.112,Atyrau,Kazakhstan,47.42N,50.92E
1830-04-01,8.897,2.1109999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1830-05-01,17.469,1.946,Atyrau,Kazakhstan,47.42N,50.92E
1830-06-01,23.881,3.445,Atyrau,Kazakhstan,47.42N,50.92E
1830-07-01,26.011,2.1830000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1830-08-01,24.549,2.6639999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1830-09-01,15.765999999999998,2.847,Atyrau,Kazakhstan,47.42N,50.92E
1830-10-01,6.6930000000000005,3.344,Atyrau,Kazakhstan,47.42N,50.92E
1830-11-01,0.782,2.627,Atyrau,Kazakhstan,47.42N,50.92E
1830-12-01,-3.067,2.627,Atyrau,Kazakhstan,47.42N,50.92E
1831-01-01,-9.194,3.157,Atyrau,Kazakhstan,47.42N,50.92E
1831-02-01,-7.837000000000001,4.641,Atyrau,Kazakhstan,47.42N,50.92E
1831-03-01,-1.3989999999999998,3.9410000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1831-04-01,8.363,2.084,Atyrau,Kazakhstan,47.42N,50.92E
1831-05-01,18.063,3.463,Atyrau,Kazakhstan,47.42N,50.92E
1831-06-01,22.345,2.323,Atyrau,Kazakhstan,47.42N,50.92E
1831-07-01,24.35,1.6469999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1831-08-01,21.614,2.215,Atyrau,Kazakhstan,47.42N,50.92E
1831-09-01,14.165,2.12,Atyrau,Kazakhstan,47.42N,50.92E
1831-10-01,4.5360000000000005,1.807,Atyrau,Kazakhstan,47.42N,50.92E
1831-11-01,-1.03,5.084,Atyrau,Kazakhstan,47.42N,50.92E
1831-12-01,-6.7799999999999985,3.35,Atyrau,Kazakhstan,47.42N,50.92E
1832-01-01,-11.469000000000001,2.42,Atyrau,Kazakhstan,47.42N,50.92E
1832-02-01,-9.068,2.755,Atyrau,Kazakhstan,47.42N,50.92E
1832-03-01,-4.707,2.8819999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1832-04-01,7.018,3.247,Atyrau,Kazakhstan,47.42N,50.92E
1832-05-01,18.773,1.962,Atyrau,Kazakhstan,47.42N,50.92E
1832-06-01,22.49,1.7790000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1832-07-01,25.862,3.765,Atyrau,Kazakhstan,47.42N,50.92E
1832-08-01,22.264000000000006,2.455,Atyrau,Kazakhstan,47.42N,50.92E
1832-09-01,15.616,2.755,Atyrau,Kazakhstan,47.42N,50.92E
1832-10-01,5.869,2.227,Atyrau,Kazakhstan,47.42N,50.92E
1832-11-01,-4.581,2.6210000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1832-12-01,-10.634,5.792000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1833-01-01,-11.674000000000001,4.449,Atyrau,Kazakhstan,47.42N,50.92E
1833-02-01,-8.559,2.926,Atyrau,Kazakhstan,47.42N,50.92E
1833-03-01,-3.275,3.47,Atyrau,Kazakhstan,47.42N,50.92E
1833-04-01,8.895,2.255,Atyrau,Kazakhstan,47.42N,50.92E
1833-05-01,16.007,1.595,Atyrau,Kazakhstan,47.42N,50.92E
1833-06-01,24.265,2.4019999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1833-07-01,26.115,1.9,Atyrau,Kazakhstan,47.42N,50.92E
1833-08-01,22.354000000000006,2.4859999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1833-09-01,14.905999999999999,2.194,Atyrau,Kazakhstan,47.42N,50.92E
1833-10-01,5.434,1.875,Atyrau,Kazakhstan,47.42N,50.92E
1833-11-01,1.621,1.785,Atyrau,Kazakhstan,47.42N,50.92E
1833-12-01,-6.049,3.373,Atyrau,Kazakhstan,47.42N,50.92E
1834-01-01,-12.153,2.972,Atyrau,Kazakhstan,47.42N,50.92E
1834-02-01,-12.352,3.4,Atyrau,Kazakhstan,47.42N,50.92E
1834-03-01,0.1930000000000001,2.346,Atyrau,Kazakhstan,47.42N,50.92E
1834-04-01,6.332999999999998,2.051,Atyrau,Kazakhstan,47.42N,50.92E
1834-05-01,17.409000000000002,1.465,Atyrau,Kazakhstan,47.42N,50.92E
1834-06-01,22.599,2.241,Atyrau,Kazakhstan,47.42N,50.92E
1834-07-01,24.21,1.486,Atyrau,Kazakhstan,47.42N,50.92E
1834-08-01,23.584,1.4569999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1834-09-01,16.277,2.541,Atyrau,Kazakhstan,47.42N,50.92E
1834-10-01,7.256,1.547,Atyrau,Kazakhstan,47.42N,50.92E
1834-11-01,1.168,2.5380000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1834-12-01,-6.027,1.8330000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1835-01-01,-9.145,2.639,Atyrau,Kazakhstan,47.42N,50.92E
1835-02-01,-7.232,2.782,Atyrau,Kazakhstan,47.42N,50.92E
1835-03-01,-0.7039999999999998,2.562,Atyrau,Kazakhstan,47.42N,50.92E
1835-04-01,9.098,2.898,Atyrau,Kazakhstan,47.42N,50.92E
1835-05-01,16.292,1.653,Atyrau,Kazakhstan,47.42N,50.92E
1835-06-01,21.165,1.827,Atyrau,Kazakhstan,47.42N,50.92E
1835-07-01,25.133000000000003,3.55,Atyrau,Kazakhstan,47.42N,50.92E
1835-08-01,20.659,1.5419999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1835-09-01,13.415,1.439,Atyrau,Kazakhstan,47.42N,50.92E
1835-10-01,7.0680000000000005,1.864,Atyrau,Kazakhstan,47.42N,50.92E
1835-11-01,-2.268,1.636,Atyrau,Kazakhstan,47.42N,50.92E
1835-12-01,-8.998,4.5969999999999995,Atyrau,Kazakhstan,47.42N,50.92E
1836-01-01,-10.055,1.865,Atyrau,Kazakhstan,47.42N,50.92E
1836-02-01,-8.939,2.642,Atyrau,Kazakhstan,47.42N,50.92E
1836-03-01,1.097,1.964,Atyrau,Kazakhstan,47.42N,50.92E
1836-04-01,9.282,1.649,Atyrau,Kazakhstan,47.42N,50.92E
1836-05-01,16.684,1.93,Atyrau,Kazakhstan,47.42N,50.92E
1836-06-01,22.354,1.6340000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1836-07-01,23.803,1.72,Atyrau,Kazakhstan,47.42N,50.92E
1836-08-01,22.022,1.4569999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1836-09-01,15.210999999999999,1.916,Atyrau,Kazakhstan,47.42N,50.92E
1836-10-01,7.771,3.983,Atyrau,Kazakhstan,47.42N,50.92E
1836-11-01,0.541,2.32,Atyrau,Kazakhstan,47.42N,50.92E
1836-12-01,-5.664,3.26,Atyrau,Kazakhstan,47.42N,50.92E
1837-01-01,-9.48,2.59,Atyrau,Kazakhstan,47.42N,50.92E
1837-02-01,-10.286,2.144,Atyrau,Kazakhstan,47.42N,50.92E
1837-03-01,-0.7849999999999999,2.279,Atyrau,Kazakhstan,47.42N,50.92E
1837-04-01,8.876,1.6380000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1837-05-01,18.12,1.7109999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1837-06-01,22.879,1.992,Atyrau,Kazakhstan,47.42N,50.92E
1837-07-01,23.408,1.033,Atyrau,Kazakhstan,47.42N,50.92E
1837-08-01,22.500999999999998,1.004,Atyrau,Kazakhstan,47.42N,50.92E
1837-09-01,16.285,1.545,Atyrau,Kazakhstan,47.42N,50.92E
1837-10-01,3.893,2.658,Atyrau,Kazakhstan,47.42N,50.92E
1837-11-01,-1.608,3.18,Atyrau,Kazakhstan,47.42N,50.92E
1837-12-01,-8.953,3.892,Atyrau,Kazakhstan,47.42N,50.92E
1838-01-01,-16.285999999999998,3.4819999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1838-02-01,-8.74,1.949,Atyrau,Kazakhstan,47.42N,50.92E
1838-03-01,-2.99,1.9580000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1838-04-01,8.047,2.131,Atyrau,Kazakhstan,47.42N,50.92E
1838-05-01,18.918000000000006,1.413,Atyrau,Kazakhstan,47.42N,50.92E
1838-06-01,21.025,1.53,Atyrau,Kazakhstan,47.42N,50.92E
1838-07-01,23.731,3.387,Atyrau,Kazakhstan,47.42N,50.92E
1838-08-01,23.101999999999997,3.0860000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1838-09-01,15.585,1.5959999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1838-10-01,6.09,3.733,Atyrau,Kazakhstan,47.42N,50.92E
1838-11-01,0.754,2.7039999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1838-12-01,-5.879,2.676,Atyrau,Kazakhstan,47.42N,50.92E
1839-01-01,-6.1389999999999985,1.85,Atyrau,Kazakhstan,47.42N,50.92E
1839-02-01,-5.785,2.593,Atyrau,Kazakhstan,47.42N,50.92E
1839-03-01,-5.193,1.274,Atyrau,Kazakhstan,47.42N,50.92E
1839-04-01,6.885999999999999,1.569,Atyrau,Kazakhstan,47.42N,50.92E
1839-05-01,17.285999999999998,1.374,Atyrau,Kazakhstan,47.42N,50.92E
1839-06-01,21.988000000000003,1.226,Atyrau,Kazakhstan,47.42N,50.92E
1839-07-01,26.313000000000002,2.9189999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1839-08-01,25.706,2.215,Atyrau,Kazakhstan,47.42N,50.92E
1839-09-01,15.207,1.574,Atyrau,Kazakhstan,47.42N,50.92E
1839-10-01,6.19,2.295,Atyrau,Kazakhstan,47.42N,50.92E
1839-11-01,-1.5219999999999998,2.3819999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1839-12-01,-12.856,1.6380000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1840-01-01,-10.706,2.4330000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1840-02-01,-13.434,2.13,Atyrau,Kazakhstan,47.42N,50.92E
1840-03-01,-4.879,1.702,Atyrau,Kazakhstan,47.42N,50.92E
1840-04-01,7.263,2.298,Atyrau,Kazakhstan,47.42N,50.92E
1840-05-01,16.042,2.005,Atyrau,Kazakhstan,47.42N,50.92E
1840-06-01,23.026,1.358,Atyrau,Kazakhstan,47.42N,50.92E
1840-07-01,27.612,1.173,Atyrau,Kazakhstan,47.42N,50.92E
1840-08-01,23.509,0.946,Atyrau,Kazakhstan,47.42N,50.92E
1840-09-01,15.369000000000002,1.163,Atyrau,Kazakhstan,47.42N,50.92E
1840-10-01,6.399,2.3569999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1840-11-01,0.975,3.55,Atyrau,Kazakhstan,47.42N,50.92E
1840-12-01,-8.759,2.102,Atyrau,Kazakhstan,47.42N,50.92E
1841-01-01,-11.959000000000001,1.966,Atyrau,Kazakhstan,47.42N,50.92E
1841-02-01,-12.04,1.955,Atyrau,Kazakhstan,47.42N,50.92E
1841-03-01,-6.247999999999999,4.203,Atyrau,Kazakhstan,47.42N,50.92E
1841-04-01,6.962000000000001,2.053,Atyrau,Kazakhstan,47.42N,50.92E
1841-05-01,17.672,1.235,Atyrau,Kazakhstan,47.42N,50.92E
1841-06-01,24.109,1.347,Atyrau,Kazakhstan,47.42N,50.92E
1841-07-01,27.277,1.4980000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1841-08-01,23.01,1.6780000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1841-09-01,16.048,0.995,Atyrau,Kazakhstan,47.42N,50.92E
1841-10-01,9.082,1.4240000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1841-11-01,-0.24700000000000005,1.206,Atyrau,Kazakhstan,47.42N,50.92E
1841-12-01,-7.734,2.387,Atyrau,Kazakhstan,47.42N,50.92E
1842-01-01,-11.774000000000001,2.377,Atyrau,Kazakhstan,47.42N,50.92E
1842-02-01,-5.5459999999999985,2.167,Atyrau,Kazakhstan,47.42N,50.92E
1842-03-01,0.09000000000000008,3.252,Atyrau,Kazakhstan,47.42N,50.92E
1842-04-01,8.827,2.217,Atyrau,Kazakhstan,47.42N,50.92E
1842-05-01,16.900000000000002,1.339,Atyrau,Kazakhstan,47.42N,50.92E
1842-06-01,22.303,1.197,Atyrau,Kazakhstan,47.42N,50.92E
1842-07-01,24.181,2.045,Atyrau,Kazakhstan,47.42N,50.92E
1842-08-01,23.215,1.521,Atyrau,Kazakhstan,47.42N,50.92E
1842-09-01,13.895999999999999,1.4780000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1842-10-01,5.787999999999999,1.578,Atyrau,Kazakhstan,47.42N,50.92E
1842-11-01,1.268,1.672,Atyrau,Kazakhstan,47.42N,50.92E
1842-12-01,-5.107,1.578,Atyrau,Kazakhstan,47.42N,50.92E
1843-01-01,-8.852,2.126,Atyrau,Kazakhstan,47.42N,50.92E
1843-02-01,-3.0090000000000003,1.569,Atyrau,Kazakhstan,47.42N,50.92E
1843-03-01,0.506,2.3609999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1843-04-01,8.747,1.619,Atyrau,Kazakhstan,47.42N,50.92E
1843-05-01,16.823,1.402,Atyrau,Kazakhstan,47.42N,50.92E
1843-06-01,24.686,1.66,Atyrau,Kazakhstan,47.42N,50.92E
1843-07-01,25.462,1.5819999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1843-08-01,21.642000000000003,1.985,Atyrau,Kazakhstan,47.42N,50.92E
1843-09-01,16.334,1.105,Atyrau,Kazakhstan,47.42N,50.92E
1843-10-01,8.075000000000001,1.962,Atyrau,Kazakhstan,47.42N,50.92E
1843-11-01,-0.491,1.217,Atyrau,Kazakhstan,47.42N,50.92E
1843-12-01,-6.68,3.18,Atyrau,Kazakhstan,47.42N,50.92E
1844-01-01,-6.722,1.764,Atyrau,Kazakhstan,47.42N,50.92E
1844-02-01,-5.507000000000001,2.443,Atyrau,Kazakhstan,47.42N,50.92E
1844-03-01,-1.551,2.379,Atyrau,Kazakhstan,47.42N,50.92E
1844-04-01,5.343,2.056,Atyrau,Kazakhstan,47.42N,50.92E
1844-05-01,17.736,1.431,Atyrau,Kazakhstan,47.42N,50.92E
1844-06-01,22.771,0.846,Atyrau,Kazakhstan,47.42N,50.92E
1844-07-01,26.73,1.0170000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1844-08-01,23.295,2.64,Atyrau,Kazakhstan,47.42N,50.92E
1844-09-01,16.043,0.862,Atyrau,Kazakhstan,47.42N,50.92E
1844-10-01,6.002999999999999,0.9009999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1844-11-01,-4.21,1.234,Atyrau,Kazakhstan,47.42N,50.92E
1844-12-01,-12.093,2.352,Atyrau,Kazakhstan,47.42N,50.92E
1845-01-01,-9.93,2.239,Atyrau,Kazakhstan,47.42N,50.92E
1845-02-01,-12.261,2.31,Atyrau,Kazakhstan,47.42N,50.92E
1845-03-01,-2.089,1.168,Atyrau,Kazakhstan,47.42N,50.92E
1845-04-01,8.770999999999999,1.094,Atyrau,Kazakhstan,47.42N,50.92E
1845-05-01,17.711000000000006,0.996,Atyrau,Kazakhstan,47.42N,50.92E
1845-06-01,22.601,1.05,Atyrau,Kazakhstan,47.42N,50.92E
1845-07-01,24.717,1.0859999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1845-08-01,23.3,1.599,Atyrau,Kazakhstan,47.42N,50.92E
1845-09-01,15.149000000000001,1.52,Atyrau,Kazakhstan,47.42N,50.92E
1845-10-01,6.769,0.878,Atyrau,Kazakhstan,47.42N,50.92E
1845-11-01,0.18899999999999997,1.172,Atyrau,Kazakhstan,47.42N,50.92E
1845-12-01,-6.5619999999999985,3.141,Atyrau,Kazakhstan,47.42N,50.92E
1846-01-01,-8.956,2.659,Atyrau,Kazakhstan,47.42N,50.92E
1846-02-01,-4.474,1.4769999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1846-03-01,-1.3730000000000002,1.3330000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1846-04-01,8.017000000000001,2.594,Atyrau,Kazakhstan,47.42N,50.92E
1846-05-01,16.685000000000002,2.029,Atyrau,Kazakhstan,47.42N,50.92E
1846-06-01,21.595,2.261,Atyrau,Kazakhstan,47.42N,50.92E
1846-07-01,25.562,1.508,Atyrau,Kazakhstan,47.42N,50.92E
1846-08-01,22.428,1.319,Atyrau,Kazakhstan,47.42N,50.92E
1846-09-01,15.91,1.3530000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1846-10-01,5.327000000000001,0.9,Atyrau,Kazakhstan,47.42N,50.92E
1846-11-01,-2.846,1.845,Atyrau,Kazakhstan,47.42N,50.92E
1846-12-01,-3.499,1.183,Atyrau,Kazakhstan,47.42N,50.92E
1847-01-01,-12.093,6.306,Atyrau,Kazakhstan,47.42N,50.92E
1847-02-01,-4.763999999999999,1.036,Atyrau,Kazakhstan,47.42N,50.92E
1847-03-01,-4.023,1.807,Atyrau,Kazakhstan,47.42N,50.92E
1847-04-01,10.002,1.0290000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1847-05-01,16.707,1.025,Atyrau,Kazakhstan,47.42N,50.92E
1847-06-01,22.037,1.52,Atyrau,Kazakhstan,47.42N,50.92E
1847-07-01,26.458000000000002,1.063,Atyrau,Kazakhstan,47.42N,50.92E
1847-08-01,24.410999999999998,1.561,Atyrau,Kazakhstan,47.42N,50.92E
1847-09-01,19.27,1.091,Atyrau,Kazakhstan,47.42N,50.92E
1847-10-01,7.444,1.213,Atyrau,Kazakhstan,47.42N,50.92E
1847-11-01,0.052999999999999985,1.09,Atyrau,Kazakhstan,47.42N,50.92E
1847-12-01,-12.450999999999999,1.598,Atyrau,Kazakhstan,47.42N,50.92E
1848-01-01,-17.347,1.7309999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1848-02-01,-9.45,1.169,Atyrau,Kazakhstan,47.42N,50.92E
1848-03-01,-0.8969999999999999,1.265,Atyrau,Kazakhstan,47.42N,50.92E
1848-04-01,12.352,1.083,Atyrau,Kazakhstan,47.42N,50.92E
1848-05-01,18.164,1.216,Atyrau,Kazakhstan,47.42N,50.92E
1848-06-01,24.53,1.8319999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1848-07-01,27.087,2.439,Atyrau,Kazakhstan,47.42N,50.92E
1848-08-01,23.943,1.931,Atyrau,Kazakhstan,47.42N,50.92E
1848-09-01,16.589000000000002,1.08,Atyrau,Kazakhstan,47.42N,50.92E
1848-10-01,7.392,0.8959999999999999,Atyrau,Kazakhstan,47.42N,50.92E
