36,0.5920000000000001,Junagadh,India,21.70N,70.10E
2009-09-01,28.496,0.322,Junagadh,India,21.70N,70.10E
2009-10-01,27.476000000000006,0.493,Junagadh,India,21.70N,70.10E
2009-11-01,25.401999999999997,0.71,Junagadh,India,21.70N,70.10E
2009-12-01,22.518,0.626,Junagadh,India,21.70N,70.10E
2010-01-01,21.842,0.664,Junagadh,India,21.70N,70.10E
2010-02-01,23.502,0.594,Junagadh,India,21.70N,70.10E
2010-03-01,28.314,0.479,Junagadh,India,21.70N,70.10E
2010-04-01,30.636,0.474,Junagadh,India,21.70N,70.10E
2010-05-01,32.116,0.706,Junagadh,India,21.70N,70.10E
2010-06-01,31.33,0.265,Junagadh,India,21.70N,70.10E
2010-07-01,28.934,0.305,Junagadh,India,21.70N,70.10E
2010-08-01,27.908,0.307,Junagadh,India,21.70N,70.10E
2010-09-01,27.554,0.281,Junagadh,India,21.70N,70.10E
2010-10-01,28.224,0.354,Junagadh,India,21.70N,70.10E
2010-11-01,25.076999999999998,0.777,Junagadh,India,21.70N,70.10E
2010-12-01,20.477,0.556,Junagadh,India,21.70N,70.10E
2011-01-01,20.244,0.43200000000000005,Junagadh,India,21.70N,70.10E
2011-02-01,22.994,0.544,Junagadh,India,21.70N,70.10E
2011-03-01,27.14,0.6990000000000001,Junagadh,India,21.70N,70.10E
2011-04-01,29.004,0.39,Junagadh,India,21.70N,70.10E
2011-05-01,30.871,0.3,Junagadh,India,21.70N,70.10E
2011-06-01,30.968000000000004,0.396,Junagadh,India,21.70N,70.10E
2011-07-01,28.761000000000006,0.395,Junagadh,India,21.70N,70.10E
2011-08-01,27.764,0.159,Junagadh,India,21.70N,70.10E
2011-09-01,27.179,0.40299999999999997,Junagadh,India,21.70N,70.10E
2011-10-01,28.21,0.249,Junagadh,India,21.70N,70.10E
2011-11-01,26.843000000000004,0.489,Junagadh,India,21.70N,70.10E
2011-12-01,22.091,0.461,Junagadh,India,21.70N,70.10E
2012-01-01,19.718,0.353,Junagadh,India,21.70N,70.10E
2012-02-01,21.825,0.29100000000000004,Junagadh,India,21.70N,70.10E
2012-03-01,25.845,0.511,Junagadh,India,21.70N,70.10E
2012-04-01,29.309,0.384,Junagadh,India,21.70N,70.10E
2012-05-01,30.821,0.7190000000000001,Junagadh,India,21.70N,70.10E
2012-06-01,31.068,0.414,Junagadh,India,21.70N,70.10E
2012-07-01,29.385,0.285,Junagadh,India,21.70N,70.10E
2012-08-01,28.174,0.267,Junagadh,India,21.70N,70.10E
2012-09-01,27.639,0.264,Junagadh,India,21.70N,70.10E
2012-10-01,28.008000000000006,0.552,Junagadh,India,21.70N,70.10E
2012-11-01,25.109,0.866,Junagadh,India,21.70N,70.10E
2012-12-01,22.892,0.6559999999999999,Junagadh,India,21.70N,70.10E
2013-01-01,20.457,0.747,Junagadh,India,21.70N,70.10E
2013-02-01,23.201,0.579,Junagadh,India,21.70N,70.10E
2013-03-01,26.99,0.503,Junagadh,India,21.70N,70.10E
2013-04-01,29.165,0.33299999999999996,Junagadh,India,21.70N,70.10E
2013-05-01,31.287,0.5660000000000001,Junagadh,India,21.70N,70.10E
2013-06-01,30.543000000000006,0.58,Junagadh,India,21.70N,70.10E
2013-07-01,27.998,0.52,Junagadh,India,21.70N,70.10E
2013-08-01,27.474,0.539,Junagadh,India,21.70N,70.10E
2013-09-01,,,Junagadh,India,21.70N,70.10E
1832-01-01,22.288,1.587,Jundiaí,Brazil,23.31S,46.31W
1832-02-01,22.855,3.51,Jundiaí,Brazil,23.31S,46.31W
1832-03-01,21.491,1.6909999999999998,Jundiaí,Brazil,23.31S,46.31W
1832-04-01,18.804000000000002,2.8080000000000003,Jundiaí,Brazil,23.31S,46.31W
1832-05-01,16.801,2.282,Jundiaí,Brazil,23.31S,46.31W
1832-06-01,16.250999999999998,2.086,Jundiaí,Brazil,23.31S,46.31W
1832-07-01,15.931,2.779,Jundiaí,Brazil,23.31S,46.31W
1832-08-01,16.314,2.602,Jundiaí,Brazil,23.31S,46.31W
1832-09-01,17.187,3.012,Jundiaí,Brazil,23.31S,46.31W
1832-10-01,18.408,2.31,Jundiaí,Brazil,23.31S,46.31W
1832-11-01,20.069000000000003,1.3559999999999999,Jundiaí,Brazil,23.31S,46.31W
1832-12-01,20.855,4.211,Jundiaí,Brazil,23.31S,46.31W
1833-01-01,22.336,2.835,Jundiaí,Brazil,23.31S,46.31W
1833-02-01,23.833000000000002,2.407,Jundiaí,Brazil,23.31S,46.31W
1833-03-01,22.049,3.003,Jundiaí,Brazil,23.31S,46.31W
1833-04-01,20.38,2.25,Jundiaí,Brazil,23.31S,46.31W
1833-05-01,17.087,1.429,Jundiaí,Brazil,23.31S,46.31W
1833-06-01,16.282999999999998,2.002,Jundiaí,Brazil,23.31S,46.31W
1833-07-01,15.948,1.555,Jundiaí,Brazil,23.31S,46.31W
1833-08-01,17.523,2.741,Jundiaí,Brazil,23.31S,46.31W
1833-09-01,18.684,2.336,Jundiaí,Brazil,23.31S,46.31W
1833-10-01,19.403,2.255,Jundiaí,Brazil,23.31S,46.31W
1833-11-01,22.671,1.93,Jundiaí,Brazil,23.31S,46.31W
1833-12-01,22.915,2.8569999999999998,Jundiaí,Brazil,23.31S,46.31W
1834-01-01,21.928,2.548,Jundiaí,Brazil,23.31S,46.31W
1834-02-01,22.654,2.124,Jundiaí,Brazil,23.31S,46.31W
1834-03-01,21.798,2.6210000000000004,Jundiaí,Brazil,23.31S,46.31W
1834-04-01,19.525,2.21,Jundiaí,Brazil,23.31S,46.31W
1834-05-01,18.517,1.868,Jundiaí,Brazil,23.31S,46.31W
1834-06-01,14.989,2.628,Jundiaí,Brazil,23.31S,46.31W
1834-07-01,16.57,1.939,Jundiaí,Brazil,23.31S,46.31W
1834-08-01,16.369,1.449,Jundiaí,Brazil,23.31S,46.31W
1834-09-01,18.192,2.456,Jundiaí,Brazil,23.31S,46.31W
1834-10-01,18.293,1.6569999999999998,Jundiaí,Brazil,23.31S,46.31W
1834-11-01,19.873,3.23,Jundiaí,Brazil,23.31S,46.31W
1834-12-01,21.814,1.733,Jundiaí,Brazil,23.31S,46.31W
1835-01-01,22.327,2.2319999999999998,Jundiaí,Brazil,23.31S,46.31W
1835-02-01,23.001,2.345,Jundiaí,Brazil,23.31S,46.31W
1835-03-01,20.227,2.365,Jundiaí,Brazil,23.31S,46.31W
1835-04-01,18.663,2.439,Jundiaí,Brazil,23.31S,46.31W
1835-05-01,16.57,1.3130000000000002,Jundiaí,Brazil,23.31S,46.31W
1835-06-01,15.214,1.839,Jundiaí,Brazil,23.31S,46.31W
1835-07-01,16.335,2.847,Jundiaí,Brazil,23.31S,46.31W
1835-08-01,16.842000000000002,2.494,Jundiaí,Brazil,23.31S,46.31W
1835-09-01,16.012,1.411,Jundiaí,Brazil,23.31S,46.31W
1835-10-01,18.227,1.262,Jundiaí,Brazil,23.31S,46.31W
1835-11-01,19.699,2.1790000000000003,Jundiaí,Brazil,23.31S,46.31W
1835-12-01,20.312,1.766,Jundiaí,Brazil,23.31S,46.31W
1836-01-01,22.433000000000003,1.261,Jundiaí,Brazil,23.31S,46.31W
1836-02-01,23.014,2.119,Jundiaí,Brazil,23.31S,46.31W
1836-03-01,22.201999999999998,1.213,Jundiaí,Brazil,23.31S,46.31W
1836-04-01,18.301,1.781,Jundiaí,Brazil,23.31S,46.31W
1836-05-01,15.736,1.765,Jundiaí,Brazil,23.31S,46.31W
1836-06-01,15.305,1.392,Jundiaí,Brazil,23.31S,46.31W
1836-07-01,16.747,2.699,Jundiaí,Brazil,23.31S,46.31W
1836-08-01,17.27,2.977,Jundiaí,Brazil,23.31S,46.31W
1836-09-01,16.259,2.246,Jundiaí,Brazil,23.31S,46.31W
1836-10-01,18.223,4.226,Jundiaí,Brazil,23.31S,46.31W
1836-11-01,19.3,1.8030000000000002,Jundiaí,Brazil,23.31S,46.31W
1836-12-01,21.266,2.419,Jundiaí,Brazil,23.31S,46.31W
1837-01-01,22.071,2.148,Jundiaí,Brazil,23.31S,46.31W
1837-02-01,21.234,3.205,Jundiaí,Brazil,23.31S,46.31W
1837-03-01,20.074,1.796,Jundiaí,Brazil,23.31S,46.31W
1837-04-01,17.99,1.4269999999999998,Jundiaí,Brazil,23.31S,46.31W
1837-05-01,16.576,1.79,Jundiaí,Brazil,23.31S,46.31W
1837-06-01,14.122,2.613,Jundiaí,Brazil,23.31S,46.31W
1837-07-01,15.113,1.53,Jundiaí,Brazil,23.31S,46.31W
1837-08-01,16.271,1.2,Jundiaí,Brazil,23.31S,46.31W
1837-09-01,17.06,1.52,Jundiaí,Brazil,23.31S,46.31W
1837-10-01,18.590999999999998,2.467,Jundiaí,Brazil,23.31S,46.31W
1837-11-01,19.647000000000002,2.218,Jundiaí,Brazil,23.31S,46.31W
1837-12-01,20.565,3.7039999999999997,Jundiaí,Brazil,23.31S,46.31W
1838-01-01,21.044,2.9389999999999996,Jundiaí,Brazil,23.31S,46.31W
1838-02-01,21.888,1.7380000000000002,Jundiaí,Brazil,23.31S,46.31W
1838-03-01,20.265,1.6640000000000001,Jundiaí,Brazil,23.31S,46.31W
1838-04-01,18.921,1.338,Jundiaí,Brazil,23.31S,46.31W
1838-05-01,15.932,1.374,Jundiaí,Brazil,23.31S,46.31W
1838-06-01,15.879000000000001,1.557,Jundiaí,Brazil,23.31S,46.31W
1838-07-01,16.276,3.153,Jundiaí,Brazil,23.31S,46.31W
1838-08-01,15.812,3.138,Jundiaí,Brazil,23.31S,46.31W
1838-09-01,17.572,1.3519999999999999,Jundiaí,Brazil,23.31S,46.31W
1838-10-01,19.113,3.2230000000000003,Jundiaí,Brazil,23.31S,46.31W
1838-11-01,19.937,2.265,Jundiaí,Brazil,23.31S,46.31W
1838-12-01,22.035,2.819,Jundiaí,Brazil,23.31S,46.31W
1839-01-01,21.886,1.9980000000000002,Jundiaí,Brazil,23.31S,46.31W
1839-02-01,22.245,2.832,Jundiaí,Brazil,23.31S,46.31W
1839-03-01,20.369,1.9269999999999998,Jundiaí,Brazil,23.31S,46.31W
1839-04-01,19.246,1.883,Jundiaí,Brazil,23.31S,46.31W
1839-05-01,17.058,1.087,Jundiaí,Brazil,23.31S,46.31W
1839-06-01,15.517000000000001,1.12,Jundiaí,Brazil,23.31S,46.31W
1839-07-01,15.252,3.3789999999999996,Jundiaí,Brazil,23.31S,46.31W
1839-08-01,16.428,2.3480000000000003,Jundiaí,Brazil,23.31S,46.31W
1839-09-01,16.573,1.692,Jundiaí,Brazil,23.31S,46.31W
1839-10-01,17.662,2.459,Jundiaí,Brazil,23.31S,46.31W
1839-11-01,19.099,2.005,Jundiaí,Brazil,23.31S,46.31W
1839-12-01,20.879,2.7039999999999997,Jundiaí,Brazil,23.31S,46.31W
1840-01-01,22.364,1.7409999999999999,Jundiaí,Brazil,23.31S,46.31W
1840-02-01,22.75,2.4,Jundiaí,Brazil,23.31S,46.31W
1840-03-01,20.195,1.256,Jundiaí,Brazil,23.31S,46.31W
1840-04-01,19.343,2.042,Jundiaí,Brazil,23.31S,46.31W
1840-05-01,17.968999999999994,1.672,Jundiaí,Brazil,23.31S,46.31W
1840-06-01,16.082,1.4909999999999999,Jundiaí,Brazil,23.31S,46.31W
1840-07-01,16.025000000000002,1.7069999999999999,Jundiaí,Brazil,23.31S,46.31W
1840-08-01,15.846000000000002,1.567,Jundiaí,Brazil,23.31S,46.31W
1840-09-01,17.875999999999998,1.5419999999999998,Jundiaí,Brazil,23.31S,46.31W
1840-10-01,19.666,3.198,Jundiaí,Brazil,23.31S,46.31W
1840-11-01,20.255,3.2289999999999996,Jundiaí,Brazil,23.31S,46.31W
1840-12-01,22.061,2.89,Jundiaí,Brazil,23.31S,46.31W
1841-01-01,22.009,2.126,Jundiaí,Brazil,23.31S,46.31W
1841-02-01,21.584,1.706,Jundiaí,Brazil,23.31S,46.31W
1841-03-01,22.156999999999996,4.352,Jundiaí,Brazil,23.31S,46.31W
1841-04-01,19.957,2.608,Jundiaí,Brazil,23.31S,46.31W
1841-05-01,17.201999999999998,1.263,Jundiaí,Brazil,23.31S,46.31W
1841-06-01,15.57,1.3530000000000002,Jundiaí,Brazil,23.31S,46.31W
1841-07-01,15.895,1.669,Jundiaí,Brazil,23.31S,46.31W
1841-08-01,16.576,1.338,Jundiaí,Brazil,23.31S,46.31W
1841-09-01,17.178,0.991,Jundiaí,Brazil,23.31S,46.31W
1841-10-01,18.468,1.52,Jundiaí,Brazil,23.31S,46.31W
1841-11-01,19.904,1.127,Jundiaí,Brazil,23.31S,46.31W
1841-12-01,20.141,2.9560000000000004,Jundiaí,Brazil,23.31S,46.31W
1842-01-01,22.359,1.587,Jundiaí,Brazil,23.31S,46.31W
1842-02-01,22.611,1.581,Jundiaí,Brazil,23.31S,46.31W
1842-03-01,22.884,2.135,Jundiaí,Brazil,23.31S,46.31W
1842-04-01,20.342,1.671,Jundiaí,Brazil,23.31S,46.31W
1842-05-01,17.320999999999998,1.31,Jundiaí,Brazil,23.31S,46.31W
1842-06-01,16.932000000000002,2.884,Jundiaí,Brazil,23.31S,46.31W
1842-07-01,16.688,2.576,Jundiaí,Brazil,23.31S,46.31W
1842-08-01,16.590999999999998,1.199,Jundiaí,Brazil,23.31S,46.31W
1842-09-01,16.033,2.301,Jundiaí,Brazil,23.31S,46.31W
1842-10-01,18.387,1.179,Jundiaí,Brazil,23.31S,46.31W
1842-11-01,20.022000000000002,1.475,Jundiaí,Brazil,23.31S,46.31W
1842-12-01,21.671,1.761,Jundiaí,Brazil,23.31S,46.31W
1843-01-01,23.134,1.56,Jundiaí,Brazil,23.31S,46.31W
1843-02-01,24.046,1.463,Jundiaí,Brazil,23.31S,46.31W
1843-03-01,21.833,1.341,Jundiaí,Brazil,23.31S,46.31W
1843-04-01,19.235,1.413,Jundiaí,Brazil,23.31S,46.31W
1843-05-01,18.366,3.487,Jundiaí,Brazil,23.31S,46.31W
1843-06-01,15.345999999999998,1.307,Jundiaí,Brazil,23.31S,46.31W
1843-07-01,14.81,2.21,Jundiaí,Brazil,23.31S,46.31W
1843-08-01,17.077,1.713,Jundiaí,Brazil,23.31S,46.31W
1843-09-01,18.081,1.3559999999999999,Jundiaí,Brazil,23.31S,46.31W
1843-10-01,18.882,1.3259999999999998,Jundiaí,Brazil,23.31S,46.31W
1843-11-01,20.267,1.043,Jundiaí,Brazil,23.31S,46.31W
1843-12-01,22.416,2.452,Jundiaí,Brazil,23.31S,46.31W
1844-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1844-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1845-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1846-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1847-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1848-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1849-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-01-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-02-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-03-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-04-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-05-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-06-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-07-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-08-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-09-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-10-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-11-01,,,Jundiaí,Brazil,23.31S,46.31W
1850-12-01,,,Jundiaí,Brazil,23.31S,46.31W
1851-01-01,23.026999999999997,1.234,Jundiaí,Brazil,23.31S,46.31W
1851-02-01,22.955,1.324,Jundiaí,Brazil,23.31S,46.31W
1851-03-01,21.381999999999998,1.32,Jundiaí,Brazil,23.31S,46.31W
1851-04-01,20.455,2.992,Jundiaí,Brazil,23.31S,46.31W
1851-05-01,17.643,1.04,Jundiaí,Brazil,23.31S,46.31W
1851-06-01,15.872,1.21,Jundiaí,Brazil,23.31S,46.31W
1851-07-01,16.717000000000002,1.754,Jundiaí,Brazil,23.31S,46.31W
1851-08-01,16.976000000000006,1.3940000000000001,Jundiaí,Brazil,23.31S,46.31W
1851-09-01,17.483,1.584,Jundiaí,Brazil,23.31S,46.31W
1851-10-01,19.409000000000002,2.064,Jundiaí,Brazil,23.31S,46.31W
1851-11-01,20.185,1.351,Jundiaí,Brazil,23.31S,46.31W
1851-12-01,21.138,3.125,Jundiaí,Brazil,23.31S,46.31W
1852-01-01,22.31,2.522,Jundiaí,Brazil,23.31S,46.31W
1852-02-01,22.466,1.2570000000000001,Jundiaí,Brazil,23.31S,46.31W
1852-03-01,22.19,3.1439999999999997,Jundiaí,Brazil,23.31S,46.31W
1852-04-01,19.555,1.3430000000000002,Jundiaí,Brazil,23.31S,46.31W
1852-05-01,17.951,1.183,Jundiaí,Brazil,23.31S,46.31W
1852-06-01,16.628999999999998,1.723,Jundiaí,Brazil,23.31S,46.31W
1852-07-01,16.585,1.5719999999999998,Jundiaí,Brazil,23.31S,46.31W
1852-08-01,16.588,1.193,Jundiaí,Brazil,23.31S,46.31W
1852-09-01,17.919,1.281,Jundiaí,Brazil,23.31S,46.31W
1852-10-01,18.842,1.501,Jundiaí,Brazil,23.31S,46.31W
1852-11-01,20.955,2.7689999999999997,Jundiaí,Brazil,23.31S,46.31W
1852-12-01,23.173000000000002,2.441,Jundiaí,Brazil,23.31S,46.31W
1853-01-01,22.593000000000004,1.5730000000000002,Jundiaí,Brazil,23.31S,46.31W
1853-02-01,22.188000000000002,1.734,Jundiaí,Brazil,23.31S,46.31W
1853-03-01,20.87,1.6980000000000002,Jundiaí,Brazil,23.31S,46.31W
1853-04-01,20.394000000000002,2.354,Jundiaí,Brazil,23.31S,46.31W
1853-05-01,17.377,1.058,Jundiaí,Brazil,23.31S,46.31W
1853-06-01,16.261,1.18,Jundiaí,Brazil,23.31S,46.31W
1853-07-01,16.868000000000002,1.31,Jundiaí,Brazil,23.31S,46.31W
1853-08-01,17.758000000000006,1.5019999999999998,Jundiaí,Brazil,23.31S,46.31W
1853-09-01,18.958,1.8530000000000002,Jundiaí,Brazil,23.31S,46.31W
1853-10-01,19.343,1.281,Jundiaí,Brazil,23.31S,46.31W
1853-11-01,21.355999999999998,2.911,Jundiaí,Brazil,23.31S,46.31W
1853-12-01,21.349,1.409,Jundiaí,Brazil,23.31S,46.31W
1854-01-01,21.519000000000002,1.788,Jundiaí,Brazil,23.31S,46.31W
1854-02-01,22.603,2.025,Jundiaí,Brazil,23.31S,46.31W
1854-03-01,21.281,1.617,Jundiaí,Brazil,23.31S,46.31W
1854-04-01,20.391,1.735,Jundiaí,Brazil,23.31S,46.31W
1854-05-01,17.761,1.081,Jundiaí,Brazil,23.31S,46.31W
1854-06-01,16.520999999999994,2.0580000000000003,Jundiaí,Brazil,23.31S,46.31W
1854-07-01,16.872,1.516,Jundiaí,Brazil,23.31S,46.31W
1854-08-01,17.412000000000006,1.4169999999999998,Jundiaí,Brazil,23.31S,46.31W
1854-09-01,18.747,1.788,Jundiaí,Brazil,23.31S,46.31W
1854-10-01,20.654,1.392,Jundiaí,Brazil,23.31S,46.31W
1854-11-01,20.811,1.288,Jundiaí,Brazil,23.31S,46.31W
1854-12-01,21.785,2.291,Jundiaí,Brazil,23.31S,46.31W
1855-01-01,23.161,2.015,Jundiaí,Brazil,23.31S,46.31W
1855-02-01,22.991,1.5090000000000001,Jundiaí,Brazil,23.31S,46.31W
1855-03-01,22.564,1.5290000000000001,Jundiaí,Brazil,23.31S,46.31W
1855-04-01,20.309,1.7180000000000002,Jundiaí,Brazil,23.31S,46.31W
1855-05-01,17.744,1.3530000000000002,Jundiaí,Brazil,23.31S,46.31W
1855-06-01,16.913999999999998,2.526,Jundiaí,Brazil,23.31S,46.31W
1855-07-01,16.35,1.548,Jundiaí,Brazil,23.31S,46.31W
1855-08-01,17.637,1.516,Jundiaí,Brazil,23.31S,46.31W
1855-09-01,17.948,0.9590000000000001,Jundiaí,Brazil,23.31S,46.31W
1855-10-01,19.642,2.173,Jundiaí,Brazil,23.31S,46.31W
1855-11-01,20.739,1.409,Jundiaí,Brazil,23.31S,46.31W
1855-12-01,20.4,2.117,Jundiaí,Brazil,23.31S,46.31W
1856-01-01,21.459,2.204,Jundiaí,Brazil,23.31S,46.31W
1856-02-01,21.471,1.5630000000000002,Jundiaí,Brazil,23.31S,46.31W
1856-03-01,20.991999999999997,1.2819999999999998,Jundiaí,Brazil,23.31S,46.31W
1856-04-01,20.145,1.13,Jundiaí,Brazil,23.31S,46.31W
1856-05-01,17.349999999999998,1.368,Jundiaí,Brazil,23.31S,46.31W
1856-06-01,15.839,1.969,Jundiaí,Brazil,23.31S,46.31W
1856-07-01,15.274,1.815,Jundiaí,Brazil,23.31S,46.31W
1856-08-01,16.624000000000002,1.2109999999999999,Jundiaí,Brazil,23.31S,46.31W
1856-09-01,17.293,1.3,Jundiaí,Brazil,23.31S,46.31W
1856-10-01,18.174,1.29,Jundiaí,Brazil,23.31S,46.31W
1856-11-01,20.234,1.185,Jundiaí,Brazil,23.31S,46.31W
1856-12-01,20.679000000000002,2.234,Jundiaí,Brazil,23.31S,46.31W
1857-01-01,21.828000000000003,1.335,Jundiaí,Brazil,23.31S,46.31W
1857-02-01,22.123,1.558,Jundiaí,Brazil,23.31S,46.31W
1857-03-01,21.729,1.14,Jundiaí,Brazil,23.31S,46.31W
1857-04-01,18.263,1.21,Jundiaí,Brazil,23.31S,46.31W
1857-05-01,17.023999999999994,0.8140000000000001,Jundiaí,Brazil,23.31S,46.31W
1857-06-01,16.302,0.815,Jundiaí,Brazil,23.31S,46.31W
1857-07-01,17.045,1.501,Jundiaí,Brazil,23.31S,46.31W
1857-08-01,16.799,0.852,Jundiaí,Brazil,23.31S,46.31W
1857-09-01,17.952,0.9309999999999999,Jundiaí,Brazil,23.31S,46.31W
1857-10-01,19.579,1.844,Jundiaí,Brazil,23.31S,46.31W
1857-11-01,21.825,2.0709999999999997,Jundiaí,Brazil,23.31S,46.31W
1857-12-01,22.168000000000003,1.4909999999999999,Jundiaí,Brazil,23.31S,46.31W
1858-01-01,22.151,2.9019999999999997,Jundiaí,Brazil,23.31S,46.31W
1858-02-01,22.53,0.902,Jundiaí,Brazil,23.31S,46.31W
1858-03-01,21.695,1.1159999999999999,Jundiaí,Brazil,23.31S,46.31W
1858-04-01,18.91,3.278,Jundiaí,Brazil,23.31S,46.31W
1858-05-01,17.717,1.334,Jundiaí,Brazil,23.31S,46.31W
1858-06-01,15.125,1.7309999999999999,Jundiaí,Brazil,23.31S,46.31W
1858-07-01,15.085999999999999,1.2109999999999999,Jundiaí,Brazil,23.31S,46.31W
1858-08-01,15.82,2.191,Jundiaí,Brazil,23.31S,46.31W
1858-09-01,15.789000000000001,4.565,Jundiaí,Brazil,23.31S,46.31W
1858-10-01,17.555,2.611,Jundiaí,Brazil,23.31S,46.31W
1858-11-01,19.124000000000002,2.342,Jundiaí,Brazil,23.31S,46.31W
1858-12-01,19.208,2.039,Jundiaí,Brazil,23.31S,46.31W
1859-01-01,20.653000000000002,2.205,Jundiaí,Brazil,23.31S,46.31W
1859-02-01,21.273000000000003,1.659,Jundiaí,Brazil,23.31S,46.31W
