36,0.5920000000000001,Junagadh,India,21.70N,70.10E
1965-12-01,26.735,0.23800000000000002,Kabankalan,Philippines,10.45N,123.55E
1966-01-01,26.562,0.322,Kabankalan,Philippines,10.45N,123.55E
1966-02-01,27.166,0.207,Kabankalan,Philippines,10.45N,123.55E
1966-03-01,28.035,0.344,Kabankalan,Philippines,10.45N,123.55E
1966-04-01,28.958,0.34600000000000003,Kabankalan,Philippines,10.45N,123.55E
1966-05-01,28.298,0.374,Kabankalan,Philippines,10.45N,123.55E
1966-06-01,27.91,0.259,Kabankalan,Philippines,10.45N,123.55E
1966-07-01,26.999000000000002,0.18100000000000002,Kabankalan,Philippines,10.45N,123.55E
1966-08-01,27.745,0.23,Kabankalan,Philippines,10.45N,123.55E
1966-09-01,28.004,0.43200000000000005,Kabankalan,Philippines,10.45N,123.55E
1966-10-01,27.366999999999997,0.23,Kabankalan,Philippines,10.45N,123.55E
1966-11-01,27.579,0.077,Kabankalan,Philippines,10.45N,123.55E
1966-12-01,27.118000000000002,0.115,Kabankalan,Philippines,10.45N,123.55E
1967-01-01,25.998,0.182,Kabankalan,Philippines,10.45N,123.55E
1967-02-01,26.391,0.192,Kabankalan,Philippines,10.45N,123.55E
1967-03-01,26.872,0.353,Kabankalan,Philippines,10.45N,123.55E
1967-04-01,27.973000000000006,0.20800000000000002,Kabankalan,Philippines,10.45N,123.55E
1967-05-01,28.92,0.36,Kabankalan,Philippines,10.45N,123.55E
1967-06-01,28.289,0.22699999999999998,Kabankalan,Philippines,10.45N,123.55E
1967-07-01,27.262,0.384,Kabankalan,Philippines,10.45N,123.55E
1967-08-01,27.429000000000002,0.264,Kabankalan,Philippines,10.45N,123.55E
1967-09-01,27.704,0.13699999999999998,Kabankalan,Philippines,10.45N,123.55E
1967-10-01,27.089,0.18,Kabankalan,Philippines,10.45N,123.55E
1967-11-01,26.835,0.175,Kabankalan,Philippines,10.45N,123.55E
1967-12-01,26.08,0.172,Kabankalan,Philippines,10.45N,123.55E
1968-01-01,26.079,0.386,Kabankalan,Philippines,10.45N,123.55E
1968-02-01,26.228,0.305,Kabankalan,Philippines,10.45N,123.55E
1968-03-01,27.741999999999997,0.298,Kabankalan,Philippines,10.45N,123.55E
1968-04-01,28.351000000000006,0.233,Kabankalan,Philippines,10.45N,123.55E
1968-05-01,29.098000000000006,0.14300000000000002,Kabankalan,Philippines,10.45N,123.55E
1968-06-01,28.336,0.35,Kabankalan,Philippines,10.45N,123.55E
1968-07-01,27.911,0.32,Kabankalan,Philippines,10.45N,123.55E
1968-08-01,27.719,0.445,Kabankalan,Philippines,10.45N,123.55E
1968-09-01,27.981,0.45299999999999996,Kabankalan,Philippines,10.45N,123.55E
1968-10-01,27.291999999999998,0.284,Kabankalan,Philippines,10.45N,123.55E
1968-11-01,26.29,0.235,Kabankalan,Philippines,10.45N,123.55E
1968-12-01,26.219,0.38299999999999995,Kabankalan,Philippines,10.45N,123.55E
1969-01-01,26.356,0.359,Kabankalan,Philippines,10.45N,123.55E
1969-02-01,26.693,0.278,Kabankalan,Philippines,10.45N,123.55E
1969-03-01,27.703000000000003,0.42100000000000004,Kabankalan,Philippines,10.45N,123.55E
1969-04-01,28.791,0.41600000000000004,Kabankalan,Philippines,10.45N,123.55E
1969-05-01,29.493,0.27,Kabankalan,Philippines,10.45N,123.55E
1969-06-01,28.39,0.311,Kabankalan,Philippines,10.45N,123.55E
1969-07-01,27.371,0.231,Kabankalan,Philippines,10.45N,123.55E
1969-08-01,27.644000000000002,0.45299999999999996,Kabankalan,Philippines,10.45N,123.55E
1969-09-01,27.778000000000002,0.273,Kabankalan,Philippines,10.45N,123.55E
1969-10-01,27.718000000000004,0.239,Kabankalan,Philippines,10.45N,123.55E
1969-11-01,27.469,0.21100000000000002,Kabankalan,Philippines,10.45N,123.55E
1969-12-01,26.97,0.298,Kabankalan,Philippines,10.45N,123.55E
1970-01-01,26.931,0.257,Kabankalan,Philippines,10.45N,123.55E
1970-02-01,27.131,0.303,Kabankalan,Philippines,10.45N,123.55E
1970-03-01,28.266,0.389,Kabankalan,Philippines,10.45N,123.55E
1970-04-01,28.906,0.42100000000000004,Kabankalan,Philippines,10.45N,123.55E
1970-05-01,29.319000000000006,0.307,Kabankalan,Philippines,10.45N,123.55E
1970-06-01,28.215999999999998,0.265,Kabankalan,Philippines,10.45N,123.55E
1970-07-01,27.448,0.40299999999999997,Kabankalan,Philippines,10.45N,123.55E
1970-08-01,27.63,0.414,Kabankalan,Philippines,10.45N,123.55E
1970-09-01,27.595,0.27899999999999997,Kabankalan,Philippines,10.45N,123.55E
1970-10-01,27.459,0.36200000000000004,Kabankalan,Philippines,10.45N,123.55E
1970-11-01,27.44,0.107,Kabankalan,Philippines,10.45N,123.55E
1970-12-01,27.254,0.223,Kabankalan,Philippines,10.45N,123.55E
1971-01-01,25.916,0.245,Kabankalan,Philippines,10.45N,123.55E
1971-02-01,26.553,0.20800000000000002,Kabankalan,Philippines,10.45N,123.55E
1971-03-01,26.752,0.344,Kabankalan,Philippines,10.45N,123.55E
1971-04-01,27.641,0.226,Kabankalan,Philippines,10.45N,123.55E
1971-05-01,28.043000000000006,0.366,Kabankalan,Philippines,10.45N,123.55E
1971-06-01,27.021,0.225,Kabankalan,Philippines,10.45N,123.55E
1971-07-01,26.843000000000004,0.316,Kabankalan,Philippines,10.45N,123.55E
1971-08-01,27.314,0.19,Kabankalan,Philippines,10.45N,123.55E
1971-09-01,27.637,0.371,Kabankalan,Philippines,10.45N,123.55E
1971-10-01,26.82,0.22699999999999998,Kabankalan,Philippines,10.45N,123.55E
1971-11-01,26.930999999999997,0.136,Kabankalan,Philippines,10.45N,123.55E
1971-12-01,26.691,0.406,Kabankalan,Philippines,10.45N,123.55E
1972-01-01,25.967,0.251,Kabankalan,Philippines,10.45N,123.55E
1972-02-01,27.05,0.298,Kabankalan,Philippines,10.45N,123.55E
1972-03-01,26.933000000000003,0.223,Kabankalan,Philippines,10.45N,123.55E
1972-04-01,27.912000000000006,0.521,Kabankalan,Philippines,10.45N,123.55E
1972-05-01,28.436,0.248,Kabankalan,Philippines,10.45N,123.55E
1972-06-01,27.749,0.6459999999999999,Kabankalan,Philippines,10.45N,123.55E
1972-07-01,27.853,0.52,Kabankalan,Philippines,10.45N,123.55E
1972-08-01,27.411,0.49200000000000005,Kabankalan,Philippines,10.45N,123.55E
1972-09-01,27.284000000000002,0.514,Kabankalan,Philippines,10.45N,123.55E
1972-10-01,27.759,0.455,Kabankalan,Philippines,10.45N,123.55E
1972-11-01,27.426,0.349,Kabankalan,Philippines,10.45N,123.55E
1972-12-01,26.9,0.245,Kabankalan,Philippines,10.45N,123.55E
1973-01-01,26.425,0.396,Kabankalan,Philippines,10.45N,123.55E
1973-02-01,26.796,0.396,Kabankalan,Philippines,10.45N,123.55E
1973-03-01,27.82,0.514,Kabankalan,Philippines,10.45N,123.55E
1973-04-01,28.868,0.37799999999999995,Kabankalan,Philippines,10.45N,123.55E
1973-05-01,29.287000000000006,0.385,Kabankalan,Philippines,10.45N,123.55E
1973-06-01,28.709000000000003,0.146,Kabankalan,Philippines,10.45N,123.55E
1973-07-01,27.632,0.467,Kabankalan,Philippines,10.45N,123.55E
1973-08-01,27.503,0.358,Kabankalan,Philippines,10.45N,123.55E
1973-09-01,27.357,0.225,Kabankalan,Philippines,10.45N,123.55E
1973-10-01,27.487,0.319,Kabankalan,Philippines,10.45N,123.55E
1973-11-01,27.215999999999998,0.233,Kabankalan,Philippines,10.45N,123.55E
1973-12-01,26.67,0.21100000000000002,Kabankalan,Philippines,10.45N,123.55E
1974-01-01,25.903000000000002,0.307,Kabankalan,Philippines,10.45N,123.55E
1974-02-01,26.544,0.555,Kabankalan,Philippines,10.45N,123.55E
1974-03-01,26.936,0.35600000000000004,Kabankalan,Philippines,10.45N,123.55E
1974-04-01,28.270000000000003,0.301,Kabankalan,Philippines,10.45N,123.55E
1974-05-01,28.484,0.22699999999999998,Kabankalan,Philippines,10.45N,123.55E
1974-06-01,27.65,0.43799999999999994,Kabankalan,Philippines,10.45N,123.55E
1974-07-01,27.372,0.385,Kabankalan,Philippines,10.45N,123.55E
1974-08-01,27.921999999999997,0.315,Kabankalan,Philippines,10.45N,123.55E
1974-09-01,28.095,0.233,Kabankalan,Philippines,10.45N,123.55E
1974-10-01,27.022,0.19,Kabankalan,Philippines,10.45N,123.55E
1974-11-01,27.103,0.304,Kabankalan,Philippines,10.45N,123.55E
1974-12-01,26.309,0.23,Kabankalan,Philippines,10.45N,123.55E
1975-01-01,26.049,0.22899999999999998,Kabankalan,Philippines,10.45N,123.55E
1975-02-01,26.507,0.335,Kabankalan,Philippines,10.45N,123.55E
1975-03-01,27.698,0.40399999999999997,Kabankalan,Philippines,10.45N,123.55E
1975-04-01,28.266,0.28,Kabankalan,Philippines,10.45N,123.55E
1975-05-01,28.517000000000003,0.33399999999999996,Kabankalan,Philippines,10.45N,123.55E
1975-06-01,27.881999999999998,0.363,Kabankalan,Philippines,10.45N,123.55E
1975-07-01,27.352,0.47,Kabankalan,Philippines,10.45N,123.55E
1975-08-01,27.69,0.466,Kabankalan,Philippines,10.45N,123.55E
1975-09-01,27.306,0.303,Kabankalan,Philippines,10.45N,123.55E
1975-10-01,27.378,0.258,Kabankalan,Philippines,10.45N,123.55E
1975-11-01,27.293000000000003,0.23399999999999999,Kabankalan,Philippines,10.45N,123.55E
1975-12-01,26.296999999999997,0.35,Kabankalan,Philippines,10.45N,123.55E
1976-01-01,25.981,0.37200000000000005,Kabankalan,Philippines,10.45N,123.55E
1976-02-01,26.156999999999996,0.409,Kabankalan,Philippines,10.45N,123.55E
1976-03-01,27.561,0.331,Kabankalan,Philippines,10.45N,123.55E
1976-04-01,28.168000000000006,0.34299999999999997,Kabankalan,Philippines,10.45N,123.55E
1976-05-01,28.003,0.47700000000000004,Kabankalan,Philippines,10.45N,123.55E
1976-06-01,27.204,0.345,Kabankalan,Philippines,10.45N,123.55E
1976-07-01,27.235,0.501,Kabankalan,Philippines,10.45N,123.55E
1976-08-01,27.094,0.18600000000000003,Kabankalan,Philippines,10.45N,123.55E
1976-09-01,27.094,0.512,Kabankalan,Philippines,10.45N,123.55E
1976-10-01,27.615,0.27,Kabankalan,Philippines,10.45N,123.55E
1976-11-01,27.369,0.204,Kabankalan,Philippines,10.45N,123.55E
1976-12-01,26.802,0.243,Kabankalan,Philippines,10.45N,123.55E
1977-01-01,26.94,0.28300000000000003,Kabankalan,Philippines,10.45N,123.55E
1977-02-01,26.31,0.39399999999999996,Kabankalan,Philippines,10.45N,123.55E
1977-03-01,27.078000000000003,0.154,Kabankalan,Philippines,10.45N,123.55E
1977-04-01,28.726999999999997,0.263,Kabankalan,Philippines,10.45N,123.55E
1977-05-01,29.084,0.336,Kabankalan,Philippines,10.45N,123.55E
1977-06-01,28.015,0.632,Kabankalan,Philippines,10.45N,123.55E
1977-07-01,27.45,0.6459999999999999,Kabankalan,Philippines,10.45N,123.55E
1977-08-01,27.633000000000003,0.584,Kabankalan,Philippines,10.45N,123.55E
1977-09-01,27.392,0.653,Kabankalan,Philippines,10.45N,123.55E
1977-10-01,27.428,0.258,Kabankalan,Philippines,10.45N,123.55E
1977-11-01,27.419,0.17,Kabankalan,Philippines,10.45N,123.55E
1977-12-01,26.853,0.46399999999999997,Kabankalan,Philippines,10.45N,123.55E
1978-01-01,26.422,0.515,Kabankalan,Philippines,10.45N,123.55E
1978-02-01,26.345,0.28,Kabankalan,Philippines,10.45N,123.55E
1978-03-01,28.212,0.293,Kabankalan,Philippines,10.45N,123.55E
1978-04-01,28.514000000000006,0.35200000000000004,Kabankalan,Philippines,10.45N,123.55E
1978-05-01,29.022,0.264,Kabankalan,Philippines,10.45N,123.55E
1978-06-01,27.988000000000003,0.272,Kabankalan,Philippines,10.45N,123.55E
1978-07-01,27.903000000000002,0.284,Kabankalan,Philippines,10.45N,123.55E
1978-08-01,27.607,0.363,Kabankalan,Philippines,10.45N,123.55E
1978-09-01,27.076,0.217,Kabankalan,Philippines,10.45N,123.55E
1978-10-01,26.868,0.413,Kabankalan,Philippines,10.45N,123.55E
1978-11-01,26.941999999999997,0.348,Kabankalan,Philippines,10.45N,123.55E
1978-12-01,26.744,0.35200000000000004,Kabankalan,Philippines,10.45N,123.55E
1979-01-01,26.369,0.41600000000000004,Kabankalan,Philippines,10.45N,123.55E
1979-02-01,27.323,0.281,Kabankalan,Philippines,10.45N,123.55E
1979-03-01,28.063000000000002,0.223,Kabankalan,Philippines,10.45N,123.55E
1979-04-01,28.8,0.252,Kabankalan,Philippines,10.45N,123.55E
1979-05-01,28.685,0.48,Kabankalan,Philippines,10.45N,123.55E
1979-06-01,27.575000000000006,0.275,Kabankalan,Philippines,10.45N,123.55E
1979-07-01,27.348000000000003,0.312,Kabankalan,Philippines,10.45N,123.55E
1979-08-01,27.988000000000003,0.47200000000000003,Kabankalan,Philippines,10.45N,123.55E
1979-09-01,27.751,0.405,Kabankalan,Philippines,10.45N,123.55E
1979-10-01,26.968000000000004,0.28600000000000003,Kabankalan,Philippines,10.45N,123.55E
1979-11-01,27.483,0.218,Kabankalan,Philippines,10.45N,123.55E
1979-12-01,26.217,0.34600000000000003,Kabankalan,Philippines,10.45N,123.55E
1980-01-01,26.515,0.14400000000000002,Kabankalan,Philippines,10.45N,123.55E
1980-02-01,26.565,0.249,Kabankalan,Philippines,10.45N,123.55E
1980-03-01,27.757,0.213,Kabankalan,Philippines,10.45N,123.55E
1980-04-01,28.089,0.39299999999999996,Kabankalan,Philippines,10.45N,123.55E
1980-05-01,28.941999999999997,0.18100000000000002,Kabankalan,Philippines,10.45N,123.55E
1980-06-01,27.271,0.247,Kabankalan,Philippines,10.45N,123.55E
1980-07-01,27.314,0.284,Kabankalan,Philippines,10.45N,123.55E
1980-08-01,27.257,0.838,Kabankalan,Philippines,10.45N,123.55E
1980-09-01,27.385,0.5539999999999999,Kabankalan,Philippines,10.45N,123.55E
1980-10-01,27.33,0.266,Kabankalan,Philippines,10.45N,123.55E
1980-11-01,27.357,0.29,Kabankalan,Philippines,10.45N,123.55E
1980-12-01,26.61,0.336,Kabankalan,Philippines,10.45N,123.55E
1981-01-01,25.529,0.354,Kabankalan,Philippines,10.45N,123.55E
1981-02-01,26.578000000000003,0.431,Kabankalan,Philippines,10.45N,123.55E
1981-03-01,27.947,0.331,Kabankalan,Philippines,10.45N,123.55E
1981-04-01,28.874,0.305,Kabankalan,Philippines,10.45N,123.55E
1981-05-01,29.179,0.273,Kabankalan,Philippines,10.45N,123.55E
1981-06-01,28.285,0.632,Kabankalan,Philippines,10.45N,123.55E
1981-07-01,27.37,0.34600000000000003,Kabankalan,Philippines,10.45N,123.55E
1981-08-01,27.985,0.41700000000000004,Kabankalan,Philippines,10.45N,123.55E
1981-09-01,27.77,0.316,Kabankalan,Philippines,10.45N,123.55E
1981-10-01,27.205,0.428,Kabankalan,Philippines,10.45N,123.55E
1981-11-01,27.471999999999998,0.374,Kabankalan,Philippines,10.45N,123.55E
1981-12-01,26.479,0.395,Kabankalan,Philippines,10.45N,123.55E
1982-01-01,26.235,0.431,Kabankalan,Philippines,10.45N,123.55E
1982-02-01,26.631,0.29100000000000004,Kabankalan,Philippines,10.45N,123.55E
1982-03-01,27.534000000000002,0.531,Kabankalan,Philippines,10.45N,123.55E
1982-04-01,28.643,0.29,Kabankalan,Philippines,10.45N,123.55E
1982-05-01,28.636000000000006,0.21100000000000002,Kabankalan,Philippines,10.45N,123.55E
1982-06-01,28.055999999999997,0.423,Kabankalan,Philippines,10.45N,123.55E
1982-07-01,27.26,0.237,Kabankalan,Philippines,10.45N,123.55E
1982-08-01,27.18,0.293,Kabankalan,Philippines,10.45N,123.55E
1982-09-01,27.355,0.27699999999999997,Kabankalan,Philippines,10.45N,123.55E
1982-10-01,27.320999999999998,0.35100000000000003,Kabankalan,Philippines,10.45N,123.55E
1982-11-01,27.695,0.48100000000000004,Kabankalan,Philippines,10.45N,123.55E
1982-12-01,27.356,0.33899999999999997,Kabankalan,Philippines,10.45N,123.55E
1983-01-01,27.02,0.401,Kabankalan,Philippines,10.45N,123.55E
1983-02-01,27.315,0.441,Kabankalan,Philippines,10.45N,123.55E
1983-03-01,28.403000000000002,0.318,Kabankalan,Philippines,10.45N,123.55E
1983-04-01,28.921999999999997,0.358,Kabankalan,Philippines,10.45N,123.55E
1983-05-01,29.666999999999998,0.297,Kabankalan,Philippines,10.45N,123.55E
1983-06-01,28.804,0.456,Kabankalan,Philippines,10.45N,123.55E
1983-07-01,27.382,0.11,Kabankalan,Philippines,10.45N,123.55E
1983-08-01,27.641,0.23800000000000002,Kabankalan,Philippines,10.45N,123.55E
1983-09-01,27.489,0.336,Kabankalan,Philippines,10.45N,123.55E
1983-10-01,27.328000000000003,0.379,Kabankalan,Philippines,10.45N,123.55E
1983-11-01,27.217,0.419,Kabankalan,Philippines,10.45N,123.55E
1983-12-01,26.201,0.355,Kabankalan,Philippines,10.45N,123.55E
1984-01-01,26.391,0.278,Kabankalan,Philippines,10.45N,123.55E
1984-02-01,26.651,0.40399999999999997,Kabankalan,Philippines,10.45N,123.55E
1984-03-01,27.884,0.24,Kabankalan,Philippines,10.45N,123.55E
1984-04-01,28.520000000000003,0.217,Kabankalan,Philippines,10.45N,123.55E
1984-05-01,28.44,0.212,Kabankalan,Philippines,10.45N,123.55E
1984-06-01,27.563,0.354,Kabankalan,Philippines,10.45N,123.55E
1984-07-01,27.534000000000002,0.29100000000000004,Kabankalan,Philippines,10.45N,123.55E
1984-08-01,27.6,0.431,Kabankalan,Philippines,10.45N,123.55E
1984-09-01,27.057,0.397,Kabankalan,Philippines,10.45N,123.55E
1984-10-01,26.944000000000006,0.384,Kabankalan,Philippines,10.45N,123.55E
1984-11-01,27.166999999999998,0.251,Kabankalan,Philippines,10.45N,123.55E
1984-12-01,26.543000000000003,0.305,Kabankalan,Philippines,10.45N,123.55E
1985-01-01,26.064,0.16399999999999998,Kabankalan,Philippines,10.45N,123.55E
1985-02-01,27.651,0.19399999999999998,Kabankalan,Philippines,10.45N,123.55E
1985-03-01,28.403000000000002,0.183,Kabankalan,Philippines,10.45N,123.55E
1985-04-01,28.674000000000003,0.498,Kabankalan,Philippines,10.45N,123.55E
1985-05-01,28.55,0.193,Kabankalan,Philippines,10.45N,123.55E
1985-06-01,28.275,0.561,Kabankalan,Philippines,10.45N,123.55E
1985-07-01,27.188000000000002,0.387,Kabankalan,Philippines,10.45N,123.55E
1985-08-01,27.982,0.301,Kabankalan,Philippines,10.45N,123.55E
1985-09-01,27.314,0.46799999999999997,Kabankalan,Philippines,10.45N,123.55E
1985-10-01,27.226000000000006,0.215,Kabankalan,Philippines,10.45N,123.55E
1985-11-01,27.675,0.21899999999999997,Kabankalan,Philippines,10.45N,123.55E
1985-12-01,27.051,0.335,Kabankalan,Philippines,10.45N,123.55E
1986-01-01,26.269000000000002,0.285,Kabankalan,Philippines,10.45N,123.55E
1986-02-01,26.974,0.23800000000000002,Kabankalan,Philippines,10.45N,123.55E
1986-03-01,27.826,0.382,Kabankalan,Philippines,10.45N,123.55E
1986-04-01,28.56,0.36700000000000005,Kabankalan,Philippines,10.45N,123.55E
1986-05-01,29.284,0.192,Kabankalan,Philippines,10.45N,123.55E
1986-06-01,28.226999999999997,0.182,Kabankalan,Philippines,10.45N,123.55E
1986-07-01,27.551,0.191,Kabankalan,Philippines,10.45N,123.55E
1986-08-01,27.709,0.47600000000000003,Kabankalan,Philippines,10.45N,123.55E
1986-09-01,27.807,0.345,Kabankalan,Philippines,10.45N,123.55E
1986-10-01,27.435,0.405,Kabankalan,Philippines,10.45N,123.55E
1986-11-01,27.618,0.273,Kabankalan,Philippines,10.45N,123.55E
1986-12-01,26.539,0.35200000000000004,Kabankalan,Philippines,10.45N,123.55E
1987-01-01,26.395,0.28,Kabankalan,Philippines,10.45N,123.55E
1987-02-01,26.484,0.245,Kabankalan,Philippines,10.45N,123.55E
1987-03-01,28.23,0.318,Kabankalan,Philippines,10.45N,123.55E
1987-04-01,29.249,0.278,Kabankalan,Philippines,10.45N,123.55E
1987-05-01,29.816999999999997,0.41100000000000003,Kabankalan,Philippines,10.45N,123.55E
1987-06-01,29.099,0.36700000000000005,Kabankalan,Philippines,10.45N,123.55E
1987-07-01,27.472,0.253,Kabankalan,Philippines,10.45N,123.55E
1987-08-01,27.994,0.29,Kabankalan,Philippines,10.45N,123.55E
1987-09-01,27.986,0.381,Kabankalan,Philippines,10.45N,123.55E
1987-10-01,28.191999999999997,0.289,Kabankalan,Philippines,10.45N,123.55E
1987-11-01,27.660999999999998,0.26899999999999996,Kabankalan,Philippines,10.45N,123.55E
1987-12-01,27.46,0.316,Kabankalan,Philippines,10.45N,123.55E
1988-01-01,27.855,0.21600000000000003,Kabankalan,Philippines,10.45N,123.55E
1988-02-01,27.999000000000002,0.244,Kabankalan,Philippines,10.45N,123.55E
1988-03-01,28.857,0.308,Kabankalan,Philippines,10.45N,123.55E
1988-04-01,29.166,0.217,Kabankalan,Philippines,10.45N,123.55E
1988-05-01,29.524,0.41700000000000004,Kabankalan,Philippines,10.45N,123.55E
1988-06-01,27.733,0.31,Kabankalan,Philippines,10.45N,123.55E
1988-07-01,27.805,0.222,Kabankalan,Philippines,10.45N,123.55E
1988-08-01,27.925,0.163,Kabankalan,Philippines,10.45N,123.55E
1988-09-01,27.717,0.209,Kabankalan,Philippines,10.45N,123.55E
1988-10-01,27.015,0.335,Kabankalan,Philippines,10.45N,123.55E
1988-11-01,27.085,0.226,Kabankalan,Philippines,10.45N,123.55E
1988-12-01,26.163,0.34,Kabankalan,Philippines,10.45N,123.55E
1989-01-01,26.831,0.237,Kabankalan,Philippines,10.45N,123.55E
1989-02-01,26.901,0.382,Kabankalan,Philippines,10.45N,123.55E
1989-03-01,27.599,0.317,Kabankalan,Philippines,10.45N,123.55E
1989-04-01,28.631,0.387,Kabankalan,Philippines,10.45N,123.55E
1989-05-01,28.505000000000006,0.228,Kabankalan,Philippines,10.45N,123.55E
1989-06-01,27.616,0.387,Kabankalan,Philippines,10.45N,123.55E
1989-07-01,27.457,0.22,Kabankalan,Philippines,10.45N,123.55E
1989-08-01,27.324,0.402,Kabankalan,Philippines,10.45N,123.55E
1989-09-01,27.87,0.153,Kabankalan,Philippines,10.45N,123.55E
1989-10-01,27.596999999999998,0.259,Kabankalan,Philippines,10.45N,123.55E
1989-11-01,27.275,0.14800000000000002,Kabankalan,Philippines,10.45N,123.55E
1989-12-01,26.454,0.163,Kabankalan,Philippines,10.45N,123.55E
1990-01-01,26.687,0.289,Kabankalan,Philippines,10.45N,123.55E
1990-02-01,27.669,0.295,Kabankalan,Philippines,10.45N,123.55E
1990-03-01,28.061,0.387,Kabankalan,Philippines,10.45N,123.55E
1990-04-01,29.147,0.24600000000000002,Kabankalan,Philippines,10.45N,123.55E
1990-05-01,28.896,0.46,Kabankalan,Philippines,10.45N,123.55E
1990-06-01,27.779,0.354,Kabankalan,Philippines,10.45N,123.55E
1990-07-01,27.528000000000002,0.45,Kabankalan,Philippines,10.45N,123.55E
1990-08-01,27.868000000000002,0.257,Kabankalan,Philippines,10.45N,123.55E
1990-09-01,27.71,0.24100000000000002,Kabankalan,Philippines,10.45N,123.55E
1990-10-01,27.295,0.268,Kabankalan,Philippines,10.45N,123.55E
1990-11-01,26.980999999999998,0.45399999999999996,Kabankalan,Philippines,10.45N,123.55E
1990-12-01,26.807,0.33,Kabankalan,Philippines,10.45N,123.55E
1991-01-01,26.612,0.35600000000000004,Kabankalan,Philippines,10.45N,123.55E
1991-02-01,27.08,0.53,Kabankalan,Philippines,10.45N,123.55E
1991-03-01,27.501,0.29100000000000004,Kabankalan,Philippines,10.45N,123.55E
1991-04-01,28.505000000000006,0.386,Kabankalan,Philippines,10.45N,123.55E
1991-05-01,28.979000000000006,0.489,Kabankalan,Philippines,10.45N,123.55E
1991-06-01,28.365,0.406,Kabankalan,Philippines,10.45N,123.55E
1991-07-01,27.406,0.532,Kabankalan,Philippines,10.45N,123.55E
1991-08-01,27.702,0.302,Kabankalan,Philippines,10.45N,123.55E
1991-09-01,27.884,0.19,Kabankalan,Philippines,10.45N,123.55E
1991-10-01,27.273000000000003,0.127,Kabankalan,Philippines,10.45N,123.55E
1991-11-01,27.038,0.217,Kabankalan,Philippines,10.45N,123.55E
1991-12-01,26.469,0.16699999999999998,Kabankalan,Philippines,10.45N,123.55E
1992-01-01,26.503,0.264,Kabankalan,Philippines,10.45N,123.55E
1992-02-01,27.104,0.19399999999999998,Kabankalan,Philippines,10.45N,123.55E
1992-03-01,28.025,0.251,Kabankalan,Philippines,10.45N,123.55E
1992-04-01,28.915000000000006,0.413,Kabankalan,Philippines,10.45N,123.55E
1992-05-01,29.568,0.305,Kabankalan,Philippines,10.45N,123.55E
1992-06-01,28.489,0.485,Kabankalan,Philippines,10.45N,123.55E
1992-07-01,27.34,0.281,Kabankalan,Philippines,10.45N,123.55E
1992-08-01,27.967,0.36700000000000005,Kabankalan,Philippines,10.45N,123.55E
1992-09-01,28.092,0.382,Kabankalan,Philippines,10.45N,123.55E
1992-10-01,27.325000000000006,0.23800000000000002,Kabankalan,Philippines,10.45N,123.55E
1992-11-01,26.875999999999998,0.248,Kabankalan,Philippines,10.45N,123.55E
1992-12-01,26.574,0.45399999999999996,Kabankalan,Philippines,10.45N,123.55E
1993-01-01,26.413,0.36700000000000005,Kabankalan,Philippines,10.45N,123.55E
1993-02-01,26.554000000000002,0.161,Kabankalan,Philippines,10.45N,123.55E
1993-03-01,27.401999999999997,0.244,Kabankalan,Philippines,10.45N,123.55E
1993-04-01,28.340999999999998,0.25,Kabankalan,Philippines,10.45N,123.55E
1993-05-01,29.127,0.45,Kabankalan,Philippines,10.45N,123.55E
1993-06-01,28.625999999999998,0.306,Kabankalan,Philippines,10.45N,123.55E
1993-07-01,27.665,0.451,Kabankalan,Philippines,10.45N,123.55E
1993-08-01,27.215,0.52,Kabankalan,Philippines,10.45N,123.55E
1993-09-01,27.604,0.35200000000000004,Kabankalan,Philippines,10.45N,123.55E
1993-10-01,27.471,0.311,Kabankalan,Philippines,10.45N,123.55E
1993-11-01,27.616999999999997,0.511,Kabankalan,Philippines,10.45N,123.55E
1993-12-01,26.995,0.299,Kabankalan,Philippines,10.45N,123.55E
1994-01-01,26.713,0.26899999999999996,Kabankalan,Philippines,10.45N,123.55E
1994-02-01,27.273000000000003,0.195,Kabankalan,Philippines,10.45N,123.55E
1994-03-01,28.166,0.337,Kabankalan,Philippines,10.45N,123.55E
1994-04-01,28.464,0.27699999999999997,Kabankalan,Philippines,10.45N,123.55E
1994-05-01,28.875,0.293,Kabankalan,Philippines,10.45N,123.55E
1994-06-01,27.557,0.243,Kabankalan,Philippines,10.45N,123.55E
1994-07-01,27.396,0.158,Kabankalan,Philippines,10.45N,123.55E
1994-08-01,27.761,0.141,Kabankalan,Philippines,10.45N,123.55E
1994-09-01,27.276,0.303,Kabankalan,Philippines,10.45N,123.55E
1994-10-01,27.32,0.172,Kabankalan,Philippines,10.45N,123.55E
1994-11-01,27.209,0.284,Kabankalan,Philippines,10.45N,123.55E
1994-12-01,26.521,0.18899999999999997,Kabankalan,Philippines,10.45N,123.55E
1995-01-01,26.36,0.275,Kabankalan,Philippines,10.45N,123.55E
1995-02-01,27.114,0.244,Kabankalan,Philippines,10.45N,123.55E
1995-03-01,27.616999999999997,0.19,Kabankalan,Philippines,10.45N,123.55E
1995-04-01,28.566999999999997,0.358,Kabankalan,Philippines,10.45N,123.55E
1995-05-01,29.098000000000006,0.29100000000000004,Kabankalan,Philippines,10.45N,123.55E
1995-06-01,28.325000000000006,0.156,Kabankalan,Philippines,10.45N,123.55E
