21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1835-03-01,25.279,1.757,Juàzeiro,Brazil,8.84S,39.73W
1835-04-01,25.139,1.9169999999999998,Juàzeiro,Brazil,8.84S,39.73W
1835-05-01,24.063000000000002,1.449,Juàzeiro,Brazil,8.84S,39.73W
1835-06-01,23.168000000000003,1.719,Juàzeiro,Brazil,8.84S,39.73W
1835-07-01,23.161,1.675,Juàzeiro,Brazil,8.84S,39.73W
1835-08-01,23.531,1.311,Juàzeiro,Brazil,8.84S,39.73W
1835-09-01,24.03,1.3730000000000002,Juàzeiro,Brazil,8.84S,39.73W
1835-10-01,26.084,1.202,Juàzeiro,Brazil,8.84S,39.73W
1835-11-01,26.281999999999996,1.508,Juàzeiro,Brazil,8.84S,39.73W
1835-12-01,25.712,1.5930000000000002,Juàzeiro,Brazil,8.84S,39.73W
1836-01-01,26.876,1.396,Juàzeiro,Brazil,8.84S,39.73W
1836-02-01,26.479,1.724,Juàzeiro,Brazil,8.84S,39.73W
1836-03-01,26.686999999999998,1.453,Juàzeiro,Brazil,8.84S,39.73W
1836-04-01,24.829,1.334,Juàzeiro,Brazil,8.84S,39.73W
1836-05-01,23.983,1.3980000000000001,Juàzeiro,Brazil,8.84S,39.73W
1836-06-01,23.646,1.399,Juàzeiro,Brazil,8.84S,39.73W
1836-07-01,23.856,1.786,Juàzeiro,Brazil,8.84S,39.73W
1836-08-01,23.996,1.712,Juàzeiro,Brazil,8.84S,39.73W
1836-09-01,24.738000000000003,1.695,Juàzeiro,Brazil,8.84S,39.73W
1836-10-01,26.741,3.14,Juàzeiro,Brazil,8.84S,39.73W
1836-11-01,26.417,1.535,Juàzeiro,Brazil,8.84S,39.73W
1836-12-01,27.272,2.008,Juàzeiro,Brazil,8.84S,39.73W
1837-01-01,27.098000000000003,1.815,Juàzeiro,Brazil,8.84S,39.73W
1837-02-01,26.324,1.6740000000000002,Juàzeiro,Brazil,8.84S,39.73W
1837-03-01,24.789,1.7,Juàzeiro,Brazil,8.84S,39.73W
1837-04-01,24.102,1.426,Juàzeiro,Brazil,8.84S,39.73W
1837-05-01,24.077,1.6019999999999999,Juàzeiro,Brazil,8.84S,39.73W
1837-06-01,23.019000000000002,1.683,Juàzeiro,Brazil,8.84S,39.73W
1837-07-01,23.243000000000002,1.431,Juàzeiro,Brazil,8.84S,39.73W
1837-08-01,24.066,1.288,Juàzeiro,Brazil,8.84S,39.73W
1837-09-01,25.139,1.266,Juàzeiro,Brazil,8.84S,39.73W
1837-10-01,26.131,1.879,Juàzeiro,Brazil,8.84S,39.73W
1837-11-01,26.693,1.7480000000000002,Juàzeiro,Brazil,8.84S,39.73W
1837-12-01,26.969,2.6860000000000004,Juàzeiro,Brazil,8.84S,39.73W
1838-01-01,24.702,2.04,Juàzeiro,Brazil,8.84S,39.73W
1838-02-01,25.452,1.571,Juàzeiro,Brazil,8.84S,39.73W
1838-03-01,24.965999999999998,1.599,Juàzeiro,Brazil,8.84S,39.73W
1838-04-01,25.074,1.4040000000000001,Juàzeiro,Brazil,8.84S,39.73W
1838-05-01,23.906,1.334,Juàzeiro,Brazil,8.84S,39.73W
1838-06-01,23.92,1.525,Juàzeiro,Brazil,8.84S,39.73W
1838-07-01,24.222,2.483,Juàzeiro,Brazil,8.84S,39.73W
1838-08-01,24.193,2.205,Juàzeiro,Brazil,8.84S,39.73W
1838-09-01,25.402,1.334,Juàzeiro,Brazil,8.84S,39.73W
1838-10-01,26.951,2.52,Juàzeiro,Brazil,8.84S,39.73W
1838-11-01,27.102,1.9569999999999999,Juàzeiro,Brazil,8.84S,39.73W
1838-12-01,27.333,2.096,Juàzeiro,Brazil,8.84S,39.73W
1839-01-01,26.934,1.575,Juàzeiro,Brazil,8.84S,39.73W
1839-02-01,27.083000000000002,1.712,Juàzeiro,Brazil,8.84S,39.73W
1839-03-01,24.276999999999997,1.501,Juàzeiro,Brazil,8.84S,39.73W
1839-04-01,25.7,1.527,Juàzeiro,Brazil,8.84S,39.73W
1839-05-01,24.534000000000002,1.295,Juàzeiro,Brazil,8.84S,39.73W
1839-06-01,23.741999999999997,1.335,Juàzeiro,Brazil,8.84S,39.73W
1839-07-01,23.831999999999997,2.272,Juàzeiro,Brazil,8.84S,39.73W
1839-08-01,24.697,1.705,Juàzeiro,Brazil,8.84S,39.73W
1839-09-01,24.938000000000002,1.3019999999999998,Juàzeiro,Brazil,8.84S,39.73W
1839-10-01,26.230999999999998,1.4909999999999999,Juàzeiro,Brazil,8.84S,39.73W
1839-11-01,26.213,1.6540000000000001,Juàzeiro,Brazil,8.84S,39.73W
1839-12-01,25.835,1.7309999999999999,Juàzeiro,Brazil,8.84S,39.73W
1840-01-01,27.383000000000003,1.611,Juàzeiro,Brazil,8.84S,39.73W
1840-02-01,26.263,1.902,Juàzeiro,Brazil,8.84S,39.73W
1840-03-01,24.936,1.409,Juàzeiro,Brazil,8.84S,39.73W
1840-04-01,25.525,1.8519999999999999,Juàzeiro,Brazil,8.84S,39.73W
1840-05-01,25.327,1.556,Juàzeiro,Brazil,8.84S,39.73W
1840-06-01,24.394000000000002,1.4580000000000002,Juàzeiro,Brazil,8.84S,39.73W
1840-07-01,24.302,1.337,Juàzeiro,Brazil,8.84S,39.73W
1840-08-01,23.874000000000002,1.2990000000000002,Juàzeiro,Brazil,8.84S,39.73W
1840-09-01,25.445,1.276,Juàzeiro,Brazil,8.84S,39.73W
1840-10-01,26.506,1.538,Juàzeiro,Brazil,8.84S,39.73W
1840-11-01,26.777,2.211,Juàzeiro,Brazil,8.84S,39.73W
1840-12-01,26.991999999999997,1.818,Juàzeiro,Brazil,8.84S,39.73W
1841-01-01,26.022,1.7730000000000001,Juàzeiro,Brazil,8.84S,39.73W
1841-02-01,26.074,1.445,Juàzeiro,Brazil,8.84S,39.73W
1841-03-01,25.382,2.5869999999999997,Juàzeiro,Brazil,8.84S,39.73W
1841-04-01,25.092,1.5730000000000002,Juàzeiro,Brazil,8.84S,39.73W
1841-05-01,24.869,1.358,Juàzeiro,Brazil,8.84S,39.73W
1841-06-01,23.999000000000002,1.329,Juàzeiro,Brazil,8.84S,39.73W
1841-07-01,24.133000000000003,1.403,Juàzeiro,Brazil,8.84S,39.73W
1841-08-01,24.511,1.3119999999999998,Juàzeiro,Brazil,8.84S,39.73W
1841-09-01,25.15,1.1179999999999999,Juàzeiro,Brazil,8.84S,39.73W
1841-10-01,26.779,1.198,Juàzeiro,Brazil,8.84S,39.73W
1841-11-01,27.026,1.187,Juàzeiro,Brazil,8.84S,39.73W
1841-12-01,26.647,1.8630000000000002,Juàzeiro,Brazil,8.84S,39.73W
1842-01-01,26.837,1.624,Juàzeiro,Brazil,8.84S,39.73W
1842-02-01,26.737,1.6540000000000001,Juàzeiro,Brazil,8.84S,39.73W
1842-03-01,27.345,1.9,Juàzeiro,Brazil,8.84S,39.73W
1842-04-01,26.258000000000003,1.641,Juàzeiro,Brazil,8.84S,39.73W
1842-05-01,24.749000000000002,1.4,Juàzeiro,Brazil,8.84S,39.73W
1842-06-01,24.11,1.555,Juàzeiro,Brazil,8.84S,39.73W
1842-07-01,23.718000000000004,1.5590000000000002,Juàzeiro,Brazil,8.84S,39.73W
1842-08-01,24.279,1.337,Juàzeiro,Brazil,8.84S,39.73W
1842-09-01,24.744,1.245,Juàzeiro,Brazil,8.84S,39.73W
1842-10-01,26.456999999999997,1.176,Juàzeiro,Brazil,8.84S,39.73W
1842-11-01,27.169,1.455,Juàzeiro,Brazil,8.84S,39.73W
1842-12-01,27.949,1.5090000000000001,Juàzeiro,Brazil,8.84S,39.73W
1843-01-01,27.846,1.554,Juàzeiro,Brazil,8.84S,39.73W
1843-02-01,27.821,1.534,Juàzeiro,Brazil,8.84S,39.73W
1843-03-01,26.226,1.514,Juàzeiro,Brazil,8.84S,39.73W
1843-04-01,25.541,1.4169999999999998,Juàzeiro,Brazil,8.84S,39.73W
1843-05-01,24.786,1.6580000000000001,Juàzeiro,Brazil,8.84S,39.73W
1843-06-01,23.608,1.392,Juàzeiro,Brazil,8.84S,39.73W
1843-07-01,23.334,1.3259999999999998,Juàzeiro,Brazil,8.84S,39.73W
1843-08-01,24.479,1.585,Juàzeiro,Brazil,8.84S,39.73W
1843-09-01,25.656,1.1320000000000001,Juàzeiro,Brazil,8.84S,39.73W
1843-10-01,26.811,1.324,Juàzeiro,Brazil,8.84S,39.73W
1843-11-01,27.34,1.157,Juàzeiro,Brazil,8.84S,39.73W
1843-12-01,28.355,2.103,Juàzeiro,Brazil,8.84S,39.73W
1844-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1844-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1845-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1846-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1847-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1848-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1849-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-01-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-02-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-03-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-04-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-05-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-06-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-07-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-08-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-09-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-10-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-11-01,,,Juàzeiro,Brazil,8.84S,39.73W
1850-12-01,,,Juàzeiro,Brazil,8.84S,39.73W
1851-01-01,27.345,1.265,Juàzeiro,Brazil,8.84S,39.73W
1851-02-01,26.649,1.319,Juàzeiro,Brazil,8.84S,39.73W
1851-03-01,25.646,1.3730000000000002,Juàzeiro,Brazil,8.84S,39.73W
1851-04-01,25.513,1.676,Juàzeiro,Brazil,8.84S,39.73W
1851-05-01,25.109,1.237,Juàzeiro,Brazil,8.84S,39.73W
1851-06-01,24.304000000000002,1.235,Juàzeiro,Brazil,8.84S,39.73W
1851-07-01,24.295,1.485,Juàzeiro,Brazil,8.84S,39.73W
1851-08-01,24.717,1.3719999999999999,Juàzeiro,Brazil,8.84S,39.73W
1851-09-01,25.706999999999997,1.089,Juàzeiro,Brazil,8.84S,39.73W
1851-10-01,27.206,1.607,Juàzeiro,Brazil,8.84S,39.73W
1851-11-01,27.126,1.271,Juàzeiro,Brazil,8.84S,39.73W
1851-12-01,27.180999999999997,2.405,Juàzeiro,Brazil,8.84S,39.73W
1852-01-01,27.079,1.973,Juàzeiro,Brazil,8.84S,39.73W
1852-02-01,26.288,1.3,Juàzeiro,Brazil,8.84S,39.73W
1852-03-01,25.785999999999998,1.7790000000000001,Juàzeiro,Brazil,8.84S,39.73W
1852-04-01,25.548000000000002,1.446,Juàzeiro,Brazil,8.84S,39.73W
1852-05-01,25.506,1.296,Juàzeiro,Brazil,8.84S,39.73W
1852-06-01,24.303,1.3090000000000002,Juàzeiro,Brazil,8.84S,39.73W
1852-07-01,24.175,1.383,Juàzeiro,Brazil,8.84S,39.73W
1852-08-01,24.196,1.194,Juàzeiro,Brazil,8.84S,39.73W
1852-09-01,25.699,1.125,Juàzeiro,Brazil,8.84S,39.73W
1852-10-01,26.905,1.01,Juàzeiro,Brazil,8.84S,39.73W
1852-11-01,27.144000000000002,1.41,Juàzeiro,Brazil,8.84S,39.73W
1852-12-01,28.090999999999998,1.621,Juàzeiro,Brazil,8.84S,39.73W
1853-01-01,26.76,1.4380000000000002,Juàzeiro,Brazil,8.84S,39.73W
1853-02-01,25.773000000000003,1.492,Juàzeiro,Brazil,8.84S,39.73W
1853-03-01,25.587,1.601,Juàzeiro,Brazil,8.84S,39.73W
1853-04-01,25.701,1.4469999999999998,Juàzeiro,Brazil,8.84S,39.73W
1853-05-01,25.069000000000003,1.268,Juàzeiro,Brazil,8.84S,39.73W
1853-06-01,24.31,1.305,Juàzeiro,Brazil,8.84S,39.73W
1853-07-01,24.42,1.2590000000000001,Juàzeiro,Brazil,8.84S,39.73W
1853-08-01,25.065,1.306,Juàzeiro,Brazil,8.84S,39.73W
1853-09-01,26.261,1.195,Juàzeiro,Brazil,8.84S,39.73W
1853-10-01,27.05,1.147,Juàzeiro,Brazil,8.84S,39.73W
1853-11-01,27.504,1.64,Juàzeiro,Brazil,8.84S,39.73W
1853-12-01,27.267,1.442,Juàzeiro,Brazil,8.84S,39.73W
1854-01-01,26.111,1.656,Juàzeiro,Brazil,8.84S,39.73W
1854-02-01,26.028000000000002,1.588,Juàzeiro,Brazil,8.84S,39.73W
1854-03-01,26.112,1.4869999999999999,Juàzeiro,Brazil,8.84S,39.73W
1854-04-01,25.923000000000002,1.335,Juàzeiro,Brazil,8.84S,39.73W
1854-05-01,25.299,1.2819999999999998,Juàzeiro,Brazil,8.84S,39.73W
1854-06-01,24.139,1.463,Juàzeiro,Brazil,8.84S,39.73W
1854-07-01,24.429000000000002,1.412,Juàzeiro,Brazil,8.84S,39.73W
1854-08-01,24.898000000000003,1.365,Juàzeiro,Brazil,8.84S,39.73W
1854-09-01,26.042,1.114,Juàzeiro,Brazil,8.84S,39.73W
1854-10-01,28.185,1.172,Juàzeiro,Brazil,8.84S,39.73W
1854-11-01,27.829,1.217,Juàzeiro,Brazil,8.84S,39.73W
1854-12-01,27.566999999999997,1.97,Juàzeiro,Brazil,8.84S,39.73W
1855-01-01,27.672,1.79,Juàzeiro,Brazil,8.84S,39.73W
1855-02-01,27.02,1.58,Juàzeiro,Brazil,8.84S,39.73W
1855-03-01,26.541,1.339,Juàzeiro,Brazil,8.84S,39.73W
1855-04-01,26.608,1.4340000000000002,Juàzeiro,Brazil,8.84S,39.73W
1855-05-01,25.58,1.4340000000000002,Juàzeiro,Brazil,8.84S,39.73W
1855-06-01,24.612,1.6130000000000002,Juàzeiro,Brazil,8.84S,39.73W
1855-07-01,23.921999999999997,1.4280000000000002,Juàzeiro,Brazil,8.84S,39.73W
1855-08-01,24.808000000000003,1.266,Juàzeiro,Brazil,8.84S,39.73W
1855-09-01,25.677,1.08,Juàzeiro,Brazil,8.84S,39.73W
1855-10-01,27.095,1.411,Juàzeiro,Brazil,8.84S,39.73W
1855-11-01,27.406999999999996,1.242,Juàzeiro,Brazil,8.84S,39.73W
1855-12-01,26.243,1.88,Juàzeiro,Brazil,8.84S,39.73W
1856-01-01,26.793000000000003,1.4709999999999999,Juàzeiro,Brazil,8.84S,39.73W
1856-02-01,25.733,1.649,Juàzeiro,Brazil,8.84S,39.73W
1856-03-01,25.696,1.3980000000000001,Juàzeiro,Brazil,8.84S,39.73W
1856-04-01,25.875,1.321,Juàzeiro,Brazil,8.84S,39.73W
1856-05-01,24.932,1.56,Juàzeiro,Brazil,8.84S,39.73W
1856-06-01,24.354,1.551,Juàzeiro,Brazil,8.84S,39.73W
1856-07-01,23.513,1.341,Juàzeiro,Brazil,8.84S,39.73W
1856-08-01,24.106,1.496,Juàzeiro,Brazil,8.84S,39.73W
1856-09-01,25.171999999999997,1.33,Juàzeiro,Brazil,8.84S,39.73W
1856-10-01,26.219,1.15,Juàzeiro,Brazil,8.84S,39.73W
1856-11-01,27.077,1.278,Juàzeiro,Brazil,8.84S,39.73W
1856-12-01,26.961,1.6569999999999998,Juàzeiro,Brazil,8.84S,39.73W
1857-01-01,26.481,1.5490000000000002,Juàzeiro,Brazil,8.84S,39.73W
1857-02-01,26.275,1.679,Juàzeiro,Brazil,8.84S,39.73W
1857-03-01,25.805,1.464,Juàzeiro,Brazil,8.84S,39.73W
1857-04-01,24.635,1.324,Juàzeiro,Brazil,8.84S,39.73W
1857-05-01,24.209,1.389,Juàzeiro,Brazil,8.84S,39.73W
1857-06-01,23.545,1.337,Juàzeiro,Brazil,8.84S,39.73W
1857-07-01,23.843000000000004,1.38,Juàzeiro,Brazil,8.84S,39.73W
1857-08-01,24.173000000000002,1.355,Juàzeiro,Brazil,8.84S,39.73W
1857-09-01,25.461,1.183,Juàzeiro,Brazil,8.84S,39.73W
1857-10-01,26.798,1.3730000000000002,Juàzeiro,Brazil,8.84S,39.73W
1857-11-01,27.624000000000002,1.4869999999999999,Juàzeiro,Brazil,8.84S,39.73W
1857-12-01,27.809,1.524,Juàzeiro,Brazil,8.84S,39.73W
1858-01-01,27.059,1.8430000000000002,Juàzeiro,Brazil,8.84S,39.73W
1858-02-01,26.173000000000002,1.385,Juàzeiro,Brazil,8.84S,39.73W
1858-03-01,26.199,1.472,Juàzeiro,Brazil,8.84S,39.73W
1858-04-01,25.829,1.72,Juàzeiro,Brazil,8.84S,39.73W
1858-05-01,25.322,1.46,Juàzeiro,Brazil,8.84S,39.73W
1858-06-01,23.754,1.4669999999999999,Juàzeiro,Brazil,8.84S,39.73W
1858-07-01,23.319000000000003,1.389,Juàzeiro,Brazil,8.84S,39.73W
1858-08-01,23.85,1.371,Juàzeiro,Brazil,8.84S,39.73W
1858-09-01,24.669,1.903,Juàzeiro,Brazil,8.84S,39.73W
1858-10-01,26.638,1.433,Juàzeiro,Brazil,8.84S,39.73W
1858-11-01,27.706,1.449,Juàzeiro,Brazil,8.84S,39.73W
1858-12-01,26.136999999999997,1.536,Juàzeiro,Brazil,8.84S,39.73W
1859-01-01,26.58,1.521,Juàzeiro,Brazil,8.84S,39.73W
1859-02-01,26.288,1.601,Juàzeiro,Brazil,8.84S,39.73W
1859-03-01,26.811999999999998,1.493,Juàzeiro,Brazil,8.84S,39.73W
1859-04-01,26.786,1.464,Juàzeiro,Brazil,8.84S,39.73W
1859-05-01,25.491,1.3780000000000001,Juàzeiro,Brazil,8.84S,39.73W
1859-06-01,24.055,1.453,Juàzeiro,Brazil,8.84S,39.73W
1859-07-01,23.159000000000002,1.492,Juàzeiro,Brazil,8.84S,39.73W
1859-08-01,24.048000000000002,1.297,Juàzeiro,Brazil,8.84S,39.73W
1859-09-01,25.455,1.115,Juàzeiro,Brazil,8.84S,39.73W
1859-10-01,27.041,1.25,Juàzeiro,Brazil,8.84S,39.73W
1859-11-01,27.705,1.508,Juàzeiro,Brazil,8.84S,39.73W
1859-12-01,27.051,1.625,Juàzeiro,Brazil,8.84S,39.73W
1860-01-01,26.827,1.5019999999999998,Juàzeiro,Brazil,8.84S,39.73W
1860-02-01,26.315,1.4769999999999999,Juàzeiro,Brazil,8.84S,39.73W
1860-03-01,25.358,1.814,Juàzeiro,Brazil,8.84S,39.73W
1860-04-01,25.946,1.464,Juàzeiro,Brazil,8.84S,39.73W
1860-05-01,25.195,1.3769999999999998,Juàzeiro,Brazil,8.84S,39.73W
1860-06-01,24.62,1.449,Juàzeiro,Brazil,8.84S,39.73W
1860-07-01,24.126,1.334,Juàzeiro,Brazil,8.84S,39.73W
1860-08-01,25.293000000000003,1.4369999999999998,Juàzeiro,Brazil,8.84S,39.73W
1860-09-01,26.837,1.5230000000000001,Juàzeiro,Brazil,8.84S,39.73W
1860-10-01,27.531,1.255,Juàzeiro,Brazil,8.84S,39.73W
1860-11-01,27.097,1.274,Juàzeiro,Brazil,8.84S,39.73W
1860-12-01,26.165,1.604,Juàzeiro,Brazil,8.84S,39.73W
1861-01-01,25.744,1.7169999999999999,Juàzeiro,Brazil,8.84S,39.73W
1861-02-01,26.146,1.4669999999999999,Juàzeiro,Brazil,8.84S,39.73W
1861-03-01,25.973000000000003,1.422,Juàzeiro,Brazil,8.84S,39.73W
1861-04-01,25.633000000000003,1.364,Juàzeiro,Brazil,8.84S,39.73W
1861-05-01,24.997,1.381,Juàzeiro,Brazil,8.84S,39.73W
1861-06-01,24.057,1.579,Juàzeiro,Brazil,8.84S,39.73W
1861-07-01,23.452,1.5090000000000001,Juàzeiro,Brazil,8.84S,39.73W
1861-08-01,24.652,1.217,Juàzeiro,Brazil,8.84S,39.73W
1861-09-01,25.867,1.117,Juàzeiro,Brazil,8.84S,39.73W
1861-10-01,26.764,1.1159999999999999,Juàzeiro,Brazil,8.84S,39.73W
1861-11-01,27.463,1.597,Juàzeiro,Brazil,8.84S,39.73W
1861-12-01,26.58,1.902,Juàzeiro,Brazil,8.84S,39.73W
1862-01-01,25.506,1.5919999999999999,Juàzeiro,Brazil,8.84S,39.73W
1862-02-01,25.664,1.712,Juàzeiro,Brazil,8.84S,39.73W
1862-03-01,25.901999999999997,1.374,Juàzeiro,Brazil,8.84S,39.73W
1862-04-01,25.38,1.337,Juàzeiro,Brazil,8.84S,39.73W
1862-05-01,25.256,1.538,Juàzeiro,Brazil,8.84S,39.73W
1862-06-01,23.885,1.405,Juàzeiro,Brazil,8.84S,39.73W
1862-07-01,23.552,1.3980000000000001,Juàzeiro,Brazil,8.84S,39.73W
1862-08-01,24.018,1.296,Juàzeiro,Brazil,8.84S,39.73W
1862-09-01,25.241,1.335,Juàzeiro,Brazil,8.84S,39.73W
1862-10-01,26.739,1.4780000000000002,Juàzeiro,Brazil,8.84S,39.73W
1862-11-01,26.993000000000002,1.3769999999999998,Juàzeiro,Brazil,8.84S,39.73W
1862-12-01,25.95,1.6019999999999999,Juàzeiro,Brazil,8.84S,39.73W
1863-01-01,27.905,1.923,Juàzeiro,Brazil,8.84S,39.73W
1863-02-01,26.864,2.059,Juàzeiro,Brazil,8.84S,39.73W
1863-03-01,26.166,1.376,Juàzeiro,Brazil,8.84S,39.73W
1863-04-01,26.119,1.514,Juàzeiro,Brazil,8.84S,39.73W
1863-05-01,25.056,1.465,Juàzeiro,Brazil,8.84S,39.73W
1863-06-01,24.08,1.405,Juàzeiro,Brazil,8.84S,39.73W
1863-07-01,23.559,1.37,Juàzeiro,Brazil,8.84S,39.73W
1863-08-01,23.998,1.274,Juàzeiro,Brazil,8.84S,39.73W
1863-09-01,25.006,1.368,Juàzeiro,Brazil,8.84S,39.73W
1863-10-01,26.486,1.172,Juàzeiro,Brazil,8.84S,39.73W
1863-11-01,27.068,1.227,Juàzeiro,Brazil,8.84S,39.73W
1863-12-01,26.936,1.521,Juàzeiro,Brazil,8.84S,39.73W
1864-01-01,26.399,1.435,Juàzeiro,Brazil,8.84S,39.73W
1864-02-01,25.999000000000002,1.64,Juàzeiro,Brazil,8.84S,39.73W
1864-03-01,25.75,1.4369999999999998,Juàzeiro,Brazil,8.84S,39.73W
1864-04-01,25.435,1.359,Juàzeiro,Brazil,8.84S,39.73W
1864-05-01,25.16,1.314,Juàzeiro,Brazil,8.84S,39.73W
1864-06-01,24.362,1.41,Juàzeiro,Brazil,8.84S,39.73W
1864-07-01,23.906,1.2890000000000001,Juàzeiro,Brazil,8.84S,39.73W
1864-08-01,24.351,1.3130000000000002,Juàzeiro,Brazil,8.84S,39.73W
1864-09-01,25.892,1.339,Juàzeiro,Brazil,8.84S,39.73W
1864-10-01,26.862,1.13,Juàzeiro,Brazil,8.84S,39.73W
1864-11-01,27.13,1.32,Juàzeiro,Brazil,8.84S,39.73W
1864-12-01,26.471999999999998,1.579,Juàzeiro,Brazil,8.84S,39.73W
1865-01-01,27.674,1.395,Juàzeiro,Brazil,8.84S,39.73W
1865-02-01,25.566,1.568,Juàzeiro,Brazil,8.84S,39.73W
1865-03-01,25.217,1.386,Juàzeiro,Brazil,8.84S,39.73W
1865-04-01,25.306,1.3719999999999999,Juàzeiro,Brazil,8.84S,39.73W
1865-05-01,25.075,1.422,Juàzeiro,Brazil,8.84S,39.73W
1865-06-01,24.111,1.443,Juàzeiro,Brazil,8.84S,39.73W
1865-07-01,23.81,1.294,Juàzeiro,Brazil,8.84S,39.73W
