21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1851-07-01,,,Juba,Sudan,4.02N,31.34E
1851-08-01,,,Juba,Sudan,4.02N,31.34E
1851-09-01,,,Juba,Sudan,4.02N,31.34E
1851-10-01,,,Juba,Sudan,4.02N,31.34E
1851-11-01,,,Juba,Sudan,4.02N,31.34E
1851-12-01,,,Juba,Sudan,4.02N,31.34E
1852-01-01,,,Juba,Sudan,4.02N,31.34E
1852-02-01,,,Juba,Sudan,4.02N,31.34E
1852-03-01,,,Juba,Sudan,4.02N,31.34E
1852-04-01,,,Juba,Sudan,4.02N,31.34E
1852-05-01,,,Juba,Sudan,4.02N,31.34E
1852-06-01,,,Juba,Sudan,4.02N,31.34E
1852-07-01,,,Juba,Sudan,4.02N,31.34E
1852-08-01,,,Juba,Sudan,4.02N,31.34E
1852-09-01,,,Juba,Sudan,4.02N,31.34E
1852-10-01,,,Juba,Sudan,4.02N,31.34E
1852-11-01,,,Juba,Sudan,4.02N,31.34E
1852-12-01,,,Juba,Sudan,4.02N,31.34E
1853-01-01,,,Juba,Sudan,4.02N,31.34E
1853-02-01,,,Juba,Sudan,4.02N,31.34E
1853-03-01,,,Juba,Sudan,4.02N,31.34E
1853-04-01,,,Juba,Sudan,4.02N,31.34E
1853-05-01,,,Juba,Sudan,4.02N,31.34E
1853-06-01,,,Juba,Sudan,4.02N,31.34E
1853-07-01,,,Juba,Sudan,4.02N,31.34E
1853-08-01,,,Juba,Sudan,4.02N,31.34E
1853-09-01,,,Juba,Sudan,4.02N,31.34E
1853-10-01,,,Juba,Sudan,4.02N,31.34E
1853-11-01,,,Juba,Sudan,4.02N,31.34E
1853-12-01,,,Juba,Sudan,4.02N,31.34E
1854-01-01,,,Juba,Sudan,4.02N,31.34E
1854-02-01,,,Juba,Sudan,4.02N,31.34E
1854-03-01,,,Juba,Sudan,4.02N,31.34E
1854-04-01,,,Juba,Sudan,4.02N,31.34E
1854-05-01,,,Juba,Sudan,4.02N,31.34E
1854-06-01,,,Juba,Sudan,4.02N,31.34E
1854-07-01,,,Juba,Sudan,4.02N,31.34E
1854-08-01,,,Juba,Sudan,4.02N,31.34E
1854-09-01,,,Juba,Sudan,4.02N,31.34E
1854-10-01,,,Juba,Sudan,4.02N,31.34E
1854-11-01,,,Juba,Sudan,4.02N,31.34E
1854-12-01,,,Juba,Sudan,4.02N,31.34E
1855-01-01,,,Juba,Sudan,4.02N,31.34E
1855-02-01,,,Juba,Sudan,4.02N,31.34E
1855-03-01,,,Juba,Sudan,4.02N,31.34E
1855-04-01,,,Juba,Sudan,4.02N,31.34E
1855-05-01,,,Juba,Sudan,4.02N,31.34E
1855-06-01,,,Juba,Sudan,4.02N,31.34E
1855-07-01,,,Juba,Sudan,4.02N,31.34E
1855-08-01,,,Juba,Sudan,4.02N,31.34E
1855-09-01,,,Juba,Sudan,4.02N,31.34E
1855-10-01,,,Juba,Sudan,4.02N,31.34E
1855-11-01,,,Juba,Sudan,4.02N,31.34E
1855-12-01,,,Juba,Sudan,4.02N,31.34E
1856-01-01,26.531,1.568,Juba,Sudan,4.02N,31.34E
1856-02-01,26.413,1.7,Juba,Sudan,4.02N,31.34E
1856-03-01,26.678,1.465,Juba,Sudan,4.02N,31.34E
1856-04-01,26.051,1.349,Juba,Sudan,4.02N,31.34E
1856-05-01,24.97,1.3719999999999999,Juba,Sudan,4.02N,31.34E
1856-06-01,,,Juba,Sudan,4.02N,31.34E
1856-07-01,,,Juba,Sudan,4.02N,31.34E
1856-08-01,,,Juba,Sudan,4.02N,31.34E
1856-09-01,,,Juba,Sudan,4.02N,31.34E
1856-10-01,,,Juba,Sudan,4.02N,31.34E
1856-11-01,,,Juba,Sudan,4.02N,31.34E
1856-12-01,,,Juba,Sudan,4.02N,31.34E
1857-01-01,,,Juba,Sudan,4.02N,31.34E
1857-02-01,,,Juba,Sudan,4.02N,31.34E
1857-03-01,,,Juba,Sudan,4.02N,31.34E
1857-04-01,25.226,1.351,Juba,Sudan,4.02N,31.34E
1857-05-01,24.499000000000002,1.25,Juba,Sudan,4.02N,31.34E
1857-06-01,,,Juba,Sudan,4.02N,31.34E
1857-07-01,,,Juba,Sudan,4.02N,31.34E
1857-08-01,23.089000000000002,1.2109999999999999,Juba,Sudan,4.02N,31.34E
1857-09-01,23.500999999999998,1.2770000000000001,Juba,Sudan,4.02N,31.34E
1857-10-01,23.835,1.3230000000000002,Juba,Sudan,4.02N,31.34E
1857-11-01,24.641,1.345,Juba,Sudan,4.02N,31.34E
1857-12-01,25.336,1.42,Juba,Sudan,4.02N,31.34E
1858-01-01,26.595,1.93,Juba,Sudan,4.02N,31.34E
1858-02-01,26.772,1.469,Juba,Sudan,4.02N,31.34E
1858-03-01,26.896,1.6119999999999999,Juba,Sudan,4.02N,31.34E
1858-04-01,26.793000000000003,1.505,Juba,Sudan,4.02N,31.34E
1858-05-01,25.316999999999997,1.383,Juba,Sudan,4.02N,31.34E
1858-06-01,,,Juba,Sudan,4.02N,31.34E
1858-07-01,23.046000000000006,1.26,Juba,Sudan,4.02N,31.34E
1858-08-01,,,Juba,Sudan,4.02N,31.34E
1858-09-01,23.502,1.3530000000000002,Juba,Sudan,4.02N,31.34E
1858-10-01,24.37,1.3090000000000002,Juba,Sudan,4.02N,31.34E
1858-11-01,,,Juba,Sudan,4.02N,31.34E
1858-12-01,,,Juba,Sudan,4.02N,31.34E
1859-01-01,26.941000000000006,1.6380000000000001,Juba,Sudan,4.02N,31.34E
1859-02-01,27.166,1.505,Juba,Sudan,4.02N,31.34E
1859-03-01,27.726999999999997,1.5659999999999998,Juba,Sudan,4.02N,31.34E
1859-04-01,26.465,1.381,Juba,Sudan,4.02N,31.34E
1859-05-01,25.754,1.261,Juba,Sudan,4.02N,31.34E
1859-06-01,24.476,1.3130000000000002,Juba,Sudan,4.02N,31.34E
1859-07-01,23.414,1.139,Juba,Sudan,4.02N,31.34E
1859-08-01,23.253,1.135,Juba,Sudan,4.02N,31.34E
1859-09-01,23.506999999999998,1.032,Juba,Sudan,4.02N,31.34E
1859-10-01,24.498,1.208,Juba,Sudan,4.02N,31.34E
1859-11-01,24.823,1.232,Juba,Sudan,4.02N,31.34E
1859-12-01,25.41,1.608,Juba,Sudan,4.02N,31.34E
1860-01-01,26.576,1.61,Juba,Sudan,4.02N,31.34E
1860-02-01,27.285,1.5390000000000001,Juba,Sudan,4.02N,31.34E
1860-03-01,26.397,1.555,Juba,Sudan,4.02N,31.34E
1860-04-01,,,Juba,Sudan,4.02N,31.34E
1860-05-01,25.331,1.193,Juba,Sudan,4.02N,31.34E
1860-06-01,24.587,1.217,Juba,Sudan,4.02N,31.34E
1860-07-01,23.833,1.256,Juba,Sudan,4.02N,31.34E
1860-08-01,23.965,1.253,Juba,Sudan,4.02N,31.34E
1860-09-01,24.471,1.286,Juba,Sudan,4.02N,31.34E
1860-10-01,24.551,1.295,Juba,Sudan,4.02N,31.34E
1860-11-01,24.319000000000003,1.3359999999999999,Juba,Sudan,4.02N,31.34E
1860-12-01,23.836,1.3880000000000001,Juba,Sudan,4.02N,31.34E
1861-01-01,24.81,1.736,Juba,Sudan,4.02N,31.34E
1861-02-01,26.515,1.484,Juba,Sudan,4.02N,31.34E
1861-03-01,26.846,1.453,Juba,Sudan,4.02N,31.34E
1861-04-01,26.03,1.479,Juba,Sudan,4.02N,31.34E
1861-05-01,25.081,1.202,Juba,Sudan,4.02N,31.34E
1861-06-01,24.363000000000003,1.3980000000000001,Juba,Sudan,4.02N,31.34E
1861-07-01,23.6,1.348,Juba,Sudan,4.02N,31.34E
1861-08-01,23.658,1.225,Juba,Sudan,4.02N,31.34E
1861-09-01,,,Juba,Sudan,4.02N,31.34E
1861-10-01,,,Juba,Sudan,4.02N,31.34E
1861-11-01,24.865,1.5819999999999999,Juba,Sudan,4.02N,31.34E
1861-12-01,25.014000000000006,1.695,Juba,Sudan,4.02N,31.34E
1862-01-01,25.103,1.639,Juba,Sudan,4.02N,31.34E
1862-02-01,25.99,1.5230000000000001,Juba,Sudan,4.02N,31.34E
1862-03-01,26.941999999999997,1.499,Juba,Sudan,4.02N,31.34E
1862-04-01,26.12,1.413,Juba,Sudan,4.02N,31.34E
1862-05-01,,,Juba,Sudan,4.02N,31.34E
1862-06-01,,,Juba,Sudan,4.02N,31.34E
1862-07-01,,,Juba,Sudan,4.02N,31.34E
1862-08-01,,,Juba,Sudan,4.02N,31.34E
1862-09-01,,,Juba,Sudan,4.02N,31.34E
1862-10-01,,,Juba,Sudan,4.02N,31.34E
1862-11-01,,,Juba,Sudan,4.02N,31.34E
1862-12-01,,,Juba,Sudan,4.02N,31.34E
1863-01-01,,,Juba,Sudan,4.02N,31.34E
1863-02-01,,,Juba,Sudan,4.02N,31.34E
1863-03-01,,,Juba,Sudan,4.02N,31.34E
1863-04-01,,,Juba,Sudan,4.02N,31.34E
1863-05-01,,,Juba,Sudan,4.02N,31.34E
1863-06-01,,,Juba,Sudan,4.02N,31.34E
1863-07-01,,,Juba,Sudan,4.02N,31.34E
1863-08-01,,,Juba,Sudan,4.02N,31.34E
1863-09-01,,,Juba,Sudan,4.02N,31.34E
1863-10-01,,,Juba,Sudan,4.02N,31.34E
1863-11-01,,,Juba,Sudan,4.02N,31.34E
1863-12-01,,,Juba,Sudan,4.02N,31.34E
1864-01-01,25.784,1.464,Juba,Sudan,4.02N,31.34E
1864-02-01,26.886,1.6580000000000001,Juba,Sudan,4.02N,31.34E
1864-03-01,26.482,1.3840000000000001,Juba,Sudan,4.02N,31.34E
1864-04-01,25.953000000000003,1.3130000000000002,Juba,Sudan,4.02N,31.34E
1864-05-01,25.479,1.1440000000000001,Juba,Sudan,4.02N,31.34E
1864-06-01,24.696,1.23,Juba,Sudan,4.02N,31.34E
1864-07-01,23.764000000000006,1.28,Juba,Sudan,4.02N,31.34E
1864-08-01,23.452,1.2690000000000001,Juba,Sudan,4.02N,31.34E
1864-09-01,24.057,1.3719999999999999,Juba,Sudan,4.02N,31.34E
1864-10-01,24.335,1.245,Juba,Sudan,4.02N,31.34E
1864-11-01,24.848000000000003,1.492,Juba,Sudan,4.02N,31.34E
1864-12-01,24.616,1.462,Juba,Sudan,4.02N,31.34E
1865-01-01,,,Juba,Sudan,4.02N,31.34E
1865-02-01,,,Juba,Sudan,4.02N,31.34E
1865-03-01,,,Juba,Sudan,4.02N,31.34E
1865-04-01,,,Juba,Sudan,4.02N,31.34E
1865-05-01,,,Juba,Sudan,4.02N,31.34E
1865-06-01,,,Juba,Sudan,4.02N,31.34E
1865-07-01,,,Juba,Sudan,4.02N,31.34E
1865-08-01,,,Juba,Sudan,4.02N,31.34E
1865-09-01,,,Juba,Sudan,4.02N,31.34E
1865-10-01,,,Juba,Sudan,4.02N,31.34E
1865-11-01,,,Juba,Sudan,4.02N,31.34E
1865-12-01,,,Juba,Sudan,4.02N,31.34E
1866-01-01,,,Juba,Sudan,4.02N,31.34E
1866-02-01,,,Juba,Sudan,4.02N,31.34E
1866-03-01,,,Juba,Sudan,4.02N,31.34E
1866-04-01,,,Juba,Sudan,4.02N,31.34E
1866-05-01,,,Juba,Sudan,4.02N,31.34E
1866-06-01,,,Juba,Sudan,4.02N,31.34E
1866-07-01,,,Juba,Sudan,4.02N,31.34E
1866-08-01,,,Juba,Sudan,4.02N,31.34E
1866-09-01,,,Juba,Sudan,4.02N,31.34E
1866-10-01,,,Juba,Sudan,4.02N,31.34E
1866-11-01,,,Juba,Sudan,4.02N,31.34E
1866-12-01,,,Juba,Sudan,4.02N,31.34E
1867-01-01,,,Juba,Sudan,4.02N,31.34E
1867-02-01,,,Juba,Sudan,4.02N,31.34E
1867-03-01,,,Juba,Sudan,4.02N,31.34E
1867-04-01,,,Juba,Sudan,4.02N,31.34E
1867-05-01,,,Juba,Sudan,4.02N,31.34E
1867-06-01,,,Juba,Sudan,4.02N,31.34E
1867-07-01,,,Juba,Sudan,4.02N,31.34E
1867-08-01,,,Juba,Sudan,4.02N,31.34E
1867-09-01,,,Juba,Sudan,4.02N,31.34E
1867-10-01,,,Juba,Sudan,4.02N,31.34E
1867-11-01,,,Juba,Sudan,4.02N,31.34E
1867-12-01,,,Juba,Sudan,4.02N,31.34E
1868-01-01,,,Juba,Sudan,4.02N,31.34E
1868-02-01,,,Juba,Sudan,4.02N,31.34E
1868-03-01,,,Juba,Sudan,4.02N,31.34E
1868-04-01,,,Juba,Sudan,4.02N,31.34E
1868-05-01,,,Juba,Sudan,4.02N,31.34E
1868-06-01,,,Juba,Sudan,4.02N,31.34E
1868-07-01,,,Juba,Sudan,4.02N,31.34E
1868-08-01,,,Juba,Sudan,4.02N,31.34E
1868-09-01,,,Juba,Sudan,4.02N,31.34E
1868-10-01,,,Juba,Sudan,4.02N,31.34E
1868-11-01,,,Juba,Sudan,4.02N,31.34E
1868-12-01,,,Juba,Sudan,4.02N,31.34E
1869-01-01,,,Juba,Sudan,4.02N,31.34E
1869-02-01,,,Juba,Sudan,4.02N,31.34E
1869-03-01,,,Juba,Sudan,4.02N,31.34E
1869-04-01,,,Juba,Sudan,4.02N,31.34E
1869-05-01,,,Juba,Sudan,4.02N,31.34E
1869-06-01,,,Juba,Sudan,4.02N,31.34E
1869-07-01,,,Juba,Sudan,4.02N,31.34E
1869-08-01,,,Juba,Sudan,4.02N,31.34E
1869-09-01,,,Juba,Sudan,4.02N,31.34E
1869-10-01,,,Juba,Sudan,4.02N,31.34E
1869-11-01,,,Juba,Sudan,4.02N,31.34E
1869-12-01,,,Juba,Sudan,4.02N,31.34E
1870-01-01,,,Juba,Sudan,4.02N,31.34E
1870-02-01,,,Juba,Sudan,4.02N,31.34E
1870-03-01,,,Juba,Sudan,4.02N,31.34E
1870-04-01,,,Juba,Sudan,4.02N,31.34E
1870-05-01,,,Juba,Sudan,4.02N,31.34E
1870-06-01,,,Juba,Sudan,4.02N,31.34E
1870-07-01,,,Juba,Sudan,4.02N,31.34E
1870-08-01,,,Juba,Sudan,4.02N,31.34E
1870-09-01,,,Juba,Sudan,4.02N,31.34E
1870-10-01,,,Juba,Sudan,4.02N,31.34E
1870-11-01,,,Juba,Sudan,4.02N,31.34E
1870-12-01,,,Juba,Sudan,4.02N,31.34E
1871-01-01,,,Juba,Sudan,4.02N,31.34E
1871-02-01,,,Juba,Sudan,4.02N,31.34E
1871-03-01,,,Juba,Sudan,4.02N,31.34E
1871-04-01,,,Juba,Sudan,4.02N,31.34E
1871-05-01,,,Juba,Sudan,4.02N,31.34E
1871-06-01,,,Juba,Sudan,4.02N,31.34E
1871-07-01,,,Juba,Sudan,4.02N,31.34E
1871-08-01,,,Juba,Sudan,4.02N,31.34E
1871-09-01,,,Juba,Sudan,4.02N,31.34E
1871-10-01,,,Juba,Sudan,4.02N,31.34E
1871-11-01,,,Juba,Sudan,4.02N,31.34E
1871-12-01,,,Juba,Sudan,4.02N,31.34E
1872-01-01,,,Juba,Sudan,4.02N,31.34E
1872-02-01,,,Juba,Sudan,4.02N,31.34E
1872-03-01,,,Juba,Sudan,4.02N,31.34E
1872-04-01,,,Juba,Sudan,4.02N,31.34E
1872-05-01,,,Juba,Sudan,4.02N,31.34E
1872-06-01,,,Juba,Sudan,4.02N,31.34E
1872-07-01,,,Juba,Sudan,4.02N,31.34E
1872-08-01,,,Juba,Sudan,4.02N,31.34E
1872-09-01,,,Juba,Sudan,4.02N,31.34E
1872-10-01,,,Juba,Sudan,4.02N,31.34E
1872-11-01,,,Juba,Sudan,4.02N,31.34E
1872-12-01,,,Juba,Sudan,4.02N,31.34E
1873-01-01,,,Juba,Sudan,4.02N,31.34E
1873-02-01,,,Juba,Sudan,4.02N,31.34E
1873-03-01,,,Juba,Sudan,4.02N,31.34E
1873-04-01,,,Juba,Sudan,4.02N,31.34E
1873-05-01,,,Juba,Sudan,4.02N,31.34E
1873-06-01,,,Juba,Sudan,4.02N,31.34E
1873-07-01,,,Juba,Sudan,4.02N,31.34E
1873-08-01,,,Juba,Sudan,4.02N,31.34E
1873-09-01,,,Juba,Sudan,4.02N,31.34E
1873-10-01,,,Juba,Sudan,4.02N,31.34E
1873-11-01,,,Juba,Sudan,4.02N,31.34E
1873-12-01,,,Juba,Sudan,4.02N,31.34E
1874-01-01,,,Juba,Sudan,4.02N,31.34E
1874-02-01,,,Juba,Sudan,4.02N,31.34E
1874-03-01,,,Juba,Sudan,4.02N,31.34E
1874-04-01,,,Juba,Sudan,4.02N,31.34E
1874-05-01,,,Juba,Sudan,4.02N,31.34E
1874-06-01,,,Juba,Sudan,4.02N,31.34E
1874-07-01,,,Juba,Sudan,4.02N,31.34E
1874-08-01,,,Juba,Sudan,4.02N,31.34E
1874-09-01,,,Juba,Sudan,4.02N,31.34E
1874-10-01,,,Juba,Sudan,4.02N,31.34E
1874-11-01,,,Juba,Sudan,4.02N,31.34E
1874-12-01,,,Juba,Sudan,4.02N,31.34E
1875-01-01,,,Juba,Sudan,4.02N,31.34E
1875-02-01,,,Juba,Sudan,4.02N,31.34E
1875-03-01,,,Juba,Sudan,4.02N,31.34E
1875-04-01,,,Juba,Sudan,4.02N,31.34E
1875-05-01,25.156,1.1059999999999999,Juba,Sudan,4.02N,31.34E
1875-06-01,24.565,1.187,Juba,Sudan,4.02N,31.34E
1875-07-01,23.815,1.13,Juba,Sudan,4.02N,31.34E
1875-08-01,23.749000000000002,1.117,Juba,Sudan,4.02N,31.34E
1875-09-01,24.183000000000003,1.31,Juba,Sudan,4.02N,31.34E
1875-10-01,24.578000000000003,1.245,Juba,Sudan,4.02N,31.34E
1875-11-01,24.182,1.3119999999999998,Juba,Sudan,4.02N,31.34E
1875-12-01,24.880000000000006,1.242,Juba,Sudan,4.02N,31.34E
1876-01-01,25.868,1.4169999999999998,Juba,Sudan,4.02N,31.34E
1876-02-01,26.721999999999998,1.341,Juba,Sudan,4.02N,31.34E
1876-03-01,26.764,1.4340000000000002,Juba,Sudan,4.02N,31.34E
1876-04-01,26.066,1.4269999999999998,Juba,Sudan,4.02N,31.34E
1876-05-01,25.017,1.088,Juba,Sudan,4.02N,31.34E
1876-06-01,24.26,1.129,Juba,Sudan,4.02N,31.34E
1876-07-01,23.815,1.117,Juba,Sudan,4.02N,31.34E
1876-08-01,23.572,1.09,Juba,Sudan,4.02N,31.34E
1876-09-01,24.059,1.1520000000000001,Juba,Sudan,4.02N,31.34E
1876-10-01,24.617,1.24,Juba,Sudan,4.02N,31.34E
1876-11-01,24.7,1.395,Juba,Sudan,4.02N,31.34E
1876-12-01,24.51,1.4340000000000002,Juba,Sudan,4.02N,31.34E
1877-01-01,26.281,1.544,Juba,Sudan,4.02N,31.34E
1877-02-01,27.212,1.492,Juba,Sudan,4.02N,31.34E
1877-03-01,27.507,1.39,Juba,Sudan,4.02N,31.34E
1877-04-01,26.316999999999997,1.33,Juba,Sudan,4.02N,31.34E
1877-05-01,25.576,1.084,Juba,Sudan,4.02N,31.34E
1877-06-01,24.688000000000002,1.5719999999999998,Juba,Sudan,4.02N,31.34E
1877-07-01,24.366999999999997,1.1079999999999999,Juba,Sudan,4.02N,31.34E
1877-08-01,24.339000000000002,1.145,Juba,Sudan,4.02N,31.34E
1877-09-01,24.76,1.247,Juba,Sudan,4.02N,31.34E
1877-10-01,25.078000000000003,1.263,Juba,Sudan,4.02N,31.34E
1877-11-01,25.439,1.3230000000000002,Juba,Sudan,4.02N,31.34E
1877-12-01,25.090999999999998,1.7309999999999999,Juba,Sudan,4.02N,31.34E
1878-01-01,26.116,1.511,Juba,Sudan,4.02N,31.34E
1878-02-01,27.701999999999998,1.5590000000000002,Juba,Sudan,4.02N,31.34E
1878-03-01,28.427,1.636,Juba,Sudan,4.02N,31.34E
1878-04-01,26.965,1.3619999999999999,Juba,Sudan,4.02N,31.34E
1878-05-01,25.566,1.094,Juba,Sudan,4.02N,31.34E
1878-06-01,25.053,1.123,Juba,Sudan,4.02N,31.34E
1878-07-01,24.293000000000006,1.126,Juba,Sudan,4.02N,31.34E
1878-08-01,24.353,1.0979999999999999,Juba,Sudan,4.02N,31.34E
1878-09-01,24.65,1.179,Juba,Sudan,4.02N,31.34E
1878-10-01,24.988000000000003,1.169,Juba,Sudan,4.02N,31.34E
1878-11-01,25.619,1.218,Juba,Sudan,4.02N,31.34E
1878-12-01,25.285999999999998,1.494,Juba,Sudan,4.02N,31.34E
1879-01-01,,,Juba,Sudan,4.02N,31.34E
1879-02-01,,,Juba,Sudan,4.02N,31.34E
1879-03-01,,,Juba,Sudan,4.02N,31.34E
1879-04-01,,,Juba,Sudan,4.02N,31.34E
1879-05-01,,,Juba,Sudan,4.02N,31.34E
1879-06-01,,,Juba,Sudan,4.02N,31.34E
1879-07-01,,,Juba,Sudan,4.02N,31.34E
1879-08-01,,,Juba,Sudan,4.02N,31.34E
1879-09-01,,,Juba,Sudan,4.02N,31.34E
1879-10-01,,,Juba,Sudan,4.02N,31.34E
1879-11-01,,,Juba,Sudan,4.02N,31.34E
1879-12-01,,,Juba,Sudan,4.02N,31.34E
1880-01-01,,,Juba,Sudan,4.02N,31.34E
1880-02-01,26.517,1.3630000000000002,Juba,Sudan,4.02N,31.34E
1880-03-01,26.783,1.37,Juba,Sudan,4.02N,31.34E
1880-04-01,25.837,1.222,Juba,Sudan,4.02N,31.34E
1880-05-01,25.355,1.0759999999999998,Juba,Sudan,4.02N,31.34E
1880-06-01,24.551,1.137,Juba,Sudan,4.02N,31.34E
1880-07-01,23.818,1.056,Juba,Sudan,4.02N,31.34E
1880-08-01,23.747,0.96,Juba,Sudan,4.02N,31.34E
1880-09-01,24.593000000000004,1.197,Juba,Sudan,4.02N,31.34E
1880-10-01,24.61,1.113,Juba,Sudan,4.02N,31.34E
1880-11-01,25.006,1.547,Juba,Sudan,4.02N,31.34E
1880-12-01,25.563,1.21,Juba,Sudan,4.02N,31.34E
1881-01-01,25.914,1.291,Juba,Sudan,4.02N,31.34E
1881-02-01,26.88,1.328,Juba,Sudan,4.02N,31.34E
1881-03-01,27.679000000000002,1.3769999999999998,Juba,Sudan,4.02N,31.34E
1881-04-01,26.728,1.297,Juba,Sudan,4.02N,31.34E
1881-05-01,25.528000000000002,1.16,Juba,Sudan,4.02N,31.34E
1881-06-01,24.094,1.188,Juba,Sudan,4.02N,31.34E
1881-07-01,23.868,1.156,Juba,Sudan,4.02N,31.34E
1881-08-01,,,Juba,Sudan,4.02N,31.34E
1881-09-01,24.47,1.345,Juba,Sudan,4.02N,31.34E
1881-10-01,24.879,1.311,Juba,Sudan,4.02N,31.34E
1881-11-01,24.827,1.318,Juba,Sudan,4.02N,31.34E
1881-12-01,25.355,1.4580000000000002,Juba,Sudan,4.02N,31.34E
1882-01-01,26.935,1.505,Juba,Sudan,4.02N,31.34E
1882-02-01,27.619,1.449,Juba,Sudan,4.02N,31.34E
1882-03-01,27.284000000000002,1.4669999999999999,Juba,Sudan,4.02N,31.34E
1882-04-01,26.146,1.295,Juba,Sudan,4.02N,31.34E
1882-05-01,25.487,1.173,Juba,Sudan,4.02N,31.34E
1882-06-01,24.034000000000002,1.112,Juba,Sudan,4.02N,31.34E
1882-07-01,23.218000000000004,1.177,Juba,Sudan,4.02N,31.34E
1882-08-01,23.677,1.15,Juba,Sudan,4.02N,31.34E
1882-09-01,24.364,1.2590000000000001,Juba,Sudan,4.02N,31.34E
1882-10-01,24.323,1.244,Juba,Sudan,4.02N,31.34E
1882-11-01,24.51,1.3159999999999998,Juba,Sudan,4.02N,31.34E
1882-12-01,24.655,1.45,Juba,Sudan,4.02N,31.34E
1883-01-01,25.611,1.472,Juba,Sudan,4.02N,31.34E
1883-02-01,26.325,1.5519999999999998,Juba,Sudan,4.02N,31.34E
1883-03-01,27.285,1.463,Juba,Sudan,4.02N,31.34E
1883-04-01,26.177,1.2770000000000001,Juba,Sudan,4.02N,31.34E
1883-05-01,25.28,1.146,Juba,Sudan,4.02N,31.34E
1883-06-01,24.543000000000003,1.135,Juba,Sudan,4.02N,31.34E
1883-07-01,23.290000000000006,1.354,Juba,Sudan,4.02N,31.34E
1883-08-01,23.435,1.18,Juba,Sudan,4.02N,31.34E
1883-09-01,24.127,1.301,Juba,Sudan,4.02N,31.34E
1883-10-01,24.688000000000002,1.244,Juba,Sudan,4.02N,31.34E
1883-11-01,24.289,1.3330000000000002,Juba,Sudan,4.02N,31.34E
1883-12-01,25.365,1.3880000000000001,Juba,Sudan,4.02N,31.34E
1884-01-01,26.002,1.4509999999999998,Juba,Sudan,4.02N,31.34E
1884-02-01,26.714000000000002,1.423,Juba,Sudan,4.02N,31.34E
1884-03-01,26.425,1.5659999999999998,Juba,Sudan,4.02N,31.34E
1884-04-01,25.752,1.315,Juba,Sudan,4.02N,31.34E
1884-05-01,24.562,1.169,Juba,Sudan,4.02N,31.34E
1884-06-01,23.79,1.149,Juba,Sudan,4.02N,31.34E
1884-07-01,23.465,1.1540000000000001,Juba,Sudan,4.02N,31.34E
1884-08-01,23.5,1.157,Juba,Sudan,4.02N,31.34E
1884-09-01,24.221,1.501,Juba,Sudan,4.02N,31.34E
1884-10-01,24.204,1.263,Juba,Sudan,4.02N,31.34E
1884-11-01,24.411,1.272,Juba,Sudan,4.02N,31.34E
1884-12-01,25.23,1.5330000000000001,Juba,Sudan,4.02N,31.34E
1885-01-01,25.396,1.59,Juba,Sudan,4.02N,31.34E
1885-02-01,26.799,1.499,Juba,Sudan,4.02N,31.34E
1885-03-01,26.815,1.413,Juba,Sudan,4.02N,31.34E
1885-04-01,26.203000000000003,1.506,Juba,Sudan,4.02N,31.34E
1885-05-01,25.357,1.0979999999999999,Juba,Sudan,4.02N,31.34E
1885-06-01,24.155,1.094,Juba,Sudan,4.02N,31.34E
1885-07-01,23.665000000000006,1.168,Juba,Sudan,4.02N,31.34E
1885-08-01,23.902,1.2109999999999999,Juba,Sudan,4.02N,31.34E
1885-09-01,24.143,1.2690000000000001,Juba,Sudan,4.02N,31.34E
1885-10-01,24.735,1.32,Juba,Sudan,4.02N,31.34E
1885-11-01,24.588,1.21,Juba,Sudan,4.02N,31.34E
1885-12-01,25.471999999999998,1.359,Juba,Sudan,4.02N,31.34E
1886-01-01,25.819000000000006,1.8130000000000002,Juba,Sudan,4.02N,31.34E
1886-02-01,26.336,1.506,Juba,Sudan,4.02N,31.34E
1886-03-01,26.792,1.579,Juba,Sudan,4.02N,31.34E
1886-04-01,26.01,1.338,Juba,Sudan,4.02N,31.34E
1886-05-01,25.329,1.089,Juba,Sudan,4.02N,31.34E
1886-06-01,24.354,1.202,Juba,Sudan,4.02N,31.34E
1886-07-01,23.991000000000003,1.124,Juba,Sudan,4.02N,31.34E
1886-08-01,23.671,1.127,Juba,Sudan,4.02N,31.34E
1886-09-01,24.05,1.148,Juba,Sudan,4.02N,31.34E
1886-10-01,24.721,1.4409999999999998,Juba,Sudan,4.02N,31.34E
1886-11-01,24.695,1.319,Juba,Sudan,4.02N,31.34E
1886-12-01,25.465,1.4409999999999998,Juba,Sudan,4.02N,31.34E
1887-01-01,25.197000000000006,1.713,Juba,Sudan,4.02N,31.34E
1887-02-01,26.293000000000003,1.4480000000000002,Juba,Sudan,4.02N,31.34E
1887-03-01,26.568,1.393,Juba,Sudan,4.02N,31.34E
1887-04-01,26.054000000000002,1.25,Juba,Sudan,4.02N,31.34E
1887-05-01,25.38,1.185,Juba,Sudan,4.02N,31.34E
1887-06-01,24.06,1.088,Juba,Sudan,4.02N,31.34E
1887-07-01,23.535999999999998,1.1640000000000001,Juba,Sudan,4.02N,31.34E
1887-08-01,23.379,1.0959999999999999,Juba,Sudan,4.02N,31.34E
1887-09-01,24.430999999999997,1.3119999999999998,Juba,Sudan,4.02N,31.34E
1887-10-01,24.428,1.208,Juba,Sudan,4.02N,31.34E
