1.937,0.584,Ilhéus,Brazil,15.27S,39.17W
1841-05-01,16.572,1.4880000000000002,Inazawa,Japan,34.56N,136.22E
1841-06-01,,,Inazawa,Japan,34.56N,136.22E
1841-07-01,,,Inazawa,Japan,34.56N,136.22E
1841-08-01,,,Inazawa,Japan,34.56N,136.22E
1841-09-01,,,Inazawa,Japan,34.56N,136.22E
1841-10-01,,,Inazawa,Japan,34.56N,136.22E
1841-11-01,,,Inazawa,Japan,34.56N,136.22E
1841-12-01,,,Inazawa,Japan,34.56N,136.22E
1842-01-01,,,Inazawa,Japan,34.56N,136.22E
1842-02-01,,,Inazawa,Japan,34.56N,136.22E
1842-03-01,,,Inazawa,Japan,34.56N,136.22E
1842-04-01,,,Inazawa,Japan,34.56N,136.22E
1842-05-01,,,Inazawa,Japan,34.56N,136.22E
1842-06-01,,,Inazawa,Japan,34.56N,136.22E
1842-07-01,,,Inazawa,Japan,34.56N,136.22E
1842-08-01,,,Inazawa,Japan,34.56N,136.22E
1842-09-01,,,Inazawa,Japan,34.56N,136.22E
1842-10-01,,,Inazawa,Japan,34.56N,136.22E
1842-11-01,,,Inazawa,Japan,34.56N,136.22E
1842-12-01,,,Inazawa,Japan,34.56N,136.22E
1843-01-01,,,Inazawa,Japan,34.56N,136.22E
1843-02-01,,,Inazawa,Japan,34.56N,136.22E
1843-03-01,,,Inazawa,Japan,34.56N,136.22E
1843-04-01,,,Inazawa,Japan,34.56N,136.22E
1843-05-01,,,Inazawa,Japan,34.56N,136.22E
1843-06-01,,,Inazawa,Japan,34.56N,136.22E
1843-07-01,,,Inazawa,Japan,34.56N,136.22E
1843-08-01,,,Inazawa,Japan,34.56N,136.22E
1843-09-01,,,Inazawa,Japan,34.56N,136.22E
1843-10-01,,,Inazawa,Japan,34.56N,136.22E
1843-11-01,,,Inazawa,Japan,34.56N,136.22E
1843-12-01,,,Inazawa,Japan,34.56N,136.22E
1844-01-01,,,Inazawa,Japan,34.56N,136.22E
1844-02-01,,,Inazawa,Japan,34.56N,136.22E
1844-03-01,,,Inazawa,Japan,34.56N,136.22E
1844-04-01,,,Inazawa,Japan,34.56N,136.22E
1844-05-01,,,Inazawa,Japan,34.56N,136.22E
1844-06-01,,,Inazawa,Japan,34.56N,136.22E
1844-07-01,,,Inazawa,Japan,34.56N,136.22E
1844-08-01,,,Inazawa,Japan,34.56N,136.22E
1844-09-01,21.779,1.7069999999999999,Inazawa,Japan,34.56N,136.22E
1844-10-01,16.412000000000006,1.626,Inazawa,Japan,34.56N,136.22E
1844-11-01,10.334000000000001,1.9240000000000002,Inazawa,Japan,34.56N,136.22E
1844-12-01,5.191,1.944,Inazawa,Japan,34.56N,136.22E
1845-01-01,5.254,2.137,Inazawa,Japan,34.56N,136.22E
1845-02-01,4.343,3.3569999999999998,Inazawa,Japan,34.56N,136.22E
1845-03-01,7.675,1.347,Inazawa,Japan,34.56N,136.22E
1845-04-01,12.219,1.383,Inazawa,Japan,34.56N,136.22E
1845-05-01,16.785,1.318,Inazawa,Japan,34.56N,136.22E
1845-06-01,21.428,1.3259999999999998,Inazawa,Japan,34.56N,136.22E
1845-07-01,25.913,1.829,Inazawa,Japan,34.56N,136.22E
1845-08-01,25.938000000000002,1.064,Inazawa,Japan,34.56N,136.22E
1845-09-01,21.47,1.8,Inazawa,Japan,34.56N,136.22E
1845-10-01,15.343000000000002,1.171,Inazawa,Japan,34.56N,136.22E
1845-11-01,9.711,1.879,Inazawa,Japan,34.56N,136.22E
1845-12-01,4.319,2.056,Inazawa,Japan,34.56N,136.22E
1846-01-01,3.8169999999999997,2.715,Inazawa,Japan,34.56N,136.22E
1846-02-01,4.484,2.093,Inazawa,Japan,34.56N,136.22E
1846-03-01,7.834,2.5180000000000002,Inazawa,Japan,34.56N,136.22E
1846-04-01,12.085999999999999,1.755,Inazawa,Japan,34.56N,136.22E
1846-05-01,15.841,2.001,Inazawa,Japan,34.56N,136.22E
1846-06-01,21.365,1.689,Inazawa,Japan,34.56N,136.22E
1846-07-01,25.478,1.9269999999999998,Inazawa,Japan,34.56N,136.22E
1846-08-01,26.84,1.266,Inazawa,Japan,34.56N,136.22E
1846-09-01,22.97,1.733,Inazawa,Japan,34.56N,136.22E
1846-10-01,16.458000000000002,1.5330000000000001,Inazawa,Japan,34.56N,136.22E
1846-11-01,10.274000000000001,1.74,Inazawa,Japan,34.56N,136.22E
1846-12-01,7.082999999999999,1.4609999999999999,Inazawa,Japan,34.56N,136.22E
1847-01-01,4.4110000000000005,4.33,Inazawa,Japan,34.56N,136.22E
1847-02-01,4.457000000000002,1.479,Inazawa,Japan,34.56N,136.22E
1847-03-01,6.612,2.191,Inazawa,Japan,34.56N,136.22E
1847-04-01,12.604,1.4069999999999998,Inazawa,Japan,34.56N,136.22E
1847-05-01,16.704,1.479,Inazawa,Japan,34.56N,136.22E
1847-06-01,20.825,1.554,Inazawa,Japan,34.56N,136.22E
1847-07-01,25.480999999999998,1.396,Inazawa,Japan,34.56N,136.22E
1847-08-01,26.733,2.395,Inazawa,Japan,34.56N,136.22E
1847-09-01,22.275,1.3019999999999998,Inazawa,Japan,34.56N,136.22E
1847-10-01,16.028000000000002,1.203,Inazawa,Japan,34.56N,136.22E
1847-11-01,11.898,1.396,Inazawa,Japan,34.56N,136.22E
1847-12-01,5.922999999999999,2.0580000000000003,Inazawa,Japan,34.56N,136.22E
1848-01-01,2.806,2.12,Inazawa,Japan,34.56N,136.22E
1848-02-01,4.880000000000001,1.59,Inazawa,Japan,34.56N,136.22E
1848-03-01,7.287999999999999,1.339,Inazawa,Japan,34.56N,136.22E
1848-04-01,12.349,1.587,Inazawa,Japan,34.56N,136.22E
1848-05-01,17.295,2.089,Inazawa,Japan,34.56N,136.22E
1848-06-01,21.127,1.768,Inazawa,Japan,34.56N,136.22E
1848-07-01,25.81,2.5989999999999998,Inazawa,Japan,34.56N,136.22E
1848-08-01,25.914,1.829,Inazawa,Japan,34.56N,136.22E
1848-09-01,21.894,1.4140000000000001,Inazawa,Japan,34.56N,136.22E
1848-10-01,16.675,1.736,Inazawa,Japan,34.56N,136.22E
1848-11-01,9.866,1.3359999999999999,Inazawa,Japan,34.56N,136.22E
1848-12-01,6.635,2.096,Inazawa,Japan,34.56N,136.22E
1849-01-01,4.283,1.449,Inazawa,Japan,34.56N,136.22E
1849-02-01,5.891,2.61,Inazawa,Japan,34.56N,136.22E
1849-03-01,8.441,2.062,Inazawa,Japan,34.56N,136.22E
1849-04-01,11.555,1.7280000000000002,Inazawa,Japan,34.56N,136.22E
1849-05-01,16.365000000000002,1.2690000000000001,Inazawa,Japan,34.56N,136.22E
1849-06-01,20.91,1.42,Inazawa,Japan,34.56N,136.22E
1849-07-01,24.649,1.351,Inazawa,Japan,34.56N,136.22E
1849-08-01,26.178,1.151,Inazawa,Japan,34.56N,136.22E
1849-09-01,22.621,1.675,Inazawa,Japan,34.56N,136.22E
1849-10-01,16.102999999999998,1.2790000000000001,Inazawa,Japan,34.56N,136.22E
1849-11-01,10.119,1.9869999999999999,Inazawa,Japan,34.56N,136.22E
1849-12-01,5.206,1.431,Inazawa,Japan,34.56N,136.22E
1850-01-01,2.781,1.545,Inazawa,Japan,34.56N,136.22E
1850-02-01,4.354,1.982,Inazawa,Japan,34.56N,136.22E
1850-03-01,7.751,2.559,Inazawa,Japan,34.56N,136.22E
1850-04-01,11.142000000000001,1.974,Inazawa,Japan,34.56N,136.22E
1850-05-01,16.352999999999998,1.671,Inazawa,Japan,34.56N,136.22E
1850-06-01,21.008000000000003,1.462,Inazawa,Japan,34.56N,136.22E
1850-07-01,25.294,1.295,Inazawa,Japan,34.56N,136.22E
1850-08-01,25.487,2.086,Inazawa,Japan,34.56N,136.22E
1850-09-01,21.82,1.301,Inazawa,Japan,34.56N,136.22E
1850-10-01,15.821000000000002,1.315,Inazawa,Japan,34.56N,136.22E
1850-11-01,10.038,1.8980000000000001,Inazawa,Japan,34.56N,136.22E
1850-12-01,5.582999999999999,1.5290000000000001,Inazawa,Japan,34.56N,136.22E
1851-01-01,4.118,1.295,Inazawa,Japan,34.56N,136.22E
1851-02-01,3.801,1.51,Inazawa,Japan,34.56N,136.22E
1851-03-01,6.852,1.536,Inazawa,Japan,34.56N,136.22E
1851-04-01,10.984000000000002,1.67,Inazawa,Japan,34.56N,136.22E
1851-05-01,16.479,1.161,Inazawa,Japan,34.56N,136.22E
1851-06-01,20.37,2.12,Inazawa,Japan,34.56N,136.22E
1851-07-01,25.462,1.501,Inazawa,Japan,34.56N,136.22E
1851-08-01,25.826,1.306,Inazawa,Japan,34.56N,136.22E
1851-09-01,21.634,1.501,Inazawa,Japan,34.56N,136.22E
1851-10-01,15.568,1.716,Inazawa,Japan,34.56N,136.22E
1851-11-01,10.85,2.076,Inazawa,Japan,34.56N,136.22E
1851-12-01,5.186,3.016,Inazawa,Japan,34.56N,136.22E
1852-01-01,3.266,2.1790000000000003,Inazawa,Japan,34.56N,136.22E
1852-02-01,2.7580000000000005,1.5819999999999999,Inazawa,Japan,34.56N,136.22E
1852-03-01,5.738,1.5590000000000002,Inazawa,Japan,34.56N,136.22E
1852-04-01,10.758,2.0340000000000003,Inazawa,Japan,34.56N,136.22E
1852-05-01,16.491,1.445,Inazawa,Japan,34.56N,136.22E
1852-06-01,21.369,1.196,Inazawa,Japan,34.56N,136.22E
1852-07-01,25.996,1.482,Inazawa,Japan,34.56N,136.22E
1852-08-01,25.691,1.15,Inazawa,Japan,34.56N,136.22E
1852-09-01,22.040000000000006,1.288,Inazawa,Japan,34.56N,136.22E
1852-10-01,16.621000000000002,1.4769999999999999,Inazawa,Japan,34.56N,136.22E
1852-11-01,9.829,1.7619999999999998,Inazawa,Japan,34.56N,136.22E
1852-12-01,6.42,2.0580000000000003,Inazawa,Japan,34.56N,136.22E
1853-01-01,3.008,1.801,Inazawa,Japan,34.56N,136.22E
1853-02-01,2.7330000000000005,1.8940000000000001,Inazawa,Japan,34.56N,136.22E
1853-03-01,6.862,1.86,Inazawa,Japan,34.56N,136.22E
1853-04-01,11.429,1.68,Inazawa,Japan,34.56N,136.22E
1853-05-01,16.67,1.381,Inazawa,Japan,34.56N,136.22E
1853-06-01,21.416,1.494,Inazawa,Japan,34.56N,136.22E
1853-07-01,26.225,1.6680000000000001,Inazawa,Japan,34.56N,136.22E
1853-08-01,26.039,1.798,Inazawa,Japan,34.56N,136.22E
1853-09-01,22.713,1.591,Inazawa,Japan,34.56N,136.22E
1853-10-01,15.717,1.85,Inazawa,Japan,34.56N,136.22E
1853-11-01,10.76,1.869,Inazawa,Japan,34.56N,136.22E
1853-12-01,5.795,1.6159999999999999,Inazawa,Japan,34.56N,136.22E
1854-01-01,3.483,1.831,Inazawa,Japan,34.56N,136.22E
1854-02-01,3.5600000000000005,2.259,Inazawa,Japan,34.56N,136.22E
1854-03-01,7.691,1.6369999999999998,Inazawa,Japan,34.56N,136.22E
1854-04-01,12.130999999999998,1.3719999999999999,Inazawa,Japan,34.56N,136.22E
1854-05-01,17.423000000000002,1.105,Inazawa,Japan,34.56N,136.22E
1854-06-01,21.245,1.311,Inazawa,Japan,34.56N,136.22E
1854-07-01,25.695,1.59,Inazawa,Japan,34.56N,136.22E
1854-08-01,26.696,1.466,Inazawa,Japan,34.56N,136.22E
1854-09-01,22.789,1.4040000000000001,Inazawa,Japan,34.56N,136.22E
1854-10-01,16.707,1.983,Inazawa,Japan,34.56N,136.22E
1854-11-01,10.694,1.67,Inazawa,Japan,34.56N,136.22E
1854-12-01,5.812,3.641,Inazawa,Japan,34.56N,136.22E
1855-01-01,4.239,1.694,Inazawa,Japan,34.56N,136.22E
1855-02-01,3.737,2.39,Inazawa,Japan,34.56N,136.22E
1855-03-01,7.895,1.324,Inazawa,Japan,34.56N,136.22E
1855-04-01,14.068,2.1630000000000003,Inazawa,Japan,34.56N,136.22E
1855-05-01,17.851,1.3659999999999999,Inazawa,Japan,34.56N,136.22E
1855-06-01,22.013,1.7,Inazawa,Japan,34.56N,136.22E
1855-07-01,25.885,1.551,Inazawa,Japan,34.56N,136.22E
1855-08-01,25.914,1.383,Inazawa,Japan,34.56N,136.22E
1855-09-01,22.983,1.736,Inazawa,Japan,34.56N,136.22E
1855-10-01,16.247,1.64,Inazawa,Japan,34.56N,136.22E
1855-11-01,10.255,1.66,Inazawa,Japan,34.56N,136.22E
1855-12-01,5.952999999999999,2.081,Inazawa,Japan,34.56N,136.22E
1856-01-01,3.487,1.916,Inazawa,Japan,34.56N,136.22E
1856-02-01,2.8600000000000003,1.821,Inazawa,Japan,34.56N,136.22E
1856-03-01,7.144,1.617,Inazawa,Japan,34.56N,136.22E
1856-04-01,12.442,1.541,Inazawa,Japan,34.56N,136.22E
1856-05-01,16.646,1.6740000000000002,Inazawa,Japan,34.56N,136.22E
1856-06-01,21.595,1.629,Inazawa,Japan,34.56N,136.22E
1856-07-01,25.732000000000006,1.77,Inazawa,Japan,34.56N,136.22E
1856-08-01,26.612,1.879,Inazawa,Japan,34.56N,136.22E
1856-09-01,22.124,1.808,Inazawa,Japan,34.56N,136.22E
1856-10-01,15.834,1.537,Inazawa,Japan,34.56N,136.22E
1856-11-01,10.798,1.901,Inazawa,Japan,34.56N,136.22E
1856-12-01,6.246,1.757,Inazawa,Japan,34.56N,136.22E
1857-01-01,3.326,1.7919999999999998,Inazawa,Japan,34.56N,136.22E
1857-02-01,4.393000000000002,2.231,Inazawa,Japan,34.56N,136.22E
1857-03-01,6.966,1.764,Inazawa,Japan,34.56N,136.22E
1857-04-01,12.216,1.7730000000000001,Inazawa,Japan,34.56N,136.22E
1857-05-01,15.897,1.345,Inazawa,Japan,34.56N,136.22E
1857-06-01,21.209,1.629,Inazawa,Japan,34.56N,136.22E
1857-07-01,25.401999999999997,1.681,Inazawa,Japan,34.56N,136.22E
1857-08-01,26.006,1.4669999999999999,Inazawa,Japan,34.56N,136.22E
1857-09-01,21.915000000000006,1.5,Inazawa,Japan,34.56N,136.22E
1857-10-01,16.142,1.6440000000000001,Inazawa,Japan,34.56N,136.22E
1857-11-01,10.799000000000001,1.767,Inazawa,Japan,34.56N,136.22E
1857-12-01,6.402,1.6980000000000002,Inazawa,Japan,34.56N,136.22E
1858-01-01,3.839,2.2159999999999997,Inazawa,Japan,34.56N,136.22E
1858-02-01,4.218,1.8130000000000002,Inazawa,Japan,34.56N,136.22E
1858-03-01,7.021,1.78,Inazawa,Japan,34.56N,136.22E
1858-04-01,13.433,1.949,Inazawa,Japan,34.56N,136.22E
1858-05-01,17.271,1.615,Inazawa,Japan,34.56N,136.22E
1858-06-01,21.327,1.4169999999999998,Inazawa,Japan,34.56N,136.22E
1858-07-01,25.289,1.595,Inazawa,Japan,34.56N,136.22E
1858-08-01,25.35,1.507,Inazawa,Japan,34.56N,136.22E
1858-09-01,22.166,1.564,Inazawa,Japan,34.56N,136.22E
1858-10-01,16.311,1.538,Inazawa,Japan,34.56N,136.22E
1858-11-01,11.242,1.804,Inazawa,Japan,34.56N,136.22E
1858-12-01,5.537000000000001,1.716,Inazawa,Japan,34.56N,136.22E
1859-01-01,3.301,1.766,Inazawa,Japan,34.56N,136.22E
1859-02-01,3.4920000000000004,1.725,Inazawa,Japan,34.56N,136.22E
1859-03-01,7.689999999999999,1.6230000000000002,Inazawa,Japan,34.56N,136.22E
1859-04-01,13.59,1.662,Inazawa,Japan,34.56N,136.22E
1859-05-01,17.333000000000002,1.341,Inazawa,Japan,34.56N,136.22E
1859-06-01,21.98,1.5519999999999998,Inazawa,Japan,34.56N,136.22E
1859-07-01,24.721,1.574,Inazawa,Japan,34.56N,136.22E
1859-08-01,25.754,1.415,Inazawa,Japan,34.56N,136.22E
1859-09-01,21.838,1.5419999999999998,Inazawa,Japan,34.56N,136.22E
1859-10-01,16.095000000000002,1.568,Inazawa,Japan,34.56N,136.22E
1859-11-01,10.669,1.89,Inazawa,Japan,34.56N,136.22E
1859-12-01,6.227,2.593,Inazawa,Japan,34.56N,136.22E
1860-01-01,2.847,1.6769999999999998,Inazawa,Japan,34.56N,136.22E
1860-02-01,3.963000000000001,1.858,Inazawa,Japan,34.56N,136.22E
1860-03-01,5.571000000000001,2.093,Inazawa,Japan,34.56N,136.22E
1860-04-01,12.419,1.605,Inazawa,Japan,34.56N,136.22E
1860-05-01,16.442999999999998,1.2819999999999998,Inazawa,Japan,34.56N,136.22E
1860-06-01,21.122,1.34,Inazawa,Japan,34.56N,136.22E
1860-07-01,25.3,1.5219999999999998,Inazawa,Japan,34.56N,136.22E
1860-08-01,26.796,1.4,Inazawa,Japan,34.56N,136.22E
1860-09-01,23.066999999999997,1.6,Inazawa,Japan,34.56N,136.22E
1860-10-01,16.063000000000002,1.4669999999999999,Inazawa,Japan,34.56N,136.22E
1860-11-01,9.162,1.696,Inazawa,Japan,34.56N,136.22E
1860-12-01,4.364,1.8230000000000002,Inazawa,Japan,34.56N,136.22E
1861-01-01,1.6380000000000001,1.6880000000000002,Inazawa,Japan,34.56N,136.22E
1861-02-01,2.8220000000000005,1.671,Inazawa,Japan,34.56N,136.22E
1861-03-01,7.396,1.5619999999999998,Inazawa,Japan,34.56N,136.22E
1861-04-01,12.515999999999998,1.5830000000000002,Inazawa,Japan,34.56N,136.22E
1861-05-01,16.645,1.4409999999999998,Inazawa,Japan,34.56N,136.22E
1861-06-01,21.279,1.5759999999999998,Inazawa,Japan,34.56N,136.22E
1861-07-01,25.331999999999997,1.911,Inazawa,Japan,34.56N,136.22E
1861-08-01,26.631,1.429,Inazawa,Japan,34.56N,136.22E
1861-09-01,21.874,1.436,Inazawa,Japan,34.56N,136.22E
1861-10-01,15.864,1.4409999999999998,Inazawa,Japan,34.56N,136.22E
1861-11-01,10.603,1.923,Inazawa,Japan,34.56N,136.22E
1861-12-01,5.7,1.9480000000000002,Inazawa,Japan,34.56N,136.22E
1862-01-01,2.657,2.0340000000000003,Inazawa,Japan,34.56N,136.22E
1862-02-01,2.2300000000000004,2.074,Inazawa,Japan,34.56N,136.22E
1862-03-01,7.153,2.004,Inazawa,Japan,34.56N,136.22E
1862-04-01,12.193,1.709,Inazawa,Japan,34.56N,136.22E
1862-05-01,17.127000000000002,1.749,Inazawa,Japan,34.56N,136.22E
1862-06-01,21.611,1.5530000000000002,Inazawa,Japan,34.56N,136.22E
1862-07-01,25.305,1.605,Inazawa,Japan,34.56N,136.22E
1862-08-01,25.653000000000002,1.6440000000000001,Inazawa,Japan,34.56N,136.22E
1862-09-01,22.182,1.587,Inazawa,Japan,34.56N,136.22E
1862-10-01,15.956,1.736,Inazawa,Japan,34.56N,136.22E
1862-11-01,9.364,1.903,Inazawa,Japan,34.56N,136.22E
1862-12-01,4.748,2.369,Inazawa,Japan,34.56N,136.22E
1863-01-01,3.944,1.676,Inazawa,Japan,34.56N,136.22E
1863-02-01,4.6160000000000005,2.266,Inazawa,Japan,34.56N,136.22E
1863-03-01,8.036,1.075,Inazawa,Japan,34.56N,136.22E
1863-04-01,11.464,1.724,Inazawa,Japan,34.56N,136.22E
1863-05-01,16.801000000000002,1.207,Inazawa,Japan,34.56N,136.22E
1863-06-01,22.119,2.408,Inazawa,Japan,34.56N,136.22E
1863-07-01,27.302,2.877,Inazawa,Japan,34.56N,136.22E
1863-08-01,27.487,3.432,Inazawa,Japan,34.56N,136.22E
1863-09-01,21.344,1.379,Inazawa,Japan,34.56N,136.22E
1863-10-01,15.472,1.064,Inazawa,Japan,34.56N,136.22E
1863-11-01,10.675,2.775,Inazawa,Japan,34.56N,136.22E
1863-12-01,5.393,2.05,Inazawa,Japan,34.56N,136.22E
1864-01-01,2.0669999999999997,3.662,Inazawa,Japan,34.56N,136.22E
1864-02-01,2.8510000000000004,2.05,Inazawa,Japan,34.56N,136.22E
1864-03-01,5.626,3.154,Inazawa,Japan,34.56N,136.22E
1864-04-01,12.515,0.9640000000000001,Inazawa,Japan,34.56N,136.22E
1864-05-01,16.851,0.8290000000000001,Inazawa,Japan,34.56N,136.22E
1864-06-01,21.092,1.392,Inazawa,Japan,34.56N,136.22E
1864-07-01,25.734,1.13,Inazawa,Japan,34.56N,136.22E
1864-08-01,26.79,1.575,Inazawa,Japan,34.56N,136.22E
1864-09-01,21.97,1.37,Inazawa,Japan,34.56N,136.22E
1864-10-01,16.889000000000006,0.96,Inazawa,Japan,34.56N,136.22E
1864-11-01,11.050999999999998,1.6380000000000001,Inazawa,Japan,34.56N,136.22E
1864-12-01,5.55,1.713,Inazawa,Japan,34.56N,136.22E
1865-01-01,3.677,2.3169999999999997,Inazawa,Japan,34.56N,136.22E
1865-02-01,4.785,3.389,Inazawa,Japan,34.56N,136.22E
1865-03-01,6.747000000000001,1.265,Inazawa,Japan,34.56N,136.22E
1865-04-01,13.034,2.593,Inazawa,Japan,34.56N,136.22E
1865-05-01,17.602999999999998,1.858,Inazawa,Japan,34.56N,136.22E
1865-06-01,21.865,1.472,Inazawa,Japan,34.56N,136.22E
1865-07-01,24.535,1.88,Inazawa,Japan,34.56N,136.22E
1865-08-01,27.21,2.2030000000000003,Inazawa,Japan,34.56N,136.22E
1865-09-01,22.863000000000003,1.1420000000000001,Inazawa,Japan,34.56N,136.22E
1865-10-01,16.424,1.023,Inazawa,Japan,34.56N,136.22E
1865-11-01,10.469000000000001,1.4280000000000002,Inazawa,Japan,34.56N,136.22E
1865-12-01,5.515,1.37,Inazawa,Japan,34.56N,136.22E
1866-01-01,3.281,1.6059999999999999,Inazawa,Japan,34.56N,136.22E
1866-02-01,3.0250000000000004,1.69,Inazawa,Japan,34.56N,136.22E
1866-03-01,7.308,1.028,Inazawa,Japan,34.56N,136.22E
1866-04-01,11.126,1.655,Inazawa,Japan,34.56N,136.22E
1866-05-01,16.136,2.459,Inazawa,Japan,34.56N,136.22E
1866-06-01,19.849,3.008,Inazawa,Japan,34.56N,136.22E
1866-07-01,25.16,1.74,Inazawa,Japan,34.56N,136.22E
1866-08-01,26.526999999999997,0.958,Inazawa,Japan,34.56N,136.22E
1866-09-01,21.138,2.617,Inazawa,Japan,34.56N,136.22E
1866-10-01,16.365000000000002,0.85,Inazawa,Japan,34.56N,136.22E
1866-11-01,10.48,1.304,Inazawa,Japan,34.56N,136.22E
1866-12-01,5.803999999999999,2.464,Inazawa,Japan,34.56N,136.22E
1867-01-01,4.053,3.24,Inazawa,Japan,34.56N,136.22E
1867-02-01,3.1420000000000003,1.101,Inazawa,Japan,34.56N,136.22E
1867-03-01,8.187000000000001,1.67,Inazawa,Japan,34.56N,136.22E
1867-04-01,12.210999999999999,1.219,Inazawa,Japan,34.56N,136.22E
1867-05-01,16.926000000000002,1.474,Inazawa,Japan,34.56N,136.22E
1867-06-01,21.512,1.276,Inazawa,Japan,34.56N,136.22E
1867-07-01,25.570999999999998,1.189,Inazawa,Japan,34.56N,136.22E
1867-08-01,27.171999999999997,2.1390000000000002,Inazawa,Japan,34.56N,136.22E
1867-09-01,22.217,0.966,Inazawa,Japan,34.56N,136.22E
1867-10-01,17.403000000000002,0.978,Inazawa,Japan,34.56N,136.22E
1867-11-01,11.012,1.6019999999999999,Inazawa,Japan,34.56N,136.22E
1867-12-01,7.13,1.59,Inazawa,Japan,34.56N,136.22E
1868-01-01,4.351,2.021,Inazawa,Japan,34.56N,136.22E
1868-02-01,4.056,1.4569999999999999,Inazawa,Japan,34.56N,136.22E
1868-03-01,6.638,1.348,Inazawa,Japan,34.56N,136.22E
1868-04-01,12.761,1.04,Inazawa,Japan,34.56N,136.22E
1868-05-01,17.414,1.5959999999999999,Inazawa,Japan,34.56N,136.22E
1868-06-01,21.146,0.8320000000000001,Inazawa,Japan,34.56N,136.22E
1868-07-01,26.01,1.026,Inazawa,Japan,34.56N,136.22E
1868-08-01,25.533,1.739,Inazawa,Japan,34.56N,136.22E
1868-09-01,22.094,1.042,Inazawa,Japan,34.56N,136.22E
1868-10-01,16.423000000000002,1.761,Inazawa,Japan,34.56N,136.22E
1868-11-01,11.175999999999998,2.205,Inazawa,Japan,34.56N,136.22E
1868-12-01,6.457000000000001,1.625,Inazawa,Japan,34.56N,136.22E
1869-01-01,4.502,2.2030000000000003,Inazawa,Japan,34.56N,136.22E
1869-02-01,6.0150000000000015,1.992,Inazawa,Japan,34.56N,136.22E
1869-03-01,6.988,1.383,Inazawa,Japan,34.56N,136.22E
1869-04-01,11.105,2.106,Inazawa,Japan,34.56N,136.22E
1869-05-01,17.0,0.8190000000000001,Inazawa,Japan,34.56N,136.22E
1869-06-01,21.281999999999996,1.12,Inazawa,Japan,34.56N,136.22E
1869-07-01,24.055,3.3369999999999997,Inazawa,Japan,34.56N,136.22E
1869-08-01,25.680999999999997,2.001,Inazawa,Japan,34.56N,136.22E
1869-09-01,23.229000000000006,0.866,Inazawa,Japan,34.56N,136.22E
1869-10-01,17.102,0.958,Inazawa,Japan,34.56N,136.22E
1869-11-01,10.705,0.8809999999999999,Inazawa,Japan,34.56N,136.22E
1869-12-01,5.077,1.002,Inazawa,Japan,34.56N,136.22E
1870-01-01,3.488,1.916,Inazawa,Japan,34.56N,136.22E
1870-02-01,3.6990000000000007,2.1719999999999997,Inazawa,Japan,34.56N,136.22E
1870-03-01,7.721,2.237,Inazawa,Japan,34.56N,136.22E
1870-04-01,12.125,1.787,Inazawa,Japan,34.56N,136.22E
1870-05-01,17.407,1.5319999999999998,Inazawa,Japan,34.56N,136.22E
1870-06-01,21.714000000000002,1.676,Inazawa,Japan,34.56N,136.22E
1870-07-01,25.694000000000006,1.746,Inazawa,Japan,34.56N,136.22E
1870-08-01,25.912,1.5830000000000002,Inazawa,Japan,34.56N,136.22E
1870-09-01,23.053,1.714,Inazawa,Japan,34.56N,136.22E
1870-10-01,16.523,1.88,Inazawa,Japan,34.56N,136.22E
1870-11-01,10.973,2.285,Inazawa,Japan,34.56N,136.22E
1870-12-01,5.2139999999999995,2.059,Inazawa,Japan,34.56N,136.22E
1871-01-01,3.1039999999999996,1.821,Inazawa,Japan,34.56N,136.22E
1871-02-01,3.5560000000000005,2.359,Inazawa,Japan,34.56N,136.22E
1871-03-01,7.63,1.8719999999999999,Inazawa,Japan,34.56N,136.22E
1871-04-01,12.472999999999999,1.548,Inazawa,Japan,34.56N,136.22E
1871-05-01,16.724,1.8659999999999999,Inazawa,Japan,34.56N,136.22E
1871-06-01,21.386,1.798,Inazawa,Japan,34.56N,136.22E
1871-07-01,25.804,1.86,Inazawa,Japan,34.56N,136.22E
1871-08-01,26.6,1.589,Inazawa,Japan,34.56N,136.22E
1871-09-01,22.866000000000003,2.1790000000000003,Inazawa,Japan,34.56N,136.22E
