1.937,0.584,Ilhéus,Brazil,15.27S,39.17W
1979-10-01,22.206,0.376,Imphal,India,24.92N,93.99E
1979-11-01,20.174,0.263,Imphal,India,24.92N,93.99E
1979-12-01,15.043,0.344,Imphal,India,24.92N,93.99E
1980-01-01,13.726,0.23800000000000002,Imphal,India,24.92N,93.99E
1980-02-01,16.047,0.2,Imphal,India,24.92N,93.99E
1980-03-01,20.204,0.325,Imphal,India,24.92N,93.99E
1980-04-01,23.859,0.23800000000000002,Imphal,India,24.92N,93.99E
1980-05-01,23.999000000000002,0.32,Imphal,India,24.92N,93.99E
1980-06-01,25.545,0.28800000000000003,Imphal,India,24.92N,93.99E
1980-07-01,25.699,0.3,Imphal,India,24.92N,93.99E
1980-08-01,25.448,0.226,Imphal,India,24.92N,93.99E
1980-09-01,25.152,0.19399999999999998,Imphal,India,24.92N,93.99E
1980-10-01,21.967,0.21,Imphal,India,24.92N,93.99E
1980-11-01,19.007,0.233,Imphal,India,24.92N,93.99E
1980-12-01,15.84,0.45,Imphal,India,24.92N,93.99E
1981-01-01,14.384,0.298,Imphal,India,24.92N,93.99E
1981-02-01,16.961000000000002,0.299,Imphal,India,24.92N,93.99E
1981-03-01,19.64,0.239,Imphal,India,24.92N,93.99E
1981-04-01,21.46,0.521,Imphal,India,24.92N,93.99E
1981-05-01,23.881,0.419,Imphal,India,24.92N,93.99E
1981-06-01,25.546000000000006,0.262,Imphal,India,24.92N,93.99E
1981-07-01,25.358,0.307,Imphal,India,24.92N,93.99E
1981-08-01,25.756,0.212,Imphal,India,24.92N,93.99E
1981-09-01,25.201,0.18600000000000003,Imphal,India,24.92N,93.99E
1981-10-01,23.444000000000003,0.261,Imphal,India,24.92N,93.99E
1981-11-01,19.58,0.409,Imphal,India,24.92N,93.99E
1981-12-01,14.876,0.429,Imphal,India,24.92N,93.99E
1982-01-01,14.688,0.43200000000000005,Imphal,India,24.92N,93.99E
1982-02-01,16.037000000000006,0.319,Imphal,India,24.92N,93.99E
1982-03-01,19.759,0.541,Imphal,India,24.92N,93.99E
1982-04-01,21.578000000000003,0.292,Imphal,India,24.92N,93.99E
1982-05-01,24.761999999999997,0.759,Imphal,India,24.92N,93.99E
1982-06-01,25.079,0.265,Imphal,India,24.92N,93.99E
1982-07-01,25.6,0.42,Imphal,India,24.92N,93.99E
1982-08-01,25.676,0.426,Imphal,India,24.92N,93.99E
1982-09-01,25.003,0.251,Imphal,India,24.92N,93.99E
1982-10-01,22.714,0.21100000000000002,Imphal,India,24.92N,93.99E
1982-11-01,18.069000000000003,0.308,Imphal,India,24.92N,93.99E
1982-12-01,14.216,0.445,Imphal,India,24.92N,93.99E
1983-01-01,13.133,0.36700000000000005,Imphal,India,24.92N,93.99E
1983-02-01,15.056,0.451,Imphal,India,24.92N,93.99E
1983-03-01,19.200000000000006,0.46399999999999997,Imphal,India,24.92N,93.99E
1983-04-01,21.680999999999997,0.27,Imphal,India,24.92N,93.99E
1983-05-01,23.891,0.34600000000000003,Imphal,India,24.92N,93.99E
1983-06-01,25.543000000000006,0.23199999999999998,Imphal,India,24.92N,93.99E
1983-07-01,25.805,0.315,Imphal,India,24.92N,93.99E
1983-08-01,25.443,0.345,Imphal,India,24.92N,93.99E
1983-09-01,25.011,0.379,Imphal,India,24.92N,93.99E
1983-10-01,23.579,0.414,Imphal,India,24.92N,93.99E
1983-11-01,19.146,0.486,Imphal,India,24.92N,93.99E
1983-12-01,14.008,0.523,Imphal,India,24.92N,93.99E
1984-01-01,13.421,0.691,Imphal,India,24.92N,93.99E
1984-02-01,16.687,0.598,Imphal,India,24.92N,93.99E
1984-03-01,20.899,0.43200000000000005,Imphal,India,24.92N,93.99E
1984-04-01,23.129,0.275,Imphal,India,24.92N,93.99E
1984-05-01,23.408,0.35100000000000003,Imphal,India,24.92N,93.99E
1984-06-01,25.346,0.415,Imphal,India,24.92N,93.99E
1984-07-01,25.214000000000002,0.59,Imphal,India,24.92N,93.99E
1984-08-01,25.654,0.31,Imphal,India,24.92N,93.99E
1984-09-01,24.124000000000002,0.281,Imphal,India,24.92N,93.99E
1984-10-01,23.103,0.39299999999999996,Imphal,India,24.92N,93.99E
1984-11-01,18.175,0.624,Imphal,India,24.92N,93.99E
1984-12-01,15.399,0.35700000000000004,Imphal,India,24.92N,93.99E
1985-01-01,14.238,0.17300000000000001,Imphal,India,24.92N,93.99E
1985-02-01,15.97,0.515,Imphal,India,24.92N,93.99E
1985-03-01,21.033,0.31,Imphal,India,24.92N,93.99E
1985-04-01,22.776999999999997,0.27899999999999997,Imphal,India,24.92N,93.99E
1985-05-01,24.006,0.45299999999999996,Imphal,India,24.92N,93.99E
1985-06-01,25.024,0.429,Imphal,India,24.92N,93.99E
1985-07-01,24.701,0.39,Imphal,India,24.92N,93.99E
1985-08-01,25.719,0.256,Imphal,India,24.92N,93.99E
1985-09-01,24.832,0.267,Imphal,India,24.92N,93.99E
1985-10-01,23.156999999999996,0.405,Imphal,India,24.92N,93.99E
1985-11-01,18.338,0.172,Imphal,India,24.92N,93.99E
1985-12-01,15.617,0.425,Imphal,India,24.92N,93.99E
1986-01-01,14.455,0.305,Imphal,India,24.92N,93.99E
1986-02-01,16.754,0.33899999999999997,Imphal,India,24.92N,93.99E
1986-03-01,20.375,0.34,Imphal,India,24.92N,93.99E
1986-04-01,21.87,0.341,Imphal,India,24.92N,93.99E
1986-05-01,24.154,0.598,Imphal,India,24.92N,93.99E
1986-06-01,26.178,0.585,Imphal,India,24.92N,93.99E
1986-07-01,25.31,0.265,Imphal,India,24.92N,93.99E
1986-08-01,25.575,0.32,Imphal,India,24.92N,93.99E
1986-09-01,24.28,0.48200000000000004,Imphal,India,24.92N,93.99E
1986-10-01,21.616999999999997,0.34700000000000003,Imphal,India,24.92N,93.99E
1986-11-01,18.86,0.22399999999999998,Imphal,India,24.92N,93.99E
1986-12-01,15.224,0.45299999999999996,Imphal,India,24.92N,93.99E
1987-01-01,14.618,0.322,Imphal,India,24.92N,93.99E
1987-02-01,17.204,0.218,Imphal,India,24.92N,93.99E
1987-03-01,19.546000000000006,0.588,Imphal,India,24.92N,93.99E
1987-04-01,22.114,0.289,Imphal,India,24.92N,93.99E
1987-05-01,24.773000000000003,0.373,Imphal,India,24.92N,93.99E
1987-06-01,26.069000000000006,0.35700000000000004,Imphal,India,24.92N,93.99E
1987-07-01,25.354,0.355,Imphal,India,24.92N,93.99E
1987-08-01,25.292,0.348,Imphal,India,24.92N,93.99E
1987-09-01,24.869,0.203,Imphal,India,24.92N,93.99E
1987-10-01,22.704,0.188,Imphal,India,24.92N,93.99E
1987-11-01,19.887,0.65,Imphal,India,24.92N,93.99E
1987-12-01,15.542000000000002,0.855,Imphal,India,24.92N,93.99E
1988-01-01,14.829,0.428,Imphal,India,24.92N,93.99E
1988-02-01,17.559,0.41100000000000003,Imphal,India,24.92N,93.99E
1988-03-01,20.55,0.397,Imphal,India,24.92N,93.99E
1988-04-01,23.160999999999998,0.23,Imphal,India,24.92N,93.99E
1988-05-01,23.855,0.65,Imphal,India,24.92N,93.99E
1988-06-01,25.651999999999997,0.387,Imphal,India,24.92N,93.99E
1988-07-01,25.538,0.185,Imphal,India,24.92N,93.99E
1988-08-01,25.276,0.249,Imphal,India,24.92N,93.99E
1988-09-01,25.094,0.285,Imphal,India,24.92N,93.99E
1988-10-01,23.366,0.349,Imphal,India,24.92N,93.99E
1988-11-01,19.619,0.49200000000000005,Imphal,India,24.92N,93.99E
1988-12-01,16.344,0.41600000000000004,Imphal,India,24.92N,93.99E
1989-01-01,13.415,0.514,Imphal,India,24.92N,93.99E
1989-02-01,16.249000000000002,0.49700000000000005,Imphal,India,24.92N,93.99E
1989-03-01,20.561999999999998,0.27899999999999997,Imphal,India,24.92N,93.99E
1989-04-01,22.677,0.611,Imphal,India,24.92N,93.99E
1989-05-01,25.201,0.51,Imphal,India,24.92N,93.99E
1989-06-01,25.588,0.35100000000000003,Imphal,India,24.92N,93.99E
1989-07-01,25.391,0.172,Imphal,India,24.92N,93.99E
1989-08-01,25.778000000000002,0.44299999999999995,Imphal,India,24.92N,93.99E
1989-09-01,25.156999999999996,0.46,Imphal,India,24.92N,93.99E
1989-10-01,22.980999999999998,0.324,Imphal,India,24.92N,93.99E
1989-11-01,18.277,0.25,Imphal,India,24.92N,93.99E
1989-12-01,13.964,0.46299999999999997,Imphal,India,24.92N,93.99E
1990-01-01,14.893,0.5479999999999999,Imphal,India,24.92N,93.99E
1990-02-01,16.730999999999998,0.335,Imphal,India,24.92N,93.99E
1990-03-01,19.262999999999998,0.607,Imphal,India,24.92N,93.99E
1990-04-01,21.379,0.604,Imphal,India,24.92N,93.99E
1990-05-01,24.153000000000002,0.419,Imphal,India,24.92N,93.99E
1990-06-01,25.195,0.247,Imphal,India,24.92N,93.99E
1990-07-01,25.415,0.381,Imphal,India,24.92N,93.99E
1990-08-01,25.768,0.299,Imphal,India,24.92N,93.99E
1990-09-01,24.588,0.436,Imphal,India,24.92N,93.99E
1990-10-01,22.211,0.247,Imphal,India,24.92N,93.99E
1990-11-01,19.854,0.625,Imphal,India,24.92N,93.99E
1990-12-01,15.015999999999998,0.6609999999999999,Imphal,India,24.92N,93.99E
1991-01-01,13.421,0.426,Imphal,India,24.92N,93.99E
1991-02-01,17.182000000000002,0.335,Imphal,India,24.92N,93.99E
1991-03-01,20.925,0.679,Imphal,India,24.92N,93.99E
1991-04-01,22.194000000000003,0.622,Imphal,India,24.92N,93.99E
1991-05-01,22.767,0.7090000000000001,Imphal,India,24.92N,93.99E
1991-06-01,24.794,0.256,Imphal,India,24.92N,93.99E
1991-07-01,25.574,0.298,Imphal,India,24.92N,93.99E
1991-08-01,25.442,0.268,Imphal,India,24.92N,93.99E
1991-09-01,24.524,0.231,Imphal,India,24.92N,93.99E
1991-10-01,22.886999999999997,0.353,Imphal,India,24.92N,93.99E
1991-11-01,17.651,0.374,Imphal,India,24.92N,93.99E
1991-12-01,13.837000000000002,0.315,Imphal,India,24.92N,93.99E
1992-01-01,13.375,0.282,Imphal,India,24.92N,93.99E
1992-02-01,14.23,0.35600000000000004,Imphal,India,24.92N,93.99E
1992-03-01,20.599,0.41,Imphal,India,24.92N,93.99E
1992-04-01,23.41,0.575,Imphal,India,24.92N,93.99E
1992-05-01,23.943,0.531,Imphal,India,24.92N,93.99E
1992-06-01,25.625999999999998,0.439,Imphal,India,24.92N,93.99E
1992-07-01,24.862,0.3,Imphal,India,24.92N,93.99E
1992-08-01,25.475,0.20800000000000002,Imphal,India,24.92N,93.99E
1992-09-01,24.795,0.259,Imphal,India,24.92N,93.99E
1992-10-01,21.910999999999998,0.32299999999999995,Imphal,India,24.92N,93.99E
1992-11-01,18.4,0.493,Imphal,India,24.92N,93.99E
1992-12-01,13.162,0.51,Imphal,India,24.92N,93.99E
1993-01-01,13.112,0.185,Imphal,India,24.92N,93.99E
1993-02-01,16.396,0.353,Imphal,India,24.92N,93.99E
1993-03-01,18.852,0.267,Imphal,India,24.92N,93.99E
1993-04-01,22.105,0.231,Imphal,India,24.92N,93.99E
1993-05-01,23.203000000000003,0.601,Imphal,India,24.92N,93.99E
1993-06-01,24.49,0.302,Imphal,India,24.92N,93.99E
1993-07-01,25.364,0.23199999999999998,Imphal,India,24.92N,93.99E
1993-08-01,25.101,0.35200000000000004,Imphal,India,24.92N,93.99E
1993-09-01,24.391,0.40399999999999997,Imphal,India,24.92N,93.99E
1993-10-01,22.949,0.474,Imphal,India,24.92N,93.99E
1993-11-01,18.913,0.31,Imphal,India,24.92N,93.99E
1993-12-01,15.755999999999998,0.42700000000000005,Imphal,India,24.92N,93.99E
1994-01-01,15.108,0.42200000000000004,Imphal,India,24.92N,93.99E
1994-02-01,15.989,0.254,Imphal,India,24.92N,93.99E
1994-03-01,19.989,0.415,Imphal,India,24.92N,93.99E
1994-04-01,22.607,0.225,Imphal,India,24.92N,93.99E
1994-05-01,25.256,0.212,Imphal,India,24.92N,93.99E
1994-06-01,25.348000000000006,0.247,Imphal,India,24.92N,93.99E
1994-07-01,25.916,0.341,Imphal,India,24.92N,93.99E
1994-08-01,25.515,0.461,Imphal,India,24.92N,93.99E
1994-09-01,25.36,0.254,Imphal,India,24.92N,93.99E
1994-10-01,22.023000000000003,0.318,Imphal,India,24.92N,93.99E
1994-11-01,19.019,0.5870000000000001,Imphal,India,24.92N,93.99E
1994-12-01,14.446000000000002,0.215,Imphal,India,24.92N,93.99E
1995-01-01,13.616,0.2,Imphal,India,24.92N,93.99E
1995-02-01,16.094,0.256,Imphal,India,24.92N,93.99E
1995-03-01,20.56,0.36200000000000004,Imphal,India,24.92N,93.99E
1995-04-01,23.578000000000003,0.245,Imphal,India,24.92N,93.99E
1995-05-01,25.496,0.187,Imphal,India,24.92N,93.99E
1995-06-01,25.482000000000006,0.263,Imphal,India,24.92N,93.99E
1995-07-01,25.154,0.21899999999999997,Imphal,India,24.92N,93.99E
1995-08-01,25.313000000000002,0.16399999999999998,Imphal,India,24.92N,93.99E
1995-09-01,24.575,0.23600000000000002,Imphal,India,24.92N,93.99E
1995-10-01,23.445,0.244,Imphal,India,24.92N,93.99E
1995-11-01,19.667,0.294,Imphal,India,24.92N,93.99E
1995-12-01,14.755999999999998,0.23199999999999998,Imphal,India,24.92N,93.99E
1996-01-01,13.978,0.396,Imphal,India,24.92N,93.99E
1996-02-01,16.935000000000002,0.20800000000000002,Imphal,India,24.92N,93.99E
1996-03-01,20.752,0.27,Imphal,India,24.92N,93.99E
1996-04-01,23.093000000000004,0.37799999999999995,Imphal,India,24.92N,93.99E
1996-05-01,24.009,0.24100000000000002,Imphal,India,24.92N,93.99E
1996-06-01,25.155,0.495,Imphal,India,24.92N,93.99E
1996-07-01,24.971,0.213,Imphal,India,24.92N,93.99E
1996-08-01,25.186,0.442,Imphal,India,24.92N,93.99E
1996-09-01,25.075,0.29100000000000004,Imphal,India,24.92N,93.99E
1996-10-01,22.58,0.617,Imphal,India,24.92N,93.99E
1996-11-01,19.243,0.752,Imphal,India,24.92N,93.99E
1996-12-01,15.799,0.486,Imphal,India,24.92N,93.99E
1997-01-01,13.045,0.484,Imphal,India,24.92N,93.99E
1997-02-01,14.902,0.519,Imphal,India,24.92N,93.99E
1997-03-01,20.234,0.607,Imphal,India,24.92N,93.99E
1997-04-01,20.964000000000002,0.99,Imphal,India,24.92N,93.99E
1997-05-01,24.451,0.444,Imphal,India,24.92N,93.99E
1997-06-01,24.677000000000003,0.297,Imphal,India,24.92N,93.99E
1997-07-01,25.323,0.24600000000000002,Imphal,India,24.92N,93.99E
1997-08-01,25.692,0.33299999999999996,Imphal,India,24.92N,93.99E
1997-09-01,23.981,0.337,Imphal,India,24.92N,93.99E
1997-10-01,22.263,0.287,Imphal,India,24.92N,93.99E
1997-11-01,19.199,0.599,Imphal,India,24.92N,93.99E
1997-12-01,14.956,0.5489999999999999,Imphal,India,24.92N,93.99E
1998-01-01,13.816,0.956,Imphal,India,24.92N,93.99E
1998-02-01,16.905,0.413,Imphal,India,24.92N,93.99E
1998-03-01,19.270000000000003,0.565,Imphal,India,24.92N,93.99E
1998-04-01,22.718000000000004,0.584,Imphal,India,24.92N,93.99E
1998-05-01,25.066999999999997,0.342,Imphal,India,24.92N,93.99E
1998-06-01,25.668000000000006,0.45799999999999996,Imphal,India,24.92N,93.99E
1998-07-01,25.299,0.193,Imphal,India,24.92N,93.99E
1998-08-01,25.465,0.221,Imphal,India,24.92N,93.99E
1998-09-01,25.258000000000003,0.318,Imphal,India,24.92N,93.99E
1998-10-01,24.351999999999997,0.489,Imphal,India,24.92N,93.99E
1998-11-01,20.57,0.105,Imphal,India,24.92N,93.99E
1998-12-01,16.284000000000002,0.26,Imphal,India,24.92N,93.99E
1999-01-01,14.658,0.46799999999999997,Imphal,India,24.92N,93.99E
1999-02-01,19.569000000000006,0.65,Imphal,India,24.92N,93.99E
1999-03-01,22.1,0.682,Imphal,India,24.92N,93.99E
1999-04-01,24.555999999999997,0.305,Imphal,India,24.92N,93.99E
1999-05-01,23.885,0.29600000000000004,Imphal,India,24.92N,93.99E
1999-06-01,25.459000000000003,0.295,Imphal,India,24.92N,93.99E
1999-07-01,25.175,0.23600000000000002,Imphal,India,24.92N,93.99E
1999-08-01,24.746,0.271,Imphal,India,24.92N,93.99E
1999-09-01,24.82,0.172,Imphal,India,24.92N,93.99E
1999-10-01,23.095,0.174,Imphal,India,24.92N,93.99E
1999-11-01,19.582,0.405,Imphal,India,24.92N,93.99E
1999-12-01,15.355,0.264,Imphal,India,24.92N,93.99E
2000-01-01,14.102,0.3,Imphal,India,24.92N,93.99E
2000-02-01,15.745999999999999,0.325,Imphal,India,24.92N,93.99E
2000-03-01,19.214,0.349,Imphal,India,24.92N,93.99E
2000-04-01,23.122,0.598,Imphal,India,24.92N,93.99E
2000-05-01,23.886999999999997,0.552,Imphal,India,24.92N,93.99E
2000-06-01,24.991000000000003,0.35,Imphal,India,24.92N,93.99E
2000-07-01,25.583,0.215,Imphal,India,24.92N,93.99E
2000-08-01,25.045,0.386,Imphal,India,24.92N,93.99E
2000-09-01,23.927,0.37799999999999995,Imphal,India,24.92N,93.99E
2000-10-01,23.005,0.23600000000000002,Imphal,India,24.92N,93.99E
2000-11-01,18.95,0.456,Imphal,India,24.92N,93.99E
2000-12-01,14.453,0.292,Imphal,India,24.92N,93.99E
2001-01-01,13.789000000000001,0.435,Imphal,India,24.92N,93.99E
2001-02-01,17.094,0.248,Imphal,India,24.92N,93.99E
2001-03-01,20.745,0.18899999999999997,Imphal,India,24.92N,93.99E
2001-04-01,23.546999999999997,0.5329999999999999,Imphal,India,24.92N,93.99E
2001-05-01,23.824,0.321,Imphal,India,24.92N,93.99E
2001-06-01,25.029,0.308,Imphal,India,24.92N,93.99E
2001-07-01,25.305999999999997,0.41600000000000004,Imphal,India,24.92N,93.99E
2001-08-01,25.819000000000003,0.47700000000000004,Imphal,India,24.92N,93.99E
2001-09-01,24.956,0.344,Imphal,India,24.92N,93.99E
2001-10-01,22.605,0.161,Imphal,India,24.92N,93.99E
2001-11-01,19.033,0.431,Imphal,India,24.92N,93.99E
2001-12-01,14.963,0.318,Imphal,India,24.92N,93.99E
2002-01-01,14.311,0.321,Imphal,India,24.92N,93.99E
2002-02-01,17.877000000000006,0.439,Imphal,India,24.92N,93.99E
2002-03-01,20.724,0.331,Imphal,India,24.92N,93.99E
2002-04-01,22.519,0.27,Imphal,India,24.92N,93.99E
2002-05-01,23.724,0.248,Imphal,India,24.92N,93.99E
2002-06-01,25.183000000000003,0.475,Imphal,India,24.92N,93.99E
2002-07-01,24.869,0.529,Imphal,India,24.92N,93.99E
2002-08-01,24.694000000000003,0.73,Imphal,India,24.92N,93.99E
2002-09-01,24.932,0.255,Imphal,India,24.92N,93.99E
2002-10-01,22.752,0.257,Imphal,India,24.92N,93.99E
2002-11-01,19.25,0.35200000000000004,Imphal,India,24.92N,93.99E
2002-12-01,15.255,0.324,Imphal,India,24.92N,93.99E
2003-01-01,13.791,0.8640000000000001,Imphal,India,24.92N,93.99E
2003-02-01,17.608,0.841,Imphal,India,24.92N,93.99E
2003-03-01,19.426,0.684,Imphal,India,24.92N,93.99E
2003-04-01,23.186999999999998,0.6890000000000001,Imphal,India,24.92N,93.99E
2003-05-01,23.906999999999996,0.354,Imphal,India,24.92N,93.99E
2003-06-01,24.518,0.598,Imphal,India,24.92N,93.99E
2003-07-01,25.315,0.526,Imphal,India,24.92N,93.99E
2003-08-01,25.878,0.248,Imphal,India,24.92N,93.99E
2003-09-01,25.128,0.29600000000000004,Imphal,India,24.92N,93.99E
2003-10-01,23.025,0.366,Imphal,India,24.92N,93.99E
2003-11-01,18.974,0.514,Imphal,India,24.92N,93.99E
2003-12-01,15.572,0.541,Imphal,India,24.92N,93.99E
2004-01-01,14.377,0.442,Imphal,India,24.92N,93.99E
2004-02-01,17.021,0.518,Imphal,India,24.92N,93.99E
2004-03-01,21.910999999999998,0.442,Imphal,India,24.92N,93.99E
2004-04-01,21.064,0.657,Imphal,India,24.92N,93.99E
2004-05-01,24.406,0.28300000000000003,Imphal,India,24.92N,93.99E
2004-06-01,24.747,0.32299999999999995,Imphal,India,24.92N,93.99E
2004-07-01,24.500999999999998,0.222,Imphal,India,24.92N,93.99E
2004-08-01,25.717,0.43700000000000006,Imphal,India,24.92N,93.99E
2004-09-01,23.745,0.457,Imphal,India,24.92N,93.99E
2004-10-01,22.026999999999997,0.36200000000000004,Imphal,India,24.92N,93.99E
2004-11-01,18.75,0.47600000000000003,Imphal,India,24.92N,93.99E
2004-12-01,15.283,0.35600000000000004,Imphal,India,24.92N,93.99E
2005-01-01,14.385,0.469,Imphal,India,24.92N,93.99E
2005-02-01,17.961000000000006,0.525,Imphal,India,24.92N,93.99E
2005-03-01,20.506,0.32899999999999996,Imphal,India,24.92N,93.99E
2005-04-01,22.842,0.314,Imphal,India,24.92N,93.99E
2005-05-01,23.649,0.49,Imphal,India,24.92N,93.99E
2005-06-01,26.142000000000003,0.311,Imphal,India,24.92N,93.99E
2005-07-01,25.463,0.261,Imphal,India,24.92N,93.99E
2005-08-01,25.255,0.374,Imphal,India,24.92N,93.99E
2005-09-01,25.082,0.574,Imphal,India,24.92N,93.99E
2005-10-01,23.114,0.336,Imphal,India,24.92N,93.99E
2005-11-01,19.438,0.691,Imphal,India,24.92N,93.99E
2005-12-01,15.539,0.585,Imphal,India,24.92N,93.99E
2006-01-01,14.521999999999998,0.385,Imphal,India,24.92N,93.99E
2006-02-01,18.562,0.32299999999999995,Imphal,India,24.92N,93.99E
2006-03-01,22.021,0.667,Imphal,India,24.92N,93.99E
2006-04-01,22.985,0.514,Imphal,India,24.92N,93.99E
2006-05-01,24.305,0.428,Imphal,India,24.92N,93.99E
2006-06-01,24.98,0.255,Imphal,India,24.92N,93.99E
2006-07-01,25.796999999999997,0.397,Imphal,India,24.92N,93.99E
2006-08-01,25.839000000000002,0.409,Imphal,India,24.92N,93.99E
2006-09-01,24.675,0.22699999999999998,Imphal,India,24.92N,93.99E
2006-10-01,23.156,0.424,Imphal,India,24.92N,93.99E
2006-11-01,18.935,0.287,Imphal,India,24.92N,93.99E
2006-12-01,15.089,0.418,Imphal,India,24.92N,93.99E
2007-01-01,13.808,0.293,Imphal,India,24.92N,93.99E
2007-02-01,16.218,0.34299999999999997,Imphal,India,24.92N,93.99E
2007-03-01,20.323,0.185,Imphal,India,24.92N,93.99E
2007-04-01,22.694000000000003,0.601,Imphal,India,24.92N,93.99E
2007-05-01,24.481,0.336,Imphal,India,24.92N,93.99E
2007-06-01,25.092,0.196,Imphal,India,24.92N,93.99E
2007-07-01,25.273000000000003,0.16,Imphal,India,24.92N,93.99E
2007-08-01,25.966,0.307,Imphal,India,24.92N,93.99E
2007-09-01,24.487,0.258,Imphal,India,24.92N,93.99E
2007-10-01,22.769,0.45799999999999996,Imphal,India,24.92N,93.99E
2007-11-01,19.297,0.5429999999999999,Imphal,India,24.92N,93.99E
2007-12-01,14.924,0.7490000000000001,Imphal,India,24.92N,93.99E
2008-01-01,14.003,0.444,Imphal,India,24.92N,93.99E
2008-02-01,15.353000000000002,0.5710000000000001,Imphal,India,24.92N,93.99E
2008-03-01,20.599,0.308,Imphal,India,24.92N,93.99E
2008-04-01,23.776,0.4,Imphal,India,24.92N,93.99E
2008-05-01,24.958000000000002,0.24600000000000002,Imphal,India,24.92N,93.99E
2008-06-01,25.051,0.255,Imphal,India,24.92N,93.99E
2008-07-01,25.43,0.228,Imphal,India,24.92N,93.99E
2008-08-01,24.962,0.397,Imphal,India,24.92N,93.99E
2008-09-01,25.543000000000003,0.5820000000000001,Imphal,India,24.92N,93.99E
2008-10-01,22.728,0.287,Imphal,India,24.92N,93.99E
2008-11-01,18.461,0.5,Imphal,India,24.92N,93.99E
2008-12-01,15.760000000000002,0.45799999999999996,Imphal,India,24.92N,93.99E
2009-01-01,15.192,0.493,Imphal,India,24.92N,93.99E
2009-02-01,17.992,0.355,Imphal,India,24.92N,93.99E
2009-03-01,21.075000000000006,0.35700000000000004,Imphal,India,24.92N,93.99E
2009-04-01,23.824,0.22699999999999998,Imphal,India,24.92N,93.99E
2009-05-01,25.005,0.335,Imphal,India,24.92N,93.99E
2009-06-01,25.694000000000006,0.193,Imphal,India,24.92N,93.99E
2009-07-01,26.183000000000003,0.319,Imphal,India,24.92N,93.99E
2009-08-01,25.353,0.191,Imphal,India,24.92N,93.99E
2009-09-01,25.553,0.44,Imphal,India,24.92N,93.99E
2009-10-01,23.365,0.447,Imphal,India,24.92N,93.99E
2009-11-01,19.372,0.6890000000000001,Imphal,India,24.92N,93.99E
2009-12-01,14.999,0.639,Imphal,India,24.92N,93.99E
2010-01-01,14.385,0.415,Imphal,India,24.92N,93.99E
2010-02-01,16.965,0.495,Imphal,India,24.92N,93.99E
2010-03-01,21.644,0.42100000000000004,Imphal,India,24.92N,93.99E
2010-04-01,23.081999999999997,0.512,Imphal,India,24.92N,93.99E
2010-05-01,24.267,0.324,Imphal,India,24.92N,93.99E
2010-06-01,24.749,0.32899999999999996,Imphal,India,24.92N,93.99E
2010-07-01,25.631,0.395,Imphal,India,24.92N,93.99E
2010-08-01,25.766,0.326,Imphal,India,24.92N,93.99E
2010-09-01,24.749000000000002,0.258,Imphal,India,24.92N,93.99E
2010-10-01,23.203000000000003,0.259,Imphal,India,24.92N,93.99E
2010-11-01,19.328,0.5539999999999999,Imphal,India,24.92N,93.99E
2010-12-01,14.645,0.447,Imphal,India,24.92N,93.99E
2011-01-01,13.772,0.586,Imphal,India,24.92N,93.99E
2011-02-01,17.158,0.785,Imphal,India,24.92N,93.99E
2011-03-01,20.587000000000003,0.321,Imphal,India,24.92N,93.99E
2011-04-01,23.006999999999998,0.322,Imphal,India,24.92N,93.99E
2011-05-01,24.241,0.326,Imphal,India,24.92N,93.99E
2011-06-01,25.08,0.491,Imphal,India,24.92N,93.99E
2011-07-01,25.237,0.363,Imphal,India,24.92N,93.99E
2011-08-01,24.857,0.401,Imphal,India,24.92N,93.99E
2011-09-01,25.169,0.445,Imphal,India,24.92N,93.99E
2011-10-01,23.113000000000003,0.434,Imphal,India,24.92N,93.99E
2011-11-01,18.334,0.45399999999999996,Imphal,India,24.92N,93.99E
2011-12-01,15.145,0.364,Imphal,India,24.92N,93.99E
2012-01-01,13.8,0.385,Imphal,India,24.92N,93.99E
2012-02-01,16.947000000000006,0.449,Imphal,India,24.92N,93.99E
2012-03-01,20.878,0.353,Imphal,India,24.92N,93.99E
2012-04-01,22.25,0.485,Imphal,India,24.92N,93.99E
2012-05-01,25.664,0.716,Imphal,India,24.92N,93.99E
2012-06-01,25.03,0.5,Imphal,India,24.92N,93.99E
2012-07-01,25.93,0.594,Imphal,India,24.92N,93.99E
2012-08-01,25.809,0.75,Imphal,India,24.92N,93.99E
2012-09-01,25.014,1.052,Imphal,India,24.92N,93.99E
2012-10-01,22.353,0.456,Imphal,India,24.92N,93.99E
2012-11-01,18.976,0.581,Imphal,India,24.92N,93.99E
2012-12-01,14.606,0.524,Imphal,India,24.92N,93.99E
2013-01-01,13.796,0.6940000000000001,Imphal,India,24.92N,93.99E
2013-02-01,18.57,0.564,Imphal,India,24.92N,93.99E
2013-03-01,21.91,0.509,Imphal,India,24.92N,93.99E
2013-04-01,23.351999999999997,0.41600000000000004,Imphal,India,24.92N,93.99E
2013-05-01,23.831999999999997,0.348,Imphal,India,24.92N,93.99E
2013-06-01,26.56,0.368,Imphal,India,24.92N,93.99E
2013-07-01,26.113000000000003,0.615,Imphal,India,24.92N,93.99E
2013-08-01,25.784000000000002,0.731,Imphal,India,24.92N,93.99E
2013-09-01,,,Imphal,India,24.92N,93.99E
1841-04-01,11.222999999999999,2.037,Inazawa,Japan,34.56N,136.22E
