8000000000003,0.444,Mariara,Venezuela,10.45N,67.91W
1917-12-01,25.301,0.573,Martapura,Indonesia,4.02S,114.91E
1918-01-01,25.493000000000002,0.537,Martapura,Indonesia,4.02S,114.91E
1918-02-01,25.714000000000002,0.845,Martapura,Indonesia,4.02S,114.91E
1918-03-01,25.928,0.409,Martapura,Indonesia,4.02S,114.91E
1918-04-01,26.180999999999997,0.33299999999999996,Martapura,Indonesia,4.02S,114.91E
1918-05-01,26.385,0.39399999999999996,Martapura,Indonesia,4.02S,114.91E
1918-06-01,25.47,0.40299999999999997,Martapura,Indonesia,4.02S,114.91E
1918-07-01,25.895,0.295,Martapura,Indonesia,4.02S,114.91E
1918-08-01,25.986,0.317,Martapura,Indonesia,4.02S,114.91E
1918-09-01,25.883000000000003,0.34299999999999997,Martapura,Indonesia,4.02S,114.91E
1918-10-01,25.862,0.8190000000000001,Martapura,Indonesia,4.02S,114.91E
1918-11-01,26.16,0.36700000000000005,Martapura,Indonesia,4.02S,114.91E
1918-12-01,25.55,0.35600000000000004,Martapura,Indonesia,4.02S,114.91E
1919-01-01,26.281999999999996,0.541,Martapura,Indonesia,4.02S,114.91E
1919-02-01,27.136999999999997,0.41200000000000003,Martapura,Indonesia,4.02S,114.91E
1919-03-01,26.897,0.496,Martapura,Indonesia,4.02S,114.91E
1919-04-01,26.748,0.6809999999999999,Martapura,Indonesia,4.02S,114.91E
1919-05-01,26.972,0.34,Martapura,Indonesia,4.02S,114.91E
1919-06-01,26.371,0.23399999999999999,Martapura,Indonesia,4.02S,114.91E
1919-07-01,25.355999999999998,0.381,Martapura,Indonesia,4.02S,114.91E
1919-08-01,26.038,0.518,Martapura,Indonesia,4.02S,114.91E
1919-09-01,26.418000000000003,0.414,Martapura,Indonesia,4.02S,114.91E
1919-10-01,26.206,0.39299999999999996,Martapura,Indonesia,4.02S,114.91E
1919-11-01,26.166,0.307,Martapura,Indonesia,4.02S,114.91E
1919-12-01,25.755,0.485,Martapura,Indonesia,4.02S,114.91E
1920-01-01,25.976999999999997,0.585,Martapura,Indonesia,4.02S,114.91E
1920-02-01,26.27,0.596,Martapura,Indonesia,4.02S,114.91E
1920-03-01,26.451,0.504,Martapura,Indonesia,4.02S,114.91E
1920-04-01,26.747,0.7559999999999999,Martapura,Indonesia,4.02S,114.91E
1920-05-01,26.7,0.37,Martapura,Indonesia,4.02S,114.91E
1920-06-01,26.419,0.506,Martapura,Indonesia,4.02S,114.91E
1920-07-01,26.256999999999998,0.555,Martapura,Indonesia,4.02S,114.91E
1920-08-01,26.37,0.609,Martapura,Indonesia,4.02S,114.91E
1920-09-01,26.456999999999997,0.565,Martapura,Indonesia,4.02S,114.91E
1920-10-01,25.79,0.732,Martapura,Indonesia,4.02S,114.91E
1920-11-01,26.237,0.5,Martapura,Indonesia,4.02S,114.91E
1920-12-01,25.968000000000004,0.68,Martapura,Indonesia,4.02S,114.91E
1921-01-01,26.187,0.862,Martapura,Indonesia,4.02S,114.91E
1921-02-01,26.54,0.6940000000000001,Martapura,Indonesia,4.02S,114.91E
1921-03-01,26.366,0.618,Martapura,Indonesia,4.02S,114.91E
1921-04-01,26.489,0.498,Martapura,Indonesia,4.02S,114.91E
1921-05-01,26.513,0.405,Martapura,Indonesia,4.02S,114.91E
1921-06-01,26.436999999999998,0.35700000000000004,Martapura,Indonesia,4.02S,114.91E
1921-07-01,26.213,0.39,Martapura,Indonesia,4.02S,114.91E
1921-08-01,26.39,0.408,Martapura,Indonesia,4.02S,114.91E
1921-09-01,26.327,0.66,Martapura,Indonesia,4.02S,114.91E
1921-10-01,26.281,0.511,Martapura,Indonesia,4.02S,114.91E
1921-11-01,25.980999999999998,0.43200000000000005,Martapura,Indonesia,4.02S,114.91E
1921-12-01,25.783,0.478,Martapura,Indonesia,4.02S,114.91E
1922-01-01,25.931,0.588,Martapura,Indonesia,4.02S,114.91E
1922-02-01,26.118000000000002,0.5379999999999999,Martapura,Indonesia,4.02S,114.91E
1922-03-01,26.206,0.748,Martapura,Indonesia,4.02S,114.91E
1922-04-01,26.328000000000003,0.648,Martapura,Indonesia,4.02S,114.91E
1922-05-01,26.389,0.75,Martapura,Indonesia,4.02S,114.91E
1922-06-01,26.055,0.6459999999999999,Martapura,Indonesia,4.02S,114.91E
1922-07-01,25.656,0.779,Martapura,Indonesia,4.02S,114.91E
1922-08-01,25.526999999999997,0.85,Martapura,Indonesia,4.02S,114.91E
1922-09-01,26.011,0.672,Martapura,Indonesia,4.02S,114.91E
1922-10-01,26.131,0.6,Martapura,Indonesia,4.02S,114.91E
1922-11-01,26.42,0.809,Martapura,Indonesia,4.02S,114.91E
1922-12-01,25.824,0.62,Martapura,Indonesia,4.02S,114.91E
1923-01-01,25.842,0.355,Martapura,Indonesia,4.02S,114.91E
1923-02-01,26.533,0.385,Martapura,Indonesia,4.02S,114.91E
1923-03-01,26.351,0.5529999999999999,Martapura,Indonesia,4.02S,114.91E
1923-04-01,26.915,0.49,Martapura,Indonesia,4.02S,114.91E
1923-05-01,26.651,0.22899999999999998,Martapura,Indonesia,4.02S,114.91E
1923-06-01,26.658,0.28800000000000003,Martapura,Indonesia,4.02S,114.91E
1923-07-01,25.872,0.267,Martapura,Indonesia,4.02S,114.91E
1923-08-01,25.155,0.37200000000000005,Martapura,Indonesia,4.02S,114.91E
1923-09-01,25.494,0.48,Martapura,Indonesia,4.02S,114.91E
1923-10-01,26.074,0.595,Martapura,Indonesia,4.02S,114.91E
1923-11-01,26.525,0.373,Martapura,Indonesia,4.02S,114.91E
1923-12-01,26.115,0.345,Martapura,Indonesia,4.02S,114.91E
1924-01-01,26.076,0.335,Martapura,Indonesia,4.02S,114.91E
1924-02-01,26.648000000000003,0.35,Martapura,Indonesia,4.02S,114.91E
1924-03-01,26.62,0.303,Martapura,Indonesia,4.02S,114.91E
1924-04-01,26.734,0.41600000000000004,Martapura,Indonesia,4.02S,114.91E
1924-05-01,26.814,0.503,Martapura,Indonesia,4.02S,114.91E
1924-06-01,26.465,0.32299999999999995,Martapura,Indonesia,4.02S,114.91E
1924-07-01,25.968000000000004,0.318,Martapura,Indonesia,4.02S,114.91E
1924-08-01,26.23,0.371,Martapura,Indonesia,4.02S,114.91E
1924-09-01,26.478,0.294,Martapura,Indonesia,4.02S,114.91E
1924-10-01,26.226999999999997,0.34600000000000003,Martapura,Indonesia,4.02S,114.91E
1924-11-01,25.749000000000002,0.261,Martapura,Indonesia,4.02S,114.91E
1924-12-01,25.656,0.7070000000000001,Martapura,Indonesia,4.02S,114.91E
1925-01-01,26.036,0.568,Martapura,Indonesia,4.02S,114.91E
1925-02-01,25.951999999999998,0.451,Martapura,Indonesia,4.02S,114.91E
1925-03-01,26.012,0.6890000000000001,Martapura,Indonesia,4.02S,114.91E
1925-04-01,26.513,0.42100000000000004,Martapura,Indonesia,4.02S,114.91E
1925-05-01,26.55,0.5379999999999999,Martapura,Indonesia,4.02S,114.91E
1925-06-01,25.881,0.39,Martapura,Indonesia,4.02S,114.91E
1925-07-01,25.51,0.308,Martapura,Indonesia,4.02S,114.91E
1925-08-01,25.625,0.5720000000000001,Martapura,Indonesia,4.02S,114.91E
1925-09-01,26.046,0.379,Martapura,Indonesia,4.02S,114.91E
1925-10-01,26.112,0.331,Martapura,Indonesia,4.02S,114.91E
1925-11-01,26.733,0.387,Martapura,Indonesia,4.02S,114.91E
1925-12-01,26.499000000000002,0.16899999999999998,Martapura,Indonesia,4.02S,114.91E
1926-01-01,25.899,0.415,Martapura,Indonesia,4.02S,114.91E
1926-02-01,26.763,0.479,Martapura,Indonesia,4.02S,114.91E
1926-03-01,27.124000000000002,0.322,Martapura,Indonesia,4.02S,114.91E
1926-04-01,27.434,0.48100000000000004,Martapura,Indonesia,4.02S,114.91E
1926-05-01,27.425,0.35,Martapura,Indonesia,4.02S,114.91E
1926-06-01,26.451999999999998,0.5760000000000001,Martapura,Indonesia,4.02S,114.91E
1926-07-01,25.951,0.6809999999999999,Martapura,Indonesia,4.02S,114.91E
1926-08-01,26.284,0.58,Martapura,Indonesia,4.02S,114.91E
1926-09-01,26.261999999999997,0.8490000000000001,Martapura,Indonesia,4.02S,114.91E
1926-10-01,26.474,0.546,Martapura,Indonesia,4.02S,114.91E
1926-11-01,26.91,0.336,Martapura,Indonesia,4.02S,114.91E
1926-12-01,25.849,0.596,Martapura,Indonesia,4.02S,114.91E
1927-01-01,26.078000000000003,0.293,Martapura,Indonesia,4.02S,114.91E
1927-02-01,26.625,0.26899999999999996,Martapura,Indonesia,4.02S,114.91E
1927-03-01,26.92,0.314,Martapura,Indonesia,4.02S,114.91E
1927-04-01,26.842,0.721,Martapura,Indonesia,4.02S,114.91E
1927-05-01,26.761,0.354,Martapura,Indonesia,4.02S,114.91E
1927-06-01,26.340999999999998,0.349,Martapura,Indonesia,4.02S,114.91E
1927-07-01,26.299,0.34,Martapura,Indonesia,4.02S,114.91E
1927-08-01,26.073,0.474,Martapura,Indonesia,4.02S,114.91E
1927-09-01,26.458000000000002,0.445,Martapura,Indonesia,4.02S,114.91E
1927-10-01,26.578000000000003,0.406,Martapura,Indonesia,4.02S,114.91E
1927-11-01,26.601999999999997,0.48200000000000004,Martapura,Indonesia,4.02S,114.91E
1927-12-01,26.28,0.313,Martapura,Indonesia,4.02S,114.91E
1928-01-01,26.276,0.301,Martapura,Indonesia,4.02S,114.91E
1928-02-01,26.956999999999997,0.385,Martapura,Indonesia,4.02S,114.91E
1928-03-01,26.97,0.19899999999999998,Martapura,Indonesia,4.02S,114.91E
1928-04-01,26.918000000000003,0.545,Martapura,Indonesia,4.02S,114.91E
1928-05-01,27.068,0.513,Martapura,Indonesia,4.02S,114.91E
1928-06-01,26.641,0.255,Martapura,Indonesia,4.02S,114.91E
1928-07-01,25.859,0.42700000000000005,Martapura,Indonesia,4.02S,114.91E
1928-08-01,26.430000000000003,0.319,Martapura,Indonesia,4.02S,114.91E
1928-09-01,26.474,0.39399999999999996,Martapura,Indonesia,4.02S,114.91E
1928-10-01,26.59,0.287,Martapura,Indonesia,4.02S,114.91E
1928-11-01,26.65,0.27399999999999997,Martapura,Indonesia,4.02S,114.91E
1928-12-01,25.885,0.647,Martapura,Indonesia,4.02S,114.91E
1929-01-01,25.884,0.444,Martapura,Indonesia,4.02S,114.91E
1929-02-01,26.349,0.22899999999999998,Martapura,Indonesia,4.02S,114.91E
1929-03-01,26.705,0.82,Martapura,Indonesia,4.02S,114.91E
1929-04-01,26.636999999999997,0.414,Martapura,Indonesia,4.02S,114.91E
1929-05-01,26.534000000000002,0.47,Martapura,Indonesia,4.02S,114.91E
1929-06-01,26.253,0.29,Martapura,Indonesia,4.02S,114.91E
1929-07-01,25.81,0.546,Martapura,Indonesia,4.02S,114.91E
1929-08-01,26.101999999999997,0.43799999999999994,Martapura,Indonesia,4.02S,114.91E
1929-09-01,26.538,0.386,Martapura,Indonesia,4.02S,114.91E
1929-10-01,26.566,0.242,Martapura,Indonesia,4.02S,114.91E
1929-11-01,26.761,0.34600000000000003,Martapura,Indonesia,4.02S,114.91E
1929-12-01,25.971,0.174,Martapura,Indonesia,4.02S,114.91E
1930-01-01,26.548000000000002,0.337,Martapura,Indonesia,4.02S,114.91E
1930-02-01,26.698,0.29100000000000004,Martapura,Indonesia,4.02S,114.91E
1930-03-01,27.257,0.225,Martapura,Indonesia,4.02S,114.91E
1930-04-01,26.666999999999998,0.509,Martapura,Indonesia,4.02S,114.91E
1930-05-01,27.155,0.508,Martapura,Indonesia,4.02S,114.91E
1930-06-01,26.094,0.39399999999999996,Martapura,Indonesia,4.02S,114.91E
1930-07-01,26.138,0.508,Martapura,Indonesia,4.02S,114.91E
1930-08-01,26.336,0.436,Martapura,Indonesia,4.02S,114.91E
1930-09-01,26.49,0.28600000000000003,Martapura,Indonesia,4.02S,114.91E
1930-10-01,26.57,0.34600000000000003,Martapura,Indonesia,4.02S,114.91E
1930-11-01,26.684,0.32899999999999996,Martapura,Indonesia,4.02S,114.91E
1930-12-01,26.293000000000003,0.348,Martapura,Indonesia,4.02S,114.91E
1931-01-01,26.712,0.395,Martapura,Indonesia,4.02S,114.91E
1931-02-01,27.073,0.36700000000000005,Martapura,Indonesia,4.02S,114.91E
1931-03-01,27.29,0.344,Martapura,Indonesia,4.02S,114.91E
1931-04-01,27.186999999999998,0.34,Martapura,Indonesia,4.02S,114.91E
1931-05-01,27.305,0.171,Martapura,Indonesia,4.02S,114.91E
1931-06-01,26.925,0.27399999999999997,Martapura,Indonesia,4.02S,114.91E
1931-07-01,26.19,0.314,Martapura,Indonesia,4.02S,114.91E
1931-08-01,26.737,0.496,Martapura,Indonesia,4.02S,114.91E
1931-09-01,26.868000000000002,0.33,Martapura,Indonesia,4.02S,114.91E
1931-10-01,27.019,0.29600000000000004,Martapura,Indonesia,4.02S,114.91E
1931-11-01,26.371,0.27699999999999997,Martapura,Indonesia,4.02S,114.91E
1931-12-01,26.44,0.29600000000000004,Martapura,Indonesia,4.02S,114.91E
1932-01-01,26.186,0.503,Martapura,Indonesia,4.02S,114.91E
1932-02-01,26.531999999999996,0.517,Martapura,Indonesia,4.02S,114.91E
1932-03-01,26.673000000000002,0.42700000000000005,Martapura,Indonesia,4.02S,114.91E
1932-04-01,26.857,0.20199999999999999,Martapura,Indonesia,4.02S,114.91E
1932-05-01,26.962,0.136,Martapura,Indonesia,4.02S,114.91E
1932-06-01,26.761,0.237,Martapura,Indonesia,4.02S,114.91E
1932-07-01,26.179000000000002,0.442,Martapura,Indonesia,4.02S,114.91E
1932-08-01,26.176,0.314,Martapura,Indonesia,4.02S,114.91E
1932-09-01,26.478,0.281,Martapura,Indonesia,4.02S,114.91E
1932-10-01,26.791999999999998,0.54,Martapura,Indonesia,4.02S,114.91E
1932-11-01,26.488000000000003,0.331,Martapura,Indonesia,4.02S,114.91E
1932-12-01,25.938000000000002,0.324,Martapura,Indonesia,4.02S,114.91E
1933-01-01,26.571,0.754,Martapura,Indonesia,4.02S,114.91E
1933-02-01,26.364,0.539,Martapura,Indonesia,4.02S,114.91E
1933-03-01,26.69,0.389,Martapura,Indonesia,4.02S,114.91E
1933-04-01,26.584,0.401,Martapura,Indonesia,4.02S,114.91E
1933-05-01,27.215,0.304,Martapura,Indonesia,4.02S,114.91E
1933-06-01,26.570999999999998,0.29,Martapura,Indonesia,4.02S,114.91E
1933-07-01,25.978,0.41,Martapura,Indonesia,4.02S,114.91E
1933-08-01,26.784,0.43200000000000005,Martapura,Indonesia,4.02S,114.91E
1933-09-01,26.528000000000002,0.34700000000000003,Martapura,Indonesia,4.02S,114.91E
1933-10-01,26.485,0.365,Martapura,Indonesia,4.02S,114.91E
1933-11-01,26.366999999999997,0.457,Martapura,Indonesia,4.02S,114.91E
1933-12-01,25.774,0.452,Martapura,Indonesia,4.02S,114.91E
1934-01-01,25.98,0.502,Martapura,Indonesia,4.02S,114.91E
1934-02-01,25.814,0.5660000000000001,Martapura,Indonesia,4.02S,114.91E
1934-03-01,26.109,0.385,Martapura,Indonesia,4.02S,114.91E
1934-04-01,26.916,0.363,Martapura,Indonesia,4.02S,114.91E
1934-05-01,26.92,0.18899999999999997,Martapura,Indonesia,4.02S,114.91E
1934-06-01,26.441999999999997,0.29100000000000004,Martapura,Indonesia,4.02S,114.91E
1934-07-01,26.526999999999997,0.522,Martapura,Indonesia,4.02S,114.91E
1934-08-01,26.156999999999996,0.36,Martapura,Indonesia,4.02S,114.91E
1934-09-01,26.523000000000003,0.22899999999999998,Martapura,Indonesia,4.02S,114.91E
1934-10-01,26.622,0.303,Martapura,Indonesia,4.02S,114.91E
1934-11-01,26.029,0.5579999999999999,Martapura,Indonesia,4.02S,114.91E
1934-12-01,26.128,0.26899999999999996,Martapura,Indonesia,4.02S,114.91E
1935-01-01,26.276,0.233,Martapura,Indonesia,4.02S,114.91E
1935-02-01,26.695,0.551,Martapura,Indonesia,4.02S,114.91E
1935-03-01,26.811,0.373,Martapura,Indonesia,4.02S,114.91E
1935-04-01,26.811999999999998,0.327,Martapura,Indonesia,4.02S,114.91E
1935-05-01,27.051,0.40399999999999997,Martapura,Indonesia,4.02S,114.91E
1935-06-01,26.17,0.273,Martapura,Indonesia,4.02S,114.91E
1935-07-01,25.38,0.669,Martapura,Indonesia,4.02S,114.91E
1935-08-01,25.914,0.35100000000000003,Martapura,Indonesia,4.02S,114.91E
1935-09-01,25.971,0.368,Martapura,Indonesia,4.02S,114.91E
1935-10-01,26.171999999999997,0.262,Martapura,Indonesia,4.02S,114.91E
1935-11-01,26.319000000000003,0.414,Martapura,Indonesia,4.02S,114.91E
1935-12-01,26.427,0.452,Martapura,Indonesia,4.02S,114.91E
1936-01-01,25.966,0.7390000000000001,Martapura,Indonesia,4.02S,114.91E
1936-02-01,26.611,0.33399999999999996,Martapura,Indonesia,4.02S,114.91E
1936-03-01,27.075,0.364,Martapura,Indonesia,4.02S,114.91E
1936-04-01,26.988000000000003,0.40299999999999997,Martapura,Indonesia,4.02S,114.91E
1936-05-01,27.141,0.40700000000000003,Martapura,Indonesia,4.02S,114.91E
1936-06-01,26.601,0.494,Martapura,Indonesia,4.02S,114.91E
1936-07-01,26.103,0.395,Martapura,Indonesia,4.02S,114.91E
1936-08-01,26.225,0.278,Martapura,Indonesia,4.02S,114.91E
1936-09-01,26.898000000000003,0.40299999999999997,Martapura,Indonesia,4.02S,114.91E
1936-10-01,26.629,0.204,Martapura,Indonesia,4.02S,114.91E
1936-11-01,26.285,0.301,Martapura,Indonesia,4.02S,114.91E
1936-12-01,26.206999999999997,0.307,Martapura,Indonesia,4.02S,114.91E
1937-01-01,26.242,0.375,Martapura,Indonesia,4.02S,114.91E
1937-02-01,27.044,0.298,Martapura,Indonesia,4.02S,114.91E
1937-03-01,27.185,0.28600000000000003,Martapura,Indonesia,4.02S,114.91E
1937-04-01,27.098000000000003,0.26899999999999996,Martapura,Indonesia,4.02S,114.91E
1937-05-01,26.846,0.289,Martapura,Indonesia,4.02S,114.91E
1937-06-01,26.693,0.32,Martapura,Indonesia,4.02S,114.91E
1937-07-01,25.843000000000004,0.259,Martapura,Indonesia,4.02S,114.91E
1937-08-01,26.125,0.243,Martapura,Indonesia,4.02S,114.91E
1937-09-01,26.63,0.5710000000000001,Martapura,Indonesia,4.02S,114.91E
1937-10-01,26.285999999999998,0.26899999999999996,Martapura,Indonesia,4.02S,114.91E
1937-11-01,26.816999999999997,0.249,Martapura,Indonesia,4.02S,114.91E
1937-12-01,25.793000000000003,0.415,Martapura,Indonesia,4.02S,114.91E
1938-01-01,26.341,0.36700000000000005,Martapura,Indonesia,4.02S,114.91E
1938-02-01,27.038,0.46799999999999997,Martapura,Indonesia,4.02S,114.91E
1938-03-01,27.089000000000002,0.38799999999999996,Martapura,Indonesia,4.02S,114.91E
1938-04-01,27.232,0.479,Martapura,Indonesia,4.02S,114.91E
1938-05-01,27.035,0.35100000000000003,Martapura,Indonesia,4.02S,114.91E
1938-06-01,26.445999999999998,0.603,Martapura,Indonesia,4.02S,114.91E
1938-07-01,26.462,0.441,Martapura,Indonesia,4.02S,114.91E
1938-08-01,26.451,0.5920000000000001,Martapura,Indonesia,4.02S,114.91E
1938-09-01,26.362,0.64,Martapura,Indonesia,4.02S,114.91E
1938-10-01,26.159000000000002,1.4380000000000002,Martapura,Indonesia,4.02S,114.91E
1938-11-01,26.284000000000002,0.43799999999999994,Martapura,Indonesia,4.02S,114.91E
1938-12-01,25.818,0.485,Martapura,Indonesia,4.02S,114.91E
1939-01-01,26.2,0.609,Martapura,Indonesia,4.02S,114.91E
1939-02-01,26.496,0.445,Martapura,Indonesia,4.02S,114.91E
1939-03-01,26.691999999999997,0.379,Martapura,Indonesia,4.02S,114.91E
1939-04-01,27.14,0.33899999999999997,Martapura,Indonesia,4.02S,114.91E
1939-05-01,26.884,0.63,Martapura,Indonesia,4.02S,114.91E
1939-06-01,26.45,0.45799999999999996,Martapura,Indonesia,4.02S,114.91E
1939-07-01,26.899,0.5529999999999999,Martapura,Indonesia,4.02S,114.91E
1939-08-01,26.588,0.5539999999999999,Martapura,Indonesia,4.02S,114.91E
1939-09-01,26.256,0.499,Martapura,Indonesia,4.02S,114.91E
1939-10-01,25.889,1.061,Martapura,Indonesia,4.02S,114.91E
1939-11-01,26.514,0.39299999999999996,Martapura,Indonesia,4.02S,114.91E
1939-12-01,26.356,0.371,Martapura,Indonesia,4.02S,114.91E
1940-01-01,26.075,0.897,Martapura,Indonesia,4.02S,114.91E
1940-02-01,26.374000000000002,0.40299999999999997,Martapura,Indonesia,4.02S,114.91E
1940-03-01,26.854,0.611,Martapura,Indonesia,4.02S,114.91E
1940-04-01,27.303,0.691,Martapura,Indonesia,4.02S,114.91E
1940-05-01,27.005,0.342,Martapura,Indonesia,4.02S,114.91E
1940-06-01,26.175,0.62,Martapura,Indonesia,4.02S,114.91E
1940-07-01,25.943,0.426,Martapura,Indonesia,4.02S,114.91E
1940-08-01,25.566000000000006,0.364,Martapura,Indonesia,4.02S,114.91E
1940-09-01,26.369,0.5329999999999999,Martapura,Indonesia,4.02S,114.91E
1940-10-01,26.487,0.6579999999999999,Martapura,Indonesia,4.02S,114.91E
1940-11-01,26.631999999999998,0.759,Martapura,Indonesia,4.02S,114.91E
1940-12-01,26.121,0.5579999999999999,Martapura,Indonesia,4.02S,114.91E
1941-01-01,26.96,0.467,Martapura,Indonesia,4.02S,114.91E
1941-02-01,27.101999999999997,0.42100000000000004,Martapura,Indonesia,4.02S,114.91E
1941-03-01,27.787,0.71,Martapura,Indonesia,4.02S,114.91E
1941-04-01,27.717,0.679,Martapura,Indonesia,4.02S,114.91E
1941-05-01,27.848000000000003,0.429,Martapura,Indonesia,4.02S,114.91E
1941-06-01,27.299,0.424,Martapura,Indonesia,4.02S,114.91E
1941-07-01,26.026,1.7,Martapura,Indonesia,4.02S,114.91E
1941-08-01,26.006999999999998,0.991,Martapura,Indonesia,4.02S,114.91E
1941-09-01,26.22,1.311,Martapura,Indonesia,4.02S,114.91E
1941-10-01,26.456,1.4169999999999998,Martapura,Indonesia,4.02S,114.91E
1941-11-01,26.859,0.42700000000000005,Martapura,Indonesia,4.02S,114.91E
1941-12-01,26.562,0.888,Martapura,Indonesia,4.02S,114.91E
1942-01-01,26.416,1.068,Martapura,Indonesia,4.02S,114.91E
1942-02-01,27.259,0.779,Martapura,Indonesia,4.02S,114.91E
1942-03-01,27.476,0.8009999999999999,Martapura,Indonesia,4.02S,114.91E
1942-04-01,27.601999999999997,0.637,Martapura,Indonesia,4.02S,114.91E
1942-05-01,27.89,0.521,Martapura,Indonesia,4.02S,114.91E
1942-06-01,27.509,0.5329999999999999,Martapura,Indonesia,4.02S,114.91E
1942-07-01,26.105,1.6469999999999998,Martapura,Indonesia,4.02S,114.91E
1942-08-01,26.339,0.618,Martapura,Indonesia,4.02S,114.91E
1942-09-01,26.413,0.5920000000000001,Martapura,Indonesia,4.02S,114.91E
1942-10-01,26.976,1.459,Martapura,Indonesia,4.02S,114.91E
1942-11-01,25.87,1.048,Martapura,Indonesia,4.02S,114.91E
1942-12-01,26.506,0.568,Martapura,Indonesia,4.02S,114.91E
1943-01-01,26.154,0.927,Martapura,Indonesia,4.02S,114.91E
1943-02-01,26.608,0.907,Martapura,Indonesia,4.02S,114.91E
1943-03-01,26.55,0.904,Martapura,Indonesia,4.02S,114.91E
1943-04-01,26.64,0.5,Martapura,Indonesia,4.02S,114.91E
1943-05-01,26.792,0.498,Martapura,Indonesia,4.02S,114.91E
1943-06-01,26.211,0.55,Martapura,Indonesia,4.02S,114.91E
1943-07-01,26.308000000000003,0.61,Martapura,Indonesia,4.02S,114.91E
1943-08-01,26.408,0.512,Martapura,Indonesia,4.02S,114.91E
1943-09-01,25.955,0.56,Martapura,Indonesia,4.02S,114.91E
1943-10-01,26.107,0.622,Martapura,Indonesia,4.02S,114.91E
1943-11-01,26.05,0.997,Martapura,Indonesia,4.02S,114.91E
1943-12-01,25.634,0.866,Martapura,Indonesia,4.02S,114.91E
1944-01-01,26.42,1.206,Martapura,Indonesia,4.02S,114.91E
1944-02-01,27.038,0.669,Martapura,Indonesia,4.02S,114.91E
1944-03-01,26.803,0.8140000000000001,Martapura,Indonesia,4.02S,114.91E
1944-04-01,26.593000000000004,0.907,Martapura,Indonesia,4.02S,114.91E
1944-05-01,26.929000000000002,1.0090000000000001,Martapura,Indonesia,4.02S,114.91E
1944-06-01,26.495,0.8170000000000001,Martapura,Indonesia,4.02S,114.91E
1944-07-01,25.287,1.01,Martapura,Indonesia,4.02S,114.91E
1944-08-01,26.017000000000003,1.038,Martapura,Indonesia,4.02S,114.91E
1944-09-01,26.146,1.317,Martapura,Indonesia,4.02S,114.91E
1944-10-01,26.394,1.0090000000000001,Martapura,Indonesia,4.02S,114.91E
