.123,1.07,Nova Iguaçu,Brazil,23.31S,42.82W
1789-04-01,8.405,2.444,Novocherkassk,Russia,47.42N,39.08E
1789-05-01,18.537,3.0210000000000004,Novocherkassk,Russia,47.42N,39.08E
1789-06-01,20.437,1.8230000000000002,Novocherkassk,Russia,47.42N,39.08E
1789-07-01,24.953000000000007,2.516,Novocherkassk,Russia,47.42N,39.08E
1789-08-01,22.474,1.949,Novocherkassk,Russia,47.42N,39.08E
1789-09-01,17.546,1.999,Novocherkassk,Russia,47.42N,39.08E
1789-10-01,8.376,3.133,Novocherkassk,Russia,47.42N,39.08E
1789-11-01,3.631,2.1069999999999998,Novocherkassk,Russia,47.42N,39.08E
1789-12-01,-1.4069999999999998,2.444,Novocherkassk,Russia,47.42N,39.08E
1790-01-01,-4.861000000000001,3.753,Novocherkassk,Russia,47.42N,39.08E
1790-02-01,-3.6800000000000006,3.562,Novocherkassk,Russia,47.42N,39.08E
1790-03-01,0.408,2.728,Novocherkassk,Russia,47.42N,39.08E
1790-04-01,6.390999999999999,3.09,Novocherkassk,Russia,47.42N,39.08E
1790-05-01,15.322000000000001,2.046,Novocherkassk,Russia,47.42N,39.08E
1790-06-01,21.706,1.8869999999999998,Novocherkassk,Russia,47.42N,39.08E
1790-07-01,22.072000000000006,2.051,Novocherkassk,Russia,47.42N,39.08E
1790-08-01,21.591,2.093,Novocherkassk,Russia,47.42N,39.08E
1790-09-01,16.143,2.1830000000000003,Novocherkassk,Russia,47.42N,39.08E
1790-10-01,8.363,2.5860000000000003,Novocherkassk,Russia,47.42N,39.08E
1790-11-01,1.969,2.303,Novocherkassk,Russia,47.42N,39.08E
1790-12-01,-0.026000000000000027,6.587999999999999,Novocherkassk,Russia,47.42N,39.08E
1791-01-01,-2.83,3.409,Novocherkassk,Russia,47.42N,39.08E
1791-02-01,-2.5040000000000004,2.6830000000000003,Novocherkassk,Russia,47.42N,39.08E
1791-03-01,1.1740000000000002,2.4859999999999998,Novocherkassk,Russia,47.42N,39.08E
1791-04-01,10.378,2.6430000000000002,Novocherkassk,Russia,47.42N,39.08E
1791-05-01,15.02,1.7269999999999999,Novocherkassk,Russia,47.42N,39.08E
1791-06-01,21.103,2.128,Novocherkassk,Russia,47.42N,39.08E
1791-07-01,22.101999999999997,2.1180000000000003,Novocherkassk,Russia,47.42N,39.08E
1791-08-01,22.397,1.715,Novocherkassk,Russia,47.42N,39.08E
1791-09-01,15.802,2.451,Novocherkassk,Russia,47.42N,39.08E
1791-10-01,8.413,1.962,Novocherkassk,Russia,47.42N,39.08E
1791-11-01,3.5210000000000004,2.7089999999999996,Novocherkassk,Russia,47.42N,39.08E
1791-12-01,-0.13400000000000012,2.336,Novocherkassk,Russia,47.42N,39.08E
1792-01-01,-7.316000000000002,3.748,Novocherkassk,Russia,47.42N,39.08E
1792-02-01,-4.0889999999999995,3.1430000000000002,Novocherkassk,Russia,47.42N,39.08E
1792-03-01,-0.026000000000000027,2.6069999999999998,Novocherkassk,Russia,47.42N,39.08E
1792-04-01,8.167,2.373,Novocherkassk,Russia,47.42N,39.08E
1792-05-01,16.451,1.8719999999999999,Novocherkassk,Russia,47.42N,39.08E
1792-06-01,21.605,1.689,Novocherkassk,Russia,47.42N,39.08E
1792-07-01,23.622,2.259,Novocherkassk,Russia,47.42N,39.08E
1792-08-01,21.015,2.21,Novocherkassk,Russia,47.42N,39.08E
1792-09-01,18.489,2.221,Novocherkassk,Russia,47.42N,39.08E
1792-10-01,7.468,2.0469999999999997,Novocherkassk,Russia,47.42N,39.08E
1792-11-01,1.228,3.0069999999999997,Novocherkassk,Russia,47.42N,39.08E
1792-12-01,-1.715,3.187,Novocherkassk,Russia,47.42N,39.08E
1793-01-01,-7.599,3.805,Novocherkassk,Russia,47.42N,39.08E
1793-02-01,-1.5390000000000006,3.8480000000000003,Novocherkassk,Russia,47.42N,39.08E
1793-03-01,0.06600000000000006,3.096,Novocherkassk,Russia,47.42N,39.08E
1793-04-01,8.709999999999999,2.44,Novocherkassk,Russia,47.42N,39.08E
1793-05-01,16.168,2.063,Novocherkassk,Russia,47.42N,39.08E
1793-06-01,20.905,3.234,Novocherkassk,Russia,47.42N,39.08E
1793-07-01,23.767,4.104,Novocherkassk,Russia,47.42N,39.08E
1793-08-01,21.585,3.92,Novocherkassk,Russia,47.42N,39.08E
1793-09-01,16.458000000000002,2.427,Novocherkassk,Russia,47.42N,39.08E
1793-10-01,8.895999999999997,3.0639999999999996,Novocherkassk,Russia,47.42N,39.08E
1793-11-01,3.45,3.812,Novocherkassk,Russia,47.42N,39.08E
1793-12-01,-3.656,3.16,Novocherkassk,Russia,47.42N,39.08E
1794-01-01,-2.365,4.223,Novocherkassk,Russia,47.42N,39.08E
1794-02-01,-3.1570000000000005,4.966,Novocherkassk,Russia,47.42N,39.08E
1794-03-01,1.7599999999999998,2.4219999999999997,Novocherkassk,Russia,47.42N,39.08E
1794-04-01,10.418,2.555,Novocherkassk,Russia,47.42N,39.08E
1794-05-01,18.757,2.912,Novocherkassk,Russia,47.42N,39.08E
1794-06-01,20.496,3.807,Novocherkassk,Russia,47.42N,39.08E
1794-07-01,22.198,4.9110000000000005,Novocherkassk,Russia,47.42N,39.08E
1794-08-01,21.456,2.395,Novocherkassk,Russia,47.42N,39.08E
1794-09-01,15.95,2.319,Novocherkassk,Russia,47.42N,39.08E
1794-10-01,9.484,2.375,Novocherkassk,Russia,47.42N,39.08E
1794-11-01,2.423,2.485,Novocherkassk,Russia,47.42N,39.08E
1794-12-01,-4.021,3.193,Novocherkassk,Russia,47.42N,39.08E
1795-01-01,-6.606,4.87,Novocherkassk,Russia,47.42N,39.08E
1795-02-01,-2.7670000000000003,6.2989999999999995,Novocherkassk,Russia,47.42N,39.08E
1795-03-01,2.229,2.887,Novocherkassk,Russia,47.42N,39.08E
1795-04-01,10.587,2.67,Novocherkassk,Russia,47.42N,39.08E
1795-05-01,16.506999999999998,3.8789999999999996,Novocherkassk,Russia,47.42N,39.08E
1795-06-01,21.554000000000002,1.984,Novocherkassk,Russia,47.42N,39.08E
1795-07-01,22.971999999999998,2.892,Novocherkassk,Russia,47.42N,39.08E
1795-08-01,21.283,2.593,Novocherkassk,Russia,47.42N,39.08E
1795-09-01,15.478000000000002,3.09,Novocherkassk,Russia,47.42N,39.08E
1795-10-01,8.488999999999999,3.217,Novocherkassk,Russia,47.42N,39.08E
1795-11-01,2.1420000000000003,2.7969999999999997,Novocherkassk,Russia,47.42N,39.08E
1795-12-01,-2.324,3.2769999999999997,Novocherkassk,Russia,47.42N,39.08E
1796-01-01,-2.897,3.1260000000000003,Novocherkassk,Russia,47.42N,39.08E
1796-02-01,-4.45,2.6039999999999996,Novocherkassk,Russia,47.42N,39.08E
1796-03-01,-2.088,3.06,Novocherkassk,Russia,47.42N,39.08E
1796-04-01,7.372000000000001,2.161,Novocherkassk,Russia,47.42N,39.08E
1796-05-01,16.787,1.89,Novocherkassk,Russia,47.42N,39.08E
1796-06-01,22.156999999999996,3.2260000000000004,Novocherkassk,Russia,47.42N,39.08E
1796-07-01,23.451999999999998,2.24,Novocherkassk,Russia,47.42N,39.08E
1796-08-01,23.29,3.147,Novocherkassk,Russia,47.42N,39.08E
1796-09-01,16.8,3.8739999999999997,Novocherkassk,Russia,47.42N,39.08E
1796-10-01,9.463,2.285,Novocherkassk,Russia,47.42N,39.08E
1796-11-01,2.03,3.19,Novocherkassk,Russia,47.42N,39.08E
1796-12-01,-4.756,4.769,Novocherkassk,Russia,47.42N,39.08E
1797-01-01,-2.688,5.986000000000001,Novocherkassk,Russia,47.42N,39.08E
1797-02-01,-1.0050000000000003,3.178,Novocherkassk,Russia,47.42N,39.08E
1797-03-01,-0.3769999999999999,2.8,Novocherkassk,Russia,47.42N,39.08E
1797-04-01,8.193999999999999,3.7439999999999998,Novocherkassk,Russia,47.42N,39.08E
1797-05-01,16.713,3.258,Novocherkassk,Russia,47.42N,39.08E
1797-06-01,22.875,2.314,Novocherkassk,Russia,47.42N,39.08E
1797-07-01,23.031,2.46,Novocherkassk,Russia,47.42N,39.08E
1797-08-01,22.503,2.6489999999999996,Novocherkassk,Russia,47.42N,39.08E
1797-09-01,18.183,3.1489999999999996,Novocherkassk,Russia,47.42N,39.08E
1797-10-01,10.054,2.342,Novocherkassk,Russia,47.42N,39.08E
1797-11-01,1.318,3.1310000000000002,Novocherkassk,Russia,47.42N,39.08E
1797-12-01,-1.5219999999999998,3.217,Novocherkassk,Russia,47.42N,39.08E
1798-01-01,-3.971,2.785,Novocherkassk,Russia,47.42N,39.08E
1798-02-01,-3.628,2.992,Novocherkassk,Russia,47.42N,39.08E
1798-03-01,2.96,2.806,Novocherkassk,Russia,47.42N,39.08E
1798-04-01,9.38,2.283,Novocherkassk,Russia,47.42N,39.08E
1798-05-01,17.098,3.56,Novocherkassk,Russia,47.42N,39.08E
1798-06-01,20.741,2.3,Novocherkassk,Russia,47.42N,39.08E
1798-07-01,24.098000000000006,2.4659999999999997,Novocherkassk,Russia,47.42N,39.08E
1798-08-01,23.827,4.007,Novocherkassk,Russia,47.42N,39.08E
1798-09-01,17.230999999999998,3.207,Novocherkassk,Russia,47.42N,39.08E
1798-10-01,8.32,2.741,Novocherkassk,Russia,47.42N,39.08E
1798-11-01,2.019,3.096,Novocherkassk,Russia,47.42N,39.08E
1798-12-01,-5.437,2.984,Novocherkassk,Russia,47.42N,39.08E
1799-01-01,-7.221999999999999,2.978,Novocherkassk,Russia,47.42N,39.08E
1799-02-01,-8.961,3.201,Novocherkassk,Russia,47.42N,39.08E
1799-03-01,-1.44,2.803,Novocherkassk,Russia,47.42N,39.08E
1799-04-01,10.045,3.5580000000000003,Novocherkassk,Russia,47.42N,39.08E
1799-05-01,16.771,2.096,Novocherkassk,Russia,47.42N,39.08E
1799-06-01,21.564,2.617,Novocherkassk,Russia,47.42N,39.08E
1799-07-01,23.664,2.396,Novocherkassk,Russia,47.42N,39.08E
1799-08-01,22.713,1.795,Novocherkassk,Russia,47.42N,39.08E
1799-09-01,17.134,2.512,Novocherkassk,Russia,47.42N,39.08E
1799-10-01,10.081,2.182,Novocherkassk,Russia,47.42N,39.08E
1799-11-01,3.391,2.8369999999999997,Novocherkassk,Russia,47.42N,39.08E
1799-12-01,-5.083,2.645,Novocherkassk,Russia,47.42N,39.08E
1800-01-01,-5.5280000000000005,2.792,Novocherkassk,Russia,47.42N,39.08E
1800-02-01,-4.381,3.489,Novocherkassk,Russia,47.42N,39.08E
1800-03-01,-1.9370000000000005,3.391,Novocherkassk,Russia,47.42N,39.08E
1800-04-01,11.082,2.246,Novocherkassk,Russia,47.42N,39.08E
1800-05-01,16.029,2.094,Novocherkassk,Russia,47.42N,39.08E
1800-06-01,21.02,1.9969999999999999,Novocherkassk,Russia,47.42N,39.08E
1800-07-01,21.685,2.202,Novocherkassk,Russia,47.42N,39.08E
1800-08-01,22.217,2.559,Novocherkassk,Russia,47.42N,39.08E
1800-09-01,15.148,2.7569999999999997,Novocherkassk,Russia,47.42N,39.08E
1800-10-01,9.724,2.668,Novocherkassk,Russia,47.42N,39.08E
1800-11-01,3.4090000000000003,2.867,Novocherkassk,Russia,47.42N,39.08E
1800-12-01,-1.2520000000000002,2.799,Novocherkassk,Russia,47.42N,39.08E
1801-01-01,-4.152,2.924,Novocherkassk,Russia,47.42N,39.08E
1801-02-01,-5.1450000000000005,2.71,Novocherkassk,Russia,47.42N,39.08E
1801-03-01,3.345,2.512,Novocherkassk,Russia,47.42N,39.08E
1801-04-01,8.788,2.555,Novocherkassk,Russia,47.42N,39.08E
1801-05-01,19.541,2.5980000000000003,Novocherkassk,Russia,47.42N,39.08E
1801-06-01,19.932000000000002,2.2359999999999998,Novocherkassk,Russia,47.42N,39.08E
1801-07-01,23.991,2.6039999999999996,Novocherkassk,Russia,47.42N,39.08E
1801-08-01,20.706,2.1069999999999998,Novocherkassk,Russia,47.42N,39.08E
1801-09-01,16.847,2.3169999999999997,Novocherkassk,Russia,47.42N,39.08E
1801-10-01,9.481,2.113,Novocherkassk,Russia,47.42N,39.08E
1801-11-01,3.992,2.44,Novocherkassk,Russia,47.42N,39.08E
1801-12-01,-0.139,4.176,Novocherkassk,Russia,47.42N,39.08E
1802-01-01,-3.506,3.0789999999999997,Novocherkassk,Russia,47.42N,39.08E
1802-02-01,-3.4410000000000003,2.8569999999999998,Novocherkassk,Russia,47.42N,39.08E
1802-03-01,3.198,2.895,Novocherkassk,Russia,47.42N,39.08E
1802-04-01,9.642000000000001,2.329,Novocherkassk,Russia,47.42N,39.08E
1802-05-01,15.613,2.459,Novocherkassk,Russia,47.42N,39.08E
1802-06-01,21.372,2.1,Novocherkassk,Russia,47.42N,39.08E
1802-07-01,24.609,2.033,Novocherkassk,Russia,47.42N,39.08E
1802-08-01,23.187,2.228,Novocherkassk,Russia,47.42N,39.08E
1802-09-01,16.357,3.0810000000000004,Novocherkassk,Russia,47.42N,39.08E
1802-10-01,10.566,3.264,Novocherkassk,Russia,47.42N,39.08E
1802-11-01,1.939,2.597,Novocherkassk,Russia,47.42N,39.08E
1802-12-01,-2.13,2.9210000000000003,Novocherkassk,Russia,47.42N,39.08E
1803-01-01,-10.714,3.4760000000000004,Novocherkassk,Russia,47.42N,39.08E
1803-02-01,-7.56,3.378,Novocherkassk,Russia,47.42N,39.08E
1803-03-01,0.21900000000000006,3.252,Novocherkassk,Russia,47.42N,39.08E
1803-04-01,10.738,2.5860000000000003,Novocherkassk,Russia,47.42N,39.08E
1803-05-01,18.117,2.488,Novocherkassk,Russia,47.42N,39.08E
1803-06-01,20.711,2.0580000000000003,Novocherkassk,Russia,47.42N,39.08E
1803-07-01,23.853,1.9669999999999999,Novocherkassk,Russia,47.42N,39.08E
1803-08-01,23.979,2.3209999999999997,Novocherkassk,Russia,47.42N,39.08E
1803-09-01,16.823,2.035,Novocherkassk,Russia,47.42N,39.08E
1803-10-01,9.082,2.963,Novocherkassk,Russia,47.42N,39.08E
1803-11-01,2.813,2.739,Novocherkassk,Russia,47.42N,39.08E
1803-12-01,-4.77,3.207,Novocherkassk,Russia,47.42N,39.08E
1804-01-01,-3.717,4.038,Novocherkassk,Russia,47.42N,39.08E
1804-02-01,-5.516,2.8360000000000003,Novocherkassk,Russia,47.42N,39.08E
1804-03-01,-1.093,3.6060000000000003,Novocherkassk,Russia,47.42N,39.08E
1804-04-01,11.140999999999998,2.778,Novocherkassk,Russia,47.42N,39.08E
1804-05-01,16.771,2.086,Novocherkassk,Russia,47.42N,39.08E
1804-06-01,20.623,2.089,Novocherkassk,Russia,47.42N,39.08E
1804-07-01,24.558000000000003,2.5580000000000003,Novocherkassk,Russia,47.42N,39.08E
1804-08-01,22.599,2.169,Novocherkassk,Russia,47.42N,39.08E
1804-09-01,17.463,3.3080000000000003,Novocherkassk,Russia,47.42N,39.08E
1804-10-01,9.111,2.2119999999999997,Novocherkassk,Russia,47.42N,39.08E
1804-11-01,1.924,3.7110000000000003,Novocherkassk,Russia,47.42N,39.08E
1804-12-01,-5.285,3.9130000000000003,Novocherkassk,Russia,47.42N,39.08E
1805-01-01,-5.675,2.76,Novocherkassk,Russia,47.42N,39.08E
1805-02-01,-5.558000000000002,3.141,Novocherkassk,Russia,47.42N,39.08E
1805-03-01,1.23,2.59,Novocherkassk,Russia,47.42N,39.08E
1805-04-01,8.113999999999999,2.96,Novocherkassk,Russia,47.42N,39.08E
1805-05-01,16.262999999999998,1.926,Novocherkassk,Russia,47.42N,39.08E
1805-06-01,21.084,2.597,Novocherkassk,Russia,47.42N,39.08E
1805-07-01,23.651999999999997,2.177,Novocherkassk,Russia,47.42N,39.08E
1805-08-01,23.184,2.197,Novocherkassk,Russia,47.42N,39.08E
1805-09-01,17.348000000000006,2.778,Novocherkassk,Russia,47.42N,39.08E
1805-10-01,6.144,2.299,Novocherkassk,Russia,47.42N,39.08E
1805-11-01,0.19100000000000028,2.57,Novocherkassk,Russia,47.42N,39.08E
1805-12-01,-0.8370000000000001,2.541,Novocherkassk,Russia,47.42N,39.08E
1806-01-01,-2.9650000000000003,2.938,Novocherkassk,Russia,47.42N,39.08E
1806-02-01,-4.862,3.884,Novocherkassk,Russia,47.42N,39.08E
1806-03-01,0.456,2.875,Novocherkassk,Russia,47.42N,39.08E
1806-04-01,9.113,3.326,Novocherkassk,Russia,47.42N,39.08E
1806-05-01,17.012999999999998,2.2430000000000003,Novocherkassk,Russia,47.42N,39.08E
1806-06-01,18.886,2.278,Novocherkassk,Russia,47.42N,39.08E
1806-07-01,22.066999999999997,1.8130000000000002,Novocherkassk,Russia,47.42N,39.08E
1806-08-01,23.088,2.226,Novocherkassk,Russia,47.42N,39.08E
1806-09-01,18.42,2.787,Novocherkassk,Russia,47.42N,39.08E
1806-10-01,8.120999999999999,2.1069999999999998,Novocherkassk,Russia,47.42N,39.08E
1806-11-01,1.95,2.309,Novocherkassk,Russia,47.42N,39.08E
1806-12-01,-0.6280000000000001,2.865,Novocherkassk,Russia,47.42N,39.08E
1807-01-01,-5.886,3.002,Novocherkassk,Russia,47.42N,39.08E
1807-02-01,-2.463,3.5210000000000004,Novocherkassk,Russia,47.42N,39.08E
1807-03-01,0.42,3.842,Novocherkassk,Russia,47.42N,39.08E
1807-04-01,7.776999999999999,2.492,Novocherkassk,Russia,47.42N,39.08E
1807-05-01,14.303,1.983,Novocherkassk,Russia,47.42N,39.08E
1807-06-01,20.443,1.8969999999999998,Novocherkassk,Russia,47.42N,39.08E
1807-07-01,22.471999999999998,2.4459999999999997,Novocherkassk,Russia,47.42N,39.08E
1807-08-01,23.33,2.309,Novocherkassk,Russia,47.42N,39.08E
1807-09-01,17.675,1.9980000000000002,Novocherkassk,Russia,47.42N,39.08E
1807-10-01,9.173,2.1959999999999997,Novocherkassk,Russia,47.42N,39.08E
1807-11-01,4.192,2.764,Novocherkassk,Russia,47.42N,39.08E
1807-12-01,-0.10299999999999998,2.5269999999999997,Novocherkassk,Russia,47.42N,39.08E
1808-01-01,-3.3539999999999996,2.8169999999999997,Novocherkassk,Russia,47.42N,39.08E
1808-02-01,-5.636,2.841,Novocherkassk,Russia,47.42N,39.08E
1808-03-01,-3.19,3.9560000000000004,Novocherkassk,Russia,47.42N,39.08E
1808-04-01,7.510999999999999,2.3609999999999998,Novocherkassk,Russia,47.42N,39.08E
1808-05-01,14.295,3.158,Novocherkassk,Russia,47.42N,39.08E
1808-06-01,21.266,2.1719999999999997,Novocherkassk,Russia,47.42N,39.08E
1808-07-01,23.250999999999998,2.005,Novocherkassk,Russia,47.42N,39.08E
1808-08-01,22.198,2.015,Novocherkassk,Russia,47.42N,39.08E
1808-09-01,18.271,3.157,Novocherkassk,Russia,47.42N,39.08E
1808-10-01,9.607000000000001,1.9069999999999998,Novocherkassk,Russia,47.42N,39.08E
1808-11-01,0.977,2.6719999999999997,Novocherkassk,Russia,47.42N,39.08E
1808-12-01,-7.053999999999999,2.417,Novocherkassk,Russia,47.42N,39.08E
1809-01-01,-10.267999999999999,3.635,Novocherkassk,Russia,47.42N,39.08E
1809-02-01,-5.251,3.1710000000000003,Novocherkassk,Russia,47.42N,39.08E
1809-03-01,-4.2700000000000005,3.33,Novocherkassk,Russia,47.42N,39.08E
1809-04-01,7.603999999999999,3.7119999999999997,Novocherkassk,Russia,47.42N,39.08E
1809-05-01,14.075,2.2640000000000002,Novocherkassk,Russia,47.42N,39.08E
1809-06-01,20.851999999999997,1.8869999999999998,Novocherkassk,Russia,47.42N,39.08E
1809-07-01,20.951,2.84,Novocherkassk,Russia,47.42N,39.08E
1809-08-01,21.79,1.6269999999999998,Novocherkassk,Russia,47.42N,39.08E
1809-09-01,16.617,2.124,Novocherkassk,Russia,47.42N,39.08E
1809-10-01,8.461,4.6739999999999995,Novocherkassk,Russia,47.42N,39.08E
1809-11-01,-1.2489999999999997,2.673,Novocherkassk,Russia,47.42N,39.08E
1809-12-01,-2.8310000000000004,3.125,Novocherkassk,Russia,47.42N,39.08E
1810-01-01,-6.642,3.1519999999999997,Novocherkassk,Russia,47.42N,39.08E
1810-02-01,-3.6720000000000006,3.031,Novocherkassk,Russia,47.42N,39.08E
1810-03-01,0.9790000000000001,2.219,Novocherkassk,Russia,47.42N,39.08E
1810-04-01,6.590999999999998,2.88,Novocherkassk,Russia,47.42N,39.08E
1810-05-01,13.733,2.1319999999999997,Novocherkassk,Russia,47.42N,39.08E
1810-06-01,18.191,2.37,Novocherkassk,Russia,47.42N,39.08E
1810-07-01,21.385,2.235,Novocherkassk,Russia,47.42N,39.08E
1810-08-01,20.449,1.9180000000000001,Novocherkassk,Russia,47.42N,39.08E
1810-09-01,14.592,1.869,Novocherkassk,Russia,47.42N,39.08E
1810-10-01,5.795,2.762,Novocherkassk,Russia,47.42N,39.08E
1810-11-01,-0.3009999999999997,2.863,Novocherkassk,Russia,47.42N,39.08E
1810-12-01,-1.744,3.778,Novocherkassk,Russia,47.42N,39.08E
1811-01-01,-7.05,2.452,Novocherkassk,Russia,47.42N,39.08E
1811-02-01,-6.6640000000000015,3.3169999999999997,Novocherkassk,Russia,47.42N,39.08E
1811-03-01,1.119,2.61,Novocherkassk,Russia,47.42N,39.08E
1811-04-01,6.1,1.817,Novocherkassk,Russia,47.42N,39.08E
1811-05-01,15.332,2.557,Novocherkassk,Russia,47.42N,39.08E
1811-06-01,20.408,1.726,Novocherkassk,Russia,47.42N,39.08E
1811-07-01,21.326,2.655,Novocherkassk,Russia,47.42N,39.08E
1811-08-01,22.828000000000003,2.985,Novocherkassk,Russia,47.42N,39.08E
1811-09-01,14.297,3.341,Novocherkassk,Russia,47.42N,39.08E
1811-10-01,6.997000000000001,4.854,Novocherkassk,Russia,47.42N,39.08E
1811-11-01,0.6000000000000001,3.361,Novocherkassk,Russia,47.42N,39.08E
1811-12-01,-0.922,2.536,Novocherkassk,Russia,47.42N,39.08E
1812-01-01,-6.841,1.9409999999999998,Novocherkassk,Russia,47.42N,39.08E
1812-02-01,-7.401,1.621,Novocherkassk,Russia,47.42N,39.08E
1812-03-01,-1.531,2.87,Novocherkassk,Russia,47.42N,39.08E
1812-04-01,7.0699999999999985,3.555,Novocherkassk,Russia,47.42N,39.08E
1812-05-01,14.095,2.325,Novocherkassk,Russia,47.42N,39.08E
1812-06-01,20.15,1.694,Novocherkassk,Russia,47.42N,39.08E
1812-07-01,24.811999999999998,1.276,Novocherkassk,Russia,47.42N,39.08E
1812-08-01,24.537,2.687,Novocherkassk,Russia,47.42N,39.08E
1812-09-01,14.077000000000002,2.764,Novocherkassk,Russia,47.42N,39.08E
1812-10-01,8.902000000000001,2.877,Novocherkassk,Russia,47.42N,39.08E
1812-11-01,1.48,3.275,Novocherkassk,Russia,47.42N,39.08E
1812-12-01,-9.342,2.8710000000000004,Novocherkassk,Russia,47.42N,39.08E
1813-01-01,-12.241,2.263,Novocherkassk,Russia,47.42N,39.08E
1813-02-01,-5.811,1.815,Novocherkassk,Russia,47.42N,39.08E
1813-03-01,-2.531,4.905,Novocherkassk,Russia,47.42N,39.08E
1813-04-01,8.991,2.207,Novocherkassk,Russia,47.42N,39.08E
1813-05-01,16.822,4.039,Novocherkassk,Russia,47.42N,39.08E
1813-06-01,19.596,2.008,Novocherkassk,Russia,47.42N,39.08E
1813-07-01,22.305,3.502,Novocherkassk,Russia,47.42N,39.08E
1813-08-01,21.05,1.42,Novocherkassk,Russia,47.42N,39.08E
1813-09-01,16.685000000000002,2.622,Novocherkassk,Russia,47.42N,39.08E
1813-10-01,8.304,1.61,Novocherkassk,Russia,47.42N,39.08E
1813-11-01,5.987,2.975,Novocherkassk,Russia,47.42N,39.08E
1813-12-01,-2.778,2.235,Novocherkassk,Russia,47.42N,39.08E
1814-01-01,-4.928,3.411,Novocherkassk,Russia,47.42N,39.08E
1814-02-01,-6.897,2.471,Novocherkassk,Russia,47.42N,39.08E
1814-03-01,0.17300000000000001,2.49,Novocherkassk,Russia,47.42N,39.08E
1814-04-01,8.370999999999999,1.5019999999999998,Novocherkassk,Russia,47.42N,39.08E
1814-05-01,12.73,1.579,Novocherkassk,Russia,47.42N,39.08E
1814-06-01,19.772000000000002,1.4869999999999999,Novocherkassk,Russia,47.42N,39.08E
1814-07-01,21.656,1.9969999999999999,Novocherkassk,Russia,47.42N,39.08E
1814-08-01,21.446,1.547,Novocherkassk,Russia,47.42N,39.08E
1814-09-01,15.176000000000002,2.141,Novocherkassk,Russia,47.42N,39.08E
1814-10-01,6.51,4.114,Novocherkassk,Russia,47.42N,39.08E
1814-11-01,2.34,6.63,Novocherkassk,Russia,47.42N,39.08E
1814-12-01,1.9280000000000002,6.8389999999999995,Novocherkassk,Russia,47.42N,39.08E
1815-01-01,-6.678999999999999,2.155,Novocherkassk,Russia,47.42N,39.08E
1815-02-01,-5.627000000000002,4.824,Novocherkassk,Russia,47.42N,39.08E
1815-03-01,-1.492,3.4560000000000004,Novocherkassk,Russia,47.42N,39.08E
1815-04-01,7.3809999999999985,2.259,Novocherkassk,Russia,47.42N,39.08E
1815-05-01,15.025,2.656,Novocherkassk,Russia,47.42N,39.08E
1815-06-01,19.244,2.198,Novocherkassk,Russia,47.42N,39.08E
1815-07-01,22.159,2.559,Novocherkassk,Russia,47.42N,39.08E
1815-08-01,21.423000000000002,2.733,Novocherkassk,Russia,47.42N,39.08E
1815-09-01,15.669,1.76,Novocherkassk,Russia,47.42N,39.08E
1815-10-01,7.8519999999999985,3.0380000000000003,Novocherkassk,Russia,47.42N,39.08E
1815-11-01,2.955,2.6289999999999996,Novocherkassk,Russia,47.42N,39.08E
1815-12-01,-6.369999999999999,1.92,Novocherkassk,Russia,47.42N,39.08E
1816-01-01,-3.844,3.553,Novocherkassk,Russia,47.42N,39.08E
1816-02-01,-8.132000000000001,2.733,Novocherkassk,Russia,47.42N,39.08E
1816-03-01,0.899,2.687,Novocherkassk,Russia,47.42N,39.08E
1816-04-01,7.84,2.884,Novocherkassk,Russia,47.42N,39.08E
1816-05-01,15.444,1.702,Novocherkassk,Russia,47.42N,39.08E
1816-06-01,19.984,1.6680000000000001,Novocherkassk,Russia,47.42N,39.08E
1816-07-01,20.68,2.2880000000000003,Novocherkassk,Russia,47.42N,39.08E
1816-08-01,20.656,1.419,Novocherkassk,Russia,47.42N,39.08E
1816-09-01,15.773,1.716,Novocherkassk,Russia,47.42N,39.08E
1816-10-01,6.065999999999999,5.551,Novocherkassk,Russia,47.42N,39.08E
1816-11-01,2.7569999999999997,6.097,Novocherkassk,Russia,47.42N,39.08E
1816-12-01,-4.7970000000000015,2.164,Novocherkassk,Russia,47.42N,39.08E
1817-01-01,-4.105,4.515,Novocherkassk,Russia,47.42N,39.08E
1817-02-01,-1.9400000000000004,3.4530000000000003,Novocherkassk,Russia,47.42N,39.08E
1817-03-01,2.0869999999999997,3.0189999999999997,Novocherkassk,Russia,47.42N,39.08E
1817-04-01,7.408999999999999,2.332,Novocherkassk,Russia,47.42N,39.08E
1817-05-01,14.264000000000001,2.273,Novocherkassk,Russia,47.42N,39.08E
1817-06-01,18.234,2.465,Novocherkassk,Russia,47.42N,39.08E
1817-07-01,22.221999999999998,1.7109999999999999,Novocherkassk,Russia,47.42N,39.08E
1817-08-01,23.587,1.694,Novocherkassk,Russia,47.42N,39.08E
1817-09-01,12.822,2.325,Novocherkassk,Russia,47.42N,39.08E
1817-10-01,5.206,2.887,Novocherkassk,Russia,47.42N,39.08E
1817-11-01,0.4460000000000002,2.2430000000000003,Novocherkassk,Russia,47.42N,39.08E
1817-12-01,-4.924,3.4930000000000003,Novocherkassk,Russia,47.42N,39.08E
1818-01-01,-5.172000000000001,2.302,Novocherkassk,Russia,47.42N,39.08E
1818-02-01,-4.126,1.797,Novocherkassk,Russia,47.42N,39.08E
