9999999999998,0.426,Amol,Iran,36.17N,51.71E
1848-09-01,27.423,1.5090000000000001,Amroha,India,28.13N,79.09E
1848-10-01,24.38,1.5230000000000001,Amroha,India,28.13N,79.09E
1848-11-01,19.061,1.112,Amroha,India,28.13N,79.09E
1848-12-01,14.908,1.3459999999999999,Amroha,India,28.13N,79.09E
1849-01-01,13.777000000000001,1.135,Amroha,India,28.13N,79.09E
1849-02-01,16.311999999999998,2.661,Amroha,India,28.13N,79.09E
1849-03-01,22.609,2.145,Amroha,India,28.13N,79.09E
1849-04-01,28.526999999999997,2.334,Amroha,India,28.13N,79.09E
1849-05-01,31.908999999999995,1.2209999999999999,Amroha,India,28.13N,79.09E
1849-06-01,31.712,1.6130000000000002,Amroha,India,28.13N,79.09E
1849-07-01,29.971999999999998,1.1640000000000001,Amroha,India,28.13N,79.09E
1849-08-01,28.5,1.3840000000000001,Amroha,India,28.13N,79.09E
1849-09-01,27.664,1.376,Amroha,India,28.13N,79.09E
1849-10-01,24.661,1.7790000000000001,Amroha,India,28.13N,79.09E
1849-11-01,19.609,1.504,Amroha,India,28.13N,79.09E
1849-12-01,14.179,1.298,Amroha,India,28.13N,79.09E
1850-01-01,13.724,1.618,Amroha,India,28.13N,79.09E
1850-02-01,16.581,2.3080000000000003,Amroha,India,28.13N,79.09E
1850-03-01,22.156,3.137,Amroha,India,28.13N,79.09E
1850-04-01,28.105,1.48,Amroha,India,28.13N,79.09E
1850-05-01,31.587,1.1340000000000001,Amroha,India,28.13N,79.09E
1850-06-01,32.501999999999995,1.242,Amroha,India,28.13N,79.09E
1850-07-01,30.436999999999998,1.069,Amroha,India,28.13N,79.09E
1850-08-01,29.064,1.173,Amroha,India,28.13N,79.09E
1850-09-01,28.059,0.867,Amroha,India,28.13N,79.09E
1850-10-01,25.949,2.7310000000000003,Amroha,India,28.13N,79.09E
1850-11-01,20.433,3.5260000000000002,Amroha,India,28.13N,79.09E
1850-12-01,14.81,1.3980000000000001,Amroha,India,28.13N,79.09E
1851-01-01,13.825,1.255,Amroha,India,28.13N,79.09E
1851-02-01,16.514,1.745,Amroha,India,28.13N,79.09E
1851-03-01,22.228,1.976,Amroha,India,28.13N,79.09E
1851-04-01,27.853,1.359,Amroha,India,28.13N,79.09E
1851-05-01,32.534,1.268,Amroha,India,28.13N,79.09E
1851-06-01,32.119,1.349,Amroha,India,28.13N,79.09E
1851-07-01,30.261999999999997,1.429,Amroha,India,28.13N,79.09E
1851-08-01,29.111,1.1079999999999999,Amroha,India,28.13N,79.09E
1851-09-01,28.276999999999997,1.082,Amroha,India,28.13N,79.09E
1851-10-01,25.406,1.597,Amroha,India,28.13N,79.09E
1851-11-01,19.486,1.246,Amroha,India,28.13N,79.09E
1851-12-01,15.249,2.147,Amroha,India,28.13N,79.09E
1852-01-01,14.612,2.028,Amroha,India,28.13N,79.09E
1852-02-01,17.674,1.994,Amroha,India,28.13N,79.09E
1852-03-01,21.297,1.891,Amroha,India,28.13N,79.09E
1852-04-01,27.719,2.0780000000000003,Amroha,India,28.13N,79.09E
1852-05-01,32.098,1.892,Amroha,India,28.13N,79.09E
1852-06-01,32.171,1.425,Amroha,India,28.13N,79.09E
1852-07-01,30.200000000000006,1.5290000000000001,Amroha,India,28.13N,79.09E
1852-08-01,28.72,1.196,Amroha,India,28.13N,79.09E
1852-09-01,27.944000000000003,1.095,Amroha,India,28.13N,79.09E
1852-10-01,24.814,1.511,Amroha,India,28.13N,79.09E
1852-11-01,18.805999999999997,1.375,Amroha,India,28.13N,79.09E
1852-12-01,15.193,2.096,Amroha,India,28.13N,79.09E
1853-01-01,13.048,2.426,Amroha,India,28.13N,79.09E
1853-02-01,17.194999999999997,2.721,Amroha,India,28.13N,79.09E
1853-03-01,22.821,1.84,Amroha,India,28.13N,79.09E
1853-04-01,28.229,1.726,Amroha,India,28.13N,79.09E
1853-05-01,32.556999999999995,1.3559999999999999,Amroha,India,28.13N,79.09E
1853-06-01,32.919000000000004,1.379,Amroha,India,28.13N,79.09E
1853-07-01,30.986,1.34,Amroha,India,28.13N,79.09E
1853-08-01,29.164,1.094,Amroha,India,28.13N,79.09E
1853-09-01,28.168000000000003,1.112,Amroha,India,28.13N,79.09E
1853-10-01,24.726999999999997,1.28,Amroha,India,28.13N,79.09E
1853-11-01,19.18,1.328,Amroha,India,28.13N,79.09E
1853-12-01,15.494000000000002,1.126,Amroha,India,28.13N,79.09E
1854-01-01,14.911,2.233,Amroha,India,28.13N,79.09E
1854-02-01,16.366999999999994,1.679,Amroha,India,28.13N,79.09E
1854-03-01,22.78,1.494,Amroha,India,28.13N,79.09E
1854-04-01,27.837,2.266,Amroha,India,28.13N,79.09E
1854-05-01,32.69499999999999,1.817,Amroha,India,28.13N,79.09E
1854-06-01,32.287,1.9069999999999998,Amroha,India,28.13N,79.09E
1854-07-01,30.665000000000006,1.699,Amroha,India,28.13N,79.09E
1854-08-01,29.195999999999998,1.4580000000000002,Amroha,India,28.13N,79.09E
1854-09-01,27.928,1.3559999999999999,Amroha,India,28.13N,79.09E
1854-10-01,25.853,1.683,Amroha,India,28.13N,79.09E
1854-11-01,20.055999999999997,1.569,Amroha,India,28.13N,79.09E
1854-12-01,15.472999999999999,1.893,Amroha,India,28.13N,79.09E
1855-01-01,14.899000000000001,1.939,Amroha,India,28.13N,79.09E
1855-02-01,17.724999999999994,1.912,Amroha,India,28.13N,79.09E
1855-03-01,,,Amroha,India,28.13N,79.09E
1855-04-01,29.381999999999998,2.1069999999999998,Amroha,India,28.13N,79.09E
1855-05-01,33.099000000000004,1.9180000000000001,Amroha,India,28.13N,79.09E
1855-06-01,32.496,1.893,Amroha,India,28.13N,79.09E
1855-07-01,30.274,1.679,Amroha,India,28.13N,79.09E
1855-08-01,29.087,1.3519999999999999,Amroha,India,28.13N,79.09E
1855-09-01,27.915,1.36,Amroha,India,28.13N,79.09E
1855-10-01,24.781999999999996,1.6740000000000002,Amroha,India,28.13N,79.09E
1855-11-01,19.508000000000006,1.5619999999999998,Amroha,India,28.13N,79.09E
1855-12-01,14.269,1.909,Amroha,India,28.13N,79.09E
1856-01-01,14.757,1.74,Amroha,India,28.13N,79.09E
1856-02-01,16.793999999999997,2.021,Amroha,India,28.13N,79.09E
1856-03-01,22.244,2.1319999999999997,Amroha,India,28.13N,79.09E
1856-04-01,28.322000000000006,1.9180000000000001,Amroha,India,28.13N,79.09E
1856-05-01,,,Amroha,India,28.13N,79.09E
1856-06-01,32.510999999999996,1.99,Amroha,India,28.13N,79.09E
1856-07-01,29.933000000000003,1.6680000000000001,Amroha,India,28.13N,79.09E
1856-08-01,28.01,1.722,Amroha,India,28.13N,79.09E
1856-09-01,27.33,1.591,Amroha,India,28.13N,79.09E
1856-10-01,24.41,1.54,Amroha,India,28.13N,79.09E
1856-11-01,19.445,1.548,Amroha,India,28.13N,79.09E
1856-12-01,15.187,1.6280000000000001,Amroha,India,28.13N,79.09E
1857-01-01,13.859000000000002,1.7469999999999999,Amroha,India,28.13N,79.09E
1857-02-01,16.616,1.963,Amroha,India,28.13N,79.09E
1857-03-01,22.025,1.993,Amroha,India,28.13N,79.09E
1857-04-01,27.355999999999998,1.979,Amroha,India,28.13N,79.09E
1857-05-01,31.575,1.815,Amroha,India,28.13N,79.09E
1857-06-01,31.38,1.954,Amroha,India,28.13N,79.09E
1857-07-01,29.653,1.7309999999999999,Amroha,India,28.13N,79.09E
1857-08-01,28.447,1.392,Amroha,India,28.13N,79.09E
1857-09-01,27.645,1.365,Amroha,India,28.13N,79.09E
1857-10-01,24.198,1.82,Amroha,India,28.13N,79.09E
1857-11-01,19.293,1.7730000000000001,Amroha,India,28.13N,79.09E
1857-12-01,15.235999999999999,1.641,Amroha,India,28.13N,79.09E
1858-01-01,,,Amroha,India,28.13N,79.09E
1858-02-01,,,Amroha,India,28.13N,79.09E
1858-03-01,,,Amroha,India,28.13N,79.09E
1858-04-01,,,Amroha,India,28.13N,79.09E
1858-05-01,,,Amroha,India,28.13N,79.09E
1858-06-01,,,Amroha,India,28.13N,79.09E
1858-07-01,,,Amroha,India,28.13N,79.09E
1858-08-01,,,Amroha,India,28.13N,79.09E
1858-09-01,,,Amroha,India,28.13N,79.09E
1858-10-01,,,Amroha,India,28.13N,79.09E
1858-11-01,,,Amroha,India,28.13N,79.09E
1858-12-01,,,Amroha,India,28.13N,79.09E
1859-01-01,,,Amroha,India,28.13N,79.09E
1859-02-01,,,Amroha,India,28.13N,79.09E
1859-03-01,,,Amroha,India,28.13N,79.09E
1859-04-01,,,Amroha,India,28.13N,79.09E
1859-05-01,,,Amroha,India,28.13N,79.09E
1859-06-01,,,Amroha,India,28.13N,79.09E
1859-07-01,,,Amroha,India,28.13N,79.09E
1859-08-01,,,Amroha,India,28.13N,79.09E
1859-09-01,,,Amroha,India,28.13N,79.09E
1859-10-01,,,Amroha,India,28.13N,79.09E
1859-11-01,,,Amroha,India,28.13N,79.09E
1859-12-01,,,Amroha,India,28.13N,79.09E
1860-01-01,,,Amroha,India,28.13N,79.09E
1860-02-01,,,Amroha,India,28.13N,79.09E
1860-03-01,,,Amroha,India,28.13N,79.09E
1860-04-01,,,Amroha,India,28.13N,79.09E
1860-05-01,,,Amroha,India,28.13N,79.09E
1860-06-01,,,Amroha,India,28.13N,79.09E
1860-07-01,,,Amroha,India,28.13N,79.09E
1860-08-01,,,Amroha,India,28.13N,79.09E
1860-09-01,,,Amroha,India,28.13N,79.09E
1860-10-01,,,Amroha,India,28.13N,79.09E
1860-11-01,,,Amroha,India,28.13N,79.09E
1860-12-01,,,Amroha,India,28.13N,79.09E
1861-01-01,,,Amroha,India,28.13N,79.09E
1861-02-01,,,Amroha,India,28.13N,79.09E
1861-03-01,,,Amroha,India,28.13N,79.09E
1861-04-01,,,Amroha,India,28.13N,79.09E
1861-05-01,,,Amroha,India,28.13N,79.09E
1861-06-01,,,Amroha,India,28.13N,79.09E
1861-07-01,,,Amroha,India,28.13N,79.09E
1861-08-01,,,Amroha,India,28.13N,79.09E
1861-09-01,,,Amroha,India,28.13N,79.09E
1861-10-01,,,Amroha,India,28.13N,79.09E
1861-11-01,,,Amroha,India,28.13N,79.09E
1861-12-01,,,Amroha,India,28.13N,79.09E
1862-01-01,,,Amroha,India,28.13N,79.09E
1862-02-01,,,Amroha,India,28.13N,79.09E
1862-03-01,,,Amroha,India,28.13N,79.09E
1862-04-01,,,Amroha,India,28.13N,79.09E
1862-05-01,,,Amroha,India,28.13N,79.09E
1862-06-01,,,Amroha,India,28.13N,79.09E
1862-07-01,,,Amroha,India,28.13N,79.09E
1862-08-01,,,Amroha,India,28.13N,79.09E
1862-09-01,,,Amroha,India,28.13N,79.09E
1862-10-01,,,Amroha,India,28.13N,79.09E
1862-11-01,,,Amroha,India,28.13N,79.09E
1862-12-01,,,Amroha,India,28.13N,79.09E
1863-01-01,,,Amroha,India,28.13N,79.09E
1863-02-01,,,Amroha,India,28.13N,79.09E
1863-03-01,,,Amroha,India,28.13N,79.09E
1863-04-01,,,Amroha,India,28.13N,79.09E
1863-05-01,,,Amroha,India,28.13N,79.09E
1863-06-01,,,Amroha,India,28.13N,79.09E
1863-07-01,,,Amroha,India,28.13N,79.09E
1863-08-01,,,Amroha,India,28.13N,79.09E
1863-09-01,,,Amroha,India,28.13N,79.09E
1863-10-01,,,Amroha,India,28.13N,79.09E
1863-11-01,,,Amroha,India,28.13N,79.09E
1863-12-01,,,Amroha,India,28.13N,79.09E
1864-01-01,,,Amroha,India,28.13N,79.09E
1864-02-01,,,Amroha,India,28.13N,79.09E
1864-03-01,,,Amroha,India,28.13N,79.09E
1864-04-01,,,Amroha,India,28.13N,79.09E
1864-05-01,,,Amroha,India,28.13N,79.09E
1864-06-01,,,Amroha,India,28.13N,79.09E
1864-07-01,,,Amroha,India,28.13N,79.09E
1864-08-01,,,Amroha,India,28.13N,79.09E
1864-09-01,,,Amroha,India,28.13N,79.09E
1864-10-01,,,Amroha,India,28.13N,79.09E
1864-11-01,,,Amroha,India,28.13N,79.09E
1864-12-01,,,Amroha,India,28.13N,79.09E
1865-01-01,,,Amroha,India,28.13N,79.09E
1865-02-01,,,Amroha,India,28.13N,79.09E
1865-03-01,,,Amroha,India,28.13N,79.09E
1865-04-01,,,Amroha,India,28.13N,79.09E
1865-05-01,,,Amroha,India,28.13N,79.09E
1865-06-01,,,Amroha,India,28.13N,79.09E
1865-07-01,,,Amroha,India,28.13N,79.09E
1865-08-01,,,Amroha,India,28.13N,79.09E
1865-09-01,,,Amroha,India,28.13N,79.09E
1865-10-01,,,Amroha,India,28.13N,79.09E
1865-11-01,,,Amroha,India,28.13N,79.09E
1865-12-01,,,Amroha,India,28.13N,79.09E
1866-01-01,,,Amroha,India,28.13N,79.09E
1866-02-01,,,Amroha,India,28.13N,79.09E
1866-03-01,,,Amroha,India,28.13N,79.09E
1866-04-01,,,Amroha,India,28.13N,79.09E
1866-05-01,,,Amroha,India,28.13N,79.09E
1866-06-01,,,Amroha,India,28.13N,79.09E
1866-07-01,,,Amroha,India,28.13N,79.09E
1866-08-01,,,Amroha,India,28.13N,79.09E
1866-09-01,,,Amroha,India,28.13N,79.09E
1866-10-01,,,Amroha,India,28.13N,79.09E
1866-11-01,,,Amroha,India,28.13N,79.09E
1866-12-01,,,Amroha,India,28.13N,79.09E
1867-01-01,,,Amroha,India,28.13N,79.09E
1867-02-01,,,Amroha,India,28.13N,79.09E
1867-03-01,,,Amroha,India,28.13N,79.09E
1867-04-01,,,Amroha,India,28.13N,79.09E
1867-05-01,,,Amroha,India,28.13N,79.09E
1867-06-01,,,Amroha,India,28.13N,79.09E
1867-07-01,,,Amroha,India,28.13N,79.09E
1867-08-01,,,Amroha,India,28.13N,79.09E
1867-09-01,,,Amroha,India,28.13N,79.09E
1867-10-01,,,Amroha,India,28.13N,79.09E
1867-11-01,,,Amroha,India,28.13N,79.09E
1867-12-01,,,Amroha,India,28.13N,79.09E
1868-01-01,,,Amroha,India,28.13N,79.09E
1868-02-01,,,Amroha,India,28.13N,79.09E
1868-03-01,,,Amroha,India,28.13N,79.09E
1868-04-01,,,Amroha,India,28.13N,79.09E
1868-05-01,,,Amroha,India,28.13N,79.09E
1868-06-01,,,Amroha,India,28.13N,79.09E
1868-07-01,,,Amroha,India,28.13N,79.09E
1868-08-01,,,Amroha,India,28.13N,79.09E
1868-09-01,,,Amroha,India,28.13N,79.09E
1868-10-01,,,Amroha,India,28.13N,79.09E
1868-11-01,,,Amroha,India,28.13N,79.09E
1868-12-01,,,Amroha,India,28.13N,79.09E
1869-01-01,,,Amroha,India,28.13N,79.09E
1869-02-01,,,Amroha,India,28.13N,79.09E
1869-03-01,,,Amroha,India,28.13N,79.09E
1869-04-01,,,Amroha,India,28.13N,79.09E
1869-05-01,,,Amroha,India,28.13N,79.09E
1869-06-01,,,Amroha,India,28.13N,79.09E
1869-07-01,,,Amroha,India,28.13N,79.09E
1869-08-01,,,Amroha,India,28.13N,79.09E
1869-09-01,,,Amroha,India,28.13N,79.09E
1869-10-01,,,Amroha,India,28.13N,79.09E
1869-11-01,,,Amroha,India,28.13N,79.09E
1869-12-01,,,Amroha,India,28.13N,79.09E
1870-01-01,14.174000000000001,1.6380000000000001,Amroha,India,28.13N,79.09E
1870-02-01,16.891,2.0,Amroha,India,28.13N,79.09E
1870-03-01,22.656999999999996,1.854,Amroha,India,28.13N,79.09E
1870-04-01,28.877,1.808,Amroha,India,28.13N,79.09E
1870-05-01,33.26199999999999,1.712,Amroha,India,28.13N,79.09E
1870-06-01,32.604,1.794,Amroha,India,28.13N,79.09E
1870-07-01,30.086,1.495,Amroha,India,28.13N,79.09E
1870-08-01,28.546,1.148,Amroha,India,28.13N,79.09E
1870-09-01,28.21,1.23,Amroha,India,28.13N,79.09E
1870-10-01,25.163,1.538,Amroha,India,28.13N,79.09E
1870-11-01,19.730999999999998,1.755,Amroha,India,28.13N,79.09E
1870-12-01,14.161,1.411,Amroha,India,28.13N,79.09E
1871-01-01,13.863,1.69,Amroha,India,28.13N,79.09E
1871-02-01,17.034000000000002,2.168,Amroha,India,28.13N,79.09E
1871-03-01,22.352,2.029,Amroha,India,28.13N,79.09E
1871-04-01,28.83,1.7380000000000002,Amroha,India,28.13N,79.09E
1871-05-01,32.596999999999994,1.7730000000000001,Amroha,India,28.13N,79.09E
1871-06-01,32.696999999999996,1.9369999999999998,Amroha,India,28.13N,79.09E
1871-07-01,29.983,1.462,Amroha,India,28.13N,79.09E
1871-08-01,29.078000000000003,1.1420000000000001,Amroha,India,28.13N,79.09E
1871-09-01,28.459,1.33,Amroha,India,28.13N,79.09E
1871-10-01,25.419,1.383,Amroha,India,28.13N,79.09E
1871-11-01,19.327,1.423,Amroha,India,28.13N,79.09E
1871-12-01,14.989,1.421,Amroha,India,28.13N,79.09E
1872-01-01,14.216,1.9909999999999999,Amroha,India,28.13N,79.09E
1872-02-01,16.706999999999994,1.774,Amroha,India,28.13N,79.09E
1872-03-01,23.314,2.049,Amroha,India,28.13N,79.09E
1872-04-01,28.433000000000003,1.8619999999999999,Amroha,India,28.13N,79.09E
1872-05-01,32.61,1.618,Amroha,India,28.13N,79.09E
1872-06-01,32.441,1.704,Amroha,India,28.13N,79.09E
1872-07-01,30.101000000000006,1.469,Amroha,India,28.13N,79.09E
1872-08-01,28.843000000000004,1.4469999999999998,Amroha,India,28.13N,79.09E
1872-09-01,28.261,1.186,Amroha,India,28.13N,79.09E
1872-10-01,25.48,1.393,Amroha,India,28.13N,79.09E
1872-11-01,19.595,1.406,Amroha,India,28.13N,79.09E
1872-12-01,15.134,1.849,Amroha,India,28.13N,79.09E
1873-01-01,14.044,1.62,Amroha,India,28.13N,79.09E
1873-02-01,17.508999999999997,1.735,Amroha,India,28.13N,79.09E
1873-03-01,22.376,1.8090000000000002,Amroha,India,28.13N,79.09E
1873-04-01,28.375999999999998,1.774,Amroha,India,28.13N,79.09E
1873-05-01,33.05,1.807,Amroha,India,28.13N,79.09E
1873-06-01,32.567,1.6969999999999998,Amroha,India,28.13N,79.09E
1873-07-01,30.47,1.618,Amroha,India,28.13N,79.09E
1873-08-01,29.065,1.158,Amroha,India,28.13N,79.09E
1873-09-01,28.2,1.3430000000000002,Amroha,India,28.13N,79.09E
1873-10-01,25.316999999999997,1.4509999999999998,Amroha,India,28.13N,79.09E
1873-11-01,19.905,1.421,Amroha,India,28.13N,79.09E
1873-12-01,15.569,1.442,Amroha,India,28.13N,79.09E
1874-01-01,14.04,1.9069999999999998,Amroha,India,28.13N,79.09E
1874-02-01,17.145,1.768,Amroha,India,28.13N,79.09E
1874-03-01,21.65,1.954,Amroha,India,28.13N,79.09E
1874-04-01,28.982,1.7209999999999999,Amroha,India,28.13N,79.09E
1874-05-01,,,Amroha,India,28.13N,79.09E
1874-06-01,32.534,1.787,Amroha,India,28.13N,79.09E
1874-07-01,30.156999999999996,1.454,Amroha,India,28.13N,79.09E
1874-08-01,29.147,1.226,Amroha,India,28.13N,79.09E
1874-09-01,28.296999999999997,1.219,Amroha,India,28.13N,79.09E
1874-10-01,25.771,1.53,Amroha,India,28.13N,79.09E
1874-11-01,20.279,1.504,Amroha,India,28.13N,79.09E
1874-12-01,14.834000000000001,1.7519999999999998,Amroha,India,28.13N,79.09E
1875-01-01,14.251,0.815,Amroha,India,28.13N,79.09E
1875-02-01,16.840999999999998,1.013,Amroha,India,28.13N,79.09E
1875-03-01,24.987,0.767,Amroha,India,28.13N,79.09E
1875-04-01,30.468000000000004,1.03,Amroha,India,28.13N,79.09E
1875-05-01,32.193000000000005,1.198,Amroha,India,28.13N,79.09E
1875-06-01,33.506,1.256,Amroha,India,28.13N,79.09E
1875-07-01,30.345,0.899,Amroha,India,28.13N,79.09E
1875-08-01,28.725,0.348,Amroha,India,28.13N,79.09E
1875-09-01,28.526,0.504,Amroha,India,28.13N,79.09E
1875-10-01,24.252,0.6940000000000001,Amroha,India,28.13N,79.09E
1875-11-01,20.152,0.513,Amroha,India,28.13N,79.09E
1875-12-01,16.475,0.441,Amroha,India,28.13N,79.09E
1876-01-01,15.187000000000001,1.0270000000000001,Amroha,India,28.13N,79.09E
1876-02-01,17.718999999999994,0.608,Amroha,India,28.13N,79.09E
1876-03-01,22.721,1.655,Amroha,India,28.13N,79.09E
1876-04-01,28.266,0.885,Amroha,India,28.13N,79.09E
1876-05-01,33.014,1.264,Amroha,India,28.13N,79.09E
1876-06-01,34.903,1.364,Amroha,India,28.13N,79.09E
1876-07-01,30.386000000000006,0.882,Amroha,India,28.13N,79.09E
1876-08-01,29.006,0.639,Amroha,India,28.13N,79.09E
1876-09-01,28.04,0.777,Amroha,India,28.13N,79.09E
1876-10-01,23.769000000000002,1.168,Amroha,India,28.13N,79.09E
1876-11-01,19.124,0.971,Amroha,India,28.13N,79.09E
1876-12-01,14.742,1.32,Amroha,India,28.13N,79.09E
1877-01-01,14.745999999999999,1.67,Amroha,India,28.13N,79.09E
1877-02-01,14.558999999999996,1.3969999999999998,Amroha,India,28.13N,79.09E
1877-03-01,22.123,0.679,Amroha,India,28.13N,79.09E
1877-04-01,26.59,1.208,Amroha,India,28.13N,79.09E
1877-05-01,31.321,0.856,Amroha,India,28.13N,79.09E
1877-06-01,33.471000000000004,1.844,Amroha,India,28.13N,79.09E
1877-07-01,31.753,0.735,Amroha,India,28.13N,79.09E
1877-08-01,30.726,1.8090000000000002,Amroha,India,28.13N,79.09E
1877-09-01,29.615,1.2830000000000001,Amroha,India,28.13N,79.09E
1877-10-01,25.163,0.833,Amroha,India,28.13N,79.09E
1877-11-01,21.935,1.01,Amroha,India,28.13N,79.09E
1877-12-01,15.599,2.001,Amroha,India,28.13N,79.09E
1878-01-01,12.991,1.3130000000000002,Amroha,India,28.13N,79.09E
1878-02-01,17.709999999999994,1.0590000000000002,Amroha,India,28.13N,79.09E
1878-03-01,23.554000000000002,0.66,Amroha,India,28.13N,79.09E
1878-04-01,28.09,0.6809999999999999,Amroha,India,28.13N,79.09E
1878-05-01,29.43,0.35600000000000004,Amroha,India,28.13N,79.09E
1878-06-01,34.729,1.048,Amroha,India,28.13N,79.09E
1878-07-01,31.000999999999998,1.209,Amroha,India,28.13N,79.09E
1878-08-01,29.526,0.8759999999999999,Amroha,India,28.13N,79.09E
1878-09-01,29.055,0.7040000000000001,Amroha,India,28.13N,79.09E
1878-10-01,26.506,0.774,Amroha,India,28.13N,79.09E
1878-11-01,20.205,0.845,Amroha,India,28.13N,79.09E
1878-12-01,14.885,1.12,Amroha,India,28.13N,79.09E
1879-01-01,14.765999999999998,0.836,Amroha,India,28.13N,79.09E
1879-02-01,17.811999999999994,0.8740000000000001,Amroha,India,28.13N,79.09E
1879-03-01,23.87,1.5030000000000001,Amroha,India,28.13N,79.09E
1879-04-01,30.185,1.1179999999999999,Amroha,India,28.13N,79.09E
1879-05-01,34.379,1.023,Amroha,India,28.13N,79.09E
1879-06-01,32.283,0.856,Amroha,India,28.13N,79.09E
1879-07-01,28.845,1.38,Amroha,India,28.13N,79.09E
1879-08-01,28.061,1.025,Amroha,India,28.13N,79.09E
1879-09-01,27.974,0.755,Amroha,India,28.13N,79.09E
1879-10-01,24.566999999999997,0.787,Amroha,India,28.13N,79.09E
1879-11-01,17.811,0.616,Amroha,India,28.13N,79.09E
1879-12-01,13.815999999999999,0.99,Amroha,India,28.13N,79.09E
1880-01-01,14.739,1.133,Amroha,India,28.13N,79.09E
1880-02-01,15.957,0.8809999999999999,Amroha,India,28.13N,79.09E
1880-03-01,25.449,1.163,Amroha,India,28.13N,79.09E
1880-04-01,30.613000000000003,1.1179999999999999,Amroha,India,28.13N,79.09E
1880-05-01,32.01499999999999,1.3259999999999998,Amroha,India,28.13N,79.09E
1880-06-01,33.813,1.133,Amroha,India,28.13N,79.09E
1880-07-01,28.956999999999997,0.5670000000000001,Amroha,India,28.13N,79.09E
1880-08-01,29.791,0.7020000000000001,Amroha,India,28.13N,79.09E
1880-09-01,28.451999999999998,0.698,Amroha,India,28.13N,79.09E
1880-10-01,25.834,0.737,Amroha,India,28.13N,79.09E
1880-11-01,19.338,1.7719999999999998,Amroha,India,28.13N,79.09E
1880-12-01,14.56,0.721,Amroha,India,28.13N,79.09E
1881-01-01,14.205,0.85,Amroha,India,28.13N,79.09E
1881-02-01,19.068,0.7090000000000001,Amroha,India,28.13N,79.09E
1881-03-01,21.419,0.654,Amroha,India,28.13N,79.09E
1881-04-01,29.22,0.552,Amroha,India,28.13N,79.09E
1881-05-01,32.367,0.433,Amroha,India,28.13N,79.09E
1881-06-01,31.912,1.102,Amroha,India,28.13N,79.09E
1881-07-01,29.798,0.496,Amroha,India,28.13N,79.09E
1881-08-01,28.645,0.467,Amroha,India,28.13N,79.09E
1881-09-01,28.865,0.603,Amroha,India,28.13N,79.09E
1881-10-01,25.65,0.37,Amroha,India,28.13N,79.09E
1881-11-01,18.927,0.603,Amroha,India,28.13N,79.09E
1881-12-01,15.549,0.8009999999999999,Amroha,India,28.13N,79.09E
1882-01-01,15.444,0.973,Amroha,India,28.13N,79.09E
1882-02-01,16.375999999999998,0.608,Amroha,India,28.13N,79.09E
1882-03-01,24.384,0.48,Amroha,India,28.13N,79.09E
1882-04-01,28.754,0.743,Amroha,India,28.13N,79.09E
1882-05-01,30.847999999999995,1.077,Amroha,India,28.13N,79.09E
1882-06-01,31.43,0.46799999999999997,Amroha,India,28.13N,79.09E
1882-07-01,28.730999999999998,0.7340000000000001,Amroha,India,28.13N,79.09E
1882-08-01,28.889,0.534,Amroha,India,28.13N,79.09E
1882-09-01,28.494,0.326,Amroha,India,28.13N,79.09E
1882-10-01,25.636,0.20199999999999999,Amroha,India,28.13N,79.09E
1882-11-01,19.075000000000006,0.753,Amroha,India,28.13N,79.09E
1882-12-01,16.080000000000002,0.9540000000000001,Amroha,India,28.13N,79.09E
1883-01-01,14.581,0.451,Amroha,India,28.13N,79.09E
1883-02-01,15.343999999999998,1.12,Amroha,India,28.13N,79.09E
1883-03-01,22.111,0.9179999999999999,Amroha,India,28.13N,79.09E
1883-04-01,29.756,0.5489999999999999,Amroha,India,28.13N,79.09E
1883-05-01,32.285,0.685,Amroha,India,28.13N,79.09E
1883-06-01,32.775,0.805,Amroha,India,28.13N,79.09E
1883-07-01,29.595,0.633,Amroha,India,28.13N,79.09E
1883-08-01,30.598000000000003,0.439,Amroha,India,28.13N,79.09E
1883-09-01,29.02,0.40299999999999997,Amroha,India,28.13N,79.09E
1883-10-01,25.118000000000002,0.502,Amroha,India,28.13N,79.09E
1883-11-01,18.86,0.474,Amroha,India,28.13N,79.09E
1883-12-01,14.024,0.665,Amroha,India,28.13N,79.09E
1884-01-01,15.565,0.551,Amroha,India,28.13N,79.09E
1884-02-01,16.520999999999994,1.117,Amroha,India,28.13N,79.09E
1884-03-01,24.333000000000002,0.762,Amroha,India,28.13N,79.09E
1884-04-01,29.25,1.4269999999999998,Amroha,India,28.13N,79.09E
1884-05-01,32.931,0.915,Amroha,India,28.13N,79.09E
1884-06-01,32.414,0.66,Amroha,India,28.13N,79.09E
1884-07-01,30.081999999999997,0.331,Amroha,India,28.13N,79.09E
1884-08-01,28.232,0.32299999999999995,Amroha,India,28.13N,79.09E
1884-09-01,27.581999999999997,0.889,Amroha,India,28.13N,79.09E
1884-10-01,23.321,0.6890000000000001,Amroha,India,28.13N,79.09E
1884-11-01,17.871000000000006,0.606,Amroha,India,28.13N,79.09E
1884-12-01,14.547,0.772,Amroha,India,28.13N,79.09E
1885-01-01,14.455,0.7609999999999999,Amroha,India,28.13N,79.09E
1885-02-01,14.707999999999998,0.9570000000000001,Amroha,India,28.13N,79.09E
1885-03-01,23.156999999999996,0.98,Amroha,India,28.13N,79.09E
1885-04-01,27.805,0.384,Amroha,India,28.13N,79.09E
