9999999999,0.47100000000000003,Hangu,China,39.38N,118.61E
1932-01-01,2.459,0.397,Hanover,Germany,52.24N,10.51E
1932-02-01,-0.991,0.545,Hanover,Germany,52.24N,10.51E
1932-03-01,1.0959999999999999,0.304,Hanover,Germany,52.24N,10.51E
1932-04-01,7.098999999999998,0.27699999999999997,Hanover,Germany,52.24N,10.51E
1932-05-01,13.062000000000001,0.253,Hanover,Germany,52.24N,10.51E
1932-06-01,14.6,0.29,Hanover,Germany,52.24N,10.51E
1932-07-01,18.652,0.474,Hanover,Germany,52.24N,10.51E
1932-08-01,19.179000000000002,0.35700000000000004,Hanover,Germany,52.24N,10.51E
1932-09-01,15.003,0.28600000000000003,Hanover,Germany,52.24N,10.51E
1932-10-01,8.846,0.345,Hanover,Germany,52.24N,10.51E
1932-11-01,4.6739999999999995,0.218,Hanover,Germany,52.24N,10.51E
1932-12-01,1.577,0.32799999999999996,Hanover,Germany,52.24N,10.51E
1933-01-01,-2.0700000000000003,0.385,Hanover,Germany,52.24N,10.51E
1933-02-01,0.528,0.217,Hanover,Germany,52.24N,10.51E
1933-03-01,5.7349999999999985,0.292,Hanover,Germany,52.24N,10.51E
1933-04-01,6.7639999999999985,0.298,Hanover,Germany,52.24N,10.51E
1933-05-01,12.0,0.17600000000000002,Hanover,Germany,52.24N,10.51E
1933-06-01,15.029000000000002,0.361,Hanover,Germany,52.24N,10.51E
1933-07-01,18.439,0.348,Hanover,Germany,52.24N,10.51E
1933-08-01,17.366,0.255,Hanover,Germany,52.24N,10.51E
1933-09-01,14.11,0.276,Hanover,Germany,52.24N,10.51E
1933-10-01,9.226,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1933-11-01,3.0840000000000005,0.282,Hanover,Germany,52.24N,10.51E
1933-12-01,-3.2689999999999997,0.644,Hanover,Germany,52.24N,10.51E
1934-01-01,1.226,0.34600000000000003,Hanover,Germany,52.24N,10.51E
1934-02-01,2.2230000000000003,0.532,Hanover,Germany,52.24N,10.51E
1934-03-01,4.617,0.444,Hanover,Germany,52.24N,10.51E
1934-04-01,10.482000000000001,0.324,Hanover,Germany,52.24N,10.51E
1934-05-01,13.408,0.18600000000000003,Hanover,Germany,52.24N,10.51E
1934-06-01,16.689,0.225,Hanover,Germany,52.24N,10.51E
1934-07-01,18.459,0.28600000000000003,Hanover,Germany,52.24N,10.51E
1934-08-01,17.116,0.193,Hanover,Germany,52.24N,10.51E
1934-09-01,16.315,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1934-10-01,10.335,0.27699999999999997,Hanover,Germany,52.24N,10.51E
1934-11-01,4.902,0.389,Hanover,Germany,52.24N,10.51E
1934-12-01,5.1370000000000005,0.221,Hanover,Germany,52.24N,10.51E
1935-01-01,0.303,0.243,Hanover,Germany,52.24N,10.51E
1935-02-01,2.662,0.35200000000000004,Hanover,Germany,52.24N,10.51E
1935-03-01,3.111,0.516,Hanover,Germany,52.24N,10.51E
1935-04-01,7.672999999999999,0.215,Hanover,Germany,52.24N,10.51E
1935-05-01,10.345,0.505,Hanover,Germany,52.24N,10.51E
1935-06-01,17.305,0.414,Hanover,Germany,52.24N,10.51E
1935-07-01,17.72,0.42200000000000004,Hanover,Germany,52.24N,10.51E
1935-08-01,16.889,0.483,Hanover,Germany,52.24N,10.51E
1935-09-01,14.204,0.249,Hanover,Germany,52.24N,10.51E
1935-10-01,9.044,0.32299999999999995,Hanover,Germany,52.24N,10.51E
1935-11-01,5.946000000000001,0.254,Hanover,Germany,52.24N,10.51E
1935-12-01,1.233,0.34600000000000003,Hanover,Germany,52.24N,10.51E
1936-01-01,3.469,0.657,Hanover,Germany,52.24N,10.51E
1936-02-01,0.405,0.369,Hanover,Germany,52.24N,10.51E
1936-03-01,4.928,0.205,Hanover,Germany,52.24N,10.51E
1936-04-01,6.0360000000000005,0.34299999999999997,Hanover,Germany,52.24N,10.51E
1936-05-01,12.61,0.384,Hanover,Germany,52.24N,10.51E
1936-06-01,16.718,0.204,Hanover,Germany,52.24N,10.51E
1936-07-01,17.474999999999998,0.183,Hanover,Germany,52.24N,10.51E
1936-08-01,16.904,0.2,Hanover,Germany,52.24N,10.51E
1936-09-01,13.515999999999998,0.172,Hanover,Germany,52.24N,10.51E
1936-10-01,6.766000000000001,0.28800000000000003,Hanover,Germany,52.24N,10.51E
1936-11-01,4.415,0.268,Hanover,Germany,52.24N,10.51E
1936-12-01,2.374,0.273,Hanover,Germany,52.24N,10.51E
1937-01-01,-1.1,0.261,Hanover,Germany,52.24N,10.51E
1937-02-01,2.314,0.436,Hanover,Germany,52.24N,10.51E
1937-03-01,2.89,0.332,Hanover,Germany,52.24N,10.51E
1937-04-01,8.474,0.213,Hanover,Germany,52.24N,10.51E
1937-05-01,15.22,0.273,Hanover,Germany,52.24N,10.51E
1937-06-01,16.645,0.345,Hanover,Germany,52.24N,10.51E
1937-07-01,17.371,0.168,Hanover,Germany,52.24N,10.51E
1937-08-01,17.826999999999995,0.21600000000000003,Hanover,Germany,52.24N,10.51E
1937-09-01,14.243,0.215,Hanover,Germany,52.24N,10.51E
1937-10-01,10.249,0.26,Hanover,Germany,52.24N,10.51E
1937-11-01,3.718,0.314,Hanover,Germany,52.24N,10.51E
1937-12-01,-0.0950000000000002,0.332,Hanover,Germany,52.24N,10.51E
1938-01-01,2.111,0.426,Hanover,Germany,52.24N,10.51E
1938-02-01,1.702,0.17300000000000001,Hanover,Germany,52.24N,10.51E
1938-03-01,7.846,0.298,Hanover,Germany,52.24N,10.51E
1938-04-01,5.726,0.5589999999999999,Hanover,Germany,52.24N,10.51E
1938-05-01,11.5,0.45899999999999996,Hanover,Germany,52.24N,10.51E
1938-06-01,16.201,0.298,Hanover,Germany,52.24N,10.51E
1938-07-01,17.293,0.327,Hanover,Germany,52.24N,10.51E
1938-08-01,19.186,0.39399999999999996,Hanover,Germany,52.24N,10.51E
1938-09-01,15.039000000000001,0.243,Hanover,Germany,52.24N,10.51E
1938-10-01,9.096,0.39299999999999996,Hanover,Germany,52.24N,10.51E
1938-11-01,7.8130000000000015,0.39399999999999996,Hanover,Germany,52.24N,10.51E
1938-12-01,-1.415,0.387,Hanover,Germany,52.24N,10.51E
1939-01-01,2.983,0.444,Hanover,Germany,52.24N,10.51E
1939-02-01,2.6510000000000002,0.215,Hanover,Germany,52.24N,10.51E
1939-03-01,2.569,0.34600000000000003,Hanover,Germany,52.24N,10.51E
1939-04-01,8.76,0.152,Hanover,Germany,52.24N,10.51E
1939-05-01,11.029000000000002,0.43,Hanover,Germany,52.24N,10.51E
1939-06-01,17.019000000000002,0.308,Hanover,Germany,52.24N,10.51E
1939-07-01,17.901,0.44799999999999995,Hanover,Germany,52.24N,10.51E
1939-08-01,18.625,0.47,Hanover,Germany,52.24N,10.51E
1939-09-01,14.363,0.19,Hanover,Germany,52.24N,10.51E
1939-10-01,6.266000000000001,0.24600000000000002,Hanover,Germany,52.24N,10.51E
1939-11-01,5.69,0.217,Hanover,Germany,52.24N,10.51E
1939-12-01,-1.0540000000000005,0.33799999999999997,Hanover,Germany,52.24N,10.51E
1940-01-01,-9.392000000000001,0.596,Hanover,Germany,52.24N,10.51E
1940-02-01,-5.5779999999999985,0.534,Hanover,Germany,52.24N,10.51E
1940-03-01,2.957,0.314,Hanover,Germany,52.24N,10.51E
1940-04-01,8.044,0.33799999999999997,Hanover,Germany,52.24N,10.51E
1940-05-01,12.496,0.231,Hanover,Germany,52.24N,10.51E
1940-06-01,16.937,0.278,Hanover,Germany,52.24N,10.51E
1940-07-01,16.432000000000002,0.297,Hanover,Germany,52.24N,10.51E
1940-08-01,14.875,0.397,Hanover,Germany,52.24N,10.51E
1940-09-01,12.493,0.342,Hanover,Germany,52.24N,10.51E
1940-10-01,7.455000000000001,0.318,Hanover,Germany,52.24N,10.51E
1940-11-01,5.8900000000000015,0.32,Hanover,Germany,52.24N,10.51E
1940-12-01,-1.983,0.122,Hanover,Germany,52.24N,10.51E
1941-01-01,-5.6339999999999995,0.361,Hanover,Germany,52.24N,10.51E
1941-02-01,-0.39899999999999997,0.22899999999999998,Hanover,Germany,52.24N,10.51E
1941-03-01,3.1060000000000003,0.301,Hanover,Germany,52.24N,10.51E
1941-04-01,5.362,0.29,Hanover,Germany,52.24N,10.51E
1941-05-01,9.512,0.282,Hanover,Germany,52.24N,10.51E
1941-06-01,16.452,0.37200000000000005,Hanover,Germany,52.24N,10.51E
1941-07-01,18.915,0.218,Hanover,Germany,52.24N,10.51E
1941-08-01,15.25,0.28800000000000003,Hanover,Germany,52.24N,10.51E
1941-09-01,12.761,0.258,Hanover,Germany,52.24N,10.51E
1941-10-01,8.252,0.278,Hanover,Germany,52.24N,10.51E
1941-11-01,2.3880000000000003,0.23600000000000002,Hanover,Germany,52.24N,10.51E
1941-12-01,2.339,0.22399999999999998,Hanover,Germany,52.24N,10.51E
1942-01-01,-7.837999999999999,0.371,Hanover,Germany,52.24N,10.51E
1942-02-01,-5.5939999999999985,0.185,Hanover,Germany,52.24N,10.51E
1942-03-01,0.3740000000000001,0.289,Hanover,Germany,52.24N,10.51E
1942-04-01,7.276999999999999,0.406,Hanover,Germany,52.24N,10.51E
1942-05-01,12.044,0.28300000000000003,Hanover,Germany,52.24N,10.51E
1942-06-01,13.793,0.245,Hanover,Germany,52.24N,10.51E
1942-07-01,15.887,0.307,Hanover,Germany,52.24N,10.51E
1942-08-01,18.464000000000002,0.36200000000000004,Hanover,Germany,52.24N,10.51E
1942-09-01,15.415999999999999,0.289,Hanover,Germany,52.24N,10.51E
1942-10-01,11.105,0.204,Hanover,Germany,52.24N,10.51E
1942-11-01,4.269,0.271,Hanover,Germany,52.24N,10.51E
1942-12-01,3.0639999999999996,0.26899999999999996,Hanover,Germany,52.24N,10.51E
1943-01-01,0.085,0.409,Hanover,Germany,52.24N,10.51E
1943-02-01,3.622,0.46799999999999997,Hanover,Germany,52.24N,10.51E
1943-03-01,5.82,0.341,Hanover,Germany,52.24N,10.51E
1943-04-01,9.512,0.28300000000000003,Hanover,Germany,52.24N,10.51E
1943-05-01,12.536,0.355,Hanover,Germany,52.24N,10.51E
1943-06-01,14.748,0.272,Hanover,Germany,52.24N,10.51E
1943-07-01,17.919,0.379,Hanover,Germany,52.24N,10.51E
1943-08-01,18.483,0.462,Hanover,Germany,52.24N,10.51E
1943-09-01,14.128,0.49700000000000005,Hanover,Germany,52.24N,10.51E
1943-10-01,9.958,0.409,Hanover,Germany,52.24N,10.51E
1943-11-01,3.2030000000000003,0.249,Hanover,Germany,52.24N,10.51E
1943-12-01,0.6099999999999999,0.196,Hanover,Germany,52.24N,10.51E
1944-01-01,3.824,0.29,Hanover,Germany,52.24N,10.51E
1944-02-01,-0.07499999999999996,0.185,Hanover,Germany,52.24N,10.51E
1944-03-01,1.6119999999999999,0.248,Hanover,Germany,52.24N,10.51E
1944-04-01,8.564,0.22699999999999998,Hanover,Germany,52.24N,10.51E
1944-05-01,11.563,0.261,Hanover,Germany,52.24N,10.51E
1944-06-01,14.384,0.18,Hanover,Germany,52.24N,10.51E
1944-07-01,17.903,0.223,Hanover,Germany,52.24N,10.51E
1944-08-01,20.136,0.42700000000000005,Hanover,Germany,52.24N,10.51E
1944-09-01,13.564,0.415,Hanover,Germany,52.24N,10.51E
1944-10-01,9.041,0.218,Hanover,Germany,52.24N,10.51E
1944-11-01,4.926,0.251,Hanover,Germany,52.24N,10.51E
1944-12-01,0.31499999999999995,0.247,Hanover,Germany,52.24N,10.51E
1945-01-01,-3.2889999999999997,0.426,Hanover,Germany,52.24N,10.51E
1945-02-01,4.238,0.299,Hanover,Germany,52.24N,10.51E
1945-03-01,6.4350000000000005,0.166,Hanover,Germany,52.24N,10.51E
1945-04-01,8.67,0.183,Hanover,Germany,52.24N,10.51E
1945-05-01,13.602,0.35200000000000004,Hanover,Germany,52.24N,10.51E
1945-06-01,16.317999999999998,0.259,Hanover,Germany,52.24N,10.51E
1945-07-01,17.919,0.281,Hanover,Germany,52.24N,10.51E
1945-08-01,16.631999999999998,0.267,Hanover,Germany,52.24N,10.51E
1945-09-01,14.065,0.22399999999999998,Hanover,Germany,52.24N,10.51E
1945-10-01,10.184,0.153,Hanover,Germany,52.24N,10.51E
1945-11-01,4.215,0.128,Hanover,Germany,52.24N,10.51E
1945-12-01,1.909,0.299,Hanover,Germany,52.24N,10.51E
1946-01-01,-1.159,0.28,Hanover,Germany,52.24N,10.51E
1946-02-01,2.728,0.261,Hanover,Germany,52.24N,10.51E
1946-03-01,3.4139999999999997,0.174,Hanover,Germany,52.24N,10.51E
1946-04-01,9.977,0.16699999999999998,Hanover,Germany,52.24N,10.51E
1946-05-01,14.014000000000001,0.289,Hanover,Germany,52.24N,10.51E
1946-06-01,14.927999999999999,0.182,Hanover,Germany,52.24N,10.51E
1946-07-01,18.679000000000002,0.271,Hanover,Germany,52.24N,10.51E
1946-08-01,16.64,0.305,Hanover,Germany,52.24N,10.51E
1946-09-01,14.617,0.276,Hanover,Germany,52.24N,10.51E
1946-10-01,7.291,0.124,Hanover,Germany,52.24N,10.51E
1946-11-01,4.658,0.309,Hanover,Germany,52.24N,10.51E
1946-12-01,-1.9,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1947-01-01,-4.6000000000000005,0.22699999999999998,Hanover,Germany,52.24N,10.51E
1947-02-01,-7.723999999999998,0.722,Hanover,Germany,52.24N,10.51E
1947-03-01,1.858,0.47100000000000003,Hanover,Germany,52.24N,10.51E
1947-04-01,9.145,0.192,Hanover,Germany,52.24N,10.51E
1947-05-01,14.468,0.38,Hanover,Germany,52.24N,10.51E
1947-06-01,17.804000000000006,0.444,Hanover,Germany,52.24N,10.51E
1947-07-01,18.621,0.518,Hanover,Germany,52.24N,10.51E
1947-08-01,18.561,0.546,Hanover,Germany,52.24N,10.51E
1947-09-01,17.293,0.384,Hanover,Germany,52.24N,10.51E
1947-10-01,8.103000000000002,0.44,Hanover,Germany,52.24N,10.51E
1947-11-01,5.513999999999999,0.327,Hanover,Germany,52.24N,10.51E
1947-12-01,2.025,0.39799999999999996,Hanover,Germany,52.24N,10.51E
1948-01-01,3.008,0.354,Hanover,Germany,52.24N,10.51E
1948-02-01,0.777,0.22,Hanover,Germany,52.24N,10.51E
1948-03-01,5.7200000000000015,0.354,Hanover,Germany,52.24N,10.51E
1948-04-01,10.265999999999998,0.163,Hanover,Germany,52.24N,10.51E
1948-05-01,13.446,0.258,Hanover,Germany,52.24N,10.51E
1948-06-01,15.936,0.21,Hanover,Germany,52.24N,10.51E
1948-07-01,16.68,0.22699999999999998,Hanover,Germany,52.24N,10.51E
1948-08-01,16.95,0.20800000000000002,Hanover,Germany,52.24N,10.51E
1948-09-01,14.682,0.20199999999999999,Hanover,Germany,52.24N,10.51E
1948-10-01,8.972000000000003,0.295,Hanover,Germany,52.24N,10.51E
1948-11-01,4.921,0.302,Hanover,Germany,52.24N,10.51E
1948-12-01,2.236,0.919,Hanover,Germany,52.24N,10.51E
1949-01-01,2.302,0.45899999999999996,Hanover,Germany,52.24N,10.51E
1949-02-01,2.8539999999999996,0.738,Hanover,Germany,52.24N,10.51E
1949-03-01,2.367,0.19899999999999998,Hanover,Germany,52.24N,10.51E
1949-04-01,10.215,0.212,Hanover,Germany,52.24N,10.51E
1949-05-01,12.431,0.17800000000000002,Hanover,Germany,52.24N,10.51E
1949-06-01,13.83,0.196,Hanover,Germany,52.24N,10.51E
1949-07-01,17.291,0.301,Hanover,Germany,52.24N,10.51E
1949-08-01,17.198999999999998,0.185,Hanover,Germany,52.24N,10.51E
1949-09-01,16.968,0.11,Hanover,Germany,52.24N,10.51E
1949-10-01,11.085999999999999,0.282,Hanover,Germany,52.24N,10.51E
1949-11-01,4.3389999999999995,0.217,Hanover,Germany,52.24N,10.51E
1949-12-01,3.562,0.139,Hanover,Germany,52.24N,10.51E
1950-01-01,-0.41,0.289,Hanover,Germany,52.24N,10.51E
1950-02-01,3.467,0.22399999999999998,Hanover,Germany,52.24N,10.51E
1950-03-01,5.26,0.324,Hanover,Germany,52.24N,10.51E
1950-04-01,6.776999999999999,0.172,Hanover,Germany,52.24N,10.51E
1950-05-01,13.743,0.16899999999999998,Hanover,Germany,52.24N,10.51E
1950-06-01,17.344,0.177,Hanover,Germany,52.24N,10.51E
1950-07-01,17.651,0.295,Hanover,Germany,52.24N,10.51E
1950-08-01,18.025,0.138,Hanover,Germany,52.24N,10.51E
1950-09-01,13.252,0.12300000000000001,Hanover,Germany,52.24N,10.51E
1950-10-01,8.177999999999999,0.14800000000000002,Hanover,Germany,52.24N,10.51E
1950-11-01,4.5920000000000005,0.19899999999999998,Hanover,Germany,52.24N,10.51E
1950-12-01,-1.31,0.18,Hanover,Germany,52.24N,10.51E
1951-01-01,1.7109999999999999,0.255,Hanover,Germany,52.24N,10.51E
1951-02-01,2.177,0.3,Hanover,Germany,52.24N,10.51E
1951-03-01,2.323,0.18600000000000003,Hanover,Germany,52.24N,10.51E
1951-04-01,7.3119999999999985,0.23399999999999999,Hanover,Germany,52.24N,10.51E
1951-05-01,11.427,0.124,Hanover,Germany,52.24N,10.51E
1951-06-01,15.624,0.425,Hanover,Germany,52.24N,10.51E
1951-07-01,17.183,0.289,Hanover,Germany,52.24N,10.51E
1951-08-01,17.875999999999994,0.18600000000000003,Hanover,Germany,52.24N,10.51E
1951-09-01,15.163,0.353,Hanover,Germany,52.24N,10.51E
1951-10-01,7.769000000000001,0.214,Hanover,Germany,52.24N,10.51E
1951-11-01,7.039,0.262,Hanover,Germany,52.24N,10.51E
1951-12-01,3.9189999999999996,0.364,Hanover,Germany,52.24N,10.51E
1952-01-01,0.979,0.22699999999999998,Hanover,Germany,52.24N,10.51E
1952-02-01,1.054,0.16699999999999998,Hanover,Germany,52.24N,10.51E
1952-03-01,2.3819999999999997,0.2,Hanover,Germany,52.24N,10.51E
1952-04-01,10.579,0.235,Hanover,Germany,52.24N,10.51E
1952-05-01,12.243,0.183,Hanover,Germany,52.24N,10.51E
1952-06-01,14.898,0.115,Hanover,Germany,52.24N,10.51E
1952-07-01,17.798,0.11199999999999999,Hanover,Germany,52.24N,10.51E
1952-08-01,17.948,0.145,Hanover,Germany,52.24N,10.51E
1952-09-01,11.005999999999998,0.174,Hanover,Germany,52.24N,10.51E
1952-10-01,7.351000000000001,0.27899999999999997,Hanover,Germany,52.24N,10.51E
1952-11-01,1.8600000000000003,0.237,Hanover,Germany,52.24N,10.51E
1952-12-01,-0.08500000000000019,0.11199999999999999,Hanover,Germany,52.24N,10.51E
1953-01-01,0.345,0.215,Hanover,Germany,52.24N,10.51E
1953-02-01,0.616,0.111,Hanover,Germany,52.24N,10.51E
1953-03-01,5.282,0.255,Hanover,Germany,52.24N,10.51E
1953-04-01,9.0,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1953-05-01,13.374,0.249,Hanover,Germany,52.24N,10.51E
1953-06-01,16.830000000000002,0.157,Hanover,Germany,52.24N,10.51E
1953-07-01,17.934,0.19899999999999998,Hanover,Germany,52.24N,10.51E
1953-08-01,16.989,0.193,Hanover,Germany,52.24N,10.51E
1953-09-01,13.780999999999999,0.159,Hanover,Germany,52.24N,10.51E
1953-10-01,11.064,0.278,Hanover,Germany,52.24N,10.51E
1953-11-01,6.104,0.34,Hanover,Germany,52.24N,10.51E
1953-12-01,3.517,0.337,Hanover,Germany,52.24N,10.51E
1954-01-01,-2.636,0.402,Hanover,Germany,52.24N,10.51E
1954-02-01,-3.8649999999999993,0.41,Hanover,Germany,52.24N,10.51E
1954-03-01,4.3870000000000005,0.201,Hanover,Germany,52.24N,10.51E
1954-04-01,5.782,0.201,Hanover,Germany,52.24N,10.51E
1954-05-01,12.818,0.273,Hanover,Germany,52.24N,10.51E
1954-06-01,16.305,0.298,Hanover,Germany,52.24N,10.51E
1954-07-01,14.668,0.15,Hanover,Germany,52.24N,10.51E
1954-08-01,16.398,0.141,Hanover,Germany,52.24N,10.51E
1954-09-01,14.062999999999999,0.21899999999999997,Hanover,Germany,52.24N,10.51E
1954-10-01,10.628,0.252,Hanover,Germany,52.24N,10.51E
1954-11-01,4.705,0.212,Hanover,Germany,52.24N,10.51E
1954-12-01,3.969,0.131,Hanover,Germany,52.24N,10.51E
1955-01-01,-1.31,0.431,Hanover,Germany,52.24N,10.51E
1955-02-01,-2.0460000000000003,0.22899999999999998,Hanover,Germany,52.24N,10.51E
1955-03-01,0.1589999999999998,0.198,Hanover,Germany,52.24N,10.51E
1955-04-01,6.925,0.158,Hanover,Germany,52.24N,10.51E
1955-05-01,10.265999999999998,0.32,Hanover,Germany,52.24N,10.51E
1955-06-01,14.564,0.172,Hanover,Germany,52.24N,10.51E
1955-07-01,17.921,0.217,Hanover,Germany,52.24N,10.51E
1955-08-01,17.662,0.327,Hanover,Germany,52.24N,10.51E
1955-09-01,14.164000000000001,0.172,Hanover,Germany,52.24N,10.51E
1955-10-01,8.732000000000001,0.223,Hanover,Germany,52.24N,10.51E
1955-11-01,4.886,0.385,Hanover,Germany,52.24N,10.51E
1955-12-01,2.972,0.19,Hanover,Germany,52.24N,10.51E
1956-01-01,0.556,0.203,Hanover,Germany,52.24N,10.51E
1956-02-01,-9.273,0.568,Hanover,Germany,52.24N,10.51E
1956-03-01,3.188,0.17300000000000001,Hanover,Germany,52.24N,10.51E
1956-04-01,4.914,0.263,Hanover,Germany,52.24N,10.51E
1956-05-01,12.744000000000002,0.23399999999999999,Hanover,Germany,52.24N,10.51E
1956-06-01,13.625,0.183,Hanover,Germany,52.24N,10.51E
1956-07-01,17.369,0.168,Hanover,Germany,52.24N,10.51E
1956-08-01,14.412,0.298,Hanover,Germany,52.24N,10.51E
1956-09-01,14.004000000000001,0.187,Hanover,Germany,52.24N,10.51E
1956-10-01,8.932,0.25,Hanover,Germany,52.24N,10.51E
1956-11-01,3.2030000000000003,0.252,Hanover,Germany,52.24N,10.51E
1956-12-01,2.984,0.293,Hanover,Germany,52.24N,10.51E
1957-01-01,1.483,0.354,Hanover,Germany,52.24N,10.51E
1957-02-01,4.332,0.251,Hanover,Germany,52.24N,10.51E
1957-03-01,6.506,0.23800000000000002,Hanover,Germany,52.24N,10.51E
1957-04-01,7.452000000000001,0.321,Hanover,Germany,52.24N,10.51E
1957-05-01,9.953,0.222,Hanover,Germany,52.24N,10.51E
1957-06-01,16.865000000000002,0.397,Hanover,Germany,52.24N,10.51E
1957-07-01,18.199,0.44299999999999995,Hanover,Germany,52.24N,10.51E
1957-08-01,15.661,0.6609999999999999,Hanover,Germany,52.24N,10.51E
1957-09-01,12.125,0.46799999999999997,Hanover,Germany,52.24N,10.51E
1957-10-01,9.936,0.382,Hanover,Germany,52.24N,10.51E
1957-11-01,5.316000000000002,0.26,Hanover,Germany,52.24N,10.51E
1957-12-01,0.9439999999999998,0.214,Hanover,Germany,52.24N,10.51E
1958-01-01,0.349,0.309,Hanover,Germany,52.24N,10.51E
1958-02-01,2.2960000000000003,0.32299999999999995,Hanover,Germany,52.24N,10.51E
1958-03-01,-0.07799999999999985,0.22399999999999998,Hanover,Germany,52.24N,10.51E
1958-04-01,5.164,0.218,Hanover,Germany,52.24N,10.51E
1958-05-01,13.305,0.392,Hanover,Germany,52.24N,10.51E
1958-06-01,14.669,0.294,Hanover,Germany,52.24N,10.51E
1958-07-01,17.25,0.38299999999999995,Hanover,Germany,52.24N,10.51E
1958-08-01,17.383,0.23199999999999998,Hanover,Germany,52.24N,10.51E
1958-09-01,15.091,0.17800000000000002,Hanover,Germany,52.24N,10.51E
1958-10-01,10.292000000000002,0.287,Hanover,Germany,52.24N,10.51E
1958-11-01,4.673,0.22,Hanover,Germany,52.24N,10.51E
1958-12-01,3.168,0.215,Hanover,Germany,52.24N,10.51E
1959-01-01,0.5930000000000001,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1959-02-01,0.4910000000000001,0.21100000000000002,Hanover,Germany,52.24N,10.51E
1959-03-01,6.662999999999999,0.385,Hanover,Germany,52.24N,10.51E
1959-04-01,9.75,0.37200000000000005,Hanover,Germany,52.24N,10.51E
1959-05-01,12.805,0.166,Hanover,Germany,52.24N,10.51E
1959-06-01,16.395,0.32899999999999996,Hanover,Germany,52.24N,10.51E
1959-07-01,19.77,0.294,Hanover,Germany,52.24N,10.51E
1959-08-01,18.23,0.129,Hanover,Germany,52.24N,10.51E
1959-09-01,13.984000000000002,0.317,Hanover,Germany,52.24N,10.51E
1959-10-01,9.222999999999999,0.40399999999999997,Hanover,Germany,52.24N,10.51E
1959-11-01,4.1400000000000015,0.247,Hanover,Germany,52.24N,10.51E
1959-12-01,2.286,0.233,Hanover,Germany,52.24N,10.51E
1960-01-01,0.7190000000000001,0.187,Hanover,Germany,52.24N,10.51E
1960-02-01,0.4900000000000001,0.23800000000000002,Hanover,Germany,52.24N,10.51E
1960-03-01,4.202,0.221,Hanover,Germany,52.24N,10.51E
1960-04-01,7.3,0.212,Hanover,Germany,52.24N,10.51E
1960-05-01,12.985,0.341,Hanover,Germany,52.24N,10.51E
1960-06-01,16.357,0.35600000000000004,Hanover,Germany,52.24N,10.51E
1960-07-01,15.999,0.22899999999999998,Hanover,Germany,52.24N,10.51E
1960-08-01,16.291999999999998,0.322,Hanover,Germany,52.24N,10.51E
1960-09-01,13.344,0.10400000000000001,Hanover,Germany,52.24N,10.51E
1960-10-01,9.541,0.221,Hanover,Germany,52.24N,10.51E
1960-11-01,6.7,0.316,Hanover,Germany,52.24N,10.51E
1960-12-01,1.8030000000000002,0.076,Hanover,Germany,52.24N,10.51E
1961-01-01,-0.35100000000000003,0.191,Hanover,Germany,52.24N,10.51E
1961-02-01,5.319,0.205,Hanover,Germany,52.24N,10.51E
1961-03-01,6.638999999999999,0.253,Hanover,Germany,52.24N,10.51E
1961-04-01,10.513,0.32,Hanover,Germany,52.24N,10.51E
1961-05-01,10.582,0.25,Hanover,Germany,52.24N,10.51E
1961-06-01,16.456,0.382,Hanover,Germany,52.24N,10.51E
1961-07-01,15.481,0.215,Hanover,Germany,52.24N,10.51E
1961-08-01,16.13,0.113,Hanover,Germany,52.24N,10.51E
1961-09-01,16.995,0.196,Hanover,Germany,52.24N,10.51E
1961-10-01,11.196000000000002,0.40299999999999997,Hanover,Germany,52.24N,10.51E
1961-11-01,4.368,0.166,Hanover,Germany,52.24N,10.51E
1961-12-01,-0.4239999999999999,0.22399999999999998,Hanover,Germany,52.24N,10.51E
1962-01-01,2.551,0.221,Hanover,Germany,52.24N,10.51E
1962-02-01,0.9359999999999999,0.419,Hanover,Germany,52.24N,10.51E
1962-03-01,0.4209999999999998,0.281,Hanover,Germany,52.24N,10.51E
1962-04-01,8.347000000000001,0.24100000000000002,Hanover,Germany,52.24N,10.51E
1962-05-01,9.964,0.254,Hanover,Germany,52.24N,10.51E
1962-06-01,14.110999999999999,0.518,Hanover,Germany,52.24N,10.51E
1962-07-01,14.93,0.244,Hanover,Germany,52.24N,10.51E
1962-08-01,15.607000000000001,0.281,Hanover,Germany,52.24N,10.51E
1962-09-01,12.706,0.22899999999999998,Hanover,Germany,52.24N,10.51E
1962-10-01,9.812,0.483,Hanover,Germany,52.24N,10.51E
1962-11-01,3.5,0.237,Hanover,Germany,52.24N,10.51E
1962-12-01,-2.3400000000000003,0.33,Hanover,Germany,52.24N,10.51E
1963-01-01,-7.391,0.446,Hanover,Germany,52.24N,10.51E
1963-02-01,-5.569,0.319,Hanover,Germany,52.24N,10.51E
1963-03-01,3.037,0.182,Hanover,Germany,52.24N,10.51E
1963-04-01,8.376,0.257,Hanover,Germany,52.24N,10.51E
1963-05-01,12.457,0.34299999999999997,Hanover,Germany,52.24N,10.51E
1963-06-01,16.326,0.307,Hanover,Germany,52.24N,10.51E
1963-07-01,17.884,0.325,Hanover,Germany,52.24N,10.51E
