942999999999998,1.422,Tilburg,Netherlands,52.24N,5.26E
1985-11-01,13.875,0.204,Tirana,Albania,40.99N,19.17E
1985-12-01,11.127,0.311,Tirana,Albania,40.99N,19.17E
1986-01-01,9.173,0.418,Tirana,Albania,40.99N,19.17E
1986-02-01,8.812999999999997,0.373,Tirana,Albania,40.99N,19.17E
1986-03-01,11.7,0.317,Tirana,Albania,40.99N,19.17E
1986-04-01,14.46,0.33799999999999997,Tirana,Albania,40.99N,19.17E
1986-05-01,19.563,0.361,Tirana,Albania,40.99N,19.17E
1986-06-01,21.623,0.26,Tirana,Albania,40.99N,19.17E
1986-07-01,23.112,0.285,Tirana,Albania,40.99N,19.17E
1986-08-01,25.145,0.268,Tirana,Albania,40.99N,19.17E
1986-09-01,21.526,0.335,Tirana,Albania,40.99N,19.17E
1986-10-01,17.486,0.423,Tirana,Albania,40.99N,19.17E
1986-11-01,12.463,0.312,Tirana,Albania,40.99N,19.17E
1986-12-01,7.76,0.423,Tirana,Albania,40.99N,19.17E
1987-01-01,8.799999999999997,0.547,Tirana,Albania,40.99N,19.17E
1987-02-01,9.981,0.359,Tirana,Albania,40.99N,19.17E
1987-03-01,6.542000000000001,0.115,Tirana,Albania,40.99N,19.17E
1987-04-01,13.331,0.20800000000000002,Tirana,Albania,40.99N,19.17E
1987-05-01,16.002000000000002,0.302,Tirana,Albania,40.99N,19.17E
1987-06-01,21.185,0.26899999999999996,Tirana,Albania,40.99N,19.17E
1987-07-01,25.479000000000006,0.42200000000000004,Tirana,Albania,40.99N,19.17E
1987-08-01,23.863000000000003,0.35,Tirana,Albania,40.99N,19.17E
1987-09-01,23.849,0.39,Tirana,Albania,40.99N,19.17E
1987-10-01,17.835,0.341,Tirana,Albania,40.99N,19.17E
1987-11-01,13.89,0.257,Tirana,Albania,40.99N,19.17E
1987-12-01,10.407,0.22899999999999998,Tirana,Albania,40.99N,19.17E
1988-01-01,10.813,0.248,Tirana,Albania,40.99N,19.17E
1988-02-01,9.143,0.359,Tirana,Albania,40.99N,19.17E
1988-03-01,9.984,0.17300000000000001,Tirana,Albania,40.99N,19.17E
1988-04-01,13.454,0.3,Tirana,Albania,40.99N,19.17E
1988-05-01,18.686,0.242,Tirana,Albania,40.99N,19.17E
1988-06-01,21.502,0.449,Tirana,Albania,40.99N,19.17E
1988-07-01,26.61,0.47600000000000003,Tirana,Albania,40.99N,19.17E
1988-08-01,25.491999999999997,0.37,Tirana,Albania,40.99N,19.17E
1988-09-01,21.06,0.226,Tirana,Albania,40.99N,19.17E
1988-10-01,17.044,0.285,Tirana,Albania,40.99N,19.17E
1988-11-01,9.713,0.46299999999999997,Tirana,Albania,40.99N,19.17E
1988-12-01,8.355,0.44799999999999995,Tirana,Albania,40.99N,19.17E
1989-01-01,7.646,0.479,Tirana,Albania,40.99N,19.17E
1989-02-01,10.175,0.302,Tirana,Albania,40.99N,19.17E
1989-03-01,13.107999999999999,0.27,Tirana,Albania,40.99N,19.17E
1989-04-01,15.022,0.38,Tirana,Albania,40.99N,19.17E
1989-05-01,16.945999999999998,0.11599999999999999,Tirana,Albania,40.99N,19.17E
1989-06-01,19.924,0.257,Tirana,Albania,40.99N,19.17E
1989-07-01,23.914,0.252,Tirana,Albania,40.99N,19.17E
1989-08-01,23.729,0.257,Tirana,Albania,40.99N,19.17E
1989-09-01,20.835,0.166,Tirana,Albania,40.99N,19.17E
1989-10-01,15.376,0.348,Tirana,Albania,40.99N,19.17E
1989-11-01,12.31,0.235,Tirana,Albania,40.99N,19.17E
1989-12-01,9.471,0.22,Tirana,Albania,40.99N,19.17E
1990-01-01,7.425999999999998,0.653,Tirana,Albania,40.99N,19.17E
1990-02-01,10.783,0.35,Tirana,Albania,40.99N,19.17E
1990-03-01,12.973,0.317,Tirana,Albania,40.99N,19.17E
1990-04-01,13.805,0.28800000000000003,Tirana,Albania,40.99N,19.17E
1990-05-01,18.483,0.198,Tirana,Albania,40.99N,19.17E
1990-06-01,21.717,0.315,Tirana,Albania,40.99N,19.17E
1990-07-01,24.697000000000006,0.245,Tirana,Albania,40.99N,19.17E
1990-08-01,24.070999999999998,0.26899999999999996,Tirana,Albania,40.99N,19.17E
1990-09-01,20.524,0.32,Tirana,Albania,40.99N,19.17E
1990-10-01,18.47,0.337,Tirana,Albania,40.99N,19.17E
1990-11-01,14.686,0.325,Tirana,Albania,40.99N,19.17E
1990-12-01,8.818,0.41100000000000003,Tirana,Albania,40.99N,19.17E
1991-01-01,8.171,0.45299999999999996,Tirana,Albania,40.99N,19.17E
1991-02-01,7.565999999999999,0.425,Tirana,Albania,40.99N,19.17E
1991-03-01,12.861999999999998,0.26,Tirana,Albania,40.99N,19.17E
1991-04-01,12.325999999999999,0.14800000000000002,Tirana,Albania,40.99N,19.17E
1991-05-01,14.927,0.4,Tirana,Albania,40.99N,19.17E
1991-06-01,22.077,0.3,Tirana,Albania,40.99N,19.17E
1991-07-01,23.69,0.365,Tirana,Albania,40.99N,19.17E
1991-08-01,23.851,0.22899999999999998,Tirana,Albania,40.99N,19.17E
1991-09-01,21.645,0.22699999999999998,Tirana,Albania,40.99N,19.17E
1991-10-01,17.412000000000006,0.214,Tirana,Albania,40.99N,19.17E
1991-11-01,13.414,0.192,Tirana,Albania,40.99N,19.17E
1991-12-01,6.4220000000000015,0.586,Tirana,Albania,40.99N,19.17E
1992-01-01,8.129,0.488,Tirana,Albania,40.99N,19.17E
1992-02-01,8.138,0.21600000000000003,Tirana,Albania,40.99N,19.17E
1992-03-01,10.537,0.21,Tirana,Albania,40.99N,19.17E
1992-04-01,13.665999999999999,0.324,Tirana,Albania,40.99N,19.17E
1992-05-01,18.127,0.295,Tirana,Albania,40.99N,19.17E
1992-06-01,21.083000000000002,0.415,Tirana,Albania,40.99N,19.17E
1992-07-01,23.293000000000006,0.39299999999999996,Tirana,Albania,40.99N,19.17E
1992-08-01,26.358,0.479,Tirana,Albania,40.99N,19.17E
1992-09-01,21.491,0.539,Tirana,Albania,40.99N,19.17E
1992-10-01,18.866,0.33399999999999996,Tirana,Albania,40.99N,19.17E
1992-11-01,14.072,0.513,Tirana,Albania,40.99N,19.17E
1992-12-01,8.966000000000003,0.486,Tirana,Albania,40.99N,19.17E
1993-01-01,7.8020000000000005,0.91,Tirana,Albania,40.99N,19.17E
1993-02-01,6.8870000000000005,0.44299999999999995,Tirana,Albania,40.99N,19.17E
1993-03-01,9.3,0.225,Tirana,Albania,40.99N,19.17E
1993-04-01,13.722,0.382,Tirana,Albania,40.99N,19.17E
1993-05-01,18.851,0.491,Tirana,Albania,40.99N,19.17E
1993-06-01,22.752,0.301,Tirana,Albania,40.99N,19.17E
1993-07-01,23.961,0.32899999999999996,Tirana,Albania,40.99N,19.17E
1993-08-01,25.666,0.456,Tirana,Albania,40.99N,19.17E
1993-09-01,21.068,0.40299999999999997,Tirana,Albania,40.99N,19.17E
1993-10-01,18.577,0.557,Tirana,Albania,40.99N,19.17E
1993-11-01,12.384,0.618,Tirana,Albania,40.99N,19.17E
1993-12-01,11.626,0.426,Tirana,Albania,40.99N,19.17E
1994-01-01,10.375,0.406,Tirana,Albania,40.99N,19.17E
1994-02-01,9.433,0.40399999999999997,Tirana,Albania,40.99N,19.17E
1994-03-01,12.543,0.299,Tirana,Albania,40.99N,19.17E
1994-04-01,13.755,0.41,Tirana,Albania,40.99N,19.17E
1994-05-01,18.915,0.461,Tirana,Albania,40.99N,19.17E
1994-06-01,22.01,0.599,Tirana,Albania,40.99N,19.17E
1994-07-01,25.625,0.703,Tirana,Albania,40.99N,19.17E
1994-08-01,26.444000000000003,0.4,Tirana,Albania,40.99N,19.17E
1994-09-01,23.349,0.5489999999999999,Tirana,Albania,40.99N,19.17E
1994-10-01,17.840999999999998,0.384,Tirana,Albania,40.99N,19.17E
1994-11-01,13.412,0.39899999999999997,Tirana,Albania,40.99N,19.17E
1994-12-01,9.764,0.494,Tirana,Albania,40.99N,19.17E
1995-01-01,8.245,0.408,Tirana,Albania,40.99N,19.17E
1995-02-01,11.243,0.42200000000000004,Tirana,Albania,40.99N,19.17E
1995-03-01,10.014,0.196,Tirana,Albania,40.99N,19.17E
1995-04-01,12.385000000000002,0.168,Tirana,Albania,40.99N,19.17E
1995-05-01,17.439,0.326,Tirana,Albania,40.99N,19.17E
1995-06-01,22.122,0.365,Tirana,Albania,40.99N,19.17E
1995-07-01,25.105999999999998,0.375,Tirana,Albania,40.99N,19.17E
1995-08-01,22.909000000000002,0.25,Tirana,Albania,40.99N,19.17E
1995-09-01,19.545,0.287,Tirana,Albania,40.99N,19.17E
1995-10-01,16.609,0.218,Tirana,Albania,40.99N,19.17E
1995-11-01,10.673,0.451,Tirana,Albania,40.99N,19.17E
1995-12-01,11.758,0.39899999999999997,Tirana,Albania,40.99N,19.17E
1996-01-01,9.415,0.634,Tirana,Albania,40.99N,19.17E
1996-02-01,7.907999999999999,0.27899999999999997,Tirana,Albania,40.99N,19.17E
1996-03-01,8.581,0.222,Tirana,Albania,40.99N,19.17E
1996-04-01,12.977,0.231,Tirana,Albania,40.99N,19.17E
1996-05-01,18.837,0.28800000000000003,Tirana,Albania,40.99N,19.17E
1996-06-01,23.035,0.28300000000000003,Tirana,Albania,40.99N,19.17E
1996-07-01,24.026,0.34700000000000003,Tirana,Albania,40.99N,19.17E
1996-08-01,24.288,0.228,Tirana,Albania,40.99N,19.17E
1996-09-01,18.378,0.36,Tirana,Albania,40.99N,19.17E
1996-10-01,15.805,0.249,Tirana,Albania,40.99N,19.17E
1996-11-01,14.036,0.15,Tirana,Albania,40.99N,19.17E
1996-12-01,10.353,0.36700000000000005,Tirana,Albania,40.99N,19.17E
1997-01-01,10.212,0.48,Tirana,Albania,40.99N,19.17E
1997-02-01,9.628,0.344,Tirana,Albania,40.99N,19.17E
1997-03-01,10.91,0.26,Tirana,Albania,40.99N,19.17E
1997-04-01,10.067,0.35700000000000004,Tirana,Albania,40.99N,19.17E
1997-05-01,18.957,0.35,Tirana,Albania,40.99N,19.17E
1997-06-01,22.978,0.358,Tirana,Albania,40.99N,19.17E
1997-07-01,24.113000000000003,0.45,Tirana,Albania,40.99N,19.17E
1997-08-01,23.183000000000003,0.309,Tirana,Albania,40.99N,19.17E
1997-09-01,21.263,0.35200000000000004,Tirana,Albania,40.99N,19.17E
1997-10-01,15.395999999999999,0.33,Tirana,Albania,40.99N,19.17E
1997-11-01,13.780999999999999,0.45799999999999996,Tirana,Albania,40.99N,19.17E
1997-12-01,10.343,0.41100000000000003,Tirana,Albania,40.99N,19.17E
1998-01-01,10.009,0.309,Tirana,Albania,40.99N,19.17E
1998-02-01,10.882,0.531,Tirana,Albania,40.99N,19.17E
1998-03-01,9.13,0.247,Tirana,Albania,40.99N,19.17E
1998-04-01,14.436,0.395,Tirana,Albania,40.99N,19.17E
1998-05-01,17.827,0.154,Tirana,Albania,40.99N,19.17E
1998-06-01,23.212,0.27899999999999997,Tirana,Albania,40.99N,19.17E
1998-07-01,25.671000000000006,0.38,Tirana,Albania,40.99N,19.17E
1998-08-01,26.108,0.261,Tirana,Albania,40.99N,19.17E
1998-09-01,20.704,0.34299999999999997,Tirana,Albania,40.99N,19.17E
1998-10-01,17.490000000000002,0.26,Tirana,Albania,40.99N,19.17E
1998-11-01,12.044,0.271,Tirana,Albania,40.99N,19.17E
1998-12-01,7.776,0.528,Tirana,Albania,40.99N,19.17E
1999-01-01,8.796999999999997,0.516,Tirana,Albania,40.99N,19.17E
1999-02-01,7.562999999999999,0.27699999999999997,Tirana,Albania,40.99N,19.17E
1999-03-01,11.074000000000002,0.175,Tirana,Albania,40.99N,19.17E
1999-04-01,14.099,0.445,Tirana,Albania,40.99N,19.17E
1999-05-01,19.492,0.284,Tirana,Albania,40.99N,19.17E
1999-06-01,22.993000000000002,0.32799999999999996,Tirana,Albania,40.99N,19.17E
1999-07-01,24.546000000000006,0.391,Tirana,Albania,40.99N,19.17E
1999-08-01,25.502,0.317,Tirana,Albania,40.99N,19.17E
1999-09-01,21.965999999999998,0.33899999999999997,Tirana,Albania,40.99N,19.17E
1999-10-01,18.24,0.373,Tirana,Albania,40.99N,19.17E
1999-11-01,13.467,0.147,Tirana,Albania,40.99N,19.17E
1999-12-01,11.13,0.307,Tirana,Albania,40.99N,19.17E
2000-01-01,5.846,0.6629999999999999,Tirana,Albania,40.99N,19.17E
2000-02-01,8.530999999999999,0.774,Tirana,Albania,40.99N,19.17E
2000-03-01,10.19,0.413,Tirana,Albania,40.99N,19.17E
2000-04-01,15.488,0.272,Tirana,Albania,40.99N,19.17E
2000-05-01,20.117,0.27899999999999997,Tirana,Albania,40.99N,19.17E
2000-06-01,23.624000000000002,0.42700000000000005,Tirana,Albania,40.99N,19.17E
2000-07-01,24.893,0.613,Tirana,Albania,40.99N,19.17E
2000-08-01,25.636,0.431,Tirana,Albania,40.99N,19.17E
2000-09-01,21.392,0.424,Tirana,Albania,40.99N,19.17E
2000-10-01,17.555999999999997,0.659,Tirana,Albania,40.99N,19.17E
2000-11-01,15.724,0.268,Tirana,Albania,40.99N,19.17E
2000-12-01,11.015999999999998,0.6859999999999999,Tirana,Albania,40.99N,19.17E
2001-01-01,10.663,0.851,Tirana,Albania,40.99N,19.17E
2001-02-01,10.375,0.44,Tirana,Albania,40.99N,19.17E
2001-03-01,14.334000000000001,0.584,Tirana,Albania,40.99N,19.17E
2001-04-01,13.142999999999999,0.185,Tirana,Albania,40.99N,19.17E
2001-05-01,19.195,0.307,Tirana,Albania,40.99N,19.17E
2001-06-01,21.904,0.204,Tirana,Albania,40.99N,19.17E
2001-07-01,25.378,0.198,Tirana,Albania,40.99N,19.17E
2001-08-01,26.112,0.387,Tirana,Albania,40.99N,19.17E
2001-09-01,20.886999999999997,0.511,Tirana,Albania,40.99N,19.17E
2001-10-01,18.747,0.366,Tirana,Albania,40.99N,19.17E
2001-11-01,12.535,0.636,Tirana,Albania,40.99N,19.17E
2001-12-01,5.789,0.628,Tirana,Albania,40.99N,19.17E
2002-01-01,7.055999999999999,0.66,Tirana,Albania,40.99N,19.17E
2002-02-01,11.388,0.731,Tirana,Albania,40.99N,19.17E
2002-03-01,12.716,0.574,Tirana,Albania,40.99N,19.17E
2002-04-01,13.958,0.179,Tirana,Albania,40.99N,19.17E
2002-05-01,18.783,0.18100000000000002,Tirana,Albania,40.99N,19.17E
2002-06-01,23.623,0.33,Tirana,Albania,40.99N,19.17E
2002-07-01,25.289,0.33299999999999996,Tirana,Albania,40.99N,19.17E
2002-08-01,23.804000000000002,0.294,Tirana,Albania,40.99N,19.17E
2002-09-01,19.605,0.32,Tirana,Albania,40.99N,19.17E
2002-10-01,16.578,0.281,Tirana,Albania,40.99N,19.17E
2002-11-01,14.38,0.171,Tirana,Albania,40.99N,19.17E
2002-12-01,10.481,0.257,Tirana,Albania,40.99N,19.17E
2003-01-01,9.862,0.5870000000000001,Tirana,Albania,40.99N,19.17E
2003-02-01,5.821000000000001,0.37799999999999995,Tirana,Albania,40.99N,19.17E
2003-03-01,10.388,0.42,Tirana,Albania,40.99N,19.17E
2003-04-01,12.908,0.48700000000000004,Tirana,Albania,40.99N,19.17E
2003-05-01,20.753,0.363,Tirana,Albania,40.99N,19.17E
2003-06-01,25.364,0.551,Tirana,Albania,40.99N,19.17E
2003-07-01,26.351000000000006,0.35200000000000004,Tirana,Albania,40.99N,19.17E
2003-08-01,27.009,0.561,Tirana,Albania,40.99N,19.17E
2003-09-01,20.622,0.33899999999999997,Tirana,Albania,40.99N,19.17E
2003-10-01,16.934,0.547,Tirana,Albania,40.99N,19.17E
2003-11-01,14.526,0.157,Tirana,Albania,40.99N,19.17E
2003-12-01,9.77,0.29100000000000004,Tirana,Albania,40.99N,19.17E
2004-01-01,7.675999999999998,0.511,Tirana,Albania,40.99N,19.17E
2004-02-01,9.334,0.18100000000000002,Tirana,Albania,40.99N,19.17E
2004-03-01,11.015,0.33799999999999997,Tirana,Albania,40.99N,19.17E
2004-04-01,14.615,0.17,Tirana,Albania,40.99N,19.17E
2004-05-01,16.516000000000002,0.239,Tirana,Albania,40.99N,19.17E
2004-06-01,21.885,0.45399999999999996,Tirana,Albania,40.99N,19.17E
2004-07-01,24.85,0.28800000000000003,Tirana,Albania,40.99N,19.17E
2004-08-01,24.053,0.17600000000000002,Tirana,Albania,40.99N,19.17E
2004-09-01,21.099,0.377,Tirana,Albania,40.99N,19.17E
2004-10-01,18.9,0.39399999999999996,Tirana,Albania,40.99N,19.17E
2004-11-01,12.763,0.287,Tirana,Albania,40.99N,19.17E
2004-12-01,11.241,0.349,Tirana,Albania,40.99N,19.17E
2005-01-01,8.061,0.348,Tirana,Albania,40.99N,19.17E
2005-02-01,6.666,0.645,Tirana,Albania,40.99N,19.17E
2005-03-01,10.407,0.355,Tirana,Albania,40.99N,19.17E
2005-04-01,13.537,0.171,Tirana,Albania,40.99N,19.17E
2005-05-01,19.137,0.23800000000000002,Tirana,Albania,40.99N,19.17E
2005-06-01,21.966,0.33399999999999996,Tirana,Albania,40.99N,19.17E
2005-07-01,24.983,0.19699999999999998,Tirana,Albania,40.99N,19.17E
2005-08-01,23.473000000000003,0.259,Tirana,Albania,40.99N,19.17E
2005-09-01,21.24,0.147,Tirana,Albania,40.99N,19.17E
2005-10-01,16.534000000000002,0.304,Tirana,Albania,40.99N,19.17E
2005-11-01,12.465,0.261,Tirana,Albania,40.99N,19.17E
2005-12-01,9.538,0.25,Tirana,Albania,40.99N,19.17E
2006-01-01,6.955,0.461,Tirana,Albania,40.99N,19.17E
2006-02-01,8.417,0.39799999999999996,Tirana,Albania,40.99N,19.17E
2006-03-01,10.634,0.278,Tirana,Albania,40.99N,19.17E
2006-04-01,14.503,0.364,Tirana,Albania,40.99N,19.17E
2006-05-01,18.64,0.426,Tirana,Albania,40.99N,19.17E
2006-06-01,21.93,0.284,Tirana,Albania,40.99N,19.17E
2006-07-01,24.861,0.29100000000000004,Tirana,Albania,40.99N,19.17E
2006-08-01,23.993000000000002,0.263,Tirana,Albania,40.99N,19.17E
2006-09-01,21.355,0.192,Tirana,Albania,40.99N,19.17E
2006-10-01,17.988,0.243,Tirana,Albania,40.99N,19.17E
2006-11-01,11.78,0.442,Tirana,Albania,40.99N,19.17E
2006-12-01,9.996,0.537,Tirana,Albania,40.99N,19.17E
2007-01-01,10.307,0.377,Tirana,Albania,40.99N,19.17E
2007-02-01,10.92,0.431,Tirana,Albania,40.99N,19.17E
2007-03-01,12.505999999999998,0.32299999999999995,Tirana,Albania,40.99N,19.17E
2007-04-01,15.125,0.392,Tirana,Albania,40.99N,19.17E
2007-05-01,19.394,0.299,Tirana,Albania,40.99N,19.17E
2007-06-01,23.885,0.359,Tirana,Albania,40.99N,19.17E
2007-07-01,26.430999999999997,0.385,Tirana,Albania,40.99N,19.17E
2007-08-01,25.385,0.268,Tirana,Albania,40.99N,19.17E
2007-09-01,19.845,0.278,Tirana,Albania,40.99N,19.17E
2007-10-01,16.268,0.218,Tirana,Albania,40.99N,19.17E
2007-11-01,11.669,0.20600000000000002,Tirana,Albania,40.99N,19.17E
2007-12-01,8.329,0.301,Tirana,Albania,40.99N,19.17E
2008-01-01,9.268,0.5870000000000001,Tirana,Albania,40.99N,19.17E
2008-02-01,9.263,0.483,Tirana,Albania,40.99N,19.17E
2008-03-01,12.140999999999998,0.297,Tirana,Albania,40.99N,19.17E
2008-04-01,14.093,0.348,Tirana,Albania,40.99N,19.17E
2008-05-01,18.78,0.309,Tirana,Albania,40.99N,19.17E
2008-06-01,23.246,0.321,Tirana,Albania,40.99N,19.17E
2008-07-01,25.42,0.27899999999999997,Tirana,Albania,40.99N,19.17E
2008-08-01,25.976999999999997,0.473,Tirana,Albania,40.99N,19.17E
2008-09-01,20.29,0.14400000000000002,Tirana,Albania,40.99N,19.17E
2008-10-01,17.352999999999998,0.259,Tirana,Albania,40.99N,19.17E
2008-11-01,14.238,0.16699999999999998,Tirana,Albania,40.99N,19.17E
2008-12-01,10.422,0.46,Tirana,Albania,40.99N,19.17E
2009-01-01,9.586,0.52,Tirana,Albania,40.99N,19.17E
2009-02-01,8.279,0.35700000000000004,Tirana,Albania,40.99N,19.17E
2009-03-01,10.535,0.281,Tirana,Albania,40.99N,19.17E
2009-04-01,14.884,0.385,Tirana,Albania,40.99N,19.17E
2009-05-01,20.097,0.371,Tirana,Albania,40.99N,19.17E
2009-06-01,21.885,0.3,Tirana,Albania,40.99N,19.17E
2009-07-01,25.3,0.40700000000000003,Tirana,Albania,40.99N,19.17E
2009-08-01,25.816999999999997,0.565,Tirana,Albania,40.99N,19.17E
2009-09-01,22.24,0.517,Tirana,Albania,40.99N,19.17E
2009-10-01,16.535,0.26899999999999996,Tirana,Albania,40.99N,19.17E
2009-11-01,13.697,0.609,Tirana,Albania,40.99N,19.17E
2009-12-01,11.905,0.598,Tirana,Albania,40.99N,19.17E
2010-01-01,8.988999999999997,0.24,Tirana,Albania,40.99N,19.17E
2010-02-01,9.719,0.235,Tirana,Albania,40.99N,19.17E
2010-03-01,11.193,0.41700000000000004,Tirana,Albania,40.99N,19.17E
2010-04-01,14.947,0.474,Tirana,Albania,40.99N,19.17E
2010-05-01,18.27,0.38799999999999996,Tirana,Albania,40.99N,19.17E
2010-06-01,22.198,0.313,Tirana,Albania,40.99N,19.17E
2010-07-01,25.246,0.564,Tirana,Albania,40.99N,19.17E
2010-08-01,25.831999999999997,0.48700000000000004,Tirana,Albania,40.99N,19.17E
2010-09-01,20.566,0.315,Tirana,Albania,40.99N,19.17E
2010-10-01,15.869000000000002,0.16699999999999998,Tirana,Albania,40.99N,19.17E
2010-11-01,15.225,0.29,Tirana,Albania,40.99N,19.17E
2010-12-01,10.146,0.542,Tirana,Albania,40.99N,19.17E
2011-01-01,8.442,0.55,Tirana,Albania,40.99N,19.17E
2011-02-01,9.308,0.46799999999999997,Tirana,Albania,40.99N,19.17E
2011-03-01,11.184000000000001,0.27699999999999997,Tirana,Albania,40.99N,19.17E
2011-04-01,14.556,0.433,Tirana,Albania,40.99N,19.17E
2011-05-01,18.090999999999998,0.332,Tirana,Albania,40.99N,19.17E
2011-06-01,22.656,0.34299999999999997,Tirana,Albania,40.99N,19.17E
2011-07-01,24.754,0.42,Tirana,Albania,40.99N,19.17E
2011-08-01,25.708000000000002,0.573,Tirana,Albania,40.99N,19.17E
2011-09-01,24.11,0.485,Tirana,Albania,40.99N,19.17E
2011-10-01,16.255000000000006,0.248,Tirana,Albania,40.99N,19.17E
2011-11-01,12.147,0.496,Tirana,Albania,40.99N,19.17E
2011-12-01,10.171,0.47700000000000004,Tirana,Albania,40.99N,19.17E
2012-01-01,6.688,0.763,Tirana,Albania,40.99N,19.17E
2012-02-01,6.952000000000001,0.381,Tirana,Albania,40.99N,19.17E
2012-03-01,12.174000000000001,0.324,Tirana,Albania,40.99N,19.17E
2012-04-01,14.005999999999998,0.37200000000000005,Tirana,Albania,40.99N,19.17E
2012-05-01,18.124,0.43200000000000005,Tirana,Albania,40.99N,19.17E
2012-06-01,23.829,0.491,Tirana,Albania,40.99N,19.17E
2012-07-01,26.897,0.738,Tirana,Albania,40.99N,19.17E
2012-08-01,26.566,0.742,Tirana,Albania,40.99N,19.17E
2012-09-01,22.539,0.831,Tirana,Albania,40.99N,19.17E
2012-10-01,18.718,0.349,Tirana,Albania,40.99N,19.17E
2012-11-01,15.284,0.419,Tirana,Albania,40.99N,19.17E
2012-12-01,8.652999999999999,0.649,Tirana,Albania,40.99N,19.17E
2013-01-01,9.055,0.524,Tirana,Albania,40.99N,19.17E
2013-02-01,9.316,0.47,Tirana,Albania,40.99N,19.17E
2013-03-01,11.335,0.36700000000000005,Tirana,Albania,40.99N,19.17E
2013-04-01,15.552999999999999,0.537,Tirana,Albania,40.99N,19.17E
2013-05-01,19.798,0.485,Tirana,Albania,40.99N,19.17E
2013-06-01,22.665,0.546,Tirana,Albania,40.99N,19.17E
2013-07-01,25.123,0.5589999999999999,Tirana,Albania,40.99N,19.17E
2013-08-01,26.464000000000002,1.043,Tirana,Albania,40.99N,19.17E
2013-09-01,,,Tirana,Albania,40.99N,19.17E
1796-01-01,25.081999999999997,2.3280000000000003,Tiruchchirappalli,India,10.45N,79.36E
1796-02-01,26.316999999999997,1.419,Tiruchchirappalli,India,10.45N,79.36E
1796-03-01,27.744,2.479,Tiruchchirappalli,India,10.45N,79.36E
1796-04-01,29.844,1.746,Tiruchchirappalli,India,10.45N,79.36E
1796-05-01,30.92,1.24,Tiruchchirappalli,India,10.45N,79.36E
1796-06-01,29.581,3.97,Tiruchchirappalli,India,10.45N,79.36E
1796-07-01,28.7,2.699,Tiruchchirappalli,India,10.45N,79.36E
1796-08-01,28.798,3.577,Tiruchchirappalli,India,10.45N,79.36E
1796-09-01,28.394,3.8819999999999997,Tiruchchirappalli,India,10.45N,79.36E
1796-10-01,26.884,1.7169999999999999,Tiruchchirappalli,India,10.45N,79.36E
1796-11-01,25.507,3.6439999999999997,Tiruchchirappalli,India,10.45N,79.36E
1796-12-01,23.843000000000004,4.81,Tiruchchirappalli,India,10.45N,79.36E
1797-01-01,,,Tiruchchirappalli,India,10.45N,79.36E
1797-02-01,,,Tiruchchirappalli,India,10.45N,79.36E
1797-03-01,28.425,2.18,Tiruchchirappalli,India,10.45N,79.36E
1797-04-01,29.629,3.2060000000000004,Tiruchchirappalli,India,10.45N,79.36E
1797-05-01,30.886,2.7680000000000002,Tiruchchirappalli,India,10.45N,79.36E
1797-06-01,31.191999999999997,2.204,Tiruchchirappalli,India,10.45N,79.36E
1797-07-01,29.497,2.636,Tiruchchirappalli,India,10.45N,79.36E
1797-08-01,30.129,2.781,Tiruchchirappalli,India,10.45N,79.36E
1797-09-01,28.601000000000006,3.076,Tiruchchirappalli,India,10.45N,79.36E
1797-10-01,26.704,2.185,Tiruchchirappalli,India,10.45N,79.36E
1797-11-01,25.476999999999997,1.817,Tiruchchirappalli,India,10.45N,79.36E
1797-12-01,24.951,2.738,Tiruchchirappalli,India,10.45N,79.36E
1798-01-01,25.073,2.553,Tiruchchirappalli,India,10.45N,79.36E
1798-02-01,27.033,1.943,Tiruchchirappalli,India,10.45N,79.36E
1798-03-01,28.997,1.906,Tiruchchirappalli,India,10.45N,79.36E
